Provincias;Municipios;Secciones;Sexo;Nivel de formación alcanzado;Periodo;Total
09 Burgos;09003 Adrada de Haza;0900301001 Adrada de Haza sección 01001;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;15
09 Burgos;09003 Adrada de Haza;0900301001 Adrada de Haza sección 01001;Mujeres;Educación superior;2023;30
09 Burgos;09003 Adrada de Haza;0900301001 Adrada de Haza sección 01001;Mujeres;Educación superior;2022;29
09 Burgos;09003 Adrada de Haza;0900301001 Adrada de Haza sección 01001;Mujeres;Educación superior;2021;29
09 Burgos;09006 Aguas Cándidas;;Total;Total;2023;56
09 Burgos;09006 Aguas Cándidas;;Total;Total;2022;58
09 Burgos;09006 Aguas Cándidas;;Total;Total;2021;52
09 Burgos;09006 Aguas Cándidas;;Total;Educación primaria e inferior;2023;12
09 Burgos;09006 Aguas Cándidas;;Total;Educación primaria e inferior;2022;15
09 Burgos;09006 Aguas Cándidas;;Total;Educación primaria e inferior;2021;13
09 Burgos;09006 Aguas Cándidas;;Total;Primera etapa de Educación Secundaria y similar;2023;24
09 Burgos;09006 Aguas Cándidas;;Total;Primera etapa de Educación Secundaria y similar;2022;23
09 Burgos;09006 Aguas Cándidas;;Total;Primera etapa de Educación Secundaria y similar;2021;22
09 Burgos;09006 Aguas Cándidas;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;11
09 Burgos;09006 Aguas Cándidas;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;12
09 Burgos;09006 Aguas Cándidas;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;10
09 Burgos;09006 Aguas Cándidas;;Total;Educación superior;2023;9
09 Burgos;09006 Aguas Cándidas;;Total;Educación superior;2022;8
09 Burgos;09006 Aguas Cándidas;;Total;Educación superior;2021;7
09 Burgos;09006 Aguas Cándidas;;Hombres;Total;2023;38
09 Burgos;09006 Aguas Cándidas;;Hombres;Total;2022;38
09 Burgos;09006 Aguas Cándidas;;Hombres;Total;2021;32
09 Burgos;09006 Aguas Cándidas;;Hombres;Educación primaria e inferior;2023;7
09 Burgos;09006 Aguas Cándidas;;Hombres;Educación primaria e inferior;2022;9
09 Burgos;09006 Aguas Cándidas;;Hombres;Educación primaria e inferior;2021;6
09 Burgos;09006 Aguas Cándidas;;Hombres;Primera etapa de Educación Secundaria y similar;2023;15
09 Burgos;09006 Aguas Cándidas;;Hombres;Primera etapa de Educación Secundaria y similar;2022;14
09 Burgos;09006 Aguas Cándidas;;Hombres;Primera etapa de Educación Secundaria y similar;2021;13
09 Burgos;09006 Aguas Cándidas;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;10
