Provincias;Municipios;Secciones;Sexo;Nivel de formación alcanzado;Periodo;Total
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Educación primaria e inferior;2022;29
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Educación primaria e inferior;2021;35
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Primera etapa de Educación Secundaria y similar;2023;56
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Primera etapa de Educación Secundaria y similar;2022;54
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Primera etapa de Educación Secundaria y similar;2021;52
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;10
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;11
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;13
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Educación superior;2023;26
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Educación superior;2022;24
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Total;Educación superior;2021;23
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Total;2023;70
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Total;2022;67
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Total;2021;74
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Educación primaria e inferior;2023;10
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Educación primaria e inferior;2022;10
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Educación primaria e inferior;2021;14
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2023;39
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2022;37
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2021;37
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;8
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;8
40 Segovia;40003 Adrados;4000301001 Adrados sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;9
