Provincias;Municipios;Secciones;Sexo;Nivel de formación alcanzado;Periodo;Total
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Educación primaria e inferior;2022;158
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Educación primaria e inferior;2021;171
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Primera etapa de Educación Secundaria y similar;2023;402
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Primera etapa de Educación Secundaria y similar;2022;403
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Primera etapa de Educación Secundaria y similar;2021;391
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;296
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;290
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;284
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Educación superior;2023;279
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Educación superior;2022;287
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Educación superior;2021;276
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Total;2023;558
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Total;2022;572
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Total;2021;563
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Educación primaria e inferior;2023;66
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Educación primaria e inferior;2022;73
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Educación primaria e inferior;2021;78
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Primera etapa de Educación Secundaria y similar;2023;219
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Primera etapa de Educación Secundaria y similar;2022;221
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Primera etapa de Educación Secundaria y similar;2021;216
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;151
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;154
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;152
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Educación superior;2023;122
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Educación superior;2022;124
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Educación superior;2021;117
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Total;2023;566
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Total;2022;566
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Total;2021;559
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Educación primaria e inferior;2023;81
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Educación primaria e inferior;2022;85
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Educación primaria e inferior;2021;93
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Primera etapa de Educación Secundaria y similar;2023;183
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Primera etapa de Educación Secundaria y similar;2022;182
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Primera etapa de Educación Secundaria y similar;2021;175
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;145
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;136
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;132
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Educación superior;2023;157
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Educación superior;2022;163
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Educación superior;2021;159
05 Ávila;05005 Albornos;;Total;Total;2023;166
05 Ávila;05005 Albornos;;Total;Total;2022;164
05 Ávila;05005 Albornos;;Total;Total;2021;162
05 Ávila;05005 Albornos;;Total;Educación primaria e inferior;2023;32
05 Ávila;05005 Albornos;;Total;Educación primaria e inferior;2022;34
05 Ávila;05005 Albornos;;Total;Educación primaria e inferior;2021;35
05 Ávila;05005 Albornos;;Total;Primera etapa de Educación Secundaria y similar;2023;75
05 Ávila;05005 Albornos;;Total;Primera etapa de Educación Secundaria y similar;2022;75
05 Ávila;05005 Albornos;;Total;Primera etapa de Educación Secundaria y similar;2021;73
05 Ávila;05005 Albornos;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;26
05 Ávila;05005 Albornos;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;25
05 Ávila;05005 Albornos;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;25
05 Ávila;05005 Albornos;;Total;Educación superior;2023;33
05 Ávila;05005 Albornos;;Total;Educación superior;2022;30
05 Ávila;05005 Albornos;;Total;Educación superior;2021;29
05 Ávila;05005 Albornos;;Hombres;Total;2023;88
05 Ávila;05005 Albornos;;Hombres;Total;2022;86
05 Ávila;05005 Albornos;;Hombres;Total;2021;85
05 Ávila;05005 Albornos;;Hombres;Educación primaria e inferior;2023;11
05 Ávila;05005 Albornos;;Hombres;Educación primaria e inferior;2022;12
05 Ávila;05005 Albornos;;Hombres;Educación primaria e inferior;2021;12
05 Ávila;05005 Albornos;;Hombres;Primera etapa de Educación Secundaria y similar;2023;47
05 Ávila;05005 Albornos;;Hombres;Primera etapa de Educación Secundaria y similar;2022;46
