Provincias;Municipios;Secciones;Sexo;Nivel de formación alcanzado;Periodo;Total
47 Valladolid;47002 Aguasal;;Total;Primera etapa de Educación Secundaria y similar;2022;""
47 Valladolid;47002 Aguasal;;Total;Primera etapa de Educación Secundaria y similar;2021;""
47 Valladolid;47002 Aguasal;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;""
47 Valladolid;47002 Aguasal;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;""
47 Valladolid;47002 Aguasal;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;""
47 Valladolid;47002 Aguasal;;Total;Educación superior;2023;""
47 Valladolid;47002 Aguasal;;Total;Educación superior;2022;""
47 Valladolid;47002 Aguasal;;Total;Educación superior;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Total;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Total;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Total;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Educación primaria e inferior;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Educación primaria e inferior;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Educación primaria e inferior;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Primera etapa de Educación Secundaria y similar;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Primera etapa de Educación Secundaria y similar;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Primera etapa de Educación Secundaria y similar;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Educación superior;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Educación superior;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Educación superior;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Total;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Total;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Total;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Educación primaria e inferior;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Educación primaria e inferior;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Educación primaria e inferior;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Primera etapa de Educación Secundaria y similar;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Primera etapa de Educación Secundaria y similar;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Primera etapa de Educación Secundaria y similar;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Educación superior;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Educación superior;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Educación superior;2021;""
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Total;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Total;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Total;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Educación primaria e inferior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Educación primaria e inferior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Educación primaria e inferior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Primera etapa de Educación Secundaria y similar;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Primera etapa de Educación Secundaria y similar;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Primera etapa de Educación Secundaria y similar;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Educación superior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Educación superior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Educación superior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Total;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Total;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Total;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Educación primaria e inferior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Educación primaria e inferior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Educación primaria e inferior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Educación superior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Educación superior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Hombres;Educación superior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Total;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Total;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Total;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Educación primaria e inferior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Educación primaria e inferior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Educación primaria e inferior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Primera etapa de Educación Secundaria y similar;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Primera etapa de Educación Secundaria y similar;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Primera etapa de Educación Secundaria y similar;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Educación superior;2023;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Educación superior;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Educación superior;2021;.
47 Valladolid;47003 Aguilar de Campos;;Total;Total;2023;253
47 Valladolid;47003 Aguilar de Campos;;Total;Total;2022;253
47 Valladolid;47003 Aguilar de Campos;;Total;Total;2021;240
47 Valladolid;47003 Aguilar de Campos;;Total;Educación primaria e inferior;2023;61
47 Valladolid;47003 Aguilar de Campos;;Total;Educación primaria e inferior;2022;63
47 Valladolid;47003 Aguilar de Campos;;Total;Educación primaria e inferior;2021;59
47 Valladolid;47003 Aguilar de Campos;;Total;Primera etapa de Educación Secundaria y similar;2023;80
47 Valladolid;47003 Aguilar de Campos;;Total;Primera etapa de Educación Secundaria y similar;2022;82
47 Valladolid;47003 Aguilar de Campos;;Total;Primera etapa de Educación Secundaria y similar;2021;86
47 Valladolid;47003 Aguilar de Campos;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;46
47 Valladolid;47003 Aguilar de Campos;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;45
47 Valladolid;47003 Aguilar de Campos;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;38
47 Valladolid;47003 Aguilar de Campos;;Total;Educación superior;2023;66
47 Valladolid;47003 Aguilar de Campos;;Total;Educación superior;2022;63
47 Valladolid;47003 Aguilar de Campos;;Total;Educación superior;2021;57
47 Valladolid;47003 Aguilar de Campos;;Hombres;Total;2023;151
47 Valladolid;47003 Aguilar de Campos;;Hombres;Total;2022;153
47 Valladolid;47003 Aguilar de Campos;;Hombres;Total;2021;139
47 Valladolid;47003 Aguilar de Campos;;Hombres;Educación primaria e inferior;2023;33
47 Valladolid;47003 Aguilar de Campos;;Hombres;Educación primaria e inferior;2022;33
47 Valladolid;47003 Aguilar de Campos;;Hombres;Educación primaria e inferior;2021;29
47 Valladolid;47003 Aguilar de Campos;;Hombres;Primera etapa de Educación Secundaria y similar;2023;52
47 Valladolid;47003 Aguilar de Campos;;Hombres;Primera etapa de Educación Secundaria y similar;2022;54
47 Valladolid;47003 Aguilar de Campos;;Hombres;Primera etapa de Educación Secundaria y similar;2021;55
47 Valladolid;47003 Aguilar de Campos;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;29
47 Valladolid;47003 Aguilar de Campos;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;30
47 Valladolid;47003 Aguilar de Campos;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;25
47 Valladolid;47003 Aguilar de Campos;;Hombres;Educación superior;2023;37
47 Valladolid;47003 Aguilar de Campos;;Hombres;Educación superior;2022;36
47 Valladolid;47003 Aguilar de Campos;;Hombres;Educación superior;2021;30
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Total;2023;102
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Total;2022;100
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Total;2021;101
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Educación primaria e inferior;2023;28
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Educación primaria e inferior;2022;30
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Educación primaria e inferior;2021;30
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Primera etapa de Educación Secundaria y similar;2023;28
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Primera etapa de Educación Secundaria y similar;2022;28
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Primera etapa de Educación Secundaria y similar;2021;31
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;17
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;15
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;13
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Educación superior;2023;29
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Educación superior;2022;27
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Educación superior;2021;27
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Total;2023;253
