Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
34003 Abia de las Torres;;;Mediana de la renta por unidad de consumo;2016;15.050
34003 Abia de las Torres;;;Mediana de la renta por unidad de consumo;2015;15.750
34003 Abia de las Torres;;;Renta bruta media por persona;2023;19.185
34003 Abia de las Torres;;;Renta bruta media por persona;2022;18.052
34003 Abia de las Torres;;;Renta bruta media por persona;2021;18.802
34003 Abia de las Torres;;;Renta bruta media por persona;2020;17.051
34003 Abia de las Torres;;;Renta bruta media por persona;2019;15.621
34003 Abia de las Torres;;;Renta bruta media por persona;2018;14.794
34003 Abia de las Torres;;;Renta bruta media por persona;2017;13.717
34003 Abia de las Torres;;;Renta bruta media por persona;2016;13.480
34003 Abia de las Torres;;;Renta bruta media por persona;2015;13.198
34003 Abia de las Torres;;;Renta bruta media por hogar;2023;48.834
34003 Abia de las Torres;;;Renta bruta media por hogar;2022;42.552
34003 Abia de las Torres;;;Renta bruta media por hogar;2021;46.728
34003 Abia de las Torres;;;Renta bruta media por hogar;2020;43.545
34003 Abia de las Torres;;;Renta bruta media por hogar;2019;39.282
34003 Abia de las Torres;;;Renta bruta media por hogar;2018;36.984
34003 Abia de las Torres;;;Renta bruta media por hogar;2017;33.371
34003 Abia de las Torres;;;Renta bruta media por hogar;2016;33.225
34003 Abia de las Torres;;;Renta bruta media por hogar;2015;33.178
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2023;16.097
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2022;15.129
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2021;15.691
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2020;14.563
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2019;13.243
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2018;12.667
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2017;11.651
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2016;11.564
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por persona;2015;11.340
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2023;40.974
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2022;35.662
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2021;38.996
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2020;37.191
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2019;33.302
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2018;31.666
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2017;28.344
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2016;28.503
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta neta media por hogar;2015;28.508
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2023;23.488
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2022;22.220
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2021;22.954
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2020;21.221
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2019;19.156
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2018;18.092
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2017;16.865
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2016;17.041
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Media de la renta por unidad de consumo;2015;16.597
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2023;21.350
