Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
09003 Adrada de Haza;0900301 Adrada de Haza distrito 01;0900301001 Adrada de Haza sección 01001;Fuente de ingreso: otros ingresos;2021;14
09003 Adrada de Haza;0900301 Adrada de Haza distrito 01;0900301001 Adrada de Haza sección 01001;Fuente de ingreso: otros ingresos;2020;12,4
09003 Adrada de Haza;0900301 Adrada de Haza distrito 01;0900301001 Adrada de Haza sección 01001;Fuente de ingreso: otros ingresos;2019;19,4
09003 Adrada de Haza;0900301 Adrada de Haza distrito 01;0900301001 Adrada de Haza sección 01001;Fuente de ingreso: otros ingresos;2018;18
09003 Adrada de Haza;0900301 Adrada de Haza distrito 01;0900301001 Adrada de Haza sección 01001;Fuente de ingreso: otros ingresos;2017;17,8
09003 Adrada de Haza;0900301 Adrada de Haza distrito 01;0900301001 Adrada de Haza sección 01001;Fuente de ingreso: otros ingresos;2016;14,3
09003 Adrada de Haza;0900301 Adrada de Haza distrito 01;0900301001 Adrada de Haza sección 01001;Fuente de ingreso: otros ingresos;2015;15,6
09006 Aguas Cándidas;;;Fuente de ingreso: salario;2023;.
09006 Aguas Cándidas;;;Fuente de ingreso: salario;2022;.
09006 Aguas Cándidas;;;Fuente de ingreso: salario;2021;.
09006 Aguas Cándidas;;;Fuente de ingreso: salario;2020;.
09006 Aguas Cándidas;;;Fuente de ingreso: salario;2019;.
09006 Aguas Cándidas;;;Fuente de ingreso: salario;2018;.
