Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
49002 Abezames;4900201 Abezames distrito 01;;Fuente de ingreso: otros ingresos;2021;.
49002 Abezames;4900201 Abezames distrito 01;;Fuente de ingreso: otros ingresos;2020;.
49002 Abezames;4900201 Abezames distrito 01;;Fuente de ingreso: otros ingresos;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Fuente de ingreso: otros ingresos;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Fuente de ingreso: otros ingresos;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Fuente de ingreso: otros ingresos;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Fuente de ingreso: otros ingresos;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2023;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2022;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2021;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2020;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: salario;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2023;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2022;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2021;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2020;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: pensiones;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2023;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2023;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2022;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2021;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2020;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otras prestaciones;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2023;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2022;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2021;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2020;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Fuente de ingreso: otros ingresos;2015;.
49003 Alcañices;;;Fuente de ingreso: salario;2023;52,2
49003 Alcañices;;;Fuente de ingreso: salario;2022;50,5
49003 Alcañices;;;Fuente de ingreso: salario;2021;49
49003 Alcañices;;;Fuente de ingreso: salario;2020;49
49003 Alcañices;;;Fuente de ingreso: salario;2019;50,8
49003 Alcañices;;;Fuente de ingreso: salario;2018;50,3
49003 Alcañices;;;Fuente de ingreso: salario;2017;45,3
49003 Alcañices;;;Fuente de ingreso: salario;2016;44,6
49003 Alcañices;;;Fuente de ingreso: salario;2015;43,2
49003 Alcañices;;;Fuente de ingreso: pensiones;2023;31,7
49003 Alcañices;;;Fuente de ingreso: pensiones;2022;32,8
49003 Alcañices;;;Fuente de ingreso: pensiones;2021;33,1
49003 Alcañices;;;Fuente de ingreso: pensiones;2020;35,9
49003 Alcañices;;;Fuente de ingreso: pensiones;2019;33
49003 Alcañices;;;Fuente de ingreso: pensiones;2018;33,5
49003 Alcañices;;;Fuente de ingreso: pensiones;2017;31,8
49003 Alcañices;;;Fuente de ingreso: pensiones;2016;32,4
49003 Alcañices;;;Fuente de ingreso: pensiones;2015;32,4
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2023;1,4
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2022;2
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2021;3,2
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2020;4,3
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2019;2
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2018;1,9
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2017;1,9
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2016;2
49003 Alcañices;;;Fuente de ingreso: prestaciones por desempleo;2015;2
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2023;3,6
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2022;4,1
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2021;3,5
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2020;3,6
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2019;3,4
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2018;3,3
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2017;3,3
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2016;2,6
49003 Alcañices;;;Fuente de ingreso: otras prestaciones;2015;2,7
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2023;11,2
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2022;10,6
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2021;11,2
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2020;7,3
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2019;10,9
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2018;11
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2017;17,7
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2016;18,5
49003 Alcañices;;;Fuente de ingreso: otros ingresos;2015;19,7
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2023;52,2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2022;50,5
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2021;49
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2020;49
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2019;50,8
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2018;50,3
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2017;45,3
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2016;44,6
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: salario;2015;43,2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2023;31,7
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2022;32,8
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2021;33,1
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2020;35,9
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2019;33
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2018;33,5
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2017;31,8
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2016;32,4
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: pensiones;2015;32,4
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2023;1,4
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;3,2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;4,3
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;1,9
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;1,9
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2023;3,6
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2022;4,1
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2021;3,5
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2020;3,6
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2019;3,4
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2018;3,3
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2017;3,3
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2016;2,6
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otras prestaciones;2015;2,7
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2023;11,2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2022;10,6
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2021;11,2
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2020;7,3
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2019;10,9
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2018;11
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2017;17,7
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2016;18,5
49003 Alcañices;4900301 Alcañices distrito 01;;Fuente de ingreso: otros ingresos;2015;19,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2023;52,2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2022;50,5
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2021;49
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2020;49
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2019;50,8
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2018;50,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2017;45,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2016;44,6
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: salario;2015;43,2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2023;31,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2022;32,8
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2021;33,1
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2020;35,9
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2019;33
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2018;33,5
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2017;31,8
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2016;32,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: pensiones;2015;32,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2023;1,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;3,2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;4,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;1,9
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;1,9
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2023;3,6
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2022;4,1
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2021;3,5
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2020;3,6
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2019;3,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2018;3,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2017;3,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2016;2,6
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otras prestaciones;2015;2,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2023;11,2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2022;10,6
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2021;11,2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2020;7,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2019;10,9
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2018;11
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2017;17,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2016;18,5
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Fuente de ingreso: otros ingresos;2015;19,7
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2023;51,2
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2022;50,6
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2021;52,8
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2020;50
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2019;44
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2018;45,5
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2017;41,6
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2016;37,4
49004 Alcubilla de Nogales;;;Fuente de ingreso: salario;2015;36,2
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2023;38,4
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2022;39,1
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2021;35,6
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2020;38,4
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2019;43,1
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2018;42,3
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2017;46,1
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2016;51,3
49004 Alcubilla de Nogales;;;Fuente de ingreso: pensiones;2015;49,3
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2023;3,2
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2022;1,9
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2021;2,8
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2020;2,1
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2019;1
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2018;1,8
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2017;2,7
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2016;2,1
49004 Alcubilla de Nogales;;;Fuente de ingreso: prestaciones por desempleo;2015;4
49004 Alcubilla de Nogales;;;Fuente de ingreso: otras prestaciones;2023;3,2
49004 Alcubilla de Nogales;;;Fuente de ingreso: otras prestaciones;2022;3,3
49004 Alcubilla de Nogales;;;Fuente de ingreso: otras prestaciones;2021;2,8
