Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: pensiones;2021;23,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: pensiones;2020;23,9
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: pensiones;2019;24,9
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: pensiones;2018;26,2
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: pensiones;2017;26
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: pensiones;2016;26,3
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: pensiones;2015;27,1
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2023;3,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;3,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;4,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;6,3
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;4,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;3,7
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;3,7
