CUSEC_origen;ceas_id;CUSEC_servicio;distancia
0905909040;56;0905906009;4303,456
0905909040;39;0905909007;1337,397
0905909040;55;0905909007;1337,397
0905909040;46;0912501001;20567,492
0905909040;41;0990601001;21923,030
0905909041;47;0905909015;709,646
0905909041;38;0905902004;3879,651
0905909041;51;0905902004;3879,651
0905909041;36;0905903007;4972,515
0905909041;35;0905905013;2453,366
0905909041;37;0905906009;4713,957
0905909041;56;0905906009;4713,957
0905909041;39;0905909007;1755,825
0905909041;55;0905909007;1755,825
0905909041;46;0912501001;20946,481
0905909041;41;0990601001;21587,423
0905909042;39;0905909007;838,779
0905909042;55;0905909007;838,779
0905909042;47;0905909015;516,420
0905909042;38;0905902004;2658,969
0905909042;51;0905902004;2658,969
0905909042;36;0905903007;3751,154
0905909042;35;0905905013;1231,713
0905909042;37;0905906009;3540,984
0905909042;56;0905906009;3540,984
0905909042;46;0912501001;19724,820
0905909042;41;0990601001;22192,303
0905909043;47;0905909015;357,833
0905909043;38;0905902004;3452,441
0905909043;51;0905902004;3452,441
0905909043;36;0905903007;4533,061
0905909043;35;0905905013;2023,176
0905909043;37;0905906009;4341,946
0905909043;56;0905906009;4341,946
0905909043;39;0905909007;1482,629
0905909043;55;0905909007;1482,629
0905909043;46;0912501001;20507,458
0905909043;41;0990601001;21637,519
0905909044;39;0905909007;476,334
0905909044;55;0905909007;476,334
0905909044;38;0905902004;2640,111
0905909044;51;0905902004;2640,111
0905909044;36;0905903007;3737,619
0905909044;35;0905905013;1558,574
0905909044;37;0905906009;3101,670
0905909044;56;0905906009;3101,670
0905909044;47;0905909015;1396,410
0905909044;46;0912501001;19514,693
0905909044;41;0990601001;23370,158
0906001001;28;0905601002;12547,333
0906001001;31;0923801001;12102,841
0906001001;24;0925101001;10992,480
0906001001;45;0904801001;27361,432
0906001001;49;0921901001;25588,649
0906001001;50;0921904002;27046,272
0906001001;26;0939401001;19823,174
0906101001;52;0901801009;20715,780
0906101001;53;0901802004;20557,839
0906101001;40;0908501001;20820,112
0906101001;23;0919401002;16096,225
0906101001;25;0932101001;19221,953
0906201001;32;0933001001;12806,756
0906201001;48;0917401001;15450,141
0906201001;43;0928901002;20916,472
0906201001;153;4216401001;17111,552
0906301001;46;0912501001;3383,451
0906301001;38;0905902004;13688,503
0906301001;51;0905902004;13688,503
0906301001;36;0905903007;12592,157
0906301001;37;0905906009;13051,182
0906301001;56;0905906009;13051,182
0906301001;35;0905905013;15110,916
0906301001;39;0905909007;16003,177
0906301001;55;0905909007;16003,177
0906301001;47;0905909015;16856,811
0906301001;54;0935001001;22188,820
0906301001;27;0942701001;29238,125
0906401001;48;0917401001;12139,971
0906401001;52;0901801009;24862,639
0906401001;53;0901802004;24253,395
0906401001;23;0919401002;29361,104
0906401001;32;0933001001;29689,968
0906501001;52;0901801009;7367,971
0906501001;53;0901802004;7944,999
0906501001;40;0908501001;5500,007
0906501001;25;0932101001;18667,318
0906601001;32;0933001001;14616,146
0906701001;43;0928901002;9494,459
0906701001;152;4206901001;14127,584
0906701001;153;4216401001;10737,992
0906701001;48;0917401001;27737,643
0906701001;32;0933001001;24016,742
0906801001;31;0923801001;7191,821
0906801001;26;0939401001;11048,717
0906801001;28;0905601002;25298,830
0906801001;30;0920901002;21463,158
0906801001;24;0925101001;29663,522
0906801001;34;0990301002;23958,836
0906801001;44;0990501001;22584,407
0906801001;41;0990601001;26136,920
0907001001;32;0933001001;11211,191
0907001001;48;0917401001;17107,600
0907001001;43;0928901002;28792,634
0907001001;153;4216401001;26612,862
0907101001;41;0990601001;13082,779
0907101001;28;0905601002;18450,468
0907101001;35;0905905013;29170,224
0907101001;39;0905909007;28825,335
0907101001;55;0905909007;28825,335
0907101001;47;0905909015;27706,605
0907101001;31;0923801001;18459,562
0907101001;26;0939401001;28066,253
0907101001;44;0990501001;25063,629
0907201001;38;0905902004;9919,051
0907201001;51;0905902004;9919,051
0907201001;36;0905903007;10393,173
0907201001;35;0905905013;9879,058
0907201001;37;0905906009;9094,121
0907201001;56;0905906009;9094,121
0907201001;39;0905909007;9134,225
0907201001;55;0905909007;9134,225
0907201001;47;0905909015;9918,685
0907201001;46;0912501001;21344,666
0907301001;37;0905906009;4948,301
0907301001;56;0905906009;4948,301
0907301001;38;0905902004;5951,689
0907301001;51;0905902004;5951,689
0907301001;36;0905903007;6220,644
0907301001;35;0905905013;6304,976
0907301001;39;0905909007;5914,042
0907301001;55;0905909007;5914,042
0907301001;47;0905909015;6948,322
0907301001;46;0912501001;17855,258
0907301001;41;0990601001;28924,366
0907401001;38;0905902004;7390,859
0907401001;51;0905902004;7390,859
0907401001;36;0905903007;8366,642
0907401001;35;0905905013;6514,305
0907401001;37;0905906009;7316,055
0907401001;56;0905906009;7316,055
0907401001;39;0905909007;5394,751
0907401001;55;0905909007;5394,751
0907401001;47;0905909015;5574,172
0907401001;46;0912501001;23086,266
0907401001;41;0990601001;25672,399
0907501001;38;0905902004;12946,626
0907501001;51;0905902004;12946,626
0907501001;36;0905903007;14052,838
0907501001;35;0905905013;11664,407
0907501001;37;0905906009;13309,600
0907501001;56;0905906009;13309,600
0907501001;39;0905909007;10578,943
0907501001;55;0905909007;10578,943
0907501001;47;0905909015;10059,273
0907501001;45;0904801001;29677,604
0907501001;28;0905601002;29019,311
0907501001;46;0912501001;29599,109
0907501001;41;0990601001;23630,014
0907601001;45;0904801001;10783,616
0907601001;28;0905601002;7833,488
0907601001;31;0923801001;27470,930
0907601001;24;0925101001;23505,470
0907701001;31;0923801001;13071,530
0907701001;24;0925101001;9400,923
0907701001;45;0904801001;29174,435
0907701001;28;0905601002;15230,911
0907701001;49;0921901001;23376,582
0907701001;50;0921904002;25097,798
0907701001;26;0939401001;19207,770
0907801001;32;0933001001;10068,212
0907801001;48;0917401001;28897,772
0907901001;46;0912501001;14098,694
0907901001;38;0905902004;27014,432
0907901001;51;0905902004;27014,432
0907901001;36;0905903007;25941,949
0907901001;35;0905905013;28231,841
0907901001;37;0905906009;26892,167
0907901001;56;0905906009;26892,167
0907901001;39;0905909007;29342,069
0907901001;55;0905909007;29342,069
0907901001;47;0905909015;29829,196
0907901001;42;0921101001;21937,249
0907901001;54;0935001001;24152,320
0907901001;27;0942701001;20812,275
0907901001;112;3490101001;29466,286
0908201001;45;0904801001;8901,373
0908201001;28;0905601002;20655,849
0908201001;49;0921901001;28797,976
0908201001;50;0921904002;26753,872
0908201001;24;0925101001;23237,384
0908301001;28;0905601002;11435,109
0908301001;45;0904801001;16901,551
0908301001;38;0905902004;29525,828
0908301001;51;0905902004;29525,828
0908301001;35;0905905013;28107,413
0908301001;39;0905909007;27217,569
0908301001;55;0905909007;27217,569
0908301001;47;0905909015;26361,563
0908301001;31;0923801001;27343,714
0908301001;24;0925101001;29122,346
0908301001;41;0990601001;25394,305
0908401001;32;0933001001;7884,390
0908401001;48;0917401001;20498,288
0908401001;43;0928901002;18842,678
0908401001;153;4216401001;20546,043
0908501001;40;0908501001;0,000
0908501001;52;0901801009;7105,735
0908501001;53;0901802004;7663,964
0908501001;25;0932101001;13821,987
0908501001;163;4711402001;29508,869
0908601001;38;0905902004;10317,259
0908601001;51;0905902004;10317,259
0908601001;36;0905903007;11201,743
0908601001;35;0905905013;9591,201
0908601001;37;0905906009;10035,699
0908601001;56;0905906009;10035,699
0908601001;39;0905909007;8504,233
0908601001;55;0905909007;8504,233
0908601001;47;0905909015;8757,302
0908601001;46;0912501001;24935,793
0908601001;41;0990601001;28222,007
0908801001;108;3408301002;3364,629
0908801001;42;0921101001;12820,131
0908801001;27;0942701001;21789,842
0908801001;99;3400401002;27467,766
0908801001;112;3490101001;19588,276
0909001001;46;0912501001;26122,627
0909001001;42;0921101001;15221,557
0909001001;54;0935001001;26870,814
0909001001;27;0942701001;28156,649
0909001001;104;3401701001;18796,669
0909001001;108;3408301002;28947,629
0909001001;112;3490101001;17918,166
0909101001;46;0912501001;21719,682
0909101001;42;0921101001;19660,983
0909101001;54;0935001001;21992,202
0909101001;27;0942701001;28921,245
0909101001;104;3401701001;19280,307
0909101001;105;3418201001;29267,586
0909101001;112;3490101001;23005,001
0909301001;38;0905902004;12275,482
0909301001;51;0905902004;12275,482
0909301001;36;0905903007;11300,018
0909301001;35;0905905013;13679,658
0909301001;37;0905906009;11350,625
0909301001;56;0905906009;11350,625
0909301001;39;0905909007;14355,459
0909301001;55;0905909007;14355,459
0909301001;46;0912501001;6399,577
0909301001;47;0905909015;15361,948
0909301001;54;0935001001;22618,611
0909401001;23;0919401002;14306,039
0909401001;48;0917401001;29654,544
0909401001;32;0933001001;26710,119
0909501001;46;0912501001;4977,703
0909501001;38;0905902004;21429,992
0909501001;51;0905902004;21429,992
0909501001;36;0905903007;20315,634
0909501001;35;0905905013;22826,653
0909501001;37;0905906009;20906,374
0909501001;56;0905906009;20906,374
0909501001;39;0905909007;23788,811
0909501001;55;0905909007;23788,811
0909501001;47;0905909015;24565,071
0909501001;54;0935001001;17605,443
0909501001;27;0942701001;28122,517
0909801001;45;0904801001;10546,207
0909801001;28;0905601002;13954,443
0909801001;49;0921901001;24954,901
0909801001;50;0921904002;23721,337
0909801001;24;0925101001;16284,635
0910001001;45;0904801001;14248,997
0910001001;28;0905601002;15951,907
0910001001;38;0905902004;28692,506
0910001001;51;0905902004;28692,506
0910001001;36;0905903007;29808,176
0910001001;35;0905905013;27347,761
0910001001;37;0905906009;29137,039
0910001001;56;0905906009;29137,039
0910001001;39;0905909007;26315,661
0910001001;55;0905909007;26315,661
0910001001;47;0905909015;25657,051
0910001001;41;0990601001;29644,929
0910101001;46;0912501001;12327,889
0910101001;54;0935001001;7020,427
0910101001;38;0905902004;27908,008
0910101001;51;0905902004;27908,008
0910101001;36;0905903007;26912,894
0910101001;35;0905905013;29316,670
0910101001;37;0905906009;26987,225
0910101001;56;0905906009;26987,225
0910101001;39;0905909007;29986,997
0910101001;55;0905909007;29986,997
0910101001;23;0919401002;25176,128
0910201001;26;0939401001;4042,602
0910201001;31;0923801001;6797,271
0910201001;28;0905601002;26191,082
0910201001;30;0920901002;19416,575
0910201001;24;0925101001;24819,694
0910201001;34;0990301002;24039,442
0910301001;23;0919401002;9947,144
0910301001;52;0901801009;26800,626
0910301001;53;0901802004;26588,925
0910301001;40;0908501001;27252,200
0910301001;25;0932101001;24606,530
0910301001;54;0935001001;29070,863
0910401001;23;0919401002;11894,141
0910401001;52;0901801009;27117,082
0910401001;53;0901802004;26670,628
0910401001;48;0917401001;28920,836
0910501001;53;0901802004;29876,957
0910501001;48;0917401001;20320,634
0910501001;23;0919401002;20400,164
0910501001;32;0933001001;25715,001
0910801001;37;0905906009;14735,538
0910801001;56;0905906009;14735,538
0910801001;38;0905902004;15961,054
0910801001;51;0905902004;15961,054
0910801001;36;0905903007;15632,049
0910801001;35;0905905013;16832,257
0910801001;39;0905909007;16749,005
0910801001;55;0905909007;16749,005
0910801001;47;0905909015;17848,440
0910801001;46;0912501001;16524,285
0910801001;23;0919401002;25064,186
0910801001;54;0935001001;25692,578
0910901001;49;0921901001;21627,164
0910901001;50;0921904002;20999,170
0911001001;32;0933001001;12646,866
0911001001;48;0917401001;25200,048
0911001001;23;0919401002;28315,438
0911201001;48;0917401001;7820,047
0911201001;52;0901801009;26641,613
0911201001;53;0901802004;26064,565
0911201001;153;4216401001;27225,956
0911301001;23;0919401002;20934,133
0911301001;32;0933001001;21332,609
0911401001;38;0905902004;21535,519
0911401001;51;0905902004;21535,519
0911401001;36;0905903007;21615,637
0911401001;35;0905905013;21921,853
0911401001;37;0905906009;20433,861
0911401001;56;0905906009;20433,861
0911401001;39;0905909007;21405,012
0911401001;55;0905909007;21405,012
0911401001;47;0905909015;22326,393
0911401001;46;0912501001;25454,175
0911401001;23;0919401002;24281,924
0911501001;28;0905601002;12108,917
0911501001;24;0925101001;6851,105
0911501001;45;0904801001;24393,169
0911501001;49;0921901001;21771,984
0911501001;50;0921904002;22861,928
0911501001;31;0923801001;16992,804
0911501001;26;0939401001;24176,833
0911701001;25;0932101001;4401,946
0911701001;40;0908501001;14178,418
0911701001;52;0901801009;21026,044
0911701001;53;0901802004;21513,609
0911701001;163;4711402001;16898,495
0911901001;38;0905902004;25779,449
0911901001;51;0905902004;25779,449
0911901001;36;0905903007;25855,114
0911901001;35;0905905013;26158,309
0911901001;37;0905906009;24676,748
0911901001;56;0905906009;24676,748
0911901001;39;0905909007;25626,696
0911901001;55;0905909007;25626,696
0911901001;47;0905909015;26534,582
0911901001;46;0912501001;28771,506
0911901001;23;0919401002;22068,738
0911901001;32;0933001001;27252,884
0912001001;24;0925101001;4109,925
0912001001;49;0921901001;13013,117
0912001001;50;0921904002;14974,887
0912001001;28;0905601002;21490,084
0912001001;31;0923801001;23020,522
0912001001;26;0939401001;26588,470
0912201001;48;0917401001;14753,764
0912201001;23;0919401002;26057,726
0912201001;32;0933001001;23382,152
0912301001;45;0904801001;7521,090
0912301001;28;0905601002;16082,366
0912401001;29;0912401001;0,000
0912401001;30;0920901002;22161,269
0912401001;33;0941001001;25719,672
0912401001;34;0990301002;19346,395
0912501001;46;0912501001;0,000
0912501001;38;0905902004;17069,855
0912501001;51;0905902004;17069,855
0912501001;36;0905903007;15974,899
0912501001;35;0905905013;18493,157
0912501001;37;0905906009;16415,957
0912501001;56;0905906009;16415,957
0912501001;39;0905909007;19378,581
0912501001;55;0905909007;19378,581
0912501001;47;0905909015;20238,883
0912501001;54;0935001001;19188,542
0912501001;27;0942701001;29709,273
0912701001;23;0919401002;5825,218
0912701001;52;0901801009;29330,048
0912701001;53;0901802004;29010,775
0912701001;54;0935001001;28994,975
0912801001;38;0905902004;12569,922
0912801001;51;0905902004;12569,922
0912801001;36;0905903007;11453,803
0912801001;35;0905905013;13931,773
0912801001;37;0905906009;12188,806
0912801001;56;0905906009;12188,806
0912801001;39;0905909007;14946,337
0912801001;55;0905909007;14946,337
0912801001;46;0912501001;5615,046
0912801001;47;0905909015;15652,096
0912801001;54;0935001001;24803,010
0912801001;27;0942701001;26443,779
0912901001;45;0904801001;15950,653
0912901001;32;0933001001;28824,484
0913001001;45;0904801001;4943,196
0913001001;28;0905601002;20707,244
0913001001;24;0925101001;27146,045
0913101001;52;0901801009;5562,868
0913101001;53;0901802004;5434,022
0913101001;40;0908501001;11505,299
0913101001;25;0932101001;25104,352
0913201001;45;0904801001;5191,535
0913201001;28;0905601002;13025,823
0913201001;50;0921904002;29632,601
0913201001;24;0925101001;21181,234
0913301001;45;0904801001;23761,748
0913301001;28;0905601002;20851,446
0913301001;38;0905902004;20009,694
0913301001;51;0905902004;20009,694
0913301001;36;0905903007;21119,621
0913301001;35;0905905013;18603,163
0913301001;37;0905906009;20642,723
0913301001;56;0905906009;20642,723
0913301001;39;0905909007;17675,959
0913301001;55;0905909007;17675,959
0913301001;47;0905909015;16862,541
0913301001;41;0990601001;21683,423
0913401001;31;0923801001;8378,423
0913401001;26;0939401001;9586,275
0913401001;28;0905601002;22750,906
0913401001;30;0920901002;25212,277
0913401001;49;0921901001;29602,332
0913401001;24;0925101001;18092,244
0913501001;28;0905601002;10289,853
0913501001;24;0925101001;9291,280
0913501001;45;0904801001;23968,723
0913501001;49;0921901001;24213,074
0913501001;50;0921904002;25262,012
0913501001;31;0923801001;15439,729
0913501001;26;0939401001;23458,368
0913601001;40;0908501001;8654,839
0913601001;25;0932101001;8036,892
0913601001;52;0901801009;15749,619
0913601001;53;0901802004;16294,931
0913601001;163;4711402001;20907,473
0913701001;52;0901801009;8536,088
0913701001;53;0901802004;8680,518
0913701001;40;0908501001;12284,579
0913701001;25;0932101001;26075,454
0913801001;40;0908501001;11504,078
0913801001;25;0932101001;8338,643
0913801001;52;0901801009;18609,811
0913801001;53;0901802004;19165,614
0913801001;163;4711402001;18007,716
0913901001;40;0908501001;8898,761
0913901001;25;0932101001;11619,007
0913901001;52;0901801009;15772,278
0913901001;53;0901802004;16365,476
0913901001;163;4711402001;21265,514
0914001001;52;0901801009;18233,003
0914001001;53;0901802004;18745,425
0914001001;40;0908501001;15704,507
0914001001;25;0932101001;25311,336
0914101001;52;0901801009;4381,192
0914101001;53;0901802004;4748,621
0914101001;40;0908501001;7738,835
0914101001;25;0932101001;21554,069
0914301001;28;0905601002;13189,252
0914301001;45;0904801001;24183,882
0914301001;38;0905902004;28437,885
0914301001;51;0905902004;28437,885
0914301001;36;0905903007;29454,472
0914301001;35;0905905013;27024,900
0914301001;37;0905906009;29360,154
0914301001;56;0905906009;29360,154
0914301001;39;0905909007;26375,762
0914301001;55;0905909007;26375,762
0914301001;47;0905909015;25343,980
0914301001;31;0923801001;22392,949
0914301001;41;0990601001;18509,429
0914401001;48;0917401001;11244,161
0914401001;43;0928901002;24084,951
0914401001;32;0933001001;16567,156
0914401001;153;4216401001;16243,597
0914801001;42;0921101001;11152,004
0914801001;27;0942701001;13524,840
0914801001;46;0912501001;26735,399
0914801001;108;3408301002;20609,150
0914801001;112;3490101001;21507,894
0914901001;28;0905601002;5397,430
0914901001;24;0925101001;13166,389
0914901001;45;0904801001;20422,482
0914901001;49;0921901001;27832,077
0914901001;50;0921904002;28436,380
0914901001;31;0923801001;16788,455
0914901001;26;0939401001;26198,483
0915101001;52;0901801009;11551,381
0915101001;53;0901802004;11169,629
0915101001;40;0908501001;15053,625
0915101001;23;0919401002;23781,429
0915101001;25;0932101001;21340,474
0915201001;52;0901801009;12219,724
0915201001;53;0901802004;12354,138
0915201001;40;0908501001;9866,035
0915201001;25;0932101001;11045,844
0915201001;23;0919401002;27376,229
0915401001;32;0933001001;7039,474
0915401001;48;0917401001;19509,039
0915401001;43;0928901002;22746,451
0915401001;153;4216401001;23356,439
0915501001;40;0908501001;9928,160
0915501001;25;0932101001;14206,193
0915501001;52;0901801009;16295,162
0915501001;53;0901802004;16903,548
0915501001;163;4711402001;21899,583
0915901001;46;0912501001;14727,059
0915901001;38;0905902004;28927,830
0915901001;51;0905902004;28927,830
0915901001;36;0905903007;27834,760
0915901001;37;0905906009;28713,333
0915901001;56;0905906009;28713,333
0915901001;42;0921101001;21825,302
0915901001;54;0935001001;22239,400
0915901001;27;0942701001;23236,615
0915901001;104;3401701001;27672,883
0915901001;112;3490101001;28430,548
0916001001;52;0901801009;11974,949
0916001001;53;0901802004;12583,166
0916001001;40;0908501001;6796,060
0916001001;25;0932101001;16234,096
0916001001;163;4711402001;26766,503
0916201001;38;0905902004;17267,703
0916201001;51;0905902004;17267,703
0916201001;36;0905903007;17279,244
0916201001;35;0905905013;17755,762
0916201001;37;0905906009;16132,146
0916201001;56;0905906009;16132,146
0916201001;39;0905909007;17330,932
0916201001;55;0905909007;17330,932
0916201001;47;0905909015;18309,777
0916201001;46;0912501001;21544,418
0916201001;23;0919401002;26193,123
0916301001;48;0917401001;14452,051
0916301001;153;4216401001;7197,542
0916301001;43;0928901002;21601,874
0916301001;32;0933001001;23261,978
0916301001;152;4206901001;26925,455
0916401001;52;0901801009;17786,073
0916401001;53;0901802004;17183,093
0916401001;40;0908501001;24692,955
0916401001;48;0917401001;16113,581
0916601001;27;0942701001;8515,680
0916601001;38;0905902004;26148,953
0916601001;51;0905902004;26148,953
0916601001;36;0905903007;25773,112
0916601001;35;0905905013;26295,466
0916601001;37;0905906009;27050,145
0916601001;56;0905906009;27050,145
0916601001;39;0905909007;27220,737
0916601001;55;0905909007;27220,737
0916601001;47;0905909015;26763,917
0916601001;46;0912501001;28691,609
0916601001;44;0990501001;26543,690
0916601001;41;0990601001;19463,463
0916701001;46;0912501001;9083,873
0916701001;38;0905902004;18852,787
0916701001;51;0905902004;18852,787
0916701001;36;0905903007;17792,110
0916701001;35;0905905013;20050,771
0916701001;37;0905906009;18781,927
0916701001;56;0905906009;18781,927
0916701001;39;0905909007;21166,666
0916701001;55;0905909007;21166,666
0916701001;47;0905909015;21638,373
0916701001;42;0921101001;28781,577
0916701001;54;0935001001;25508,752
0916701001;27;0942701001;20697,628
0916801001;40;0908501001;13595,293
0916801001;25;0932101001;6941,826
0916801001;52;0901801009;17691,377
0916801001;53;0901802004;17913,723
0916801001;23;0919401002;27814,417
0916801001;163;4711402001;27327,565
0916901001;32;0933001001;14933,145
0916901001;48;0917401001;29769,254
0916901001;23;0919401002;27062,534
0917001001;52;0901801009;13750,747
0917001001;53;0901802004;14239,247
0917001001;40;0908501001;6998,817
0917001001;25;0932101001;7090,836
0917001001;163;4711402001;23473,909
0917201001;41;0990601001;9813,866
0917201001;38;0905902004;23337,360
0917201001;51;0905902004;23337,360
0917201001;36;0905903007;23378,518
0917201001;35;0905905013;22954,537
0917201001;37;0905906009;24479,515
0917201001;56;0905906009;24479,515
0917201001;39;0905909007;23578,964
0917201001;55;0905909007;23578,964
0917201001;47;0905909015;22791,815
0917201001;27;0942701001;18141,876
0917201001;44;0990501001;21278,394
0917301001;43;0928901002;10930,242
0917301001;32;0933001001;17906,616
0917301001;152;4206901001;24033,366
0917301001;153;4216401001;29092,212
0917401001;48;0917401001;0,000
0917401001;32;0933001001;26524,913
0917401001;153;4216401001;20816,384
0917501001;42;0921101001;28799,935
0917501001;27;0942701001;16445,343
0917501001;44;0990501001;28622,540
0917501001;99;3400401002;21438,893
0917501001;108;3408301002;22487,329
0917601001;38;0905902004;10636,739
0917601001;51;0905902004;10636,739
0917601001;36;0905903007;11661,345
0917601001;35;0905905013;9224,065
0917601001;37;0905906009;11572,793
0917601001;56;0905906009;11572,793
0917601001;39;0905909007;8618,085
0917601001;55;0905909007;8618,085
0917601001;47;0905909015;7557,933
0917601001;28;0905601002;29936,454
0917601001;46;0912501001;27521,803
0917601001;41;0990601001;17157,685
0917701001;45;0904801001;29871,476
0917701001;38;0905902004;18672,809
0917701001;51;0905902004;18672,809
0917701001;36;0905903007;19483,609
0917701001;35;0905905013;18025,870
0917701001;37;0905906009;18253,849
0917701001;56;0905906009;18253,849
0917701001;39;0905909007;16949,009
0917701001;55;0905909007;16949,009
0917701001;47;0905909015;17186,184
0917801001;45;0904801001;10775,498
0917801001;28;0905601002;20458,818
0917801001;49;0921901001;26349,263
0917801001;50;0921904002;24302,023
0917801001;24;0925101001;21262,330
0917901001;23;0919401002;7216,143
0917901001;54;0935001001;20619,711
0918001001;46;0912501001;10684,033
0918001001;38;0905902004;24797,188
0918001001;51;0905902004;24797,188
0918001001;36;0905903007;23696,717
0918001001;35;0905905013;26088,011
0918001001;37;0905906009;24544,493
0918001001;56;0905906009;24544,493
0918001001;39;0905909007;27162,590
0918001001;55;0905909007;27162,590
0918001001;47;0905909015;27749,915
0918001001;42;0921101001;25432,863
0918001001;54;0935001001;21394,963
0918001001;27;0942701001;23319,275
0918101001;46;0912501001;14712,341
0918101001;38;0905902004;19198,841
0918101001;51;0905902004;19198,841
0918101001;36;0905903007;18311,740
0918101001;35;0905905013;20093,624
0918101001;37;0905906009;19522,089
0918101001;56;0905906009;19522,089
0918101001;39;0905909007;21237,739
0918101001;55;0905909007;21237,739
0918101001;47;0905909015;21397,285
0918101001;42;0921101001;27687,281
0918101001;27;0942701001;15191,844
0918101001;41;0990601001;27382,878
0918201001;46;0912501001;29098,401
0918201001;42;0921101001;16167,338
0918201001;54;0935001001;27744,798
0918201001;104;3401701001;15659,417
0918201001;110;3404701002;29553,095
0918201001;108;3408301002;29732,859
0918201001;105;3418201001;28067,799
0918201001;112;3490101001;16453,900
0918301001;32;0933001001;9003,895
0918301001;43;0928901002;28059,349
0918401001;32;0933001001;8759,190
0918901001;30;0920901002;13862,929
0918901001;33;0941001001;12938,335
0918901001;29;0912401001;17737,976
0918901001;26;0939401001;25106,290
0918901001;34;0990301002;17166,150
0919001001;26;0939401001;29803,302
0919001001;33;0941001001;24551,637
0919101001;35;0905905013;29994,523
0919101001;37;0905906009;29243,796
0919101001;56;0905906009;29243,796
0919101001;39;0905909007;29145,682
0919101001;55;0905909007;29145,682
0919101001;47;0905909015;29766,203
0919101001;32;0933001001;18590,881
0919201001;30;0920901002;27982,014
0919201001;49;0921901001;25357,309
0919201001;50;0921904002;28618,595
0919201001;31;0923801001;22175,687
0919201001;24;0925101001;21341,867
0919201001;26;0939401001;17386,423
0919401001;23;0919401002;9625,049
0919401001;46;0912501001;23843,109
0919401001;54;0935001001;17872,083
0919401002;23;0919401002;0,000
0919401002;54;0935001001;24108,510
0919501001;28;0905601002;14759,589
0919501001;31;0923801001;11490,610
0919501001;24;0925101001;26276,109
0919501001;26;0939401001;21800,751
0919501001;44;0990501001;27320,467
0919501001;41;0990601001;20028,317
0919601001;38;0905902004;22848,238
0919601001;51;0905902004;22848,238
0919601001;36;0905903007;22683,045
0919601001;35;0905905013;23518,282
0919601001;37;0905906009;21653,023
0919601001;56;0905906009;21653,023
0919601001;39;0905909007;23226,073
0919601001;55;0905909007;23226,073
0919601001;47;0905909015;24259,357
0919601001;46;0912501001;23130,011
0919601001;23;0919401002;19948,223
0919601001;54;0935001001;27668,318
0919701001;38;0905902004;22198,534
0919701001;51;0905902004;22198,534
0919701001;36;0905903007;21737,207
0919701001;35;0905905013;23182,922
0919701001;37;0905906009;20971,588
0919701001;56;0905906009;20971,588
0919701001;39;0905909007;23195,285
0919701001;55;0905909007;23195,285
0919701001;47;0905909015;24308,807
0919701001;46;0912501001;18190,220
0919701001;23;0919401002;18627,257
0919701001;54;0935001001;21573,686
0919801001;54;0935001001;6621,570
0919801001;38;0905902004;29392,659
0919801001;51;0905902004;29392,659
0919801001;36;0905903007;28477,547
0919801001;37;0905906009;28367,095
0919801001;56;0905906009;28367,095
0919801001;46;0912501001;15295,605
0919801001;23;0919401002;21004,372
0919901001;25;0932101001;6173,186
0919901001;163;4711402001;14556,797
0919901001;52;0901801009;25191,351
0919901001;53;0901802004;25654,701
0919901001;40;0908501001;18475,840
0920001001;37;0905906009;29978,106
0920001001;56;0905906009;29978,106
0920001001;23;0919401002;26857,141
0920001001;32;0933001001;19383,898
0920101001;48;0917401001;12414,178
0920101001;32;0933001001;15418,421
0920101001;153;4216401001;24582,874
0920201001;27;0942701001;8554,582
0920201001;38;0905902004;23622,929
0920201001;51;0905902004;23622,929
0920201001;36;0905903007;22932,563
0920201001;35;0905905013;24211,714
0920201001;37;0905906009;24221,213
0920201001;56;0905906009;24221,213
0920201001;39;0905909007;25301,842
0920201001;55;0905909007;25301,842
0920201001;47;0905909015;25185,048
0920201001;46;0912501001;21632,656
0920201001;42;0921101001;25706,484
0920201001;41;0990601001;25122,168
0920601001;46;0912501001;6901,525
0920601001;54;0935001001;12303,297
0920601001;38;0905902004;23078,670
0920601001;51;0905902004;23078,670
0920601001;36;0905903007;22038,291
0920601001;35;0905905013;24504,122
0920601001;37;0905906009;22247,109
0920601001;56;0905906009;22247,109
0920601001;39;0905909007;25260,844
0920601001;55;0905909007;25260,844
0920601001;47;0905909015;26223,490
0920601001;23;0919401002;28653,864
0920801001;38;0905902004;28712,083
0920801001;51;0905902004;28712,083
0920801001;36;0905903007;28713,719
0920801001;35;0905905013;29174,266
0920801001;37;0905906009;27575,793
0920801001;56;0905906009;27575,793
0920801001;39;0905909007;28700,661
0920801001;55;0905909007;28700,661
0920801001;47;0905909015;29642,151
0920801001;23;0919401002;19204,021
0920801001;32;0933001001;26956,972
0920901001;30;0920901002;3215,697
0920901001;26;0939401001;13103,591
0920901001;34;0990301002;7888,480
0920901001;29;0912401001;25206,209
0920901001;31;0923801001;22169,915
0920901001;33;0941001001;28769,785
0920901001;44;0990501001;28179,521
0920901002;30;0920901002;0,000
0920901002;34;0990301002;6492,048
0920901002;29;0912401001;22161,269
0920901002;31;0923801001;25235,600
0920901002;26;0939401001;15750,677
0920901002;33;0941001001;26344,997
0920901003;30;0920901002;8513,004
0920901003;34;0990301002;14596,359
0920901003;29;0912401001;24621,011
0920901003;31;0923801001;26226,447
