CUSEC_origen;ceas_id;CUSEC_servicio;distancia
4015201001;147;4019402001;15957,587
4015201001;148;4019405004;15610,108
4015201001;149;4019406002;16761,302
4015401001;137;4004001001;28472,865
4015401001;138;4004001001;28472,865
4015401001;142;4016201001;28599,230
4015401001;143;4016201001;28599,230
4015501001;144;4018101001;2683,268
4015501001;145;4018101001;2683,268
4015501001;146;4018101001;2683,268
4015501001;147;4019402001;10897,105
4015501001;148;4019405004;9611,817
4015501001;149;4019406002;9473,850
4015501002;144;4018101001;4677,986
4015501002;145;4018101001;4677,986
4015501002;146;4018101001;4677,986
4015501002;148;4019405004;4332,265
4015501002;149;4019406002;4486,122
4015501002;147;4019402001;5749,266
4015601001;137;4004001001;13934,400
4015601001;138;4004001001;13934,400
4015601001;142;4016201001;9767,637
4015601001;143;4016201001;9767,637
4015701001;137;4004001001;21651,926
4015701001;138;4004001001;21651,926
4015701001;142;4016201001;24484,685
4015701001;143;4016201001;24484,685
4015701001;144;4018101001;17796,768
4015701001;145;4018101001;17796,768
4015701001;146;4018101001;17796,768
4015701001;147;4019402001;18676,429
4015701001;148;4019405004;18597,870
4015701001;149;4019406002;17532,978
4015801001;139;4006301001;14443,186
4015801001;140;4006301001;14443,186
4015801001;141;4006301001;14443,186
4015801001;137;4004001001;28167,224
4015801001;138;4004001001;28167,224
4015801001;163;4711402001;20026,779
4015901001;139;4006301001;16703,935
4015901001;140;4006301001;16703,935
4015901001;141;4006301001;16703,935
4015901001;168;4707501001;25356,909
4016001001;139;4006301001;24177,755
4016001001;140;4006301001;24177,755
4016001001;141;4006301001;24177,755
4016001001;147;4019402001;29293,355
4016001001;149;4019406002;29817,253
4016101001;52;0901801009;23831,005
4016101001;53;0901802004;24244,130
4016101001;40;0908501001;22762,225
4016101001;137;4004001001;27622,066
4016101001;138;4004001001;27622,066
4016201001;142;4016201001;0,000
4016201001;143;4016201001;0,000
4016201001;137;4004001001;18764,812
4016201001;138;4004001001;18764,812
4016301001;137;4004001001;5516,103
4016301001;138;4004001001;5516,103
4016301001;142;4016201001;19633,824
4016301001;143;4016201001;19633,824
4016401001;6;0501601001;7164,679
4016401001;19;0520401001;22556,670
4016401001;170;4710401001;25002,506
4016501001;137;4004001001;5718,271
4016501001;138;4004001001;5718,271
4016501001;142;4016201001;15183,600
4016501001;143;4016201001;15183,600
4016601001;168;4707501001;6097,648
4016601001;196;4712202001;14761,345
4016601001;139;4006301001;15674,268
4016601001;140;4006301001;15674,268
4016601001;141;4006301001;15674,268
4016601001;170;4710401001;18111,795
4016601001;164;4717501001;27709,638
4017001001;142;4016201001;29973,299
4017001001;143;4016201001;29973,299
4017201001;142;4016201001;24073,219
4017201001;143;4016201001;24073,219
4017301001;147;4019402001;10880,167
4017301001;148;4019405004;12312,026
4017301001;149;4019406002;11538,143
4017301001;144;4018101001;20200,848
4017301001;145;4018101001;20200,848
4017301001;146;4018101001;20200,848
4017401001;52;0901801009;28187,894
4017401001;53;0901802004;28798,032
4017401001;40;0908501001;21836,822
4017401001;25;0932101001;20912,155
4017401001;163;4711402001;15030,751
4017601001;139;4006301001;16649,460
4017601001;140;4006301001;16649,460
4017601001;141;4006301001;16649,460
4017601001;168;4707501001;15181,583
4017601001;170;4710401001;23515,592
4017601001;196;4712202001;24033,444
4017701001;139;4006301001;6976,371
4017701001;140;4006301001;6976,371
4017701001;141;4006301001;6976,371
4017701001;168;4707501001;13712,820
4017701001;170;4710401001;28329,163
4017701001;163;4711402001;28782,387
4017701001;196;4712202001;16165,532
4017701001;164;4717501001;23509,993
4017801001;6;0501601001;9098,707
4017801001;19;0520401001;25066,040
4017801001;168;4707501001;29565,609
4017801001;170;4710401001;22607,049
4017901001;139;4006301001;8908,920
4017901001;140;4006301001;8908,920
4017901001;141;4006301001;8908,920
4017901001;168;4707501001;21749,265
4017901001;196;4712202001;28177,361
4018001001;19;0520401001;14069,626
4018001001;6;0501601001;29348,011
4018001001;147;4019402001;25988,859
4018001001;148;4019405004;27110,807
4018001001;149;4019406002;27478,482
4018101001;144;4018101001;0,000
4018101001;145;4018101001;0,000
4018101001;146;4018101001;0,000
4018101001;147;4019402001;10415,305
4018101001;148;4019405004;8962,069
4018101001;149;4019406002;9159,994
4018101002;144;4018101001;3283,416
4018101002;145;4018101001;3283,416
4018101002;146;4018101001;3283,416
4018101002;147;4019402001;13647,614
4018101002;148;4019405004;12216,259
4018101002;149;4019406002;12345,576
4018101003;144;4018101001;1308,631
4018101003;145;4018101001;1308,631
4018101003;146;4018101001;1308,631
4018101003;147;4019402001;10654,531
4018101003;148;4019405004;9272,176
4018101003;149;4019406002;9304,616
4018102001;144;4018101001;6623,049
4018102001;145;4018101001;6623,049
4018102001;146;4018101001;6623,049
4018102001;147;4019402001;13685,685
4018102001;148;4019405004;12202,185
4018102001;149;4019406002;12964,219
4018201001;139;4006301001;20056,638
4018201001;140;4006301001;20056,638
4018201001;141;4006301001;20056,638
4018201001;168;4707501001;23995,038
4018301001;137;4004001001;18088,466
4018301001;138;4004001001;18088,466
4018301001;163;4711402001;23647,495
4018401001;137;4004001001;4837,134
4018401001;138;4004001001;4837,134
4018401001;142;4016201001;14071,941
4018401001;143;4016201001;14071,941
4018501001;6;0501601001;26891,133
4018501001;19;0520401001;19381,748
4018501001;147;4019402001;26054,348
4018501001;148;4019405004;27432,645
4018501001;149;4019406002;27455,606
4018601001;142;4016201001;7706,454
4018601001;143;4016201001;7706,454
4018601001;137;4004001001;15862,823
4018601001;138;4004001001;15862,823
4018801001;137;4004001001;16209,065
4018801001;138;4004001001;16209,065
4018801001;142;4016201001;16436,110
4018801001;143;4016201001;16436,110
4018801001;144;4018101001;24344,524
4018801001;145;4018101001;24344,524
4018801001;146;4018101001;24344,524
4018801001;147;4019402001;26740,700
4018801001;148;4019405004;26555,841
4018801001;149;4019406002;25535,605
4018901001;6;0501601001;15152,802
4018901001;19;0520401001;29584,101
4018901001;168;4707501001;24178,426
4018901001;170;4710401001;19956,009
4019001001;144;4018101001;12740,883
4019001001;145;4018101001;12740,883
4019001001;146;4018101001;12740,883
4019001001;149;4019406002;14202,595
4019001001;137;4004001001;26707,676
4019001001;138;4004001001;26707,676
4019001001;142;4016201001;27085,412
4019001001;143;4016201001;27085,412
4019001001;147;4019402001;15550,121
4019001001;148;4019405004;15108,471
4019101001;142;4016201001;9372,649
4019101001;143;4016201001;9372,649
4019101001;137;4004001001;24576,081
4019101001;138;4004001001;24576,081
4019201001;137;4004001001;16950,385
4019201001;138;4004001001;16950,385
4019201001;147;4019402001;27911,667
4019201001;148;4019405004;28754,523
4019201001;149;4019406002;27591,313
4019301001;137;4004001001;4635,356
4019301001;138;4004001001;4635,356
4019301001;142;4016201001;21938,460
4019301001;143;4016201001;21938,460
4019401001;147;4019402001;902,810
4019401001;148;4019405004;2414,016
4019401001;149;4019406002;2123,172
4019401001;144;4018101001;11230,171
4019401001;145;4018101001;11230,171
4019401001;146;4018101001;11230,171
4019401002;147;4019402001;751,664
4019401002;148;4019405004;2162,440
4019401002;149;4019406002;1733,759
4019401002;144;4018101001;10873,573
4019401002;145;4018101001;10873,573
4019401002;146;4018101001;10873,573
4019401003;147;4019402001;513,052
4019401003;148;4019405004;1990,795
4019401003;149;4019406002;1708,519
4019401003;144;4018101001;10794,957
4019401003;145;4018101001;10794,957
4019401003;146;4018101001;10794,957
4019401004;147;4019402001;654,878
4019401004;148;4019405004;1771,759
4019401004;149;4019406002;1240,330
4019401004;144;4018101001;10385,639
4019401004;145;4018101001;10385,639
4019401004;146;4018101001;10385,639
4019401005;147;4019402001;400,514
4019401005;148;4019405004;1710,117
4019401005;149;4019406002;1373,864
4019401005;144;4018101001;10463,510
4019401005;145;4018101001;10463,510
4019401005;146;4018101001;10463,510
4019402001;147;4019402001;0,000
4019402001;148;4019405004;1521,007
4019402001;149;4019406002;1491,162
4019402001;144;4018101001;10415,305
4019402001;145;4018101001;10415,305
4019402001;146;4018101001;10415,305
4019402002;147;4019402001;317,488
4019402002;148;4019405004;1837,477
4019402002;149;4019406002;1742,569
4019402002;144;4018101001;10727,292
4019402002;145;4018101001;10727,292
4019402002;146;4018101001;10727,292
4019403001;149;4019406002;517,810
4019403001;147;4019402001;1075,229
4019403001;148;4019405004;1359,008
4019403001;144;4018101001;9675,961
4019403001;145;4018101001;9675,961
4019403001;146;4018101001;9675,961
4019403002;147;4019402001;682,474
4019403002;149;4019406002;833,704
4019403002;148;4019405004;1293,404
4019403002;144;4018101001;9917,911
4019403002;145;4018101001;9917,911
4019403002;146;4018101001;9917,911
4019403003;147;4019402001;816,486
4019403003;148;4019405004;975,799
4019403003;149;4019406002;707,056
4019403003;144;4018101001;9648,886
4019403003;145;4018101001;9648,886
4019403003;146;4018101001;9648,886
4019403004;147;4019402001;492,173
4019403004;149;4019406002;999,165
4019403004;148;4019405004;1223,619
4019403004;144;4018101001;9988,237
4019403004;145;4018101001;9988,237
4019403004;146;4018101001;9988,237
4019403005;147;4019402001;299,341
4019403005;148;4019405004;1229,864
4019403005;149;4019406002;1254,938
4019403005;144;4018101001;10116,652
4019403005;145;4018101001;10116,652
4019403005;146;4018101001;10116,652
4019403006;147;4019402001;479,107
4019403006;148;4019405004;1103,878
4019403006;149;4019406002;1060,470
4019403006;144;4018101001;9942,081
4019403006;145;4018101001;9942,081
4019403006;146;4018101001;9942,081
4019403007;147;4019402001;488,206
4019403007;148;4019405004;1046,010
4019403007;149;4019406002;1128,108
4019403007;144;4018101001;9928,934
4019403007;145;4018101001;9928,934
4019403007;146;4018101001;9928,934
4019403008;147;4019402001;685,560
4019403008;148;4019405004;915,055
4019403008;149;4019406002;918,490
4019403008;144;4018101001;9732,739
4019403008;145;4018101001;9732,739
4019403008;146;4018101001;9732,739
4019403009;147;4019402001;405,768
4019403009;148;4019405004;1141,137
4019403009;149;4019406002;1362,758
4019403009;144;4018101001;10079,782
4019403009;145;4018101001;10079,782
4019403009;146;4018101001;10079,782
4019404001;147;4019402001;852,925
4019404001;148;4019405004;711,530
4019404001;149;4019406002;1275,149
4019404001;144;4018101001;9672,221
4019404001;145;4018101001;9672,221
4019404001;146;4018101001;9672,221
4019404002;147;4019402001;823,152
4019404002;148;4019405004;701,727
4019404002;149;4019406002;1150,814
4019404002;144;4018101001;9644,098
4019404002;145;4018101001;9644,098
4019404002;146;4018101001;9644,098
4019404003;147;4019402001;814,533
4019404003;148;4019405004;720,640
4019404003;149;4019406002;998,832
4019404003;144;4018101001;9610,617
4019404003;145;4018101001;9610,617
4019404003;146;4018101001;9610,617
4019404004;147;4019402001;951,765
4019404004;148;4019405004;569,801
4019404004;149;4019406002;1100,276
4019404004;144;4018101001;9509,668
4019404004;145;4018101001;9509,668
4019404004;146;4018101001;9509,668
4019404005;148;4019405004;479,971
4019404005;147;4019402001;1044,401
4019404005;149;4019406002;1030,546
4019404005;144;4018101001;9402,022
4019404005;145;4018101001;9402,022
4019404005;146;4018101001;9402,022
4019404006;148;4019405004;326,727
4019404006;147;4019402001;1228,644
4019404006;149;4019406002;1223,342
4019404006;144;4018101001;9287,563
4019404006;145;4018101001;9287,563
4019404006;146;4018101001;9287,563
4019404007;148;4019405004;446,507
4019404007;147;4019402001;1309,803
4019404007;149;4019406002;1456,932
4019404007;144;4018101001;9329,140
4019404007;145;4018101001;9329,140
4019404007;146;4018101001;9329,140
4019404008;148;4019405004;921,346
4019404008;147;4019402001;1612,895
4019404008;149;4019406002;2003,643
4019404008;144;4018101001;9457,704
4019404008;145;4018101001;9457,704
4019404008;146;4018101001;9457,704
4019404009;148;4019405004;801,796
4019404009;147;4019402001;1894,266
4019404009;149;4019406002;1979,024
4019404009;144;4018101001;9046,961
4019404009;145;4018101001;9046,961
4019404009;146;4018101001;9046,961
4019404010;144;4018101001;13716,731
4019404010;145;4018101001;13716,731
4019404010;146;4018101001;13716,731
4019404010;147;4019402001;7319,753
4019404010;148;4019405004;7317,901
4019404010;149;4019406002;8360,756
4019405001;148;4019405004;555,614
4019405001;149;4019406002;752,320
4019405001;147;4019402001;1119,825
4019405001;144;4018101001;9295,691
4019405001;145;4018101001;9295,691
4019405001;146;4018101001;9295,691
4019405002;148;4019405004;365,418
4019405002;149;4019406002;827,153
4019405002;147;4019402001;1476,244
4019405002;144;4018101001;8940,093
4019405002;145;4018101001;8940,093
4019405002;146;4018101001;8940,093
4019405003;148;4019405004;406,308
4019405003;147;4019402001;1851,955
4019405003;149;4019406002;1146,175
4019405003;144;4018101001;8584,343
4019405003;145;4018101001;8584,343
4019405003;146;4018101001;8584,343
4019405004;148;4019405004;0,000
4019405004;147;4019402001;1521,007
4019405004;149;4019406002;1183,721
4019405004;144;4018101001;8962,069
4019405004;145;4018101001;8962,069
4019405004;146;4018101001;8962,069
4019405005;148;4019405004;760,904
4019405005;147;4019402001;2228,494
4019405005;149;4019406002;1385,661
4019405005;144;4018101001;8208,904
4019405005;145;4018101001;8208,904
4019405005;146;4018101001;8208,904
4019405006;148;4019405004;662,516
4019405006;147;4019402001;2177,424
4019405006;149;4019406002;1646,885
4019405006;144;4018101001;8382,114
4019405006;145;4018101001;8382,114
4019405006;146;4018101001;8382,114
4019405007;147;4019402001;2547,657
4019405007;148;4019405004;1029,344
4019405007;149;4019406002;1804,967
4019405007;144;4018101001;7963,306
4019405007;145;4018101001;7963,306
4019405007;146;4018101001;7963,306
4019405008;147;4019402001;2969,426
4019405008;148;4019405004;1455,326
4019405008;149;4019406002;2122,846
4019405008;144;4018101001;7537,114
4019405008;145;4018101001;7537,114
4019405008;146;4018101001;7537,114
4019406001;148;4019405004;936,295
4019406001;149;4019406002;290,495
4019406001;147;4019402001;1284,199
4019406001;144;4018101001;9236,514
4019406001;145;4018101001;9236,514
4019406001;146;4018101001;9236,514
4019406002;149;4019406002;0,000
4019406002;147;4019402001;1491,162
4019406002;148;4019405004;1183,721
4019406002;144;4018101001;9159,994
4019406002;145;4018101001;9159,994
4019406002;146;4018101001;9159,994
4019406003;149;4019406002;231,586
4019406003;147;4019402001;1704,758
4019406003;148;4019405004;1195,849
4019406003;144;4018101001;8932,544
4019406003;145;4018101001;8932,544
4019406003;146;4018101001;8932,544
4019406004;149;4019406002;308,582
4019406004;147;4019402001;1706,192
4019406004;148;4019405004;1073,284
4019406004;144;4018101001;8862,051
4019406004;145;4018101001;8862,051
4019406004;146;4018101001;8862,051
4019406005;148;4019405004;830,516
4019406005;149;4019406002;550,292
4019406005;147;4019402001;1734,385
4019406005;144;4018101001;8731,871
4019406005;145;4018101001;8731,871
4019406005;146;4018101001;8731,871
4019407001;147;4019402001;977,674
4019407001;148;4019405004;1876,342
4019407001;149;4019406002;1118,248
4019407001;144;4018101001;10273,024
4019407001;145;4018101001;10273,024
4019407001;146;4018101001;10273,024
4019407002;149;4019406002;759,913
4019407002;147;4019402001;1572,847
4019407002;148;4019405004;1880,166
4019407002;144;4018101001;9697,882
4019407002;145;4018101001;9697,882
4019407002;146;4018101001;9697,882
4019407003;147;4019402001;1978,512
4019407003;148;4019405004;2431,338
4019407003;149;4019406002;1290,685
4019407003;144;4018101001;9951,991
4019407003;145;4018101001;9951,991
4019407003;146;4018101001;9951,991
4019407004;147;4019402001;3031,666
4019407004;148;4019405004;4551,432
4019407004;149;4019406002;4163,404
4019407004;144;4018101001;13322,128
4019407004;145;4018101001;13322,128
4019407004;146;4018101001;13322,128
4019501001;137;4004001001;10236,257
4019501001;138;4004001001;10236,257
4019501001;142;4016201001;18102,680
4019501001;143;4016201001;18102,680
4019601001;137;4004001001;29835,791
4019601001;138;4004001001;29835,791
4019601001;142;4016201001;26722,185
4019601001;143;4016201001;26722,185
4019801001;142;4016201001;13412,898
4019801001;143;4016201001;13412,898
4019801001;137;4004001001;18981,831
4019801001;138;4004001001;18981,831
4019901001;144;4018101001;14362,262
4019901001;145;4018101001;14362,262
4019901001;146;4018101001;14362,262
4019901001;137;4004001001;25462,854
4019901001;138;4004001001;25462,854
4019901001;142;4016201001;24751,618
4019901001;143;4016201001;24751,618
4019901001;147;4019402001;17954,475
4019901001;148;4019405004;17466,828
4019901001;149;4019406002;16589,003
4020001001;144;4018101001;29047,141
4020001001;145;4018101001;29047,141
4020001001;146;4018101001;29047,141
4020001001;147;4019402001;19705,740
4020001001;148;4019405004;21169,084
4020001001;149;4019406002;20432,975
4020101001;6;0501601001;10020,401
4020101001;19;0520401001;27218,951
4020101001;168;4707501001;27518,284
4020101001;170;4710401001;20496,666
4020201001;52;0901801009;26093,541
4020201001;53;0901802004;26664,324
4020201001;40;0908501001;21747,085
4020201001;25;0932101001;27028,295
4020201001;137;4004001001;24302,166
4020201001;138;4004001001;24302,166
4020201001;163;4711402001;25873,923
4020301001;144;4018101001;8791,173
4020301001;145;4018101001;8791,173
4020301001;146;4018101001;8791,173
4020301001;147;4019402001;11956,394
4020301001;148;4019405004;11310,430
4020301001;149;4019406002;10525,087
4020401001;137;4004001001;20207,618
4020401001;138;4004001001;20207,618
4020401001;139;4006301001;22687,372
4020401001;140;4006301001;22687,372
4020401001;141;4006301001;22687,372
4020401001;163;4711402001;23232,241
4020501001;137;4004001001;20667,438
4020501001;138;4004001001;20667,438
4020501001;142;4016201001;29964,636
4020501001;143;4016201001;29964,636
4020501001;144;4018101001;22895,708
4020501001;145;4018101001;22895,708
4020501001;146;4018101001;22895,708
4020501001;147;4019402001;19256,058
4020501001;148;4019405004;19883,536
4020501001;149;4019406002;18700,518
4020601001;137;4004001001;22304,319
4020601001;138;4004001001;22304,319
4020601001;142;4016201001;18928,035
4020601001;143;4016201001;18928,035
4020601001;144;4018101001;19499,471
4020601001;145;4018101001;19499,471
4020601001;146;4018101001;19499,471
4020601001;147;4019402001;23852,252
4020601001;148;4019405004;23354,223
4020601001;149;4019406002;22485,937
4020701001;144;4018101001;5375,293
4020701001;145;4018101001;5375,293
4020701001;146;4018101001;5375,293
4020701001;147;4019402001;10508,152
4020701001;148;4019405004;9507,434
4020701001;149;4019406002;9017,089
4020801001;137;4004001001;16058,133
4020801001;138;4004001001;16058,133
4020801001;142;4016201001;25836,536
4020801001;143;4016201001;25836,536
4020801001;144;4018101001;25473,953
4020801001;145;4018101001;25473,953
4020801001;146;4018101001;25473,953
4020801001;147;4019402001;23291,131
4020801001;148;4019405004;23746,562
4020801001;149;4019406002;22568,125
4021001001;137;4004001001;15994,248
4021001001;138;4004001001;15994,248
4021001001;142;4016201001;24364,805
4021001001;143;4016201001;24364,805
4021101001;15;0516801001;23538,980
4021101001;19;0520401001;27553,373
4021101001;144;4018101001;23633,175
4021101001;145;4018101001;23633,175
4021101001;146;4018101001;23633,175
4021101001;147;4019402001;18508,552
4021101001;148;4019405004;18578,898
4021101001;149;4019406002;19618,217
4021201001;52;0901801009;16850,726
4021201001;53;0901802004;17088,461
4021201001;40;0908501001;18611,883
4021301001;137;4004001001;11078,207
4021301001;138;4004001001;11078,207
4021301001;142;4016201001;19511,394
4021301001;143;4016201001;19511,394
4021301001;144;4018101001;28393,555
4021301001;145;4018101001;28393,555
4021301001;146;4018101001;28393,555
4021301001;147;4019402001;28262,520
4021301001;148;4019405004;28461,811
4021301001;149;4019406002;27322,471
4021401001;147;4019402001;6735,961
4021401001;148;4019405004;8202,361
4021401001;149;4019406002;7524,830
4021401001;144;4018101001;16481,389
4021401001;145;4018101001;16481,389
4021401001;146;4018101001;16481,389
4021501001;52;0901801009;26397,993
4021501001;53;0901802004;27004,128
4021501001;40;0908501001;20689,853
4021501001;25;0932101001;22592,523
4021501001;137;4004001001;27699,846
4021501001;138;4004001001;27699,846
4021501001;163;4711402001;19423,488
4021601001;147;4019402001;8095,650
4021601001;148;4019405004;9330,016
4021601001;149;4019406002;9576,092
4021601001;144;4018101001;18148,373
4021601001;145;4018101001;18148,373
4021601001;146;4018101001;18148,373
4021801001;137;4004001001;14128,585
4021801001;138;4004001001;14128,585
4021801001;142;4016201001;27386,475
4021801001;143;4016201001;27386,475
4021901001;139;4006301001;9003,587
4021901001;140;4006301001;9003,587
4021901001;141;4006301001;9003,587
4021901001;168;4707501001;10404,750
4021901001;170;4710401001;24724,383
4021901001;196;4712202001;15136,334
4021901001;164;4717501001;24974,722
4022001001;137;4004001001;8576,951
4022001001;138;4004001001;8576,951
4022001001;142;4016201001;11484,704
4022001001;143;4016201001;11484,704
4022101001;137;4004001001;10238,275
4022101001;138;4004001001;10238,275
4022101001;142;4016201001;8567,387
4022101001;143;4016201001;8567,387
4022201001;137;4004001001;11579,305
4022201001;138;4004001001;11579,305
4022201001;142;4016201001;26731,883
4022201001;143;4016201001;26731,883
4022201001;149;4019406002;29657,997
4022301001;15;0516801001;19773,439
4022301001;19;0520401001;28829,186
4022301001;144;4018101001;25333,376
4022301001;145;4018101001;25333,376
4022301001;146;4018101001;25333,376
4022301001;147;4019402001;21464,489
4022301001;148;4019405004;21344,676
4022301001;149;4019406002;22446,755
4022401001;142;4016201001;4317,842
4022401001;143;4016201001;4317,842
4022401001;137;4004001001;16580,024
4022401001;138;4004001001;16580,024
4022501001;2;0501901001;26324,573
4022501001;1;0501903002;24128,419
4022501001;3;0501904004;26535,680
4022501001;22;0501904010;26266,424
4022501001;15;0516801001;18703,174
4022501001;19;0520401001;20579,710
4022801001;168;4707501001;8820,244
4022801001;170;4710401001;12607,730
4022801001;6;0501601001;27831,392
4022801001;139;4006301001;22807,404
4022801001;140;4006301001;22807,404
4022801001;141;4006301001;22807,404
4022801001;196;4712202001;17786,908
4022901001;52;0901801009;17528,126
4022901001;53;0901802004;17881,051
4022901001;40;0908501001;17771,841
4022901001;25;0932101001;29766,488
4023001001;168;4707501001;14095,700
4023001001;170;4710401001;12124,992
4023001001;6;0501601001;22307,333
4023001001;139;4006301001;27632,390
4023001001;140;4006301001;27632,390
4023001001;141;4006301001;27632,390
4023001001;196;4712202001;22571,312
4023101001;144;4018101001;26475,676
4023101001;145;4018101001;26475,676
4023101001;146;4018101001;26475,676
4023101001;147;4019402001;16812,009
4023101001;148;4019405004;18303,046
4023101001;149;4019406002;17644,184
4023301001;15;0516801001;21287,546
4023301001;19;0520401001;23437,667
4023301001;144;4018101001;29310,184
4023301001;145;4018101001;29310,184
4023301001;146;4018101001;29310,184
4023301001;147;4019402001;23798,703
4023301001;148;4019405004;24003,546
4023301001;149;4019406002;24993,609
4023401001;137;4004001001;26482,174
4023401001;138;4004001001;26482,174
4023401001;139;4006301001;18847,135
4023401001;140;4006301001;18847,135
4023401001;141;4006301001;18847,135
4090101001;147;4019402001;14240,886
4090101001;148;4019405004;13565,622
4090101001;149;4019406002;14749,194
4090101001;15;0516801001;26084,912
4090101001;144;4018101001;15598,381
4090101001;145;4018101001;15598,381
4090101001;146;4018101001;15598,381
4090201001;137;4004001001;24738,819
4090201001;138;4004001001;24738,819
4090201001;139;4006301001;19068,106
4090201001;140;4006301001;19068,106
4090201001;141;4006301001;19068,106
4090201001;163;4711402001;19626,133
4090301001;19;0520401001;20466,349
4090301001;144;4018101001;28832,974
4090301001;145;4018101001;28832,974
4090301001;146;4018101001;28832,974
4090301001;147;4019402001;19236,367
4090301001;148;4019405004;20354,730
4090301001;149;4019406002;20726,614
4090401001;144;4018101001;10874,892
4090401001;145;4018101001;10874,892
4090401001;146;4018101001;10874,892
4090401001;147;4019402001;10869,356
4090401001;148;4019405004;9863,540
4090401001;149;4019406002;11017,148
4090501001;163;4711402001;13465,953
4090501001;52;0901801009;25348,497
4090501001;53;0901802004;25949,702
4090501001;40;0908501001;18566,027
4090501001;25;0932101001;16088,154
4090601001;147;4019402001;4434,245
4090601001;148;4019405004;3841,428
4090601001;149;4019406002;2986,889
4090601001;144;4018101001;7696,431
4090601001;145;4018101001;7696,431
4090601001;146;4018101001;7696,431
4090601002;147;4019402001;3023,912
4090601002;148;4019405004;2267,501
4090601002;149;4019406002;1532,812
4090601002;144;4018101001;7968,020
4090601002;145;4018101001;7968,020
4090601002;146;4018101001;7968,020
4200101001;43;0928901002;29746,109
4200101001;152;4206901001;17214,472
4200101001;153;4216401001;24859,291
4200101001;150;4217301001;27110,741
4200101001;151;4217301001;27110,741
4200101001;155;4217301003;26812,514
4200301001;158;4202001001;16119,689
4200401001;161;4200401002;1864,224
4200401002;161;4200401002;0,000
4200601001;150;4217301001;7664,564
4200601001;151;4217301001;7664,564
4200601001;155;4217301003;7942,890
4200601001;157;4201901001;23713,021
4200601001;160;4209601001;19215,249
4200701001;48;0917401001;10809,560
4200701001;154;4204301001;23965,334
4200701001;153;4216401001;22188,137
4200801001;158;4202001001;23894,859
4200901001;160;4209601001;10469,850
4200901001;158;4202001001;25135,883
4200901001;150;4217301001;16226,107
4200901001;151;4217301001;16226,107
4200901001;155;4217301003;16447,036
4201001001;157;4201901001;13647,094
4201001001;150;4217301001;20869,879
4201001001;151;4217301001;20869,879
4201001001;155;4217301003;21041,664
4201101001;161;4200401002;25674,339
4201101001;157;4201901001;27668,295
4201101001;160;4209601001;20547,938
4201101001;150;4217301001;22331,963
4201101001;151;4217301001;22331,963
4201101001;155;4217301003;22624,692
4201201001;157;4201901001;13678,999
4201201001;150;4217301001;18456,177
4201201001;151;4217301001;18456,177
4201201001;155;4217301003;18640,429
4201301001;150;4217301001;13174,054
4201301001;151;4217301001;13174,054
4201301001;155;4217301003;13437,234
4201301001;157;4201901001;18431,648
4201301001;160;4209601001;24263,418
4201401001;157;4201901001;10396,183
4201401001;150;4217301001;27576,754
4201401001;151;4217301001;27576,754
4201401001;155;4217301003;27634,594
4201501001;158;4202001001;19098,900
4201501001;160;4209601001;23638,339
4201601001;160;4209601001;6089,181
4201601001;150;4217301001;21453,349
4201601001;151;4217301001;21453,349
4201601001;155;4217301003;21715,444
4201701001;157;4201901001;14612,524
4201701001;150;4217301001;13850,446
4201701001;151;4217301001;13850,446
4201701001;155;4217301003;14060,875
4201701001;160;4209601001;28322,163
4201801001;158;4202001001;26855,965
4201801001;156;4202501001;21729,312
4201901001;157;4201901001;0,000
4201901001;150;4217301001;19275,910
4201901001;151;4217301001;19275,910
4201901001;155;4217301003;19253,465
4202001001;158;4202001001;0,000
4202001001;159;4203501001;28769,427
4202001001;160;4209601001;28669,091
4202001002;158;4202001001;641,674
4202001002;159;4203501001;29304,446
4202001002;160;4209601001;28252,133
4202001003;158;4202001001;1730,747
4202001003;159;4203501001;27044,811
4202101001;160;4209601001;8840,890
4202201001;160;4209601001;11536,470
4202201001;161;4200401002;28219,604
4202201001;150;4217301001;25862,297
4202201001;151;4217301001;25862,297
4202201001;155;4217301003;26155,053
4202301001;158;4202001001;26944,406
4202301001;159;4203501001;22864,979
4202401001;157;4201901001;24073,203
4202401001;160;4209601001;20432,967
4202401001;150;4217301001;17565,670
4202401001;151;4217301001;17565,670
4202401001;155;4217301003;17856,691
4202601001;159;4203501001;10654,850
4202701001;157;4201901001;6401,982
4202701001;150;4217301001;22000,421
4202701001;151;4217301001;22000,421
4202701001;155;4217301003;22061,561
4202801001;157;4201901001;8789,005
4202801001;150;4217301001;18027,035
4202801001;151;4217301001;18027,035
4202801001;155;4217301003;18142,271
4202901001;158;4202001001;22147,967
4202901001;159;4203501001;26207,497
4203001001;158;4202001001;10260,043
4203001001;159;4203501001;19447,653
4203101001;159;4203501001;17054,862
4203201001;159;4203501001;8793,398
4203201001;154;4204301001;15485,020
4203301001;159;4203501001;14144,524
4203301001;154;4204301001;14800,900
4203401001;161;4200401002;15800,069
4203501001;159;4203501001;0,000
4203501001;158;4202001001;28769,427
4203501001;154;4204301001;23178,490
4203601001;159;4203501001;28465,450
4203601001;154;4204301001;19039,880
4203601001;152;4206901001;27967,373
4203601001;153;4216401001;23141,692
4203701001;160;4209601001;8873,453
4203701001;158;4202001001;22617,941
4203801001;158;4202001001;13953,073
4203801001;160;4209601001;15064,976
4203801001;150;4217301001;23061,219
