CUSEC_origen;centro_salud_id;CUSEC_servicio;distancia
2408902009;431;2409801001;28292,072
2408902009;471;2413401002;22990,513
2408902009;54;2415701002;29794,583
2408902009;314;2415701002;29794,583
2408902010;153;2408902008;222,132
2408902010;172;2408903016;910,841
2408902010;316;2408903016;910,841
2408902010;216;2408907008;912,194
2408902010;102;2408904002;1475,325
2408902010;83;2408909001;3128,942
2408902010;402;2408909001;3128,942
2408902010;252;2414202010;4058,648
2408902010;350;2414202010;4058,648
2408902010;156;2414203002;1519,672
2408902010;103;2408906006;1559,065
2408902010;105;2408906006;1559,065
2408902010;337;2408906006;1559,065
2408902010;183;2401501001;28390,037
2408902010;336;2401501001;28390,037
2408902010;168;2407901001;25467,631
2408902010;427;2407901001;25467,631
2408902010;239;2409401001;20082,207
2408902010;404;2409401001;20082,207
2408902010;43;2409801001;28199,186
2408902010;431;2409801001;28199,186
2408902010;471;2413401002;22823,692
2408902010;54;2415701002;29813,384
2408902010;314;2415701002;29813,384
2408903001;153;2408902008;338,172
2408903001;172;2408903016;489,930
2408903001;316;2408903016;489,930
2408903001;216;2408907008;859,850
2408903001;102;2408904002;1338,911
2408903001;83;2408909001;3446,750
2408903001;402;2408909001;3446,750
2408903001;252;2414202010;4076,663
2408903001;350;2414202010;4076,663
2408903001;156;2414203002;1263,326
2408903001;103;2408906006;1952,898
2408903001;105;2408906006;1952,898
2408903001;337;2408906006;1952,898
2408903001;183;2401501001;28489,657
2408903001;336;2401501001;28489,657
2408903001;168;2407901001;25450,938
2408903001;427;2407901001;25450,938
2408903001;239;2409401001;20419,216
2408903001;404;2409401001;20419,216
2408903001;43;2409801001;27752,052
2408903001;431;2409801001;27752,052
2408903001;471;2413401002;22341,673
2408903002;172;2408903016;516,348
2408903002;316;2408903016;516,348
2408903002;153;2408902008;1018,089
2408903002;102;2408904002;1349,191
2408903002;216;2408907008;1250,058
2408903002;83;2408909001;4010,222
2408903002;402;2408909001;4010,222
2408903002;252;2414202010;4283,269
2408903002;350;2414202010;4283,269
2408903002;156;2414203002;1262,840
2408903002;103;2408906006;2530,428
2408903002;105;2408906006;2530,428
2408903002;337;2408906006;2530,428
2408903002;183;2401501001;28729,649
2408903002;336;2401501001;28729,649
2408903002;168;2407901001;25354,986
2408903002;427;2407901001;25354,986
2408903002;239;2409401001;20845,779
2408903002;404;2409401001;20845,779
2408903002;43;2409801001;27086,369
2408903002;431;2409801001;27086,369
2408903002;471;2413401002;21654,253
2408903003;153;2408902008;2841,355
2408903003;172;2408903016;2159,983
2408903003;316;2408903016;2159,983
2408903003;102;2408904002;2867,158
2408903003;216;2408907008;2733,925
2408903003;252;2414202010;4776,131
2408903003;350;2414202010;4776,131
2408903003;156;2414203002;2214,203
2408903003;103;2408906006;4395,542
2408903003;105;2408906006;4395,542
2408903003;337;2408906006;4395,542
2408903003;83;2408909001;5398,772
2408903003;402;2408909001;5398,772
2408903003;183;2401501001;28869,994
2408903003;336;2401501001;28869,994
2408903003;168;2407901001;25792,113
2408903003;427;2407901001;25792,113
2408903003;239;2409401001;22456,340
2408903003;404;2409401001;22456,340
2408903003;43;2409801001;25546,991
2408903003;431;2409801001;25546,991
2408903003;471;2413401002;19833,348
2408903003;111;2416701001;29095,659
2408903003;429;2416701001;29095,659
2408903004;153;2408902008;895,886
2408903004;102;2408904002;670,959
2408903004;172;2408903016;1020,822
2408903004;316;2408903016;1020,822
2408903004;216;2408907008;1528,101
2408903004;83;2408909001;4006,167
2408903004;402;2408909001;4006,167
2408903004;252;2414202010;4744,441
2408903004;350;2414202010;4744,441
2408903004;156;2414203002;1866,661
2408903004;103;2408906006;1802,442
2408903004;105;2408906006;1802,442
2408903004;337;2408906006;1802,442
2408903004;183;2401501001;29156,282
2408903004;336;2401501001;29156,282
2408903004;168;2407901001;24787,288
2408903004;427;2407901001;24787,288
2408903004;239;2409401001;20023,676
2408903004;404;2409401001;20023,676
2408903004;43;2409801001;27419,261
2408903004;431;2409801001;27419,261
2408903004;471;2413401002;22224,028
2408903005;102;2408904002;676,645
2408903005;153;2408902008;1174,881
2408903005;172;2408903016;1061,591
2408903005;316;2408903016;1061,591
2408903005;216;2408907008;1700,267
2408903005;83;2408909001;4309,682
2408903005;402;2408909001;4309,682
2408903005;252;2414202010;4870,624
2408903005;350;2414202010;4870,624
2408903005;156;2414203002;1895,603
2408903005;103;2408906006;2169,369
2408903005;105;2408906006;2169,369
2408903005;337;2408906006;2169,369
2408903005;183;2401501001;29311,167
2408903005;336;2401501001;29311,167
2408903005;168;2407901001;24709,020
2408903005;427;2407901001;24709,020
2408903005;239;2409401001;20252,800
2408903005;404;2409401001;20252,800
2408903005;43;2409801001;27035,779
2408903005;431;2409801001;27035,779
2408903005;471;2413401002;21839,767
2408903006;102;2408904002;921,576
2408903006;153;2408902008;1596,942
2408903006;172;2408903016;1306,652
2408903006;316;2408903016;1306,652
2408903006;216;2408907008;2018,626
2408903006;83;2408909001;4716,645
2408903006;402;2408909001;4716,645
2408903006;156;2414203002;2061,821
2408903006;103;2408906006;2623,234
2408903006;105;2408906006;2623,234
2408903006;337;2408906006;2623,234
2408903006;252;2414202010;5088,400
2408903006;350;2414202010;5088,400
2408903006;183;2401501001;29533,497
2408903006;336;2401501001;29533,497
2408903006;168;2407901001;24593,001
2408903006;427;2407901001;24593,001
2408903006;239;2409401001;20519,205
2408903006;404;2409401001;20519,205
2408903006;43;2409801001;26558,644
2408903006;431;2409801001;26558,644
2408903006;471;2413401002;21371,837
2408903007;102;2408904002;991,978
2408903007;153;2408902008;1945,332
2408903007;172;2408903016;1672,844
2408903007;316;2408903016;1672,844
2408903007;216;2408907008;2385,865
2408903007;156;2414203002;2412,622
2408903007;103;2408906006;2813,745
2408903007;105;2408906006;2813,745
2408903007;337;2408906006;2813,745
2408903007;83;2408909001;5073,777
2408903007;402;2408909001;5073,777
2408903007;252;2414202010;5442,481
2408903007;350;2414202010;5442,481
2408903007;183;2401501001;29884,233
2408903007;336;2401501001;29884,233
2408903007;168;2407901001;24282,026
2408903007;427;2407901001;24282,026
2408903007;239;2409401001;20455,774
2408903007;404;2409401001;20455,774
2408903007;43;2409801001;26267,859
2408903007;431;2409801001;26267,859
2408903007;471;2413401002;21180,185
2408903008;153;2408902008;2060,521
2408903008;172;2408903016;1532,004
2408903008;316;2408903016;1532,004
2408903008;102;2408904002;1679,786
2408903008;216;2408907008;2257,916
2408903008;156;2414203002;2045,894
2408903008;103;2408906006;3344,987
2408903008;105;2408906006;3344,987
2408903008;337;2408906006;3344,987
2408903008;83;2408909001;5038,723
2408903008;402;2408909001;5038,723
2408903008;252;2414202010;5024,232
2408903008;350;2414202010;5024,232
2408903008;183;2401501001;29403,781
2408903008;336;2401501001;29403,781
2408903008;168;2407901001;24925,134
2408903008;427;2407901001;24925,134
2408903008;239;2409401001;21247,161
2408903008;404;2409401001;21247,161
2408903008;43;2409801001;26032,907
2408903008;431;2409801001;26032,907
2408903008;471;2413401002;20684,519
2408903009;153;2408902008;932,806
2408903009;172;2408903016;326,899
2408903009;316;2408903016;326,899
2408903009;102;2408904002;1519,633
2408903009;216;2408907008;1061,255
2408903009;83;2408909001;3835,633
2408903009;402;2408909001;3835,633
2408903009;252;2414202010;4070,543
2408903009;350;2414202010;4070,543
2408903009;156;2414203002;1052,442
2408903009;103;2408906006;2557,226
2408903009;105;2408906006;2557,226
2408903009;337;2408906006;2557,226
2408903009;183;2401501001;28517,049
2408903009;336;2401501001;28517,049
2408903009;168;2407901001;25559,128
2408903009;427;2407901001;25559,128
2408903009;239;2409401001;20944,285
2408903009;404;2409401001;20944,285
2408903009;43;2409801001;27221,008
2408903009;431;2409801001;27221,008
2408903009;471;2413401002;21724,714
2408903010;153;2408902008;688,766
2408903010;172;2408903016;961,455
2408903010;316;2408903016;961,455
2408903010;102;2408904002;851,073
2408903010;216;2408907008;1366,196
2408903010;83;2408909001;3773,266
2408903010;402;2408909001;3773,266
2408903010;252;2414202010;4585,019
2408903010;350;2414202010;4585,019
2408903010;156;2414203002;1781,937
2408903010;103;2408906006;1648,965
2408903010;105;2408906006;1648,965
2408903010;337;2408906006;1648,965
2408903010;183;2401501001;28975,014
2408903010;336;2401501001;28975,014
2408903010;168;2407901001;24935,928
2408903010;427;2407901001;24935,928
2408903010;239;2409401001;19984,026
2408903010;404;2409401001;19984,026
2408903010;43;2409801001;27652,095
2408903010;431;2409801001;27652,095
2408903010;471;2413401002;22421,289
2408903011;153;2408902008;794,069
2408903011;172;2408903016;836,376
2408903011;316;2408903016;836,376
2408903011;102;2408904002;838,181
2408903011;216;2408907008;1376,959
2408903011;83;2408909001;3926,916
2408903011;402;2408909001;3926,916
2408903011;252;2414202010;4584,734
2408903011;350;2414202010;4584,734
2408903011;156;2414203002;1684,122
2408903011;103;2408906006;1919,093
2408903011;105;2408906006;1919,093
2408903011;337;2408906006;1919,093
2408903011;183;2401501001;29007,541
2408903011;336;2401501001;29007,541
2408903011;168;2407901001;24955,472
2408903011;427;2407901001;24955,472
2408903011;239;2409401001;20198,771
2408903011;404;2409401001;20198,771
2408903011;43;2409801001;27406,579
2408903011;431;2409801001;27406,579
2408903011;471;2413401002;22148,263
2408903012;102;2408904002;827,089
2408903012;153;2408902008;1397,747
2408903012;172;2408903016;1153,022
2408903012;316;2408903016;1153,022
2408903012;216;2408907008;1847,593
2408903012;83;2408909001;4523,550
2408903012;402;2408909001;4523,550
2408903012;252;2414202010;4957,022
2408903012;350;2414202010;4957,022
2408903012;156;2414203002;1942,294
2408903012;103;2408906006;2445,651
2408903012;105;2408906006;2445,651
2408903012;337;2408906006;2445,651
2408903012;183;2401501001;29403,992
2408903012;336;2401501001;29403,992
2408903012;168;2407901001;24679,672
2408903012;427;2407901001;24679,672
2408903012;239;2409401001;20440,524
2408903012;404;2409401001;20440,524
2408903012;43;2409801001;26763,151
2408903012;431;2409801001;26763,151
2408903012;471;2413401002;21558,062
2408903013;153;2408902008;652,281
2408903013;172;2408903016;291,283
2408903013;316;2408903016;291,283
2408903013;216;2408907008;946,027
2408903013;102;2408904002;1373,788
2408903013;83;2408909001;3666,849
2408903013;402;2408909001;3666,849
2408903013;252;2414202010;4090,588
2408903013;350;2414202010;4090,588
2408903013;156;2414203002;1140,379
2408903013;103;2408906006;2261,413
2408903013;105;2408906006;2261,413
2408903013;337;2408906006;2261,413
2408903013;183;2401501001;28531,838
2408903013;336;2401501001;28531,838
2408903013;168;2407901001;25477,123
2408903013;427;2407901001;25477,123
2408903013;239;2409401001;20679,296
2408903013;404;2409401001;20679,296
2408903013;43;2409801001;27454,817
2408903013;431;2409801001;27454,817
2408903013;471;2413401002;22008,723
2408903014;153;2408902008;750,805
2408903014;172;2408903016;387,349
2408903014;316;2408903016;387,349
2408903014;102;2408904002;1292,693
2408903014;216;2408907008;1068,938
2408903014;83;2408909001;3789,882
2408903014;402;2408909001;3789,882
2408903014;252;2414202010;4199,189
2408903014;350;2414202010;4199,189
2408903014;156;2414203002;1227,007
2408903014;103;2408906006;2291,610
2408903014;105;2408906006;2291,610
2408903014;337;2408906006;2291,610
2408903014;183;2401501001;28642,921
2408903014;336;2401501001;28642,921
2408903014;168;2407901001;25380,805
2408903014;427;2407901001;25380,805
2408903014;239;2409401001;20669,296
2408903014;404;2409401001;20669,296
2408903014;43;2409801001;27344,609
2408903014;431;2409801001;27344,609
2408903014;471;2413401002;21924,455
2408903015;153;2408902008;2933,370
2408903015;172;2408903016;2230,939
2408903015;316;2408903016;2230,939
2408903015;102;2408904002;3281,546
2408903015;216;2408907008;2654,851
2408903015;252;2414202010;4243,693
2408903015;350;2414202010;4243,693
2408903015;156;2414203002;2019,474
2408903015;103;2408906006;4620,312
2408903015;105;2408906006;4620,312
2408903015;337;2408906006;4620,312
2408903015;83;2408909001;5139,899
2408903015;402;2408909001;5139,899
2408903015;183;2401501001;28215,253
2408903015;336;2401501001;28215,253
2408903015;168;2407901001;26468,736
2408903015;427;2407901001;26468,736
2408903015;239;2409401001;22893,250
2408903015;404;2409401001;22893,250
2408903015;43;2409801001;25861,495
2408903015;431;2409801001;25861,495
2408903015;471;2413401002;19913,773
2408903015;111;2416701001;28652,435
2408903015;429;2416701001;28652,435
2408903016;153;2408902008;702,611
2408903016;172;2408903016;0,000
2408903016;316;2408903016;0,000
2408903016;216;2408907008;735,895
2408903016;156;2414203002;849,211
2408903016;102;2408904002;1665,055
2408903016;83;2408909001;3508,802
2408903016;402;2408909001;3508,802
2408903016;252;2414202010;3813,101
2408903016;350;2414202010;3813,101
2408903016;103;2408906006;2436,809
2408903016;105;2408906006;2436,809
2408903016;337;2408906006;2436,809
2408903016;183;2401501001;28258,086
2408903016;336;2401501001;28258,086
2408903016;168;2407901001;25765,939
2408903016;427;2407901001;25765,939
2408903016;239;2409401001;20907,868
2408903016;404;2409401001;20907,868
2408903016;43;2409801001;27535,518
2408903016;431;2409801001;27535,518
2408903016;471;2413401002;21990,897
2408903017;153;2408902008;601,331
2408903017;172;2408903016;780,181
2408903017;316;2408903016;780,181
2408903017;102;2408904002;969,507
2408903017;216;2408907008;1228,679
2408903017;83;2408909001;3728,604
2408903017;402;2408909001;3728,604
2408903017;252;2414202010;4447,275
2408903017;350;2414202010;4447,275
2408903017;156;2414203002;1607,825
2408903017;103;2408906006;1800,539
2408903017;105;2408906006;1800,539
2408903017;337;2408906006;1800,539
2408903017;183;2401501001;28854,656
2408903017;336;2401501001;28854,656
2408903017;168;2407901001;25079,560
2408903017;427;2407901001;25079,560
2408903017;239;2409401001;20165,197
2408903017;404;2409401001;20165,197
2408903017;43;2409801001;27603,277
2408903017;431;2409801001;27603,277
2408903017;471;2413401002;22315,681
2408903018;172;2408903016;562,921
2408903018;316;2408903016;562,921
2408903018;153;2408902008;1234,290
2408903018;102;2408904002;1727,748
2408903018;216;2408907008;1239,554
2408903018;83;2408909001;4017,861
2408903018;402;2408909001;4017,861
2408903018;252;2414202010;4058,351
2408903018;350;2414202010;4058,351
2408903018;156;2414203002;1033,890
2408903018;103;2408906006;2871,234
2408903018;105;2408906006;2871,234
2408903018;337;2408906006;2871,234
2408903018;183;2401501001;28489,906
2408903018;336;2401501001;28489,906
2408903018;168;2407901001;25663,127
2408903018;427;2407901001;25663,127
2408903018;239;2409401001;21230,495
2408903018;404;2409401001;21230,495
2408903018;43;2409801001;26986,557
2408903018;431;2409801001;26986,557
2408903018;471;2413401002;21432,098
2408903019;172;2408903016;513,401
2408903019;316;2408903016;513,401
2408903019;156;2414203002;719,697
2408903019;153;2408902008;1212,717
2408903019;102;2408904002;1979,224
2408903019;216;2408907008;1035,546
2408903019;83;2408909001;3781,664
2408903019;402;2408909001;3781,664
2408903019;252;2414202010;3738,989
2408903019;350;2414202010;3738,989
2408903019;103;2408906006;2944,615
2408903019;105;2408906006;2944,615
2408903019;337;2408906006;2944,615
2408903019;183;2401501001;28169,788
2408903019;336;2401501001;28169,788
2408903019;168;2407901001;25971,470
2408903019;427;2407901001;25971,470
2408903019;239;2409401001;21386,551
2408903019;404;2409401001;21386,551
2408903019;43;2409801001;27187,130
2408903019;431;2409801001;27187,130
2408903019;471;2413401002;21536,250
2408903020;153;2408902008;2345,153
2408903020;172;2408903016;2005,929
2408903020;316;2408903016;2005,929
2408903020;102;2408904002;1378,966
2408903020;216;2408907008;2735,396
2408903020;156;2414203002;2680,783
2408903020;103;2408906006;3224,144
2408903020;105;2408906006;3224,144
2408903020;337;2408906006;3224,144
2408903020;83;2408909001;5460,211
2408903020;402;2408909001;5460,211
2408903020;252;2414202010;5704,336
2408903020;350;2414202010;5704,336
2408903020;168;2407901001;24148,710
2408903020;427;2407901001;24148,710
2408903020;239;2409401001;20668,508
2408903020;404;2409401001;20668,508
2408903020;43;2409801001;25842,043
2408903020;431;2409801001;25842,043
2408903020;471;2413401002;20780,719
2408903021;172;2408903016;958,750
2408903021;316;2408903016;958,750
2408903021;153;2408902008;1650,976
2408903021;102;2408904002;2054,102
2408903021;216;2408907008;1552,130
2408903021;83;2408909001;4288,960
2408903021;402;2408909001;4288,960
2408903021;252;2414202010;4080,489
2408903021;350;2414202010;4080,489
2408903021;156;2414203002;1154,940
2408903021;103;2408906006;3296,900
2408903021;105;2408906006;3296,900
2408903021;337;2408906006;3296,900
2408903021;183;2401501001;28458,226
2408903021;336;2401501001;28458,226
2408903021;168;2407901001;25809,842
2408903021;427;2407901001;25809,842
2408903021;239;2409401001;21619,371
2408903021;404;2409401001;21619,371
2408903021;43;2409801001;26672,292
2408903021;431;2409801001;26672,292
2408903021;471;2413401002;21037,368
2408903021;111;2416701001;29933,988
2408903021;429;2416701001;29933,988
2408904001;102;2408904002;670,835
2408904001;153;2408902008;1079,109
2408904001;172;2408903016;1469,958
2408904001;316;2408903016;1469,958
2408904001;216;2408907008;1801,961
2408904001;83;2408909001;3958,751
2408904001;402;2408909001;3958,751
2408904001;252;2414202010;4995,673
2408904001;350;2414202010;4995,673
2408904001;156;2414203002;2278,413
2408904001;103;2408906006;1287,965
2408904001;105;2408906006;1287,965
2408904001;337;2408906006;1287,965
2408904001;183;2401501001;29328,299
2408904001;336;2401501001;29328,299
2408904001;168;2407901001;24526,430
2408904001;427;2407901001;24526,430
2408904001;239;2409401001;19483,829
2408904001;404;2409401001;19483,829
2408904001;43;2409801001;27774,031
2408904001;431;2409801001;27774,031
2408904001;471;2413401002;22703,536
2408904002;102;2408904002;0,000
2408904002;153;2408902008;1539,836
2408904002;172;2408903016;1665,055
2408904002;316;2408903016;1665,055
2408904002;216;2408907008;2198,038
2408904002;83;2408909001;4581,288
2408904002;402;2408909001;4581,288
2408904002;156;2414203002;2514,114
2408904002;103;2408906006;1859,332
2408904002;105;2408906006;1859,332
2408904002;337;2408906006;1859,332
2408904002;252;2414202010;5415,362
2408904002;350;2414202010;5415,362
2408904002;183;2401501001;29822,294
2408904002;336;2401501001;29822,294
2408904002;168;2407901001;24118,002
2408904002;427;2407901001;24118,002
2408904002;239;2409401001;19613,568
2408904002;404;2409401001;19613,568
2408904002;43;2409801001;27128,308
2408904002;431;2409801001;27128,308
2408904002;471;2413401002;22159,679
2408904003;153;2408902008;985,035
2408904003;102;2408904002;556,251
2408904003;172;2408903016;1204,151
2408904003;316;2408903016;1204,151
2408904003;216;2408907008;1660,769
2408904003;83;2408909001;4041,550
2408904003;402;2408909001;4041,550
2408904003;252;2414202010;4880,369
2408904003;350;2414202010;4880,369
2408904003;156;2414203002;2043,699
2408904003;103;2408906006;1644,074
2408904003;105;2408906006;1644,074
2408904003;337;2408906006;1644,074
2408904003;183;2401501001;29272,648
2408904003;336;2401501001;29272,648
2408904003;168;2407901001;24642,274
2408904003;427;2407901001;24642,274
2408904003;239;2409401001;19822,116
2408904003;404;2409401001;19822,116
2408904003;43;2409801001;27494,275
2408904003;431;2409801001;27494,275
2408904003;471;2413401002;22358,562
2408904004;102;2408904002;448,276
2408904004;153;2408902008;1128,213
2408904004;172;2408903016;1219,268
2408904004;316;2408903016;1219,268
2408904004;216;2408907008;1758,425
2408904004;83;2408909001;4227,870
2408904004;402;2408909001;4227,870
2408904004;252;2414202010;4971,854
2408904004;350;2414202010;4971,854
2408904004;156;2414203002;2068,455
2408904004;103;2408906006;1852,019
2408904004;105;2408906006;1852,019
2408904004;337;2408906006;1852,019
2408904004;183;2401501001;29388,159
2408904004;336;2401501001;29388,159
2408904004;168;2407901001;24565,533
2408904004;427;2407901001;24565,533
2408904004;239;2409401001;19929,482
2408904004;404;2409401001;19929,482
2408904004;43;2409801001;27267,374
2408904004;431;2409801001;27267,374
2408904004;471;2413401002;22142,324
2408904005;102;2408904002;774,700
2408904005;153;2408902008;1984,474
2408904005;172;2408903016;1823,817
2408904005;316;2408903016;1823,817
2408904005;216;2408907008;2503,555
2408904005;156;2414203002;2611,598
2408904005;103;2408906006;2632,876
2408904005;105;2408906006;2632,876
2408904005;337;2408906006;2632,876
2408904005;83;2408909001;5116,987
2408904005;402;2408909001;5116,987
2408904005;252;2414202010;5629,605
2408904005;350;2414202010;5629,605
2408904005;168;2407901001;24029,516
2408904005;427;2407901001;24029,516
2408904005;239;2409401001;20135,421
2408904005;404;2409401001;20135,421
2408904005;43;2409801001;26375,583
2408904005;431;2409801001;26375,583
2408904005;471;2413401002;21390,853
2408904006;102;2408904002;606,690
2408904006;153;2408902008;1299,898
2408904006;172;2408903016;1678,152
2408904006;316;2408903016;1678,152
2408904006;216;2408907008;2023,451
2408904006;83;2408909001;4130,411
2408904006;402;2408909001;4130,411
2408904006;156;2414203002;2494,573
2408904006;103;2408906006;1258,486
2408904006;105;2408906006;1258,486
2408904006;337;2408906006;1258,486
2408904006;252;2414202010;5214,271
2408904006;350;2414202010;5214,271
2408904006;183;2401501001;29535,513
2408904006;336;2401501001;29535,513
2408904006;168;2407901001;24309,705
2408904006;427;2407901001;24309,705
2408904006;239;2409401001;19305,781
2408904006;404;2409401001;19305,781
2408904006;43;2409801001;27734,060
2408904006;431;2409801001;27734,060
2408904006;471;2413401002;22739,942
2408904007;153;2408902008;876,151
2408904007;102;2408904002;812,317
2408904007;172;2408903016;1303,406
2408904007;316;2408903016;1303,406
2408904007;216;2408907008;1600,853
2408904007;83;2408909001;3780,518
2408904007;402;2408909001;3780,518
2408904007;252;2414202010;4791,336
2408904007;350;2414202010;4791,336
2408904007;156;2414203002;2094,770
2408904007;103;2408906006;1307,422
2408904007;105;2408906006;1307,422
2408904007;337;2408906006;1307,422
2408904007;183;2401501001;29126,489
2408904007;336;2401501001;29126,489
2408904007;168;2407901001;24730,891
2408904007;427;2407901001;24730,891
2408904007;239;2409401001;19621,341
2408904007;404;2409401001;19621,341
2408904007;43;2409801001;27852,046
2408904007;431;2409801001;27852,046
2408904007;471;2413401002;22713,152
2408904008;102;2408904002;399,520
2408904008;153;2408902008;1140,586
2408904008;172;2408903016;1320,588
2408904008;316;2408903016;1320,588
2408904008;216;2408907008;1808,306
2408904008;83;2408909001;4195,921
2408904008;402;2408909001;4195,921
2408904008;156;2414203002;2166,483
2408904008;103;2408906006;1698,925
2408904008;105;2408906006;1698,925
2408904008;337;2408906006;1698,925
2408904008;252;2414202010;5027,869
2408904008;350;2414202010;5027,869
2408904008;183;2401501001;29426,022
2408904008;336;2401501001;29426,022
2408904008;168;2407901001;24497,751
2408904008;427;2407901001;24497,751
2408904008;239;2409401001;19771,580
2408904008;404;2409401001;19771,580
2408904008;43;2409801001;27382,598
2408904008;431;2409801001;27382,598
2408904008;471;2413401002;22291,539
2408904009;102;2408904002;323,327
2408904009;153;2408902008;1246,811
2408904009;172;2408903016;1342,144
2408904009;316;2408903016;1342,144
2408904009;216;2408907008;1883,866
2408904009;83;2408909001;4333,903
2408904009;402;2408909001;4333,903
2408904009;156;2414203002;2191,316
2408904009;103;2408906006;1857,537
2408904009;105;2408906006;1857,537
2408904009;337;2408906006;1857,537
2408904009;252;2414202010;5097,866
2408904009;350;2414202010;5097,866
2408904009;183;2401501001;29513,046
2408904009;336;2401501001;29513,046
2408904009;168;2407901001;24439,643
2408904009;427;2407901001;24439,643
2408904009;239;2409401001;19850,887
2408904009;404;2409401001;19850,887
2408904009;43;2409801001;27214,143
2408904009;431;2409801001;27214,143
2408904009;471;2413401002;22131,845
2408904010;102;2408904002;265,916
2408904010;153;2408902008;1332,228
2408904010;172;2408903016;1551,050
2408904010;316;2408903016;1551,050
2408904010;216;2408907008;2019,359
2408904010;83;2408909001;4330,775
2408904010;402;2408909001;4330,775
2408904010;156;2414203002;2395,884
2408904010;103;2408906006;1626,642
2408904010;105;2408906006;1626,642
2408904010;337;2408906006;1626,642
2408904010;252;2414202010;5238,406
2408904010;350;2414202010;5238,406
2408904010;183;2401501001;29621,858
2408904010;336;2401501001;29621,858
2408904010;168;2407901001;24282,978
2408904010;427;2407901001;24282,978
2408904010;239;2409401001;19565,066
2408904010;404;2409401001;19565,066
2408904010;43;2409801001;27382,526
2408904010;431;2409801001;27382,526
2408904010;471;2413401002;22371,058
2408904011;102;2408904002;542,521
2408904011;153;2408902008;1178,790
2408904011;172;2408903016;1150,626
2408904011;316;2408903016;1150,626
2408904011;216;2408907008;1752,480
2408904011;83;2408909001;4306,945
2408904011;402;2408909001;4306,945
2408904011;252;2414202010;4945,155
2408904011;350;2414202010;4945,155
2408904011;156;2414203002;1994,499
2408904011;103;2408906006;2047,162
2408904011;105;2408906006;2047,162
2408904011;337;2408906006;2047,162
2408904011;183;2401501001;29378,253
2408904011;336;2401501001;29378,253
2408904011;168;2407901001;24615,435
2408904011;427;2407901001;24615,435
2408904011;239;2409401001;20105,743
2408904011;404;2409401001;20105,743
2408904011;43;2409801001;27107,017
2408904011;431;2409801001;27107,017
2408904011;471;2413401002;21951,245
2408904012;102;2408904002;399,165
2408904012;153;2408902008;1281,781
2408904012;172;2408903016;1293,745
2408904012;316;2408903016;1293,745
2408904012;216;2408907008;1880,833
2408904012;83;2408909001;4396,719
2408904012;402;2408909001;4396,719
2408904012;156;2414203002;2139,071
2408904012;103;2408906006;2007,335
2408904012;105;2408906006;2007,335
2408904012;337;2408906006;2007,335
2408904012;252;2414202010;5081,372
2408904012;350;2414202010;5081,372
2408904012;183;2401501001;29510,246
2408904012;336;2401501001;29510,246
2408904012;168;2407901001;24473,228
2408904012;427;2407901001;24473,228
2408904012;239;2409401001;19985,147
2408904012;404;2409401001;19985,147
2408904012;43;2409801001;27086,761
2408904012;431;2409801001;27086,761
2408904012;471;2413401002;21982,498
2408904013;102;2408904002;493,124
2408904013;153;2408902008;1533,402
2408904013;172;2408903016;1854,621
2408904013;316;2408903016;1854,621
2408904013;216;2408907008;2250,345
2408904013;83;2408909001;4384,280
2408904013;402;2408909001;4384,280
2408904013;156;2414203002;2687,570
2408904013;103;2408906006;1397,487
2408904013;105;2408906006;1397,487
2408904013;337;2408906006;1397,487
2408904013;252;2414202010;5453,049
2408904013;350;2414202010;5453,049
2408904013;183;2401501001;29787,461
2408904013;336;2401501001;29787,461
2408904013;168;2407901001;24067,481
2408904013;427;2407901001;24067,481
2408904013;239;2409401001;19209,435
2408904013;404;2409401001;19209,435
2408904013;43;2409801001;27566,961
2408904013;431;2409801001;27566,961
2408904013;471;2413401002;22649,206
2408904014;102;2408904002;491,735
2408904014;153;2408902008;1364,825
2408904014;172;2408903016;1295,744
2408904014;316;2408903016;1295,744
2408904014;216;2408907008;1923,923
2408904014;83;2408909001;4494,086
2408904014;402;2408909001;4494,086
2408904014;156;2414203002;2129,608
2408904014;103;2408906006;2164,740
2408904014;105;2408906006;2164,740
2408904014;337;2408906006;2164,740
2408904014;252;2414202010;5103,182
2408904014;350;2414202010;5103,182
2408904014;183;2401501001;29542,000
2408904014;336;2401501001;29542,000
2408904014;168;2407901001;24474,855
2408904014;427;2407901001;24474,855
2408904014;239;2409401001;20103,391
2408904014;404;2409401001;20103,391
2408904014;43;2409801001;26940,652
2408904014;431;2409801001;26940,652
2408904014;471;2413401002;21825,143
2408904015;102;2408904002;709,605
2408904015;153;2408902008;2214,803
2408904015;172;2408903016;2213,376
2408904015;316;2408903016;2213,376
2408904015;216;2408907008;2828,111
2408904015;156;2414203002;3042,134
2408904015;103;2408906006;2441,660
2408904015;105;2408906006;2441,660
2408904015;337;2408906006;2441,660
2408904015;83;2408909001;5288,318
2408904015;402;2408909001;5288,318
2408904015;252;2414202010;6020,217
2408904015;350;2414202010;6020,217
2408904015;168;2407901001;23563,790
2408904015;427;2407901001;23563,790
2408904015;239;2409401001;19590,576
2408904015;404;2409401001;19590,576
2408904015;43;2409801001;26522,085
2408904015;431;2409801001;26522,085
2408904015;471;2413401002;21723,515
2408905001;103;2408906006;767,377
2408905001;105;2408906006;767,377
2408905001;337;2408906006;767,377
2408905001;153;2408902008;1169,786
2408905001;172;2408903016;1748,860
