CUSEC_origen;centro_salud_id;CUSEC_servicio;distancia
0500101001;26;0501906013;27565,760
0500501001;5;0501904005;26201,319
0500501001;288;0501906002;26248,369
0500501001;26;0501906013;24920,614
0500701001;18;3704602001;29082,239
0500801001;13;4708501006;28316,601
0501301001;286;0501402002;5715,407
0501402001;286;0501402002;1684,756
0501402002;286;0501402002;0,000
0501403001;286;0501402002;6649,322
0501601001;13;4708501006;27356,916
0501602001;13;4708501006;28637,291
0501602003;13;4708501006;29854,371
0501701001;5;0501904005;19133,214
0501701001;288;0501906002;19187,368
0501701001;26;0501906013;18151,169
0501901001;5;0501904005;1051,510
0501901001;288;0501906002;1515,108
0501901001;26;0501906013;6246,262
0501901002;5;0501904005;6985,786
0501901002;288;0501906002;7201,117
0501901002;26;0501906013;8469,511
0501902001;5;0501904005;705,201
0501902001;288;0501906002;1018,724
0501902001;26;0501906013;6029,220
0501902002;5;0501904005;691,343
0501902002;288;0501906002;467,868
0501902002;26;0501906013;5783,294
0501903001;5;0501904005;1245,216
0501903001;288;0501906002;1394,132
0501903001;26;0501906013;5842,884
0501903002;288;0501906002;4677,679
0501903002;26;0501906013;3580,356
0501903002;5;0501904005;5222,474
0501904001;5;0501904005;6406,162
0501904001;288;0501906002;7392,194
0501904001;26;0501906013;12880,602
0501904002;5;0501904005;665,040
0501904002;288;0501906002;1416,477
0501904002;26;0501906013;6513,214
0501904003;5;0501904005;775,165
0501904003;288;0501906002;1668,945
0501904003;26;0501906013;6816,138
0501904004;5;0501904005;503,734
0501904004;288;0501906002;1476,161
0501904004;26;0501906013;6765,429
0501904005;5;0501904005;0,000
0501904005;288;0501906002;1040,914
0501904005;26;0501906013;6474,463
0501904006;5;0501904005;312,531
0501904006;288;0501906002;1119,105
0501904006;26;0501906013;6408,055
0501904008;5;0501904005;570,661
0501904008;288;0501906002;1496,815
0501904008;26;0501906013;6993,105
0501904009;5;0501904005;714,563
0501904009;288;0501906002;1667,768
0501904009;26;0501906013;6890,227
0501904010;5;0501904005;314,960
0501904010;288;0501906002;1277,811
0501904010;26;0501906013;6757,219
0501904011;5;0501904005;1187,256
0501904011;288;0501906002;1347,752
0501904011;26;0501906013;6663,764
0501904012;5;0501904005;3720,508
0501904012;288;0501906002;3901,358
0501904012;26;0501906013;8595,212
0501904013;5;0501904005;5792,837
0501904013;288;0501906002;6644,704
0501904013;26;0501906013;12116,278
0501904014;5;0501904005;4982,516
0501904014;288;0501906002;5665,214
0501904014;26;0501906013;10979,734
0501905001;5;0501904005;323,579
0501905001;288;0501906002;907,407
0501905001;26;0501906013;6220,165
0501905002;5;0501904005;451,261
0501905002;288;0501906002;666,448
0501905002;26;0501906013;6026,117
0501905003;5;0501904005;722,519
0501905003;288;0501906002;324,393
0501905003;26;0501906013;5821,891
0501905004;288;0501906002;625,885
0501905004;5;0501904005;1192,931
0501905004;26;0501906013;5807,822
0501905005;5;0501904005;615,404
0501905005;288;0501906002;664,500
0501905005;26;0501906013;6161,837
0501905006;5;0501904005;3124,881
0501905006;288;0501906002;2836,559
0501905006;26;0501906013;6908,598
0501906001;5;0501904005;893,466
0501906001;288;0501906002;934,871
0501906001;26;0501906013;5788,956
0501906002;288;0501906002;0,000
0501906002;5;0501904005;1040,914
0501906002;26;0501906013;5507,165
0501906003;5;0501904005;4437,674
0501906003;288;0501906002;3698,628
0501906003;26;0501906013;5712,783
0501906004;288;0501906002;789,696
0501906004;5;0501904005;1010,357
0501906004;26;0501906013;5578,168
0501906005;288;0501906002;956,738
0501906005;5;0501904005;1213,433
0501906005;26;0501906013;5452,357
0501906008;5;0501904005;1775,092
0501906008;288;0501906002;1174,895
0501906008;26;0501906013;4838,026
0501906009;5;0501904005;844,321
0501906009;288;0501906002;591,355
0501906009;26;0501906013;5661,846
0501906010;288;0501906002;545,386
0501906010;5;0501904005;1174,276
0501906010;26;0501906013;5313,331
0501906011;5;0501904005;13510,909
0501906011;288;0501906002;12620,525
0501906011;26;0501906013;10576,887
0501906012;5;0501904005;2330,001
0501906012;288;0501906002;1501,651
0501906012;26;0501906013;4186,384
0501906013;26;0501906013;0,000
0501906013;5;0501904005;6474,463
0501906013;288;0501906002;5507,165
0501906014;288;0501906002;808,186
0501906014;5;0501904005;1848,980
0501906014;26;0501906013;4769,187
0502101001;18;3704602001;20374,752
0502101002;18;3704602001;22270,359
0502201001;5;0501904005;19592,233
0502201001;288;0501906002;19862,386
0502201001;26;0501906013;23785,351
0502201002;5;0501904005;28648,160
0502201002;288;0501906002;29003,069
0502301001;13;4708501006;25162,002
0502401001;18;3704602001;11647,981
0502601001;13;4708501006;27214,145
0502701001;5;0501904005;17994,480
0502701001;288;0501906002;17725,454
0502701001;26;0501906013;15071,344
0503001001;26;0501906013;4867,060
0503001001;5;0501904005;9984,357
0503001001;288;0501906002;8946,715
0503401001;13;4708501006;16653,105
0503501001;5;0501904005;25369,671
0503501001;288;0501906002;24631,904
0503501001;26;0501906013;19639,680
0503601001;5;0501904005;29851,227
0503601001;288;0501906002;29356,128
0503601001;26;0501906013;25307,042
0503701001;286;0501402002;28644,311
0503901001;5;0501904005;23219,320
0503901001;288;0501906002;23626,488
0503901001;26;0501906013;24315,613
0504001001;5;0501904005;15359,565
0504001001;288;0501906002;15672,190
0504001001;26;0501906013;16217,860
0504101001;5;0501904005;29864,871
0504501001;5;0501904005;29705,545
0504501001;288;0501906002;29405,409
0504501001;26;0501906013;26258,076
0504701001;286;0501402002;15036,786
0504703001;286;0501402002;19979,737
0504703002;286;0501402002;19033,970
0504703003;286;0501402002;12486,844
0504901001;5;0501904005;10262,088
0504901001;288;0501906002;9990,275
0504901001;26;0501906013;8102,930
0505101001;18;3704602001;18085,139
0505301001;5;0501904005;10912,617
0505301001;288;0501906002;11662,387
0505301001;26;0501906013;14804,424
0505401001;286;0501402002;27696,474
0505601001;13;4708501006;22576,090
0505701001;5;0501904005;28909,568
0505701001;288;0501906002;28841,086
0505702001;5;0501904005;28970,422
0505702001;288;0501906002;28891,314
0505801001;286;0501402002;25778,083
0505901001;5;0501904005;25646,828
0505901001;288;0501906002;26334,983
0505901001;26;0501906013;28575,894
0506101001;5;0501904005;5505,858
0506101001;288;0501906002;6421,502
0506101001;26;0501906013;10830,925
0506601001;286;0501402002;9122,684
0506701001;5;0501904005;23103,733
0506701001;288;0501906002;23687,530
0506701001;26;0501906013;25372,019
0507001001;13;4708501006;24012,422
0507601001;5;0501904005;5959,926
0507601001;288;0501906002;6999,056
0507601001;26;0501906013;12173,322
0507801001;13;4708501006;28651,594
0507901001;5;0501904005;19433,048
0507901001;288;0501906002;20056,813
0507901001;26;0501906013;22081,964
0508101001;286;0501402002;25516,292
0508201001;286;0501402002;18984,028
0508301001;5;0501904005;10055,084
0508301001;288;0501906002;11088,115
0508301001;26;0501906013;16435,985
0508401001;18;3704602001;15274,234
0508501001;18;3704602001;19025,516
0508701001;5;0501904005;20066,139
0508701001;288;0501906002;19599,900
0508701001;26;0501906013;15871,939
0508801001;5;0501904005;26463,790
0508801001;288;0501906002;26918,831
0508801001;26;0501906013;27787,663
0508901001;286;0501402002;5144,877
0509001001;26;0501906013;29963,298
0509201001;5;0501904005;22965,400
0509201001;288;0501906002;22442,365
0509201001;26;0501906013;18373,073
0509301001;5;0501904005;14664,886
0509301001;288;0501906002;14256,241
0509301001;26;0501906013;15495,925
0509601001;5;0501904005;27539,087
0509601001;288;0501906002;28576,672
0509701001;18;3704602001;25941,183
0509901001;13;4708501006;28566,511
0510001001;286;0501402002;5589,558
0510101001;286;0501402002;21515,315
0510201002;5;0501904005;25840,299
0510201002;288;0501906002;25512,882
0510201002;26;0501906013;26691,041
0510401001;286;0501402002;18971,535
0510501001;286;0501402002;13601,533
0510601001;286;0501402002;18465,808
0510801001;18;3704602001;17588,705
0511001001;286;0501402002;12903,975
0511201001;18;3704602001;20005,366
0511301001;18;3704602001;25679,435
0511401001;13;4708501006;20664,466
0511402001;13;4708501006;24556,027
0511501001;5;0501904005;21791,516
0511501001;288;0501906002;20826,018
0511501001;26;0501906013;15320,293
0512001001;5;0501904005;13239,372
0512001001;288;0501906002;13655,086
0512001001;26;0501906013;14897,451
0512101001;5;0501904005;8288,339
0512101001;288;0501906002;8821,143
0512101001;26;0501906013;11191,478
0512301001;5;0501904005;13254,536
0512301001;288;0501906002;12223,291
0512301001;26;0501906013;8077,038
0512401001;18;3704602001;15955,872
0512701001;286;0501402002;22452,046
0512801001;5;0501904005;12913,802
0512801001;288;0501906002;12242,686
0512801001;26;0501906013;7826,589
0513001001;5;0501904005;15126,837
0513001001;288;0501906002;16161,264
0513001001;26;0501906013;21479,511
0513201001;286;0501402002;6667,897
0513301001;26;0501906013;14138,616
0513301001;5;0501904005;15644,551
0513301001;288;0501906002;15580,108
0513401001;13;4708501006;18723,620
0513501001;5;0501904005;28387,573
0513501001;288;0501906002;29333,522
0513601001;5;0501904005;29764,456
0513801001;5;0501904005;18803,072
0513801001;288;0501906002;19789,986
0513801001;26;0501906013;24183,679
0513901001;5;0501904005;27888,843
0513901001;288;0501906002;28117,591
0513901001;26;0501906013;27710,387
0514001001;5;0501904005;29488,777
0514001001;288;0501906002;29467,139
0514001001;26;0501906013;27708,980
0514101001;5;0501904005;10586,512
0514101001;288;0501906002;11508,380
0514101001;26;0501906013;15626,369
0514501001;5;0501904005;22653,560
0514501001;288;0501906002;23414,529
0514501001;26;0501906013;26163,120
0514801001;5;0501904005;28431,788
0514801001;288;0501906002;29454,537
0514901001;5;0501904005;29818,443
0514901001;288;0501906002;29721,944
0514901001;26;0501906013;27576,185
0515101001;286;0501402002;29922,094
0515301001;18;3704602001;22165,106
0515401001;286;0501402002;21707,872
0515701001;286;0501402002;28061,188
0515801001;5;0501904005;21242,511
0515801001;288;0501906002;22042,510
0515801001;26;0501906013;27392,956
0515901001;18;3704602001;27492,143
0516001001;286;0501402002;22877,678
0516101001;5;0501904005;21932,484
0516101001;288;0501906002;21312,089
0516101001;26;0501906013;20886,409
0516201001;286;0501402002;19846,637
0516301001;5;0501904005;29521,467
0516301002;5;0501904005;27496,190
0516301002;288;0501906002;28090,356
0516401001;286;0501402002;26149,341
0516501001;286;0501402002;14078,880
0516601001;5;0501904005;26208,671
0516601001;288;0501906002;27150,642
0516701001;286;0501402002;23215,776
0516801002;26;0501906013;28576,986
0516802001;5;0501904005;27426,937
0516802001;288;0501906002;26692,398
0516802001;26;0501906013;25295,294
0516802002;288;0501906002;29574,484
0516802002;26;0501906013;28975,543
0516901001;286;0501402002;28223,059
0516901001;5;0501904005;29926,635
0517001001;18;3704602001;20985,385
0517101001;18;3704602001;11128,187
0517201001;5;0501904005;14261,506
0517201001;288;0501906002;15286,508
0517201001;26;0501906013;20118,636
0517301001;26;0501906013;12118,055
0517301001;5;0501904005;17497,927
0517301001;288;0501906002;16466,339
0517501001;5;0501904005;23309,159
0517501001;288;0501906002;22972,905
0517501001;26;0501906013;19782,541
0517601001;5;0501904005;14686,304
0517601001;288;0501906002;15606,127
0517601001;26;0501906013;19569,944
0517701001;288;0501906002;29498,406
0517701001;26;0501906013;24551,570
0517801001;13;4708501006;23007,715
0517901001;5;0501904005;28178,034
0517901001;288;0501906002;28009,797
0517901001;26;0501906013;25535,894
0518001001;5;0501904005;29795,488
0518201001;286;0501402002;15010,324
0518301001;26;0501906013;28855,518
0518401001;23;4019404010;27453,418
0518501001;26;0501906013;12441,070
0518501001;5;0501904005;16485,485
0518501001;288;0501906002;16019,859
0518901001;286;0501402002;8978,181
0519001001;26;0501906013;11673,808
0519001001;5;0501904005;17127,253
0519001001;288;0501906002;16422,794
0519201001;18;3704602001;17127,496
0519401001;5;0501904005;22818,932
0519401001;288;0501906002;22605,961
0519401001;26;0501906013;20042,745
0519501001;5;0501904005;13254,108
0519501001;288;0501906002;14166,398
0519501001;26;0501906013;19663,125
0519701001;5;0501904005;10496,036
0519701001;288;0501906002;11512,692
0519701001;26;0501906013;16315,777
0519901001;18;3704602001;8267,649
0520101001;5;0501904005;21574,282
0520101001;288;0501906002;21265,145
0520101001;26;0501906013;22665,708
0520401001;5;0501904005;28575,871
0520401001;288;0501906002;27727,888
0520401001;26;0501906013;22382,225
0520501001;5;0501904005;16264,006
0520501001;288;0501906002;16971,413
0520501001;26;0501906013;19592,782
0520601001;26;0501906013;4964,555
0520601001;5;0501904005;11354,384
0520601001;288;0501906002;10428,888
0520701001;286;0501402002;12261,148
0520801001;13;4708501006;20570,078
0521001001;5;0501904005;22559,481
0521001001;288;0501906002;22487,340
0521001001;26;0501906013;20651,022
0521101001;5;0501904005;20209,189
0521101001;288;0501906002;20791,379
0521101001;26;0501906013;25661,185
0521201001;5;0501904005;23851,763
0521201001;288;0501906002;24829,521
0521401001;18;3704602001;23222,328
0521501001;286;0501402002;23767,839
0521601001;286;0501402002;15357,286
0521901001;5;0501904005;27359,581
0521901001;288;0501906002;26890,863
0521901001;26;0501906013;22992,412
0522001001;5;0501904005;21942,324
0522001001;288;0501906002;22078,064
0522001001;26;0501906013;21349,573
0522101001;286;0501402002;7423,230
0522201001;5;0501904005;15249,852
0522201001;288;0501906002;15390,431
0522201001;26;0501906013;18979,486
0522401001;5;0501904005;21462,009
0522401001;288;0501906002;22429,102
0522401001;26;0501906013;26620,722
0522601001;18;3704602001;26738,752
0522901001;26;0501906013;11029,273
0522901001;5;0501904005;16990,970
0522901001;288;0501906002;16185,074
0523001001;5;0501904005;23378,130
0523001001;288;0501906002;23617,598
0523001001;26;0501906013;23390,933
0523201001;5;0501904005;8179,096
0523201001;288;0501906002;9153,639
0523201001;26;0501906013;13706,367
0523301001;286;0501402002;18754,026
0523401001;5;0501904005;26148,774
0523401001;288;0501906002;26442,606
0523401001;26;0501906013;26429,373
0523501001;13;4708501006;23643,100
0523601001;18;3704602001;12070,325
0523701001;5;0501904005;28690,273
0523701001;288;0501906002;29251,699
0523801001;5;0501904005;22313,756
0523801001;288;0501906002;23352,148
0523801001;26;0501906013;28351,447
0523901001;5;0501904005;21034,340
0523901001;288;0501906002;22061,673
0523901001;26;0501906013;27427,098
0524201001;26;0501906013;28396,582
0524301001;5;0501904005;14927,342
0524301001;288;0501906002;13925,905
0524301001;26;0501906013;8490,128
0524401001;18;3704602001;24079,611
0524501001;5;0501904005;8654,098
0524501001;288;0501906002;8396,263
0524501001;26;0501906013;11005,182
0524701001;5;0501904005;23531,370
0524701001;288;0501906002;24474,407
0524701001;26;0501906013;28447,764
0524901001;18;3704602001;18344,714
0525201001;5;0501904005;27281,219
0525201001;288;0501906002;28072,562
0525301001;5;0501904005;21168,107
0525301001;288;0501906002;20446,526
0525301001;26;0501906013;15554,948
0525401001;5;0501904005;23239,405
0525401001;288;0501906002;22388,016
0525401001;26;0501906013;17047,268
0525601001;5;0501904005;19461,975
0525601001;288;0501906002;19806,499
0525601001;26;0501906013;20293,132
0525801001;5;0501904005;26410,425
0525801001;288;0501906002;25818,619
0525801001;26;0501906013;21392,120
0525901001;13;4708501006;27053,698
0526101001;18;3704602001;29660,702
0526201001;286;0501402002;14066,869
0526401001;5;0501904005;29886,524
0526401001;288;0501906002;29983,122
0526401001;26;0501906013;28830,776
0526701001;286;0501402002;21699,602
0590101001;286;0501402002;19797,874
0590201001;5;0501904005;20933,917
0590201001;288;0501906002;19933,070
0590201001;26;0501906013;16104,444
0590401001;286;0501402002;28095,096
0590501001;286;0501402002;27407,431
0900101001;8;0905905038;28146,840
0900101001;10;0905905038;28146,840
0900301001;12;0901801002;12869,939
0900301001;285;0901801007;13303,068
0900601001;275;0990301002;23647,653
0900701001;19;0921904001;29442,185
0900901001;15;0905903006;9776,184
0900901001;8;0905905038;13207,640
0900901001;10;0905905038;13207,640
0901001001;8;0905905038;29212,232
0901001001;10;0905905038;29212,232
0901101001;275;0990301002;24040,922
0901301001;19;0921904001;12164,275
0901401001;275;0990301002;18396,474
0901601001;19;0921904001;6297,561
0901701001;12;0901801002;21443,907
0901701001;285;0901801007;21964,373
0901801001;12;0901801002;712,513
0901801001;285;0901801007;468,823
0901801002;12;0901801002;0,000
0901801002;285;0901801007;560,817
0901801003;12;0901801002;659,242
0901801003;285;0901801007;826,847
0901801004;12;0901801002;991,014
0901801004;285;0901801007;1072,156
0901801005;285;0901801007;857,678
0901801005;12;0901801002;1114,557
0901801006;12;0901801002;1439,899
0901801006;285;0901801007;1243,191
0901801007;12;0901801002;560,817
0901801007;285;0901801007;0,000
0901801008;12;0901801002;438,401
0901801008;285;0901801007;251,443
0901801009;12;0901801002;466,980
0901801009;285;0901801007;118,806
0901802001;12;0901801002;643,432
0901802001;285;0901801007;671,395
0901802002;12;0901801002;891,582
0901802002;285;0901801007;698,170
0901802003;12;0901801002;686,761
0901802003;285;0901801007;247,913
0901802004;12;0901801002;968,119
0901802004;285;0901801007;494,019
0901802005;12;0901801002;4546,900
0901802005;285;0901801007;4988,111
0901803001;285;0901801007;664,013
0901803001;12;0901801002;1194,626
0901803002;285;0901801007;843,804
0901803002;12;0901801002;1335,740
0901803003;12;0901801002;1775,257
0901803003;285;0901801007;1264,002
0901803004;12;0901801002;1555,512
0901803004;285;0901801007;1131,161
0901803005;285;0901801007;4525,096
0901803005;12;0901801002;5017,341
0901803006;285;0901801007;963,502
0901803006;12;0901801002;1505,807
0901803007;12;0901801002;1582,775
0901803007;285;0901801007;1064,871
0901803008;285;0901801007;821,300
0901803008;12;0901801002;1134,122
0901901001;12;0901801002;23369,260
0901901001;285;0901801007;22848,252
0902101001;12;0901801002;29289,502
0902101001;285;0901801007;28859,188
0902201001;12;0901801002;25728,898
0902201001;285;0901801007;25277,922
0902301001;15;0905903006;12216,511
0902301001;8;0905905038;15654,856
0902301001;10;0905905038;15654,856
0902601001;15;0905903006;22544,896
0902601001;8;0905905038;21154,041
0902601001;10;0905905038;21154,041
0902701001;15;0905903006;26857,455
0902701001;8;0905905038;24602,062
0902701001;10;0905905038;24602,062
0902901001;8;0905905038;14828,856
0902901001;10;0905905038;14828,856
0902901001;15;0905903006;16967,775
0903001001;15;0905903006;19470,449
0903001001;8;0905905038;21272,106
0903001001;10;0905905038;21272,106
0903301001;12;0901801002;22073,154
0903301001;285;0901801007;22177,981
0903501001;12;0901801002;16187,293
0903501001;285;0901801007;15820,335
0904401001;15;0905903006;22081,149
0904401001;8;0905905038;19939,881
0904401001;10;0905905038;19939,881
0905001001;19;0921904001;24683,958
0905101001;12;0901801002;13833,204
0905101001;285;0901801007;14392,697
0905201001;19;0921904001;23328,958
0905401001;19;0921904001;9272,715
0905501001;12;0901801002;25372,703
0905501001;285;0901801007;24822,964
0905601002;19;0921904001;28997,974
0905601004;19;0921904001;27982,595
0905701001;19;0921904001;4802,234
0905801001;15;0905903006;9106,959
0905801001;8;0905905038;12231,327
0905801001;10;0905905038;12231,327
0905901001;15;0905903006;1133,605
0905901001;8;0905905038;4173,849
0905901001;10;0905905038;4173,849
0905901002;15;0905903006;993,384
0905901002;8;0905905038;4128,734
0905901002;10;0905905038;4128,734
0905902001;15;0905903006;1233,756
0905902001;8;0905905038;4024,186
0905902001;10;0905905038;4024,186
0905902002;15;0905903006;1110,226
0905902002;8;0905905038;3810,432
0905902002;10;0905905038;3810,432
0905902003;15;0905903006;1061,402
0905902003;8;0905905038;3623,410
0905902003;10;0905905038;3623,410
0905902004;15;0905903006;981,146
0905902004;8;0905905038;3893,796
0905902004;10;0905905038;3893,796
0905902005;15;0905903006;834,350
0905902005;8;0905905038;3671,727
0905902005;10;0905905038;3671,727
0905903001;15;0905903006;1162,205
0905903001;8;0905905038;4423,283
0905903001;10;0905905038;4423,283
0905903002;15;0905903006;1180,898
0905903002;8;0905905038;4562,936
0905903002;10;0905905038;4562,936
0905903003;15;0905903006;873,852
0905903003;8;0905905038;4360,884
0905903003;10;0905905038;4360,884
0905903004;15;0905903006;1208,091
0905903004;8;0905905038;4650,080
0905903004;10;0905905038;4650,080
0905903005;15;0905903006;3366,599
0905903005;8;0905905038;5199,563
0905903005;10;0905905038;5199,563
0905903006;15;0905903006;0,000
0905903006;8;0905905038;3487,612
0905903006;10;0905905038;3487,612
0905903007;15;0905903006;1164,006
0905903007;8;0905905038;4636,623
0905903007;10;0905905038;4636,623
0905903008;15;0905903006;1047,553
0905903008;8;0905905038;4519,393
0905903008;10;0905905038;4519,393
0905903009;15;0905903006;1421,211
0905903009;8;0905905038;4675,157
0905903009;10;0905905038;4675,157
0905903010;15;0905903006;948,955
0905903010;8;0905905038;4299,188
0905903010;10;0905905038;4299,188
0905903011;15;0905903006;556,508
0905903011;8;0905905038;3844,041
0905903011;10;0905905038;3844,041
0905904001;15;0905903006;506,050
0905904001;8;0905905038;3625,475
0905904001;10;0905905038;3625,475
0905904002;15;0905903006;821,501
0905904002;8;0905905038;3122,208
0905904002;10;0905905038;3122,208
0905904003;15;0905903006;746,227
0905904003;8;0905905038;3996,794
0905904003;10;0905905038;3996,794
0905904004;15;0905903006;819,268
0905904004;8;0905905038;4195,678
0905904004;10;0905905038;4195,678
0905905001;15;0905903006;811,152
0905905001;8;0905905038;3439,982
0905905001;10;0905905038;3439,982
0905905002;15;0905903006;897,659
0905905002;8;0905905038;3340,508
0905905002;10;0905905038;3340,508
0905905003;15;0905903006;1419,273
0905905003;8;0905905038;2509,705
0905905003;10;0905905038;2509,705
0905905004;15;0905903006;995,260
0905905004;8;0905905038;3212,028
0905905004;10;0905905038;3212,028
0905905005;15;0905903006;1050,380
0905905005;8;0905905038;3413,246
0905905005;10;0905905038;3413,246
0905905006;15;0905903006;1208,427
0905905006;8;0905905038;3638,822
0905905006;10;0905905038;3638,822
0905905007;15;0905903006;1473,798
0905905007;8;0905905038;3429,519
0905905007;10;0905905038;3429,519
0905905008;15;0905903006;1724,161
0905905008;8;0905905038;3480,576
0905905008;10;0905905038;3480,576
0905905009;15;0905903006;1879,776
0905905009;8;0905905038;3702,526
0905905009;10;0905905038;3702,526
0905905010;15;0905903006;2072,131
0905905010;8;0905905038;3481,798
0905905010;10;0905905038;3481,798
0905905011;15;0905903006;2267,678
0905905011;8;0905905038;3577,494
0905905011;10;0905905038;3577,494
0905905012;15;0905903006;1789,713
0905905012;8;0905905038;2144,434
0905905012;10;0905905038;2144,434
0905905013;15;0905903006;1822,654
0905905013;8;0905905038;2897,916
0905905013;10;0905905038;2897,916
0905905014;15;0905903006;4949,680
0905905014;8;0905905038;3234,289
0905905014;10;0905905038;3234,289
0905905015;15;0905903006;1501,692
0905905015;8;0905905038;3593,289
0905905015;10;0905905038;3593,289
0905905016;15;0905903006;1166,699
0905905016;8;0905905038;3256,270
0905905016;10;0905905038;3256,270
0905905017;15;0905903006;1680,344
0905905017;8;0905905038;2718,232
0905905017;10;0905905038;2718,232
0905905018;15;0905903006;1258,992
0905905018;8;0905905038;3447,235
0905905018;10;0905905038;3447,235
0905905019;15;0905903006;1526,790
0905905019;8;0905905038;3171,835
0905905019;10;0905905038;3171,835
0905905020;15;0905903006;1084,667
0905905020;8;0905905038;2949,218
0905905020;10;0905905038;2949,218
0905905021;15;0905903006;1078,406
0905905021;8;0905905038;3113,976
0905905021;10;0905905038;3113,976
0905905022;15;0905903006;1201,271
0905905022;8;0905905038;3072,833
0905905022;10;0905905038;3072,833
0905905023;15;0905903006;1334,389
0905905023;8;0905905038;2991,897
0905905023;10;0905905038;2991,897
0905905024;15;0905903006;2214,975
0905905024;8;0905905038;3039,566
0905905024;10;0905905038;3039,566
0905905025;15;0905903006;1376,431
0905905025;8;0905905038;3280,143
0905905025;10;0905905038;3280,143
0905905026;15;0905903006;1493,153
0905905026;8;0905905038;3768,120
0905905026;10;0905905038;3768,120
0905905027;15;0905903006;1324,576
0905905027;8;0905905038;3863,711
0905905027;10;0905905038;3863,711
0905905028;15;0905903006;1543,162
0905905028;8;0905905038;3902,341
0905905028;10;0905905038;3902,341
0905905029;15;0905903006;1641,994
0905905029;8;0905905038;3306,563
0905905029;10;0905905038;3306,563
0905905030;15;0905903006;2054,446
0905905030;8;0905905038;2461,470
0905905030;10;0905905038;2461,470
0905905031;15;0905903006;2006,729
0905905031;8;0905905038;2218,789
0905905031;10;0905905038;2218,789
0905905032;15;0905903006;1395,628
0905905032;8;0905905038;2729,730
0905905032;10;0905905038;2729,730
0905905033;15;0905903006;2584,873
0905905033;8;0905905038;2053,409
0905905033;10;0905905038;2053,409
0905905034;15;0905903006;1789,553
0905905034;8;0905905038;3571,167
0905905034;10;0905905038;3571,167
0905905035;15;0905903006;4597,868
0905905035;8;0905905038;2588,527
0905905035;10;0905905038;2588,527
0905905036;15;0905903006;1351,714
0905905036;8;0905905038;3549,596
0905905036;10;0905905038;3549,596
0905905037;15;0905903006;1713,239
0905905037;8;0905905038;3745,617
0905905037;10;0905905038;3745,617
0905905038;8;0905905038;0,000
0905905038;10;0905905038;0,000
0905905038;15;0905903006;3487,612
0905905039;15;0905903006;2070,435
0905905039;8;0905905038;2844,475
0905905039;10;0905905038;2844,475
0905905040;15;0905903006;2128,944
0905905040;8;0905905038;3277,860
0905905040;10;0905905038;3277,860
0905905041;15;0905903006;2725,050
0905905041;8;0905905038;2187,246
0905905041;10;0905905038;2187,246
0905905042;15;0905903006;2944,443
0905905042;8;0905905038;1746,512
0905905042;10;0905905038;1746,512
0905905043;15;0905903006;2565,132
0905905043;8;0905905038;1773,614
0905905043;10;0905905038;1773,614
0905905044;15;0905903006;2218,476
0905905044;8;0905905038;2648,204
0905905044;10;0905905038;2648,204
0905905045;15;0905903006;2471,540
0905905045;8;0905905038;2594,523
0905905045;10;0905905038;2594,523
0905905046;15;0905903006;4649,347
0905905046;8;0905905038;3031,999
0905905046;10;0905905038;3031,999
0905905047;15;0905903006;3795,771
0905905047;8;0905905038;2045,733
0905905047;10;0905905038;2045,733
0905905048;8;0905905038;4329,435
0905905048;10;0905905038;4329,435
0905905048;15;0905903006;6756,530
0905905049;15;0905903006;2792,202
0905905049;8;0905905038;3557,273
0905905049;10;0905905038;3557,273
0905905050;15;0905903006;2618,356
0905905050;8;0905905038;1903,563
0905905050;10;0905905038;1903,563
0905905051;15;0905903006;3295,389
0905905051;8;0905905038;1930,090
0905905051;10;0905905038;1930,090
0905905052;15;0905903006;4279,350
0905905052;8;0905905038;2338,599
0905905052;10;0905905038;2338,599
0905906001;15;0905903006;1359,555
0905906001;8;0905905038;4361,537
0905906001;10;0905905038;4361,537
0905906002;15;0905903006;1540,441
0905906002;8;0905905038;4516,273
0905906002;10;0905905038;4516,273
0905906003;15;0905903006;1349,195
0905906003;8;0905905038;4506,006
0905906003;10;0905905038;4506,006
0905906004;15;0905903006;1542,730
0905906004;8;0905905038;4670,798
0905906004;10;0905905038;4670,798
0905906005;15;0905903006;1781,288
0905906005;8;0905905038;4715,607
0905906005;10;0905905038;4715,607
0905906006;15;0905903006;3867,670
0905906006;8;0905905038;6418,102
0905906006;10;0905905038;6418,102
0905906007;15;0905903006;1843,562
0905906007;8;0905905038;4915,279
0905906007;10;0905905038;4915,279
0905906008;15;0905903006;3298,725
0905906008;8;0905905038;6289,338
0905906008;10;0905905038;6289,338
0905906009;15;0905903006;2037,244
0905906009;8;0905905038;5098,670
0905906009;10;0905905038;5098,670
0905906010;15;0905903006;2088,094
0905906010;8;0905905038;5068,129
0905906010;10;0905905038;5068,129
0905906011;15;0905903006;2057,012
0905906011;8;0905905038;4919,425
0905906011;10;0905905038;4919,425
0905906012;15;0905903006;2839,682
0905906012;8;0905905038;5752,105
0905906012;10;0905905038;5752,105
0905907001;15;0905903006;1496,497
0905907001;8;0905905038;4311,345
0905907001;10;0905905038;4311,345
0905907002;15;0905903006;1606,605
0905907002;8;0905905038;4206,938
0905907002;10;0905905038;4206,938
0905907003;15;0905903006;1930,721
0905907003;8;0905905038;4022,670
0905907003;10;0905905038;4022,670
0905907004;15;0905903006;1801,695
