CUSEC,dist_min_ceas_km,n_ceas_1km,n_ceas_5km,n_ceas_15km,n_ceas_30km,disp_ponderada_ceas
2408906001,0.8773444585071789,1,12,15,18,8.8
2408906002,0.3558806804445288,1,12,15,18,8.8
2408906008,0.6044294668286186,1,12,15,18,8.8
2408906012,0.8603928663918302,1,13,15,18,9.1
2408906013,0.59602840997154,1,12,15,18,8.8
2408906014,0.45147853651336134,1,12,15,18,8.8
2408906015,0.2970302138914124,1,12,15,18,8.8
2408906016,0.3878200953801237,1,12,15,18,8.8
2408907001,0.2918231543868173,4,13,15,18,10.299999999999999
2408907002,0.3355572885568725,3,14,15,18,10.200000000000001
2408907003,0.48479744165228944,3,14,15,18,10.200000000000001
2408907004,0.0,4,14,15,18,10.600000000000001
2408907005,0.7066850650032982,1,14,15,19,9.500000000000002
2408907006,0.3591903236483737,4,14,15,18,10.600000000000001
2408907007,0.0,1,14,15,19,9.500000000000002
2408907008,0.1802602090273179,3,14,15,18,10.200000000000001
2408907010,0.2665208001393475,3,14,15,18,10.200000000000001
2408907011,0.6439667813551719,3,14,15,18,10.200000000000001
2408907012,0.5108394484827412,3,14,15,18,10.200000000000001
2408907013,0.5018270095543788,4,15,15,18,10.9
2408908001,1.7980200766577112,0,9,15,17,7.3999999999999995
2408909001,1.6053752634864937,0,14,15,18,9.000000000000002
2408909002,2.839988800997775,0,10,15,18,7.8
2408909003,1.5829789529667768,0,13,15,18,8.700000000000001
2408910001,0.34216210245186496,3,13,15,18,9.9
2408910002,0.3236447547964271,2,13,15,18,9.5
2408910003,0.9208366162773622,1,13,15,17,8.999999999999998
2408910004,0.49974410841199773,3,13,15,18,9.9
2408910005,0.898305665874672,1,13,15,17,8.999999999999998
2408910006,0.772357883826794,2,12,15,17,9.1
2408910007,0.6525294841390351,2,12,15,17,9.1
2409001001,24.151216244883933,0,0,0,8,0.8
2409101001,14.414727891995845,0,0,1,4,0.6000000000000001
2409201001,15.434113187467329,0,0,0,18,1.8
2409301001,14.424916534474926,0,0,1,4,0.6000000000000001
2409401001,0.0,1,1,1,17,2.6
2409501001,6.075583523027589,0,0,7,17,3.1
2409601001,17.267944667441355,0,0,0,3,0.30000000000000004
2409701001,10.317233252103401,0,0,1,3,0.5
2409801001,0.0,1,1,1,16,2.5
2409901001,10.197125350068841,0,0,1,3,0.5
2410101001,15.298841990420454,0,0,0,5,0.5
2410201001,9.812339592738937,0,0,2,10,1.4
2410301001,16.63808431480211,0,0,0,3,0.30000000000000004
2410401001,10.050422527926397,0,0,1,17,1.9000000000000001
2410501001,7.674196547167939,0,0,15,19,4.9
2410601001,18.202721705935016,0,0,0,1,0.1
2410701001,5.290638273437195,0,0,1,4,0.6000000000000001
2410801001,4.131499050622328,0,1,1,5,1.0
2411201001,12.898860815651066,0,0,1,4,0.6000000000000001
2411301001,8.388131318766291,0,0,1,4,0.6000000000000001
2411401001,16.557779242787213,0,0,0,2,0.2
2411401002,12.075064406287185,0,0,1,3,0.5
2411401003,9.61508554015827,0,0,1,18,2.0
2411501001,0.38481092288716356,2,4,5,12,4.2
2411501002,0.2473319265212242,2,4,5,12,4.2
2411501003,0.614460610200873,1,4,5,12,3.8
2411501004,0.3192572257180637,1,4,5,12,3.8
2411501005,0.0,2,4,5,12,4.2
2411501007,0.36023025690093935,2,4,5,12,4.2
2411501008,0.5081686218368076,2,4,5,12,4.2
2411501009,0.7298024022444864,2,4,5,12,4.2
2411501010,1.2495729836007365,0,4,5,12,3.4
2411501011,0.6950863011041407,2,4,5,12,4.2
2411501012,0.27209675116922144,2,4,5,12,4.2
2411502001,0.589928031531796,1,4,5,12,3.8
2411502002,0.36430467259293675,2,4,5,12,4.2
2411502003,0.5381016055329839,1,4,5,12,3.8
2411502004,0.6985041416208774,1,4,5,12,3.8
2411502005,0.6992157399150319,1,4,5,12,3.8
2411502006,0.37185348408693264,2,4,5,12,4.2
2411502007,0.43359885849707813,1,4,5,12,3.8
2411502008,0.8669924363966077,1,4,5,12,3.8
2411502009,0.19235146378314508,2,4,5,12,4.2
2411502010,0.344203619277295,1,4,5,12,3.8
2411502011,0.9073433695005988,1,4,5,12,3.8
2411502012,0.9527631104882842,1,4,5,12,3.8
2411502013,0.6119657055286424,2,4,5,12,4.2
2411502014,0.0,2,4,5,12,4.2
2411502015,1.0578691864934855,0,4,5,12,3.4
2411502016,1.4198137047001926,0,4,5,12,3.4
2411502017,1.1936387545155607,0,4,5,12,3.4
2411503001,0.0,2,4,5,12,4.2
2411503002,0.8596211599662452,2,4,5,12,4.2
2411503003,0.5487158765896594,2,4,5,12,4.2
2411503004,1.3438508841127337,0,4,5,12,3.4
2411503005,0.8477764565412249,2,4,5,12,4.2
2411503006,0.7013572376184881,2,4,5,12,4.2
2411503007,5.040881777177496,0,0,6,11,2.3
2411504002,4.176359002464319,0,2,5,12,2.8
2411505001,1.919203516104714,0,4,5,12,3.4
2411505002,3.8216480730167235,0,4,5,12,3.4
2411505003,3.21093076900054,0,4,5,12,3.4
2411505004,1.5909817882104635,0,4,5,12,3.4
2411505005,4.931927842317745,0,1,8,12,3.1
2411505006,1.555824162813457,0,4,5,12,3.4
2411506001,10.355460544121112,0,0,4,11,1.9
2411601001,22.070359081336104,0,0,0,1,0.1
2411701001,18.775032577313098,0,0,0,5,0.5
2411801001,7.978337506644657,0,0,1,4,0.6000000000000001
2411901001,8.131732236563302,0,0,6,10,2.1999999999999997
2412001001,9.073693226764057,0,0,2,4,0.8
2412101001,13.952333369092644,0,0,1,4,0.6000000000000001
2412201001,0.0,1,1,1,7,1.6
2412301001,17.135045616273413,0,0,0,4,0.4
2412401001,11.471378464791382,0,0,1,5,0.7
2412501001,10.611175817130029,0,0,1,5,0.7
2412701001,3.827269079148781,0,1,2,5,1.2
2412901001,8.854413518789954,0,0,2,4,0.8
2413001001,0.0,1,1,1,4,1.3
2413101001,9.633426154315584,0,0,2,5,0.9
2413201001,12.2190362126163,0,0,1,3,0.5
2413301001,12.308554380414288,0,0,1,18,2.0
2413401001,10.254279075794306,0,0,1,18,2.0
2413401002,10.012409066918512,0,0,1,18,2.0
2413401003,11.104044054212693,0,0,1,17,1.9000000000000001
2413601001,12.58848814997767,0,0,2,4,0.8
2413701001,6.108450827388172,0,0,2,5,0.9
2413901001,10.552053904368863,0,0,1,2,0.4
2413901002,0.0,1,1,1,2,1.1
2414101001,14.387037088472823,0,0,1,5,0.7
2414201001,0.0,1,10,15,19,8.299999999999999
2414201002,1.5422502345773972,0,13,15,19,8.8
2414201003,5.644694885535391,0,0,15,19,4.9
2414202001,0.5859532188113795,3,14,15,18,10.200000000000001
2414202002,0.6434049854036294,1,14,15,19,9.500000000000002
2414202003,0.39706543232770847,4,14,15,18,10.600000000000001
2414202004,0.0,3,14,15,18,10.200000000000001
2414202005,0.0,1,14,15,19,9.500000000000002
2414202006,0.2785358957239789,4,14,15,18,10.600000000000001
2414202007,0.3207742998669511,4,14,15,18,10.600000000000001
2414202008,0.0,1,14,15,19,9.500000000000002
2414202009,0.2749231548404103,4,14,15,18,10.600000000000001
2414202010,1.1980164518535643,0,11,15,20,8.3
2414202011,0.0,3,14,15,18,10.200000000000001
2414202012,0.6165332205381368,4,14,15,18,10.600000000000001
2414202013,0.4666807903494822,4,14,15,19,10.700000000000001
2414203001,0.536933577783899,4,14,15,18,10.600000000000001
2414203002,0.48778006886157194,3,14,15,18,10.200000000000001
2414203003,0.0,1,14,15,19,9.500000000000002
2414301001,5.183234906243426,0,0,8,11,2.7
2414401001,10.353426911027961,0,0,4,4,1.2
2414501001,12.207640831620283,0,0,1,3,0.5
2414601001,15.969273486724209,0,0,0,5,0.5
2414801001,3.0817313621265807,0,1,2,5,1.2
2414801002,4.0835795227940626,0,1,2,5,1.2
2414901001,7.913578046925595,0,0,1,4,0.6000000000000001
2415001001,7.777365418771886,0,0,1,20,2.2
2415101001,13.31767715037137,0,0,1,19,2.1
2415201001,14.248922046366323,0,0,1,7,0.9000000000000001
2415301001,16.2836826010726,0,0,0,3,0.30000000000000004
2415401001,6.328267691775858,0,0,1,6,0.8
2415501001,7.471632307797625,0,0,3,5,1.0999999999999999
2415601001,19.61492408041538,0,0,0,2,0.2
2415701001,0.0,1,1,2,8,1.9000000000000001
2415701002,1.69027108641031,0,1,2,14,2.1
2415801001,5.586357017107347,0,0,1,18,2.0
2415901001,4.80455643345805,0,1,1,19,2.4
2416001001,5.720314622884059,0,0,1,18,2.0
2416101001,6.895717952988649,0,0,1,5,0.7
2416301002,6.16913073102091,0,0,15,18,4.8
2416301003,4.222403761679881,0,2,15,19,5.5
2416401001,15.87414984534528,0,0,0,2,0.2
2416601001,4.126698947364057,0,1,2,5,1.2
2416701001,0.0,1,1,1,5,1.4
2416801001,9.05488588976507,0,0,1,4,0.6000000000000001
2416901001,0.0,1,1,4,11,2.6
2416901002,2.3473938702617683,0,1,4,12,2.3
2417001001,0.0,1,1,2,8,1.9000000000000001
2417201001,19.713866657383022,0,0,0,1,0.1
2417301001,5.582471518050407,0,0,1,20,2.2
2417401001,4.264299911764578,0,1,2,15,2.2
2417601001,6.54134882927785,0,0,2,5,0.9
2417701001,14.078613529077652,0,0,1,2,0.4
2417801001,12.490296014196025,0,0,1,2,0.4
2418001001,13.607893263684948,0,0,1,9,1.1
2418101001,20.861140913498534,0,0,0,3,0.30000000000000004
2418101002,21.394391615368672,0,0,0,3,0.30000000000000004
2418201001,6.233546934186988,0,0,2,5,0.9
2418301001,9.949900282508485,0,0,2,4,0.8
2418401001,13.338682660629567,0,0,1,4,0.6000000000000001
2418501001,9.415321468906894,0,0,1,5,0.7
2418701001,11.164007323437861,0,0,1,20,2.2
2418801001,0.0,1,1,1,3,1.2
2418801002,3.2311061948852897,0,1,1,3,0.8
2418801003,2.970034669560439,0,1,1,3,0.8
2418901001,4.878422878621577,0,1,15,19,5.2
2418901002,0.0,1,8,15,19,7.700000000000001
2418901003,0.7476427449966285,1,9,15,19,8.0
2418901005,0.4645054512429282,1,9,15,19,8.0
2419001001,16.4104021980832,0,0,0,3,0.30000000000000004
2419101001,13.405915675717132,0,0,1,3,0.5
2419401001,7.041286436718592,0,0,1,4,0.6000000000000001
2419601001,0.0,1,2,3,10,2.6
2419601002,7.933480844977198,0,0,2,9,1.3
2419701001,11.335423252457328,0,0,15,19,4.9
2419801001,15.673338170653167,0,0,0,4,0.4
2419901001,12.168944117956496,0,0,1,8,1.0
2420201001,0.46473778579313035,1,1,2,2,1.3
2420201002,0.0,1,1,2,2,1.3
2420201003,0.6276622761923986,1,1,2,2,1.3
2420201004,0.24952392640800686,1,1,2,2,1.3
2420201005,2.891269806637734,0,1,1,2,0.7
2420201006,0.4399488935720295,1,1,2,2,1.3
2420202001,3.0901581634443067,0,1,1,3,0.8
2420202002,6.482539402108584,0,0,2,2,0.6
2420203001,5.656965036327873,0,0,2,2,0.6
2420203002,4.8639750168579825,0,1,1,2,0.7
2420301001,5.321530965170042,0,0,1,3,0.5
2420501001,10.61787465828165,0,0,3,19,2.5
2420701001,8.528271911027176,0,0,1,3,0.5
2421001001,10.618158777689175,0,0,1,6,0.8
2421101001,15.054596058656513,0,0,0,4,0.4
2421201001,10.868100704440018,0,0,2,18,2.2
2421301001,25.051783960855467,0,0,0,4,0.4
2421401001,13.012567967227882,0,0,2,4,0.8
2421501001,13.573661305666594,0,0,1,3,0.5
2421601001,9.688526619495379,0,0,1,5,0.7
2421701001,11.936865992207553,0,0,1,4,0.6000000000000001
2421801001,8.96958565463944,0,0,1,18,2.0
2421901001,6.293603317784826,0,0,2,4,0.8
2422101001,15.521760560868197,0,0,0,3,0.30000000000000004
2422201001,3.196227669691468,0,1,15,18,5.1
2422201002,1.6274658028436826,0,11,15,18,8.1
2422201003,1.2298395086985563,0,10,15,17,7.7
2422201004,1.6752143744543408,0,12,15,17,8.299999999999999
2422201005,0.7135187547815212,1,10,15,17,8.1
2422201006,0.0,1,6,15,17,6.8999999999999995
2422201007,2.6650754649794313,0,10,15,19,7.9
2422202001,3.154812960258674,0,1,15,17,5.0
2422202002,2.0583162411211444,0,11,15,17,8.0
2422202003,1.6123140123665067,0,12,15,17,8.299999999999999
2422202004,2.155513075538308,0,11,15,17,8.0
2422301001,8.026974086916407,0,0,3,5,1.0999999999999999
2422301002,7.306165992579866,0,0,3,10,1.6
2422401001,4.078794661986443,0,1,2,8,1.5
2422501001,5.368705199765698,0,0,1,17,1.9000000000000001
2422601001,24.151229068424524,0,0,0,4,0.4
2422701001,8.883461206646363,0,0,16,18,5.0
2422801001,8.727535090483277,0,0,3,5,1.0999999999999999
2422901001,17.217090887176894,0,0,0,3,0.30000000000000004
2423001001,9.215959740755537,0,0,2,5,0.9
2490101001,20.973708869329485,0,0,0,2,0.2
2490201001,12.157151427568573,0,0,1,3,0.5
3400101001,5.559630741564128,0,0,1,8,1.0
3400301001,6.270249246699478,0,0,2,5,0.9
3400401001,0.3032343965758832,1,1,1,3,1.2
3400401002,0.0,1,1,1,3,1.2
3400402001,0.6571500187268947,1,1,1,3,1.2
3400402002,0.9736876229089864,1,1,1,3,1.2
3400402003,4.254644308020633,0,1,1,3,0.8
3400403001,1.5843493446240573,0,1,1,3,0.8
3400501001,13.846661291703793,0,0,2,5,0.9
3400601001,17.365528299971825,0,0,0,8,0.8
3400901001,13.908333905823559,0,0,1,9,1.1
3401001001,17.645455781930906,0,0,0,32,3.2
3401101001,10.344917691467096,0,0,1,9,1.1
3401201001,21.28078028659552,0,0,0,4,0.4
3401501001,8.417439428387947,0,0,2,7,1.1
3401701001,0.0,1,1,2,10,2.1
3401801001,8.09878147693415,0,0,5,9,1.9
3401901001,6.736211983337305,0,0,1,8,1.0
3402001001,13.812870200564078,0,0,1,3,0.5
3402201001,13.58913466173668,0,0,1,6,0.8
3402301001,9.422789074741896,0,0,5,8,1.8
3402301002,8.093859394002733,0,0,5,7,1.7
3402301003,7.52193457144802,0,0,5,7,1.7
3402301005,8.116570104231474,0,0,5,7,1.7
3402301006,8.135353394009556,0,0,5,7,1.7
3402401001,12.597378334283354,0,0,1,9,1.1
3402501001,14.876963998036594,0,0,1,5,0.7
3402701001,10.673156231022224,0,0,1,2,0.4
3402801001,20.36285964618034,0,0,0,5,0.5
3402901001,8.619967802232317,0,0,4,10,1.8
3403101001,9.517348373134105,0,0,2,3,0.7
3403201001,19.80489240865538,0,0,0,2,0.2
3403301001,7.419952243177488,0,0,1,9,1.1
3403401001,11.714101638457764,0,0,2,6,1.0
3403501001,9.216704557508272,0,0,1,4,0.6000000000000001
3403601001,16.399587473716785,0,0,0,2,0.2
3403701001,16.769948986982904,0,0,0,4,0.4
3403801001,8.649801411590953,0,0,1,4,0.6000000000000001
3403901001,12.341560769035127,0,0,1,5,0.7
3404101001,6.0416018859508105,0,0,1,4,0.6000000000000001
3404201001,6.330005508205386,0,0,2,4,0.8
3404501001,4.364341808146694,0,1,1,5,1.0
3404601001,5.388011106157982,0,0,2,7,1.1
3404701001,3.5192436564696234,0,1,1,4,0.9
3404701002,0.0,1,1,1,6,1.5
3404801001,7.965389309974062,0,0,2,3,0.7
3404901001,11.113015701932305,0,0,1,3,0.5
3405001001,19.946501542694907,0,0,0,3,0.30000000000000004
3405101001,19.659992827728562,0,0,0,6,0.6000000000000001
3405201001,11.10067666908994,0,0,1,5,0.7
3405301001,7.936905049290112,0,0,1,9,1.1
3405501001,15.9854636775584,0,0,0,4,0.4
3405601001,0.0,1,1,1,3,1.2
3405601002,1.135456812262502,0,1,1,3,0.8
3405601003,5.59304525252343,0,0,1,3,0.5
3405701001,11.319247701689799,0,0,1,7,0.9000000000000001
3405801001,23.49947078533565,0,0,0,2,0.2
3405901001,16.019863341861644,0,0,0,5,0.5
3406001001,11.558377874498918,0,0,1,4,0.6000000000000001
3406101001,17.884776739811358,0,0,0,6,0.6000000000000001
3406201001,17.41814660667307,0,0,0,3,0.30000000000000004
3406301001,8.224085115080186,0,0,2,7,1.1
3406601001,11.143806686892116,0,0,1,31,3.3
3406701001,4.711403548469997,0,1,1,3,0.8
3406801001,14.71575721535009,0,0,1,6,0.8
3406901001,4.867458738672784,0,1,5,10,2.3
3406901002,0.0,1,1,1,28,3.7
3407001001,16.430334238306436,0,0,0,4,0.4
3407101001,9.300486675450948,0,0,3,4,0.9999999999999999
3407201001,11.352492021155047,0,0,2,9,1.3
3407301001,11.864576982770282,0,0,1,3,0.5
3407401001,13.600698827499711,0,0,2,8,1.2000000000000002
3407601001,12.588786687083223,0,0,2,8,1.2000000000000002
3407701001,6.188449665898216,0,0,4,8,1.6
3407901001,4.102507843684488,0,1,4,9,2.0
3408001001,0.17410491627953317,1,1,1,4,1.3
3408002001,0.6055881907838307,1,1,1,4,1.3
3408002002,0.0,1,1,1,4,1.3
3408002003,1.2934944412023062,0,1,1,3,0.8
3408101001,8.93515196728703,0,0,2,4,0.8
3408201001,24.747126565347255,0,0,0,3,0.30000000000000004
3408301001,5.8762660051506375,0,0,1,5,0.7
3408301002,0.0,1,1,2,5,1.6
3408401001,7.890966805469597,0,0,1,7,0.9000000000000001
3408601001,12.80653688596976,0,0,4,7,1.5
3408701001,6.077277800603179,0,0,1,8,1.0
3408801001,7.51992844292614,0,0,4,9,1.7
3408901001,13.574647839499375,0,0,2,6,1.0
3409101001,15.937609546373498,0,0,0,3,0.30000000000000004
3409201001,8.786188295516975,0,0,2,5,0.9
3409301001,13.79876316086353,0,0,1,5,0.7
3409401001,17.342003327283788,0,0,0,4,0.4
3409601001,6.159474914895973,0,0,2,8,1.2000000000000002
3409801001,6.471249994528059,0,0,5,8,1.8
3409901001,10.080020057991124,0,0,2,9,1.3
3410001001,3.8303054989255414,0,1,1,4,0.9
3410101001,7.479883488924011,0,0,1,6,0.8
3410201001,13.156706866178885,0,0,1,8,1.0
3410301001,13.352146538258136,0,0,2,6,1.0
3410401001,10.624481461034689,0,0,1,6,0.8
3410601001,10.920823250746563,0,0,2,3,0.7
3410701001,19.59491018602968,0,0,0,4,0.4
3410801001,10.858841320705483,0,0,5,9,1.9
3410901001,9.734880605919555,0,0,1,5,0.7
3411001001,8.11307465150021,0,0,2,2,0.6
3411201001,8.36653002356796,0,0,1,4,0.6000000000000001
3411301001,14.205693481321802,0,0,1,6,0.8
3411401001,14.241728203520914,0,0,1,3,0.5
3411601001,6.135628006064421,0,0,2,6,1.0
3412001001,0.30929355845716244,3,4,4,8,4.0
3412001003,0.14959395242605006,2,4,4,8,3.6
3412001004,0.0,2,4,4,8,3.6
3412001005,0.12362386015569524,3,4,4,8,4.0
3412002001,0.47099608934605675,1,4,4,8,3.1999999999999997
3412002002,0.3062683862237405,2,4,4,8,3.6
3412002003,5.871277601210236,0,0,5,9,1.9
3412003001,0.5611414776251761,2,4,4,8,3.6
3412003002,0.5892190269437731,2,4,4,8,3.6
3412003004,0.7220042633186483,2,4,4,8,3.6
3412003005,0.7126725831004572,1,4,4,8,3.1999999999999997
3412004001,0.7434161570203892,2,4,4,8,3.6
3412004002,0.9042825755665866,2,4,4,8,3.6
3412004003,1.0240139468658183,0,4,4,8,2.8
3412004004,0.788601057302543,1,4,4,8,3.1999999999999997
3412004005,0.0,1,4,4,9,3.3
3412004006,1.0687395841560527,0,4,4,8,2.8
3412004007,1.1864575335636358,0,4,4,8,2.8
3412004008,1.0257645825435875,0,4,4,8,2.8
3412004009,0.9799847343938262,1,4,4,8,3.1999999999999997
3412005001,0.34371349197123763,2,4,4,8,3.6
3412005002,0.28676305843395455,2,4,4,8,3.6
3412005003,0.293349474830117,3,4,4,8,4.0
3412005004,0.9223506199991026,1,4,4,8,3.1999999999999997
3412005005,0.34056239062667676,2,4,4,8,3.6
3412005006,0.4569232479102817,3,4,4,8,4.0
3412005007,0.0,1,4,4,8,3.1999999999999997
3412005008,0.20398416098034233,2,4,4,8,3.6
3412005009,0.5231744817594456,3,4,4,8,4.0
3412005010,0.7384456793885589,3,4,4,8,4.0
3412005011,1.0631024796626078,0,4,4,8,2.8
3412005012,0.4135637201776854,2,4,4,8,3.6
3412005013,1.5584191653953614,0,4,4,8,2.8
3412005014,0.7694567076858472,1,4,4,8,3.1999999999999997
3412005015,0.5514279359248364,3,4,4,8,4.0
3412006001,0.4167744827202084,1,4,4,8,3.1999999999999997
3412006002,0.5895430331436615,1,4,4,8,3.1999999999999997
3412006003,1.7859240869375363,0,4,4,8,2.8
3412006004,0.8275085581962102,1,4,4,8,3.1999999999999997
3412006006,0.8245880087323142,1,4,4,8,3.1999999999999997
3412006007,0.3584841354199592,1,4,4,8,3.1999999999999997
3412007001,1.1035837323848394,0,4,5,8,3.0
3412007002,0.7227090592336924,2,4,4,8,3.6
3412007003,0.9034934796038611,1,4,5,8,3.3999999999999995
3412007004,2.1044245974184763,0,3,5,8,2.7
3412007005,0.25094478235995005,2,4,4,8,3.6
3412007006,0.4660350932146844,2,4,4,8,3.6
3412007007,0.29217969848821135,2,4,4,8,3.6
3412007008,0.6361611148264115,1,4,4,8,3.1999999999999997
3412007009,0.7428394053218546,1,4,4,8,3.1999999999999997
3412007010,0.0,2,4,4,8,3.6
3412007011,0.3841296118369347,2,4,4,8,3.6
3412007012,1.0542333855098038,0,4,5,8,3.0
3412007013,0.3289021931336906,2,4,4,8,3.6
3412007014,0.5442460312285967,2,4,4,8,3.6
3412007015,0.5365173051388831,2,4,4,8,3.6
3412007016,0.43397829347084327,2,4,4,8,3.6
3412007017,0.6698094137307965,1,4,4,8,3.1999999999999997
3412007018,0.9660639524490209,1,4,5,8,3.3999999999999995
3412007019,1.6164990907868189,0,4,5,8,3.0
3412007020,0.4420477200205658,1,4,4,8,3.1999999999999997
3412101001,12.670786314453549,0,0,1,4,0.6000000000000001
3412201001,8.066236262949296,0,0,1,4,0.6000000000000001
3412301001,0.0,1,1,1,8,1.7000000000000002
3412301002,6.830954303201197,0,0,1,8,1.0
3412401001,14.60548290823139,0,0,1,4,0.6000000000000001
3412501001,14.912530855794861,0,0,1,9,1.1
3412601001,4.753988975538865,0,1,1,3,0.8
3412701001,7.326859247530682,0,0,1,9,1.1
3412901001,14.093592225273575,0,0,1,2,0.4
3413001001,11.6000643310224,0,0,1,10,1.2
3413101001,14.087259985822781,0,0,1,5,0.7
3413201001,12.42654429255193,0,0,1,10,1.2
3413301001,13.408560285983015,0,0,1,25,2.7
3413401001,10.037740054742278,0,0,1,3,0.5
3413501001,7.68694002471364,0,0,1,3,0.5
3413601001,9.00255576934377,0,0,1,2,0.4
3413701001,14.469661199802044,0,0,1,5,0.7
3413901001,14.200795390590558,0,0,1,4,0.6000000000000001
3414001001,20.658904601098488,0,0,0,5,0.5
3414101001,9.862662885926023,0,0,2,7,1.1
3414301001,8.394895454813387,0,0,1,3,0.5
3414601001,11.306754927253042,0,0,4,7,1.5
3414701001,9.854559937440373,0,0,1,4,0.6000000000000001
3414901001,9.566891302327685,0,0,1,6,0.8
3415101001,12.983681061035997,0,0,1,3,0.5
3415201001,9.497355775877299,0,0,1,9,1.1
3415401001,19.883706264930726,0,0,0,5,0.5
3415501001,13.614542386402166,0,0,3,9,1.5
3415601001,11.313681394684187,0,0,2,4,0.8
3415701001,0.6134608190665319,1,1,1,2,1.1
3415701002,0.0,1,1,1,2,1.1
3415701003,5.432354654003988,0,0,1,3,0.5
3415801001,10.3548460426707,0,0,2,2,0.6
3415901001,12.806770066023812,0,0,2,9,1.3
3416001001,10.483373711396995,0,0,1,2,0.4
3416101001,3.3734196348850447,0,1,2,5,1.2
3416301001,5.149241401765337,0,0,2,7,1.1
3416501001,17.07498516517035,0,0,0,6,0.6000000000000001
3416701001,10.822844369306765,0,0,4,14,2.2
3416801001,4.796882872149319,0,1,3,5,1.4
3416901001,8.000742207534069,0,0,1,3,0.5
3417001001,12.070938436594957,0,0,1,3,0.5
3417101001,10.14450227229376,0,0,1,2,0.4
3417401001,6.881047976288114,0,0,1,10,1.2
3417501001,12.052331031289096,0,0,2,4,0.8
3417601001,12.268695284569512,0,0,1,6,0.8
3417701001,10.293604892928117,0,0,6,7,1.9
3417801001,14.55335765470472,0,0,1,4,0.6000000000000001
3417901001,15.062789286391215,0,0,0,3,0.30000000000000004
3418001001,8.134735935005917,0,0,1,10,1.2
3418101001,7.417547894790205,0,0,4,7,1.5
3418201001,0.0,1,1,2,8,1.9000000000000001
3418401001,13.78732530899301,0,0,1,10,1.2
3418501001,17.001993547288176,0,0,0,3,0.30000000000000004
3418601001,8.025997404826366,0,0,2,6,1.0
3418901001,9.673028630816638,0,0,5,8,1.8
3419001001,11.584145225304312,0,0,1,3,0.5
3419201001,8.519067906254524,0,0,1,6,0.8
3419601001,16.759590856794354,0,0,0,7,0.7000000000000001
3420101001,21.576426338869158,0,0,0,5,0.5
3420201001,11.257178800349509,0,0,1,4,0.6000000000000001
3420401001,12.761792090488287,0,0,2,4,0.8
3420501001,20.30557008494217,0,0,0,3,0.30000000000000004
3420601001,10.00565346836621,0,0,1,4,0.6000000000000001
3420801001,16.424418705296798,0,0,0,5,0.5
3421001001,12.482568473011908,0,0,2,3,0.7
3421101001,7.5985061549363335,0,0,2,7,1.1
3421301001,4.633025477276178,0,1,2,8,1.5
3421401001,7.456916757885016,0,0,1,3,0.5
3421501001,3.827996607475935,0,1,1,6,1.1
3421601001,15.952171079361081,0,0,0,6,0.6000000000000001
3421701001,3.958569334291822,0,3,4,8,2.4999999999999996
3421801001,2.6702620256548033,0,1,1,3,0.8
3422001001,10.684569024491717,0,0,4,8,1.6
3422101001,6.321422286046939,0,0,6,8,1.9999999999999998
3422201001,12.71845985073837,0,0,1,5,0.7
3422301001,12.959659714609728,0,0,2,5,0.9
3422401001,7.799680731394239,0,0,2,6,1.0
3422501001,6.284262032343756,0,0,5,9,1.9
3422501002,6.684979793595795,0,0,5,9,1.9
3422501003,7.094444729754466,0,0,5,8,1.8
3422501004,4.532011198638904,0,1,5,8,2.0999999999999996
3422701001,7.923446540725594,0,0,1,6,0.8
3422801001,17.894572684820282,0,0,0,5,0.5
3422901001,8.740698714802058,0,0,2,5,0.9
3423001001,6.792617616393806,0,0,1,6,0.8
3423101001,12.634719933703472,0,0,1,4,0.6000000000000001
3423201001,0.0,1,1,2,5,1.6
3423301001,11.193457806361808,0,0,2,6,1.0
3423401001,16.10153556154009,0,0,0,5,0.5
3423601001,9.848737487005804,0,0,1,4,0.6000000000000001
3423701001,7.564964201325045,0,0,5,10,2.0
3423801001,9.614757267280988,0,0,1,7,0.9000000000000001
3424001001,11.9061149743914,0,0,2,10,1.4
3424101001,8.118526627808988,0,0,1,5,0.7
3424201001,8.988394819297913,0,0,1,4,0.6000000000000001
3424301001,7.488554595788797,0,0,2,8,1.2000000000000002
3424501001,12.115662434523887,0,0,1,2,0.4
3424601001,10.163086471654875,0,0,2,6,1.0
3490101001,0.0,1,1,2,5,1.6
3490201001,9.394301670110467,0,0,1,6,0.8
3490301001,14.888491472276934,0,0,1,5,0.7
3490401001,15.655556081982718,0,0,0,2,0.2
3700101001,5.752321694720248,0,0,1,2,0.4
3700201001,21.469995946019964,0,0,0,2,0.2
3700301001,31.94155986767442,0,0,0,0,0.0
3700401001,17.684325545675485,0,0,0,2,0.2
3700501001,20.5231729736428,0,0,0,2,0.2
3700601001,28.41485003783221,0,0,0,2,0.2
3700701001,21.390755652692086,0,0,0,4,0.4
3700801001,0.0,1,1,1,13,2.2
3700801002,4.766881392910011,0,1,1,13,1.8000000000000003
3700801003,3.224931690829597,0,1,1,13,1.8000000000000003
3700901001,19.217895998292025,0,0,0,3,0.30000000000000004
3701001001,20.396603414426274,0,0,0,2,0.2
3701101001,30.430522399630046,0,0,0,0,0.0
3701201001,12.719435805072512,0,0,2,13,1.7000000000000002
3701301001,10.587583103579037,0,0,1,3,0.5
3701401001,29.13761971828134,0,0,0,2,0.2
