CUSEC,dist_min_infantil_y_primaria_km,n_infantil_y_primaria_1km,n_infantil_y_primaria_5km,n_infantil_y_primaria_15km,n_infantil_y_primaria_30km,disp_ponderada_infantil_y_primaria,dist_min_adultos_e_idiomas_km,n_adultos_e_idiomas_1km,n_adultos_e_idiomas_5km,n_adultos_e_idiomas_15km,n_adultos_e_idiomas_30km,disp_ponderada_adultos_e_idiomas,dist_min_secundaria_y_bachillerato_km,n_secundaria_y_bachillerato_1km,n_secundaria_y_bachillerato_5km,n_secundaria_y_bachillerato_15km,n_secundaria_y_bachillerato_30km,disp_ponderada_secundaria_y_bachillerato,dist_min_educación_especial_km,n_educación_especial_1km,n_educación_especial_5km,n_educación_especial_15km,n_educación_especial_30km,disp_ponderada_educación_especial,dist_min_formación_profesional_km,n_formación_profesional_1km,n_formación_profesional_5km,n_formación_profesional_15km,n_formación_profesional_30km,disp_ponderada_formación_profesional
3727404002,0.25244258466905756,9,40,58,66,33.8,0.3549460179461551,2,3,3,4,2.7,0.6041296103699996,2,12,15,17,9.1,3.211334756059506,0,1,1,1,0.6,1.6342778406180234,0,2,2,2,1.2
3727404003,0.16983218464511088,8,40,58,66,33.4,0.445311507291979,2,3,3,4,2.7,0.6388902280064307,3,12,15,17,9.499999999999998,3.079001096495138,0,1,1,1,0.6,1.5045779471673937,0,2,2,2,1.2
3727404004,0.0,8,40,58,66,33.4,0.5293934163984093,2,3,3,4,2.7,0.5293934163984093,3,12,15,17,9.499999999999998,3.022195912191941,0,1,1,1,0.6,1.4826257568467405,0,2,2,2,1.2
3727404005,0.2566964309523171,8,40,58,66,33.4,0.2792818536612488,2,3,3,4,2.7,0.2792818536612488,3,12,14,17,9.299999999999999,3.1552151805585353,0,1,1,1,0.6,1.6682888347240867,0,2,2,2,1.2
3727404006,0.2189429516013608,8,40,58,66,33.4,0.520515846533265,2,3,3,4,2.7,0.520515846533265,3,12,15,17,9.499999999999998,2.895184981904645,0,1,1,1,0.6,1.4103601389325229,0,2,2,2,1.2
3727404008,0.0,7,40,58,66,33.0,0.0,2,3,3,4,2.7,0.0,2,12,14,17,8.9,3.3774745319610324,0,1,1,1,0.6,1.9292069175969675,0,2,2,2,1.2
3727404009,0.28049088116466087,4,36,58,66,30.599999999999998,0.5586161877903969,1,2,3,4,2.0,0.5586161877903969,3,12,14,17,9.299999999999999,3.9195588187236887,0,1,1,1,0.6,2.4876989457681775,0,2,2,2,1.2
3727404010,0.0,5,36,58,66,30.999999999999996,0.6780881504600926,1,2,3,4,2.0,0.6780881504600926,3,12,14,17,9.299999999999999,4.049029981276653,0,1,1,1,0.6,2.559221625098096,0,2,2,2,1.2
3727404011,0.38496952348473995,7,37,58,66,32.1,0.45722345309505036,2,3,3,4,2.7,0.45722345309505036,3,12,14,17,9.299999999999999,3.6674507944666503,0,1,1,1,0.6,2.1292199857634655,0,2,2,2,1.2
3727404012,0.0,5,35,58,66,30.7,0.6373098890590073,1,3,3,4,2.3000000000000003,0.7274645626617814,1,12,14,18,8.6,4.055933910763817,0,1,1,1,0.6,2.4475457443991506,0,2,2,2,1.2
3727404013,0.2059112031142811,6,37,58,66,31.7,0.6719898038594146,2,3,3,4,2.7,0.6233998991378362,3,12,14,17,9.299999999999999,3.9912097093623347,0,1,1,1,0.6,2.4655091026235834,0,2,2,2,1.2
3727404014,0.30363907827498954,8,40,58,66,33.4,0.30363907827498954,2,3,3,4,2.7,0.30363907827498954,2,12,14,17,8.9,3.6002914200900573,0,1,1,1,0.6,2.093491679697986,0,2,2,2,1.2
3727404016,0.2969758429229254,9,40,58,66,33.8,0.253146280861948,2,3,3,4,2.7,0.7688630412518161,3,12,15,17,9.499999999999998,3.1971044083931797,0,1,1,1,0.6,1.5969494547951926,0,2,2,2,1.2
3727404017,0.0,4,40,59,66,31.999999999999996,0.6148695097945265,1,3,3,4,2.3000000000000003,0.6148695097945265,3,12,15,17,9.499999999999998,2.9088516125885397,0,1,1,1,0.6,1.637591598893622,0,2,2,2,1.2
3727404018,0.3046900750520294,10,40,58,66,34.199999999999996,0.44330434189715684,2,3,3,4,2.7,0.44330434189715684,2,12,14,17,8.9,3.3256808930407944,0,1,1,1,0.6,1.7732076212295658,0,2,2,2,1.2
3727404019,0.30459778979613267,6,37,58,66,31.7,0.7394675795907966,2,3,3,4,2.7,0.5910120069438473,3,12,14,18,9.399999999999999,3.9860802365762678,0,1,1,1,0.6,2.423828975277069,0,2,2,2,1.2
3727404020,0.17776826843469543,9,42,58,66,34.4,0.31909460065982787,2,3,3,4,2.7,0.7585970212043083,3,14,15,17,10.1,3.121319452488641,0,1,1,1,0.6,1.5033897594344052,0,2,2,2,1.2
3727404021,0.0,5,35,58,66,30.7,0.9168281643468686,1,2,3,4,2.0,0.38048475703278994,3,12,14,18,9.399999999999999,4.230865723674378,0,1,1,1,0.6,2.692499700296462,0,2,2,2,1.2
3727404022,0.38048475703278994,3,34,58,67,29.699999999999996,1.2752956700248799,0,2,3,4,1.6,0.0,1,12,14,18,8.6,4.576148538689284,0,1,1,1,0.6,3.013327462360451,0,2,2,2,1.2
3727404023,0.819698101892619,2,34,58,67,29.299999999999997,1.4547919134992628,0,2,3,4,1.6,0.6372420753701606,1,12,14,18,8.6,4.875618663574731,0,1,1,1,0.6,3.2656208324773925,0,2,2,2,1.2
3727404024,1.543177189121252,0,37,58,66,29.3,1.8362283495159264,0,2,3,4,1.6,1.8362283495159264,0,11,14,17,7.8,4.027690040620796,0,1,1,1,0.6,3.1427022173859434,0,1,2,2,0.8999999999999999
3727404025,0.5144638208912831,4,36,58,66,30.599999999999998,0.5144638208912831,1,2,3,4,2.0,0.5144638208912831,2,12,14,17,8.9,3.77812146645098,0,1,1,1,0.6,2.4051137518511005,0,2,2,2,1.2
3727405001,0.0,8,42,58,66,33.99999999999999,0.4475237865003353,1,3,3,4,2.3000000000000003,0.5836401345798691,1,14,15,17,9.3,3.076971468422147,0,1,1,1,0.6,1.4550928765315956,0,2,2,2,1.2
3727405002,0.19413971301847416,9,42,58,66,34.4,0.34484164825689995,1,3,3,4,2.3000000000000003,0.6743819710814192,1,14,15,17,9.3,3.2704767368593664,0,1,1,1,0.6,1.648739077973435,0,2,2,2,1.2
3727405003,0.24860629433043596,9,42,58,66,34.4,0.20685373966755954,2,3,3,4,2.7,0.8272228211615481,3,14,15,17,10.1,3.2368201524852043,0,1,1,1,0.6,1.619536649115457,0,2,2,2,1.2
3727405004,0.37894304481871877,9,42,58,66,34.4,0.15616952989653918,1,3,3,4,2.3000000000000003,0.8983213698117596,1,14,15,17,9.3,3.430452946809029,0,1,1,1,0.6,1.8104186243114064,0,2,2,2,1.2
3727405005,0.25890301053574033,8,39,58,66,33.099999999999994,0.0,2,3,3,4,2.7,0.8914847707121323,2,12,14,17,8.9,3.4227810318158918,0,1,1,1,0.6,1.8108737372515937,0,2,2,2,1.2
3727405006,0.18157188892817086,10,40,58,66,34.199999999999996,0.26889045781844445,2,3,3,4,2.7,0.6248155503948674,2,12,14,17,8.9,3.413410792408561,0,1,1,1,0.6,1.8302687964538664,0,2,2,2,1.2
3727405007,0.0,9,40,58,66,33.8,0.25890301053574033,2,3,3,4,2.7,0.7369873593448135,2,12,14,17,8.9,3.580880285043938,0,1,1,1,0.6,1.987495941350956,0,2,2,2,1.2
3727405008,0.6677511203003083,4,35,58,69,30.599999999999998,1.440207596731541,0,3,3,4,1.9,0.6677511203003083,1,12,14,18,8.6,4.756369620372488,0,1,1,1,0.6,2.848552228011718,0,2,2,2,1.2
3727405009,0.2519816762681197,13,42,58,66,35.99999999999999,0.5956844772776051,1,3,3,4,2.3000000000000003,0.8334597090548596,3,14,14,18,10.0,3.742218211519161,0,1,1,1,0.6,2.125361735829037,0,2,2,2,1.2
3727405010,0.2679337905783952,9,41,58,68,34.3,1.0866551138838971,0,3,3,4,1.9,0.45982678020986695,2,13,15,18,9.5,3.924081116117318,0,1,1,1,0.6,1.9597034596305827,0,2,2,2,1.2
3727405011,0.2515486864534959,12,41,58,69,35.6,1.3924670279094804,0,3,3,4,1.9,0.44475450678921913,4,13,15,18,10.299999999999999,3.7335318006152742,0,1,1,1,0.6,1.4745001309699388,0,2,2,2,1.2
3727405012,0.0,15,42,58,66,36.8,0.6911715028907761,1,3,3,4,2.3000000000000003,0.7394933719161314,3,14,15,18,10.200000000000001,3.577747792811922,0,1,1,1,0.6,1.974264669530892,0,2,2,2,1.2
3727405013,0.2542691164744824,10,41,58,68,34.699999999999996,1.2128364999216448,0,3,3,4,1.9,0.3605247359435242,4,13,15,18,10.299999999999999,3.8658573719047586,0,1,1,1,0.6,1.7646593717089996,0,2,2,2,1.2
3727405014,0.0,9,38,58,68,33.4,1.3343958072284443,0,3,3,4,1.9,0.2651679637026712,2,13,15,18,9.5,4.157639099964163,0,1,1,1,0.6,1.9243917100169772,0,2,2,2,1.2
3727405015,0.21875765086667462,11,41,58,68,35.1,1.0147188584293234,0,3,3,4,1.9,0.5607104567341133,3,13,15,18,9.9,3.731235557165148,0,1,1,1,0.6,1.8790232445003947,0,2,2,2,1.2
3727405016,0.2505816068306169,11,41,58,69,35.2,1.3469587676817296,0,3,3,4,1.9,0.3414432590970459,4,13,15,18,10.299999999999999,3.82850366315172,0,1,1,1,0.6,1.5875280293269725,0,2,2,2,1.2
3727405017,0.22863869083378746,9,42,58,66,34.4,0.4714004766307134,1,3,3,4,2.3000000000000003,0.821289939475394,1,14,15,18,9.400000000000002,3.564016284271722,0,1,1,1,0.6,1.9454840244062006,0,2,2,2,1.2
3727405018,0.09075034765880384,12,41,58,68,35.5,1.1610354590633507,0,3,3,4,1.9,0.49446949091289977,4,13,15,18,10.299999999999999,3.7039550864914133,0,1,1,1,0.6,1.704732651819989,0,2,2,2,1.2
3727405019,0.35100795361582576,9,42,58,66,34.4,0.3401868347974269,1,3,3,4,2.3000000000000003,0.8145424058188967,1,14,15,17,9.3,3.4800450341219227,0,1,1,1,0.6,1.858494571805651,0,2,2,2,1.2
3727405020,0.0,9,38,58,68,33.4,1.5451091730175042,0,3,3,4,1.9,0.0,3,13,15,18,9.9,4.169696268142332,0,1,1,1,0.6,1.6890835265590114,0,2,2,2,1.2
3727405022,0.2679399815480296,10,41,58,68,34.699999999999996,1.3245126849117361,0,3,3,4,1.9,0.307620397277365,3,13,15,18,9.9,3.868438025834329,0,1,1,1,0.6,1.643126115732221,0,2,2,2,1.2
3727405025,0.0,7,38,58,68,32.599999999999994,1.4184077885034256,0,3,3,4,1.9,0.0,2,13,14,18,9.3,4.418217112968818,0,1,1,1,0.6,2.1823716536384694,0,2,2,2,1.2
3727405026,0.3076637463191069,10,41,58,68,34.699999999999996,0.8485878071876556,1,3,3,4,2.3000000000000003,0.5974067362852006,2,14,14,18,9.6,3.885254585611048,0,1,1,1,0.6,2.199581201352082,0,2,2,2,1.2
3727406001,0.2357382748384418,11,42,58,66,35.199999999999996,0.5791102993360686,1,3,3,4,2.3000000000000003,0.5696267738828792,1,14,15,17,9.3,3.3557036342809607,0,1,1,1,0.6,1.7461449409246306,0,2,2,2,1.2
3727406002,0.2814439711153861,10,42,58,66,34.8,0.5536024969786826,1,3,3,4,2.3000000000000003,0.5071427907424922,1,13,15,17,8.999999999999998,3.249731636299386,0,1,1,1,0.6,1.6373338916758162,0,2,2,2,1.2
3727406003,0.18812170245496845,8,42,58,66,33.99999999999999,0.592920507863897,1,3,3,4,2.3000000000000003,0.4169690618914574,1,13,15,17,8.999999999999998,3.077745997246331,0,1,1,1,0.6,1.4636540697241194,0,2,2,2,1.2
3727406004,0.0,11,42,58,67,35.3,1.0098893686172536,0,3,3,4,1.9,0.0,1,13,15,17,8.999999999999998,2.884286845173045,0,1,1,1,0.6,1.3286062495086726,0,2,2,2,1.2
3727406005,0.23687135556788114,12,42,58,69,35.9,0.9903110714045765,1,3,3,4,2.3000000000000003,0.5220675414264965,3,13,15,17,9.799999999999999,3.403169407209847,0,1,1,1,0.6,1.7655512422010855,0,2,2,2,1.2
3727406006,0.3426931036635363,11,42,58,66,35.199999999999996,0.7932030982427636,1,3,3,4,2.3000000000000003,0.3986615818195617,1,13,15,17,8.999999999999998,3.263865620866207,0,1,1,1,0.6,1.6787490616149179,0,2,2,2,1.2
3727406007,0.22043950037363985,15,42,58,66,36.8,0.8224566224155324,1,3,3,4,2.3000000000000003,0.5589878131752876,3,13,15,17,9.799999999999999,3.433955544502318,0,1,1,1,0.6,1.8506441403068523,0,2,2,2,1.2
3727406008,0.0,13,42,58,69,36.3,1.1428204184229873,0,3,3,4,1.9,0.574835896323325,4,13,15,18,10.299999999999999,3.614389578426857,0,1,1,1,0.6,1.6760765471742547,0,2,2,2,1.2
3727406009,0.2029322106721663,10,42,58,69,35.1,1.3496920338094025,0,3,3,4,1.9,0.5476825679546163,3,13,15,18,9.9,3.5216301337974625,0,1,1,1,0.6,1.4255660833258395,0,2,2,2,1.2
3727406010,0.30182071298136076,12,42,58,69,35.9,1.1413713206898535,0,3,3,4,1.9,0.47994024201883734,3,13,15,17,9.799999999999999,3.318479698410496,0,1,1,1,0.6,1.6063602786394224,0,2,2,2,1.2
3727406011,0.23846268891935454,6,42,58,69,33.5,1.5721320564387598,0,3,3,4,1.9,0.3638524597515095,2,13,15,17,9.399999999999999,3.2482327448477526,0,1,1,1,0.6,1.1861889747593937,0,2,2,2,1.2
3727406012,0.22896191229609333,11,42,58,67,35.3,0.8853323384300014,1,3,3,4,2.3000000000000003,0.22896191229609333,1,13,15,17,8.999999999999998,3.106465504551336,0,1,1,1,0.6,1.5345639708520473,0,2,2,2,1.2
3727406013,0.3528442399879879,13,42,58,67,36.099999999999994,0.9814679152062842,1,3,3,4,2.3000000000000003,0.3528442399879879,3,13,15,17,9.799999999999999,3.232948050848449,0,1,1,1,0.6,1.6807337900904304,0,2,2,2,1.2
3727406014,0.2274428341342423,13,42,58,68,36.199999999999996,0.9167585580025643,1,3,3,4,2.3000000000000003,0.6867805265606409,3,13,15,18,9.9,3.56976992275324,0,1,1,1,0.6,1.890615291404339,0,2,2,2,1.2
3727406015,0.1837503134698579,12,42,58,69,35.9,1.1729373179358575,0,3,3,4,1.9,0.6047055821561521,3,13,15,18,9.9,3.4468691764873203,0,1,1,1,0.6,1.5886411471236705,0,2,2,2,1.2
3727406016,0.2383804127585819,11,42,58,67,35.3,0.7724064336739789,1,3,3,4,2.3000000000000003,0.2383804127585819,1,13,15,17,8.999999999999998,2.97322879142882,0,1,1,1,0.6,1.3751858624994595,0,2,2,2,1.2
3727406017,0.0,10,42,58,69,35.1,1.5258002886506308,0,3,3,4,1.9,0.3511542671637532,3,13,15,18,9.9,3.4692099865793717,0,1,1,1,0.6,1.23141726866384,0,2,2,2,1.2
3727406019,0.4047831849110568,9,41,58,69,34.4,1.7433736218259468,0,3,3,4,1.9,0.4047831849110568,3,13,15,18,9.9,3.993599171297243,0,1,1,1,0.6,1.2851768194190152,0,2,2,2,1.2
3727406020,1.0595879282468137,0,35,58,69,29.0,2.573148043414407,0,3,3,4,1.9,1.0595879282468137,0,13,15,18,8.700000000000001,4.648532431761127,0,1,1,1,0.6,1.2123705570902308,0,2,2,2,1.2
3727406021,0.6568440193791234,3,39,58,69,31.4,2.178556106183327,0,3,3,4,1.9,0.33841091317872823,2,13,15,18,9.5,3.766155243611364,0,1,1,1,0.6,0.6347256495033542,1,2,2,2,1.6
3727406022,0.09585422441228444,14,42,58,69,36.7,1.169588092600971,0,3,3,4,1.9,0.6420640404713011,4,13,15,18,10.299999999999999,3.534072865787526,0,1,1,1,0.6,1.615838078462098,0,2,2,2,1.2
3727406023,0.3511542671637532,7,40,58,69,33.300000000000004,1.8728367674164432,0,3,3,4,1.9,0.0,3,13,15,18,9.9,3.5157301735514315,0,1,1,1,0.6,0.880264440469091,1,2,2,2,1.6
3727501001,6.124367213104982,0,0,3,8,1.4,17.532697109466632,0,0,0,1,0.1,8.873520892472168,0,0,1,2,0.4,81.63325974541884,0,0,0,0,0.0,81.57967545323923,0,0,0,0,0.0
3727601001,9.485193047427822,0,0,4,17,2.5,9.674798664999047,0,0,1,2,0.4,7.900005215261511,0,0,2,5,0.9,41.05845291049276,0,0,0,0,0.0,39.815743290564846,0,0,0,0,0.0
3727701001,5.465784304285537,0,0,9,24,4.199999999999999,24.46267756903339,0,0,0,3,0.30000000000000004,9.89567942079006,0,0,1,8,1.0,39.871740203721984,0,0,0,0,0.0,27.647231666444053,0,0,0,1,0.1
3727801001,2.4417865643213905,0,4,53,69,18.7,7.642921715130827,0,0,3,4,0.9999999999999999,6.338240224044926,0,0,14,18,4.6000000000000005,10.690120508346508,0,0,1,1,0.3,7.322964884957839,0,0,2,2,0.6
3727901001,0.0,2,2,4,12,3.4000000000000004,6.869119676190926,0,0,1,1,0.3,16.41006618461361,0,0,0,3,0.30000000000000004,68.44668481134299,0,0,0,0,0.0,68.16218778708077,0,0,0,0,0.0
3728001001,6.912059387110503,0,0,3,10,1.6,6.912059387110503,0,0,1,1,0.3,10.682697270299252,0,0,1,1,0.3,63.91119264409087,0,0,0,0,0.0,63.585880311902365,0,0,0,0,0.0
3728101001,11.616813727305425,0,0,2,9,1.3,34.059662810459216,0,0,0,0,0.0,16.186463252199797,0,0,0,2,0.2,36.82163566944999,0,0,0,0,0.0,37.84496116050775,0,0,0,0,0.0
3728201001,6.160421711928621,0,0,15,26,5.6,6.160421711928621,0,0,1,2,0.4,6.444724234642936,0,0,3,5,1.0999999999999999,55.95238954854505,0,0,0,0,0.0,6.682011994682318,0,0,1,1,0.3
3728301001,9.561366389540254,0,0,1,12,1.4000000000000001,28.80488864956551,0,0,0,1,0.1,19.436723811618936,0,0,0,3,0.30000000000000004,36.81148065081869,0,0,0,0,0.0,36.90655963060126,0,0,0,0,0.0
3728401001,6.353081180826623,0,0,6,25,3.7,17.004619017217344,0,0,0,1,0.1,8.342143387825702,0,0,1,5,0.7,51.05033485979565,0,0,0,0,0.0,17.20190292888689,0,0,0,1,0.1
3728501001,9.921284121607341,0,0,2,9,1.3,30.051415768356474,0,0,0,0,0.0,14.14826718241275,0,0,1,3,0.5,87.62350320038126,0,0,0,0,0.0,87.95755494593197,0,0,0,0,0.0
3728601001,0.0,1,1,5,13,3.0,30.91994315577323,0,0,0,0,0.0,6.778262452790148,0,0,2,2,0.6,58.15409878383934,0,0,0,0,0.0,30.862520851353747,0,0,0,0,0.0
3728701001,0.0,1,1,5,23,4.0,24.12402883449015,0,0,0,1,0.1,3.754855690214153,0,1,1,5,1.0,49.36379209067701,0,0,0,0,0.0,24.271050273026187,0,0,0,1,0.1
3728801001,4.405031348126106,0,1,51,71,17.6,11.675887103671165,0,0,3,5,1.0999999999999999,5.990065491757362,0,0,14,20,4.800000000000001,14.372476005333237,0,0,1,1,0.3,11.150593938365745,0,0,2,2,0.6
3728901001,7.67583414223658,0,0,2,10,1.4,26.346325479100646,0,0,0,1,0.1,7.67583414223658,0,0,1,2,0.4,43.63103853429756,0,0,0,0,0.0,44.472928733564785,0,0,0,0,0.0
3729001001,12.641785584248684,0,0,4,66,7.4,17.821882789083297,0,0,0,3,0.30000000000000004,14.184737630908074,0,0,1,15,1.7000000000000002,20.307268563416905,0,0,0,1,0.1,19.520609389533607,0,0,0,2,0.2
3729101001,11.165492924974735,0,0,5,67,7.7,19.69478590476413,0,0,0,4,0.4,17.713890830408605,0,0,0,17,1.7000000000000002,17.713890830408605,0,0,0,1,0.1,19.13420778388187,0,0,0,2,0.2
3729201001,11.359594090341696,0,0,4,61,6.9,23.008115476369706,0,0,0,3,0.30000000000000004,12.509230326721667,0,0,1,15,1.7000000000000002,25.992873703244754,0,0,0,1,0.1,24.889062270336098,0,0,0,2,0.2
3729301001,6.675422525597318,0,0,1,12,1.4000000000000001,25.299861924767445,0,0,0,1,0.1,19.402891395397354,0,0,0,3,0.30000000000000004,39.641336852885914,0,0,0,0,0.0,39.60116109389215,0,0,0,0,0.0
3729401001,0.4757789051365465,1,41,57,69,31.0,0.4757789051365465,1,3,3,4,2.3000000000000003,1.3470865690397442,0,12,15,17,8.299999999999999,2.979105797234346,0,1,1,1,0.6,1.847245127260718,0,2,2,2,1.2
3729401002,0.3801417437559504,1,38,57,69,30.099999999999998,0.3801417437559504,1,3,3,4,2.3000000000000003,1.1591412950235647,0,12,15,17,8.299999999999999,3.0621629625339835,0,1,1,1,0.6,2.0551774763785726,0,2,2,2,1.2
3729401003,0.8695262405087211,1,35,56,69,29.0,1.7889976698762466,0,2,3,4,1.6,0.8695262405087211,1,10,15,17,8.1,4.287809211396438,0,1,1,1,0.6,1.609535530269378,0,2,2,2,1.2
3729401004,0.0,3,32,56,69,28.9,1.3950176064537523,0,1,3,4,1.3,0.0,2,10,15,18,8.600000000000001,4.127481256525849,0,1,1,1,0.6,2.740648273412084,0,2,2,2,1.2
3729401005,0.0,1,39,57,69,30.4,0.0,1,3,3,4,2.3000000000000003,1.3950176064537523,0,12,15,17,8.299999999999999,2.745316492636432,0,1,1,1,0.6,2.2925590292873217,0,2,2,2,1.2
3729401006,0.0,3,29,56,69,28.000000000000004,1.9279997903750445,0,1,3,4,1.3,0.0,2,9,15,18,8.3,4.6478981037908556,0,1,1,1,0.6,2.470899737072746,0,2,2,2,1.2
3729401007,1.3014300771577612,0,19,56,69,23.8,1.9608162729749066,0,1,3,4,1.3,1.3014300771577612,0,6,15,18,6.599999999999999,4.260095123903714,0,1,1,1,0.6,3.9213381663867226,0,2,2,2,1.2
3729401008,1.1691472655312518,0,40,57,67,30.1,1.3323162861713422,0,3,3,4,1.9,1.1783662551694447,0,13,15,17,8.6,2.070302881009751,0,1,1,1,0.6,1.5858968199894061,0,2,2,2,1.2
3729401009,0.8795624828547537,1,32,57,69,28.299999999999997,0.8795624828547537,1,2,3,4,2.0,1.1746422081275034,0,9,15,17,7.3999999999999995,3.199857900554028,0,1,1,1,0.6,3.083932410952827,0,2,2,2,1.2
3729401010,0.9988442371259004,2,40,57,67,30.9,1.2236728241898687,0,3,3,4,1.9,0.9988442371259004,1,13,15,17,8.999999999999998,1.6790855399414686,0,1,1,1,0.6,1.6724361137489543,0,2,2,2,1.2
3729601001,11.657921576278884,0,0,4,16,2.4000000000000004,13.597771604842979,0,0,1,2,0.4,5.171617821068848,0,0,2,5,0.9,36.052398166978456,0,0,0,0,0.0,35.20490392888947,0,0,0,0,0.0
3729701001,0.0,1,1,9,23,4.8,16.73012215393812,0,0,0,2,0.2,8.926339369762964,0,0,1,6,0.8,50.514643757157806,0,0,0,0,0.0,18.554053336869078,0,0,0,1,0.1
3729801001,6.786748375575439,0,0,5,24,3.4000000000000004,17.4982872945581,0,0,0,1,0.1,10.047006031828024,0,0,1,5,0.7,54.652656821267065,0,0,0,0,0.0,17.556197871055865,0,0,0,1,0.1
3729901001,8.862651465720482,0,0,3,19,2.5,31.96006100462878,0,0,0,0,0.0,14.071199005527385,0,0,1,3,0.5,33.39928024246999,0,0,0,0,0.0,33.8888022930365,0,0,0,0,0.0
3730001001,0.0,2,2,9,24,5.6,16.847682510535027,0,0,0,1,0.1,10.643323898719387,0,0,2,5,0.9,46.85007334980788,0,0,0,0,0.0,17.232696421119602,0,0,0,1,0.1
3730101001,5.013354175910613,0,0,3,13,1.9,23.632049742071636,0,0,0,1,0.1,16.959169552718606,0,0,0,4,0.4,53.299680129233465,0,0,0,0,0.0,56.36904994019417,0,0,0,0,0.0
3730201001,6.941324022840441,0,0,3,6,1.2,26.91261301737357,0,0,0,1,0.1,10.21710074085506,0,0,1,2,0.4,91.48456855574435,0,0,0,0,0.0,91.38817201935936,0,0,0,0,0.0
3730301001,6.354121202206326,0,0,2,8,1.2000000000000002,31.773507214614643,0,0,0,0,0.0,19.85809895224503,0,0,0,2,0.2,95.25336306357964,0,0,0,0,0.0,65.78367563094871,0,0,0,0,0.0
3730401001,8.457689105887404,0,0,2,14,1.8000000000000003,18.885815493727943,0,0,0,1,0.1,11.548868361426216,0,0,1,5,0.7,52.29795559320448,0,0,0,0,0.0,49.9763562384855,0,0,0,0,0.0
3730501001,4.449034568648639,0,1,5,19,3.2,26.547286570163813,0,0,0,1,0.1,9.4168018897353,0,0,2,5,0.9,56.973579388989336,0,0,0,0,0.0,26.5074885350069,0,0,0,1,0.1
3730601001,10.787314020820837,0,0,3,11,1.7,15.3079441516045,0,0,0,1,0.1,10.787314020820837,0,0,1,3,0.5,72.00965980834549,0,0,0,0,0.0,51.88640451602398,0,0,0,0,0.0
3730701001,14.381592736985215,0,0,2,14,1.8000000000000003,22.406410119271726,0,0,0,1,0.1,14.381592736985215,0,0,1,3,0.5,77.4377125162159,0,0,0,0,0.0,50.35692403111904,0,0,0,0,0.0
3730901001,12.947014176978211,0,0,6,22,3.4,29.787103290238,0,0,0,1,0.1,9.31916685830047,0,0,1,3,0.5,36.47772855482401,0,0,0,0,0.0,30.160868200753846,0,0,0,0,0.0
3731001001,9.385742162703973,0,0,4,67,7.500000000000001,9.385742162703973,0,0,1,4,0.6000000000000001,13.037892319544609,0,0,2,17,2.1,23.587906590590258,0,0,0,1,0.1,25.120831481116056,0,0,0,2,0.2
3731101001,8.664433670869302,0,0,2,5,0.9,35.26584279519349,0,0,0,0,0.0,10.19200647481422,0,0,1,1,0.3,96.41409361042714,0,0,0,0,0.0,96.57175042251318,0,0,0,0,0.0
3731201001,7.012775600581293,0,0,13,25,5.1,10.378227765685686,0,0,1,2,0.4,10.113955418438735,0,0,3,6,1.2,54.68528807685593,0,0,0,0,0.0,10.949545412097187,0,0,1,1,0.3
3731301001,0.0,1,1,3,15,2.8000000000000003,23.925124148555334,0,0,0,1,0.1,12.545934383214417,0,0,1,4,0.6000000000000001,69.32203329250643,0,0,0,0,0.0,23.591750282037967,0,0,0,1,0.1
3731401001,13.695337800556398,0,0,2,27,3.1,29.52744227173749,0,0,0,1,0.1,21.354341758394796,0,0,0,7,0.7000000000000001,30.070163015576334,0,0,0,0,0.0,30.317337928536798,0,0,0,0,0.0
3731501001,6.989841283146095,0,0,7,19,3.3000000000000003,23.455881805156167,0,0,0,2,0.2,14.09599545250302,0,0,1,5,0.7,40.453235261428425,0,0,0,0,0.0,30.788011657141936,0,0,0,0,0.0
3731601001,0.0,1,1,2,12,2.3,26.32958756687031,0,0,0,1,0.1,17.683825597153234,0,0,0,3,0.30000000000000004,48.36846209815753,0,0,0,0,0.0,41.979590609416476,0,0,0,0,0.0
3731701001,7.45747892548059,0,0,8,23,3.9,28.606461515007755,0,0,0,1,0.1,23.01512961672691,0,0,0,3,0.30000000000000004,42.58596366351643,0,0,0,0,0.0,29.512696233819007,0,0,0,1,0.1
3731801001,9.173276448421536,0,0,5,70,8.0,19.75792094955291,0,0,0,3,0.30000000000000004,10.517292080077139,0,0,1,16,1.8,22.959330889323965,0,0,0,1,0.1,19.61171676398035,0,0,0,2,0.2
3731901001,5.879213077044607,0,0,6,23,3.5,10.428417742489962,0,0,1,2,0.4,10.428417742489962,0,0,1,5,0.7,56.13131339133939,0,0,0,0,0.0,20.412831529348963,0,0,0,1,0.1
3732001001,7.290063554955152,0,0,3,14,2.0,33.52206723606006,0,0,0,0,0.0,11.029486751650131,0,0,1,3,0.5,44.43860786861475,0,0,0,0,0.0,36.15035037258343,0,0,0,0,0.0
3732101001,8.097962250172213,0,0,4,12,2.0,8.557015585241887,0,0,1,1,0.3,9.61278552086478,0,0,2,4,0.8,69.4513876131654,0,0,0,0,0.0,56.06166605313948,0,0,0,0,0.0
3732201001,2.992317511286115,0,2,42,68,15.799999999999999,7.458087591683453,0,0,2,4,0.8,0.0,1,1,11,18,4.7,12.103977476186081,0,0,1,1,0.3,13.253906567329516,0,0,2,2,0.6
