CUSEC,dist_min_infantil_y_primaria_km,n_infantil_y_primaria_1km,n_infantil_y_primaria_5km,n_infantil_y_primaria_15km,n_infantil_y_primaria_30km,disp_ponderada_infantil_y_primaria,dist_min_adultos_e_idiomas_km,n_adultos_e_idiomas_1km,n_adultos_e_idiomas_5km,n_adultos_e_idiomas_15km,n_adultos_e_idiomas_30km,disp_ponderada_adultos_e_idiomas,dist_min_secundaria_y_bachillerato_km,n_secundaria_y_bachillerato_1km,n_secundaria_y_bachillerato_5km,n_secundaria_y_bachillerato_15km,n_secundaria_y_bachillerato_30km,disp_ponderada_secundaria_y_bachillerato,dist_min_educación_especial_km,n_educación_especial_1km,n_educación_especial_5km,n_educación_especial_15km,n_educación_especial_30km,disp_ponderada_educación_especial,dist_min_formación_profesional_km,n_formación_profesional_1km,n_formación_profesional_5km,n_formación_profesional_15km,n_formación_profesional_30km,disp_ponderada_formación_profesional
0948001001,5.896099614725419,0,0,4,24,3.2,29.199711917211765,0,0,0,1,0.1,5.896099614725419,0,0,1,4,0.6000000000000001,29.224966432787664,0,0,0,1,0.1,20.690994428634216,0,0,0,2,0.2
0948201001,8.84065416346339,0,0,3,8,1.4,27.34473453934133,0,0,0,1,0.1,8.84065416346339,0,0,2,4,0.8,51.44400542160325,0,0,0,0,0.0,48.010134278443786,0,0,0,0,0.0
0948301001,7.107278078552867,0,0,10,17,3.7,11.64454783737465,0,0,2,3,0.7,10.246591749612644,0,0,2,3,0.7,11.65129359338978,0,0,1,1,0.3,10.42658087156487,0,0,1,1,0.3
0948501001,9.494443896464851,0,0,3,16,2.2,8.436070140395248,0,0,1,3,0.5,11.876914022353837,0,0,1,4,0.6000000000000001,48.173183312649975,0,0,0,0,0.0,22.459240929222922,0,0,0,1,0.1
0990101001,9.212869850444083,0,0,3,8,1.4,33.99491478578476,0,0,0,0,0.0,12.025757597975327,0,0,1,1,0.3,33.674553483065786,0,0,0,0,0.0,29.57094897139731,0,0,0,1,0.1
0990201001,0.0,1,1,6,37,5.6,17.82001341104385,0,0,0,3,0.30000000000000004,16.101411474707508,0,0,0,10,1.0,18.36599429542625,0,0,0,1,0.1,17.741867148595787,0,0,0,4,0.4
0990301001,0.7567684695799403,1,1,2,8,1.9000000000000001,48.885628297082754,0,0,0,0,0.0,0.0,1,1,3,4,1.7000000000000002,66.62801495936617,0,0,0,0,0.0,57.21081194086093,0,0,0,0,0.0
0990301002,0.0,1,1,2,8,1.9000000000000001,48.884188742678546,0,0,0,0,0.0,0.7567684695799403,1,1,3,4,1.7000000000000002,67.07460139083125,0,0,0,0,0.0,56.806397619025546,0,0,0,0,0.0
0990301003,0.49475775814836953,1,1,2,8,1.9000000000000001,48.90690971818581,0,0,0,0,0.0,0.263565622418656,1,1,3,4,1.7000000000000002,66.80099490413403,0,0,0,0,0.0,57.08920553358918,0,0,0,0,0.0
0990401001,11.783909318008867,0,0,6,37,4.9,15.489814657252602,0,0,0,4,0.4,14.243436409161772,0,0,3,10,1.6,16.95418718141038,0,0,0,1,0.1,15.89964790252227,0,0,0,4,0.4
0990501001,0.0,1,1,1,7,1.6,41.99825778406668,0,0,0,0,0.0,26.61237671082285,0,0,0,2,0.2,43.311160099849744,0,0,0,0,0.0,42.33133020588922,0,0,0,0,0.0
0990601001,0.0,1,1,2,38,4.9,22.858374270821717,0,0,0,3,0.30000000000000004,21.9230303451515,0,0,0,11,1.1,23.729125215319204,0,0,0,1,0.1,22.6857165190164,0,0,0,3,0.30000000000000004
0990701001,0.0,1,3,30,38,11.100000000000001,7.758577318450462,0,0,3,3,0.8999999999999999,7.773774287905777,0,0,9,10,2.8,8.320134333979595,0,0,1,1,0.3,7.773774287905777,0,0,4,4,1.2
0990801001,0.0,1,1,2,6,1.7000000000000002,40.76143374091641,0,0,0,0,0.0,14.761125611332147,0,0,1,4,0.6000000000000001,81.37198600304124,0,0,0,0,0.0,39.778252704259074,0,0,0,0,0.0
2400101001,10.855740650167757,0,0,2,6,1.0,34.577423662015775,0,0,0,0,0.0,19.73027227316189,0,0,0,1,0.1,61.77067662780649,0,0,0,0,0.0,58.984146966909336,0,0,0,0,0.0
2400201001,3.3700179139122057,0,1,7,30,4.7,24.877961461250752,0,0,0,1,0.1,12.18906822357384,0,0,1,6,0.8,41.17307058553525,0,0,0,0,0.0,43.32304303162694,0,0,0,0,0.0
2400301001,0.0,1,1,4,30,4.5,22.106331130447003,0,0,0,1,0.1,18.313356573859608,0,0,0,7,0.7000000000000001,38.03940615401264,0,0,0,0,0.0,54.690912591510546,0,0,0,0,0.0
2400401001,14.448798428686947,0,0,2,12,1.6,17.657284030610807,0,0,0,1,0.1,14.448798428686947,0,0,1,4,0.6000000000000001,46.37409982966555,0,0,0,0,0.0,45.52042770468147,0,0,0,0,0.0
2400501001,7.086234519162327,0,0,6,29,4.1,19.513406438170936,0,0,0,1,0.1,19.68168398440689,0,0,0,8,0.8,44.12045224847629,0,0,0,0,0.0,48.27793479896677,0,0,0,0,0.0
2400601001,5.342320286448071,0,0,5,61,7.1000000000000005,17.596492665046114,0,0,0,3,0.30000000000000004,14.75246834885824,0,0,1,17,1.9000000000000001,17.037422062516203,0,0,0,1,0.1,19.108591833802837,0,0,0,2,0.2
2400701001,4.4283855366049725,0,1,31,44,10.9,13.271400518111339,0,0,2,3,0.7,7.002521964994985,0,0,9,12,3.0,9.396728045465903,0,0,1,1,0.3,12.324309616078802,0,0,2,2,0.6
2400801001,0.39884136494664796,2,4,7,25,5.8999999999999995,0.39884136494664796,2,2,2,2,2.0,0.9711898427431078,1,1,3,7,2.0,1.4805146483886398,0,1,1,1,0.6,41.460169529333974,0,0,0,0,0.0
2400801002,0.0,2,4,7,25,5.8999999999999995,0.0,2,2,2,2,2.0,1.3168732216534678,0,1,3,7,1.6,1.2790125622920856,0,1,1,1,0.6,41.08221078100355,0,0,0,0,0.0
2400802001,0.0,1,4,7,24,5.4,1.0407002092204725,0,2,2,2,1.2,2.310220939880928,0,1,3,7,1.6,1.9662506984598414,0,1,1,1,0.6,40.689165684013645,0,0,0,0,0.0
2400802002,6.225892270764322,0,0,4,24,3.2,6.271903134478877,0,0,2,3,0.7,7.031780427072546,0,0,1,8,1.0,5.243139654805277,0,0,1,1,0.3,35.08075058471851,0,0,0,0,0.0
2400802003,1.2790125622920856,0,4,4,25,4.5,1.2790125622920856,0,2,2,2,1.2,1.7975930340278443,0,1,1,7,1.2000000000000002,0.0,1,1,1,1,1.0,40.2442417146081,0,0,0,0,0.0
2400803001,0.842909000059479,3,4,7,24,6.2,0.842909000059479,2,2,2,2,2.0,1.6573683974184796,0,1,3,7,1.6,2.119611192957587,0,1,1,1,0.6,41.58495673609093,0,0,0,0,0.0
2400803002,1.3168732216534678,0,4,7,25,5.1,1.3168732216534678,0,2,2,2,1.2,0.0,1,1,3,7,2.0,1.7975930340278443,0,1,1,1,0.6,42.039922564200666,0,0,0,0,0.0
2400901001,6.247266767435355,0,0,2,18,2.2,32.08947405446735,0,0,0,0,0.0,14.814398062848587,0,0,1,4,0.6000000000000001,27.52571777024724,0,0,0,1,0.1,31.609821931345945,0,0,0,0,0.0
2401001001,1.2540263988917033,0,3,7,28,5.1,22.52806701135035,0,0,0,2,0.2,2.842541398018888,0,2,3,6,1.8,22.884768056313522,0,0,0,1,0.1,42.43790063536953,0,0,0,0,0.0
2401001002,0.0,1,3,7,28,5.5,21.63801854060778,0,0,0,2,0.2,1.6911283382313453,0,2,3,6,1.8,21.9470667361866,0,0,0,1,0.1,43.06646201049951,0,0,0,0,0.0
2401001003,0.3866349483538234,1,3,7,28,5.5,22.02374980629408,0,0,0,2,0.2,2.0601662608586797,0,2,3,6,1.8,22.33069175564018,0,0,0,1,0.1,43.194456439181266,0,0,0,0,0.0
2401001004,1.6911283382313453,0,3,9,28,5.5,20.01144424250173,0,0,0,2,0.2,0.0,2,2,4,6,2.8000000000000003,20.295897045898478,0,0,0,1,0.1,43.10320125031635,0,0,0,0,0.0
2401001005,0.0,1,3,6,28,5.300000000000001,22.181512799165088,0,0,0,2,0.2,2.4475795514107106,0,2,3,6,1.8,22.395186924701342,0,0,0,1,0.1,44.816920610600704,0,0,0,0,0.0
2401001006,2.1508226314096826,0,3,8,28,5.3,23.78479426591828,0,0,0,2,0.2,3.7903308114450844,0,2,3,6,1.8,24.083494189286068,0,0,0,1,0.1,43.80773276900502,0,0,0,0,0.0
2401101001,7.404409581901867,0,0,3,13,1.9,32.75380873020786,0,0,0,0,0.0,14.554855333969549,0,0,1,4,0.6000000000000001,28.492824292044432,0,0,0,1,0.1,32.823448840568915,0,0,0,0,0.0
2401201001,7.862954981372017,0,0,3,14,2.0,35.169204356497985,0,0,0,0,0.0,11.198371256769843,0,0,1,3,0.5,38.17971015640275,0,0,0,0,0.0,35.868391721872676,0,0,0,0,0.0
2401401001,1.8162222549073308,0,4,10,40,7.199999999999999,3.123488536387527,0,1,1,3,0.8,1.8162222549073308,0,2,3,10,2.2,21.56453412935094,0,0,0,1,0.1,9.983534287314471,0,0,1,2,0.4
2401401002,1.0906738550280373,0,5,11,41,7.8,1.0906738550280373,0,1,1,3,0.8,1.4228733878092583,0,2,3,10,2.2,19.78094282376175,0,0,0,1,0.1,8.39156499603472,0,0,1,2,0.4
2401401003,0.0,2,4,11,41,8.3,1.7866798526485643,0,1,1,3,0.8,0.0,2,2,3,10,3.0,19.768727577232763,0,0,0,1,0.1,8.169852545066558,0,0,1,2,0.4
2401401004,0.66417316783283,2,5,11,41,8.6,1.135402085429041,0,1,1,3,0.8,0.66417316783283,2,2,3,10,3.0,19.278884201977085,0,0,0,1,0.1,7.736278716308285,0,0,1,2,0.4
2401401005,0.0,2,5,15,43,9.6,0.0,1,1,1,3,1.2,1.7866798526485643,0,2,3,10,2.2,18.691080597441736,0,0,0,1,0.1,7.334919791401174,0,0,2,2,0.6
2401401006,4.291800294496411,0,2,12,43,7.300000000000001,5.453050775299281,0,0,1,3,0.5,4.291800294496411,0,2,3,10,2.2,18.827535873480137,0,0,0,1,0.1,7.49232043173799,0,0,1,2,0.4
2401401007,0.7910519773222825,2,5,11,43,8.8,1.3265260435392745,0,1,1,3,0.8,0.7910519773222825,2,2,3,10,3.0,18.984802970453387,0,0,0,1,0.1,7.4018191164244005,0,0,1,2,0.4
2401501001,4.522135700922754,0,2,14,52,8.6,13.914590382016618,0,0,2,5,0.9,0.0,1,1,4,16,3.1,15.192297082214854,0,0,0,2,0.2,28.940154216533635,0,0,0,1,0.1
2401501002,5.072609324771058,0,0,14,34,6.2,12.781672081502926,0,0,2,3,0.7,5.213146783616328,0,0,4,10,1.8,13.995251341189647,0,0,1,1,0.3,31.2541699131081,0,0,0,0,0.0
2401601001,0.0,1,1,5,33,5.0,19.743852555163333,0,0,0,2,0.2,9.740039109041634,0,0,1,8,1.0,21.427388821961735,0,0,0,1,0.1,21.27469533807058,0,0,0,2,0.2
2401701001,4.9844268756964265,0,1,7,50,6.699999999999999,27.987425645393166,0,0,0,3,0.30000000000000004,5.249434222151782,0,0,1,16,1.8,27.6745866580918,0,0,0,1,0.1,29.388034899515542,0,0,0,1,0.1
2401801001,7.236034883815779,0,0,3,7,1.2999999999999998,41.200036177577125,0,0,0,0,0.0,14.789261721918805,0,0,1,2,0.4,40.169826590080795,0,0,0,0,0.0,41.80096985998702,0,0,0,0,0.0
2401901001,4.930854759949641,0,1,10,45,6.8,19.255654765232634,0,0,0,3,0.30000000000000004,6.485589907060524,0,0,2,12,1.6,19.11661993910724,0,0,0,1,0.1,15.274649327338176,0,0,0,2,0.2
2402001001,12.385993056958023,0,0,2,9,1.3,23.026552949361854,0,0,0,1,0.1,22.18757563732702,0,0,0,1,0.1,73.41553042513722,0,0,0,0,0.0,71.20271364325588,0,0,0,0,0.0
2402101001,0.0,1,1,4,10,2.5,36.90809730644633,0,0,0,0,0.0,0.0,1,1,1,2,1.1,42.252488840439035,0,0,0,0,0.0,39.38031142028881,0,0,0,0,0.0
2402201001,5.285659634761699,0,0,26,39,9.1,13.447247025529252,0,0,2,3,0.7,8.032434327230467,0,0,7,9,2.3000000000000003,12.347620793329806,0,0,1,1,0.3,14.530401910948852,0,0,1,2,0.4
2402301001,11.207124846594656,0,0,5,20,3.0,11.685491951332605,0,0,2,3,0.7,12.759574337731642,0,0,1,6,0.8,11.005423343024392,0,0,1,1,0.3,29.511103460098138,0,0,0,1,0.1
2402401001,0.0,1,1,2,6,1.7000000000000002,34.280316322207945,0,0,0,0,0.0,15.35155723935387,0,0,0,3,0.30000000000000004,33.25823805692697,0,0,0,0,0.0,34.74441622587006,0,0,0,0,0.0
2402501001,9.93620235235641,0,0,2,7,1.1,33.62233740810359,0,0,0,0,0.0,27.19343547990566,0,0,0,1,0.1,68.7463676548355,0,0,0,0,0.0,66.06308988979293,0,0,0,0,0.0
2402601001,6.911852637927412,0,0,12,62,8.6,21.19530250518152,0,0,0,5,0.5,6.91853165822544,0,0,3,19,2.5,22.31955693889194,0,0,0,2,0.2,25.994700347307486,0,0,0,2,0.2
2402701001,0.0,1,2,30,46,11.6,7.950241010530081,0,0,2,3,0.7,5.445767093983296,0,0,7,12,2.6,5.445767093983296,0,0,1,1,0.3,6.7708863868433955,0,0,2,2,0.6
2402801001,9.424545414087081,0,0,3,56,6.200000000000001,20.809794742872334,0,0,0,3,0.30000000000000004,10.49319249601155,0,0,1,15,1.7000000000000002,20.0373869558151,0,0,0,1,0.1,22.329370473786177,0,0,0,2,0.2
2402901001,0.0,1,1,5,9,2.6,13.021095511117332,0,0,1,1,0.3,13.021095511117332,0,0,1,2,0.4,58.24009880845007,0,0,0,0,0.0,49.148656399120675,0,0,0,0,0.0
2403001001,1.6184117443674497,0,3,29,45,11.2,11.179292296176131,0,0,2,3,0.7,1.6184117443674497,0,1,7,12,2.9,6.617960176260773,0,0,1,1,0.3,10.755704411873085,0,0,1,2,0.4
2403001002,0.0,1,3,29,43,11.4,10.917335547726534,0,0,2,3,0.7,0.0,1,1,7,12,3.3,6.382088974374205,0,0,1,1,0.3,10.696939353355644,0,0,1,2,0.4
2403001003,0.0,1,1,19,44,8.899999999999999,15.023877669322312,0,0,0,3,0.30000000000000004,5.329021359044658,0,0,5,12,2.2,10.548185162203279,0,0,1,1,0.3,14.417590131594494,0,0,1,2,0.4
2403001004,2.5217535909551696,0,2,26,43,10.099999999999998,13.372978028254286,0,0,2,3,0.7,2.5217535909551696,0,1,7,12,2.9,8.810114305999724,0,0,1,1,0.3,13.069636253681649,0,0,1,2,0.4
2403101001,7.725798562957563,0,0,3,6,1.2,45.49786395581653,0,0,0,0,0.0,9.617968953598284,0,0,1,2,0.4,44.47757730834554,0,0,0,0,0.0,45.90434344495654,0,0,0,0,0.0
2403201001,7.086340413862118,0,0,5,23,3.3,21.890625022167143,0,0,0,1,0.1,8.724146626561257,0,0,1,5,0.7,48.6345360989037,0,0,0,0,0.0,50.89468278547734,0,0,0,0,0.0
2403301001,9.99297029213282,0,0,8,58,7.4,17.01032428368259,0,0,0,3,0.30000000000000004,14.180955559625348,0,0,2,15,1.9,16.212503730507866,0,0,0,1,0.1,18.52259689523044,0,0,0,2,0.2
2403401001,2.604627685801465,0,7,28,44,12.1,6.452865698199287,0,0,2,3,0.7,2.604627685801465,0,2,7,12,3.2,2.604627685801465,0,1,1,1,0.6,6.628416346984862,0,0,2,2,0.6
2403401002,2.3551627447442933,0,4,29,44,11.4,8.626103704476145,0,0,2,3,0.7,2.3551627447442933,0,2,7,12,3.2,4.062737580136422,0,1,1,1,0.6,8.350965691534038,0,0,2,2,0.6
2403401003,0.0,1,4,28,46,11.8,6.862682752016932,0,0,2,3,0.7,2.5593641559715894,0,2,7,12,3.2,2.5593641559715894,0,1,1,1,0.6,6.282075687576427,0,0,2,2,0.6
2403601001,12.173889540881598,0,0,2,16,2.0,34.61843828343086,0,0,0,0,0.0,12.173889540881598,0,0,1,4,0.6000000000000001,31.0596249294282,0,0,0,0,0.0,32.497603642962986,0,0,0,0,0.0
2403701001,10.531156884405958,0,0,3,11,1.7,41.17818961733928,0,0,0,0,0.0,17.52779888695743,0,0,0,3,0.30000000000000004,43.08532611933535,0,0,0,0,0.0,39.80858358276503,0,0,0,0,0.0
2403801001,0.0,1,5,27,43,11.6,10.772259131443782,0,0,2,3,0.7,3.6320311885480656,0,1,7,12,2.9,6.890819990880522,0,0,1,1,0.3,11.023887431791087,0,0,1,2,0.4
2403801002,0.0,1,4,28,42,11.4,11.986930387129654,0,0,2,3,0.7,7.49545084171537,0,0,8,12,2.8,9.210144914107994,0,0,1,1,0.3,12.651751561088926,0,0,1,2,0.4
2403901001,0.0,2,3,8,62,9.5,21.78921611484167,0,0,0,5,0.5,0.0,1,1,2,17,2.8,22.989406123293833,0,0,0,2,0.2,24.19836697632251,0,0,0,2,0.2
2403901002,0.0,1,3,8,63,9.2,19.278447340050246,0,0,0,5,0.5,4.038469068374132,0,1,3,17,2.6,21.432239310187878,0,0,0,2,0.2,20.64628110549009,0,0,0,2,0.2
2404001001,9.056471508982208,0,0,7,47,6.1,25.992689947882774,0,0,0,3,0.30000000000000004,9.056471508982208,0,0,2,14,1.8000000000000003,28.923435933309328,0,0,0,1,0.1,26.389095661030844,0,0,0,2,0.2
2404101001,6.327348230092865,0,0,10,34,5.4,17.33574875637018,0,0,0,2,0.2,7.421347970488544,0,0,3,8,1.4,15.31536745077703,0,0,0,1,0.1,18.25011901421473,0,0,0,2,0.2
2404201001,8.514302685877237,0,0,5,15,2.5,31.795808964479807,0,0,0,0,0.0,13.960255950716684,0,0,2,2,0.6,43.31108938528689,0,0,0,0,0.0,45.65498506009163,0,0,0,0,0.0
2404301001,11.061957195414422,0,0,3,29,3.5,22.686699878045008,0,0,0,2,0.2,20.7695435831497,0,0,0,6,0.6000000000000001,26.26459649228519,0,0,0,1,0.1,24.240929099351327,0,0,0,2,0.2
2404401001,9.220065826267872,0,0,2,13,1.7000000000000002,16.56810696557299,0,0,0,2,0.2,15.71995994910423,0,0,0,5,0.5,15.60242582521881,0,0,0,1,0.1,43.72817874672513,0,0,0,0,0.0
2404601001,8.975932098281694,0,0,6,21,3.3,29.464049885361934,0,0,0,2,0.2,14.317822167737283,0,0,2,6,1.0,29.169751054592002,0,0,0,1,0.1,57.13977577488415,0,0,0,0,0.0
2404701001,0.0,1,1,2,12,2.3,29.557783635507004,0,0,0,2,0.2,25.02876939205712,0,0,0,4,0.4,28.655788410969627,0,0,0,1,0.1,51.52090476917533,0,0,0,0,0.0
2404901001,0.0,1,3,23,43,10.2,3.6534378613491687,0,1,3,3,1.2,5.437152452138053,0,0,7,10,2.4000000000000004,16.637617660814428,0,0,0,1,0.1,6.6151075133832515,0,0,2,2,0.6
2405001001,10.866045851171416,0,0,1,11,1.3,39.0047488290135,0,0,0,0,0.0,21.056564299771445,0,0,0,3,0.30000000000000004,37.974352942342236,0,0,0,0,0.0,40.167651386546,0,0,0,0,0.0
2405101001,11.727133245450457,0,0,1,9,1.1,30.595757170668175,0,0,0,0,0.0,13.462599092045794,0,0,1,3,0.5,48.73308181187979,0,0,0,0,0.0,49.00621109299503,0,0,0,0,0.0
2405201001,7.386399028875141,0,0,3,12,1.7999999999999998,18.179580107142318,0,0,0,1,0.1,7.386399028875141,0,0,1,3,0.5,43.56564486511247,0,0,0,0,0.0,42.26181570003856,0,0,0,0,0.0
2405301001,6.062183807175767,0,0,8,33,4.9,28.44224085151318,0,0,0,2,0.2,8.589291342626215,0,0,3,7,1.2999999999999998,28.800128757709285,0,0,0,1,0.1,44.096434015812655,0,0,0,0,0.0
2405401001,2.711599109013079,0,1,11,25,5.0,13.364004999571776,0,0,1,1,0.3,13.545899126595454,0,0,4,6,1.4,52.7666864630731,0,0,0,0,0.0,54.87833516127688,0,0,0,0,0.0
2405501001,4.091917813443545,0,1,10,62,8.5,16.09944656204853,0,0,0,5,0.5,6.817181603849007,0,0,4,17,2.5,18.546407727862082,0,0,0,2,0.2,17.456294276011416,0,0,0,2,0.2
2405601001,6.108450827388172,0,0,4,13,2.1,19.89800540174905,0,0,0,1,0.1,9.729153791360682,0,0,1,3,0.5,48.30395727457527,0,0,0,0,0.0,46.17832704232269,0,0,0,0,0.0
2405601002,0.0,2,2,4,12,3.4000000000000004,22.474357259693615,0,0,0,1,0.1,0.0,1,1,1,3,1.2,40.38925268067548,0,0,0,0,0.0,38.62407488128094,0,0,0,0,0.0
2405701001,6.6151075133832515,0,0,28,45,10.100000000000001,7.334919791401174,0,0,3,3,0.8999999999999999,8.169852545066558,0,0,8,11,2.7,11.665925481161786,0,0,1,1,0.3,0.0,1,1,2,2,1.3
2405801001,11.825614817087175,0,0,2,53,5.7,21.86686509414281,0,0,0,3,0.30000000000000004,11.825614817087175,0,0,2,14,1.8000000000000003,20.933601324311518,0,0,0,1,0.1,23.290584263404988,0,0,0,2,0.2
2405901001,0.0,1,1,8,34,5.7,21.301687913529435,0,0,0,2,0.2,5.326929369728486,0,0,2,9,1.3,17.26199483504672,0,0,0,1,0.1,21.513075634361666,0,0,0,2,0.2
2406001001,9.883095499820392,0,0,3,11,1.7,26.72060111988397,0,0,0,1,0.1,12.706769896999269,0,0,1,3,0.5,51.703404809787074,0,0,0,0,0.0,49.16871863768558,0,0,0,0,0.0
2406101001,0.0,2,2,17,55,10.3,14.977572607986412,0,0,1,3,0.5,8.84693401326807,0,0,3,14,2.0,17.814089005114653,0,0,0,1,0.1,15.16587733230752,0,0,0,2,0.2
2406201001,8.537957319430648,0,0,4,54,6.2,23.8156717881644,0,0,0,3,0.30000000000000004,7.615053650874685,0,0,1,14,1.6,23.02254077903844,0,0,0,1,0.1,25.330180361832,0,0,0,2,0.2
2406301001,10.990830570178346,0,0,3,12,1.7999999999999998,27.3406564683634,0,0,0,1,0.1,10.990830570178346,0,0,1,4,0.6000000000000001,34.8835895559711,0,0,0,0,0.0,33.90372818802679,0,0,0,0,0.0
2406401001,0.0,1,1,33,45,11.8,11.287225857286437,0,0,3,3,0.8999999999999999,6.750966549988145,0,0,10,11,3.1,10.497601524976117,0,0,1,1,0.3,6.884443378318517,0,0,2,2,0.6
2406501001,6.116922818119756,0,0,28,64,12.0,12.58764624480478,0,0,3,3,0.8999999999999999,9.966100660950437,0,0,11,19,4.1,12.543585103367246,0,0,1,1,0.3,13.82407801173858,0,0,1,2,0.4
2406501002,6.918328977491476,0,0,13,69,9.5,18.193136258943564,0,0,0,5,0.5,13.640031674392773,0,0,4,20,2.8,18.312061320104853,0,0,0,2,0.2,19.253716877171676,0,0,0,2,0.2
2406601001,8.033787842583108,0,0,3,18,2.4,14.582303253786074,0,0,2,2,0.6,13.515005615469464,0,0,3,6,1.2,13.856452643969979,0,0,1,1,0.3,46.30038198854246,0,0,0,0,0.0
2406701001,0.0,2,2,3,8,2.8,28.45311120184268,0,0,0,1,0.1,20.708090631730045,0,0,0,2,0.2,34.44100572307319,0,0,0,0,0.0,33.6301981894893,0,0,0,0,0.0
2406801001,7.6956084215351135,0,0,5,11,2.1,30.17644490891779,0,0,0,0,0.0,8.30699762389033,0,0,2,2,0.6,35.43543117070751,0,0,0,0,0.0,33.2118326890732,0,0,0,0,0.0
2406901001,6.900245844653205,0,0,2,9,1.3,49.62315938248172,0,0,0,0,0.0,9.434479309032147,0,0,1,4,0.6000000000000001,50.98987285179736,0,0,0,0,0.0,46.566476018306105,0,0,0,0,0.0
2407001001,0.0,2,3,9,43,7.800000000000001,23.904805093422777,0,0,0,3,0.30000000000000004,0.0,1,1,2,11,2.2,21.118763471802556,0,0,0,1,0.1,20.473912715583467,0,0,0,2,0.2
2407001002,2.3996380972257727,0,2,9,43,6.7,23.973610827997206,0,0,0,3,0.30000000000000004,2.3996380972257727,0,1,2,12,1.9,21.615260728044312,0,0,0,1,0.1,19.630435171630882,0,0,0,2,0.2
2407001003,3.50916163756481,0,2,9,44,6.8,24.938692103344913,0,0,0,4,0.4,3.50916163756481,0,1,2,13,2.0,23.330437410856423,0,0,0,1,0.1,20.948661957067376,0,0,0,2,0.2
2407001004,2.5503843756506295,0,2,9,43,6.7,24.621834794028757,0,0,0,3,0.30000000000000004,2.5503843756506295,0,1,2,12,1.9,22.381289356299654,0,0,0,1,0.1,20.373797740207806,0,0,0,2,0.2
2407101001,6.727471654096263,0,0,8,37,5.300000000000001,9.300352796546168,0,0,1,3,0.5,7.879400848606493,0,0,2,9,1.3,27.567206306922415,0,0,0,1,0.1,15.90554744467323,0,0,0,2,0.2
2407301001,5.371004021690552,0,0,6,46,5.8,26.867837624789278,0,0,0,3,0.30000000000000004,4.620766557763846,0,1,1,13,1.8000000000000003,26.147136825792085,0,0,0,1,0.1,28.395225113986164,0,0,0,2,0.2
2407401001,6.789128461284878,0,0,6,21,3.3,26.59723246106659,0,0,0,1,0.1,10.904597961723677,0,0,1,5,0.7,45.85322733497076,0,0,0,0,0.0,48.159506388741136,0,0,0,0,0.0
2407601001,10.269189551453142,0,0,18,51,8.7,16.03970870324536,0,0,0,3,0.30000000000000004,10.269189551453142,0,0,2,15,1.9,17.545094284113272,0,0,0,1,0.1,14.269361512408524,0,0,1,2,0.4
2407701001,8.329353970747103,0,0,3,8,1.4,44.44588539369528,0,0,0,0,0.0,16.173903491803287,0,0,0,3,0.30000000000000004,43.40963131971411,0,0,0,0,0.0,45.31178916647118,0,0,0,0,0.0
2407801001,0.0,1,1,3,20,3.3000000000000003,26.97342859498047,0,0,0,1,0.1,6.965420909013241,0,0,1,5,0.7,51.696622676463704,0,0,0,0,0.0,50.747932208654305,0,0,0,0,0.0
2407901001,11.514411892505203,0,0,1,45,4.7,24.63391032660482,0,0,0,3,0.30000000000000004,17.0611282157743,0,0,0,13,1.3,24.630709646313452,0,0,0,1,0.1,23.563790305238065,0,0,0,2,0.2
2408001001,2.9636105480687114,0,2,2,9,1.9,51.33835692118927,0,0,0,0,0.0,10.368077608525313,0,0,1,2,0.4,53.7900585520336,0,0,0,0,0.0,49.581537411855855,0,0,0,0,0.0
2408101001,13.6401222155918,0,0,3,48,5.4,25.922102801166652,0,0,0,3,0.30000000000000004,10.938268729001999,0,0,2,13,1.7000000000000002,24.972524369816405,0,0,0,1,0.1,27.32470445124274,0,0,0,2,0.2
2408201001,0.0,1,4,16,47,9.5,14.337933252289947,0,0,2,5,0.9,2.8911386261558847,0,2,4,15,2.9,15.538408290135377,0,0,0,2,0.2,29.706677330053456,0,0,0,1,0.1
2408301001,0.0,1,1,1,22,3.1,19.189161242405618,0,0,0,2,0.2,17.507690183375143,0,0,0,5,0.5,35.42717236407258,0,0,0,0,0.0,24.607557113584573,0,0,0,1,0.1
2408401001,7.583555801154681,0,0,1,13,1.5000000000000002,41.94543571160081,0,0,0,0,0.0,20.353439554523703,0,0,0,4,0.4,44.37511288912239,0,0,0,0,0.0,46.7113986177948,0,0,0,0,0.0
2408601001,12.11477540907103,0,0,2,11,1.5,45.384993332906454,0,0,0,0,0.0,21.59718051337615,0,0,0,4,0.4,44.357171686224646,0,0,0,0,0.0,46.56671010950137,0,0,0,0,0.0
2408701001,3.3229848733924716,0,1,11,32,5.7,28.997692020765914,0,0,0,2,0.2,3.3229848733924716,0,1,3,7,1.6,29.7272746009221,0,0,0,1,0.1,35.1586876797183,0,0,0,0,0.0
2408801001,0.0,1,1,8,31,5.4,26.10309033807467,0,0,0,1,0.1,14.429480940533844,0,0,2,9,1.3,39.379438693835276,0,0,0,0,0.0,41.35011053972381,0,0,0,0,0.0
2408901001,0.2645805226085526,7,34,38,58,26.4,0.2645805226085526,1,3,3,3,2.2,0.270698962309548,4,10,11,15,8.299999999999999,1.829249710905513,0,1,1,1,0.6,0.5291770461791738,1,2,2,2,1.6
