CUSEC,dist_min_especializada_km,n_especializada_1km,n_especializada_5km,n_especializada_15km,n_especializada_30km,disp_ponderada_especializada,dist_min_primaria_km,n_primaria_1km,n_primaria_5km,n_primaria_15km,n_primaria_30km,disp_ponderada_primaria
0921904003,2.971798038923348,0,1,1,1,0.6,2.049803587635194,0,3,3,7,2.1999999999999997
0922001001,15.613313202865418,0,0,0,1,0.1,13.683656741910882,0,0,2,11,1.5
0922101001,10.32022406251098,0,0,3,3,0.8999999999999999,8.489495492566528,0,0,16,18,5.0
0922301001,54.34012371144123,0,0,0,0,0.0,7.385382658603772,0,0,4,11,1.9
0922401001,18.630010651635658,0,0,0,3,0.30000000000000004,16.296563611147764,0,0,0,22,2.2
0922501001,51.69371901372067,0,0,0,0,0.0,12.4455802560543,0,0,4,10,1.8
0922601001,53.92306630009154,0,0,0,0,0.0,17.820640168397603,0,0,0,5,0.5
0922701001,24.299542487868926,0,0,0,3,0.30000000000000004,16.0618004580334,0,0,0,20,2.0
0922801001,15.472071591991906,0,0,0,2,0.2,14.265773927130263,0,0,2,13,1.7000000000000002
0922901001,23.2148484957695,0,0,0,2,0.2,9.21934486738408,0,0,6,12,2.4
0923001001,27.206112814228646,0,0,0,1,0.1,5.409342222700197,0,0,6,8,1.9999999999999998
0923101001,32.96656025140195,0,0,0,0,0.0,11.868703906064766,0,0,2,4,0.8
0923201001,51.91036011868392,0,0,0,0,0.0,9.8677501968543,0,0,2,8,1.2000000000000002
0923501001,23.245461357402807,0,0,0,2,0.2,9.826929195411292,0,0,2,12,1.6
0923601001,25.391786322183375,0,0,0,3,0.30000000000000004,2.57657391707991,0,2,2,20,3.0
0923801001,29.024681219366993,0,0,0,1,0.1,0.0,1,1,4,12,2.7
0923901001,18.02836225353434,0,0,0,2,0.2,17.3187734705655,0,0,0,8,0.8
0924101001,9.041392858087034,0,0,3,3,0.8999999999999999,6.869255311081009,0,0,16,18,5.0
0924201001,39.194977994691584,0,0,0,0,0.0,7.089296373428698,0,0,2,12,1.6
0924301001,41.007935275765675,0,0,0,0,0.0,5.9968703621925386,0,0,2,10,1.4
0924401001,26.381928501280203,0,0,0,1,0.1,14.141985183677747,0,0,1,12,1.4000000000000001
0924601001,57.15180898067072,0,0,0,0,0.0,6.440167916961346,0,0,4,10,1.8
0924701001,43.54290696460884,0,0,0,0,0.0,10.393306503127521,0,0,6,14,2.5999999999999996
0924801001,25.673880012810407,0,0,0,3,0.30000000000000004,22.84331360208746,0,0,0,19,1.9000000000000001
0924901001,28.86439642765813,0,0,0,1,0.1,4.66944508543047,0,2,2,9,1.9
0925001001,24.912255818636375,0,0,0,3,0.30000000000000004,0.0,2,2,2,18,3.6
0925101001,11.365972163097545,0,0,1,1,0.3,15.263103491930812,0,0,0,11,1.1
0925301001,13.0886790967542,0,0,2,2,0.6,13.118079753474811,0,0,4,12,2.0
0925501001,18.918976688052258,0,0,0,1,0.1,7.925733715822855,0,0,3,11,1.7
0925601001,26.200304527358185,0,0,0,2,0.2,7.516033361399294,0,0,2,12,1.6
0925701001,23.98919822343587,0,0,0,3,0.30000000000000004,8.72375065660279,0,0,2,22,2.6
0925801001,37.30638505542011,0,0,0,0,0.0,17.01860377943403,0,0,0,10,1.0
0925901001,13.285042534503201,0,0,3,3,0.8999999999999999,13.567248631561352,0,0,9,20,3.8
0926101001,18.545806398509704,0,0,0,2,0.2,11.243274518707898,0,0,1,9,1.1
0926201001,38.199436837510696,0,0,0,0,0.0,18.36355993353007,0,0,0,8,0.8
0926501001,33.989503403026404,0,0,0,0,0.0,7.732605110945044,0,0,3,8,1.4
0926601001,37.054294607068975,0,0,0,0,0.0,12.72099405146553,0,0,1,5,0.7
0926701001,26.94741868018363,0,0,0,2,0.2,9.35356097809571,0,0,2,6,1.0
0926801001,42.19258155498588,0,0,0,0,0.0,12.05252989877571,0,0,4,8,1.6
0926901001,44.61905797716916,0,0,0,0,0.0,4.688427729304475,0,2,2,7,1.7
0927001001,24.09213416871107,0,0,0,2,0.2,15.780151440812872,0,0,0,8,0.8
0927201001,31.556684191015368,0,0,0,0,0.0,13.33366410872728,0,0,1,8,1.0
0927301001,31.258831341735217,0,0,0,0,0.0,6.11795821968371,0,0,2,6,1.0
0927401001,40.57791930705649,0,0,0,0,0.0,0.0,1,1,3,5,1.8
0927501001,22.55110147507735,0,0,0,3,0.30000000000000004,8.403987744606141,0,0,2,20,2.4
0927601001,17.23310498235928,0,0,0,1,0.1,12.099707538554311,0,0,5,5,1.5
0927701001,35.27189239555147,0,0,0,0,0.0,16.37755152631943,0,0,0,4,0.4
0927901001,9.970875835024485,0,0,2,2,0.6,8.91281848372323,0,0,4,9,1.7
0928001001,32.57515286672889,0,0,0,0,0.0,4.82174789819867,0,2,3,8,2.0
0928101001,11.451243840430626,0,0,2,2,0.6,11.38135331589815,0,0,4,8,1.6
0928301001,24.356171830721944,0,0,0,1,0.1,8.54478753080097,0,0,5,11,2.1
0928701001,8.581034448040516,0,0,3,3,0.8999999999999999,10.047694107781423,0,0,16,18,5.0
0928801001,13.036095721888314,0,0,2,3,0.7,12.053411260677514,0,0,11,21,4.3
0928901001,53.063066967269656,0,0,0,0,0.0,0.0,2,2,2,8,2.6
0928901002,51.63007553687546,0,0,0,0,0.0,4.34601149841475,0,2,4,8,2.1999999999999997
0929201001,24.65057865876811,0,0,0,3,0.30000000000000004,10.812998755092707,0,0,2,22,2.6
0929401001,37.11773560768558,0,0,0,0,0.0,2.888833304541507,0,2,2,4,1.4
0929501001,37.79687318863192,0,0,0,0,0.0,19.54497225732088,0,0,0,6,0.6000000000000001
0929701001,11.747200628145126,0,0,3,3,0.8999999999999999,11.369477308181349,0,0,13,20,4.6
0929801001,22.27641276124226,0,0,0,1,0.1,11.842878964663687,0,0,4,11,1.9
0930101001,4.0541852845073905,0,2,3,3,1.5,5.39677477099188,0,0,16,18,5.0
0930201001,47.98609241052869,0,0,0,0,0.0,11.784203994078634,0,0,4,10,1.8
0930301001,33.74736137601961,0,0,0,0,0.0,7.117761404630138,0,0,3,7,1.2999999999999998
0930401001,12.177483334095799,0,0,3,3,0.8999999999999999,11.259442227728357,0,0,12,20,4.3999999999999995
0930601001,29.96446382128212,0,0,0,1,0.1,11.721302998146857,0,0,4,11,1.9
0930701001,31.104674008870855,0,0,0,0,0.0,10.51993637287277,0,0,2,5,0.9
0930801001,28.06474025332251,0,0,0,1,0.1,7.5460024175455604,0,0,2,8,1.2000000000000002
0930901001,46.80235785244013,0,0,0,0,0.0,6.270351371951922,0,0,4,8,1.6
0931001001,28.617539672033097,0,0,0,2,0.2,6.489499851281431,0,0,2,15,1.9
0931101001,39.422400544464544,0,0,0,0,0.0,18.65717280439572,0,0,0,6,0.6000000000000001
0931201001,47.24074402937588,0,0,0,0,0.0,7.261050331412837,0,0,2,8,1.2000000000000002
0931401001,21.928366755833377,0,0,0,3,0.30000000000000004,19.806384651956172,0,0,0,18,1.8
0931501001,14.111623573887856,0,0,1,3,0.5,12.26973770866139,0,0,15,20,5.0
0931601001,36.2567501682043,0,0,0,0,0.0,16.387178806735342,0,0,0,8,0.8
0931701001,44.110617020211855,0,0,0,0,0.0,9.384854608729018,0,0,4,8,1.6
0931801001,44.209336409989184,0,0,0,0,0.0,15.181398606378547,0,0,0,7,0.7000000000000001
0932101001,19.495016100300763,0,0,0,2,0.2,0.0,2,2,2,10,2.8
0932101002,19.097066235407233,0,0,0,2,0.2,0.5343425942016011,2,2,2,10,2.8
0932301001,30.381229244674937,0,0,0,0,0.0,9.747028082269901,0,0,2,10,1.4
0932501001,42.77139156292091,0,0,0,0,0.0,16.964004866102236,0,0,0,8,0.8
0932601001,9.228231650837072,0,0,3,3,0.8999999999999999,8.001899822650891,0,0,16,18,5.0
0932701001,23.247162582110477,0,0,0,3,0.30000000000000004,13.9235410790683,0,0,2,23,2.7
0932801001,20.602160909592094,0,0,0,1,0.1,12.944342278085806,0,0,2,12,1.6
0932901001,28.34681114363649,0,0,0,1,0.1,7.573068115697197,0,0,1,12,1.4000000000000001
0933001001,49.280007413425984,0,0,0,0,0.0,0.0,2,2,2,8,2.6
0933201001,9.167319429190558,0,0,3,3,0.8999999999999999,7.333418798461219,0,0,16,18,5.0
0933401001,32.01448393073881,0,0,0,0,0.0,3.738977362972551,0,2,2,8,1.8
0933501001,21.376233430035054,0,0,0,3,0.30000000000000004,18.246052275202032,0,0,0,19,1.9000000000000001
0933701001,14.332304686256927,0,0,2,2,0.6,13.463218470337726,0,0,5,9,1.9
0933801001,7.692194837491719,0,0,3,3,0.8999999999999999,6.6206668971196825,0,0,16,20,5.2
0933901001,25.68418548040367,0,0,0,2,0.2,8.807160651845624,0,0,4,12,2.0
0934001001,38.38232861858157,0,0,0,0,0.0,12.646876596128212,0,0,2,5,0.9
0934301001,33.16262835458635,0,0,0,0,0.0,9.601090570918918,0,0,2,4,0.8
0934501001,12.094987814575463,0,0,2,2,0.6,12.094987814575463,0,0,4,6,1.4
0934601001,40.98028324729211,0,0,0,0,0.0,4.718756388280987,0,1,1,5,1.0
0934701001,6.194195623367156,0,0,1,1,0.3,10.9307932325028,0,0,3,9,1.5
0934801001,32.84535128071847,0,0,0,0,0.0,10.097312200803517,0,0,2,4,0.8
0935001001,34.989686624995585,0,0,0,0,0.0,12.45428371925795,0,0,2,8,1.2000000000000002
0935101001,21.77336888252642,0,0,0,3,0.30000000000000004,15.32070710213923,0,0,0,21,2.1
0935201001,24.459446326145276,0,0,0,2,0.2,19.931493536005213,0,0,0,8,0.8
0935301001,16.422686022371806,0,0,0,1,0.1,15.230238864535274,0,0,0,11,1.1
0935401001,22.75573000832547,0,0,0,3,0.30000000000000004,12.220341200806134,0,0,2,22,2.6
0935501001,18.24542908376662,0,0,0,2,0.2,16.908003262443458,0,0,0,8,0.8
0935601001,38.127762622983376,0,0,0,0,0.0,18.99557809865171,0,0,0,6,0.6000000000000001
0935801001,38.36040781027424,0,0,0,0,0.0,16.36240590249203,0,0,0,6,0.6000000000000001
0936001001,39.895754387683,0,0,0,0,0.0,5.375504402266896,0,0,3,5,1.0999999999999999
0936101001,34.561057047767044,0,0,0,0,0.0,12.275616196394322,0,0,2,6,1.0
0936201001,11.670419981962535,0,0,3,3,0.8999999999999999,9.904131692573214,0,0,16,20,5.2
0936301001,27.054492165966945,0,0,0,3,0.30000000000000004,13.868433122530742,0,0,2,20,2.4
0936501001,15.077101680115604,0,0,0,2,0.2,13.151033016675337,0,0,2,12,1.6
0936601001,32.98195424261365,0,0,0,0,0.0,8.801139397445384,0,0,2,2,0.6
0936801001,33.837777118481526,0,0,0,0,0.0,9.098850522218804,0,0,4,10,1.8
0936901001,18.716171162463244,0,0,0,2,0.2,14.810809338595968,0,0,2,8,1.2000000000000002
0937201001,4.896408245707706,0,2,3,3,1.5,6.8653499602853065,0,0,16,20,5.2
0937301001,38.10356091008716,0,0,0,0,0.0,10.973656549102817,0,0,2,10,1.4
0937401001,21.477447485289552,0,0,0,3,0.30000000000000004,9.116014237037769,0,0,2,22,2.6
0937501001,25.08976931635258,0,0,0,3,0.30000000000000004,6.249233432955726,0,0,2,22,2.6
0937701001,8.714711189394217,0,0,3,3,0.8999999999999999,8.098632843547108,0,0,16,20,5.2
0937801001,33.74762536482197,0,0,0,0,0.0,17.76676779834529,0,0,0,6,0.6000000000000001
0938001001,19.915714301972784,0,0,0,2,0.2,13.739999024255908,0,0,2,8,1.2000000000000002
0938101001,34.051855559099884,0,0,0,0,0.0,16.746350620768112,0,0,0,5,0.5
0938201001,24.114541441098847,0,0,0,3,0.30000000000000004,6.481112763668502,0,0,2,22,2.6
0938401001,35.58905046383335,0,0,0,0,0.0,11.32983107209586,0,0,2,4,0.8
0938601001,27.629260203614994,0,0,0,1,0.1,15.121132307653534,0,0,0,20,2.0
0938701001,11.240359376921967,0,0,2,2,0.6,11.454999518174636,0,0,4,8,1.6
0938801001,26.012131779900177,0,0,0,3,0.30000000000000004,23.7121128897325,0,0,0,20,2.0
0938901001,40.082886638842815,0,0,0,0,0.0,19.378814494082285,0,0,0,8,0.8
0939001001,28.910014653669545,0,0,0,2,0.2,18.211577167670665,0,0,0,10,1.0
0939101001,32.477803425277735,0,0,0,0,0.0,16.90367808216012,0,0,0,8,0.8
0939201001,36.866597629242925,0,0,0,0,0.0,4.07126762753187,0,2,3,5,1.7
0939401001,20.82919139451927,0,0,0,1,0.1,0.0,1,1,4,12,2.7
0939501001,32.28647892709069,0,0,0,0,0.0,6.45010867549612,0,0,2,6,1.0
0939601001,16.42061515969692,0,0,0,2,0.2,15.327701658141999,0,0,0,9,0.9
0939801001,28.487579682561876,0,0,0,2,0.2,15.547745503697614,0,0,0,4,0.4
0940001001,10.51420081844203,0,0,2,2,0.6,10.18495665906265,0,0,4,7,1.5
0940301001,22.85434825729807,0,0,0,2,0.2,16.76406926829563,0,0,0,9,0.9
0940501001,21.489548774807698,0,0,0,2,0.2,9.74967835356224,0,0,4,12,2.0
0940601001,19.71962320631354,0,0,0,3,0.30000000000000004,17.972484085564773,0,0,0,20,2.0
0940701001,36.92145103421616,0,0,0,0,0.0,4.970492914092319,0,1,3,7,1.6
0940801001,21.10373628509465,0,0,0,1,0.1,10.911498910695762,0,0,2,12,1.6
0940901001,11.243920974919028,0,0,1,1,0.3,11.243920974919028,0,0,4,11,1.9
0941001001,30.104373505687754,0,0,0,0,0.0,0.0,2,2,4,8,3.0
0941002001,24.763052229187174,0,0,0,1,0.1,6.354922423421161,0,0,2,10,1.4
0941003001,35.61169615600893,0,0,0,0,0.0,6.181063788402524,0,0,4,4,1.2
0941101001,30.703234139441125,0,0,0,0,0.0,11.195814442129489,0,0,4,9,1.7
0941201001,22.624081141760954,0,0,0,1,0.1,0.0,2,2,4,13,3.5
0941301001,21.011155857490778,0,0,0,1,0.1,0.0,1,1,2,10,2.1
0941401001,54.639889400240556,0,0,0,0,0.0,12.28739540350832,0,0,4,9,1.7
0941501001,37.117373929509526,0,0,0,0,0.0,15.940173302300474,0,0,0,10,1.0
0941601001,17.312602508947144,0,0,0,1,0.1,9.853398701289217,0,0,4,8,1.6
0941701001,36.542599445442356,0,0,0,0,0.0,16.82506774191454,0,0,0,12,1.2000000000000002
0941801001,39.23252841626666,0,0,0,0,0.0,14.859026453937608,0,0,2,6,1.0
0941901001,16.340252326655683,0,0,0,1,0.1,17.75299472601376,0,0,0,11,1.1
0942101001,17.383457322933936,0,0,0,2,0.2,9.376118691511522,0,0,1,9,1.1
0942201001,25.54785772292819,0,0,0,1,0.1,9.252396781925095,0,0,3,9,1.5
0942301001,27.770626931532224,0,0,0,1,0.1,7.041001669038734,0,0,3,8,1.4
0942401001,31.582588904893328,0,0,0,0,0.0,7.276607527206592,0,0,3,5,1.0999999999999999
0942501001,53.13865227682669,0,0,0,0,0.0,5.568903877936059,0,0,4,10,1.8
0942701001,30.59230146202625,0,0,0,0,0.0,0.0,2,2,2,6,2.4
0942701002,33.574574148333724,0,0,0,0,0.0,4.440119237244611,0,2,2,8,1.8
0942801001,28.896453328863075,0,0,0,2,0.2,9.59569410679067,0,0,4,13,2.1
0942901001,23.028089978889795,0,0,0,3,0.30000000000000004,17.14112840844833,0,0,0,21,2.1
0943001001,36.889015334437424,0,0,0,0,0.0,12.452474472900107,0,0,2,3,0.7
0943101001,30.789796093988738,0,0,0,0,0.0,11.024280411517228,0,0,3,10,1.6
0943201001,34.17564082965744,0,0,0,0,0.0,15.12128123922023,0,0,0,6,0.6000000000000001
0943301001,40.55776236104995,0,0,0,0,0.0,3.7821787730652967,0,1,3,5,1.4
0943401001,5.963736954569169,0,0,3,3,0.8999999999999999,4.321615553494221,0,4,16,18,6.2
0943701001,34.992253844185534,0,0,0,0,0.0,16.31266162282744,0,0,0,6,0.6000000000000001
0943801001,5.46445935850473,0,0,2,2,0.6,6.006415104365185,0,0,6,8,1.9999999999999998
0943901001,5.430678163780346,0,0,3,3,0.8999999999999999,4.187185376142331,0,2,16,20,5.800000000000001
0944001001,16.986888388755215,0,0,0,2,0.2,15.982962607983808,0,0,0,10,1.0
0944101001,25.55357341456133,0,0,0,3,0.30000000000000004,3.5157262739023505,0,2,2,20,3.0
0944201001,31.64203132826434,0,0,0,0,0.0,9.951092170374515,0,0,2,6,1.0
0944301001,27.152231224131327,0,0,0,1,0.1,14.47120044285377,0,0,2,20,2.4
0944401001,37.821322114917336,0,0,0,0,0.0,10.267387915268861,0,0,4,8,1.6
0944501001,35.08880161880279,0,0,0,0,0.0,5.8489707213655855,0,0,3,5,1.0999999999999999
0944601001,35.65029089333554,0,0,0,0,0.0,17.11942651902805,0,0,0,8,0.8
0944701001,29.850401543069573,0,0,0,1,0.1,20.329277735471052,0,0,0,19,1.9000000000000001
0944801001,19.510757200539594,0,0,0,3,0.30000000000000004,15.429431614708728,0,0,0,20,2.0
0944901001,19.37624207453467,0,0,0,3,0.30000000000000004,15.798033553022952,0,0,0,22,2.2
0945001001,46.38837110106144,0,0,0,0,0.0,7.847514674755351,0,0,2,8,1.2000000000000002
0945101001,9.567286483418336,0,0,2,2,0.6,8.474243146078122,0,0,4,11,1.9
0945401001,14.167843499075602,0,0,1,1,0.3,17.58638884367016,0,0,0,11,1.1
0945501001,32.0538181169302,0,0,0,0,0.0,12.242741720651745,0,0,2,10,1.4
0945601001,28.477251454182515,0,0,0,1,0.1,4.841543222088637,0,2,2,11,2.1
0945801001,9.06668456289144,0,0,3,3,0.8999999999999999,7.419078055757798,0,0,16,18,5.0
0946001001,33.69662098226456,0,0,0,0,0.0,12.85165008090553,0,0,2,10,1.4
0946301001,29.116287198714385,0,0,0,3,0.30000000000000004,13.328979844906604,0,0,1,20,2.2
0946401001,22.022532811669617,0,0,0,2,0.2,13.344162749624328,0,0,2,8,1.2000000000000002
0946601001,25.666662201825158,0,0,0,3,0.30000000000000004,13.38976770186462,0,0,2,20,2.4
0946701001,35.81013350769388,0,0,0,0,0.0,11.082491644276006,0,0,2,6,1.0
0947101001,4.4688460768393075,0,2,3,3,1.5,4.214658737368486,0,1,16,16,5.1
0947201001,31.212122989883515,0,0,0,0,0.0,6.303857657797885,0,0,2,5,0.9
0947301001,28.94346033371244,0,0,0,3,0.30000000000000004,5.678491504870053,0,0,2,10,1.4
0947601001,29.194589062656043,0,0,0,1,0.1,20.09377203429361,0,0,0,19,1.9000000000000001
0947801001,44.909492868148284,0,0,0,0,0.0,6.780865370791547,0,0,2,5,0.9
0948001001,29.42182536372212,0,0,0,1,0.1,14.92857149348775,0,0,2,9,1.3
0948201001,40.270554942864386,0,0,0,0,0.0,8.84065416346339,0,0,4,10,1.8
0948301001,11.443935361267501,0,0,2,2,0.6,10.575497890260458,0,0,4,7,1.5
0948501001,20.824549311332063,0,0,0,1,0.1,10.78898199982899,0,0,2,11,1.5
0990101001,34.59032715158857,0,0,0,0,0.0,12.20998528894148,0,0,2,2,0.6
0990201001,15.73991118426704,0,0,0,3,0.30000000000000004,16.101411474707508,0,0,0,20,2.0
0990301001,0.7567684695799403,1,1,1,1,1.0,0.7567684695799403,2,2,4,14,3.6
0990301002,0.0,1,1,1,1,1.0,0.0,2,2,4,14,3.6
0990301003,0.49475775814836953,1,1,1,1,1.0,0.49475775814836953,2,2,4,14,3.6
0990401001,13.620413129201264,0,0,2,3,0.7,13.768978192019583,0,0,4,18,2.6
0990501001,27.261165228052995,0,0,0,1,0.1,0.0,2,2,2,7,2.5
0990601001,19.96783315279454,0,0,0,3,0.30000000000000004,20.324516752704284,0,0,0,23,2.3000000000000003
0990701001,6.2178586982484125,0,0,3,3,0.8999999999999999,7.560534850205751,0,0,16,20,5.2
0990801001,28.91367395128594,0,0,0,1,0.1,0.0,2,2,4,11,3.3000000000000003
2400101001,35.16114838679926,0,0,0,0,0.0,10.855740650167757,0,0,2,6,1.0
2400201001,24.083469117805247,0,0,0,2,0.2,11.85590661921736,0,0,2,11,1.5
2400301001,18.313356573859608,0,0,0,3,0.30000000000000004,14.563420905257873,0,0,2,12,1.6
2400401001,18.73188703620871,0,0,0,1,0.1,18.73188703620871,0,0,0,8,0.8
2400501001,18.692441729129893,0,0,0,3,0.30000000000000004,18.863541576480618,0,0,0,14,1.4000000000000001
2400601001,15.786198602575723,0,0,0,5,0.5,15.125851682682862,0,0,0,21,2.1
2400701001,9.396728045465903,0,0,1,1,0.3,5.385634944094926,0,0,13,17,4.3
2400801001,6.605294180565949,0,0,1,2,0.4,0.0,1,1,5,10,2.7
2400801002,6.271903134478877,0,0,1,2,0.4,0.39884136494664796,1,1,5,10,2.7
2400802001,6.225892270764322,0,0,1,2,0.4,1.3390345355609476,0,1,5,10,2.3
2400802002,0.0,1,1,1,2,1.1,0.0,2,2,3,10,3.0
2400802003,5.243139654805277,0,0,1,2,0.4,1.4805146483886398,0,1,3,10,1.9
2400803001,6.953144416651983,0,0,1,2,0.4,0.8173889736576336,1,1,5,10,2.7
2400803002,7.031780427072546,0,0,1,2,0.4,0.9711898427431078,1,1,5,10,2.7
2400901001,27.52571777024724,0,0,0,1,0.1,14.814398062848587,0,0,2,7,1.1
2401001001,2.842541398018888,0,1,1,2,0.7,2.842541398018888,0,3,5,12,3.1
2401001002,1.6911283382313453,0,1,1,2,0.7,1.6911283382313453,0,3,5,12,3.1
2401001003,2.0601662608586797,0,1,1,2,0.7,2.0601662608586797,0,3,5,12,3.1
2401001004,0.0,1,1,1,2,1.1,0.0,3,3,3,12,3.9
2401001005,2.4475795514107106,0,1,1,2,0.7,2.4475795514107106,0,3,3,12,2.6999999999999997
2401001006,3.7903308114450844,0,1,1,2,0.7,3.7903308114450844,0,3,5,12,3.1
2401101001,28.492824292044432,0,0,0,1,0.1,14.554855333969549,0,0,2,6,1.0
2401201001,33.104351654277714,0,0,0,0,0.0,7.862954981372017,0,0,4,9,1.7
2401401001,21.56453412935094,0,0,0,2,0.2,1.8162222549073308,0,2,4,16,3.0
2401401002,19.78094282376175,0,0,0,2,0.2,1.4228733878092583,0,2,4,16,3.0
2401401003,19.768727577232763,0,0,0,2,0.2,0.0,2,2,4,16,3.8000000000000003
2401401004,19.278884201977085,0,0,0,2,0.2,0.66417316783283,2,2,4,16,3.8000000000000003
2401401005,18.691080597441736,0,0,0,2,0.2,1.7866798526485643,0,2,4,16,3.0
2401401006,18.827535873480137,0,0,0,1,0.1,4.291800294496411,0,2,4,14,2.8
2401401007,18.984802970453387,0,0,0,2,0.2,0.7910519773222825,2,2,4,16,3.8000000000000003
2401501001,19.59412200871199,0,0,0,7,0.7000000000000001,0.0,2,2,3,23,4.3
2401501002,17.354055059857668,0,0,0,2,0.2,5.213146783616328,0,0,3,18,2.4
2401601001,21.427388821961735,0,0,0,1,0.1,9.740039109041634,0,0,3,14,2.0
2401701001,19.506568921510887,0,0,0,4,0.4,4.9844268756964265,0,2,2,21,3.1
2401801001,38.683787183014026,0,0,0,0,0.0,10.740524232409467,0,0,2,10,1.4
2401901001,19.11661993910724,0,0,0,1,0.1,6.485589907060524,0,0,4,16,2.4000000000000004
2402001001,22.793062805191234,0,0,0,1,0.1,12.786284708543267,0,0,2,6,1.0
2402101001,38.00777089092449,0,0,0,0,0.0,0.0,2,2,2,11,2.9
2402201001,12.347620793329806,0,0,1,1,0.3,8.032434327230467,0,0,9,14,3.1999999999999997
2402301001,6.3502952597595215,0,0,1,1,0.3,6.3502952597595215,0,0,3,8,1.4
2402401001,31.820771411724852,0,0,0,0,0.0,15.35155723935387,0,0,0,10,1.0
2402501001,33.92901095291386,0,0,0,0,0.0,9.93620235235641,0,0,2,6,1.0
2402601001,17.329873376058593,0,0,0,7,0.7000000000000001,9.692571431166428,0,0,4,23,3.1
2402701001,5.445767093983296,0,0,1,1,0.3,7.026345198773396,0,0,9,17,3.5
2402801001,18.523366882683796,0,0,0,5,0.5,12.793907944664426,0,0,2,19,2.3000000000000003
2402901001,12.938510152845144,0,0,1,1,0.3,12.207640831620283,0,0,4,5,1.3
2403001001,6.617960176260773,0,0,1,1,0.3,0.0,2,2,9,17,4.8999999999999995
2403001002,6.382088974374205,0,0,1,1,0.3,1.6184117443674497,0,2,9,17,4.1
2403001003,10.548185162203279,0,0,1,1,0.3,4.153113611215727,0,2,6,17,3.5
2403001004,8.810114305999724,0,0,1,1,0.3,2.494773621104697,0,2,9,17,4.1
2403101001,43.04556995502621,0,0,0,0,0.0,7.725798562957563,0,0,2,6,1.0
2403201001,21.24952878573106,0,0,0,2,0.2,8.117161624140845,0,0,2,9,1.3
2403301001,14.677614338979147,0,0,1,5,0.7,14.180955559625348,0,0,2,19,2.3000000000000003
2403401001,2.604627685801465,0,1,1,1,0.6,4.181075943590567,0,1,9,17,3.8
2403401002,4.062737580136422,0,1,1,1,0.6,2.697018160402491,0,2,9,17,4.1
2403401003,2.5593641559715894,0,1,1,1,0.6,4.522795772373489,0,2,9,17,4.1
2403601001,31.0596249294282,0,0,0,0,0.0,12.173889540881598,0,0,2,8,1.2000000000000002
2403701001,38.44919214630598,0,0,0,0,0.0,13.901978878727338,0,0,2,7,1.1
2403801001,6.890819990880522,0,0,1,1,0.3,5.242690814060395,0,0,9,17,3.5
2403801002,9.210144914107994,0,0,1,1,0.3,9.106526204711837,0,0,11,17,3.9
2403901001,23.128234178950475,0,0,0,6,0.6000000000000001,10.597111892261909,0,0,2,22,2.6
2403901002,19.844498221622416,0,0,0,6,0.6000000000000001,10.64848838913397,0,0,2,23,2.7
2404001001,23.7284685245332,0,0,0,4,0.4,9.056471508982208,0,0,5,22,3.2
2404101001,15.31536745077703,0,0,0,1,0.1,7.421347970488544,0,0,4,12,2.0
2404201001,31.165971844253576,0,0,0,0,0.0,10.02539835930144,0,0,6,6,1.7999999999999998
2404301001,26.26459649228519,0,0,0,1,0.1,12.35489319161222,0,0,3,10,1.6
2404401001,15.834726949671088,0,0,0,2,0.2,15.834726949671088,0,0,0,10,1.0
2404601001,14.317822167737283,0,0,1,1,0.3,13.777812984632524,0,0,5,10,2.0
2404701001,25.02876939205712,0,0,0,2,0.2,19.713866657383022,0,0,0,14,1.4000000000000001
2404901001,16.637617660814428,0,0,0,2,0.2,5.437152452138053,0,0,8,16,3.2
2405001001,36.362264303732005,0,0,0,0,0.0,15.450927641091083,0,0,0,10,1.0
2405101001,31.24707777900612,0,0,0,0,0.0,19.347085849663703,0,0,0,8,0.8
2405201001,19.446299911882495,0,0,0,1,0.1,13.963994179561901,0,0,2,10,1.4
2405301001,8.589291342626215,0,0,1,1,0.3,8.589291342626215,0,0,5,12,2.2
2405401001,12.604294814329004,0,0,2,2,0.6,13.005199139187091,0,0,5,9,1.9
2405501001,16.31175657016172,0,0,0,5,0.5,13.050079761266334,0,0,4,21,2.9000000000000004
2405601001,21.021179621911525,0,0,0,1,0.1,0.0,2,2,2,10,2.8
2405601002,23.76317092264038,0,0,0,1,0.1,9.729153791360682,0,0,2,10,1.4
2405701001,11.665925481161786,0,0,1,1,0.3,8.169852545066558,0,0,9,16,3.4
2405801001,19.28668308405113,0,0,0,5,0.5,11.825614817087175,0,0,4,21,2.9000000000000004
2405901001,17.26199483504672,0,0,0,1,0.1,5.326929369728486,0,0,4,13,2.1
2406001001,27.63188054151545,0,0,0,1,0.1,9.242241186934308,0,0,6,8,1.9999999999999998
2406101001,12.57276831627116,0,0,2,5,0.9,9.650817557775696,0,0,7,20,3.4000000000000004
2406201001,21.48458092716955,0,0,0,5,0.5,9.762695792168854,0,0,2,21,2.5
2406301001,28.57419043213285,0,0,0,1,0.1,10.34281255651,0,0,2,10,1.4
2406401001,10.497601524976117,0,0,1,1,0.3,6.750966549988145,0,0,13,16,4.2
2406501001,12.086002024521868,0,0,3,6,1.2,10.289925812462297,0,0,13,24,5.0
2406501002,18.05722299103535,0,0,0,6,0.6000000000000001,12.154224981495473,0,0,4,25,3.3
