CUSEC;dist_min_ceas_km;n_ceas_1km;n_ceas_5km;n_ceas_15km;n_ceas_30km;disp_ponderada_ceas;dist_min_especializada_km;n_especializada_1km;n_especializada_5km;n_especializada_15km;n_especializada_30km;disp_ponderada_especializada;dist_min_primaria_km;n_primaria_1km;n_primaria_5km;n_primaria_15km;n_primaria_30km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;n_infantil_y_primaria_1km;n_infantil_y_primaria_5km;n_infantil_y_primaria_15km;n_infantil_y_primaria_30km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;n_adultos_e_idiomas_1km;n_adultos_e_idiomas_5km;n_adultos_e_idiomas_15km;n_adultos_e_idiomas_30km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;n_secundaria_y_bachillerato_1km;n_secundaria_y_bachillerato_5km;n_secundaria_y_bachillerato_15km;n_secundaria_y_bachillerato_30km;disp_ponderada_secundaria_y_bachillerato;dist_min_educación_especial_km;n_educación_especial_1km;n_educación_especial_5km;n_educación_especial_15km;n_educación_especial_30km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;n_formación_profesional_1km;n_formación_profesional_5km;n_formación_profesional_15km;n_formación_profesional_30km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;n_inclusión_social_1km;n_inclusión_social_5km;n_inclusión_social_15km;n_inclusión_social_30km;disp_ponderada_inclusión_social;dist_min_población_general_km;n_población_general_1km;n_población_general_5km;n_población_general_15km;n_población_general_30km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;n_toxicomanías_y_adicciones_1km;n_toxicomanías_y_adicciones_5km;n_toxicomanías_y_adicciones_15km;n_toxicomanías_y_adicciones_30km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;n_personas_con_discapacidad_1km;n_personas_con_discapacidad_5km;n_personas_con_discapacidad_15km;n_personas_con_discapacidad_30km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;n_familia_1km;n_familia_5km;n_familia_15km;n_familia_30km;disp_ponderada_familia;dist_min_mujer_km;n_mujer_1km;n_mujer_5km;n_mujer_15km;n_mujer_30km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;n_infancia_y_juventud_1km;n_infancia_y_juventud_5km;n_infancia_y_juventud_15km;n_infancia_y_juventud_30km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;n_voluntariado_1km;n_voluntariado_5km;n_voluntariado_15km;n_voluntariado_30km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;n_personas_mayores_1km;n_personas_mayores_5km;n_personas_mayores_15km;n_personas_mayores_30km;disp_ponderada_personas_mayores;Seccion_id
4716501003;10,663;0;0;2;6;1,000;27,796;0;0;0;1;0,100;12,976;0;0;2;15;1,900;8,601;0;0;5;39;4,900;8,601;0;0;1;3;0,500;6,375;0;0;2;8;1,200;34,519;0;0;0;0;0,000;26,623;0;0;0;2;0,200;25,967;0;0;0;1;0,100;17,440;0;0;0;6;0,600;30,894;0;0;0;0;0,000;27,248;0;0;0;1;0,100;27,796;0;0;0;1;0,100;25,967;0;0;0;1;0,100;27,248;0;0;0;1;0,100;34,054;0;0;0;0;0,000;25,016;0;0;0;2;0,200;2822
4716502001;0,000;1;1;3;32;4,500;22,328;0;0;0;7;0,700;2,694;0;2;4;41;5,500;2,671;0;2;10;109;13,500;2,671;0;1;1;7;1,200;2,694;0;1;2;30;3,700;24,502;0;0;0;1;0,100;23,845;0;0;0;3;0,300;20,683;0;0;0;81;8,100;9,229;0;0;1;29;3,100;20,923;0;0;0;22;2,200;17,103;0;0;0;14;1,400;20,923;0;0;0;16;1,600;20,923;0;0;0;12;1,200;17,103;0;0;0;20;2,000;23,574;0;0;0;5;0,500;15,199;0;0;0;50;5,000;2823
4716502002;2,694;0;1;3;34;4,300;20,979;0;0;0;7;0,700;0,000;2;2;4;43;6,500;0,000;1;1;14;110;14,500;5,365;0;0;1;7;0,900;0,000;1;1;2;33;4,400;23,202;0;0;0;1;0,100;22,364;0;0;0;3;0,300;19,409;0;0;0;81;8,100;9,707;0;0;1;29;3,100;19,708;0;0;0;22;2,200;15,807;0;0;0;14;1,400;19,708;0;0;0;16;1,600;19,708;0;0;0;12;1,200;15,807;0;0;0;20;2,000;21,834;0;0;0;5;0,500;12,515;0;0;1;50;5,200;2824
4716502003;2,671;0;1;3;32;4,100;23,882;0;0;0;7;0,700;5,365;0;0;4;41;4,900;0,000;1;1;10;105;13,200;0,000;1;1;1;7;1,600;2,793;0;1;2;29;3,600;25,994;0;0;0;1;0,100;25,501;0;0;0;3;0,300;22,189;0;0;0;76;7,600;9,504;0;0;1;28;3,000;22,376;0;0;0;17;1,700;18,677;0;0;0;14;1,400;22,376;0;0;0;16;1,600;22,376;0;0;0;9;0,900;18,677;0;0;0;18;1,800;25,456;0;0;0;5;0,500;17,862;0;0;0;50;5,000;2825
4716601001;12,292;0;0;2;6;1,000;28,342;0;0;0;1;0,100;17,167;0;0;0;13;1,300;12,292;0;0;6;31;4,300;13,022;0;0;1;3;0,500;10,782;0;0;1;6;0,800;38,950;0;0;0;0;0,000;26,945;0;0;0;1;0,100;21,769;0;0;0;2;0,200;21,803;0;0;0;5;0,500;35,325;0;0;0;0;0,000;31,679;0;0;0;0;0,000;28,342;0;0;0;1;0,100;21,769;0;0;0;1;0,100;31,679;0;0;0;0;0,000;38,462;0;0;0;0;0,000;28,840;0;0;0;1;0,100;2826
4716701001;21,571;0;0;0;4;0,400;30,103;0;0;0;0;0,000;11,937;0;0;4;10;1,800;8,396;0;0;6;21;3,300;27,061;0;0;0;1;0,100;21,571;0;0;0;3;0,300;45,363;0;0;0;0;0,000;28,363;0;0;0;1;0,100;27,888;0;0;0;1;0,100;30,103;0;0;0;0;0,000;41,859;0;0;0;0;0,000;43,160;0;0;0;0;0,000;30,103;0;0;0;0;0,000;27,888;0;0;0;1;0,100;41,712;0;0;0;0;0,000;41,859;0;0;0;0;0,000;15,666;0;0;0;2;0,200;2827
4716801001;18,977;0;0;0;29;2,900;26,262;0;0;0;6;0,600;11,403;0;0;2;40;4,400;4,220;0;1;2;82;8,900;17,169;0;0;0;7;0,700;16,153;0;0;0;26;2,600;27,428;0;0;0;1;0,100;9,041;0;0;1;2;0,400;16,912;0;0;0;86;8,600;13,806;0;0;1;24;2,600;24,498;0;0;0;17;1,700;16,912;0;0;0;15;1,500;16,912;0;0;0;16;1,600;24,498;0;0;0;9;0,900;22,803;0;0;0;18;1,800;27,474;0;0;0;5;0,500;16,912;0;0;0;50;5,000;2828
4716901001;25,549;0;0;0;4;0,400;33,939;0;0;0;0;0,000;13,415;0;0;2;12;1,600;13,415;0;0;1;22;2,400;25,549;0;0;0;1;0,100;23,856;0;0;0;3;0,300;34,408;0;0;0;0;0,000;36,082;0;0;0;0;0,000;23,856;0;0;0;4;0,400;33,439;0;0;0;0;0,000;33,439;0;0;0;0;0,000;27,120;0;0;0;2;0,200;35,794;0;0;0;0;0,000;27,120;0;0;0;1;0,100;31,101;0;0;0;0;0,000;36,331;0;0;0;0;0,000;29,441;0;0;0;1;0,100;2829
4717001001;4,298;0;1;1;5;1,000;39,704;0;0;0;0;0,000;9,112;0;0;4;10;1,800;7,530;0;0;4;16;2,400;4,298;0;1;1;2;0,700;7,888;0;0;1;4;0,600;40,179;0;0;0;0;0,000;41,278;0;0;0;0;0,000;7,888;0;0;4;4;1,200;44,717;0;0;0;0;0,000;44,717;0;0;0;0;0,000;25,211;0;0;0;2;0,200;44,717;0;0;0;0;0,000;21,681;0;0;0;2;0,200;46,900;0;0;0;0;0,000;48,261;0;0;0;0;0,000;8,180;0;0;1;1;0,300;2830
4717101001;15,381;0;0;0;32;3,200;22,333;0;0;0;6;0,600;14,254;0;0;2;40;4,400;0,000;1;1;5;96;11,300;14,376;0;0;1;7;0,900;13,957;0;0;1;29;3,100;23,627;0;0;0;1;0,100;11,620;0;0;1;2;0,400;20,555;0;0;0;91;9,100;9,669;0;0;1;25;2,700;20,555;0;0;0;22;2,200;18,669;0;0;0;15;1,500;20,555;0;0;0;16;1,600;20,555;0;0;0;12;1,200;18,669;0;0;0;20;2,000;23,694;0;0;0;5;0,500;18,669;0;0;0;51;5,100;2831
4717201001;9,226;0;0;3;8;1,400;33,072;0;0;0;0;0,000;9,741;0;0;2;14;1,800;6,640;0;0;10;35;5,500;9,226;0;0;1;3;0,500;9,226;0;0;2;9;1,300;36,645;0;0;0;0;0,000;35,237;0;0;0;0;0,000;25,901;0;0;0;4;0,400;33,072;0;0;0;0;0,000;33,072;0;0;0;0;0,000;35,327;0;0;0;0;0,000;33,072;0;0;0;0;0,000;11,909;0;0;1;1;0,300;33,072;0;0;0;0;0,000;33,072;0;0;0;0;0,000;11,244;0;0;1;1;0,300;2832
4717301001;8,316;0;0;1;34;3,600;19,357;0;0;0;6;0,600;10,287;0;0;4;46;5,400;6,419;0;0;10;114;13,400;8,316;0;0;1;7;0,900;9,093;0;0;1;33;3,500;22,042;0;0;0;1;0,100;20,974;0;0;0;1;0,100;18,638;0;0;0;81;8,100;18,638;0;0;0;24;2,400;18,638;0;0;0;22;2,200;21,576;0;0;0;14;1,400;19,357;0;0;0;15;1,500;18,638;0;0;0;13;1,300;18,638;0;0;0;20;2,000;19,357;0;0;0;5;0,500;21,032;0;0;0;51;5,100;2833
4717401001;9,937;0;0;2;36;4,000;17,828;0;0;0;8;0,800;9,937;0;0;2;50;5,400;5,580;0;0;12;118;14,200;17,105;0;0;0;10;1,000;9,937;0;0;1;33;3,500;19,785;0;0;0;2;0,200;17,828;0;0;0;3;0,300;16,486;0;0;0;102;10,200;16,486;0;0;0;36;3,600;16,486;0;0;0;28;2,800;17,105;0;0;0;17;1,700;19,475;0;0;0;18;1,800;16,486;0;0;0;17;1,700;17,304;0;0;0;26;2,600;17,105;0;0;0;6;0,600;17,105;0;0;0;59;5,900;2834
4717501001;0,000;1;1;22;36;8,700;11,257;0;0;5;6;1,600;2,014;0;2;27;44;10,400;0,303;1;3;51;119;23,400;0,000;1;1;5;8;2,500;1,641;0;1;16;32;6,700;14,573;0;0;1;1;0,300;13,206;0;0;1;1;0,300;11,257;0;0;72;81;22,500;11,257;0;0;20;25;6,500;11,257;0;0;21;22;6,400;13,514;0;0;5;14;2,400;11,257;0;0;14;15;4,300;11,257;0;0;10;12;3,200;11,257;0;0;19;20;5,800;11,257;0;0;4;5;1,300;13,676;0;0;6;50;6,200;2835
4717501002;2,041;0;1;11;36;6,100;12,962;0;0;3;6;1,200;3,897;0;2;15;46;8,200;0,000;1;3;30;121;19,400;2,041;0;1;3;7;1,600;3,372;0;1;10;32;5,500;15,926;0;0;0;1;0,100;14,709;0;0;1;1;0,300;12,962;0;0;24;81;12,900;12,962;0;0;7;24;3,800;12,962;0;0;9;22;4,000;15,196;0;0;0;14;1,400;12,962;0;0;5;15;2,500;12,962;0;0;7;12;2,600;12,962;0;0;8;20;3,600;12,962;0;0;3;5;1,100;14,968;0;0;1;51;5,300;2836
4717501003;1,641;0;1;19;36;7,700;11,201;0;0;4;6;1,400;2,363;0;2;22;48;9,800;1,678;0;3;48;122;22,700;1,641;0;1;5;8;2,100;0,000;1;1;15;33;7,000;14,922;0;0;1;1;0,300;13,399;0;0;1;1;0,300;11,201;0;0;54;81;18,900;11,201;0;0;12;25;4,900;11,201;0;0;14;22;5,000;13,461;0;0;5;14;2,400;11,201;0;0;11;15;3,700;11,201;0;0;9;12;3,000;11,201;0;0;15;20;5,000;11,201;0;0;3;5;1,100;14,100;0;0;6;50;6,200;2837
4717502001;0,303;1;1;24;33;8,800;10,958;0;0;6;6;1,800;1,719;0;2;29;44;10,800;0,000;1;3;59;118;24,900;0,303;1;1;5;7;2,400;1,678;0;1;20;31;7,400;14,273;0;0;1;1;0,300;12,903;0;0;1;1;0,300;10,958;0;0;72;81;22,500;10,958;0;0;20;25;6,500;10,958;0;0;21;22;6,400;13,214;0;0;5;14;2,400;10,958;0;0;14;15;4,300;10,958;0;0;10;12;3,200;10,958;0;0;19;20;5,800;10,958;0;0;4;5;1,300;13,378;0;0;6;50;6,200;2838
4717502002;3,025;0;1;27;34;9,100;10,006;0;0;6;6;1,800;2,748;0;2;30;44;11,000;0,000;1;3;71;118;27,300;3,025;0;1;6;6;2,100;4,438;0;1;24;29;8,000;12,533;0;0;1;1;0,300;11,449;0;0;1;1;0,300;9,574;0;0;79;81;23,900;9,574;0;0;20;25;6,500;9,574;0;0;21;22;6,400;12,161;0;0;13;14;4,000;10,006;0;0;14;15;4,300;9,574;0;0;11;12;3,400;9,574;0;0;19;20;5,800;10,006;0;0;5;5;1,500;11,544;0;0;48;50;14,600;2839
4717502003;2,014;0;1;29;33;9,400;9,250;0;0;6;6;1,800;0,000;2;2;32;46;12,400;1,719;0;5;75;118;28,300;2,014;0;1;6;7;2,200;2,363;0;1;26;31;8,600;12,690;0;0;1;1;0,300;11,256;0;0;1;1;0,300;9,250;0;0;81;81;24,300;9,250;0;0;23;25;7,100;9,250;0;0;22;22;6,600;11,509;0;0;13;14;4,000;9,250;0;0;15;15;4,500;9,250;0;0;12;12;3,600;9,250;0;0;19;20;5,800;9,250;0;0;5;5;1,500;11,830;0;0;48;50;14,600;2840
4717601001;25,790;0;0;0;4;0,400;28,997;0;0;0;2;0,200;8,516;0;0;4;15;2,300;7,158;0;0;4;19;2,700;29,304;0;0;0;1;0,100;8,758;0;0;1;7;0,900;57,998;0;0;0;0;0,000;43,714;0;0;0;0;0,000;10,161;0;0;2;3;0,700;10,161;0;0;2;2;0,600;31,092;0;0;0;0;0,000;31,092;0;0;0;0;0,000;34,566;0;0;0;0;0,000;56,386;0;0;0;0;0,000;10,161;0;0;1;2;0,400;56,386;0;0;0;0;0,000;10,161;0;0;3;3;0,900;2841
4717701001;20,910;0;0;0;2;0,200;34,269;0;0;0;0;0,000;7,479;0;0;4;10;1,800;6,218;0;0;3;11;1,700;34,590;0;0;0;0;0,000;13,876;0;0;1;3;0,500;57,595;0;0;0;0;0,000;43,288;0;0;0;0;0,000;7,479;0;0;2;3;0,700;7,479;0;0;2;2;0,600;36,358;0;0;0;0;0,000;34,919;0;0;0;0;0,000;34,919;0;0;0;0;0,000;55,954;0;0;0;0;0,000;7,479;0;0;1;2;0,400;55,954;0;0;0;0;0,000;7,479;0;0;3;3;0,900;2842
4717801001;21,224;0;0;0;4;0,400;38,063;0;0;0;0;0,000;10,985;0;0;2;10;1,400;10,985;0;0;2;14;1,800;22,554;0;0;0;3;0,300;18,042;0;0;0;4;0,400;38,991;0;0;0;0;0,000;11,357;0;0;1;1;0,300;8,713;0;0;3;10;1,600;26,020;0;0;0;1;0,100;36,339;0;0;0;0;0,000;8,713;0;0;1;1;0,300;8,713;0;0;1;1;0,300;35,374;0;0;0;0;0,000;34,965;0;0;0;0;0,000;38,998;0;0;0;0;0,000;8,713;0;0;1;1;0,300;2843
4717901001;17,806;0;0;0;6;0,600;35,539;0;0;0;0;0,000;12,716;0;0;4;12;2,000;8,647;0;0;5;25;3,500;17,806;0;0;0;3;0,300;18,209;0;0;0;4;0,400;37,084;0;0;0;0;0,000;36,681;0;0;0;0;0,000;18,209;0;0;0;4;0,400;32,539;0;0;0;0;0,000;32,539;0;0;0;0;0,000;30,430;0;0;0;0;0,000;35,895;0;0;0;0;0,000;30,430;0;0;0;0;0,000;32,539;0;0;0;0;0,000;35,895;0;0;0;0;0,000;19,014;0;0;0;1;0,100;2844
4718001001;8,836;0;0;2;3;0,700;30,296;0;0;0;0;0,000;7,411;0;0;4;10;1,800;10,144;0;0;5;14;2,400;8,836;0;0;1;1;0,300;5,280;0;0;2;3;0,700;30,642;0;0;0;0;0,000;31,861;0;0;0;0;0,000;5,280;0;0;4;4;1,200;35,109;0;0;0;0;0,000;35,109;0;0;0;0;0,000;12,927;0;0;2;2;0,600;35,109;0;0;0;0;0,000;12,927;0;0;1;1;0,300;51,570;0;0;0;0;0,000;49,393;0;0;0;0;0,000;20,814;0;0;0;1;0,100;2845
4718101001;1,083;0;1;1;17;2,200;28,892;0;0;0;3;0,300;1,083;0;2;2;29;3,900;7,752;0;0;3;54;6,000;1,083;0;1;1;2;0,700;7,752;0;0;1;14;1,600;29,345;0;0;0;1;0,100;12,235;0;0;1;1;0,300;1,083;0;7;7;52;8,700;27,789;0;0;0;15;1,500;28,663;0;0;0;11;1,100;16,693;0;0;0;13;1,300;16,693;0;0;0;8;0,800;28,092;0;0;0;4;0,400;29,182;0;0;0;9;0,900;28,092;0;0;0;2;0,200;16,693;0;0;0;48;4,800;2846
4718201001;5,322;0;0;3;37;4,300;16,126;0;0;0;7;0,700;5,322;0;0;7;49;6,300;0,000;2;3;29;124;19,900;12,477;0;0;1;9;1,100;10,872;0;0;5;36;4,600;19,793;0;0;0;1;0,100;18,107;0;0;0;2;0,200;16,126;0;0;0;81;8,100;14,435;0;0;1;29;3,100;16,126;0;0;0;22;2,200;14,435;0;0;1;14;1,600;16,126;0;0;0;16;1,600;16,126;0;0;0;12;1,200;14,435;0;0;1;20;2,200;16,126;0;0;0;5;0,500;0,000;1;1;2;50;6,100;2847
4718301001;25,152;0;0;0;3;0,300;29,195;0;0;0;2;0,200;10,887;0;0;4;13;2,100;9,326;0;0;4;21;2,900;29,369;0;0;0;1;0,100;10,733;0;0;1;6;0,800;62,919;0;0;0;0;0,000;39,065;0;0;0;0;0,000;14,504;0;0;2;5;0,900;14,504;0;0;2;2;0,600;31,304;0;0;0;0;0,000;29,739;0;0;0;1;0,100;29,739;0;0;0;1;0,100;61,308;0;0;0;0;0,000;14,504;0;0;1;2;0,400;61,308;0;0;0;0;0,000;14,504;0;0;3;4;1,000;2848
4718401001;7,505;0;0;1;34;3,600;19,203;0;0;0;8;0,800;13,369;0;0;2;48;5,200;0,000;1;1;12;117;14,800;16,303;0;0;0;9;0,900;13,204;0;0;1;33;3,500;22,131;0;0;0;2;0,200;19,203;0;0;0;3;0,300;19,256;0;0;0;95;9,500;19,256;0;0;0;35;3,500;19,256;0;0;0;28;2,800;21,248;0;0;0;16;1,600;22,801;0;0;0;18;1,800;19,256;0;0;0;17;1,700;15,874;0;0;0;25;2,500;21,248;0;0;0;6;0,600;21,248;0;0;0;58;5,800;2849
4718501001;6,158;0;0;1;3;0,500;31,539;0;0;0;0;0,000;6,158;0;0;2;10;1,400;4,535;0;1;3;19;2,800;6,158;0;0;1;1;0,300;4,535;0;1;1;1;0,600;31,884;0;0;0;0;0,000;7,740;0;0;1;1;0,300;6,158;0;0;10;10;3,000;26,763;0;0;0;1;0,100;30,554;0;0;0;0;0,000;10,755;0;0;1;1;0,300;10,755;0;0;1;1;0,300;30,554;0;0;0;0;0,000;31,022;0;0;0;0;0,000;31,070;0;0;0;0;0,000;10,755;0;0;1;1;0,300;2850
4718601001;0,464;2;25;30;34;17,700;0,727;1;6;6;6;4,000;0,727;3;24;36;42;19,800;0,355;4;50;87;114;45,400;0,819;1;4;6;7;3,500;0,464;3;20;27;31;15,700;0,000;1;1;1;1;1,000;1,981;0;1;1;2;0,700;0,000;26;81;81;81;59,000;0,000;10;23;24;25;18,200;0,000;7;22;22;22;16,000;0,000;3;13;14;14;9,300;0,000;8;15;15;15;12,200;0,711;2;12;12;12;8,000;0,000;9;19;20;20;15,300;0,299;1;5;5;5;3,400;0,000;5;48;49;50;31,200;2851
4718601003;0,607;2;25;30;34;17,700;0,952;1;6;6;6;4,000;0,769;3;24;36;42;19,800;0,383;6;51;86;114;46,300;0,635;1;4;6;7;3,500;0,656;3;20;27;31;15,700;0,225;1;1;1;1;1,000;1,778;0;1;1;2;0,700;0,225;26;81;81;81;59,000;0,225;10;23;24;25;18,200;0,225;7;22;22;22;16,000;0,225;3;13;14;14;9,300;0,225;8;15;15;15;12,200;0,607;2;12;12;12;8,000;0,225;9;19;20;20;15,300;0,524;1;5;5;5;3,400;0,225;5;48;49;50;31,200;2852
4718601006;0,375;2;25;30;34;17,700;0,802;1;6;6;6;4,000;0,802;4;26;36;42;20,800;0,527;5;52;87;114;46,400;1,015;0;4;6;7;3,100;0,375;3;20;26;31;15,500;0,325;1;1;1;1;1,000;2,126;0;1;1;2;0,700;0,325;26;76;81;81;57,500;0,325;10;22;24;25;17,900;0,325;7;17;22;22;14,500;0,325;3;13;14;14;9,300;0,325;8;15;15;15;12,200;0,783;2;9;12;12;7,100;0,325;9;17;20;20;14,700;0,468;1;5;5;5;3,400;0,325;5;48;49;50;31,200;2853
4718601007;0,692;2;25;30;34;17,700;1,067;0;6;6;6;3,600;0,638;2;26;36;42;20,000;0,607;7;53;87;114;47,500;0,725;1;4;6;7;3,500;0,692;2;20;27;31;15,300;0,381;1;1;1;1;1,000;1,797;0;1;1;2;0,700;0,381;26;76;81;81;57,500;0,381;10;22;24;25;17,900;0,381;7;17;22;22;14,500;0,381;3;13;14;14;9,300;0,381;8;15;15;15;12,200;0,500;2;9;12;12;7,100;0,381;9;17;20;20;14,700;0,662;1;5;5;5;3,400;0,381;5;48;49;50;31,200;2854
4718602001;0,426;4;25;30;34;18,500;0,813;1;6;6;6;4,000;0,680;3;24;36;42;19,800;0,381;4;51;87;114;45,700;0,410;1;4;6;7;3,500;0,652;3;21;27;31;16,000;0,421;1;1;1;1;1,000;1,561;0;1;1;2;0,700;0,381;26;81;81;81;59,000;0,421;10;23;24;25;18,200;0,381;7;22;22;22;16,000;0,421;3;13;14;14;9,300;0,381;8;15;15;15;12,200;0,426;2;12;12;12;8,000;0,381;9;19;20;20;15,300;0,702;1;5;5;5;3,400;0,421;5;48;49;50;31,200;2855
4718602002;0,575;3;25;30;34;18,100;0,838;1;6;6;6;4,000;0,422;3;26;36;42;20,400;0,533;6;53;87;114;47,100;0,376;1;4;6;7;3,500;0,719;2;21;27;31;15,600;0,635;1;1;1;1;1,000;1,403;0;1;1;2;0,700;0,446;28;76;81;81;58,300;0,575;10;22;24;25;17,900;0,575;7;17;22;22;14,500;0,446;3;13;14;14;9,300;0,575;8;15;15;15;12,200;0,446;2;9;12;12;7,100;0,575;9;17;20;20;14,700;0,932;1;5;5;5;3,400;0,446;5;48;49;50;31,200;2856
4718602004;0,468;3;25;30;34;18,100;0,804;1;6;6;6;4,000;0,307;4;26;36;42;20,800;0,576;6;53;89;114;47,500;0,393;1;4;6;7;3,500;0,468;1;21;27;31;15,200;0,923;1;1;1;1;1,000;1,151;0;1;1;2;0,700;0,472;27;76;81;81;57,900;0,706;3;22;24;25;15,100;0,706;5;17;22;22;13,700;0,472;3;13;14;14;9,300;0,706;5;15;15;15;11,000;0,472;2;9;12;12;7,100;0,706;7;17;20;20;13,900;1,219;0;5;5;5;3,000;0,472;5;48;49;50;31,200;2857
4718602005;0,523;4;25;30;34;18,500;1,110;0;6;6;6;3,600;0,000;3;26;36;42;20,400;0,407;5;53;87;114;46,700;0,684;1;4;6;7;3,500;0,697;1;21;27;31;15,200;0,986;1;1;1;1;1,000;1,339;0;1;1;2;0,700;0,225;18;76;81;81;54,300;0,967;3;22;24;25;15,100;0,967;3;17;22;22;12,900;0,225;3;13;14;14;9,300;0,967;4;15;15;15;10,600;0,225;2;9;12;12;7,100;0,967;6;17;20;20;13,500;1,283;0;5;5;5;3,000;0,225;5;48;49;50;31,200;2858
4718602006;0,301;3;25;30;34;18,100;1,123;0;6;6;6;3,600;0,224;3;26;36;42;20,400;0,241;2;53;87;114;45,500;0,904;1;4;6;7;3,500;0,837;1;21;27;31;15,200;1,158;0;1;1;1;0,600;1,423;0;1;1;2;0,700;0,293;5;76;81;81;49,100;1,158;0;22;24;25;13,900;1,082;0;17;22;22;11,700;0,293;1;13;14;14;8,500;1,158;0;15;15;15;9,000;0,293;1;9;12;12;6,700;1,082;0;17;20;20;11,100;1,449;0;5;5;5;3,000;0,293;2;48;49;50;30,000;2859
4718602007;0,194;3;25;30;34;18,100;0,987;1;6;6;6;4,000;0,351;5;26;36;42;21,200;0,310;3;55;87;114;46,500;1,005;0;4;6;7;3,100;0,855;1;22;27;31;15,500;1,310;0;1;1;1;0,600;1,386;0;1;1;2;0,700;0,445;5;76;81;81;49,100;1,308;0;22;24;25;13,900;1,061;0;17;22;22;11,700;0,445;1;13;14;14;8,500;1,308;0;15;15;15;9,000;0,445;1;9;12;12;6,700;1,061;0;17;20;20;11,100;1,601;0;5;5;5;3,000;0,445;2;48;49;50;30,000;2860
4718602008;0,807;4;25;30;34;18,500;1,099;0;6;6;6;3,600;0,375;2;26;36;42;20,000;0,575;5;53;87;114;46,700;0,637;1;4;6;7;3,500;0,912;2;20;27;31;15,300;0,624;1;1;1;1;1,000;1,595;0;1;1;2;0,700;0,261;28;76;81;81;58,300;0,624;10;22;24;25;17,900;0,624;7;17;22;22;14,500;0,261;3;13;14;14;9,300;0,624;8;15;15;15;12,200;0,261;2;9;12;12;7,100;0,624;9;17;20;20;14,700;0,916;1;5;5;5;3,400;0,261;5;48;49;50;31,200;2861
4718602009;0,824;4;25;30;34;18,500;1,158;0;6;6;6;3,600;0,415;2;26;36;42;20,000;0,567;6;53;87;114;47,100;0,697;1;4;6;7;3,500;0,912;2;20;27;31;15,300;0,609;1;1;1;1;1,000;1,658;0;1;1;2;0,700;0,267;26;76;81;81;57,500;0,609;10;22;24;25;17,900;0,609;7;17;22;22;14,500;0,267;3;13;14;14;9,300;0,609;8;15;15;15;12,200;0,267;2;9;12;12;7,100;0,609;9;17;20;20;14,700;0,895;1;5;5;5;3,400;0,267;5;48;49;50;31,200;2862
4718602010;0,840;5;25;30;34;18,900;1,249;0;6;6;6;3,600;0,503;2;26;36;42;20,000;0,579;7;53;87;114;47,500;0,800;1;4;6;7;3,500;0,840;2;20;26;31;15,100;0,591;1;1;1;1;1,000;1,771;0;1;1;2;0,700;0,319;26;76;81;81;57,500;0,591;10;22;24;25;17,900;0,591;7;17;22;22;14,500;0,319;3;13;14;14;9,300;0,591;8;15;15;15;12,200;0,319;2;9;12;12;7,100;0,591;9;17;20;20;14,700;0,860;1;5;5;5;3,400;0,319;5;48;49;50;31,200;2863
4718602012;0,558;5;25;30;34;18,900;1,244;0;6;6;6;3,600;0,225;3;26;36;42;20,400;0,319;4;53;87;114;46,300;0,790;1;4;6;7;3,500;0,908;2;20;27;31;15,300;0,876;1;1;1;1;1,000;1,562;0;1;1;2;0,700;0,000;8;76;81;81;50,300;0,876;2;22;24;25;14,700;0,876;1;17;22;22;12,100;0,000;3;13;14;14;9,300;0,876;2;15;15;15;9,800;0,000;1;9;12;12;6,700;0,876;2;17;20;20;11,900;1,161;0;5;5;5;3,000;0,000;4;48;49;50;30,800;2864
4718602013;0,550;4;25;30;34;18,500;1,350;0;6;6;6;3,600;0,327;3;26;36;42;20,400;0,271;4;53;87;114;46,300;0,893;1;4;6;7;3,500;0,882;1;20;26;31;14,700;0,896;1;1;1;1;1,000;1,666;0;1;1;2;0,700;0,112;9;76;81;81;50,700;0,896;2;22;24;25;14,700;0,896;1;17;22;22;12,100;0,112;3;13;14;14;9,300;0,896;2;15;15;15;9,800;0,112;1;9;12;12;6,700;0,896;2;17;20;20;11,900;1,171;0;5;5;5;3,000;0,112;4;48;49;50;30,800;2865
4718602014;0,303;4;25;30;34;18,500;1,088;0;6;6;6;3,600;0,407;3;26;36;42;20,400;0,000;3;54;87;114;46,200;1,078;0;4;6;7;3,100;0,868;1;21;26;31;15,000;1,167;0;1;1;1;0,600;1,663;0;1;1;2;0,700;0,319;5;76;81;81;49,100;1,167;0;22;24;25;13,900;1,167;0;17;22;22;11,700;0,319;1;13;14;14;8,500;1,167;0;15;15;15;9,000;0,319;1;9;12;12;6,700;1,167;0;17;20;20;11,100;1,439;0;5;5;5;3,000;0,319;2;48;49;50;30,000;2866
