CUSEC;dist_min_ceas_km;n_ceas_1km;n_ceas_5km;n_ceas_15km;n_ceas_30km;disp_ponderada_ceas;dist_min_especializada_km;n_especializada_1km;n_especializada_5km;n_especializada_15km;n_especializada_30km;disp_ponderada_especializada;dist_min_primaria_km;n_primaria_1km;n_primaria_5km;n_primaria_15km;n_primaria_30km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;n_infantil_y_primaria_1km;n_infantil_y_primaria_5km;n_infantil_y_primaria_15km;n_infantil_y_primaria_30km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;n_adultos_e_idiomas_1km;n_adultos_e_idiomas_5km;n_adultos_e_idiomas_15km;n_adultos_e_idiomas_30km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;n_secundaria_y_bachillerato_1km;n_secundaria_y_bachillerato_5km;n_secundaria_y_bachillerato_15km;n_secundaria_y_bachillerato_30km;disp_ponderada_secundaria_y_bachillerato;dist_min_educación_especial_km;n_educación_especial_1km;n_educación_especial_5km;n_educación_especial_15km;n_educación_especial_30km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;n_formación_profesional_1km;n_formación_profesional_5km;n_formación_profesional_15km;n_formación_profesional_30km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;n_inclusión_social_1km;n_inclusión_social_5km;n_inclusión_social_15km;n_inclusión_social_30km;disp_ponderada_inclusión_social;dist_min_población_general_km;n_población_general_1km;n_población_general_5km;n_población_general_15km;n_población_general_30km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;n_toxicomanías_y_adicciones_1km;n_toxicomanías_y_adicciones_5km;n_toxicomanías_y_adicciones_15km;n_toxicomanías_y_adicciones_30km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;n_personas_con_discapacidad_1km;n_personas_con_discapacidad_5km;n_personas_con_discapacidad_15km;n_personas_con_discapacidad_30km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;n_familia_1km;n_familia_5km;n_familia_15km;n_familia_30km;disp_ponderada_familia;dist_min_mujer_km;n_mujer_1km;n_mujer_5km;n_mujer_15km;n_mujer_30km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;n_infancia_y_juventud_1km;n_infancia_y_juventud_5km;n_infancia_y_juventud_15km;n_infancia_y_juventud_30km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;n_voluntariado_1km;n_voluntariado_5km;n_voluntariado_15km;n_voluntariado_30km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;n_personas_mayores_1km;n_personas_mayores_5km;n_personas_mayores_15km;n_personas_mayores_30km;disp_ponderada_personas_mayores;Seccion_id
0518501001;11,344;0;0;1;6;0,800;12,441;0;0;1;3;0,500;12,488;0;0;2;18;2,200;4,993;0;1;7;31;4,800;16,053;0;0;0;4;0,400;15,273;0;0;0;9;0,900;17,358;0;0;0;1;0,100;17,135;0;0;0;2;0,200;11,585;0;0;19;40;7,800;11,585;0;0;5;10;2,000;11,585;0;0;3;4;1,000;14,591;0;0;1;10;1,200;14,591;0;0;1;1;0,300;11,585;0;0;2;4;0,800;11,585;0;0;1;2;0,400;14,591;0;0;1;1;0,300;14,591;0;0;2;5;0,900;224
0518601001;0,000;1;1;1;3;1,200;34,733;0;0;0;0;0,000;0,000;2;2;2;6;2,400;0,000;1;1;3;8;2,100;19,348;0;0;0;1;0,100;0,000;1;1;1;3;1,200;58,834;0;0;0;0;0,000;36,169;0;0;0;0;0,000;20,825;0;0;0;6;0,600;55,621;0;0;0;0;0,000;55,621;0;0;0;0;0,000;20,825;0;0;0;5;0,500;59,836;0;0;0;0;0,000;20,825;0;0;0;1;0,100;55,621;0;0;0;0;0,000;59,836;0;0;0;0;0,000;21,360;0;0;0;2;0,200;225
0518701001;5,299;0;0;4;7;1,500;32,675;0;0;0;0;0,000;7,913;0;0;5;11;2,100;0,000;2;2;13;25;6,500;13,086;0;0;1;2;0,400;7,715;0;0;3;5;1,100;34,925;0;0;0;0;0,000;33,500;0;0;0;0;0,000;15,112;0;0;0;1;0,100;35,774;0;0;0;0;0,000;8,962;0;0;1;1;0,300;35,774;0;0;0;0;0,000;37,752;0;0;0;0;0,000;35,774;0;0;0;0;0,000;35,774;0;0;0;0;0,000;37,752;0;0;0;0;0,000;5,299;0;0;2;3;0,700;226
0518702001;5,108;0;0;4;7;1,500;34,573;0;0;0;0;0,000;7,509;0;0;5;11;2,100;3,632;0;4;14;24;6,400;9,580;0;0;1;2;0,400;4,116;0;1;3;5;1,400;37,103;0;0;0;0;0,000;35,236;0;0;0;0;0,000;12,105;0;0;1;1;0,300;37,937;0;0;0;0;0,000;10,431;0;0;1;1;0,300;37,937;0;0;0;0;0,000;39,942;0;0;0;0;0,000;37,937;0;0;0;0;0,000;37,937;0;0;0;0;0,000;39,942;0;0;0;0;0,000;6,947;0;0;2;3;0,700;227
0518801001;6,175;0;0;1;3;0,500;34,452;0;0;0;0;0,000;6,175;0;0;2;8;1,200;6,175;0;0;1;10;1,200;33,999;0;0;0;0;0,000;24,190;0;0;0;1;0,100;35,209;0;0;0;0;0,000;29,008;0;0;0;1;0,100;31,458;0;0;0;0;0,000;31,458;0;0;0;0;0,000;31,458;0;0;0;0;0,000;35,632;0;0;0;0;0,000;35,946;0;0;0;0;0,000;31,458;0;0;0;0;0,000;31,458;0;0;0;0;0,000;35,946;0;0;0;0;0,000;5,062;0;0;1;3;0,500;228
0518901001;7,751;0;0;3;4;1,000;8,978;0;0;1;1;0,300;8,978;0;0;6;10;2,200;0,000;2;2;7;12;4,000;8,978;0;0;1;1;0,300;6,119;0;0;2;2;0,600;66,359;0;0;0;0;0,000;7,751;0;0;1;1;0,300;37,594;0;0;0;0;0,000;67,162;0;0;0;0;0,000;48,571;0;0;0;0;0,000;37,594;0;0;0;0;0,000;68,632;0;0;0;0;0,000;37,594;0;0;0;0;0,000;67,162;0;0;0;0;0,000;68,632;0;0;0;0;0,000;12,547;0;0;1;2;0,400;229
0519001001;11,966;0;0;2;6;1,000;11,674;0;0;1;3;0,500;16,251;0;0;0;16;1,600;4,244;0;1;5;32;4,500;16,848;0;0;0;4;0,400;16,043;0;0;0;9;0,900;17,755;0;0;0;1;0,100;17,755;0;0;0;2;0,200;13,920;0;0;20;40;8,000;13,920;0;0;5;10;2,000;13,920;0;0;3;4;1,000;14,921;0;0;1;10;1,200;14,921;0;0;1;1;0,300;13,920;0;0;2;4;0,800;13,920;0;0;1;2;0,400;14,921;0;0;1;1;0,300;14,921;0;0;2;4;0,800;230
0519101001;7,741;0;0;1;3;0,500;34,588;0;0;0;0;0,000;7,741;0;0;2;8;1,200;7,741;0;0;2;12;1,600;34,193;0;0;0;0;0,000;23,596;0;0;0;1;0,100;35,240;0;0;0;0;0,000;29,283;0;0;0;1;0,100;32,333;0;0;0;0;0,000;32,333;0;0;0;0;0,000;32,333;0;0;0;0;0,000;35,742;0;0;0;0;0,000;36,266;0;0;0;0;0,000;32,333;0;0;0;0;0,000;32,333;0;0;0;0;0,000;36,266;0;0;0;0;0,000;2,314;0;1;1;3;0,800;231
0519201001;13,923;0;0;1;2;0,400;17,127;0;0;0;1;0,100;13,923;0;0;2;4;0,800;11,877;0;0;3;12;1,800;13,923;0;0;1;2;0,400;13,923;0;0;1;3;0,500;74,591;0;0;0;0;0,000;16,709;0;0;0;1;0,100;12,566;0;0;3;3;0,900;76,298;0;0;0;0;0,000;73,437;0;0;0;0;0,000;12,566;0;0;5;5;1,500;76,298;0;0;0;0;0,000;12,566;0;0;1;1;0,300;75,268;0;0;0;0;0,000;76,298;0;0;0;0;0,000;21,188;0;0;0;2;0,200;232
0519301001;6,978;0;0;1;4;0,600;31,533;0;0;0;0;0,000;10,960;0;0;4;10;1,800;3,976;0;1;4;20;3,100;18,037;0;0;0;3;0,300;14,094;0;0;1;4;0,600;51,095;0;0;0;0;0,000;31,119;0;0;0;0;0,000;45,125;0;0;0;0;0,000;31,533;0;0;0;0;0,000;45,125;0;0;0;0;0,000;49,660;0;0;0;0;0,000;31,533;0;0;0;0;0,000;30,894;0;0;0;0;0,000;45,125;0;0;0;0;0,000;49,660;0;0;0;0;0,000;11,405;0;0;2;4;0,800;233
0519401001;14,618;0;0;1;7;0,900;20,043;0;0;0;3;0,300;7,528;0;0;2;15;1,900;7,528;0;0;4;30;3,800;22,267;0;0;0;4;0,400;16,452;0;0;0;8;0,800;23,864;0;0;0;1;0,100;21,777;0;0;0;2;0,200;16,481;0;0;0;40;4,000;16,481;0;0;0;10;1,000;16,481;0;0;0;4;0,400;21,339;0;0;0;10;1,000;21,339;0;0;0;1;0,100;14,507;0;0;1;4;0,600;16,481;0;0;0;2;0,200;21,339;0;0;0;1;0,100;16,452;0;0;0;5;0,500;234
0519501001;12,953;0;0;3;10;1,600;13,254;0;0;2;3;0,700;12,706;0;0;7;18;3,200;8,592;0;0;16;44;7,600;13,380;0;0;2;3;0,700;12,953;0;0;5;10;2,000;13,019;0;0;1;1;0,300;11,603;0;0;2;2;0,600;8,911;0;0;20;40;8,000;13,864;0;0;4;10;1,800;13,864;0;0;1;5;0,700;13,864;0;0;9;10;2,800;15,584;0;0;0;1;0,100;13,864;0;0;1;3;0,500;13,864;0;0;1;2;0,400;15,584;0;0;0;1;0,100;10,988;0;0;1;6;0,800;235
0519601001;4,337;0;1;1;3;0,800;36,845;0;0;0;0;0,000;6,406;0;0;2;10;1,400;4,337;0;1;4;13;2,400;15,046;0;0;0;1;0,100;6,406;0;0;1;3;0,500;38,684;0;0;0;0;0,000;34,228;0;0;0;0;0,000;30,522;0;0;0;0;0,000;30,522;0;0;0;0;0,000;30,522;0;0;0;0;0,000;36,792;0;0;0;0;0,000;36,792;0;0;0;0;0,000;26,256;0;0;0;1;0,100;30,522;0;0;0;0;0,000;36,792;0;0;0;0;0,000;6,406;0;0;1;4;0,600;236
0519701001;10,037;0;0;4;6;1,400;10,496;0;0;2;3;0,700;10,210;0;0;7;16;3,000;4,716;0;1;19;31;7,200;10,146;0;0;2;2;0,600;10,340;0;0;5;6;1,600;11,118;0;0;1;1;0,300;5,522;0;0;2;2;0,600;9,648;0;0;39;40;11,800;10,341;0;0;9;10;2,800;10,341;0;0;4;5;1,300;11,633;0;0;10;10;3,000;12,335;0;0;1;1;0,300;10,341;0;0;3;3;0,900;10,341;0;0;2;2;0,600;12,335;0;0;1;1;0,300;12,335;0;0;2;4;0,800;237
0519801001;9,618;0;0;2;3;0,700;41,928;0;0;0;0;0,000;10,725;0;0;4;14;2,200;6,644;0;0;7;13;2,700;9,319;0;0;1;1;0,300;11,013;0;0;2;3;0,700;43,276;0;0;0;0;0,000;38,397;0;0;0;0;0,000;35,153;0;0;0;0;0,000;35,153;0;0;0;0;0,000;35,153;0;0;0;0;0,000;41,564;0;0;0;0;0,000;41,564;0;0;0;0;0,000;31,688;0;0;0;0;0,000;35,153;0;0;0;0;0,000;41,564;0;0;0;0;0,000;11,013;0;0;1;3;0,500;238
0519901001;8,268;0;0;2;5;0,900;8,268;0;0;1;1;0,300;6,872;0;0;4;12;2,000;7,360;0;0;11;25;4,700;7,360;0;0;2;2;0,600;7,735;0;0;3;6;1,200;61,250;0;0;0;0;0,000;7,735;0;0;1;1;0,300;12,535;0;0;3;7;1,300;62,902;0;0;0;0;0,000;60,150;0;0;0;0;0,000;12,535;0;0;5;5;1,500;62,902;0;0;0;0;0,000;12,535;0;0;1;1;0,300;62,003;0;0;0;0;0,000;62,902;0;0;0;0;0,000;17,196;0;0;0;2;0,200;239
0520001001;3,898;0;1;1;4;0,900;35,357;0;0;0;0;0,000;3,898;0;2;2;8;1,800;3,814;0;2;3;13;2,500;18,741;0;0;0;1;0,100;3,898;0;1;1;3;0,800;55,967;0;0;0;0;0,000;34,870;0;0;0;0;0,000;19,954;0;0;0;6;0,600;57,606;0;0;0;0;0,000;54,486;0;0;0;0;0,000;19,954;0;0;0;5;0,500;57,995;0;0;0;0;0,000;19,954;0;0;0;1;0,100;55,974;0;0;0;0;0,000;57,332;0;0;0;0;0,000;23,931;0;0;0;2;0,200;240
0520101001;9,477;0;0;2;8;1,200;21,265;0;0;0;3;0,300;10,394;0;0;2;18;2,200;4,280;0;1;7;35;5,200;14,415;0;0;1;3;0,500;10,394;0;0;3;13;1,900;20,388;0;0;0;1;0,100;20,388;0;0;0;2;0,200;19,173;0;0;0;41;4,100;14,507;0;0;1;10;1,200;20,672;0;0;0;5;0,500;20,672;0;0;0;10;1,000;22,100;0;0;0;1;0,100;20,672;0;0;0;3;0,300;20,672;0;0;0;2;0,200;22,100;0;0;0;1;0,100;10,763;0;0;1;4;0,600;241
0520401001;0,000;1;1;1;6;1,500;22,382;0;0;0;3;0,300;12,899;0;0;1;17;1,900;0,000;1;1;2;31;4,200;21,160;0;0;0;4;0,400;17,654;0;0;0;10;1,000;28,983;0;0;0;1;0,100;28,983;0;0;0;1;0,100;20,793;0;0;0;32;3,200;25,908;0;0;0;10;1,000;26,150;0;0;0;4;0,400;26,261;0;0;0;10;1,000;26,261;0;0;0;1;0,100;12,361;0;0;1;4;0,600;26,150;0;0;0;2;0,200;26,261;0;0;0;1;0,100;21,687;0;0;0;4;0,400;242
0520501001;14,935;0;0;1;6;0,800;16,264;0;0;0;3;0,300;12,795;0;0;6;15;2,700;9,255;0;0;7;27;4,100;15,646;0;0;0;2;0,200;15,619;0;0;0;6;0,600;17,342;0;0;0;1;0,100;11,143;0;0;1;2;0,400;11,147;0;0;11;40;6,200;11,147;0;0;5;10;2,000;11,147;0;0;3;4;1,000;16,935;0;0;0;10;1,000;16,935;0;0;0;1;0,100;11,147;0;0;1;3;0,500;11,147;0;0;1;2;0,400;16,935;0;0;0;1;0,100;16,935;0;0;0;5;0,500;243
0520601001;7,136;0;0;4;5;1,300;4,965;0;1;3;3;1,200;10,429;0;0;7;16;3,000;4,888;0;1;18;29;6,800;10,763;0;0;2;2;0,600;10,571;0;0;5;8;1,800;11,622;0;0;1;1;0,300;11,622;0;0;1;2;0,400;7,325;0;0;32;40;10,400;10,763;0;0;10;10;3,000;10,763;0;0;4;4;1,200;9,027;0;0;10;10;3,000;9,027;0;0;1;1;0,300;9,027;0;0;3;4;1,000;10,763;0;0;2;2;0,600;9,027;0;0;1;1;0,300;9,027;0;0;2;2;0,600;244
0520701001;8,955;0;0;2;6;1,000;12,261;0;0;1;1;0,300;8,955;0;0;6;10;2,200;0,000;1;1;9;24;4,900;12,261;0;0;1;1;0,300;13,448;0;0;1;4;0,600;46,388;0;0;0;0;0,000;13,448;0;0;1;1;0,300;35,083;0;0;0;0;0,000;47,224;0;0;0;0;0,000;27,508;0;0;0;1;0,100;47,224;0;0;0;0;0,000;48,860;0;0;0;0;0,000;47,224;0;0;0;0;0,000;47,224;0;0;0;0;0,000;48,860;0;0;0;0;0,000;15,097;0;0;0;4;0,400;245
0520801001;11,932;0;0;2;5;0,900;20,570;0;0;0;1;0,100;11,343;0;0;3;14;2,000;11,932;0;0;4;21;2,900;15,763;0;0;0;3;0,300;15,763;0;0;0;6;0,600;53,677;0;0;0;0;0,000;21,123;0;0;0;1;0,100;46,492;0;0;0;0;0,000;20,570;0;0;0;4;0,400;46,492;0;0;0;0;0,000;51,020;0;0;0;0;0,000;20,570;0;0;0;1;0,100;22,561;0;0;0;1;0,100;46,492;0;0;0;0;0,000;51,020;0;0;0;0;0,000;6,692;0;0;2;4;0,800;246
0520901001;15,943;0;0;0;3;0,300;37,790;0;0;0;0;0,000;9,008;0;0;2;10;1,400;12,745;0;0;1;14;1,600;15,336;0;0;0;1;0,100;17,447;0;0;0;3;0,300;38,924;0;0;0;0;0,000;32,917;0;0;0;0;0,000;31,635;0;0;0;0;0,000;31,635;0;0;0;0;0,000;31,635;0;0;0;0;0,000;38,055;0;0;0;0;0,000;38,055;0;0;0;0;0,000;31,635;0;0;0;0;0,000;31,635;0;0;0;0;0,000;38,055;0;0;0;0;0,000;22,151;0;0;0;3;0,300;247
0521001001;12,493;0;0;1;7;0,900;20,651;0;0;0;3;0,300;4,478;0;2;2;17;2,700;4,478;0;1;4;32;4,300;21,962;0;0;0;4;0,400;15,600;0;0;0;8;0,800;23,670;0;0;0;1;0,100;20,784;0;0;0;2;0,200;15,834;0;0;0;40;4,000;15,834;0;0;0;9;0,900;15,834;0;0;0;4;0,400;21,347;0;0;0;10;1,000;21,347;0;0;0;1;0,100;15,834;0;0;0;4;0,400;15,834;0;0;0;2;0,200;21,347;0;0;0;1;0,100;15,600;0;0;0;5;0,500;248
0521101001;12,337;0;0;2;10;1,400;20,209;0;0;0;3;0,300;10,237;0;0;3;14;2,000;6,050;0;0;6;41;5,300;16,767;0;0;0;4;0,400;7,302;0;0;1;11;1,300;19,446;0;0;0;1;0,100;19,446;0;0;0;2;0,200;15,241;0;0;0;41;4,100;20,269;0;0;0;10;1,000;7,302;0;0;1;5;0,700;20,269;0;0;0;10;1,000;22,283;0;0;0;1;0,100;20,269;0;0;0;3;0,300;20,269;0;0;0;2;0,200;22,283;0;0;0;1;0,100;14,303;0;0;1;6;0,800;249
0521201001;10,567;0;0;1;9;1,100;23,852;0;0;0;2;0,200;10,567;0;0;2;16;2,000;8,307;0;0;4;38;4,600;23,863;0;0;0;2;0,200;16,073;0;0;0;8;0,800;23,786;0;0;0;1;0,100;20,862;0;0;0;2;0,200;19,854;0;0;0;39;3,900;24,603;0;0;0;9;0,900;16,073;0;0;0;5;0,500;24,603;0;0;0;10;1,000;26,160;0;0;0;1;0,100;24,603;0;0;0;3;0,300;24,603;0;0;0;2;0,200;26,160;0;0;0;1;0,100;0,000;1;1;1;7;1,600;250
0521301001;5,774;0;0;1;3;0,500;31,312;0;0;0;0;0,000;5,774;0;0;4;8;1,600;5,774;0;0;3;11;1,700;29,870;0;0;0;1;0,100;29,634;0;0;0;2;0,200;32,238;0;0;0;0;0,000;25,821;0;0;0;1;0,100;27,090;0;0;0;11;1,100;27,090;0;0;0;5;0,500;27,090;0;0;0;3;0,300;32,426;0;0;0;0;0,000;32,426;0;0;0;0;0,000;27,090;0;0;0;1;0,100;27,090;0;0;0;1;0,100;32,426;0;0;0;0;0,000;12,446;0;0;1;2;0,400;251
0521401001;2,546;0;1;1;4;0,900;23,222;0;0;0;1;0,100;2,546;0;2;2;8;1,800;3,822;0;2;3;21;3,300;2,546;0;1;1;2;0,700;2,546;0;1;1;5;1,000;64,589;0;0;0;0;0,000;22,678;0;0;0;1;0,100;3,822;0;3;3;6;2,100;66,480;0;0;0;0;0,000;63,260;0;0;0;0;0,000;3,822;0;5;5;5;3,000;66,480;0;0;0;0;0,000;3,822;0;1;1;1;0,600;64,974;0;0;0;0;0,000;66,339;0;0;0;0;0,000;25,452;0;0;0;1;0,100;252
0521501001;10,005;0;0;2;6;1,000;23,768;0;0;0;1;0,100;10,005;0;0;4;12;2,000;11,257;0;0;2;15;1,900;23,768;0;0;0;2;0,200;14,523;0;0;1;3;0,500;48,282;0;0;0;0;0,000;25,528;0;0;0;1;0,100;31,281;0;0;0;0;0,000;46,675;0;0;0;0;0,000;42,508;0;0;0;0;0,000;31,281;0;0;0;0;0,000;49,767;0;0;0;0;0,000;31,281;0;0;0;0;0,000;46,675;0;0;0;0;0,000;49,767;0;0;0;0;0,000;10,005;0;0;2;4;0,800;253
0521601001;6,319;0;0;1;7;0,900;15,357;0;0;0;1;0,100;6,319;0;0;2;14;1,800;6,098;0;0;5;23;3,300;15,357;0;0;0;1;0,100;17,231;0;0;0;3;0,300;43,895;0;0;0;0;0,000;17,231;0;0;0;1;0,100;40,268;0;0;0;0;0,000;44,620;0;0;0;0;0,000;31,504;0;0;0;0;0,000;41,555;0;0;0;0;0,000;45,981;0;0;0;0;0,000;41,555;0;0;0;0;0,000;44,620;0;0;0;0;0,000;45,981;0;0;0;0;0,000;6,319;0;0;1;5;0,700;254
0521701001;5,576;0;0;1;4;0,600;33,914;0;0;0;0;0,000;5,576;0;0;2;8;1,200;5,576;0;0;2;10;1,400;24,769;0;0;0;1;0,100;5,576;0;0;1;2;0,400;53,297;0;0;0;0;0,000;35,527;0;0;0;0;0,000;26,307;0;0;0;3;0,300;50,047;0;0;0;0;0,000;50,047;0;0;0;0;0,000;26,307;0;0;0;5;0,500;54,274;0;0;0;0;0,000;26,307;0;0;0;1;0,100;50,047;0;0;0;0;0,000;54,274;0;0;0;0;0,000;15,846;0;0;0;2;0,200;255
0521801001;23,740;0;0;0;4;0,400;45,364;0;0;0;0;0,000;20,035;0;0;0;10;1,000;15,217;0;0;0;12;1,200;22,895;0;0;0;2;0,200;16,190;0;0;0;4;0,400;43,272;0;0;0;0;0,000;43,187;0;0;0;0;0,000;38,205;0;0;0;0;0,000;44,084;0;0;0;0;0,000;41,722;0;0;0;0;0,000;43,447;0;0;0;0;0,000;44,876;0;0;0;0;0,000;42,596;0;0;0;0;0,000;42,596;0;0;0;0;0,000;43,769;0;0;0;0;0,000;23,297;0;0;0;1;0,100;256
0521901001;13,311;0;0;1;7;0,900;22,992;0;0;0;3;0,300;15,274;0;0;0;14;1,400;11,723;0;0;3;29;3,500;18,339;0;0;0;4;0,400;15,552;0;0;0;8;0,800;28,231;0;0;0;1;0,100;27,611;0;0;0;2;0,200;22,051;0;0;0;32;3,200;22,051;0;0;0;9;0,900;22,051;0;0;0;4;0,400;25,452;0;0;0;10;1,000;25,452;0;0;0;1;0,100;6,823;0;0;1;4;0,600;22,051;0;0;0;2;0,200;25,452;0;0;0;1;0,100;17,462;0;0;0;5;0,500;257
0522001001;11,296;0;0;1;7;0,900;21,350;0;0;0;3;0,300;0,000;2;2;2;17;3,500;0,000;1;1;5;33;5,000;21,298;0;0;0;3;0,300;16,389;0;0;0;7;0,700;23,113;0;0;0;1;0,100;19,139;0;0;0;2;0,200;14,961;0;0;11;40;6,200;14,961;0;0;5;9;1,900;14,961;0;0;3;4;1,000;21,161;0;0;0;10;1,000;21,161;0;0;0;1;0,100;14,961;0;0;1;4;0,600;14,961;0;0;1;2;0,400;21,161;0;0;0;1;0,100;16,389;0;0;0;4;0,400;258
0522101001;0,895;1;1;2;6;1,700;7,423;0;0;1;1;0,300;0,895;2;2;6;12;3,800;5,608;0;0;9;20;3,800;7,423;0;0;1;1;0,300;7,459;0;0;1;3;0,500;54,629;0;0;0;0;0,000;7,459;0;0;1;1;0,300;39,425;0;0;0;0;0,000;55,470;0;0;0;0;0,000;34,332;0;0;0;0;0,000;48,161;0;0;0;0;0,000;57,130;0;0;0;0;0,000;48,161;0;0;0;0;0,000;55,470;0;0;0;0;0,000;57,130;0;0;0;0;0,000;18,131;0;0;0;3;0,300;259
0522201001;14,203;0;0;1;11;1,300;15,250;0;0;0;3;0,300;14,154;0;0;5;18;2,800;13,694;0;0;6;45;5,700;14,770;0;0;1;4;0,600;15,001;0;0;0;14;1,400;14,154;0;0;1;1;0,300;14,154;0;0;1;2;0,400;11,262;0;0;20;41;8,100;14,770;0;0;4;10;1,800;14,770;0;0;1;5;0,700;14,770;0;0;9;10;2,800;16,679;0;0;0;1;0,100;14,770;0;0;1;3;0,500;14,770;0;0;1;2;0,400;16,679;0;0;0;1;0,100;16,679;0;0;0;6;0,600;260
0522401001;7,036;0;0;1;7;0,900;21,462;0;0;0;3;0,300;7,036;0;0;4;15;2,300;2,883;0;1;4;28;3,900;21,018;0;0;0;2;0,200;21,350;0;0;0;5;0,500;22,214;0;0;0;1;0,100;16,040;0;0;0;2;0,200;18,959;0;0;0;39;3,900;18,959;0;0;0;9;0,900;18,959;0;0;0;4;0,400;22,640;0;0;0;10;1,000;23,004;0;0;0;1;0,100;18,959;0;0;0;3;0,300;18,959;0;0;0;2;0,200;23,004;0;0;0;1;0,100;15,702;0;0;0;4;0,400;261
0522501001;7,706;0;0;1;3;0,500;32,991;0;0;0;0;0,000;7,706;0;0;2;6;1,000;0,000;1;1;4;16;3,100;18,642;0;0;0;1;0,100;7,706;0;0;1;3;0,500;52,853;0;0;0;0;0,000;32,528;0;0;0;0;0,000;19,538;0;0;0;6;0,600;54,866;0;0;0;0;0,000;51,395;0;0;0;0;0,000;19,538;0;0;0;5;0,500;54,866;0;0;0;0;0,000;19,538;0;0;0;1;0,100;52,930;0;0;0;0;0,000;54,295;0;0;0;0;0,000;26,930;0;0;0;1;0,100;262
0522601001;5,815;0;0;2;5;0,900;26,739;0;0;0;1;0,100;5,815;0;0;4;8;1,600;5,352;0;0;5;17;2,700;5,815;0;0;1;2;0,400;5,815;0;0;2;5;0,900;64,353;0;0;0;0;0,000;26,197;0;0;0;1;0,100;7,449;0;0;3;6;1,200;66,289;0;0;0;0;0,000;62,979;0;0;0;0;0,000;7,449;0;0;5;5;1,500;66,289;0;0;0;0;0,000;7,449;0;0;1;1;0,300;64,644;0;0;0;0;0,000;66,014;0;0;0;0;0,000;24,308;0;0;0;2;0,200;263
0522701001;4,654;0;1;3;6;1,500;40,083;0;0;0;0;0,000;4,717;0;2;3;7;1,900;0,000;2;3;9;20;5,500;4,654;0;1;2;2;0,900;4,717;0;1;3;6;1,500;39,116;0;0;0;0;0,000;39,116;0;0;0;0;0,000;0,000;1;1;1;1;1,000;39,792;0;0;0;0;0,000;15,229;0;0;0;1;0,100;39,841;0;0;0;0;0,000;41,836;0;0;0;0;0,000;39,841;0;0;0;0;0,000;39,841;0;0;0;0;0,000;41,836;0;0;0;0;0,000;4,717;0;1;1;3;0,800;264
0522801001;4,742;0;1;1;3;0,800;31,187;0;0;0;0;0,000;4,742;0;2;2;6;1,600;4,742;0;1;3;9;1,800;16,609;0;0;0;1;0,100;4,742;0;1;1;2;0,700;60,587;0;0;0;0;0,000;32,504;0;0;0;0;0,000;18,309;0;0;0;3;0,300;57,934;0;0;0;0;0,000;56,241;0;0;0;0;0,000;18,309;0;0;0;5;0,500;61,778;0;0;0;0;0,000;18,309;0;0;0;1;0,100;57,934;0;0;0;0;0,000;61,778;0;0;0;0;0,000;20,717;0;0;0;3;0,300;265
0522901001;11,654;0;0;2;6;1,000;11,029;0;0;1;3;0,500;16,149;0;0;0;14;1,400;4,816;0;1;5;30;4,300;16,616;0;0;0;4;0,400;16,006;0;0;0;8;0,800;17,475;0;0;0;1;0,100;17,475;0;0;0;2;0,200;12,227;0;0;20;40;8,000;14,749;0;0;5;10;2,000;14,749;0;0;3;4;1,000;14,698;0;0;1;10;1,200;14,698;0;0;1;1;0,300;14,698;0;0;2;4;0,800;14,749;0;0;1;2;0,400;14,698;0;0;1;1;0,300;14,698;0;0;2;3;0,700;266
0523001001;9,957;0;0;1;7;0,900;23,378;0;0;0;3;0,300;2,743;0;2;4;17;3,100;2,743;0;1;3;32;4,100;22,720;0;0;0;3;0,300;16,009;0;0;0;6;0,600;24,563;0;0;0;1;0,100;20,037;0;0;0;2;0,200;16,420;0;0;0;39;3,900;16,420;0;0;0;9;0,900;16,420;0;0;0;4;0,400;22,823;0;0;0;10;1,000;22,823;0;0;0;1;0,100;16,420;0;0;0;4;0,400;16,420;0;0;0;2;0,200;22,823;0;0;0;1;0,100;16,009;0;0;0;4;0,400;267
0523101001;14,838;0;0;1;4;0,600;32,274;0;0;0;0;0,000;11,419;0;0;4;9;1,700;4,831;0;1;5;14;2,700;12,599;0;0;2;2;0,600;11,419;0;0;3;3;0,900;37,167;0;0;0;0;0,000;34,344;0;0;0;0;0,000;30,346;0;0;0;0;0,000;30,346;0;0;0;0;0,000;30,346;0;0;0;0;0,000;34,456;0;0;0;0;0,000;34,456;0;0;0;0;0,000;7,841;0;0;1;1;0,300;30,346;0;0;0;0;0,000;34,456;0;0;0;0;0,000;10,095;0;0;3;3;0,900;268
