CUSEC,dist_min_BUS_km,disp_ponderada_BUS,dist_min_RAIL_km,disp_ponderada_RAIL,n_lineas_bus,n_lineas_rail,n_lineas_total
0925801001,11.082893716509757,2.0,15.459644952461884,0.8,0,0,0
0925901001,7.3325158803919495,26.8,13.455641230917163,0.4,0,0,0
0926101001,7.520858613873437,1.4,67.35731751595591,0.0,0,0,0
0926201001,8.975042530082195,1.4,11.584358135879416,0.4,0,0,0
0926501001,10.806365000232173,0.7,10.806365000232173,0.4,0,0,0
0926601001,17.929354208686245,0.9,33.91303653135842,0.0,0,0,0
0926701001,26.07226895568174,0.30000000000000004,44.522328403217394,0.0,0,0,0
0926801001,0.0,4.1,60.11385418633993,0.0,1,0,1
0926901001,4.688427729304475,2.8,45.47165464459744,0.0,0,0,0
0927001001,24.185750662387303,0.7000000000000001,50.81107261445815,0.0,0,0,0
0927201001,16.35315859420551,0.6000000000000001,22.301226271309083,0.1,0,0,0
0927301001,3.450635521331734,1.8000000000000003,3.450635521331734,0.7,0,0,0
0927401001,24.80950867115761,0.2,25.403706180435925,0.1,0,0,0
0927501001,8.94296048838342,14.0,13.095864441350882,0.5,0,0,0
0927601001,13.392770553580895,0.3,0.0,1.4000000000000001,0,11,11
0927701001,10.7450511456861,1.3,37.71842118853208,0.0,0,0,0
0927901001,8.77791064721583,0.9999999999999999,67.0603804844261,0.0,0,0,0
0928001001,8.06164684890707,0.5,8.06164684890707,0.4,0,0,0
0928101001,11.451243840430626,0.5,52.51741372570462,0.0,0,0,0
0928301001,16.714144511561766,0.30000000000000004,14.309632944994673,0.5,0,0,0
0928701001,0.0,37.199999999999996,8.581034448040516,0.3,2,0,2
0928801001,8.942987208718034,27.2,13.036095721888314,0.4,0,0,0
0928901001,0.0,4.4,50.25524461462538,0.0,1,0,1
0928901002,4.34601149841475,3.9,50.67958067672378,0.0,0,0,0
0929201001,9.572146521294595,12.100000000000001,9.572146521294595,0.4,0,0,0
0929401001,27.92172748386867,0.30000000000000004,32.39974175001065,0.0,0,0,0
0929501001,10.297948861291138,1.7,45.46230767250033,0.0,0,0,0
0929701001,6.0845243967276454,32.8,13.268822349095137,0.4,0,0,0
0929801001,11.085142808141269,0.4,11.085142808141269,0.7,0,0,0
0930101001,0.0,37.9,4.0541852845073905,0.6,4,0,4
0930201001,0.0,4.3,53.23324675462922,0.0,1,0,1
0930301001,17.754669957835283,0.9,24.15167190274374,0.1,0,0,0
0930401001,2.939181229544454,30.799999999999997,14.582035023206306,0.4,0,0,0
0930601001,7.6256946876259635,0.9,7.6256946876259635,1.4,0,0,0
0930701001,24.339498783459646,0.1,24.339498783459646,0.2,0,0,0
0930801001,18.551039106664476,0.2,18.551039106664476,0.30000000000000004,0,0,0
0930901001,0.0,4.8,44.79326824229006,0.0,1,0,1
0931001001,5.6827895013779095,6.0,5.6827895013779095,0.5,0,0,0
0931101001,5.062642635644324,1.8,41.44039079490142,0.0,0,0,0
0931201001,3.8451791001457747,3.2,49.59216333455595,0.0,0,0,0
0931401001,8.450769097304,13.3,23.27589415583169,0.1,0,0,0
0931501001,10.427107529379377,33.9,16.732352034643924,0.2,0,0,0
0931601001,3.6462800890152125,2.6999999999999997,8.885528238401864,1.0,0,0,0
0931701001,7.558445457171701,1.4,7.558445457171701,0.9,0,0,0
0931801001,15.556956907304958,1.1,39.34143841738373,0.0,0,0,0
0932101001,19.495016100300763,0.30000000000000004,49.89455547475581,0.0,0,0,0
0932101002,19.097066235407233,0.30000000000000004,49.84472219202807,0.0,0,0,0
0932301001,12.20104033736755,1.5000000000000002,12.20104033736755,0.4,0,0,0
0932501001,19.88323232165641,0.6000000000000001,22.46914053349853,0.2,0,0,0
0932601001,4.7346209069528165,36.6,9.228231650837072,0.4,0,0,0
0932701001,13.876256332330573,12.400000000000002,15.002228073576735,0.2,0,0,0
0932801001,7.475890519462793,1.0,30.954395193901,0.0,0,0,0
0932901001,15.53174642077184,0.7000000000000001,22.50169993857838,0.2,0,0,0
0933001001,0.0,3.6,50.15688963440651,0.0,2,0,2
0933201001,5.751900667969264,36.2,11.96351441515434,0.4,0,0,0
0933401001,5.954649019754873,0.8,5.954649019754873,0.4,0,0,0
0933501001,2.6301529321689645,13.4,21.376233430035054,0.1,0,0,0
0933701001,7.39575898609455,1.4,71.53058931896774,0.0,0,0,0
0933801001,0.0,38.3,10.485842131145507,0.4,2,0,2
0933901001,11.931478662194769,0.4,50.75746981579276,0.0,0,0,0
0934001001,11.057930870754324,2.2,38.79074337935341,0.0,0,0,0
0934301001,23.53549798110328,1.1,26.080500126083386,0.1,0,0,0
0934501001,6.710908812957469,0.9999999999999999,75.74964754880033,0.0,0,0,0
0934601001,23.638606019414613,0.6000000000000001,29.532646367739133,0.1,0,0,0
0934701001,11.268620120388789,0.4,7.771068191553269,0.8,0,0,0
0934801001,17.98304499473194,1.0,33.12320528097438,0.0,0,0,0
0935001001,8.988394819297913,1.9,13.35698858622008,0.4,0,0,0
0935101001,13.521277153631203,12.3,13.521277153631203,0.4,0,0,0
0935201001,21.82353880118692,1.0,55.644646775072886,0.0,0,0,0
0935301001,16.290515565657305,0.2,5.060735280361619,0.5,0,0,0
0935401001,11.461125261532525,12.3,11.461125261532525,0.4,0,0,0
0935501001,18.24542908376662,0.2,47.71049185009318,0.0,0,0,0
0935601001,9.878449142538118,1.6,47.644580313106175,0.0,0,0,0
0935801001,11.098090564552463,2.2,51.47319642620406,0.0,0,0,0
0936001001,22.66610565042359,0.2,22.66610565042359,0.1,0,0,0
0936101001,20.78793718317342,0.4,22.86447183306231,0.2,0,0,0
0936201001,8.69111383773401,36.2,14.725209680776448,0.4,0,0,0
0936301001,7.003486674680783,10.3,17.834579182942463,0.5,0,0,0
0936501001,15.077101680115604,0.4,66.69629527428452,0.0,0,0,0
0936601001,20.018493496111528,0.5,42.078163319997024,0.0,0,0,0
0936801001,9.2381269826806,1.9,20.45985672776165,0.5,0,0,0
0936901001,18.716171162463244,0.2,44.69469948005607,0.0,0,0,0
0937201001,0.0,38.199999999999996,4.896408245707706,0.6,2,0,2
0937301001,10.363332487772311,1.2999999999999998,10.363332487772311,1.1,0,0,0
0937401001,15.2719172860058,12.600000000000001,21.477447485289552,0.2,0,0,0
0937501001,4.548301691854257,14.100000000000001,4.80254620312636,0.8,0,0,0
0937701001,2.742254436977635,37.1,10.807170642508503,0.4,0,0,0
0937801001,14.377405090719874,1.1,48.39429118863567,0.0,0,0,0
0938001001,19.915714301972784,0.2,43.366837896675754,0.0,0,0,0
0938101001,12.87904427689623,1.7999999999999998,34.402134797662335,0.0,0,0,0
0938201001,17.909391764200727,12.5,24.114541441098847,0.2,0,0,0
0938401001,20.90182325409464,0.9,24.049330894942244,0.2,0,0,0
0938601001,15.977353744276735,12.3,30.555174309510186,0.0,0,0,0
0938701001,11.240359376921967,0.7,68.56129701219729,0.0,0,0,0
0938801001,6.439362551394038,13.1,27.397511593397336,0.1,0,0,0
0938901001,14.304660690667363,1.0,19.250228899268365,0.2,0,0,0
0939001001,28.910014653669545,0.1,34.38652964413993,0.0,0,0,0
0939101001,25.11888536640621,0.1,32.99183319413734,0.0,0,0,0
0939201001,14.214302493829484,0.4,14.214302493829484,0.4,0,0,0
0939401001,13.853389057173686,0.7,27.662776446082702,0.1,0,0,0
0939501001,16.126892580718533,0.30000000000000004,29.327817893781464,0.1,0,0,0
0939601001,16.675553170640605,0.6000000000000001,59.93819857323579,0.0,0,0,0
0939801001,14.636772219882813,1.0,28.487579682561876,0.1,0,0,0
0940001001,5.201135185795753,1.0999999999999999,73.42277640228342,0.0,0,0,0
0940301001,20.698908512172178,1.1,59.73426370152822,0.0,0,0,0
0940501001,17.726183306631174,0.30000000000000004,58.22919246296631,0.0,0,0,0
0940601001,16.6932903929001,12.8,22.798757892841003,0.2,0,0,0
0940701001,20.171673183090483,0.8,26.489099050603386,0.1,0,0,0
0940801001,11.233483568665811,0.4,10.125847538466175,0.7,0,0,0
0940901001,10.749354021642997,1.3,41.00154610585226,0.0,0,0,0
0941001001,26.760286488129946,0.1,52.95929767920746,0.0,0,0,0
0941002001,22.1097882582221,0.30000000000000004,53.79096752102908,0.0,0,0,0
0941003001,31.842835780539552,0.0,50.12328907463143,0.0,0,0,0
0941101001,9.210288980632756,2.8,9.210288980632756,0.4,0,0,0
0941201001,25.399991611561507,0.30000000000000004,18.71409060658861,0.2,0,0,0
0941301001,20.60344700955032,0.5,35.39226248107281,0.0,0,0,0
0941401001,12.28739540350832,2.3000000000000003,50.081112623383966,0.0,0,0,0
0941501001,15.834819564955152,0.30000000000000004,9.292630522161714,0.7,0,0,0
0941601001,11.763385644750988,0.7,35.41620718768087,0.0,0,0,0
0941701001,6.951328139950804,2.6,11.160479030515694,1.1,0,0,0
0941801001,3.418532981962754,2.3,11.24167560526595,0.6,0,0,0
0941901001,17.401653112966176,0.2,8.02685446052792,0.5,0,0,0
0942101001,0.0,1.9000000000000001,68.9788045580004,0.0,4,0,4
0942201001,12.048631867686325,0.4,12.048631867686325,0.6,0,0,0
0942301001,10.080665098782495,0.5,10.080665098782495,0.4,0,0,0
0942401001,21.441720668619073,0.1,21.441720668619073,0.2,0,0,0
0942501001,0.0,5.6000000000000005,47.99751357584123,0.0,1,0,1
0942701001,17.448500888351706,1.7000000000000002,25.141313382231477,0.2,0,0,0
0942701002,21.065909334956114,0.9,24.20561945231887,0.30000000000000004,0,0,0
0942801001,14.838033430226032,0.4,42.66115683760546,0.0,0,0,0
0942901001,14.78663205023843,12.3,14.78663205023843,0.4,0,0,0
0943001001,5.480209991707855,2.3,37.89963549849069,0.0,0,0,0
0943101001,16.83153425032565,4.2,16.83153425032565,0.1,0,0,0
0943201001,28.593620078057857,0.2,29.706905737402067,0.1,0,0,0
0943301001,22.21026135032836,0.2,22.21026135032836,0.1,0,0,0
0943401001,2.7504790954036316,42.49999999999999,9.404756674237923,0.4,0,0,0
0943701001,16.172930047705,0.9,19.632732651275308,0.2,0,0,0
0943801001,5.46445935850473,0.7,58.56789845475772,0.0,0,0,0
0943901001,2.365352781413283,41.699999999999996,8.53674113198191,0.4,0,0,0
0944001001,17.13167577150601,0.4,56.62826522898493,0.0,0,0,0
0944101001,2.9481193444943767,14.0,2.9481193444943767,0.8,0,0,0
0944201001,20.647900897613,1.6,29.83213920524767,0.1,0,0,0
0944301001,19.92981943171656,12.200000000000001,24.946599156974667,0.1,0,0,0
0944401001,9.72153163654018,1.6,16.6984325793872,0.5,0,0,0
0944501001,13.67318309417664,0.6000000000000001,13.67318309417664,0.4,0,0,0
0944601001,5.438606227428664,2.4,9.19623165860447,1.0,0,0,0
0944701001,10.764616880584455,11.9,30.274034666536856,0.0,0,0,0
0944801001,12.433946783855404,13.200000000000001,20.25504168601178,0.2,0,0,0
0944901001,11.152839536091287,14.100000000000001,17.881556369139204,0.2,0,0,0
0945001001,3.4042728164737373,3.5,52.839103432401636,0.0,0,0,0
0945101001,9.830992154040496,0.8,61.418113616988364,0.0,0,0,0
0945401001,18.8899850750497,0.2,2.9773792629303575,0.8,0,0,0
0945501001,6.931143845370911,2.9,7.819561029961981,0.6000000000000001,0,0,0
0945601001,0.0,9.6,0.0,1.1,2,8,10
0945801001,5.962372784308573,36.4,12.33226940569602,0.4,0,0,0
0946001001,0.0,2.9000000000000004,18.42350999309317,0.5,2,0,2
0946301001,11.557219135855611,11.200000000000001,27.09778303961447,0.2,0,0,0
0946401001,22.022532811669617,0.2,41.301096177914175,0.0,0,0,0
0946601001,14.310113553201246,12.400000000000002,17.697440540333716,0.2,0,0,0
0946701001,3.0509330516474584,2.5,9.522430491645776,0.6,0,0,0
0947101001,2.4654826357812345,40.900000000000006,4.4688460768393075,0.7,0,0,0
0947201001,0.0,4.300000000000001,4.384819056775033,0.7,2,0,2
0947301001,12.16324482821131,4.7,25.328566711822237,0.4,0,0,0
0947601001,7.588327573006823,12.6,30.098123812420358,0.0,0,0,0
0947801001,6.780865370791547,2.4000000000000004,45.424102438529616,0.0,0,0,0
0948001001,18.646033347214537,7.0,20.90388231912515,0.1,0,0,0
0948201001,4.453656243699048,2.0,4.453656243699048,1.6,0,0,0
0948301001,8.298069925316462,1.0999999999999999,70.73589539636154,0.0,0,0,0
0948501001,11.876914022353837,0.4,9.494443896464851,0.7,0,0,0
0990101001,14.659612982314608,0.7,37.33366224429295,0.0,0,0,0
0990201001,10.066849069058565,13.7,15.73991118426704,0.1,0,0,0
0990301001,0.263565622418656,2.7,48.76067325099146,0.0,0,0,0
0990301002,0.0,2.7,48.487554447137235,0.0,2,0,2
0990301003,0.0,2.7,48.68629174706672,0.0,2,0,2
0990401001,9.146291090199155,18.4,13.620413129201264,0.4,0,0,0
0990501001,9.94292252601367,0.8,35.103544137451635,0.0,0,0,0
0990601001,0.0,13.400000000000002,19.96783315279454,0.2,4,0,4
0990701001,0.0,38.00000000000001,6.2178586982484125,0.4,2,0,2
0990801001,23.81969190760002,0.30000000000000004,38.32257752247554,0.0,0,0,0
2400101001,34.68336141801905,0.0,19.73027227316189,0.5,0,0,0
2400201001,0.0,5.6,29.31580259605015,0.1,2,0,2
2400301001,15.613263985186235,1.9000000000000001,30.54144896868535,0.0,0,0,0
2400401001,14.12456080002563,1.2000000000000002,7.12905322335633,1.4,0,0,0
2400501001,7.9663117758642015,3.7,33.31674390841825,0.0,0,0,0
2400601001,0.0,16.1,10.306932729632639,1.7000000000000002,2,0,2
2400701001,5.385634944094926,3.9999999999999996,13.374335074239479,1.3,0,0,0
2400801001,1.3390345355609476,5.1,0.8173889736576336,2.8,0,0,0
2400801002,1.0407002092204725,5.1,0.842909000059479,2.8,0,0,0
2400802001,0.0,5.5,0.9434898607312151,2.8,4,0,4
2400802002,6.225892270764322,2.9,6.953144416651983,1.7,0,0,0
2400802003,1.9662506984598414,4.5,2.119611192957587,1.9,0,0,0
2400803001,0.9434898607312151,5.5,0.0,2.8,0,17,17
2400803002,2.310220939880928,5.1,1.6573683974184796,2.3999999999999995,0,0,0
2400901001,9.251537583995203,1.2000000000000002,21.525627475733025,0.2,0,0,0
2401001001,0.0,5.6000000000000005,15.44774470571111,0.5,2,0,2
2401001002,1.2540263988917033,5.4,14.712664569058683,0.7,0,0,0
2401001003,1.0475735966898663,5.2,15.088752903132637,0.5,0,0,0
2401001004,2.842541398018888,4.8,13.030728321797321,0.9,0,0,0
2401001005,2.6144935015500366,4.5,15.00489053816524,0.5,0,0,0
2401001006,1.6445330120076833,4.800000000000001,16.812933222320186,0.5,0,0,0
2401101001,14.554855333969549,1.0,18.63336883401217,0.2,0,0,0
2401201001,27.534426390960185,0.30000000000000004,11.198371256769843,0.8,0,0,0
2401401001,2.157850952693874,3.5,3.123488536387527,1.5,0,0,0
2401401002,0.0,4.1,1.0906738550280373,1.6,2,0,2
2401401003,0.7910519773222825,4.4,1.7866798526485643,1.6,0,0,0
2401401004,0.4457098749568717,4.4,1.135402085429041,1.6,0,0,0
2401401005,1.0906738550280373,3.7,0.0,2.1,0,17,17
2401401006,0.0,4.1,5.453050775299281,1.4,2,0,2
2401401007,0.0,4.4,1.3265260435392745,1.7,2,0,2
2401501001,0.0,16.7,4.80455643345805,2.3,4,0,4
2401501002,5.072609324771058,6.699999999999999,9.599405075630234,1.9,0,0,0
2401601001,19.816484509225578,1.1,17.445908626691352,0.4,0,0,0
2401701001,4.9844268756964265,13.5,18.799317238599354,0.8,0,0,0
2401801001,5.373146184384206,2.5999999999999996,7.236034883815779,1.2,0,0,0
2401901001,14.374212517276902,1.9000000000000001,15.274649327338176,0.6000000000000001,0,0,0
2402001001,22.18757563732702,0.2,20.927142426265938,0.4,0,0,0
2402101001,36.017936979102416,0.0,0.0,3.0,0,2,2
2402201001,12.347620793329806,2.9,5.285659634761699,1.0999999999999999,0,0,0
2402301001,0.0,3.6000000000000005,8.48944428259887,1.8,2,0,2
2402401001,9.789404523456295,2.4,0.0,1.7000000000000002,0,6,6
2402501001,33.37940835049993,0.0,26.80806249550782,0.2,0,0,0
2402601001,0.0,16.9,6.916258026512259,1.8000000000000003,2,0,2
2402701001,3.953063800791151,4.0,8.725010174414836,1.4,0,0,0
2402801001,5.958930515022816,14.200000000000001,7.963598408748033,1.6,0,0,0
2402901001,37.38158709365305,0.0,37.38158709365305,0.0,0,0,0
2403001001,0.0,5.699999999999999,8.140203727842911,1.0999999999999999,2,0,2
2403001002,0.0,5.6,6.646964455620547,1.0999999999999999,2,0,2
2403001003,3.5041131076935907,4.1,10.273386861556997,0.9,0,0,0
2403001004,0.0,5.1,6.878967451761265,1.0999999999999999,2,0,2
2403101001,7.578817799156902,2.0,7.725798562957563,1.2,0,0,0
2403201001,7.086340413862118,2.8,35.255000787683414,0.0,0,0,0
2403301001,5.2635411478345455,15.0,5.223373844204376,2.0,0,0,0
2403401001,2.604627685801465,5.3,6.42606362017383,1.3,0,0,0
2403401002,0.0,6.0,7.884288902098801,1.3,2,0,2
2403401003,0.0,5.799999999999999,7.303195579659448,1.4,2,0,2
2403601001,16.251273699899176,0.7000000000000001,31.93407897941435,0.0,0,0,0
2403701001,37.23092134798529,0.0,12.766726407534765,1.6,0,0,0
2403801001,3.6320311885480656,4.1,3.8639864283309437,1.7,0,0,0
2403801002,7.49545084171537,3.3,0.0,2.1,0,1,1
2403901001,0.0,15.100000000000001,11.519881813031438,1.8,4,0,4
