CUSEC,dist_min_BUS_km,disp_ponderada_BUS,dist_min_RAIL_km,disp_ponderada_RAIL,n_lineas_bus,n_lineas_rail,n_lineas_total
3706201001,6.408644575164227,15.100000000000001,3.0201727482819436,3.2,0,0,0
3706301001,0.0,5.800000000000001,52.168510030888434,0.0,2,0,2
3706501001,53.14698239354836,0.0,74.38578088319551,0.0,0,0,0
3706701001,0.0,63.199999999999996,2.739085655651673,3.0999999999999996,2,0,2
3706701002,0.0,39.300000000000004,2.5683053095841215,3.2,1,0,1
3706801001,21.095531750644597,0.1,50.889573230575486,0.0,0,0,0
3706901001,0.0,37.4,4.100113178591564,3.3,2,0,2
3707001001,0.0,38.5,10.165093018787275,2.0,2,0,2
3707101001,3.1846217285501655,3.8,62.991936724461006,0.0,0,0,0
3707201001,16.459004482928844,12.0,21.936172450258166,0.30000000000000004,0,0,0
3707301001,0.0,31.4,13.87407799648463,1.5,1,0,1
3707401001,26.96573153862077,0.1,98.58271460049427,0.0,0,0,0
3707701001,9.27366314730783,2.8,4.820977135527579,2.5,0,0,0
3707801001,6.009453076041103,2.8000000000000003,71.17262455661567,0.0,0,0,0
3707901001,20.23936951571713,11.200000000000001,25.70000614460248,0.2,0,0,0
3708001001,4.501316303300605,3.4000000000000004,67.73526998668254,0.0,0,0,0
3708101001,15.722992929897757,1.1,0.0,2.3000000000000003,0,4,4
3708201001,10.62416092860775,5.300000000000001,5.862868576487314,2.3,0,0,0
3708301001,0.0,2.7,5.206280797871712,1.5,2,0,2
3708501001,0.0,65.0,3.925111781084329,2.7,2,0,2
3708501002,0.3127697007096169,65.3,3.8374028585666102,2.8,0,0,0
3708501003,1.2496717388174043,67.89999999999999,3.093595834180561,2.8,0,0,0
3708501004,0.0,42.2,6.030754591948257,2.1999999999999997,2,0,2
3708601001,21.36443999511825,0.1,93.21400670260036,0.0,0,0,0
3708701001,7.247876997223877,33.8,12.677337527960917,1.0,0,0,0
3708801001,27.549155524154962,0.2,36.29053458316845,0.0,0,0,0
3708901001,6.599848806236997,3.2,40.71549214916116,0.0,0,0,0
3709001001,22.797121119181746,0.8,60.74588773694861,0.0,0,0,0
3709101001,44.58158068486301,0.0,114.62054366525318,0.0,0,0,0
3709201001,0.0,37.4,2.9649330510434435,3.2,2,0,2
3709601001,15.23575834070345,0.1,81.68837731825641,0.0,0,0,0
3709701001,9.07131341230392,0.3,62.811313177525506,0.0,0,0,0
3709801001,20.920952119957754,0.9,64.371789207685,0.0,0,0,0
3709901001,29.55002234510218,0.2,57.748251757716105,0.0,0,0,0
3710001001,54.666928272611216,0.0,80.24073487994501,0.0,0,0,0
3710101001,34.533005959820265,0.0,77.90249064893325,0.0,0,0,0
3710201001,15.805714659696513,1.0,76.60641651112437,0.0,0,0,0
3710301001,5.926275701482639,4.2,47.964209685361375,0.0,0,0,0
3710401001,25.063641190336476,0.6000000000000001,55.65636067811476,0.0,0,0,0
3710601001,35.74977006448006,0.0,49.33867137346421,0.0,0,0,0
3710701001,13.163867002146038,0.3,84.85669800333734,0.0,0,0,0
3710701002,13.214268571764185,0.3,84.85965286652372,0.0,0,0,0
3710702001,9.072479489032915,0.3,80.46442077001794,0.0,0,0,0
3710702002,12.518269084008312,0.3,84.23320883501961,0.0,0,0,0
3710702003,7.375034991042831,0.3,78.03664236213821,0.0,0,0,0
3710702004,11.91646870448049,0.3,81.08077477315187,0.0,0,0,0
3710702005,13.89774881773425,0.3,85.7152998419729,0.0,0,0,0
3710702006,0.0,1.0,71.85095545701842,0.0,2,0,2
3710702007,13.7186844946302,0.3,83.00194490541125,0.0,0,0,0
3710702008,12.090654355476268,0.3,83.78423052461761,0.0,0,0,0
3710703001,15.661500472455886,0.1,86.94384466555069,0.0,0,0,0
3710801001,6.354722950030147,13.500000000000002,10.112759223305266,1.7999999999999998,0,0,0
3710901001,14.38602388129453,1.5000000000000002,67.16837931509663,0.0,0,0,0
3711001001,4.671068187102044,14.3,5.5943791495970965,2.4,0,0,0
3711201001,9.575325225354721,2.5,58.89118044957886,0.0,0,0,0
3711301001,25.773047633852048,0.1,55.53945388892269,0.0,0,0,0
3711401001,18.744394622503563,1.8,28.691686206770218,0.1,0,0,0
3711501001,8.795784274832394,0.3,66.56482835406038,0.0,0,0,0
3711601001,28.040549427881515,0.30000000000000004,32.551980007776834,0.0,0,0,0
3711701001,2.78505889221443,37.099999999999994,7.557906698152287,1.2000000000000002,0,0,0
3711801001,4.115917661922403,15.100000000000001,24.10670713480943,0.9,0,0,0
3711901001,20.15590332213053,0.1,89.77171815256274,0.0,0,0,0
3712001001,33.136177038217404,0.0,37.92579360327494,0.0,0,0,0
3712101001,0.0,16.700000000000003,7.986115121802473,2.3,2,0,2
3712201001,4.0018748058164775,15.4,23.44700285039574,0.7000000000000001,0,0,0
3712301001,41.06204475116432,0.0,74.98112301528973,0.0,0,0,0
3712401001,9.872050443708725,3.0,43.51049923080108,0.0,0,0,0
3712501001,22.258801669556092,1.5,46.94795014839426,0.0,0,0,0
3712601001,43.92845468367324,0.0,52.74344120483728,0.0,0,0,0
3712701001,32.94087524330748,0.0,104.75724469398452,0.0,0,0,0
3712801001,4.612228730446108,13.8,4.158071876777979,2.4,0,0,0
3712901001,7.6647649450323945,34.4,10.538496626055798,1.2000000000000002,0,0,0
3713001001,4.4398198173936,13.000000000000002,17.866475911690017,0.8,0,0,0
3713101001,10.190823598856548,3.7,35.79314145326838,0.0,0,0,0
3713201001,53.69462686967517,0.0,102.96224857001054,0.0,0,0,0
3713301001,0.0,6.2,59.16993840259224,0.0,2,0,2
3713401001,0.0,15.8,28.59959756243305,0.2,2,0,2
3713501001,22.212974427690213,0.1,50.30489034972697,0.0,0,0,0
3713601001,35.3532880181229,0.0,105.20625205927655,0.0,0,0,0
3713701001,23.213836708065674,0.1,78.27343253337118,0.0,0,0,0
3713801001,5.34357453287476,4.6,47.0245443026013,0.0,0,0,0
3713901001,0.0,6.800000000000001,51.071384932651,0.0,1,0,1
3714001001,33.678594294435584,0.0,105.21351748560868,0.0,0,0,0
3714101001,13.315878184974613,3.1,16.98306888074496,0.7000000000000001,0,0,0
3714201001,9.789458230524644,23.599999999999998,15.174663368887824,0.6000000000000001,0,0,0
3714301001,8.174999594149726,3.4000000000000004,35.714443178131695,0.0,0,0,0
3714401001,6.911495511596647,13.4,28.93328798742044,0.4,0,0,0
3714501001,24.65857890422139,0.1,95.83555913975898,0.0,0,0,0
3714601001,12.198499089273396,1.9000000000000001,44.986448402094204,0.0,0,0,0
3714701001,17.392544989597845,1.3,57.982960545084445,0.0,0,0,0
3714801001,5.549865378326884,14.8,13.044378871314892,1.5,0,0,0
3714901001,33.557133885017166,0.0,41.629191271790035,0.0,0,0,0
3715001001,33.8665330714921,0.0,39.638692528858165,0.0,0,0,0
3715101001,17.093078533674216,11.5,21.68129397144172,0.30000000000000004,0,0,0
3715201001,3.4543106407223942,35.0,0.0,3.8000000000000003,0,4,4
3715401001,38.87822141834457,0.0,70.76843252833865,0.0,0,0,0
3715501001,3.113207131727657,5.5,49.72824032087174,0.0,0,0,0
3715601001,0.0,5.7,47.428252513872465,0.0,2,0,2
3715601002,1.9515314111277993,5.1000000000000005,45.47765348005364,0.0,0,0,0
3715601003,0.0,5.2,42.269088100417285,0.0,2,0,2
3715701001,27.270747306463704,0.1,93.50831248340654,0.0,0,0,0
3715801001,24.758520645149467,0.4,69.62492709516124,0.0,0,0,0
3715901001,15.963328112031498,2.0,43.60610090079214,0.0,0,0,0
3716001001,47.31608891178362,0.0,94.54987867156811,0.0,0,0,0
3716101001,8.541900363219925,2.6999999999999997,62.91292752059237,0.0,0,0,0
3716201001,15.187546782967166,2.0,33.28606240038328,0.0,0,0,0
3716301001,3.49631095083582,4.3,63.966488496834685,0.0,0,0,0
3716401001,5.219928505172738,16.700000000000003,3.519100720737897,3.4,0,0,0
3716501001,52.850987064302906,0.0,60.17792381109465,0.0,0,0,0
3716601001,30.02308511918983,0.0,101.20024499189988,0.0,0,0,0
3716701001,15.488037828727634,11.700000000000001,23.767311963025055,0.30000000000000004,0,0,0
3716801001,18.52549238192912,0.9,75.81524097881932,0.0,0,0,0
3716901001,13.10725603630017,2.4,27.172839884252785,0.2,0,0,0
3717001001,26.640271472541535,0.2,35.63856689630709,0.0,0,0,0
3717101001,0.0,6.5,54.94370988159755,0.0,1,0,1
3717201001,18.903744159001846,1.9000000000000001,48.45338568660783,0.0,0,0,0
3717301001,36.75183105543397,0.0,86.95990948572751,0.0,0,0,0
3717302001,40.637874020801945,0.0,88.12683970271095,0.0,0,0,0
3717401001,9.494982212886967,2.7,9.494982212886967,1.5,0,0,0
3717501001,4.008698619957627,35.50000000000001,7.083906116208434,2.5,0,0,0
3717601001,23.41174893692258,0.7000000000000001,65.7715496655536,0.0,0,0,0
3717701001,21.341157085061763,0.1,65.24498559774996,0.0,0,0,0
3717801001,14.480672264755004,1.1,14.480672264755004,0.7,0,0,0
3717901001,6.105851093655365,1.8,6.105851093655365,1.0,0,0,0
3718001001,50.4704254766661,0.0,58.891556551067616,0.0,0,0,0
3718101001,26.428985277732643,0.1,91.12774199036919,0.0,0,0,0
3718201001,0.0,16.4,19.578720223725668,0.7000000000000001,2,0,2
3718301001,13.682818112690459,0.3,58.62672051511894,0.0,0,0,0
3718401001,60.461846159903715,0.0,70.8266085621186,0.0,0,0,0
3718501001,4.853491810581884,36.0,9.323072876563277,1.9,0,0,0
3718601001,22.4577030647889,10.600000000000001,27.389040687945354,0.2,0,0,0
3718701001,20.255396155977884,11.600000000000001,27.520125329529986,0.2,0,0,0
3718801001,0.0,7.4,31.05881249521862,0.0,2,0,2
3718901001,13.493046765438086,4.4,31.74983769503973,0.0,0,0,0
3719001001,59.218083917485295,0.0,80.40085850778648,0.0,0,0,0
3719101001,50.14382085010525,0.0,80.01475196618391,0.0,0,0,0
3719201001,3.6173656790501654,36.900000000000006,10.671714279859627,1.2000000000000002,0,0,0
3719301001,17.652896628907236,1.3,62.28714151429269,0.0,0,0,0
3719401001,24.132272361308427,0.5,62.11157488824659,0.0,0,0,0
3719501001,14.109977810231056,1.7000000000000002,60.24430081906449,0.0,0,0,0
3719601001,23.61740732559179,0.7000000000000001,64.19314179305944,0.0,0,0,0
3719701001,12.96639361862679,2.2,45.91164220323456,0.0,0,0,0
3719801001,43.694523589152034,0.0,53.86121829675216,0.0,0,0,0
3719901001,23.59591407690814,0.1,71.5628966240671,0.0,0,0,0
3720001001,0.0,4.9,35.96267477166588,0.0,2,0,2
3720101001,11.257465298418657,1.9,71.30422120280895,0.0,0,0,0
3720201001,5.296216515778463,36.0,7.401925660114028,2.0999999999999996,0,0,0
3720301001,4.543444671428697,14.8,23.696460476356787,0.4,0,0,0
3720401001,13.638921815103759,0.3,67.21455765877622,0.0,0,0,0
3720501001,4.4296967362773545,15.7,18.350858887936017,0.6000000000000001,0,0,0
3720601001,5.346756237562884,13.8,3.9578560538266876,2.9,0,0,0
3720701001,2.5683053095841215,38.0,0.0,3.9000000000000004,0,2,2
3720801001,32.22681217204033,0.0,64.54461155764443,0.0,0,0,0
3720901001,0.0,35.4,13.940978032027507,1.1,2,0,2
3721101001,21.45286234788071,1.2000000000000002,36.07831718054879,0.0,0,0,0
3721201001,3.704782380713742,4.3999999999999995,65.06133971718155,0.0,0,0,0
3721301001,0.0,6.6,54.63649054063196,0.0,2,0,2
3721401001,29.058166188748118,0.1,62.619172884380546,0.0,0,0,0
3721501001,6.591609099285248,3.4000000000000004,6.591609099285248,1.6,0,0,0
3721601001,4.654400640629872,14.600000000000001,22.91607720109234,0.9,0,0,0
3721701001,0.0,5.1,60.672759990589704,0.0,1,0,1
3721801001,9.377526485253378,2.2,51.12892414530692,0.0,0,0,0
3721901001,26.134588904725764,0.6000000000000001,50.400863345368876,0.0,0,0,0
3722101001,54.47366305684856,0.0,123.70015574309406,0.0,0,0,0
3722201001,7.455497492093491,14.5,10.909761460679471,1.7,0,0,0
3722301001,26.43545810189621,0.1,78.46749154047244,0.0,0,0,0
3722401001,0.0,14.900000000000002,5.873243661573606,2.6,2,0,2
3722501001,0.0,15.0,6.975071173326459,2.5,2,0,2
3722601001,17.014475283305508,8.700000000000001,29.462328737886825,0.2,0,0,0
3722801001,16.317917287084484,1.2000000000000002,8.040559711599277,1.9,0,0,0
3722901001,7.651196130159712,16.700000000000003,11.297283086011205,1.5,0,0,0
3723001001,8.291283207029661,33.2,12.987957773537959,1.0,0,0,0
3723101001,0.0,12.200000000000001,9.049163608160269,1.7000000000000002,2,0,2
3723201001,6.687924028419995,1.8,9.675660835336172,1.5,0,0,0
3723301001,18.255141125150534,0.1,86.86291595329209,0.0,0,0,0
3723401001,50.00736935801741,0.0,118.09551653605945,0.0,0,0,0
3723501001,15.03050892062395,2.1,21.128545512219237,0.5,0,0,0
3723601001,9.94885595095114,13.4,18.253871235198524,1.1,0,0,0
3723701001,6.485911707831302,6.300000000000001,30.86646966788864,0.0,0,0,0
3723801001,0.0,33.9,3.4543106407223942,3.1,2,0,2
3723901001,6.243805632194011,13.700000000000001,0.0,3.1,0,4,4
3724001001,2.2408157626268568,39.9,5.663467021234594,2.4000000000000004,0,0,0
3724101001,27.696831611331945,0.1,48.2296290831093,0.0,0,0,0
3724201001,4.889547995831234,4.5,34.697476918793356,0.0,0,0,0
3724301001,56.71977754852857,0.0,69.08296751742647,0.0,0,0,0
3724401001,9.673194464954252,2.3,71.77667084443559,0.0,0,0,0
3724501001,46.1001564369729,0.0,112.83104223790204,0.0,0,0,0
3724601001,0.0,2.7,0.0,2.2,2,2,4
3724601002,1.40622958759795,2.6999999999999997,1.40622958759795,1.9,0,0,0
3724602001,2.3499814895865603,2.4,2.3499814895865603,2.0,0,0,0
3724602002,2.5545946380789863,2.5999999999999996,2.5545946380789863,1.9,0,0,0
3724701001,6.850190744624988,14.0,11.851801754404661,1.7999999999999998,0,0,0
3724801001,37.72191207383579,0.0,59.85435903137343,0.0,0,0,0
3724901001,38.41317097536343,0.0,55.40266226748914,0.0,0,0,0
3725001001,62.92789352305406,0.0,64.55246886646371,0.0,0,0,0
3725101001,2.8757338240253767,5.0,56.836738281227944,0.0,0,0,0
3725201001,15.614697666629624,1.3,64.25386277846077,0.0,0,0,0
3725301001,10.93259396617511,28.799999999999997,14.48507575168587,1.0,0,0,0
3725401001,5.873243661573606,14.4,0.0,3.4,0,3,3
3725501001,0.0,5.4,39.31848634024084,0.0,2,0,2
3725601001,13.638487128230173,1.7000000000000002,9.751617009241372,1.9,0,0,0
3725701001,29.5038436353883,0.1,60.84209918326732,0.0,0,0,0
3725801001,37.44477232781374,0.0,108.5015592384139,0.0,0,0,0
3725901001,3.3352538390967603,5.3,52.371667921459256,0.0,0,0,0
3726001001,19.19788093410896,0.1,59.889928441080336,0.0,0,0,0
3726101001,6.331195139358578,3.0999999999999996,50.494141686182594,0.0,0,0,0
3726201001,46.96059188423375,0.0,53.568754153065704,0.0,0,0,0
3726301001,6.8210318600502635,2.5999999999999996,69.96134489733122,0.0,0,0,0
3726401001,33.70683226098696,0.0,94.97904198597529,0.0,0,0,0
3726501001,10.186769534943759,1.7,14.216497281486658,1.2,0,0,0
3726601001,38.46290439948987,0.0,91.73758675958166,0.0,0,0,0
3726701001,14.319938555911417,0.3,65.49821155272801,0.0,0,0,0
3726801001,29.297998605912962,0.2,50.838088474285854,0.0,0,0,0
3726901001,36.83762039967251,0.0,103.84828370844188,0.0,0,0,0
3727001001,23.995936480221882,8.4,29.477717327655355,0.1,0,0,0
3727101001,17.225921857278514,11.5,22.387149021939088,0.30000000000000004,0,0,0
3727201001,17.700070540240805,0.1,88.50706094438411,0.0,0,0,0
3727301001,29.798590179648226,0.1,43.36077983141964,0.0,0,0,0
3727401001,0.21776403292915364,83.69999999999999,0.679884669100643,3.0999999999999996,0,0,0
3727401002,0.0,85.8,0.40531779805225654,3.0999999999999996,6,0,6
3727401003,0.0,85.8,0.47107344608479323,3.0999999999999996,12,0,12
3727401004,0.167544131865833,82.89999999999998,0.754865636954322,3.0999999999999996,0,0,0
3727401005,0.29466210536124626,80.49999999999999,0.9538646584266075,3.0999999999999996,0,0,0
3727401006,0.0,74.19999999999999,1.373398185687806,2.7,24,0,24
3727401007,0.0,77.29999999999998,0.9724724340073408,3.0999999999999996,11,0,11
3727401008,0.0,80.7,1.0819533737638942,2.7,20,0,20
3727401009,0.20335287998678103,80.1,0.7167388594611059,3.0999999999999996,0,0,0
3727401010,0.0,82.49999999999999,0.5460236405467577,3.0999999999999996,38,0,38
3727401011,0.0,84.89999999999998,0.8099915274073097,3.0999999999999996,2,0,2
3727401012,0.11425328088253806,82.19999999999999,0.9695955719839072,3.0999999999999996,0,0,0
3727402001,0.0,85.0,0.31753729232980477,3.0999999999999996,29,0,29
3727402002,0.0,81.29999999999998,0.5951259041367235,3.0999999999999996,6,0,6
3727402003,0.0,77.99999999999999,0.8423036591649276,3.0999999999999996,16,0,16
3727402004,0.0,78.1,0.7410312790511063,3.0999999999999996,12,0,12
3727402005,0.0,78.49999999999999,0.6331147014927915,3.1999999999999997,7,0,7
3727402006,0.0,76.49999999999999,0.8510300321383332,3.1999999999999997,3,0,3
3727402007,0.15525411005391548,82.1,0.5429489487160739,3.6,0,0,0
3727402008,0.0,84.49999999999999,0.41772106300235246,3.6,10,0,10
3727402009,0.15891754833006463,86.49999999999999,0.1973631786142368,3.5,0,0,0
3727402010,0.0,84.89999999999998,0.3161951389977669,3.5,8,0,8
3727402011,0.0,81.29999999999998,0.5959256501908335,3.6,10,0,10
3727402012,0.0,86.1,0.30425096876749064,3.6,1,0,1
3727402013,0.16246722444736666,84.1,0.32930044679831544,3.5,0,0,0
3727402014,0.0,84.89999999999998,0.26735791241912304,3.0999999999999996,7,0,7
3727402015,0.0,81.69999999999999,0.48116176998097915,3.6,3,0,3
3727402016,0.0,76.1,0.7591889476247516,3.1999999999999997,2,0,2
3727402017,0.0,85.29999999999998,0.41224149739140226,3.6,6,0,6
3727402018,0.0,70.0,1.5696813378778964,2.8,11,0,11
3727402019,0.0,69.6,1.23141726866384,2.8,2,0,2
3727402020,0.0,75.69999999999999,1.0429888392080375,2.8,9,0,9
3727403001,0.0,74.3,1.1562767963230056,2.8,12,0,12
3727403002,0.0,74.9,1.3286062495086726,2.7,32,0,32
3727403003,0.0,73.7,1.9819127966742804,2.7,14,0,14
3727403004,0.0,72.0,1.5703771827269488,2.7,29,0,29
3727403005,0.0,71.19999999999999,2.3190974550292287,2.7,8,0,8
3727403006,0.0,71.19999999999999,2.884286845173045,2.7,16,0,16
3727403007,0.0,71.3,2.8087980734821216,2.4999999999999996,9,0,9
3727403008,0.0,72.6,1.920094133242276,2.7,22,0,22
3727403009,0.0,70.1,2.2760747778287196,2.4999999999999996,17,0,17
3727403010,0.0,68.69999999999999,3.013501621244467,2.3,7,0,7
3727403011,0.0,68.89999999999999,3.060551532881585,2.3,11,0,11
3727403012,0.0,73.1,1.8928789810070017,2.7,2,0,2
3727403013,0.0,48.5,5.5051235919398165,1.6,9,0,9
3727403014,0.0,72.49999999999999,2.2582073401109404,2.7,24,0,24
3727403015,0.0,73.19999999999999,1.8256132253918544,2.7,2,0,2
3727403016,0.0,71.39999999999999,2.6026514976043567,2.4999999999999996,9,0,9
3727403017,0.0,64.5,4.108315875729547,2.3,8,0,8
3727403018,0.0,68.3,3.558238781452996,2.3,8,0,8
3727403019,0.0,71.49999999999999,1.9632186282639192,2.7,15,0,15
3727403020,0.0,63.19999999999999,4.188297272645311,2.3,8,0,8
3727404001,0.11362901383084832,84.49999999999999,0.7866618974488272,3.0999999999999996,0,0,0
3727404002,0.16512028111087895,81.1,1.134218158323219,2.7,0,0,0
3727404003,0.20278830968484168,81.1,1.0845741464566065,2.7,0,0,0
3727404004,0.2005128468267113,79.89999999999999,1.216944727897799,2.7,0,0,0
3727404005,0.0,77.80000000000001,1.4697638629386252,2.7,23,0,23
3727404006,0.0,77.89999999999999,1.3534611441044202,2.7,5,0,5
3727404008,0.0,75.89999999999999,1.7231614668332285,2.7,10,0,10
3727404009,0.24912360995608857,72.4,2.1624785358288094,2.7,0,0,0
3727404010,0.0,72.8,2.0805413214696107,2.7,3,0,3
3727404011,0.0,77.10000000000001,1.6070268964027732,2.7,5,0,5
3727404012,0.0,76.29999999999998,1.5378194621297645,2.7,13,0,13
3727404013,0.0,73.89999999999999,1.9044137621251085,2.7,2,0,2
3727404014,0.0,76.6,1.6802789850679485,2.7,3,0,3
3727404016,0.0,82.3,0.981082124504981,3.0999999999999996,5,0,5
3727404017,0.0,71.69999999999999,1.8840816225262087,2.7,22,0,22
3727404018,0.0,79.4,1.3185382757662731,2.7,9,0,9
3727404019,0.0,75.10000000000001,1.746971680119223,2.7,9,0,9
3727404020,0.0,84.6,0.7585970212043083,3.0999999999999996,1,0,1
3727404021,0.0,72.5,2.0513233547555028,2.7,4,0,4
3727404022,0.0,69.89999999999999,2.2481137832196407,2.7,9,0,9
3727404023,0.0,68.39999999999999,2.269257525910339,2.7,6,0,6
3727404024,0.0,66.4,3.4772528750609797,2.3,10,0,10
3727404025,0.0,71.6,2.219988300790034,2.7,5,0,5
3727405001,0.0,85.8,0.5836401345798691,3.0999999999999996,10,0,10
3727405002,0.0,86.19999999999999,0.6743819710814192,3.0999999999999996,10,0,10
3727405003,0.0,84.19999999999999,0.8272228211615481,3.0999999999999996,2,0,2
3727405004,0.0,84.19999999999999,0.8983213698117596,3.0999999999999996,8,0,8
3727405005,0.0,81.80000000000001,1.0098893686172536,2.7,5,0,5
3727405006,0.0,80.2,1.2178568721103262,2.7,1,0,1
3727405007,0.0,79.80000000000001,1.2683480708912267,2.7,2,0,2
3727405008,0.0,68.39999999999999,1.8010800663809743,2.7,15,0,15
3727405009,0.0,83.99999999999999,0.9613902768702262,3.0999999999999996,9,0,9
3727405010,0.0,79.89999999999999,0.8116453961639383,3.0999999999999996,8,0,8
3727405011,0.0,81.6,0.3511727182073816,3.6,4,0,4
3727405012,0.0,85.8,0.7394933719161314,3.5,7,0,7
3727405013,0.0,81.19999999999999,0.6325264939933042,3.6,8,0,8
3727405014,0.2651679637026712,76.7,0.8930674803853009,3.1999999999999997,0,0,0
3727405015,0.0,83.1,0.6810182507539873,3.5,4,0,4
3727405016,0.0,80.79999999999998,0.4853772738965772,3.6,4,0,4
3727405017,0.13957143866948293,84.19999999999999,0.821289939475394,3.0999999999999996,0,0,0
3727405018,0.0,82.7,0.5169263906208189,3.6,4,0,4
3727405019,0.0,84.19999999999999,0.8145424058188967,3.0999999999999996,7,0,7
3727405020,0.0,75.89999999999999,0.7735326191014774,3.1999999999999997,9,0,9
3727405022,0.06170498073194665,80.0,0.5462034198156085,3.1999999999999997,0,0,0
3727405025,0.0,73.3,1.19485636274307,2.7,5,0,5
3727405026,0.0,81.7,1.0083976053101475,2.7,5,0,5
3727406001,0.0,87.0,0.5696267738828792,3.5,4,0,4
3727406002,0.0,87.4,0.5071427907424922,3.5,3,0,3
3727406003,0.0,86.6,0.4169690618914574,3.0999999999999996,12,0,12
3727406004,0.0,87.8,0.0,3.5,13,4,17
3727406005,0.17023454580803118,86.6,0.5220675414264965,3.5,0,0,0
3727406006,0.0,87.0,0.3986615818195617,3.5,4,0,4
3727406007,0.0,87.4,0.5589878131752876,3.5,4,0,4
3727406008,0.09075034765880384,84.19999999999999,0.46412233229046396,3.6,0,0,0
3727406009,0.0,83.4,0.2029322106721663,3.6,6,0,6
3727406010,0.0,86.19999999999999,0.3942184393143592,3.6,4,0,4
3727406011,0.0,82.1,0.23846268891935454,3.6,2,0,2
3727406012,0.0,87.8,0.22896191229609333,3.5,3,0,3
3727406013,0.0,88.19999999999999,0.3528442399879879,3.5,3,0,3
3727406014,0.0,86.19999999999999,0.6636285178013888,3.5,4,0,4
3727406015,0.0,85.0,0.35733870736831985,3.6,2,0,2
3727406016,0.0,89.0,0.2383804127585819,3.5,9,0,9
3727406017,0.0,82.1,0.0,3.6,8,16,24
3727406019,0.0,77.19999999999999,0.5245115894016519,3.1999999999999997,9,0,9
3727406020,0.0,67.8,1.2876339522467846,2.8,9,0,9
3727406021,0.0,73.8,0.6568440193791234,3.1999999999999997,9,0,9
3727406022,0.0,85.4,0.3901658030688248,3.6,2,0,2
3727406023,0.0,77.4,0.3511542671637532,3.1999999999999997,12,0,12
3727501001,42.88773384744467,0.0,82.11072135406759,0.0,0,0,0
3727601001,9.485193047427822,1.8,9.485193047427822,1.0,0,0,0
3727701001,6.286245709480229,4.199999999999999,42.49872577160885,0.0,0,0,0
3727801001,2.4417865643213905,36.3,4.857479295950631,2.7,0,0,0
3727901001,6.869119676190926,0.3,70.1275982920746,0.0,0,0,0
3728001001,47.77601036486299,0.0,63.91137070109214,0.0,0,0,0
3728101001,30.29865169232358,0.0,39.048658069997614,0.0,0,0,0
3728201001,0.0,6.2,58.8138532200856,0.0,1,0,1
3728301001,32.35436411118077,0.0,37.57014855049062,0.0,0,0,0
3728401001,11.619210339554403,2.3,53.920812999859656,0.0,0,0,0
3728501001,30.051415768356474,0.0,88.76089168282773,0.0,0,0,0
3728601001,26.463428169228195,0.2,60.835125616358866,0.0,0,0,0
3728701001,18.830685928692798,1.5,52.16810834897021,0.0,0,0,0
3728801001,4.405031348126106,35.6,0.0,3.9000000000000004,0,2,2
3728901001,26.346325479100646,0.1,45.58826697616892,0.0,0,0,0
3729001001,13.793954731984387,12.200000000000001,19.50798576283247,0.5,0,0,0
3729101001,8.968134882784247,13.5,20.460849760609044,0.4,0,0,0
3729201001,14.150837014517434,11.700000000000001,24.53181932354953,0.30000000000000004,0,0,0
3729301001,35.12774559032615,0.0,40.164281938088116,0.0,0,0,0
3729401001,1.0792737296649872,67.89999999999999,2.6446945139250984,2.8,0,0,0
3729401002,1.0289328859977318,66.60000000000001,2.8783441868846174,2.8,0,0,0
3729401003,0.8695262405087211,65.5,2.811454839266448,2.8,0,0,0
3729401004,0.0,61.7,3.796162299111663,2.8,1,0,1
3729401005,0.8795624828547537,67.1,2.986343675489642,2.8,0,0,0
3729401006,0.0,60.5,3.65195743423154,2.8,1,0,1
3729401007,0.0,48.7,4.849626602447802,2.5,2,0,2
3729401008,0.7542807671710442,70.7,1.7891756049611214,2.8,0,0,0
3729401009,0.0,63.1,3.8594491983334676,2.8,2,0,2
3729401010,0.9988442371259004,69.5,2.2122346520576124,2.8,0,0,0
3729601001,12.800823187999393,1.8,12.800823187999393,0.8,0,0,0
3729701001,0.0,5.0,53.20865154243112,0.0,1,0,1
3729801001,12.574247251496896,1.7000000000000002,57.50886316202579,0.0,0,0,0
3729901001,15.384219519681988,0.5,33.281714028437804,0.0,0,0,0
3730001001,9.69387238579184,3.6999999999999997,49.73434703665834,0.0,0,0,0
3730101001,47.00931588518652,0.0,53.16916158100598,0.0,0,0,0
3730201001,50.45708311831408,0.0,91.78423507232183,0.0,0,0,0
3730301001,31.773507214614643,0.0,97.59418746996833,0.0,0,0,0
3730401001,18.885815493727943,0.1,54.4288409540846,0.0,0,0,0
3730501001,22.024740312540246,1.1,59.725039497063385,0.0,0,0,0
3730601001,15.3079441516045,0.1,74.31841958507772,0.0,0,0,0
3730701001,22.406410119271726,0.1,79.86467331584272,0.0,0,0,0
3730901001,14.721458533348105,2.3,39.31346786381618,0.0,0,0,0
3731001001,4.505615320404645,15.700000000000001,26.109539783699812,0.5,0,0,0
3731101001,43.34506711408663,0.0,97.25307873615408,0.0,0,0,0
3731201001,0.0,5.7,57.481821095757155,0.0,2,0,2
3731301001,21.831854533186238,0.7000000000000001,72.1394222267898,0.0,0,0,0
3731401001,25.71919841625495,2.8000000000000003,31.093626494592158,0.0,0,0,0
3731501001,9.938807046556004,3.3,42.41542361938923,0.0,0,0,0
