CUSEC_origen;centro_id;CUSEC_servicio;distancia
0923501001;1365;0939001001;8385,425
0923501001;456;0901801004;23858,079
0923501001;1303;0901801004;23858,079
0923501001;970;0901801005;24300,075
0923501001;346;0901801008;23682,797
0923501001;458;0901802001;23175,968
0923501001;942;0901802005;18795,246
0923501001;719;0901803003;24427,747
0923501001;1105;0901803008;23603,929
0923501001;1132;0914101001;26693,601
0923501001;1474;0915101001;19766,350
0923501001;1416;0921801001;29985,486
0923501001;448;3402201001;28832,342
0923501001;105;4711402002;28144,634
0923501001;1393;4711402002;28144,634
0923601001;703;0925001001;2576,574
0923601001;737;0935001001;10559,126
0923601001;1251;0902301001;16074,009
0923601001;133;0905902002;25627,545
0923601001;1284;0905902002;25627,545
0923601001;732;0905902005;25595,828
0923601001;1530;0905903003;24582,063
0923601001;121;0905903005;23993,608
0923601001;1270;0905903005;23993,608
0923601001;351;0905903008;24354,953
0923601001;387;0905905005;25965,600
0923601001;260;0905905007;26241,896
0923601001;145;0905905013;26874,546
0923601001;365;0905905013;26874,546
0923601001;648;0905905017;26857,243
0923601001;1508;0905905027;25724,413
0923601001;435;0905905041;27975,901
0923601001;1477;0905905043;27921,798
0923601001;1294;0905905045;27587,168
0923601001;694;0905906011;24988,930
0923601001;652;0905907007;27542,060
0923601001;1529;0905908003;22712,094
0923601001;380;0905909003;28234,111
0923601001;1427;0905909035;28284,705
0923601001;151;0905909038;27817,703
0923601001;356;0905909041;29312,233
0923601001;1445;0905909042;28098,464
0923601001;1107;0905909044;27732,554
0923601001;396;0909101001;18267,047
0923601001;104;0919401001;20356,746
0923601001;1502;0919401001;20356,746
0923601001;276;0936301001;22288,617
0923601001;1498;0937701001;19854,517
0923601001;1403;0938401001;18384,659
0923601001;1539;0943401001;20522,866
0923601001;656;0943901001;20198,669
0923601001;724;0990701001;27216,396
0923801001;716;0923801001;0,000
0923801001;330;0939401001;10767,662
0923801001;466;0941201001;14648,973
0923801001;635;0905601001;21835,874
0923801001;361;0905601003;18535,578
0923801001;711;0920901001;22169,915
0923801001;687;0925101001;22471,745
0923801001;1504;0990301002;29024,681
0923801001;447;0990501001;29425,461
0923801001;1276;0990601001;29464,051
0923901001;1474;0915101001;6591,143
0923901001;108;0936901001;11117,334
0923901001;329;0936901001;11117,334
0923901001;456;0901801004;19017,812
0923901001;1303;0901801004;19017,812
0923901001;970;0901801005;18933,030
0923901001;346;0901801008;18250,790
0923901001;458;0901802001;17457,155
0923901001;942;0901802005;15188,308
0923901001;719;0901803003;17623,939
0923901001;1105;0901803008;17337,493
0923901001;1101;0911301001;28776,696
0923901001;1132;0914101001;22503,886
0923901001;104;0919401001;26902,130
0923901001;1502;0919401001;26902,130
0923901001;1416;0921801001;27299,585
0923901001;1293;0925601001;26852,811
0923901001;615;0926101001;24922,880
0923901001;958;0926101001;24922,880
0923901001;115;0932101001;24323,778
0923901001;286;0932101001;24323,778
0923901001;1403;0938401001;27841,812
0923901001;1365;0939001001;19768,409
0924101001;133;0905902002;9877,853
0924101001;1284;0905902002;9877,853
0924101001;732;0905902005;10038,166
0924101001;1530;0905903003;11149,476
0924101001;121;0905903005;13718,699
0924101001;1270;0905903005;13718,699
0924101001;351;0905903008;11433,783
0924101001;387;0905905005;9685,052
0924101001;260;0905905007;9285,756
0924101001;145;0905905013;8819,937
0924101001;365;0905905013;8819,937
0924101001;648;0905905017;8966,571
0924101001;1508;0905905027;9702,371
0924101001;435;0905905041;8042,154
0924101001;1477;0905905043;8378,084
0924101001;1294;0905905045;8187,147
0924101001;694;0905906011;10087,637
0924101001;652;0905907007;7153,215
0924101001;1529;0905908003;12301,664
0924101001;380;0905909003;7386,031
0924101001;1427;0905909035;6961,276
0924101001;151;0905909038;7954,528
0924101001;356;0905909041;6678,936
0924101001;1445;0905909042;7723,671
0924101001;1107;0905909044;7452,488
0924101001;1253;0908601001;5331,023
0924101001;1257;0908601001;5331,023
0924101001;390;0917701001;11972,606
0924101001;1539;0943401001;14173,013
0924101001;1251;0902301001;19306,381
0924101001;635;0905601001;28100,455
0924101001;361;0905601003;29458,058
0924101001;1498;0937701001;19310,678
0924101001;656;0943901001;15864,462
0924101001;471;0990201001;23782,329
0924101001;1276;0990601001;23207,008
0924101001;724;0990701001;15134,194
0924201001;396;0909101001;14397,412
0924201001;634;0921101001;7089,296
0924201001;276;0936301001;12169,602
0924201001;703;0925001001;26961,258
0924201001;349;0942701001;18924,963
0924201001;1345;3401701001;29078,915
0924201001;693;3407401001;23971,846
0924201001;1484;3408301001;25209,411
0924201001;1486;3490101001;16315,548
0924301001;634;0921101001;5996,870
0924301001;276;0936301001;14355,247
0924301001;396;0909101001;19791,308
0924301001;349;0942701001;16483,621
0924301001;403;3400501001;26448,672
0924301001;693;3407401001;27184,295
0924301001;1484;3408301001;20338,606
0924301001;1486;3490101001;16988,473
0924401001;716;0923801001;14141,985
0924401001;635;0905601001;27518,660
0924401001;361;0905601003;24520,801
0924401001;711;0920901001;22743,275
0924401001;330;0939401001;18927,900
0924401001;466;0941201001;27775,071
0924401001;1504;0990301002;26381,929
0924401001;447;0990501001;15648,108
0924401001;1276;0990601001;18796,752
0924601001;1412;0942501001;4551,283
0924601001;733;0928901001;6440,168
0924601001;999;4216401001;14142,807
0924601001;1464;4216401001;14142,807
0924601001;371;0917401001;24009,520
0924601001;1426;0933001001;15905,564
0924601001;628;4205501001;17987,381
0924601001;125;4206901001;21283,114
0924601001;1466;4206901001;21283,114
0924601001;134;4207801001;15814,337
0924601001;1526;4207801001;15814,337
0924601001;1404;4212901001;15117,770
0924601001;1307;4221501001;28779,451
0924601001;1405;4221501001;28779,451
0924701001;396;0909101001;11698,661
0924701001;634;0921101001;10393,307
0924701001;693;3407401001;14559,304
0924701001;1486;3490101001;11340,978
0924701001;703;0925001001;27736,558
0924701001;276;0936301001;19511,076
0924701001;349;0942701001;28506,197
0924701001;1345;3401701001;20181,495
0924701001;991;3404701002;27204,510
0924701001;1469;3404701002;27204,510
0924701001;1484;3408301001;29592,023
0924801001;390;0917701001;7147,390
0924801001;1251;0902301001;25106,887
0924801001;133;0905902002;24565,020
0924801001;1284;0905902002;24565,020
0924801001;732;0905902005;24839,573
0924801001;1530;0905903003;25568,508
0924801001;121;0905903005;28949,056
0924801001;1270;0905903005;28949,056
0924801001;351;0905903008;25800,533
0924801001;387;0905905005;24678,870
0924801001;260;0905905007;24294,762
0924801001;145;0905905013;24293,943
0924801001;365;0905905013;24293,943
0924801001;648;0905905017;24535,794
0924801001;1508;0905905027;24349,413
0924801001;435;0905905041;24285,712
0924801001;1477;0905905043;24751,261
0924801001;1294;0905905045;24076,013
0924801001;694;0905906011;23866,384
0924801001;652;0905907007;20978,449
0924801001;1529;0905908003;24890,338
0924801001;380;0905909003;23479,682
0924801001;1427;0905909035;22709,823
0924801001;151;0905909038;23956,159
0924801001;356;0905909041;23560,341
0924801001;1445;0905909042;23900,566
0924801001;1107;0905909044;22822,321
0924801001;1253;0908601001;15013,591
0924801001;1257;0908601001;15013,591
0924801001;1101;0911301001;18305,018
0924801001;1518;0927401001;23982,204
0924801001;1426;0933001001;24007,574
0924801001;1539;0943401001;24563,335
0924801001;656;0943901001;28697,491
0924901001;703;0925001001;4669,445
0924901001;737;0935001001;7871,787
0924901001;1251;0902301001;19400,343
0924901001;133;0905902002;29105,949
0924901001;1284;0905902002;29105,949
0924901001;732;0905902005;29073,284
0924901001;1530;0905903003;28057,073
0924901001;121;0905903005;27418,128
0924901001;1270;0905903005;27418,128
0924901001;351;0905903008;27828,745
0924901001;387;0905905005;29443,308
0924901001;260;0905905007;29720,566
0924901001;1508;0905905027;29203,272
0924901001;694;0905906011;28467,852
0924901001;1529;0905908003;26191,229
0924901001;396;0909101001;16958,095
0924901001;104;0919401001;20906,042
0924901001;1502;0919401001;20906,042
0924901001;276;0936301001;23566,505
0924901001;1498;0937701001;23136,147
0924901001;1403;0938401001;17869,143
0924901001;1539;0943401001;23991,306
0924901001;656;0943901001;23650,494
0924901001;1345;3401701001;28293,012
0925001001;703;0925001001;0,000
0925001001;737;0935001001;12454,284
0925001001;1251;0902301001;16670,526
0925001001;133;0905902002;25255,675
0925001001;1284;0905902002;25255,675
0925001001;732;0905902005;25196,436
0925001001;1530;0905903003;24140,388
0925001001;121;0905903005;23207,890
0925001001;1270;0905903005;23207,890
0925001001;351;0905903008;23896,260
0925001001;387;0905905005;25570,860
0925001001;260;0905905007;25877,557
0925001001;145;0905905013;26491,699
0925001001;365;0905905013;26491,699
0925001001;648;0905905017;26451,176
0925001001;1508;0905905027;25371,660
0925001001;435;0905905041;27567,430
0925001001;1477;0905905043;27471,176
0925001001;1294;0905905045;27207,098
0925001001;694;0905906011;24716,885
0925001001;652;0905907007;27465,124
0925001001;1529;0905908003;22437,311
0925001001;380;0905909003;27894,896
0925001001;1427;0905909035;28015,976
0925001001;151;0905909038;27443,533
0925001001;356;0905909041;28944,490
0925001001;1445;0905909042;27723,186
0925001001;1107;0905909044;27468,324
0925001001;396;0909101001;16285,825
0925001001;104;0919401001;22864,290
0925001001;1502;0919401001;22864,290
0925001001;276;0936301001;19737,733
0925001001;1498;0937701001;18665,469
0925001001;1403;0938401001;20955,443
0925001001;1539;0943401001;20462,412
0925001001;656;0943901001;19573,523
0925001001;724;0990701001;26093,395
0925101001;687;0925101001;0,000
0925101001;272;0921902001;14998,292
0925101001;323;0904801001;26338,478
0925101001;635;0905601001;21208,495
0925101001;361;0905601003;20281,169
0925101001;1456;0921902006;15573,694
0925101001;83;0921903004;15593,528
0925101001;699;0921903004;15593,528
0925101001;1346;0921903004;15593,528
0925101001;369;0921903011;15943,394
0925101001;1291;0921903016;15550,289
0925101001;1342;0921903016;15550,289
0925101001;384;0921904002;16095,680
0925101001;716;0923801001;22471,745
0925101001;330;0939401001;27662,776
0925101001;466;0941201001;18714,091
0925301001;1416;0921801001;4363,181
0925301001;456;0901801004;12112,008
0925301001;1303;0901801004;12112,008
0925301001;970;0901801005;12294,799
0925301001;346;0901801008;12917,915
0925301001;458;0901802001;13691,873
0925301001;719;0901803003;13852,124
0925301001;1105;0901803008;13914,428
0925301001;1132;0914101001;8866,418
0925301001;942;0901802005;16310,578
0925301001;1474;0915101001;24532,104
0925301001;615;0926101001;25263,392
0925301001;958;0926101001;25263,392
0925301001;115;0932101001;24081,651
0925301001;286;0932101001;24081,651
0925301001;108;0936901001;29833,427
0925301001;329;0936901001;29833,427
0925301001;603;4003201001;26172,503
0925301001;1131;4210301001;28531,269
0925501001;716;0923801001;12835,835
0925501001;687;0925101001;11810,163
0925501001;466;0941201001;7925,734
0925501001;635;0905601001;23404,839
0925501001;361;0905601003;20935,581
0925501001;711;0920901001;28892,063
0925501001;272;0921902001;23368,936
0925501001;1456;0921902006;23453,666
0925501001;83;0921903004;24066,170
0925501001;699;0921903004;24066,170
0925501001;1346;0921903004;24066,170
0925501001;369;0921903011;24190,706
0925501001;1291;0921903016;23874,064
0925501001;1342;0921903016;23874,064
0925501001;384;0921904002;25755,965
0925501001;330;0939401001;15891,759
0925501001;1535;0990801001;29245,763
0925601001;1293;0925601001;0,000
0925601001;115;0932101001;7516,033
0925601001;286;0932101001;7516,033
0925601001;1365;0939001001;14373,137
0925601001;456;0901801004;26574,891
0925601001;1303;0901801004;26574,891
0925601001;970;0901801005;27117,195
0925601001;346;0901801008;26629,302
0925601001;458;0901802001;26308,975
0925601001;942;0901802005;22230,040
0925601001;719;0901803003;27692,566
0925601001;1105;0901803008;26836,871
0925601001;1132;0914101001;28728,093
0925601001;1474;0915101001;25576,965
0925601001;108;0936901001;15901,528
0925601001;329;0936901001;15901,528
0925601001;448;3402201001;28482,789
0925601001;105;4711402002;20671,913
0925601001;1393;4711402002;20671,913
0925701001;276;0936301001;7402,579
0925701001;349;0942701001;8723,751
0925701001;471;0990201001;13334,366
0925701001;1251;0902301001;27977,654
0925701001;133;0905902002;25069,713
0925701001;1284;0905902002;25069,713
0925701001;732;0905902005;24807,688
0925701001;1530;0905903003;23960,704
0925701001;121;0905903005;20629,571
0925701001;1270;0905903005;20629,571
0925701001;351;0905903008;23711,327
0925701001;387;0905905005;25030,967
0925701001;260;0905905007;25444,917
0925701001;145;0905905013;25603,804
0925701001;365;0905905013;25603,804
0925701001;648;0905905017;25381,323
0925701001;1508;0905905027;25288,459
0925701001;435;0905905041;25958,996
0925701001;1477;0905905043;25532,666
0925701001;1294;0905905045;26010,974
0925701001;694;0905906011;25637,189
0925701001;652;0905907007;28742,917
0925701001;1529;0905908003;24578,374
0925701001;380;0905909003;26751,625
0925701001;1427;0905909035;27435,285
0925701001;151;0905909038;26192,397
0925701001;356;0905909041;27107,952
0925701001;1445;0905909042;26338,178
0925701001;1107;0905909044;27160,201
0925701001;396;0909101001;23232,092
0925701001;634;0921101001;23390,102
0925701001;703;0925001001;24317,830
0925701001;1498;0937701001;16318,629
0925701001;1539;0943401001;25371,054
0925701001;656;0943901001;20938,012
0925701001;1276;0990601001;27730,860
0925701001;724;0990701001;18475,316
0925801001;396;0909101001;6505,626
0925801001;1345;3401701001;12775,026
0925801001;634;0921101001;21954,872
0925801001;703;0925001001;20249,935
0925801001;737;0935001001;22375,006
0925801001;276;0936301001;22218,827
0925801001;693;3407401001;17018,604
0925801001;1492;3410801001;26500,123
0925801001;1440;3418201001;23434,144
0925801001;1486;3490101001;22052,028
0925901001;133;0905902002;14393,206
0925901001;1284;0905902002;14393,206
0925901001;732;0905902005;14119,148
0925901001;1530;0905903003;13420,181
0925901001;121;0905903005;10039,929
0925901001;1270;0905903005;10039,929
0925901001;351;0905903008;13204,954
0925901001;387;0905905005;14290,548
0925901001;260;0905905007;14684,823
0925901001;145;0905905013;14753,592
0925901001;365;0905905013;14753,592
0925901001;648;0905905017;14519,703
0925901001;1508;0905905027;14609,165
0925901001;435;0905905041;14984,895
0925901001;1477;0905905043;14542,322
0925901001;1529;0905908003;14541,103
0925901001;1498;0937701001;7612,009
0925901001;656;0943901001;11588,739
0925901001;471;0990201001;7021,306
0925901001;724;0990701001;7332,516
0925901001;1251;0902301001;20327,362
0925901001;1294;0905905045;15086,921
0925901001;694;0905906011;15128,347
0925901001;652;0905907007;18012,385
0925901001;380;0905909003;15791,456
0925901001;1427;0905909035;16509,125
0925901001;151;0905909038;15249,948
0925901001;356;0905909041;16058,757
0925901001;1445;0905909042;15370,628
0925901001;1107;0905909044;16288,062
0925901001;1253;0908601001;24334,440
0925901001;1257;0908601001;24334,440
0925901001;396;0909101001;29564,863
0925901001;703;0925001001;23788,867
0925901001;276;0936301001;16054,392
0925901001;349;0942701001;17503,620
0925901001;1539;0943401001;16033,317
0925901001;1276;0990601001;20594,378
0926101001;615;0926101001;0,000
0926101001;958;0926101001;0,000
0926101001;1131;4210301001;11243,275
0926101001;456;0901801004;19165,104
0926101001;1303;0901801004;19165,104
0926101001;970;0901801005;18547,648
0926101001;346;0901801008;18743,125
0926101001;458;0901802001;18758,501
0926101001;942;0901802005;22280,386
0926101001;719;0901803003;17353,555
0926101001;1105;0901803008;18160,079
0926101001;1132;0914101001;19159,449
0926101001;1474;0915101001;20893,316
0926101001;371;0917401001;17724,426
0926101001;1416;0921801001;21323,670
0926101001;85;4216201001;25670,582
0926101001;114;4216201001;25670,582
0926101001;741;4216201001;25670,582
0926201001;737;0935001001;8002,797
0926201001;396;0909101001;23645,232
0926201001;104;0919401001;23391,807
0926201001;1502;0919401001;23391,807
0926201001;703;0925001001;19216,762
0926201001;1403;0938401001;17291,666
0926201001;1365;0939001001;26143,839
0926201001;1345;3401701001;23253,311
0926201001;448;3402201001;18363,560
0926201001;1440;3418201001;19613,406
0926201001;1265;3423801001;25193,646
0926501001;635;0905601001;10806,365
0926501001;361;0905601003;7732,605
0926501001;716;0923801001;12921,719
0926501001;323;0904801001;26862,577
0926501001;687;0925101001;23504,729
0926501001;330;0939401001;23662,553
0926501001;466;0941201001;25388,126
0926501001;1276;0990601001;22412,577
0926601001;1518;0927401001;12720,994
0926601001;323;0904801001;23236,781
0926601001;1253;0908601001;26201,253
0926601001;1257;0908601001;26201,253
0926601001;1101;0911301001;27038,785
0926601001;390;0917701001;17929,354
0926601001;1426;0933001001;19599,375
0926701001;456;0901801004;27936,084
0926701001;1303;0901801004;27936,084
0926701001;970;0901801005;27840,251
0926701001;346;0901801008;27163,856
0926701001;458;0901802001;26371,741
0926701001;942;0901802005;24023,029
0926701001;719;0901803003;26493,653
0926701001;1105;0901803008;26237,758
0926701001;1101;0911301001;21227,317
0926701001;1474;0915101001;15495,041
0926701001;104;0919401001;18534,668
0926701001;1502;0919401001;18534,668
0926701001;108;0936901001;16095,108
0926701001;329;0936901001;16095,108
0926701001;1403;0938401001;20609,949
0926701001;1365;0939001001;20593,551
0926801001;371;0917401001;12052,530
0926801001;1426;0933001001;14472,628
0926801001;1101;0911301001;24541,670
0926801001;615;0926101001;28818,346
0926801001;958;0926101001;28818,346
0926801001;733;0928901001;22335,032
0926801001;1412;0942501001;19068,340
0926801001;628;4205501001;24597,629
0926801001;1404;4212901001;25584,231
0926801001;999;4216401001;20556,404
0926801001;1464;4216401001;20556,404
0926901001;1426;0933001001;4688,428
0926901001;1101;0911301001;18355,903
0926901001;371;0917401001;29729,368
0926901001;390;0917701001;26352,469
0926901001;1518;0927401001;27971,593
0926901001;733;0928901001;24122,884
0926901001;1412;0942501001;25041,026
0927001001;1474;0915101001;13231,172
0927001001;456;0901801004;25130,794
0927001001;1303;0901801004;25130,794
0927001001;970;0901801005;24897,453
0927001001;346;0901801008;24305,303
0927001001;458;0901802001;23557,659
0927001001;942;0901802005;22264,397
0927001001;719;0901803003;23335,056
0927001001;1105;0901803008;23283,411
0927001001;1101;0911301001;21279,282
0927001001;1132;0914101001;28337,288
0927001001;371;0917401001;25707,814
0927001001;104;0919401001;24327,291
0927001001;1502;0919401001;24327,291
0927001001;615;0926101001;25089,242
0927001001;958;0926101001;25089,242
0927001001;108;0936901001;18707,317
0927001001;329;0936901001;18707,317
0927001001;1403;0938401001;27109,982
0927001001;1365;0939001001;25650,266
0927201001;716;0923801001;13333,664
0927201001;635;0905601001;22301,226
0927201001;361;0905601003;19447,443
0927201001;711;0920901001;27231,422
0927201001;330;0939401001;21029,329
0927201001;466;0941201001;27924,716
0927201001;447;0990501001;19558,962
0927201001;1276;0990601001;16353,159
0927301001;635;0905601001;3450,636
0927301001;361;0905601003;6117,958
0927301001;323;0904801001;15394,595
0927301001;1253;0908601001;28672,579
0927301001;1257;0908601001;28672,579
0927301001;390;0917701001;28258,838
0927301001;716;0923801001;24420,199
0927301001;687;0925101001;24505,241
0927301001;1518;0927401001;23544,460
0927301001;1276;0990601001;27642,055
0927401001;1518;0927401001;0,000
0927401001;323;0904801001;11401,701
0927401001;635;0905601001;25403,706
0927401001;361;0905601003;28725,024
0927401001;390;0917701001;24809,509
0927501001;1251;0902301001;11377,635
0927501001;703;0925001001;8403,988
0927501001;737;0935001001;12712,295
0927501001;133;0905902002;22524,498
0927501001;1284;0905902002;22524,498
0927501001;732;0905902005;22558,116
0927501001;1530;0905903003;21685,855
0927501001;121;0905903005;21967,710
0927501001;1270;0905903005;21967,710
0927501001;351;0905903008;21509,150
0927501001;387;0905905005;22902,692
0927501001;260;0905905007;23098,076
0927501001;145;0905905013;23750,715
0927501001;365;0905905013;23750,715
0927501001;648;0905905017;23787,884
0927501001;1508;0905905027;22573,329
0927501001;435;0905905041;24874,169
0927501001;1477;0905905043;24919,922
0927501001;1294;0905905045;24432,565
0927501001;694;0905906011;21681,442
0927501001;652;0905907007;23714,043
0927501001;1529;0905908003;19512,702
0927501001;380;0905909003;24965,117
0927501001;1427;0905909035;24854,959
0927501001;151;0905909038;24641,945
0927501001;356;0905909041;26075,964
0927501001;1445;0905909042;24916,225
0927501001;1107;0905909044;24309,785
0927501001;1253;0908601001;27413,521
0927501001;1257;0908601001;27413,521
0927501001;396;0909101001;24623,567
0927501001;104;0919401001;15330,682
0927501001;1502;0919401001;15330,682
0927501001;276;0936301001;26562,374
0927501001;1498;0937701001;19139,775
0927501001;1403;0938401001;15151,122
0927501001;1539;0943401001;16952,400
0927501001;656;0943901001;17991,345
0927501001;724;0990701001;25932,501
0927601001;1112;0910901001;12099,708
0927601001;272;0921902001;14507,618
0927601001;1456;0921902006;13564,781
0927601001;83;0921903004;14186,969
0927601001;699;0921903004;14186,969
0927601001;1346;0921903004;14186,969
0927601001;369;0921903011;13647,071
0927601001;1291;0921903016;14034,290
0927601001;1342;0921903016;14034,290
0927601001;384;0921904002;16108,697
0927601001;687;0925101001;28577,599
0927701001;1101;0911301001;4613,008
0927701001;1251;0902301001;26470,545
0927701001;1253;0908601001;29440,470
0927701001;1257;0908601001;29440,470
0927701001;390;0917701001;26036,117
0927701001;104;0919401001;16551,521
0927701001;1502;0919401001;16551,521
0927701001;1426;0933001001;25701,482
0927701001;1403;0938401001;22684,356
0927901001;456;0901801004;10851,499
0927901001;1303;0901801004;10851,499
0927901001;970;0901801005;10273,284
0927901001;346;0901801008;10208,969
0927901001;458;0901802001;9969,228
0927901001;942;0901802005;12838,289
0927901001;719;0901803003;8707,022
0927901001;1105;0901803008;9369,593
0927901001;1132;0914101001;12263,263
0927901001;1474;0915101001;11623,265
0927901001;615;0926101001;9740,055
0927901001;958;0926101001;9740,055
0927901001;371;0917401001;23722,942
0927901001;1416;0921801001;16088,944
0927901001;115;0932101001;28814,189
0927901001;286;0932101001;28814,189
0927901001;108;0936901001;23134,305
0927901001;329;0936901001;23134,305
0927901001;1131;4210301001;20028,246
0928001001;361;0905601003;4821,748
0928001001;635;0905601001;8061,647
0928001001;716;0923801001;14294,035
0928001001;323;0904801001;24014,330
0928001001;687;0925101001;21267,838
0928001001;330;0939401001;25025,405
0928001001;466;0941201001;25350,796
0928001001;1276;0990601001;24848,632
0928101001;1474;0915101001;4927,514
0928101001;456;0901801004;12390,149
0928101001;1303;0901801004;12390,149
0928101001;970;0901801005;12535,532
0928101001;346;0901801008;11802,684
0928101001;458;0901802001;11045,808
0928101001;942;0901802005;7465,895
0928101001;719;0901803003;11794,366
0928101001;1105;0901803008;11187,463
0928101001;108;0936901001;7924,573
0928101001;329;0936901001;7924,573
0928101001;1132;0914101001;15943,855
0928101001;1416;0921801001;20505,500
0928101001;1293;0925601001;20656,601
0928101001;615;0926101001;24979,020
0928101001;958;0926101001;24979,020
0928101001;115;0932101001;16564,052
0928101001;286;0932101001;16564,052
0928101001;1365;0939001001;18528,350
0928301001;361;0905601003;13838,241
0928301001;716;0923801001;8544,788
0928301001;687;0925101001;14309,633
0928301001;466;0941201001;14139,520
0928301001;323;0904801001;29841,341
0928301001;635;0905601001;16714,145
0928301001;711;0920901001;29584,391
0928301001;272;0921902001;28573,375
0928301001;1456;0921902006;28907,906
0928301001;83;0921903004;29233,494
0928301001;699;0921903004;29233,494
0928301001;1346;0921903004;29233,494
0928301001;369;0921903011;29479,845
0928301001;1291;0921903016;29115,733
0928301001;1342;0921903016;29115,733
0928301001;330;0939401001;16842,099
0928701001;133;0905902002;12280,301
0928701001;1284;0905902002;12280,301
0928701001;732;0905902005;12091,204
0928701001;1530;0905903003;12468,422
0928701001;121;0905903005;11245,109
0928701001;1270;0905903005;11245,109
0928701001;351;0905903008;12521,624
0928701001;387;0905905005;11900,006
0928701001;260;0905905007;11981,529
0928701001;145;0905905013;11477,720
0928701001;365;0905905013;11477,720
0928701001;648;0905905017;11290,340
0928701001;1508;0905905027;12371,090
0928701001;435;0905905041;10682,858
0928701001;1477;0905905043;10323,991
0928701001;1294;0905905045;11134,524
0928701001;694;0905906011;13421,691
0928701001;652;0905907007;14083,740
0928701001;1529;0905908003;14811,160
0928701001;380;0905909003;11228,390
0928701001;1427;0905909035;11909,857
0928701001;151;0905909038;11078,051
0928701001;356;0905909041;10525,859
0928701001;1445;0905909042;10938,131
0928701001;1107;0905909044;12162,073
0928701001;471;0990201001;10766,965
0928701001;1276;0990601001;11477,494
0928701001;724;0990701001;7623,944
0928701001;1251;0902301001;23715,013
0928701001;1253;0908601001;18251,103
0928701001;1257;0908601001;18251,103
0928701001;390;0917701001;25975,255
0928701001;276;0936301001;28800,463
0928701001;1498;0937701001;15056,843
0928701001;349;0942701001;26867,306
0928701001;1539;0943401001;17527,232
0928701001;656;0943901001;15216,340
0928801001;260;0905905007;14808,780
0928801001;145;0905905013;14200,495
0928801001;365;0905905013;14200,495
0928801001;648;0905905017;14253,273
0928801001;435;0905905041;13145,368
0928801001;1477;0905905043;13288,204
0928801001;1294;0905905045;13485,813
0928801001;652;0905907007;13677,521
0928801001;380;0905909003;12790,728
0928801001;1427;0905909035;12707,556
0928801001;151;0905909038;13247,547
0928801001;356;0905909041;11747,479
0928801001;1445;0905909042;12969,010
0928801001;1107;0905909044;13259,785
0928801001;1253;0908601001;12137,810
0928801001;1257;0908601001;12137,810
0928801001;1251;0902301001;26124,535
0928801001;323;0904801001;28333,268
0928801001;635;0905601001;21479,973
0928801001;361;0905601003;22560,628
0928801001;133;0905902002;15431,282
0928801001;1284;0905902002;15431,282
0928801001;732;0905902005;15499,050
0928801001;1530;0905903003;16575,430
0928801001;121;0905903005;18235,340
0928801001;1270;0905903005;18235,340
0928801001;351;0905903008;16831,480
0928801001;387;0905905005;15123,744
0928801001;1508;0905905027;15313,875
0928801001;694;0905906011;16004,710
0928801001;1529;0905908003;18284,355
0928801001;390;0917701001;16337,901
0928801001;1518;0927401001;29756,045
0928801001;1498;0937701001;23822,848
0928801001;1539;0943401001;20554,092
0928801001;656;0943901001;21276,958
0928801001;471;0990201001;24238,139
0928801001;1276;0990601001;19253,246
0928801001;724;0990701001;17891,030
0928901001;733;0928901001;0,000
0928901001;1412;0942501001;5568,904
0928901001;134;4207801001;9881,814
0928901001;1526;4207801001;9881,814
0928901001;1404;4212901001;14817,203
0928901001;1426;0933001001;19915,829
0928901001;628;4205501001;19438,707
0928901001;125;4206901001;15870,319
0928901001;1466;4206901001;15870,319
0928901001;999;4216401001;16518,925
0928901001;1464;4216401001;16518,925
0928901001;1266;4217302012;26336,111
0928901001;1461;4217302012;26336,111
0928901001;1307;4221501001;23075,671
0928901001;1405;4221501001;23075,671
0928901002;733;0928901001;4346,011
0928901002;1412;0942501001;9706,655
0928901002;125;4206901001;14112,944
0928901002;1466;4206901001;14112,944
0928901002;134;4207801001;7788,192
0928901002;1526;4207801001;7788,192
0928901002;1426;0933001001;22174,541
0928901002;628;4205501001;22606,911
0928901002;1404;4212901001;17395,543
0928901002;999;4216401001;20144,705
0928901002;1464;4216401001;20144,705
0928901002;1266;4217302012;25717,609
0928901002;1461;4217302012;25717,609
0928901002;1307;4221501001;20636,455
0928901002;1405;4221501001;20636,455
0929201001;635;0905601001;9572,147
0929201001;361;0905601003;10812,999
0929201001;323;0904801001;19922,547
0929201001;133;0905902002;27312,984
0929201001;1284;0905902002;27312,984
0929201001;732;0905902005;27367,566
0929201001;1530;0905903003;28426,077
0929201001;121;0905903005;29810,498
0929201001;1270;0905903005;29810,498
0929201001;351;0905903008;28674,049
0929201001;387;0905905005;26993,375
0929201001;260;0905905007;26692,711
0929201001;145;0905905013;26073,547
0929201001;365;0905905013;26073,547
0929201001;648;0905905017;26112,594
0929201001;1508;0905905027;27203,487
0929201001;435;0905905041;24996,845
0929201001;1477;0905905043;25105,217
0929201001;1294;0905905045;25358,167
0929201001;694;0905906011;27916,579
0929201001;652;0905907007;25549,085
0929201001;380;0905909003;24683,740
0929201001;1427;0905909035;24622,432
0929201001;151;0905909038;25122,692
0929201001;356;0905909041;23622,129
0929201001;1445;0905909042;24842,621
0929201001;1107;0905909044;25174,895
0929201001;1253;0908601001;22935,267
0929201001;1257;0908601001;22935,267
0929201001;390;0917701001;23913,317
0929201001;716;0923801001;26600,120
