CUSEC,dist_min_inclusión_social_km,n_inclusión_social_1km,n_inclusión_social_5km,n_inclusión_social_15km,n_inclusión_social_30km,disp_ponderada_inclusión_social,dist_min_población_general_km,n_población_general_1km,n_población_general_5km,n_población_general_15km,n_población_general_30km,disp_ponderada_población_general,dist_min_toxicomanías_y_adicciones_km,n_toxicomanías_y_adicciones_1km,n_toxicomanías_y_adicciones_5km,n_toxicomanías_y_adicciones_15km,n_toxicomanías_y_adicciones_30km,disp_ponderada_toxicomanías_y_adicciones,dist_min_personas_con_discapacidad_km,n_personas_con_discapacidad_1km,n_personas_con_discapacidad_5km,n_personas_con_discapacidad_15km,n_personas_con_discapacidad_30km,disp_ponderada_personas_con_discapacidad,dist_min_familia_km,n_familia_1km,n_familia_5km,n_familia_15km,n_familia_30km,disp_ponderada_familia,dist_min_mujer_km,n_mujer_1km,n_mujer_5km,n_mujer_15km,n_mujer_30km,disp_ponderada_mujer,dist_min_infancia_y_juventud_km,n_infancia_y_juventud_1km,n_infancia_y_juventud_5km,n_infancia_y_juventud_15km,n_infancia_y_juventud_30km,disp_ponderada_infancia_y_juventud,dist_min_voluntariado_km,n_voluntariado_1km,n_voluntariado_5km,n_voluntariado_15km,n_voluntariado_30km,disp_ponderada_voluntariado,dist_min_personas_mayores_km,n_personas_mayores_1km,n_personas_mayores_5km,n_personas_mayores_15km,n_personas_mayores_30km,disp_ponderada_personas_mayores
0500101001,26.456992245855822,0,0,0,1,0.1,30.426842264491693,0,0,0,0,0.0,30.426842264491693,0,0,0,0,0.0,31.278784734341933,0,0,0,0,0.0,31.278784734341933,0,0,0,0,0.0,9.428580780339637,0,0,1,1,0.3,30.426842264491693,0,0,0,0,0.0,31.278784734341933,0,0,0,0,0.0,16.6379579599713,0,0,0,2,0.2
0500201001,9.93205292505943,0,0,1,1,0.3,41.1541476732815,0,0,0,0,0.0,13.619928931843626,0,0,1,1,0.3,41.1541476732815,0,0,0,0,0.0,43.17234652085147,0,0,0,0,0.0,41.1541476732815,0,0,0,0,0.0,41.1541476732815,0,0,0,0,0.0,43.17234652085147,0,0,0,0,0.0,6.209785039194828,0,0,2,3,0.7
0500201002,8.919316421767531,0,0,1,9,1.1,34.79362873287165,0,0,0,0,0.0,7.589314445003415,0,0,1,1,0.3,34.79362873287165,0,0,0,0,0.0,36.816205572335896,0,0,0,0,0.0,34.79362873287165,0,0,0,0,0.0,34.79362873287165,0,0,0,0,0.0,36.816205572335896,0,0,0,0,0.0,4.415297984295339,0,1,2,4,1.0999999999999999
0500501001,19.273637807169784,0,0,0,31,3.1,19.273637807169784,0,0,0,9,0.9,19.273637807169784,0,0,0,4,0.4,25.22234587135376,0,0,0,10,1.0,25.22234587135376,0,0,0,1,0.1,19.273637807169784,0,0,0,4,0.4,19.273637807169784,0,0,0,2,0.2,25.22234587135376,0,0,0,1,0.1,11.828076391496259,0,0,1,5,0.7
0500701001,9.204836453519738,0,0,3,6,1.2,67.39733642652749,0,0,0,0,0.0,63.812650812064376,0,0,0,0,0.0,9.204836453519738,0,0,5,5,1.5,68.17533580281983,0,0,0,0,0.0,9.204836453519738,0,0,1,1,0.3,66.46337824288081,0,0,0,0,0.0,67.83447983417814,0,0,0,0,0.0,22.06357849074102,0,0,0,2,0.2
0500801001,38.976441620349135,0,0,0,0,0.0,28.31660090995774,0,0,0,4,0.4,38.976441620349135,0,0,0,0,0.0,42.83388708553528,0,0,0,0,0.0,28.31660090995774,0,0,0,1,0.1,12.876822561043104,0,0,1,1,0.3,38.976441620349135,0,0,0,0,0.0,42.83388708553528,0,0,0,0,0.0,5.254831055293922,0,0,2,3,0.7
0501001001,12.980452550336505,0,0,3,6,1.2,63.209482146625575,0,0,0,0,0.0,61.124880504933984,0,0,0,0,0.0,12.980452550336505,0,0,5,5,1.5,64.54363473049617,0,0,0,0,0.0,12.980452550336505,0,0,1,1,0.3,62.70863546119903,0,0,0,0,0.0,64.07796018200634,0,0,0,0,0.0,25.373599312022357,0,0,0,3,0.30000000000000004
0501201001,29.319252088705642,0,0,0,11,1.1,29.319252088705642,0,0,0,5,0.5,29.319252088705642,0,0,0,3,0.30000000000000004,33.42052088090543,0,0,0,0,0.0,33.74569259515818,0,0,0,0,0.0,29.319252088705642,0,0,0,1,0.1,29.319252088705642,0,0,0,1,0.1,33.74569259515818,0,0,0,0,0.0,6.209482344311503,0,0,1,3,0.5
0501301001,39.24641580122522,0,0,0,0,0.0,53.799686513183346,0,0,0,0,0.0,37.1977164264408,0,0,0,0,0.0,39.24641580122522,0,0,0,0,0.0,55.227492968631864,0,0,0,0,0.0,39.24641580122522,0,0,0,0,0.0,53.799686513183346,0,0,0,0,0.0,55.227492968631864,0,0,0,0,0.0,8.577682819239682,0,0,1,5,0.7
0501401001,41.471976046545436,0,0,0,0,0.0,59.96964815812269,0,0,0,0,0.0,40.81935109098736,0,0,0,0,0.0,41.471976046545436,0,0,0,0,0.0,61.502389444925875,0,0,0,0,0.0,41.471976046545436,0,0,0,0,0.0,59.96964815812269,0,0,0,0,0.0,61.502389444925875,0,0,0,0,0.0,15.919169506894352,0,0,0,3,0.30000000000000004
0501401002,39.740259076408925,0,0,0,0,0.0,61.422950990066255,0,0,0,0,0.0,42.73212403472212,0,0,0,0,0.0,39.740259076408925,0,0,0,0,0.0,62.92325551283207,0,0,0,0,0.0,39.740259076408925,0,0,0,0,0.0,61.422950990066255,0,0,0,0,0.0,62.92325551283207,0,0,0,0,0.0,16.023213532462236,0,0,0,2,0.2
0501402001,39.39360291641507,0,0,0,0,0.0,59.544268596382025,0,0,0,0,0.0,41.32481017312197,0,0,0,0,0.0,39.39360291641507,0,0,0,0,0.0,61.02728769222637,0,0,0,0,0.0,39.39360291641507,0,0,0,0,0.0,59.544268596382025,0,0,0,0,0.0,61.02728769222637,0,0,0,0,0.0,14.075250146375108,0,0,1,3,0.5
0501402002,40.85983879411647,0,0,0,0,0.0,58.362987265458045,0,0,0,0,0.0,39.754602842562704,0,0,0,0,0.0,40.85983879411647,0,0,0,0,0.0,59.87370191856176,0,0,0,0,0.0,40.85983879411647,0,0,0,0,0.0,58.362987265458045,0,0,0,0,0.0,59.87370191856176,0,0,0,0,0.0,14.078880155107761,0,0,1,3,0.5
0501403001,41.30147878106219,0,0,0,0,0.0,64.83023989166333,0,0,0,0,0.0,45.14483760579797,0,0,0,0,0.0,41.30147878106219,0,0,0,0,0.0,66.37243476288228,0,0,0,0,0.0,41.30147878106219,0,0,0,0,0.0,64.83023989166333,0,0,0,0,0.0,66.37243476288228,0,0,0,0,0.0,16.7145025454721,0,0,0,2,0.2
0501501001,26.445265469529204,0,0,0,6,0.6000000000000001,48.707135496829466,0,0,0,0,0.0,45.226775505498175,0,0,0,0,0.0,29.056173467971426,0,0,0,5,0.5,48.80968455168471,0,0,0,0,0.0,29.056173467971426,0,0,0,1,0.1,46.582573440188945,0,0,0,0,0.0,47.91578429554367,0,0,0,0,0.0,23.915681020483408,0,0,0,1,0.1
0501601001,43.355531692989615,0,0,0,0,0.0,27.356915627328245,0,0,0,4,0.4,43.355531692989615,0,0,0,0,0.0,46.30593914020384,0,0,0,0,0.0,27.356915627328245,0,0,0,1,0.1,14.993239775202701,0,0,1,1,0.3,43.355531692989615,0,0,0,0,0.0,46.30593914020384,0,0,0,0,0.0,4.002825794316737,0,1,2,3,0.9999999999999999
0501602001,40.39920596054521,0,0,0,0,0.0,28.637291072089837,0,0,0,4,0.4,40.39920596054521,0,0,0,0,0.0,43.64923553683523,0,0,0,0,0.0,28.637291072089837,0,0,0,1,0.1,12.470078462239975,0,0,1,1,0.3,40.39920596054521,0,0,0,0,0.0,43.64923553683523,0,0,0,0,0.0,1.259720966015765,0,1,2,3,0.9999999999999999
0501602002,40.34028440986648,0,0,0,0,0.0,30.30493892214802,0,0,0,0,0.0,40.34028440986648,0,0,0,0,0.0,43.19037774789189,0,0,0,0,0.0,30.30493892214802,0,0,0,0,0.0,11.892555571756107,0,0,1,1,0.3,40.34028440986648,0,0,0,0,0.0,43.19037774789189,0,0,0,0,0.0,2.1507221190010184,0,1,2,3,0.9999999999999999
0501602003,39.512677936769734,0,0,0,0,0.0,29.854371005430796,0,0,0,4,0.4,39.512677936769734,0,0,0,0,0.0,42.64854754260688,0,0,0,0,0.0,29.854371005430796,0,0,0,1,0.1,11.393777289931249,0,0,1,1,0.3,39.512677936769734,0,0,0,0,0.0,42.64854754260688,0,0,0,0,0.0,0.0,1,1,2,3,1.4000000000000001
0501602004,36.976547734303445,0,0,0,0,0.0,32.78505209688694,0,0,0,0,0.0,36.976547734303445,0,0,0,0,0.0,39.9255642290777,0,0,0,0,0.0,32.78505209688694,0,0,0,0,0.0,8.613760520294585,0,0,1,1,0.3,36.976547734303445,0,0,0,0,0.0,39.9255642290777,0,0,0,0,0.0,2.932693509635031,0,1,2,3,0.9999999999999999
0501602005,37.36771176992026,0,0,0,0,0.0,33.79917891220021,0,0,0,0,0.0,37.36771176992026,0,0,0,0,0.0,39.97284266962221,0,0,0,0,0.0,33.79917891220021,0,0,0,0,0.0,8.84546286833334,0,0,1,1,0.3,37.36771176992026,0,0,0,0,0.0,39.97284266962221,0,0,0,0,0.0,4.340058202312014,0,1,2,3,0.9999999999999999
0501701001,12.21504355561995,0,0,11,40,6.2,12.21504355561995,0,0,5,10,2.0,12.21504355561995,0,0,3,4,0.9999999999999999,18.18637930099391,0,0,0,10,1.0,18.18637930099391,0,0,0,1,0.1,12.21504355561995,0,0,1,4,0.6000000000000001,12.21504355561995,0,0,1,2,0.4,18.18637930099391,0,0,0,1,0.1,18.18637930099391,0,0,0,4,0.4
0501801001,12.920827663220328,0,0,3,3,0.8999999999999999,63.71050323255704,0,0,0,0,0.0,60.285654308150725,0,0,0,0,0.0,12.920827663220328,0,0,5,5,1.5,67.39827013200484,0,0,0,0,0.0,12.920827663220328,0,0,1,1,0.3,63.71050323255704,0,0,0,0,0.0,67.39827013200484,0,0,0,0,0.0,21.97335479997568,0,0,0,3,0.30000000000000004
0501901001,1.9865076591630502,0,20,40,40,18.0,1.9865076591630502,0,4,10,10,4.199999999999999,1.9865076591630502,0,1,4,5,1.6,1.9865076591630502,0,10,10,10,6.0,2.0971986167714167,0,1,1,1,0.6,1.9865076591630502,0,2,3,3,1.5,1.9865076591630502,0,1,2,2,0.8999999999999999,2.0971986167714167,0,1,1,1,0.6,2.0971986167714167,0,2,2,3,1.3
0501901002,0.0,11,11,39,40,19.5,0.0,5,5,9,10,6.3,0.0,3,3,4,4,3.3,6.530496079778157,0,0,10,10,3.0,6.530496079778157,0,0,1,1,0.3,0.0,1,1,3,4,1.7000000000000002,0.0,1,1,2,2,1.3,6.530496079778157,0,0,1,1,0.3,6.530496079778157,0,0,2,3,0.7
0501902001,1.4865855684376807,0,20,40,40,18.0,1.4865855684376807,0,4,10,10,4.199999999999999,1.4865855684376807,0,1,4,5,1.6,1.4865855684376807,0,10,10,10,6.0,1.8428991778514194,0,1,1,1,0.6,1.4865855684376807,0,2,3,3,1.5,1.4865855684376807,0,1,2,2,0.8999999999999999,1.8428991778514194,0,1,1,1,0.6,1.8428991778514194,0,2,2,3,1.3
0501902002,0.9499467283758102,12,20,40,40,22.8,0.9499467283758102,4,4,10,10,5.8,0.9499467283758102,1,1,4,5,2.0,0.9499467283758102,9,10,10,10,9.6,1.6470701927138758,0,1,1,1,0.6,0.9499467283758102,1,2,3,3,1.9000000000000001,0.9499467283758102,1,1,2,2,1.3,1.6470701927138758,0,1,1,1,0.6,1.6470701927138758,0,2,2,3,1.3
0501903001,1.7154349350383875,0,20,40,40,18.0,1.9496192349515205,0,4,10,10,4.199999999999999,1.9496192349515205,0,1,4,5,1.6,1.7154349350383875,0,10,10,10,6.0,1.7154349350383875,0,1,1,1,0.6,1.7154349350383875,0,2,3,3,1.5,1.9496192349515205,0,1,2,2,0.8999999999999999,1.7154349350383875,0,1,1,1,0.6,1.7154349350383875,0,2,2,3,1.3
0501903002,3.257458592931114,0,19,40,40,17.7,4.889161185451525,0,5,10,10,4.5,4.889161185451525,0,3,4,4,2.0999999999999996,3.257458592931114,0,1,10,10,3.3,3.257458592931114,0,1,1,1,0.6,3.257458592931114,0,2,3,4,1.6,4.889161185451525,0,1,2,2,0.8999999999999999,3.257458592931114,0,1,1,1,0.6,3.257458592931114,0,2,2,3,1.3
0501904001,3.5336841078316166,0,8,39,40,14.199999999999998,7.205942619396504,0,0,9,10,2.8,7.205942619396504,0,0,4,5,1.3,7.205942619396504,0,0,10,10,3.0,8.7173475736608,0,0,1,1,0.3,7.205942619396504,0,0,3,3,0.8999999999999999,7.205942619396504,0,0,2,2,0.6,8.7173475736608,0,0,1,1,0.3,8.7173475736608,0,0,2,3,0.7
0501904002,1.7647952382419134,0,20,40,40,18.0,1.7647952382419134,0,4,10,10,4.199999999999999,1.7647952382419134,0,1,4,5,1.6,1.7647952382419134,0,10,10,10,6.0,2.328674096284916,0,1,1,1,0.6,1.7647952382419134,0,2,3,3,1.5,1.7647952382419134,0,1,2,2,0.8999999999999999,2.328674096284916,0,1,1,1,0.6,2.328674096284916,0,2,2,3,1.3
0501904003,1.9512344382314988,0,20,40,40,18.0,1.9512344382314988,0,4,10,10,4.199999999999999,1.9512344382314988,0,1,4,5,1.6,1.9512344382314988,0,10,10,10,6.0,2.6319778256328985,0,1,1,1,0.6,1.9512344382314988,0,2,3,3,1.5,1.9512344382314988,0,1,2,2,0.8999999999999999,2.6319778256328985,0,1,1,1,0.6,2.6319778256328985,0,2,2,3,1.3
0501904004,1.6953199423281142,0,20,40,40,18.0,1.6953199423281142,0,4,10,10,4.199999999999999,1.6953199423281142,0,1,4,5,1.6,1.6953199423281142,0,10,10,10,6.0,2.5817980944123433,0,1,1,1,0.6,1.6953199423281142,0,2,3,3,1.5,1.6953199423281142,0,1,2,2,0.8999999999999999,2.5817980944123433,0,1,1,1,0.6,2.5817980944123433,0,2,2,3,1.3
0501904005,1.1929305206568297,0,28,40,40,20.4,1.1929305206568297,0,4,10,10,4.199999999999999,1.1929305206568297,0,1,4,5,1.6,1.1929305206568297,0,10,10,10,6.0,2.330000678796481,0,1,1,1,0.6,1.1929305206568297,0,2,3,3,1.5,1.1929305206568297,0,1,2,2,0.8999999999999999,2.330000678796481,0,1,1,1,0.6,2.330000678796481,0,2,2,3,1.3
0501904006,1.4067043036118154,0,20,40,40,18.0,1.4067043036118154,0,4,10,10,4.199999999999999,1.4067043036118154,0,1,4,5,1.6,1.4067043036118154,0,10,10,10,6.0,2.2299747179150717,0,1,1,1,0.6,1.4067043036118154,0,2,3,3,1.5,1.4067043036118154,0,1,2,2,0.8999999999999999,2.2299747179150717,0,1,1,1,0.6,2.2299747179150717,0,2,2,3,1.3
0501904008,1.431822193098702,0,28,40,40,20.4,1.431822193098702,0,4,10,10,4.199999999999999,1.431822193098702,0,1,4,5,1.6,1.431822193098702,0,10,10,10,6.0,2.8806545953132185,0,1,1,1,0.6,1.431822193098702,0,2,3,3,1.5,1.431822193098702,0,1,2,2,0.8999999999999999,2.8806545953132185,0,1,1,1,0.6,2.8806545953132185,0,2,2,3,1.3
0501904009,1.905488439071492,0,20,40,40,18.0,1.905488439071492,0,4,10,10,4.199999999999999,1.905488439071492,0,1,4,5,1.6,1.905488439071492,0,10,10,10,6.0,2.703876856979196,0,1,1,1,0.6,1.905488439071492,0,2,3,3,1.5,1.905488439071492,0,1,2,2,0.8999999999999999,2.703876856979196,0,1,1,1,0.6,2.703876856979196,0,2,2,3,1.3
0501904010,1.2942498179679411,0,28,40,40,20.4,1.2942498179679411,0,4,10,10,4.199999999999999,1.2942498179679411,0,1,4,5,1.6,1.2942498179679411,0,10,10,10,6.0,2.631320369918046,0,1,1,1,0.6,1.2942498179679411,0,2,3,3,1.5,1.2942498179679411,0,1,2,2,0.8999999999999999,2.631320369918046,0,1,1,1,0.6,2.631320369918046,0,2,2,3,1.3
0501904011,0.8625834490769769,12,28,40,40,25.200000000000003,0.8625834490769769,4,4,10,10,5.8,0.8625834490769769,1,1,4,5,2.0,0.8625834490769769,9,10,10,10,9.6,2.838847383612213,0,1,1,1,0.6,0.8625834490769769,1,2,3,3,1.9000000000000001,0.8625834490769769,1,1,2,2,1.3,2.838847383612213,0,1,1,1,0.6,2.838847383612213,0,2,2,3,1.3
0501904012,2.8436148806311246,0,20,40,40,18.0,3.3019644579643077,0,4,10,10,4.199999999999999,3.3019644579643077,0,1,4,5,1.6,3.3019644579643077,0,9,10,10,5.699999999999999,5.305908475629689,0,0,1,1,0.3,3.3019644579643077,0,1,3,3,1.2,3.3019644579643077,0,1,2,2,0.8999999999999999,5.305908475629689,0,0,1,1,0.3,5.305908475629689,0,0,2,4,0.8
0501904013,1.656657654569381,0,8,39,40,14.199999999999998,6.309398030200009,0,0,9,10,2.8,6.309398030200009,0,0,4,5,1.3,6.309398030200009,0,0,10,10,3.0,8.100960687610241,0,0,1,1,0.3,6.309398030200009,0,0,3,3,0.8999999999999999,6.309398030200009,0,0,2,2,0.6,8.100960687610241,0,0,1,1,0.3,8.100960687610241,0,0,2,3,0.7
0501904014,0.0,8,8,39,40,17.4,5.223292205452443,0,0,10,10,3.0,5.223292205452443,0,0,4,5,1.3,5.223292205452443,0,0,10,10,3.0,7.165101731516414,0,0,1,1,0.3,5.223292205452443,0,0,3,3,0.8999999999999999,5.223292205452443,0,0,2,2,0.6,7.165101731516414,0,0,1,1,0.3,7.165101731516414,0,0,2,4,0.8
0501905001,1.2296260546296813,0,20,40,40,18.0,1.2296260546296813,0,4,10,10,4.199999999999999,1.2296260546296813,0,1,4,5,1.6,1.2296260546296813,0,10,10,10,6.0,2.051686132794006,0,1,1,1,0.6,1.2296260546296813,0,2,3,3,1.5,1.2296260546296813,0,1,2,2,0.8999999999999999,2.051686132794006,0,1,1,1,0.6,2.051686132794006,0,2,2,3,1.3
0501905002,1.0262294460681187,0,20,40,40,18.0,1.0262294460681187,0,4,10,10,4.199999999999999,1.0262294460681187,0,1,4,5,1.6,1.0262294460681187,0,10,10,10,6.0,1.879247133019045,0,1,1,1,0.6,1.0262294460681187,0,2,3,3,1.5,1.0262294460681187,0,1,2,2,0.8999999999999999,1.879247133019045,0,1,1,1,0.6,1.879247133019045,0,2,2,3,1.3
0501905003,0.6451773119486701,12,20,40,40,22.8,0.6451773119486701,4,4,10,10,5.8,0.6451773119486701,1,1,4,5,2.0,0.6451773119486701,9,10,10,10,9.6,1.7660074600321853,0,1,1,1,0.6,0.6451773119486701,1,2,3,3,1.9000000000000001,0.6451773119486701,1,1,2,2,1.3,1.7660074600321853,0,1,1,1,0.6,1.7660074600321853,0,2,2,3,1.3
0501905004,0.0,12,20,40,40,22.8,0.0,4,4,10,10,5.8,0.0,1,1,4,5,2.0,0.0,9,10,10,10,9.6,2.023246824191417,0,1,1,1,0.6,0.0,1,2,3,3,1.9000000000000001,0.0,1,1,2,2,1.3,2.023246824191417,0,1,1,1,0.6,2.023246824191417,0,2,2,3,1.3
0501905005,0.5834973878272441,12,20,40,40,22.8,0.5834973878272441,4,4,10,10,5.8,0.5834973878272441,1,1,4,5,2.0,0.5834973878272441,9,10,10,10,9.6,2.1524343723963084,0,1,1,1,0.6,0.5834973878272441,1,2,3,3,1.9000000000000001,0.5834973878272441,1,1,2,2,1.3,2.1524343723963084,0,1,1,1,0.6,2.1524343723963084,0,2,2,3,1.3
0501905006,2.21941605255753,0,28,40,40,20.4,2.21941605255753,0,4,10,10,4.199999999999999,2.21941605255753,0,1,4,5,1.6,2.21941605255753,0,10,10,10,6.0,3.998207048514883,0,1,1,1,0.6,2.21941605255753,0,2,3,3,1.5,2.21941605255753,0,1,2,2,0.8999999999999999,3.998207048514883,0,1,1,1,0.6,3.998207048514883,0,2,2,4,1.4
0501906001,1.4754955580960663,0,20,40,40,18.0,1.4754955580960663,0,4,10,10,4.199999999999999,1.4754955580960663,0,1,4,5,1.6,1.4754955580960663,0,10,10,10,6.0,1.6031979130008334,0,1,1,1,0.6,1.4754955580960663,0,2,3,3,1.5,1.4754955580960663,0,1,2,2,0.8999999999999999,1.6031979130008334,0,1,1,1,0.6,1.6031979130008334,0,2,2,3,1.3
0501906002,0.6258846046837423,12,20,40,40,22.8,0.6258846046837423,4,4,10,10,5.8,0.6258846046837423,1,1,4,5,2.0,0.6258846046837423,9,10,10,10,9.6,1.5016513377352367,0,1,1,1,0.6,0.6258846046837423,1,2,3,3,1.9000000000000001,0.6258846046837423,1,1,2,2,1.3,1.5016513377352367,0,1,1,1,0.6,1.5016513377352367,0,2,2,3,1.3
0501906003,3.261357238278788,0,20,40,40,18.0,3.261357238278788,0,4,10,10,4.199999999999999,3.261357238278788,0,1,4,5,1.6,3.261357238278788,0,10,10,10,6.0,4.186188414457011,0,1,1,1,0.6,3.261357238278788,0,2,3,3,1.5,3.261357238278788,0,1,2,2,0.8999999999999999,4.186188414457011,0,1,1,1,0.6,4.186188414457011,0,2,2,4,1.4
0501906004,1.3770907661436127,0,20,40,40,18.0,1.3770907661436127,0,4,10,10,4.199999999999999,1.3770907661436127,0,1,4,5,1.6,1.3770907661436127,0,10,10,10,6.0,1.3921859597136592,0,1,1,1,0.6,1.3770907661436127,0,2,3,3,1.5,1.3770907661436127,0,1,2,2,0.8999999999999999,1.3921859597136592,0,1,1,1,0.6,1.3921859597136592,0,2,2,3,1.3
0501906005,1.2718631755541303,0,20,40,40,18.0,1.5647720263624907,0,4,10,10,4.199999999999999,1.5647720263624907,0,1,4,5,1.6,1.2718631755541303,0,10,10,10,6.0,1.2718631755541303,0,1,1,1,0.6,1.2718631755541303,0,2,3,3,1.5,1.5647720263624907,0,1,2,2,0.8999999999999999,1.2718631755541303,0,1,1,1,0.6,1.2718631755541303,0,2,2,3,1.3
0501906006,1.1111421055854278,0,20,40,40,18.0,1.3976721353970827,0,4,10,10,4.199999999999999,1.3976721353970827,0,1,4,5,1.6,1.1111421055854278,0,10,10,10,6.0,1.1111421055854278,0,1,1,1,0.6,1.1111421055854278,0,2,3,3,1.5,1.3976721353970827,0,1,2,2,0.8999999999999999,1.1111421055854278,0,1,1,1,0.6,1.1111421055854278,0,2,2,3,1.3
0501906008,0.6741954052380867,8,20,40,40,21.2,1.7885728213414303,0,4,10,10,4.199999999999999,1.7885728213414303,0,1,4,5,1.6,0.6741954052380867,1,10,10,10,6.3999999999999995,0.6741954052380867,1,1,1,1,1.0,0.6741954052380867,1,2,3,3,1.9000000000000001,1.7885728213414303,0,1,2,2,0.8999999999999999,0.6741954052380867,1,1,1,1,1.0,0.6741954052380867,2,2,2,3,2.1
0501906009,1.150616519773667,0,20,40,40,18.0,1.150616519773667,0,4,10,10,4.199999999999999,1.150616519773667,0,1,4,5,1.6,1.150616519773667,0,10,10,10,6.0,1.4928598195081006,0,1,1,1,0.6,1.150616519773667,0,2,3,3,1.5,1.150616519773667,0,1,2,2,0.8999999999999999,1.4928598195081006,0,1,1,1,0.6,1.4928598195081006,0,2,2,3,1.3
0501906010,1.1560558649596557,0,20,40,40,18.0,1.1710154940927142,0,4,10,10,4.199999999999999,1.1710154940927142,0,1,4,5,1.6,1.1560558649596557,0,10,10,10,6.0,1.1560558649596557,0,1,1,1,0.6,1.1560558649596557,0,2,3,3,1.5,1.1710154940927142,0,1,2,2,0.8999999999999999,1.1560558649596557,0,1,1,1,0.6,1.1560558649596557,0,2,2,3,1.3
0501906011,5.234866898627549,0,0,29,40,9.799999999999999,0.0,1,1,5,10,2.7,12.318477745792482,0,0,1,4,0.6000000000000001,12.318477745792482,0,0,10,10,3.0,12.459300198445389,0,0,1,1,0.3,12.318477745792482,0,0,2,3,0.7,12.318477745792482,0,0,1,2,0.4,12.459300198445389,0,0,1,1,0.3,12.459300198445389,0,0,2,3,0.7
0501906012,0.0,8,20,40,40,21.2,2.023246824191417,0,4,10,10,4.199999999999999,2.023246824191417,0,1,4,5,1.6,0.0,1,10,10,10,6.3999999999999995,0.0,1,1,1,1,1.0,0.0,1,2,3,3,1.9000000000000001,2.023246824191417,0,1,2,2,0.8999999999999999,0.0,1,1,1,1,1.0,0.0,2,2,2,3,2.1
0501906013,4.186383593437601,0,8,40,40,14.399999999999999,5.8078218669944635,0,0,10,10,3.0,5.8078218669944635,0,0,4,4,1.2,4.186383593437601,0,1,10,10,3.3,4.186383593437601,0,1,1,1,0.6,4.186383593437601,0,1,3,4,1.3,5.8078218669944635,0,0,2,2,0.6,4.186383593437601,0,1,1,1,0.6,4.186383593437601,0,2,2,2,1.2
0501906014,1.0528827907403373,0,20,40,40,18.0,1.0528827907403373,0,4,10,10,4.199999999999999,1.0528827907403373,0,1,4,5,1.6,1.0528827907403373,0,10,10,10,6.0,1.1153885730039388,0,1,1,1,0.6,1.0528827907403373,0,2,3,3,1.5,1.0528827907403373,0,1,2,2,0.8999999999999999,1.1153885730039388,0,1,1,1,0.6,1.1153885730039388,0,2,2,3,1.3
0502101001,0.0,3,3,3,6,3.3,68.042241461939,0,0,0,0,0.0,64.91361426738233,0,0,0,0,0.0,0.0,5,5,5,5,5.0,68.042241461939,0,0,0,0,0.0,0.0,1,1,1,1,1.0,66.66683875524794,0,0,0,0,0.0,68.02479767019678,0,0,0,0,0.0,25.990876670927896,0,0,0,2,0.2
0502101002,1.916809159281931,0,3,3,6,2.0999999999999996,68.42663601778712,0,0,0,0,0.0,65.24799046367683,0,0,0,0,0.0,1.916809159281931,0,5,5,5,3.0,68.42663601778712,0,0,0,0,0.0,1.916809159281931,0,1,1,1,0.6,66.98026805778586,0,0,0,0,0.0,68.34299867898976,0,0,0,0,0.0,24.583852504088522,0,0,0,1,0.1
0502201001,15.132921235875681,0,0,0,41,4.1000000000000005,19.2562477643036,0,0,0,10,1.0,11.387600061693176,0,0,1,5,0.7,19.2562477643036,0,0,0,10,1.0,21.22793344356453,0,0,0,1,0.1,19.2562477643036,0,0,0,3,0.30000000000000004,19.2562477643036,0,0,0,2,0.2,21.22793344356453,0,0,0,1,0.1,19.203841232461244,0,0,0,6,0.6000000000000001
0502201002,11.434905749443342,0,0,1,21,2.3,28.410616297255885,0,0,0,5,0.5,7.39824177868233,0,0,1,2,0.4,28.410616297255885,0,0,0,9,0.9,30.409195252256268,0,0,0,0,0.0,28.410616297255885,0,0,0,1,0.1,28.410616297255885,0,0,0,1,0.1,30.409195252256268,0,0,0,0,0.0,10.009082127739191,0,0,1,4,0.6000000000000001
0502301001,42.965524132168284,0,0,0,0,0.0,25.16200241506546,0,0,0,4,0.4,42.965524132168284,0,0,0,0,0.0,47.914047896488555,0,0,0,0,0.0,25.16200241506546,0,0,0,1,0.1,21.82605231574942,0,0,0,1,0.1,42.965524132168284,0,0,0,0,0.0,47.914047896488555,0,0,0,0,0.0,5.656859979142464,0,0,2,4,0.8
0502401001,9.10980411799295,0,0,3,7,1.2999999999999998,63.65870789157095,0,0,0,0,0.0,60.78147021676245,0,0,0,0,0.0,9.10980411799295,0,0,5,5,1.5,63.65870789157095,0,0,0,0,0.0,9.10980411799295,0,0,1,1,0.3,62.61041058251236,0,0,0,0,0.0,63.65870789157095,0,0,0,0,0.0,20.29647648774226,0,0,0,1,0.1
0502501001,28.11387545091128,0,0,0,3,0.30000000000000004,50.68224726529607,0,0,0,0,0.0,50.68224726529607,0,0,0,0,0.0,28.11387545091128,0,0,0,5,0.5,54.73534505140071,0,0,0,0,0.0,28.11387545091128,0,0,0,1,0.1,50.68224726529607,0,0,0,0,0.0,53.77257699222591,0,0,0,0,0.0,18.741007012319653,0,0,0,2,0.2
