CUSEC,dist_min_inclusión_social_km,n_inclusión_social_1km,n_inclusión_social_5km,n_inclusión_social_15km,n_inclusión_social_30km,disp_ponderada_inclusión_social,dist_min_población_general_km,n_población_general_1km,n_población_general_5km,n_población_general_15km,n_población_general_30km,disp_ponderada_población_general,dist_min_toxicomanías_y_adicciones_km,n_toxicomanías_y_adicciones_1km,n_toxicomanías_y_adicciones_5km,n_toxicomanías_y_adicciones_15km,n_toxicomanías_y_adicciones_30km,disp_ponderada_toxicomanías_y_adicciones,dist_min_personas_con_discapacidad_km,n_personas_con_discapacidad_1km,n_personas_con_discapacidad_5km,n_personas_con_discapacidad_15km,n_personas_con_discapacidad_30km,disp_ponderada_personas_con_discapacidad,dist_min_familia_km,n_familia_1km,n_familia_5km,n_familia_15km,n_familia_30km,disp_ponderada_familia,dist_min_mujer_km,n_mujer_1km,n_mujer_5km,n_mujer_15km,n_mujer_30km,disp_ponderada_mujer,dist_min_infancia_y_juventud_km,n_infancia_y_juventud_1km,n_infancia_y_juventud_5km,n_infancia_y_juventud_15km,n_infancia_y_juventud_30km,disp_ponderada_infancia_y_juventud,dist_min_voluntariado_km,n_voluntariado_1km,n_voluntariado_5km,n_voluntariado_15km,n_voluntariado_30km,disp_ponderada_voluntariado,dist_min_personas_mayores_km,n_personas_mayores_1km,n_personas_mayores_5km,n_personas_mayores_15km,n_personas_mayores_30km,disp_ponderada_personas_mayores
0918401001,22.26869789238272,0,0,0,1,0.1,39.267463419584914,0,0,0,0,0.0,21.16530951638914,0,0,0,1,0.1,31.473822245883646,0,0,0,0,0.0,38.81155659825779,0,0,0,0,0.0,31.003730204848964,0,0,0,0,0.0,39.267463419584914,0,0,0,0,0.0,39.267463419584914,0,0,0,0,0.0,39.267463419584914,0,0,0,0,0.0
0918901001,17.16614951259848,0,0,0,2,0.2,53.42070652549333,0,0,0,0,0.0,53.42070652549333,0,0,0,0,0.0,17.16614951259848,0,0,0,1,0.1,53.42070652549333,0,0,0,0,0.0,53.42070652549333,0,0,0,0,0.0,73.95271444909294,0,0,0,0,0.0,77.32427074702936,0,0,0,0,0.0,34.809844156586095,0,0,0,0,0.0
0919001001,31.632825789876566,0,0,0,0,0.0,31.632825789876566,0,0,0,0,0.0,31.632825789876566,0,0,0,0,0.0,31.632825789876566,0,0,0,0,0.0,31.632825789876566,0,0,0,0,0.0,31.632825789876566,0,0,0,0,0.0,80.20226010059426,0,0,0,0,0.0,81.07570302500777,0,0,0,0,0.0,31.632825789876566,0,0,0,0,0.0
0919101001,15.2963463632354,0,0,0,17,1.7000000000000002,29.761982462424964,0,0,0,1,0.1,18.12575033695768,0,0,0,8,0.8,29.761982462424964,0,0,0,2,0.2,29.95128941601324,0,0,0,1,0.1,23.91313858685459,0,0,0,2,0.2,30.156673801520164,0,0,0,0,0.0,30.156673801520164,0,0,0,0,0.0,30.156673801520164,0,0,0,0,0.0
0919201001,24.080593389785996,0,0,0,6,0.6000000000000001,24.080593389785996,0,0,0,2,0.2,24.080593389785996,0,0,0,4,0.4,24.080593389785996,0,0,0,7,0.7000000000000001,24.080593389785996,0,0,0,2,0.2,24.080593389785996,0,0,0,1,0.1,65.17002312574365,0,0,0,0,0.0,65.84500535451014,0,0,0,0,0.0,24.080593389785996,0,0,0,4,0.4
0919401001,9.625049340613526,0,0,3,4,0.9999999999999999,31.35248319558282,0,0,0,0,0.0,32.76103058619772,0,0,0,0,0.0,31.35248319558282,0,0,0,0,0.0,31.458772637560074,0,0,0,0,0.0,4.248133199728368,0,1,1,1,0.6,32.76103058619772,0,0,0,0,0.0,31.458772637560074,0,0,0,0,0.0,18.64697751826249,0,0,0,1,0.1
0919401002,0.0,1,1,1,4,1.3,34.05732149029665,0,0,0,0,0.0,34.05732149029665,0,0,0,0,0.0,34.05732149029665,0,0,0,0,0.0,34.05732149029665,0,0,0,0,0.0,9.951092170374515,0,0,1,1,0.3,41.73501765485022,0,0,0,0,0.0,40.58646240066234,0,0,0,0,0.0,16.430334238306436,0,0,0,1,0.1
0919501001,31.539998833021894,0,0,0,0,0.0,33.32497162253625,0,0,0,0,0.0,31.539998833021894,0,0,0,0,0.0,31.539998833021894,0,0,0,0,0.0,31.539998833021894,0,0,0,0,0.0,31.539998833021894,0,0,0,0,0.0,32.340532062657466,0,0,0,0,0.0,33.32497162253625,0,0,0,0,0.0,33.32497162253625,0,0,0,0,0.0
0919601001,5.680897081056458,0,0,1,59,6.1000000000000005,22.38158482466254,0,0,0,8,0.8,23.641215774539795,0,0,0,14,1.4000000000000001,22.38158482466254,0,0,0,22,2.2,23.087307277530996,0,0,0,13,1.3,10.419899169055599,0,0,1,11,1.3,23.641215774539795,0,0,0,6,0.6000000000000001,23.087307277530996,0,0,0,2,0.2,25.256507685547845,0,0,0,5,0.5
0919701001,3.5439347375874037,0,1,1,63,6.8,21.720364666782363,0,0,0,8,0.8,23.107835573735862,0,0,0,13,1.3,21.720364666782363,0,0,0,24,2.4000000000000004,22.0076480986701,0,0,0,13,1.3,8.8007498111986,0,0,1,11,1.3,23.107835573735862,0,0,0,7,0.7000000000000001,22.0076480986701,0,0,0,2,0.2,25.4820669610622,0,0,0,6,0.6000000000000001
0919801001,6.347441239804241,0,0,2,28,3.2,28.432661363349688,0,0,0,6,0.6000000000000001,29.047033098799368,0,0,0,2,0.2,28.432661363349688,0,0,0,13,1.3,28.432661363349688,0,0,0,6,0.6000000000000001,16.522173543595937,0,0,0,8,0.8,29.047033098799368,0,0,0,1,0.1,28.432661363349688,0,0,0,1,0.1,19.68368656159654,0,0,0,1,0.1
0919901001,10.99374115341401,0,0,4,8,1.6,29.40277950734553,0,0,0,4,0.4,29.40277950734553,0,0,0,1,0.1,6.70574283324055,0,0,2,11,1.5,29.40277950734553,0,0,0,2,0.2,6.70574283324055,0,0,1,2,0.4,54.419825180621835,0,0,0,0,0.0,43.762908486814254,0,0,0,0,0.0,26.780042809585805,0,0,0,5,0.5
0920001001,18.380549419148608,0,0,0,3,0.30000000000000004,30.560872808821067,0,0,0,0,0.0,21.934314443978526,0,0,0,1,0.1,30.560872808821067,0,0,0,0,0.0,31.528957093472116,0,0,0,0,0.0,20.647900897613,0,0,0,1,0.1,31.431250131156997,0,0,0,0,0.0,31.528957093472116,0,0,0,0,0.0,31.528957093472116,0,0,0,0,0.0
0920101001,27.439092865525996,0,0,0,1,0.1,35.08663514076359,0,0,0,0,0.0,27.439092865525996,0,0,0,1,0.1,12.4141779187327,0,0,2,3,0.7,35.08663514076359,0,0,0,0,0.0,12.4141779187327,0,0,1,3,0.5,55.527919215297885,0,0,0,0,0.0,27.439092865525996,0,0,0,1,0.1,27.439092865525996,0,0,0,5,0.5
0920201001,10.807520293886823,0,0,1,60,6.2,22.33957651314072,0,0,0,8,0.8,19.364758660247283,0,0,0,13,1.3,16.750984401143963,0,0,0,24,2.4000000000000004,19.364758660247283,0,0,0,13,1.3,19.364758660247283,0,0,0,10,1.0,19.123315308079658,0,0,0,7,0.7000000000000001,22.33957651314072,0,0,0,2,0.2,25.51741811948286,0,0,0,5,0.5
0920601001,15.150303900672418,0,0,0,62,6.2,21.855143088356368,0,0,0,8,0.8,21.81651402215349,0,0,0,13,1.3,21.81651402215349,0,0,0,24,2.4000000000000004,21.81651402215349,0,0,0,13,1.3,21.81651402215349,0,0,0,11,1.1,21.81651402215349,0,0,0,7,0.7000000000000001,21.855143088356368,0,0,0,2,0.2,27.493819650706758,0,0,0,6,0.6000000000000001
0920801001,12.750223308989785,0,0,1,25,2.7,28.26767294749446,0,0,0,6,0.6000000000000001,28.343113821450803,0,0,0,2,0.2,28.26767294749446,0,0,0,8,0.8,29.17551371263041,0,0,0,5,0.5,12.087431515523384,0,0,1,6,0.8,29.411803818071075,0,0,0,1,0.1,29.17551371263041,0,0,0,1,0.1,30.482190213300697,0,0,0,0,0.0
0920901001,7.88847957999618,0,0,2,2,0.6,48.929782379724095,0,0,0,0,0.0,48.929782379724095,0,0,0,0,0.0,7.88847957999618,0,0,1,1,0.3,48.929782379724095,0,0,0,0,0.0,48.929782379724095,0,0,0,0,0.0,57.33615968290946,0,0,0,0,0.0,60.88133162329244,0,0,0,0,0.0,28.393835757715067,0,0,0,1,0.1
0920901002,6.492048103137983,0,0,2,2,0.6,50.77358863585724,0,0,0,0,0.0,50.77358863585724,0,0,0,0,0.0,6.492048103137983,0,0,1,1,0.3,50.77358863585724,0,0,0,0,0.0,50.77358863585724,0,0,0,0,0.0,60.3115028803758,0,0,0,0,0.0,63.96619142262028,0,0,0,0,0.0,27.50274137268822,0,0,0,1,0.1
0920901003,14.59635907716913,0,0,2,2,0.6,45.775199051708064,0,0,0,0,0.0,45.775199051708064,0,0,0,0,0.0,14.59635907716913,0,0,1,1,0.3,45.775199051708064,0,0,0,0,0.0,45.775199051708064,0,0,0,0,0.0,65.59672238389884,0,0,0,0,0.0,68.56637095497375,0,0,0,0,0.0,35.32821135694051,0,0,0,0,0.0
0920901004,5.463768332819459,0,0,2,2,0.6,51.773665665161445,0,0,0,0,0.0,51.773665665161445,0,0,0,0,0.0,5.463768332819459,0,0,1,1,0.3,51.773665665161445,0,0,0,0,0.0,51.773665665161445,0,0,0,0,0.0,60.30322767771975,0,0,0,0,0.0,64.06083957206054,0,0,0,0,0.0,26.47469085803413,0,0,0,1,0.1
0920901005,7.378634681058499,0,0,2,2,0.6,50.863388726355836,0,0,0,0,0.0,50.863388726355836,0,0,0,0,0.0,7.378634681058499,0,0,1,1,0.3,50.863388726355836,0,0,0,0,0.0,50.863388726355836,0,0,0,0,0.0,62.132576318925345,0,0,0,0,0.0,65.7374187310508,0,0,0,0,0.0,28.252445606350562,0,0,0,1,0.1
0921101001,0.0,1,1,1,2,1.1,45.243128189427274,0,0,0,0,0.0,42.65999919601104,0,0,0,0,0.0,41.44252109101082,0,0,0,0,0.0,42.65999919601104,0,0,0,0,0.0,41.38574952672862,0,0,0,0,0.0,42.65999919601104,0,0,0,0,0.0,45.243128189427274,0,0,0,0,0.0,34.31342257614365,0,0,0,0,0.0
0921301001,15.973498163098068,0,0,0,2,0.2,40.84422680711661,0,0,0,0,0.0,40.84422680711661,0,0,0,0,0.0,15.973498163098068,0,0,0,1,0.1,40.84422680711661,0,0,0,0,0.0,40.84422680711661,0,0,0,0,0.0,56.24191008173458,0,0,0,0,0.0,58.9039615609079,0,0,0,0,0.0,36.253014107510225,0,0,0,0,0.0
0921401001,15.861437486436005,0,0,0,2,0.2,60.30182569975108,0,0,0,0,0.0,60.30182569975108,0,0,0,0,0.0,15.861437486436005,0,0,0,1,0.1,60.30182569975108,0,0,0,0,0.0,60.30182569975108,0,0,0,0,0.0,75.25121311185872,0,0,0,0,0.0,79.19797603395975,0,0,0,0,0.0,29.64751429258749,0,0,0,1,0.1
0921501001,13.113588057905426,0,0,2,2,0.6,68.62284407419564,0,0,0,0,0.0,68.62284407419564,0,0,0,0,0.0,13.113588057905426,0,0,1,1,0.3,68.62284407419564,0,0,0,0,0.0,68.62284407419564,0,0,0,0,0.0,69.87286272019853,0,0,0,0,0.0,74.8059428524948,0,0,0,0,0.0,16.020525705652794,0,0,0,1,0.1
0921601001,17.871923910538257,0,0,0,2,0.2,72.94657126732007,0,0,0,0,0.0,64.88078001397406,0,0,0,0,0.0,17.871923910538257,0,0,0,1,0.1,72.28289128975987,0,0,0,0,0.0,72.28289128975987,0,0,0,0,0.0,67.40926829217972,0,0,0,0,0.0,72.94657126732007,0,0,0,0,0.0,7.650373088152165,0,0,1,1,0.3
0921701001,13.134763477739703,0,0,2,2,0.6,49.991694502646965,0,0,0,0,0.0,49.991694502646965,0,0,0,0,0.0,13.134763477739703,0,0,1,1,0.3,49.991694502646965,0,0,0,0,0.0,49.991694502646965,0,0,0,0,0.0,47.477243595644836,0,0,0,0,0.0,51.32282346230399,0,0,0,0,0.0,27.660452112892088,0,0,0,1,0.1
0921801001,11.82437330180086,0,0,4,8,1.6,11.82437330180086,0,0,4,4,1.2,11.82437330180086,0,0,1,2,0.4,11.82437330180086,0,0,9,12,3.0,11.82437330180086,0,0,2,2,0.6,11.82437330180086,0,0,1,4,0.6000000000000001,79.00973880797662,0,0,0,0,0.0,21.323670010459242,0,0,0,1,0.1,11.82437330180086,0,0,4,9,1.7
0921901001,1.7642092042793853,0,6,6,6,3.5999999999999996,1.7642092042793853,0,2,2,2,1.2,1.7642092042793853,0,4,4,4,2.4,1.7642092042793853,0,7,7,7,4.2,1.7642092042793853,0,2,2,2,1.2,1.7642092042793853,0,1,1,1,0.6,67.77532876038282,0,0,0,0,0.0,67.77532876038282,0,0,0,0,0.0,1.7642092042793853,0,4,4,4,2.4
0921901002,0.9927153735113478,6,6,6,6,6.0,0.9927153735113478,2,2,2,2,2.0,0.9927153735113478,4,4,4,4,4.0,0.9927153735113478,7,7,7,7,7.0,0.9927153735113478,2,2,2,2,2.0,0.9927153735113478,1,1,1,1,1.0,67.2852330806036,0,0,0,0,0.0,67.2852330806036,0,0,0,0,0.0,0.9927153735113478,4,4,4,4,4.0
0921902001,1.779068669116113,0,6,6,6,3.5999999999999996,1.779068669116113,0,2,2,2,1.2,1.779068669116113,0,4,4,4,2.4,1.779068669116113,0,7,7,7,4.2,1.779068669116113,0,2,2,2,1.2,1.779068669116113,0,1,1,1,0.6,67.95484007304852,0,0,0,0,0.0,67.95484007304852,0,0,0,0,0.0,1.779068669116113,0,4,4,4,2.4
0921902002,1.7317918520244837,0,6,6,6,3.5999999999999996,1.7317918520244837,0,2,2,2,1.2,1.7317918520244837,0,4,4,4,2.4,1.7317918520244837,0,7,7,7,4.2,1.7317918520244837,0,2,2,2,1.2,1.7317918520244837,0,1,1,1,0.6,67.97697098639208,0,0,0,0,0.0,67.97697098639208,0,0,0,0,0.0,1.7317918520244837,0,4,4,4,2.4
0921902003,1.687400452564418,0,6,6,6,3.5999999999999996,1.687400452564418,0,2,2,2,1.2,1.687400452564418,0,4,4,4,2.4,1.687400452564418,0,7,7,7,4.2,1.687400452564418,0,2,2,2,1.2,1.687400452564418,0,1,1,1,0.6,67.96228473784008,0,0,0,0,0.0,67.96228473784008,0,0,0,0,0.0,1.687400452564418,0,4,4,4,2.4
0921902004,1.6536045183131989,0,6,6,6,3.5999999999999996,1.6536045183131989,0,2,2,2,1.2,1.6536045183131989,0,4,4,4,2.4,1.6536045183131989,0,7,7,7,4.2,1.6536045183131989,0,2,2,2,1.2,1.6536045183131989,0,1,1,1,0.6,67.94260082217289,0,0,0,0,0.0,67.94260082217289,0,0,0,0,0.0,1.6536045183131989,0,4,4,4,2.4
0921902005,1.8762402112842382,0,6,6,6,3.5999999999999996,1.8762402112842382,0,2,2,2,1.2,1.8762402112842382,0,4,4,4,2.4,1.8762402112842382,0,7,7,7,4.2,1.8762402112842382,0,2,2,2,1.2,1.8762402112842382,0,1,1,1,0.6,68.15226834566651,0,0,0,0,0.0,68.15226834566651,0,0,0,0,0.0,1.8762402112842382,0,4,4,4,2.4
0921902006,2.4727264410723255,0,6,6,6,3.5999999999999996,2.4727264410723255,0,2,2,2,1.2,2.4727264410723255,0,4,4,4,2.4,2.4727264410723255,0,7,7,7,4.2,2.4727264410723255,0,2,2,2,1.2,2.4727264410723255,0,1,1,1,0.6,68.76380020275423,0,0,0,0,0.0,68.76380020275423,0,0,0,0,0.0,2.4727264410723255,0,4,4,4,2.4
0921902007,2.0596738318388588,0,6,6,6,3.5999999999999996,2.0596738318388588,0,2,2,2,1.2,2.0596738318388588,0,4,4,4,2.4,2.0596738318388588,0,7,7,7,4.2,2.0596738318388588,0,2,2,2,1.2,2.0596738318388588,0,1,1,1,0.6,68.34286669574284,0,0,0,0,0.0,68.34286669574284,0,0,0,0,0.0,2.0596738318388588,0,4,4,4,2.4
0921903001,1.9821317490154196,0,6,6,6,3.5999999999999996,1.9821317490154196,0,2,2,2,1.2,1.9821317490154196,0,4,4,4,2.4,1.9821317490154196,0,7,7,7,4.2,1.9821317490154196,0,2,2,2,1.2,1.9821317490154196,0,1,1,1,0.6,68.14939156471083,0,0,0,0,0.0,68.14939156471083,0,0,0,0,0.0,1.9821317490154196,0,4,4,4,2.4
0921903002,2.091676390750648,0,6,6,6,3.5999999999999996,2.091676390750648,0,2,2,2,1.2,2.091676390750648,0,4,4,4,2.4,2.091676390750648,0,7,7,7,4.2,2.091676390750648,0,2,2,2,1.2,2.091676390750648,0,1,1,1,0.6,68.30935561848663,0,0,0,0,0.0,68.30935561848663,0,0,0,0,0.0,2.091676390750648,0,4,4,4,2.4
0921903003,2.049803587635194,0,6,6,6,3.5999999999999996,2.049803587635194,0,2,2,2,1.2,2.049803587635194,0,4,4,4,2.4,2.049803587635194,0,7,7,7,4.2,2.049803587635194,0,2,2,2,1.2,2.049803587635194,0,1,1,1,0.6,68.18602236202408,0,0,0,0,0.0,68.18602236202408,0,0,0,0,0.0,2.049803587635194,0,4,4,4,2.4
0921903004,2.4199066039921653,0,6,6,6,3.5999999999999996,2.4199066039921653,0,2,2,2,1.2,2.4199066039921653,0,4,4,4,2.4,2.4199066039921653,0,7,7,7,4.2,2.4199066039921653,0,2,2,2,1.2,2.4199066039921653,0,1,1,1,0.6,68.41509759099871,0,0,0,0,0.0,68.41509759099871,0,0,0,0,0.0,2.4199066039921653,0,4,4,4,2.4
0921903005,2.2139457927999637,0,6,6,6,3.5999999999999996,2.2139457927999637,0,2,2,2,1.2,2.2139457927999637,0,4,4,4,2.4,2.2139457927999637,0,7,7,7,4.2,2.2139457927999637,0,2,2,2,1.2,2.2139457927999637,0,1,1,1,0.6,68.48063435535244,0,0,0,0,0.0,68.48063435535244,0,0,0,0,0.0,2.2139457927999637,0,4,4,4,2.4
0921903006,2.3187906884166516,0,6,6,6,3.5999999999999996,2.3187906884166516,0,2,2,2,1.2,2.3187906884166516,0,4,4,4,2.4,2.3187906884166516,0,7,7,7,4.2,2.3187906884166516,0,2,2,2,1.2,2.3187906884166516,0,1,1,1,0.6,68.56087668222987,0,0,0,0,0.0,68.56087668222987,0,0,0,0,0.0,2.3187906884166516,0,4,4,4,2.4
0921903007,2.4904906575174586,0,6,6,6,3.5999999999999996,2.4904906575174586,0,2,2,2,1.2,2.4904906575174586,0,4,4,4,2.4,2.4904906575174586,0,7,7,7,4.2,2.4904906575174586,0,2,2,2,1.2,2.4904906575174586,0,1,1,1,0.6,68.63990876490512,0,0,0,0,0.0,68.63990876490512,0,0,0,0,0.0,2.4904906575174586,0,4,4,4,2.4
0921903008,2.613644103439358,0,6,6,6,3.5999999999999996,2.613644103439358,0,2,2,2,1.2,2.613644103439358,0,4,4,4,2.4,2.613644103439358,0,7,7,7,4.2,2.613644103439358,0,2,2,2,1.2,2.613644103439358,0,1,1,1,0.6,68.78002179184836,0,0,0,0,0.0,68.78002179184836,0,0,0,0,0.0,2.613644103439358,0,4,4,4,2.4
0921903009,2.53182564216567,0,6,6,6,3.5999999999999996,2.53182564216567,0,2,2,2,1.2,2.53182564216567,0,4,4,4,2.4,2.53182564216567,0,7,7,7,4.2,2.53182564216567,0,2,2,2,1.2,2.53182564216567,0,1,1,1,0.6,68.7788973047367,0,0,0,0,0.0,68.7788973047367,0,0,0,0,0.0,2.53182564216567,0,4,4,4,2.4
0921903010,2.772748963999918,0,6,6,6,3.5999999999999996,2.772748963999918,0,2,2,2,1.2,2.772748963999918,0,4,4,4,2.4,2.772748963999918,0,7,7,7,4.2,2.772748963999918,0,2,2,2,1.2,2.772748963999918,0,1,1,1,0.6,69.03999273113932,0,0,0,0,0.0,69.03999273113932,0,0,0,0,0.0,2.772748963999918,0,4,4,4,2.4
0921903011,2.71946247904781,0,6,6,6,3.5999999999999996,2.71946247904781,0,2,2,2,1.2,2.71946247904781,0,4,4,4,2.4,2.71946247904781,0,7,7,7,4.2,2.71946247904781,0,2,2,2,1.2,2.71946247904781,0,1,1,1,0.6,68.8835574892075,0,0,0,0,0.0,68.8835574892075,0,0,0,0,0.0,2.71946247904781,0,4,4,4,2.4
0921903012,2.8363249823401855,0,6,6,6,3.5999999999999996,2.8363249823401855,0,2,2,2,1.2,2.8363249823401855,0,4,4,4,2.4,2.8363249823401855,0,7,7,7,4.2,2.8363249823401855,0,2,2,2,1.2,2.8363249823401855,0,1,1,1,0.6,69.02144338356747,0,0,0,0,0.0,69.02144338356747,0,0,0,0,0.0,2.8363249823401855,0,4,4,4,2.4
0921903013,2.904903809219677,0,6,6,6,3.5999999999999996,2.904903809219677,0,2,2,2,1.2,2.904903809219677,0,4,4,4,2.4,2.904903809219677,0,7,7,7,4.2,2.904903809219677,0,2,2,2,1.2,2.904903809219677,0,1,1,1,0.6,69.13974721390505,0,0,0,0,0.0,69.13974721390505,0,0,0,0,0.0,2.904903809219677,0,4,4,4,2.4
0921903014,3.091009321861987,0,6,6,6,3.5999999999999996,3.091009321861987,0,2,2,2,1.2,3.091009321861987,0,4,4,4,2.4,3.091009321861987,0,7,7,7,4.2,3.091009321861987,0,2,2,2,1.2,3.091009321861987,0,1,1,1,0.6,69.26268432656789,0,0,0,0,0.0,69.26268432656789,0,0,0,0,0.0,3.091009321861987,0,4,4,4,2.4
0921903015,1.9541149887838847,0,6,6,6,3.5999999999999996,1.9541149887838847,0,2,2,2,1.2,1.9541149887838847,0,4,4,4,2.4,1.9541149887838847,0,7,7,7,4.2,1.9541149887838847,0,2,2,2,1.2,1.9541149887838847,0,1,1,1,0.6,68.16553192549549,0,0,0,0,0.0,68.16553192549549,0,0,0,0,0.0,1.9541149887838847,0,4,4,4,2.4
0921903016,2.3308028366343416,0,6,6,6,3.5999999999999996,2.3308028366343416,0,2,2,2,1.2,2.3308028366343416,0,4,4,4,2.4,2.3308028366343416,0,7,7,7,4.2,2.3308028366343416,0,2,2,2,1.2,2.3308028366343416,0,1,1,1,0.6,68.47987297704854,0,0,0,0,0.0,68.47987297704854,0,0,0,0,0.0,2.3308028366343416,0,4,4,4,2.4
0921903017,2.467712200794359,0,6,6,6,3.5999999999999996,2.467712200794359,0,2,2,2,1.2,2.467712200794359,0,4,4,4,2.4,2.467712200794359,0,7,7,7,4.2,2.467712200794359,0,2,2,2,1.2,2.467712200794359,0,1,1,1,0.6,68.74678181590113,0,0,0,0,0.0,68.74678181590113,0,0,0,0,0.0,2.467712200794359,0,4,4,4,2.4
0921903018,2.948446628276237,0,6,6,6,3.5999999999999996,2.948446628276237,0,2,2,2,1.2,2.948446628276237,0,4,4,4,2.4,2.948446628276237,0,7,7,7,4.2,2.948446628276237,0,2,2,2,1.2,2.948446628276237,0,1,1,1,0.6,69.07449147395508,0,0,0,0,0.0,69.07449147395508,0,0,0,0,0.0,2.948446628276237,0,4,4,4,2.4
0921904001,2.971798038923348,0,6,6,6,3.5999999999999996,2.971798038923348,0,2,2,2,1.2,2.971798038923348,0,4,4,4,2.4,2.971798038923348,0,7,7,7,4.2,2.971798038923348,0,2,2,2,1.2,2.971798038923348,0,1,1,1,0.6,64.97803935122367,0,0,0,0,0.0,64.97803935122367,0,0,0,0,0.0,2.971798038923348,0,4,4,4,2.4
0921904002,4.546606281430593,0,6,6,6,3.5999999999999996,4.546606281430593,0,2,2,2,1.2,4.546606281430593,0,4,4,4,2.4,4.546606281430593,0,7,7,7,4.2,4.546606281430593,0,2,2,2,1.2,4.546606281430593,0,1,1,1,0.6,67.64434924268053,0,0,0,0,0.0,67.64434924268053,0,0,0,0,0.0,4.546606281430593,0,4,4,4,2.4
0921904003,0.0,6,6,6,6,6.0,0.0,2,2,2,2,2.0,0.0,4,4,4,4,4.0,0.0,7,7,7,7,7.0,0.0,2,2,2,2,2.0,0.0,1,1,1,1,1.0,66.2951517991383,0,0,0,0,0.0,66.2951517991383,0,0,0,0,0.0,0.0,4,4,4,4,4.0
0922001001,18.054193434153248,0,0,0,6,0.6000000000000001,18.054193434153248,0,0,0,2,0.2,18.054193434153248,0,0,0,4,0.4,18.054193434153248,0,0,0,7,0.7000000000000001,18.054193434153248,0,0,0,2,0.2,18.054193434153248,0,0,0,1,0.1,51.568778449951914,0,0,0,0,0.0,51.568778449951914,0,0,0,0,0.0,18.054193434153248,0,0,0,4,0.4
0922101001,8.964346732892876,0,0,55,62,17.2,8.964346732892876,0,0,8,8,2.4,10.069282537756065,0,0,13,14,4.0,8.964346732892876,0,0,22,24,6.8,10.022909541517384,0,0,13,13,3.9,10.022909541517384,0,0,10,11,3.1,10.069282537756065,0,0,6,7,1.9,10.022909541517384,0,0,2,2,0.6,11.434770916204979,0,0,5,5,1.5
0922301001,33.96717858957262,0,0,0,0,0.0,40.058978754392136,0,0,0,0,0.0,29.24535560128753,0,0,0,1,0.1,29.450442080758958,0,0,0,2,0.2,51.58592749125429,0,0,0,0,0.0,29.450442080758958,0,0,0,1,0.1,52.390689298878556,0,0,0,0,0.0,46.74180926700637,0,0,0,0,0.0,46.74180926700637,0,0,0,0,0.0
0922401001,15.138101363466395,0,0,0,60,6.0,17.23919307884828,0,0,0,8,0.8,15.138101363466395,0,0,0,14,1.4000000000000001,15.138101363466395,0,0,0,24,2.4000000000000004,15.138101363466395,0,0,0,13,1.3,15.138101363466395,0,0,0,10,1.0,17.23919307884828,0,0,0,7,0.7000000000000001,17.23919307884828,0,0,0,2,0.2,17.23919307884828,0,0,0,5,0.5
0922501001,35.61028184016855,0,0,0,0,0.0,35.61028184016855,0,0,0,0,0.0,36.993087433053184,0,0,0,0,0.0,19.29145616432519,0,0,0,2,0.2,47.25617341035636,0,0,0,0,0.0,19.29145616432519,0,0,0,1,0.1,60.15875400836247,0,0,0,0,0.0,36.993087433053184,0,0,0,0,0.0,36.993087433053184,0,0,0,0,0.0
0922601001,32.60990882987988,0,0,0,0,0.0,42.649553035169866,0,0,0,0,0.0,25.269069769539055,0,0,0,1,0.1,41.79067221685037,0,0,0,0,0.0,50.083634491483636,0,0,0,0,0.0,41.79067221685037,0,0,0,0,0.0,51.34277714977207,0,0,0,0,0.0,51.34277714977207,0,0,0,0,0.0,51.34277714977207,0,0,0,0,0.0
0922701001,12.681393230689771,0,0,1,59,6.1000000000000005,26.005466109011167,0,0,0,8,0.8,25.20085540900871,0,0,0,13,1.3,20.538799635040487,0,0,0,24,2.4000000000000004,25.20085540900871,0,0,0,13,1.3,25.20085540900871,0,0,0,10,1.0,19.676923953691983,0,0,0,7,0.7000000000000001,26.005466109011167,0,0,0,2,0.2,26.005466109011167,0,0,0,5,0.5
0922801001,19.757756346236032,0,0,0,11,1.1,19.757756346236032,0,0,0,4,0.4,19.757756346236032,0,0,0,1,0.1,19.757756346236032,0,0,0,11,1.1,19.757756346236032,0,0,0,2,0.2,19.757756346236032,0,0,0,2,0.2,71.31855600059767,0,0,0,0,0.0,30.99178849869276,0,0,0,0,0.0,19.757756346236032,0,0,0,4,0.4
0922901001,10.175406828610557,0,0,4,8,1.6,28.17937761231224,0,0,0,4,0.4,28.17937761231224,0,0,0,1,0.1,9.652496708004396,0,0,2,11,1.5,28.17937761231224,0,0,0,2,0.2,9.652496708004396,0,0,1,2,0.4,59.42443846876158,0,0,0,0,0.0,42.213937661909725,0,0,0,0,0.0,25.035147793388543,0,0,0,5,0.5
0923001001,29.745698247577934,0,0,0,6,0.6000000000000001,29.745698247577934,0,0,0,2,0.2,29.745698247577934,0,0,0,4,0.4,29.745698247577934,0,0,0,7,0.7000000000000001,29.745698247577934,0,0,0,2,0.2,29.745698247577934,0,0,0,1,0.1,43.7883123068061,0,0,0,0,0.0,44.31011007600032,0,0,0,0,0.0,29.745698247577934,0,0,0,4,0.4
