CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;pct_reformado_2000;Seccion_id
4706501001;599;196,706;1960;0,02;0,67;18,82;2675
4706601001;1103;180,913;2001;0,02;0,57;9,96;2676
4706701001;107;246,187;1942;0,02;0,62;15,53;2677
4706801001;52;309,481;1936;0,02;0,53;61,9;2678
4706901001;87;201,701;1976;0,02;0,67;5,06;2679
4707001001;75;300,667;1903;0,02;0,46;55,56;2680
4707101001;219;250,553;1963;0,03;0,54;8,93;2681
4707301001;137;334,781;1924;0,03;0,47;40,65;2682
4707401001;228;188,737;1965;0,02;0,52;15,12;2683
4707501001;595;166,652;1982;0,01;0,71;3,46;2684
4707501002;900;211,082;1984;0,01;0,56;3,22;2685
4707502001;728;164,955;1978;0,01;0,63;2,1;2686
4707502002;972;186,475;1991;0,01;0,55;3,36;2687
4707601001;827;123,963;1993;0,01;0,65;0,95;2688
4707601002;819;128,719;1988;0,01;0,57;1,35;2689
4707601003;982;132,679;1998;0,01;0,46;1,57;2690
4707601004;480;102,15;1980;0;0,07;0;2691
4707601005;673;103,793;1981;0;0,07;0;2692
4707601006;721;192,341;1993;0,01;0,33;0,78;2693
4707601007;517;177,42;1994;0;0,36;0;2694
4707601008;426;159,819;1999;0;0,18;0;2695
4707601009;473;200,805;1993;0,01;0,46;5,6;2696
4707601010;496;230,375;1988;0,01;0,44;7,05;2697
4707601011;336;103,179;1983;0;0,04;0;2698
4707601012;343;146,163;1998;0;0,13;0;2699
4707601013;363;159,066;1999;0;0,25;0;2700
4707601014;530;116,911;2002;0;0,23;0;2701
4707601015;450;131,936;1988;0,01;0,49;3,27;2702
4707601016;359;292,975;2009;0;0,37;0;2703
4707601017;708;167,452;2000;0,01;0,38;15,45;2704
4707601018;452;147,611;2000;0;0,09;0;2705
4707701001;207;259,251;1941;0,02;0,54;20,4;2706
4707801001;121;261,05;1920;0,03;0,61;24,3;2707
4707901001;47;288,043;1914;0,02;0,6;59,09;2708
4708001001;49;208,939;1948;0,02;0,42;31,11;2709
4708101001;38;281,053;1953;0,03;0,63;6,67;2710
4708201001;674;211,932;1970;0,03;0,63;10,76;2711
4708301001;57;325,456;1951;0,02;0,48;9,62;2712
4708401001;944;206,365;1956;0,03;0,66;10,5;2713
4708501001;446;143,038;1973;0,01;0,75;2,68;2714
4708501002;1079;125,005;1991;0,01;0,46;3,55;2715
4708501003;1124;146,317;1985;0,01;0,48;7,65;2716
4708501004;850;124,652;1976;0,01;0,63;0,88;2717
4708501005;815;137,169;1991;0,01;0,59;6,13;2718
4708501006;633;179,929;1988;0,01;0,5;4,38;2719
4708502001;670;131,839;1981;0,01;0,54;4,14;2720
4708502002;844;126,861;1978;0,01;0,75;3,04;2721
4708502003;567;129,351;1984;0,01;0,59;2,3;2722
4708502004;617;125,562;1989;0,01;0,44;7,45;2723
4708503001;751;122,956;1966;0,01;0,73;9,55;2724
4708503002;459;94,575;1973;0,01;0,65;0,22;2725
4708503003;981;111,492;1988;0,01;0,52;5,53;2726
4708503004;842;131,165;1984;0,01;0,65;7,43;2727
4708601001;457;156,442;1966;0,02;0,93;6,95;2728
4708601002;693;150,45;1983;0,02;0,73;4,03;2729
4708602001;538;166,743;1971;0,03;0,77;8,48;2730
4708602002;931;155,585;1981;0,02;0,58;4,39;2731
4708701001;298;230,698;1961;0,02;0,53;6,35;2732
4708801001;193;242,565;1917;0,04;0,61;24,4;2733
4708901001;208;254,433;1897;0,03;0,6;23,68;2734
4709001001;949;182,437;1993;0,02;0,64;5,31;2735
4709001002;924;197,974;1992;0,02;0,53;8,82;2736
4709101001;91;236,802;1917;0,03;0,66;18,29;2737
4709201001;113;300,018;1956;0,02;0,61;26,67;2738
4709301001;750;184,732;1960;0,03;0,6;14,31;2739
4709401001;116;320,267;1922;0,02;0,53;18,42;2740
4709501001;38;208,579;1981;0,02;0,71;16,67;2741
4709601001;130;268,369;1904;0,04;0,59;12,17;2742
4709701001;282;268,348;1929;0,02;0,68;8,1;2743
4709801001;439;220,428;1975;0,02;0,6;11,89;2744
4709901001;110;253,127;1935;0,03;0,64;7,45;2745
4710001001;150;235,107;1933;0,03;0,73;17,48;2746
4710101001;611;189,714;1949;0,02;0,69;13,92;2747
4710101002;836;203,642;1950;0,02;0,65;16,6;2748
4710201001;215;214,772;1956;0,03;0,63;10;2749
4710301001;238;204,252;1967;0,03;0,54;24,87;2750
4710401001;393;179,972;1975;0,02;0,7;20,5;2751
4710401002;734;160,153;1985;0,02;0,63;12,84;2752
4710402001;590;151,593;1983;0,01;0,73;17,42;2753
4710402002;448;174,67;1982;0,02;0,65;18,98;2754
4710501001;141;223,433;1964;0,03;0,66;18,26;2755
4710601001;69;224,884;1932;0,02;0,45;25;2756
4710901001;175;279,24;1913;0,03;0,61;21,08;2757
4711001001;336;228,738;1962;0,02;0,59;22,7;2758
4711101001;601;259,181;1985;0,02;0,51;23,04;2759
4711201001;963;190,975;1978;0,02;0,56;12,4;2760
4711201002;776;196,865;1985;0,01;0,52;14,46;2761
4711301001;131;293,275;1938;0,02;0,69;4,03;2762
4711401001;1134;153,735;1986;0,01;0,57;9,34;2763
4711401002;857;166,623;1979;0,02;0,72;13,18;2764
4711402001;902;184,462;1971;0,02;0,66;23,85;2765
4711402002;418;184,761;1980;0,02;0,57;9,36;2766
4711501001;233;249,708;1926;0,03;0,62;38,35;2767
4711601001;359;207,217;1978;0,02;0,57;36,03;2768
4711701001;217;227,276;1937;0,03;0,59;25,68;2769
4711801001;144;207,514;1967;0,02;0,5;30,47;2770
4711901001;140;213,2;1936;0,02;0,55;27,41;2771
4712101001;456;232,768;1956;0,02;0,59;14,39;2772
4712201001;506;215,907;1969;0,02;0,59;6,92;2773
4712202001;992;210,042;1976;0,02;0,66;7,54;2774
4712301001;299;223,92;1966;0,03;0,54;24,17;2775
4712401001;371;231,235;1949;0,03;0,71;20,75;2776
4712501001;62;299,468;1901;0,03;0,63;19,3;2777
4712601001;29;361,862;1926;0,02;0,57;48,15;2778
4712701001;205;201,029;1919;0,02;0,58;20,53;2779
4712801001;39;330,667;1880;0,03;0,56;15,79;2780
4712901001;669;180,04;1979;0,02;0,58;20,98;2781
4713001001;87;229,092;1906;0,02;0,52;4,88;2782
4713101001;253;193,561;1964;0,03;0,59;25;2783
4713201001;32;247,781;1924;0,03;0,58;20;2784
4713301001;837;183,393;1991;0,02;0,54;11,44;2785
4713301002;821;206,076;2005;0;0,27;0;2786
4713401001;183;292,508;1929;0,03;0,56;12,28;2787
4713501001;39;272,308;1962;0,02;0,73;27,03;2788
4713701001;38;174,474;1975;0,02;0,46;26,47;2789
4713801001;160;232,588;1920;0,03;0,63;20;2790
4713901001;787;230,825;1953;0,03;0,6;18,6;2791
4714001001;117;271,291;1921;0,03;0,54;33,33;2792
4714101001;100;268,64;1937;0,03;0,61;34,78;2793
4714201001;146;244,829;1892;0,03;0,73;12,5;2794
4714301001;121;210,017;1919;0,02;0,56;27,19;2795
4714401001;67;279,791;1914;0,03;0,55;14,75;2796
4714501001;617;224,297;1960;0,02;0,53;27,13;2797
4714601001;218;172,862;1986;0,02;0,61;33,33;2798
4714701001;79;245,152;1953;0,02;0,53;23,38;2799
4714801001;397;216,111;1985;0,02;0,6;11,49;2800
4714901001;26;258;1903;0,02;0,72;0;2801
4715001001;360;218,244;1959;0,02;0,63;10,32;2802
4715101001;25;345,72;1920;0,02;0,74;4,17;2803
4715201001;100;247,58;1966;0,02;0,69;12,5;2804
4715301001;172;277,023;1892;0,03;0,57;17,39;2805
4715401001;173;214,52;1967;0,03;0,54;26,21;2806
4715501001;1176;147,401;1999;0,01;0,57;6,46;2807
4715501002;1001;149,304;1999;0,01;0,53;13;2808
4715601001;110;244,064;1935;0,03;0,67;17,17;2809
4715701001;536;153,343;1978;0,02;0,53;8,6;2810
4715801001;686;205,155;1967;0,03;0,64;27,09;2811
4715901001;561;215,529;1984;0,02;0,6;15,56;2812
4716001001;404;221,708;1976;0,02;0,59;11,5;2813
4716101001;937;186,284;1987;0,02;0,62;6,89;2814
4716101002;777;294,12;1995;0,01;0,46;11,19;2815
4716101003;865;226,126;1999;0;0,43;0,39;2816
4716201001;66;312,894;1880;0,03;0,68;1,64;2817
4716301001;369;267,114;1895;0,03;0,55;23,08;2818
4716401001;313;303,553;1983;0,02;0,59;16,21;2819
4716501001;947;171,457;1984;0,02;0,79;7,1;2820
4716501002;394;155,137;1972;0,02;0,72;6,18;2821
4716501003;587;156,847;1983;0,01;0,52;10,05;2822
4716502001;1147;144,189;1990;0,01;0,58;3,66;2823
4716502002;1305;216,597;1982;0,02;0,63;5,89;2824
4716502003;736;173,531;1991;0,01;0,51;6,18;2825
4716601001;199;239,342;1944;0,02;0,6;22,29;2826
4716701001;319;214,147;1920;0,03;0,79;19,72;2827
4716801001;17;279,176;1902;0,02;0,71;12,5;2828
4716901001;63;222,143;1936;0,02;0,53;20,69;2829
4717001001;85;174,094;1941;0,02;0,57;17,95;2830
4717101001;335;229,642;1963;0,02;0,66;11,11;2831
4717201001;141;247,213;1944;0,02;0,53;28,23;2832
4717301001;885;203,845;1985;0,01;0,55;27,75;2833
4717401001;311;257,958;1957;0,03;0,63;18,97;2834
4717501001;490;152,408;1986;0,02;0,71;4,17;2835
4717501002;364;149,374;1986;0,01;0,62;5,5;2836
4717501003;1474;201,21;1992;0,01;0,55;4,95;2837
4717502001;708;138,257;1976;0,02;0,7;2,93;2838
4717502002;1152;158,748;1988;0,01;0,65;13,89;2839
4717502003;994;146,765;1990;0,01;0,59;1,88;2840
4717601001;201;343,179;1947;0,02;0,56;13,83;2841
4717701001;79;368,937;1890;0,03;0,5;20,55;2842
4717801001;152;261,993;1960;0,02;0,62;37,5;2843
4717901001;313;225,78;1942;0,02;0,52;43,45;2844
4718001001;91;209,791;1929;0,02;0,57;23,86;2845
4718101001;125;216,432;1913;0,03;0,68;14,05;2846
4718201001;908;186,445;1983;0,02;0,56;9,68;2847
4718301001;187;281,556;1962;0,02;0,56;18,6;2848
4718401001;499;205,357;1963;0,03;0,71;17,33;2849
4718501001;70;258,386;1977;0,03;0,58;12,07;2850
4718601001;1041;140,068;1975;0,02;0,56;3,18;2851
4718601003;868;145,922;1972;0,02;0,58;5,84;2852
4718601006;547;143,399;1973;0;0,4;1,1;2853
4718601007;331;188,039;1970;0,01;0,37;0,3;2854
4718602001;458;141,762;1970;0,02;0,58;0,51;2855
4718602002;615;160,32;1966;0,02;0,52;0,71;2856
4718602004;559;123,877;1962;0,01;0,33;0;2857
4718602005;797;111,529;1978;0;0,41;0;2858
4718602006;534;124,816;1964;0,01;0,32;0;2859
4718602007;492;123,819;1967;0,01;0,27;0,65;2860
4718602008;394;139,718;1966;0;0,54;0,78;2861
4718602009;354;118,816;1967;0;0,32;0;2862
4718602010;670;130,557;1970;0;0,31;4,18;2863
4718602012;477;121,14;1967;0,01;0,43;0;2864
4718602013;496;133,992;1968;0,01;0,32;0,41;2865
4718602014;619;121,507;1964;0;0,39;3,07;2866
4718602015;737;113,119;1952;0,01;0,21;0;2867
4718602017;490;96,127;1966;0;0,27;0;2868
4718602019;617;100,532;1969;0,01;0,54;0;2869
4718603001;423;121,574;1973;0,01;0,75;1,63;2870
4718603002;403;149,903;1960;0,01;0,38;4,04;2871
4718603003;571;108,788;1974;0,01;0,28;0;2872
4718603004;554;100,733;1969;0,01;0,59;0,58;2873
4718603005;839;96,298;1968;0,01;0,29;0,25;2874
4718603007;406;116,217;1972;0,01;0,69;0;2875
4718603008;769;150,609;1978;0,02;0,41;0,58;2876
4718603009;402;150,736;1965;0,01;0,36;1;2877
4718604001;703;106,366;1976;0,01;0,26;0,15;2878
4718604002;357;114,342;1981;0,01;0,53;0;2879
4718604003;808;101,609;1978;0,01;0,24;0;2880
4718604004;754;98,009;1977;0,01;0,26;0;2881
4718604005;506;107,741;1966;0,01;0,32;0,43;2882
4718604006;652;116,413;1979;0;0,26;0;2883
4718604007;962;89,308;1971;0,01;0,31;0;2884
4718604008;348;108,641;1975;0;0,23;0;2885
4718604009;490;73,202;1969;0;0,19;0;2886
4718604010;415;89,183;1974;0;0,28;0;2887
4718604011;456;51,417;1963;0;0,05;0;2888
4718604012;497;99,976;1975;0,01;0,35;0,45;2889
4718604013;458;98,548;1980;0,01;0,32;0;2890
4718604014;412;94,148;1972;0,01;0,26;0;2891
4718604015;516;96,781;1972;0;0,24;0,2;2892
4718604016;697;93,277;1973;0,01;0,26;0;2893
4718604017;660;92,55;1972;0,01;0,58;0;2894
4718604018;666;99,432;1982;0,01;0,29;0;2895
4718604020;391;66,801;1963;0;0,11;0;2896
4718604021;830;66,671;1965;0;0,12;0;2897
4718604023;426;66,049;1966;0;0,1;0;2898
4718604024;435;98,579;1973;0;0,21;0,23;2899
4718604025;396;78,098;1967;0;0,1;0;2900
4718604026;633;108,833;1979;0;0,16;0;2901
4718604027;553;85,089;1972;0,01;0,2;0;2902
4718604028;655;71,22;1969;0;0,37;0;2903
4718604029;489;89,417;1974;0;0,11;0;2904
4718604030;550;102,876;1979;0,01;0,52;0,82;2905
4718604032;393;112,165;1991;0,01;0,15;0;2906
4718604033;374;81,799;1974;0,01;0,2;0;2907
4718604034;546;96,504;1979;0,01;0,35;0,62;2908
4718604036;335;89,519;1975;0;0,17;0,3;2909
4718604037;704;132,457;1989;0,01;0,2;0;2910
4718604038;842;114,057;2003;0;0,21;1,85;2911
4718604039;622;119,198;1990;0,01;0,25;0,51;2912
4718604040;616;126,657;2003;0;0,67;3,77;2913
4718604041;1377;128,54;2008;0;0,27;;2914
4718605001;850;122,124;1973;0,02;0,69;9,73;2915
4718605002;883;129,384;1964;0,02;0,58;3,62;2916
4718605004;422;141,95;1970;0,02;0,5;0,55;2917
4718605006;612;122,673;1973;0,01;0,51;5,12;2918
4718605007;434;114,8;1978;0,01;0,39;5,7;2919
4718606001;499;127,954;1977;0;0,18;0;2920
4718606002;556;93,576;1966;0,01;0,3;0;2921
4718606003;809;101,595;1969;0,02;0,7;1,82;2922
4718606005;491;118,709;1982;0;0,16;0;2923
4718606006;682;110,859;1970;0,01;0,31;0,74;2924
4718606007;961;99,386;1973;0,01;0,46;0,34;2925
4718606009;785;95,639;1978;0,01;0,3;0,15;2926
4718606010;662;93,295;1970;0,01;0,23;0,15;2927
4718606012;510;102,58;1974;0;0,06;0;2928
4718606013;537;68,765;1968;0;0,16;0;2929
4718606014;402;102,975;1979;0;0,19;0,25;2930
4718606015;469;92,861;1971;0;0,42;0,22;2931
4718606016;443;71,865;1965;0;0,25;0,23;2932
4718606017;556;89,246;1969;0;0,17;0;2933
4718606018;402;119,428;1983;0,01;0,26;0;2934
4718606019;588;69,643;1965;0;0,23;0;2935
4718606020;568;119,504;1973;0,01;0,45;4,61;2936
4718606021;434;119,329;1976;0,01;0,36;0;2937
4718606022;559;115,605;1987;0,01;0,37;4,6;2938
4718606023;484;68,114;1966;0;0,22;0;2939
4718606024;616;79,972;1970;0;0,24;0;2940
4718606025;547;79,572;1970;0;0,15;0;2941
4718606026;358;57,885;1964;0;0,18;0;2942
4718606027;740;87,977;1971;0;0,16;0;2943
4718606028;414;79,766;1968;0;0,08;0,24;2944
4718606029;402;99,955;1975;0;0,17;0,25;2945
4718606030;489;83,2;1972;0;0,21;0,61;2946
4718606031;565;160,628;1996;0,01;0,53;2,73;2947
4718606032;508;110,671;1980;0,01;0,25;0,88;2948
4718606034;619;104,129;1976;0;0,37;0;2949
4718606036;970;161,933;1995;0,01;0,53;4,46;2950
4718606037;363;104,207;1981;0;0,22;0;2951
4718606038;704;108,143;1989;0,01;0,37;0,2;2952
4718606039;583;137,611;2005;0;0,11;;2953
4718607001;682;107,795;1975;0,01;0,47;0,3;2954
4718607003;457;108,499;1973;0,01;0,56;0,67;2955
4718607004;815;97,669;1972;0,01;0,34;0;2956
4718607005;915;101,873;1972;0;0,2;0;2957
4718607006;512;91,941;1969;0,01;0,31;0,2;2958
4718607007;527;94,205;1970;0,01;0,36;0,38;2959
4718607008;814;79,985;1966;0;0,23;0,12;2960
4718607010;349;99,693;1977;0;0,15;0;2961
4718607011;807;126,701;1985;0,03;0,42;2,56;2962
4718607013;582;98,009;1978;0,01;0,25;0;2963
4718607014;833;133,587;1989;0,01;0,4;6,71;2964
4718607015;434;109,892;1973;0;0,28;0;2965
4718607016;341;97,282;1976;0;0,04;0,29;2966
4718607018;565;120,083;1980;0,01;0,32;0;2967
4718607019;437;104,931;1974;0;0,31;0,23;2968
4718607020;479;104,641;1978;0;0,2;0;2969
4718607021;523;87,046;1970;0,01;0,36;0,42;2970
4718607022;1237;148,966;2008;0,01;0,42;3,37;3510
4718608001;566;98,781;1973;0,01;0,24;0;2971
4718608002;749;81,338;1965;0,01;0,41;0,41;2972
4718608004;994;81,555;1965;0;0,24;0;2973
4718608005;601;100,777;1977;0,01;0,28;0,18;2974
4718608006;804;70,005;1961;0;0,34;0;2975
4718608009;1016;75,333;1964;0;0,14;0;2976
4718608012;614;102,163;1976;0,01;0,23;0;2977
4718608013;664;95,123;1971;0,01;0,34;0;2978
4718608014;615;88,182;1970;0;0,17;0;2979
4718608015;447;83,087;1969;0;0,06;0;2980
4718608016;388;81,348;1969;0;0,2;0;2981
4718608017;590;88,047;1971;0;0,18;0;2982
4718608018;631;69,412;1967;0;0,11;0;2983
4718608020;393;69,204;1965;0;0,3;0;2984
4718608021;656;71,724;1964;0;0,15;0;2985
4718608023;527;75,935;1969;0;0,07;0;2986
4718608024;564;108,3;1976;0;0,22;0;2987
4718608025;476;106,04;1978;0;0,23;0;2988
4718608026;602;77,678;1969;0;0,1;0;2989
4718608027;507;79,846;1970;0;0,1;0;2990
4718608028;1021;88,13;1974;0;0,2;9,7;2991
4718608030;370;84,257;1971;0;0,15;0;2992
4718608031;804;108,602;1985;0,01;0,35;0,13;2993
4718608032;488;102,74;1962;0,01;0,5;3,85;2994
4718608033;415;113,81;1961;0,02;0,67;14,29;2995
4718608034;370;94,286;1973;0,01;0,57;1,28;2996
4718608035;973;134,374;1996;0,01;0,25;27,76;2997
4718608036;613;129,649;1982;0,01;0,61;6,57;3511
4718608037;770;103,321;1975;0;0,17;0,26;2998
4718608038;501;101,607;1973;0,01;0,28;0;2999
4718608039;347;84,375;1971;0;0,06;0;3000
4718609001;444;132,932;1965;0,02;0,43;1,17;3001
4718609002;751;125,815;1976;0,01;0,45;1,09;3002
4718609003;439;138,144;1978;0,01;0,34;0,48;3003
4718609004;800;122,465;1971;0,01;0,4;0,13;3004
4718609006;576;99,736;1970;0;0,28;0,17;3005
4718609007;976;120,87;1976;0,01;0,39;0,21;3006
4718609009;693;133,968;1979;0;0,42;0,15;3007
4718609010;511;102,147;1976;0,01;0,43;0,2;3008
4718609011;1044;93,444;1973;0,01;0,25;0;3009
4718610001;879;139,882;1989;0,01;0,57;0,2;3514
4718610002;479;105,846;1975;0;0,35;0;3010
4718610003;535;95,639;1975;0,01;0,23;0;3011
4718610004;431;104,879;1974;0;0,15;0;3012
4718610005;793;111,12;1977;0,01;0,42;0;3013
4718610006;703;150,634;1977;0,02;0,74;6,06;3520
4718610007;851;125,043;1982;0,01;0,21;16,65;3014
4718610008;762;145,785;1978;0,01;0,47;37,64;3015
4718610009;517;116,449;1984;0;0,24;0,2;3016
4718610010;606;146,686;1982;0,01;0,19;0;3017
4718610011;456;187,726;1974;0;0,29;0;3018
4718610013;536;128,909;1973;0;0,29;0;3019
4718610014;706;109,506;1983;0,01;0,22;0;3020
4718610015;512;85;1970;0;0,18;0;3021
4718610016;389;117,671;1979;0,01;0,37;0,6;3022
4718610017;404;100,74;1977;0;0,1;0;3023
4718610018;641;154,668;1986;0;0,17;0,2;3024
4718610019;572;83,753;1978;0;0,15;0;3025
4718610020;484;166,403;1974;0;0,2;0;3026
4718610021;548;164,312;1980;0;0,19;0;3027
4718610022;512;92,062;1978;0;0,06;0;3028
4718610024;623;145,193;1986;0;0,06;0;3029
4718610025;425;101,115;1974;0;0,17;0;3030
4718610026;516;100,527;1976;0,01;0,28;0;3031
4718610027;482;143,44;1985;0;0,06;0,41;3032
4718610028;348;146,293;1984;0;0,02;0;3033
4718610029;807;156,887;1991;0;0,36;0;3034
4718610030;943;188,823;2005;0;0,39;0;3035
4718610031;288;109,549;1981;0;0,07;0;3036
4718610032;529;136,784;1998;0,01;0,18;0;3037
4718610033;576;125,884;1990;0;0,13;0;3038
4718610034;516;161,391;1984;0;0,12;0,21;3039
4718610035;649;152,809;1988;0;0,06;0;3040
4718610036;377;120,66;1987;0;0,16;0;3041
4718610037;911;132,362;1988;0;0,18;0;3042
4718610038;576;145,948;1989;0;0,04;0;3043
4718610039;571;146,897;1989;0;0,13;0,18;3044
4718610040;504;170,044;1991;0;0,11;0;3045
4718610041;413;186,867;1994;0,01;0,38;0;3046
4718610042;813;143,154;1993;0;0,29;0;3047
4718610043;890;137,372;1996;0;0,21;0;3048
4718610044;724;127,747;1997;0;0,23;0;3049
4718610045;666;145,725;1997;0;0,19;0;3050
4718610046;703;144,569;2000;0;0,13;0,34;3051
4718610047;716;142,285;1998;0;0,12;0;3052
4718610048;307;304,596;1996;0;0,34;0;3053
4718610049;669;166,722;1992;0;0,32;0;3054
4718610050;751;128,49;2002;0;0,23;0;3055
4718610051;712;132,107;2001;0;0,2;0;3056
4718610052;1080;139,947;2009;0;0,13;;3057
4718610053;731;137,702;2010;0;0,37;;3058
4718610054;569;124,016;2005;0;0,19;;3059
4718610055;780;133,362;2008;0;0,28;;3060
4718610056;1252;140,053;2008;0;0,35;;3061
4718611001;723;101,177;1972;0;0,31;0;3062
4718611002;464;104,927;1973;0,01;0,47;0;3063
4718611003;833;118,993;1978;0,01;0,43;0;3064
4718611004;523;111,841;1984;0,01;0,24;0;3065
4718611005;850;85,812;1966;0;0,4;0,12;3066
4718611006;442;106,421;1967;0,01;0,26;0;3067
4718611007;767;103,58;1969;0;0,28;0,26;3068
4718611008;619;85,231;1964;0;0,35;0,16;3069
4718611009;416;104,834;1960;0;0,16;0;3070
4718611010;747;100,174;1960;0;0,14;0,13;3071
4718611012;430;101,428;1960;0;0,16;0;3072
4718611013;340;96,088;1960;0;0,12;0;3073
4718611014;555;106,793;1968;0,01;0,28;0;3074
4718611015;799;133,489;1980;0,01;0,26;0,26;3075
4718611016;595;127,185;1978;0,01;0,25;0;3076
4718611017;656;130,352;1987;0,01;0,55;3,86;3077
4718611018;587;115,111;1984;0,01;0,24;1,08;3078
4718611019;477;102,472;1974;0;0,16;0;3079
4718611020;702;94,818;1975;0;0,22;0,57;3080
4718611021;667;174,306;1998;0,01;0,54;1,72;3081
4718611022;430;79,558;1972;0;0,08;0;3082
4718611025;776;141,548;1978;0;0,08;0;3083
4718611026;901;117,991;1990;0,01;0,38;0,45;3084
4718611027;347;110,908;1979;0;0,17;0;3085
4718611028;721;111,535;1991;0,01;0,29;0;3086
4718611029;398;107,003;1977;0,01;0,29;0;3087
4718611031;1003;182,129;2001;0;0,41;0;3088
4718611032;917;195,577;1994;0;0,44;0;3089
4718611033;706;162,873;1998;0;0,27;0;3090
4718611034;671;149,624;1997;0;0,2;0,22;3091
4718611035;709;156,482;2000;0;0,31;0;3092
4718611036;1314;162,253;1998;0,01;0,44;2,33;3093
4718611037;710;176,096;1995;0;0,41;0;3094
4718611038;888;159,592;2002;0;0,4;0;3095
4718611039;492;233,75;2000;0;0,2;0;3096
4718611040;410;122,717;1992;0;0,1;0;3097
4718611041;904;179,499;2011;0,01;0,41;0;3098
4718611042;1617;137,931;2007;0,01;0,39;5,8;3099
4718611043;641;179,069;2004;0;0,42;6,25;3100
4718612001;593;170,04;1989;0,01;0,67;1,56;3519
4718612002;466;259,324;1978;0,02;0,52;9,65;3101
4718612003;721;209,143;1986;0,01;0,58;4,09;3102
4718612004;714;299,772;2004;0;0,33;0;3103
4718701001;126;249,325;1902;0,03;0,59;26,67;3104
4718801001;88;260;1935;0,02;0,7;14,29;3105
4718901001;74;208,486;1943;0,03;0,55;20,31;3106
4719001001;73;348,808;1928;0,03;0,6;8,47;3107
4719101001;136;272,14;1926;0,03;0,62;26,5;3108
4719201001;78;275,795;1932;0,03;0,72;20,83;3109
4719301001;1435;185,83;1982;0,01;0,55;3,85;3110
4719401001;258;258,221;1961;0,02;0,51;17,89;3111
4719501001;492;243,217;1975;0,02;0,55;9,02;3112
4719601001;43;317,674;1892;0,03;0,52;13,16;3113
4719701001;599;223,482;1944;0,02;0,68;31,3;3114
4719801001;84;324,869;1883;0,03;0,54;3,8;3115
4719901001;111;229,757;1894;0,02;0,58;15,89;3116
4720001001;70;252,814;1912;0,02;0,6;5,88;3117
4720301001;115;290,426;1912;0,02;0,44;27,36;3118
4720401001;252;205,325;1968;0,02;0,59;8,51;3119
4720501001;318;260,255;1985;0,02;0,59;20,52;3120
4720601001;112;217,812;1943;0,02;0,59;4,81;3121
4720701001;178;302,382;1960;0,02;0,63;24,42;3122
4720801001;74;261,176;1902;0,02;0,53;20,83;3123
4720901001;40;276,5;1911;0,02;0,55;2,63;3124
4721001001;210;244,686;1969;0,02;0,71;7,07;3125
4721101001;54;297,278;1902;0,03;0,49;34,69;3126
4721201001;279;218,935;1962;0,02;0,63;21,22;3127
4721301001;90;296,1;1937;0,03;0,75;33,33;3128
4721401001;1046;219,424;1966;0,02;0,74;2,18;3129
4721501001;76;283,934;1941;0,02;0,76;6,94;3130
4721601001;78;285,474;1955;0,02;0,54;20,83;3131
4721701001;759;181,723;1993;0,02;0,79;11,69;3132
4721701002;687;172,518;2004;0;0,44;0;3133
4721801001;914;207,837;1987;0,02;0,55;18,05;3134
4721901001;30;322,3;1905;0,03;0,55;35,71;3135
4722001001;166;248,735;1957;0,02;0,6;20,53;3136
4722101001;85;213,412;1958;0,03;0,58;22,97;3137
4722201001;44;294,114;1917;0,03;0,63;2,63;3138
4722301001;149;200,168;1930;0,03;0,64;2,17;3139
4722401001;103;180,32;1955;0,03;0,87;24,14;3140
4722501001;57;301,421;1954;0,02;0,66;5,77;3141
4722601001;167;190,743;1955;0,02;0,66;25,87;3142
4722701001;67;256,328;1877;0,02;0,66;27,69;3143
4722801001;303;237,139;1976;0,03;0,64;14,95;3144
4722901001;216;302,606;1894;0,03;0,6;41,95;3145
4723001001;195;207,523;1969;0,03;0,7;12,5;3146
4723101001;942;163,68;2001;0,02;0,65;12,9;3147
4723101002;669;148,868;2004;0,01;0,35;13,73;3148
4723101003;759;131,25;2000;0,02;0,55;9,84;3149
4723101004;494;184,856;1998;0,01;0,44;22,56;3150
4723201001;94;232,617;1927;0,02;0,55;17,78;3151
4900201001;68;357,015;1938;0,01;0,49;28,79;3152
4900301001;836;198,262;1980;0,02;0,61;15,16;3153
4900401001;211;350,488;1956;0,02;0,6;0,49;3154
4900501001;156;264,032;1975;0,02;0,56;25,56;3155
4900601001;152;235,184;1959;0,02;0,62;15,67;3156
4900701001;326;199,172;1991;0,02;0,47;11,2;3157
4900801001;431;283,056;1984;0,02;0,56;23,29;3158
4900901001;314;285,328;1983;0,02;0,6;9,36;3159
4901001001;310;227,161;1998;0,02;0,68;18,59;3160
4901101001;224;218,54;1964;0,02;0,78;4,12;3161
4901201001;107;296,654;1941;0,02;0,48;2,86;3162
4901301001;203;274,3;1967;0,02;0,54;15,59;3163
4901401001;125;274,84;1959;0,02;0,63;29,13;3164
4901501001;371;264,903;1968;0,02;0,63;13,76;3165
4901601001;247;241,818;1950;0,02;0,69;17,94;3166
4901701001;487;195,281;1956;0,02;0,58;17,38;3167
4901801001;417;272,137;1963;0,02;0,51;23,91;3168
4901901001;227;281,159;1962;0,02;0,73;31,16;3169
4902001001;341;275,085;1958;0,02;0,61;11,4;3170
4902101001;476;156,179;1979;0,01;0,79;5,37;3171
