CP,lat,lon,CUSEC
24690,42.9833,-5.7,2490101001
24699,43.0054,-5.689933333333333,2490101001
24700,42.4567,-6.0566,2400801002
24710,42.4636,-6.0202,2414801001
24711,42.544775,-6.02935,2421401001
24712,42.53816666666666,-6.033833333333334,2421401001
24713,42.4797,-6.1166,2402301001
24714,42.492266666666666,-6.106633333333334,2402301001
24715,42.534425,-6.167199999999999,2402301001
24716,42.4969,-6.1572,2402301001
24717,42.394625,-6.1972249999999995,2418501001
24718,42.461439999999996,-6.13696,2400802002
24719,42.501666666666665,-6.0623000000000005,2421901001
24720,42.43913333333333,-6.192633333333333,2415201001
24721,42.3293,-6.173959999999999,2409101001
24722,42.47364615384615,-6.2748923076923075,2415201001
24723,42.39503333333334,-6.327133333333333,2409001001
24724,42.411,-6.387825,2409001001
24730,42.323899999999995,-6.0502400000000005,2421601001
24731,42.422,-6.0854333333333335,2416101001
24732,42.37173333333333,-6.056333333333334,2418201001
24733,42.2647,-6.12385,2412501001
24734,42.1907,-6.113433333333333,2404701001
24735,42.183,-6.1901,2404701001
24736,42.2083,-6.2475,2404701001
24738,42.25208,-6.3533,2417201001
24740,42.265049999999995,-6.4431,2417201001
24741,42.2624,-6.502000000000001,2417201001
24742,42.344,-6.5687999999999995,2404301001
24743,42.28073333333333,-6.5645999999999995,2406701001
24744,42.31356,-6.526680000000001,2404301001
24745,42.26923333333333,-6.592033333333333,2406701001
24746,42.27073333333333,-6.642433333333334,2406701001
24750,42.2982,-5.9015,2401001002
24760,42.18612,-5.99084,2404601001
24761,42.2888,-5.9354,2410801001
24762,42.233866666666664,-5.8648,2412401001
24763,42.32073333333333,-5.866783333333333,2416601001
24764,42.325466666666664,-5.922899999999999,2416601001
24765,42.32164,-5.98842,2413101001
24766,42.34546666666667,-6.0122,2416101001
24767,42.26232,-6.00468,2412501001
24768,42.3468,-5.886760000000001,2416601001
24769,42.25813333333333,-5.838933333333333,2405301001
24790,42.2769,-5.8461,2412701001
24791,42.2446,-5.793200000000001,2413601001
24792,42.180725,-5.8316,2412401001
24793,42.39355,-6.0119,2418201001
24794,42.38426666666667,-5.976366666666666,2413101001
24795,42.383157142857144,-5.9317142857142855,2415501001
24796,42.176671428571424,-5.702385714285714,2411701001
24797,42.1303,-5.729,2414101001
24800,42.8035,-5.1269,2405601001
24810,42.8349,-5.1468,2413701001
24811,42.8303,-5.1803,2413701001
24812,42.8347,-5.1644,2413701001
24813,42.8457,-5.097733333333333,2405601001
24814,42.8026,-5.1321,2405601002
24815,42.736325,-5.16025,2405601002
24816,42.790549999999996,-5.0927,2405601002
24820,42.78876666666667,-5.504733333333333,2409801001
24830,42.8656,-5.5203,2409801001
24836,42.884171428571435,-5.5522285714285715,2419401001
24837,42.932916666666664,-5.520791666666667,2403701001
24838,42.976099999999995,-5.567642857142857,2403701001
24839,42.8429,-5.509600000000001,2409801001
24840,42.8485,-5.4064,2419301001
24843,42.970499999999994,-5.439566666666667,2417701001
24844,43.00536666666667,-5.4211,2417701001
24845,42.96215,-5.382975,2417701001
24846,42.91956666666667,-5.431699999999999,2417701001
24847,42.8642,-5.398425,2417901001
24848,42.79102,-5.41086,2415101001
24849,42.867333333333335,-5.4421333333333335,2417901001
24850,42.8671,-5.321,2402101001
24852,42.8654,-5.3348,2402101001
24853,42.9084,-5.331666666666666,2402101001
24854,42.95206666666667,-5.323799999999999,2402101001
24855,43.032475,-5.30635,2412101001
24856,42.9447,-5.1985,2412901001
24857,42.989875,-5.247875,2402101001
24858,42.841680000000004,-5.25592,2402101001
24859,42.870799999999996,-5.268866666666667,2402101001
24860,42.8348,-5.303733333333334,2419901001
24869,42.8365,-5.3405000000000005,2419901001
24870,42.813966666666666,-5.2185999999999995,2406801001
24877,42.812580000000004,-5.293699999999999,2406801001
24878,42.7629,-5.228175,2406801001
24879,42.8056,-5.1915000000000004,2406801001
24880,42.7864,-4.9735,2418301001
24882,42.812325,-4.947525,2418301001
24883,42.8758,-4.9198,2418301001
24884,42.845299999999995,-4.9591,2418301001
24885,42.901266666666665,-4.951333333333333,2412001001
24886,42.862500000000004,-5.0357666666666665,2418301001
24887,42.82425,-5.0075,2418301001
24888,42.7314,-5.001716666666667,2400401001
24889,42.77926666666667,-4.9237,2418301001
24890,42.692483333333335,-5.5361,2407601001
24891,42.73205,-5.52095,2407601001
24892,42.73084,-5.0341000000000005,2405201001
24893,42.7749,-5.0211,2405201001
24900,42.9755,-5.0047,2413001001
24911,42.9462,-4.887033333333334,2402001001
24912,43.0543,-4.8003,2402001001
24913,42.999875,-4.888025,2402001001
24914,43.14345,-4.9361999999999995,2411601001
24915,43.16195,-4.907266666666667,2411601001
24916,43.14018,-5.04416,2410601001
24917,43.05755,-4.9962,2402501001
24918,42.944500000000005,-5.03115,2413001001
24920,42.5517,-5.2974,2418001001
24930,42.58325,-5.242366666666666,2418001001
24940,42.68233333333333,-5.166433333333333,2406301001
24950,42.7639,-5.1403,2405601002
24960,42.853766666666665,-5.131966666666666,2406001001
24970,42.873999999999995,-5.17015,2406001001
24980,42.90805,-5.1587499999999995,2406001001
24989,42.8988,-5.1319,2406001001
24990,42.92475,-5.081250000000001,2406001001
24991,42.957975000000005,-5.143525,2406001001
24994,43.02475,-5.06345,2402501001
24995,43.04705,-5.09525,2402501001
24996,43.05086666666667,-5.1436,2400101001
26127,42.0892,-2.7541,4212101001
26212,42.6029,-2.9374,0921904002
34001,42.0106,-4.5327,3412001001
34002,42.0058,-4.5281,3412005002
34003,42.0205,-4.5321,3412006006
34004,41.9998,-4.5196,3412007020
34005,42.0125,-4.5405,3412004006
34006,42.0096,-4.5241,3412005013
34070,42.0096,-4.5241,3412005013
34071,42.0096,-4.5241,3412005013
34080,42.0096,-4.5241,3412005013
34100,42.5229,-4.7365,3415701002
34110,42.645,-4.8079,3412901001
34111,42.56975714285714,-4.790228571428571,3421801001
34112,42.527366666666666,-4.825783333333333,3416901001
34113,42.431000000000004,-4.78225,3423101001
34114,42.48418,-4.66978,3414301001
34115,42.55827,-4.6625,3419001001
34116,42.45301666666666,-4.75695,3423101001
34117,42.5762,-4.739,3415701003
34118,42.4904,-4.6034,3490301001
34120,42.3413,-4.6007,3404701001
34126,42.43986666666667,-4.707233333333334,3414701001
34127,42.40105,-4.57735,3416301001
34128,42.416700000000006,-4.6376800000000005,3417501001
34129,42.36718333333334,-4.674183333333333,3423601001
34130,42.2851,-4.5906,3424301001
34131,42.268600000000006,-4.61586,3424301001
34132,42.4128,-4.4966,3423301001
34133,42.194,-4.581,3412701001
34159,42.3932,-4.6912,3422301001
34160,42.3932,-4.6912,3422301001
34170,42.0085,-4.7066333333333334,3422001001
34190,41.952825,-4.510125,3422501004
34191,41.9348625,-4.7184124999999995,3401801001
34192,42.075050000000005,-4.59425,3423701001
34200,41.920950000000005,-4.4834499999999995,3402301001
34208,41.9676,-4.404025,3414601001
34209,41.9147,-4.4115,3408601001
34210,41.8768,-4.5457,3406901002
34218,41.8511,-4.4097,3405701001
34219,41.81902,-4.37772,3413301001
34220,41.9813,-4.4277,3409801001
34230,42.0337,-4.3199,3418201001
34239,42.0452,-4.3809000000000005,3422101001
34240,41.9377,-4.2466,3402201001
34246,41.7909,-4.0703,3405001001
34247,41.85086666666667,-4.1939,3408201001
34248,41.98056666666667,-4.025533333333333,3406001001
34249,41.98073333333333,-4.267233333333333,3408701001
34250,42.0847,-4.2065,3414101001
34257,42.07875,-4.120125,3417801001
34259,42.065783333333336,-4.239016666666667,3408401001
34260,42.1634,-4.123075,0931601001
34261,42.1551,-4.2592,3421301001
34300,42.1537,-4.6919,3412301001
34304,41.96355,-4.9729,3404801001
34305,41.984971428571434,-4.846642857142856,3404501001
34306,42.1464,-4.8635,3410301001
34307,42.223620000000004,-4.786,3490201001
34309,42.27565,-4.7465375,3405501001
34310,42.14968571428572,-4.594914285714286,3412701001
34320,42.2209,-4.8578,3405901001
34337,42.0833,-4.7833,3407601001
34338,42.07485,-4.8375,3400101001
34340,42.2506,-4.9674,3420601001
34347,42.3308375,-4.87495,3409101001
34349,42.29646,-4.945,3420601001
34350,42.0425,-4.9128,3423201001
34400,42.5949,-4.3303,3408301001
34405,42.485675,-4.284525,3408301002
34406,42.6453,-4.45278,3408301002
34407,42.594618181818184,-4.4319,3422201001
34408,42.5282,-4.4756,3422201001
34409,42.4987,-4.4521999999999995,3422201001
34410,42.116,-4.4928,3410801001
34411,42.1525,-4.5165,3415501001
34419,42.0823,-4.48092,3421701001
34420,42.173,-4.4696,3401101001
34429,42.20545,-4.521,3409901001
34430,42.2133,-4.4366,3413001001
34439,42.2133,-4.4366,3413001001
34440,42.2667,-4.4055,3407401001
34447,42.2909,-4.4910499999999995,3423001001
34449,42.296800000000005,-4.50364,3413201001
34450,42.1924,-4.294,3401701001
34460,42.4102,-4.3622,3490101001
34465,42.1458,-4.2401,3418601001
34466,42.2115,-4.2457,3424101001
34467,42.2538,-4.2539,3410401001
34468,42.3145,-4.292775000000001,3411601001
34469,42.35497142857143,-4.393142857142857,3490101001
34470,42.651325,-4.622,3403701001
34473,42.61076666666667,-4.641016666666666,3419001001
34475,42.54515,-4.5718,3420801001
34477,42.49245,-4.526575,3490301001
34478,42.45925,-4.48025,3405201001
34479,42.4202,-4.4213,3400301001
34480,42.6604,-4.3127,3400501001
34483,42.7283,-4.4222,3411401001
34484,42.8194,-4.5102,3406701001
34485,42.725611111111114,-4.464211111111111,3411401001
34486,42.70438333333333,-4.381016666666667,3411401001
34487,42.712,-4.3019,3400501001
34488,42.761919999999996,-4.425,3411401001
34490,42.2002,-4.3572999999999995,3417401001
34491,42.515825,-4.374025,3416801001
34492,42.70609375,-4.2387125,3400403001
34800,42.7945,-4.2589,3400401002
34810,42.828863636363636,-4.290354545454545,3400403001
34811,42.83426666666667,-4.184533333333333,3400403001
34813,42.77692727272727,-4.178390909090909,3400402002
34815,42.75828571428571,-4.253357142857142,3400403001
34820,42.9064,-4.2859,3402701001
34828,42.88402,-4.32778,3402701001
34829,42.899837500000004,-4.2753,3403601001
34830,42.840666666666664,-4.3585,3415801001
34839,42.87816363636364,-4.408690909090909,3405601003
34840,42.8668,-4.498,3405601002
34844,42.884525,-4.5645750000000005,3405601003
34846,42.915327272727275,-4.469109090909091,3405601003
34847,42.9701,-4.511033333333334,3490401001
34848,42.9963,-4.5308,3490401001
34849,43.0024375,-4.4713375,3490401001
34850,42.8079,-4.599,3404901001
34858,42.8076,-4.625,3404901001
34859,42.81356666666667,-4.594483333333334,3404901001
34869,42.83141666666666,-4.647983333333333,3417101001
34870,42.7872,-4.70785,3417101001
34878,42.73702222222222,-4.677722222222222,3415101001
34879,42.786,-4.7401,3417101001
34880,42.7896,-4.8472,3408002002
34882,42.7158,-4.6337,3406201001
34886,42.8261,-4.8463,3419901001
34887,42.9273,-4.671633333333333,3418501001
34888,42.91508,-4.75884,3419901001
34889,42.727775,-4.849525,3407301001
37001,40.9639,-5.6606,3727401009
37002,40.9665,-5.665,3727401001
37003,40.9668,-5.6482,3727402016
37004,40.9746,-5.652,3727405018
37005,40.9742,-5.6597,3727405017
37006,40.9766,-5.6729,3727404019
37007,40.9688,-5.6716,3727404006
37008,40.9475,-5.6822,3727403017
37009,40.9688,-5.6639,3727401004
37071,40.9688,-5.6639,3727401004
37080,40.9688,-5.6639,3727401004
37100,41.0881,-6.0015,3717001001
37110,41.135666666666665,-5.828566666666667,3737901001
37111,41.1516,-5.902575,3703001001
37114,41.04965714285714,-6.104971428571429,3736901001
37115,41.06465714285714,-5.838585714285714,3734201001
37116,41.1206,-5.979991666666667,3717001001
37120,40.9474,-5.7628,3711701001
37129,40.9754,-5.763077777777777,3708701001
37130,40.969471428571424,-5.987721428571429,3707901001
37139,41.1394,-6.1969,3737001001
37140,41.1136,-6.1021,3737001001
37147,41.0322,-6.2228,3736001001
37148,41.064033333333334,-6.219483333333334,3712601001
37149,41.1243,-6.1508,3732901001
37150,41.150999999999996,-6.1906,3737001001
37159,41.1132,-6.25548,3726201001
37160,41.271,-6.4685,3736401001
37170,41.00718666666667,-5.84786,3734501001
37171,41.18055,-6.2576,3718001001
37172,41.2137,-6.271,3730101001
37173,41.195499999999996,-6.38295,3732801001
37174,41.2155,-6.4373,3736401001
37175,41.2395,-6.5235,3725001001
37176,41.2295,-6.34065,3702801001
37181,40.9549125,-5.559,3706901001
37183,40.82901818181818,-5.7204,3720901001
37184,41.0083,-5.648799999999999,3736201001
37185,41.02073333333333,-5.725633333333334,3735401003
37186,40.8413,-5.585616666666667,3723601001
37187,40.89651428571428,-5.6984,3719201001
37188,40.9331,-5.6503,3708501002
37189,41.0193,-5.6711,3736201002
37190,40.9424,-5.6005,3724001001
37191,40.9067,-5.592,3707001001
37192,40.9424,-5.600500000000001,3724001001
37193,40.97696,-5.61206,3706701002
37197,40.9424,-5.6005,3724001001
37198,40.9424,-5.6005,3724001001
37200,40.8016,-6.2585,3713501001
37207,40.8252,-6.2139,3705901001
37208,40.79005,-6.1742,3728901001
37209,40.87213333333333,-6.2314333333333325,3705901001
37210,41.0097,-6.4334,3737601002
37214,41.15356,-6.52252,3734001001
37216,40.9709,-6.3335625,3724801001
37217,41.094858333333335,-6.400925,3728001001
37219,40.983825,-6.501775,3715401001
37220,41.0073,-6.4945,3715401001
37230,40.9867,-6.7953,3716001001
37240,40.9358,-6.7192,3717301001
37246,40.9171,-6.7976,3731101001
37247,40.9083,-6.7491,3726601001
37248,40.8723,-6.747,3700301001
37250,41.12655,-6.52035,3701401001
37251,41.2096,-6.59835,3701401001
37253,41.1463,-6.640533333333334,3738101001
37254,41.1625,-6.6893,3719001001
37255,41.0725,-6.6646,3704401001
37256,41.04623333333333,-6.562083333333334,3712301001
37257,41.0476,-6.75315,3730201001
37258,41.0411,-6.577249999999999,3720801001
37259,41.0209,-6.6394,3727501001
37260,40.8757,-6.4679,3737301001
37267,40.8784,-6.42485,3736301001
37269,40.8775,-6.4392,3737301001
37270,40.8495,-6.708,3728501001
37271,40.8482,-6.6131,3703901001
37281,40.8872,-6.3664,3725701001
37290,40.81585,-6.3058,3705201001
37291,40.938675,-6.590425,3713701001
37292,40.8797,-6.6236,3722301001
37300,40.9011,-5.2003,3724601002
37310,40.8304,-5.2856,3717401001
37311,40.8013,-5.2807,3729601001
37312,40.7488,-5.2874,3700701001
37313,40.7626,-5.2319,3717801001
37314,40.8011,-5.2189,3727601001
37315,40.8397,-5.1993,3717901001
37316,40.8572,-5.2103,3705701001
37317,40.96326666666667,-5.232600000000001,3702201001
37318,40.9903,-5.1411,3723201001
37319,40.9037,-5.1631,3708301001
37320,40.9537,-5.2882,3735801001
37329,40.91916666666666,-5.3557,3734801001
37330,40.9766,-5.4262,3703801001
37336,40.9681,-5.4675,3716401001
37337,40.9604,-5.41065,3720601001
37338,41.0083,-5.3943,3737501001
37339,40.9938,-5.3744,3737401001
37340,41.000600000000006,-5.50065,3702001001
37350,40.9815,-5.551,3701601001
37400,41.125,-5.1835,3708101001
37405,41.0529,-5.3309,3708201001
37406,41.05073333333333,-5.086533333333334,3735101001
37408,41.0145,-5.1966,3738201001
37409,41.1721,-5.2501,3731701001
37410,41.0807,-5.399,3723901001
37418,41.047,-5.3857,3703101001
37419,41.12755,-5.43075,3712801001
37420,41.0428,-5.536,3715201001
37426,41.09315,-5.5967,3722201001
37427,41.06855,-5.55805,3723801001
37428,41.0856,-5.49266,3722501001
37429,41.1189,-5.552933333333333,3731801001
37430,41.0075,-5.5847,3720701001
37439,41.0242,-5.604175,3727801001
37440,40.90181666666667,-5.878933333333333,3704001001
37446,40.8002,-5.9758,3735301001
37447,40.9623,-5.9175,3727101001
37448,40.923775,-5.932425,3707901001
37449,40.942099999999996,-5.836791666666667,3714201001
37450,40.8337,-5.91225,3718701001
37451,40.7638,-5.9991,3708801001
37452,40.72607142857144,-5.893228571428572,3721101001
37453,40.81678571428571,-5.8549,3718701001
37454,40.7153,-5.8318,3734601001
37455,40.7652,-5.8809,3734401001
37456,40.787220000000005,-5.8981,3734401001
37458,40.6757,-5.73,3723701001
37460,40.882333333333335,-6.062493333333333,3728301001
37465,41.01473333333333,-6.112933333333333,3737001001
37466,40.7429,-6.025,3728101001
37467,40.9244,-6.0889,3714901001
37468,40.97623333333333,-6.133299999999999,3729301001
37470,40.7058,-6.4003,3727901001
37478,40.67263333333333,-6.3333,3700901001
37479,40.7398,-6.5082,3709601001
37480,40.591,-6.8114,3714001001
37481,40.591,-6.8114,3714001001
37488,40.74768571428571,-6.758828571428571,3701501001
37490,41.0531,-5.4776,3725401001
37491,40.9044,-5.9603,3707901001
37492,40.7653,-6.3309,3718301001
37493,40.838325,-6.19475,3705901001
37494,40.7582,-6.27485,3718301001
37495,40.8014,-6.3595500000000005,3726701001
37496,40.71454,-6.33702,3709701001
37497,40.64325,-6.69619,3714501001
37500,40.601975,-6.53885,3710702008
37510,40.438785714285714,-6.472428571428572,3700201001
37515,40.4991,-6.5305,3711901001
37516,40.4586,-6.5207,3715701001
37520,40.4879,-6.5752,3705401001
37521,40.3846,-6.6063,3726901001
37522,40.3379,-6.639,3737101001
37523,40.3207,-6.6695,3724501001
37524,40.2868,-6.7271,3723401001
37530,40.5,-6.357,3730701001
37531,40.5213,-6.3601,3730601001
37532,40.5038,-6.271,3719901001
37540,40.4286,-6.6756,3713601001
37541,40.3811,-6.756,3709101001
37542,40.2968,-6.8197,3722101001
37550,40.5095,-6.6871,3707401001
37551,40.4849,-6.6927,3716601001
37552,40.4552,-6.7033,3725801001
37553,40.4473,-6.7462,3725801001
37554,40.4725,-6.8278,3700601001
37555,40.413,-6.8148,3701101001
37589,40.6245,-6.3545,3732101001
37590,40.6032,-6.2751,3720401001
37591,40.5107,-6.4336,3737801001
37592,40.68365,-6.635149999999999,3709601001
37593,40.6742,-6.403,3710702006
37594,40.5619,-6.4994,3710703001
37595,40.6096,-6.4649,3710702003
37596,40.5619,-6.359,3730601001
37600,40.6574,-6.1063,3731601001
37606,40.6253,-6.1815,3726001001
37607,40.633093333333335,-6.006200000000001,3732001001
37608,40.6725,-6.0112,3732001001
37609,40.70624,-5.98818,3705001001
37610,40.4515,-6.0723,3715801001
37617,40.4136,-6.0949,3715801001
37618,40.4826,-6.0567,3719601001
37619,40.454750000000004,-6.0685,3717601001
37621,40.5706625,-6.105075,3706101001
37624,40.4883,-6.1102,3701001001
37630,40.74,-6.1787,3706801001
37638,40.6987,-6.1871,3730401001
37639,40.6625,-6.2433,3702601001
37640,40.7095,-6.141,3700101001
37650,40.5124,-6.0254,3730501001
37656,40.4657,-6.0402,3709801001
37657,40.4364,-6.033,3731301001
37658,40.5132,-6.00335,3714701001
37659,40.52262,-6.0864199999999995,3721401001
37660,40.4845,-5.9958,3719301001
37670,40.4946,-5.9158,3729801001
37671,40.5068,-5.9062,3728401001
37680,40.4658,-5.8329,3733101001
37682,40.4762,-5.9202,3729801001
37683,40.4687,-5.9451,3719501001
37684,40.4692,-5.8897,3711201001
37690,40.777,-6.2284,3713501001
37700,40.38903333333334,-5.743533333333333,3704603001
37710,40.3666,-5.7425,3707801001
37711,40.3996,-5.9562,3710901001
37712,40.4337,-5.9275,3725201001
37713,40.4189,-5.8485,3733201001
37714,40.4118,-5.8181,3707101001
37715,40.3792,-5.7551,3704604003
37716,40.392625,-5.74425,3721201001
37717,40.40715,-5.73415,3734301001
37718,40.3806,-5.8797,3701301001
37720,40.3388,-5.8767,3710201001
37724,40.327866666666665,-5.962033333333333,3733401001
37727,40.34635,-5.8774,3724401001
37730,40.4688,-5.72,3717101001
37740,40.4879,-5.6111,3729701001
37748,40.4904,-5.5263,3726101001
37749,40.462225000000004,-5.5089,3721801001
37750,40.5437,-5.5801,3710301001
37751,40.5363,-5.4471,3714601001
37752,40.5897,-5.5353,3731501001
37753,40.5965,-5.4925,3703501001
37754,40.5875,-5.4678,3703501001
37755,40.5929,-5.4482,3703501001
37756,40.5924,-5.6461,3715601003
37759,40.61915,-5.872075,3715901001
37760,40.5834,-5.9209,3717201001
37762,40.6173,-5.9552,3712501001
37763,40.5436,-5.9228,3728701001
37764,40.535,-5.942,3733901001
37765,40.56373333333334,-5.857166666666667,3732501001
37766,40.66741666666667,-5.778583333333334,3718901001
37767,40.59265,-5.76035,3708901001
37768,40.554550000000006,-5.7659,3713801001
37770,40.5571,-5.6717,3715601002
37773,40.5235,-5.6585,3715501001
37774,40.5308,-5.6397,3715501001
37775,40.4363,-5.7099,3713301001
37776,40.4752,-5.6786,3721301001
37777,40.4433,-5.6789,3731201001
37778,40.571,-5.6767,3715601003
37779,40.586600000000004,-5.6073,3702401001
37780,40.6866,-5.6132,3718801001
37781,40.7559,-5.6933,3720301001
37785,40.6628,-5.5401,3714301001
37786,40.7085,-5.6356,3713401001
37787,40.6499,-5.5757,3724201001
37788,40.6948,-5.72145,3723701001
37789,40.743775,-5.618425,3713401001
37790,40.5082,-5.6927,3713901001
37791,40.49046,-5.7624,3725101001
37792,40.779,-5.6961,3720301001
37793,40.419,-5.7773,3704604003
37794,40.4303,-5.76815,3728201001
37795,40.61416,-5.6688,3705101001
37796,40.885866666666665,-5.649766666666667,3720901001
37797,41.0866,-5.7022,3707301001
37798,41.06725,-5.64395,3718501001
37799,41.16083,-5.6896700000000004,3732301001
37800,40.8266,-5.5124,3700801003
37810,40.864066666666666,-5.4248666666666665,3714801001
37820,40.8835,-5.3934,3724701001
37830,40.8783,-5.3654,3710801001
37840,40.8521,-5.3528,3732401001
37850,40.8904,-5.2856,3721501001
37860,40.6396,-5.406000000000001,3716201001
37861,40.6496,-5.382,3711401001
37863,40.7283,-5.4927,3702901001
37864,40.753,-5.4807,3702901001
37865,40.7367,-5.4489,3716901001
37870,40.8191,-5.447,3702101001
37871,40.81245,-5.40055,3723601001
37873,40.8276,-5.4171,3714801001
37874,40.8455,-5.4175249999999995,3714801001
37881,40.7697,-5.4222,3733001001
37882,40.79665,-5.458475,3732201001
37890,40.8486,-5.4856,3700801003
37891,40.776399999999995,-5.562111111111111,3711801001
37892,40.756499999999996,-5.5672,3731001001
37893,40.8877,-5.503233333333333,3735201001
37894,40.9262,-5.5243,3717501001
37900,40.9507,-5.6272,3729401001
39232,42.874700000000004,-3.88575,0901101001
39250,42.78685,-4.016825,3403201001
39419,42.8007,-4.0952,3413501001
40001,40.9487,-4.1194,4019401005
40002,40.9434,-4.1188,4019403005
40003,40.9534,-4.1161,4019407001
40004,40.944,-4.1052,4019406005
40005,40.9401,-4.1126,4019405001
40006,40.9312,-4.1089,4019405006
40070,40.9481,-4.1184,4019401005
40071,40.9481,-4.1184,4019401005
40080,40.9481,-4.1184,4019401005
40100,41.0328,-4.0533,4003301001
40109,41.0328,-4.0533,4003301001
40120,40.9777,-4.2658,4009401001
40121,40.9912,-4.3089,4001701001
40122,41.048066666666664,-4.366333333333333,4018501001
40123,41.01975,-4.3865,4018501001
40130,40.953375,-4.306175,4090301001
40133,40.9789,-4.3658,4011801001
40134,40.9482,-4.42165,4018001001
40135,40.9566,-4.4844,4018501001
40136,41.01163333333333,-4.4543,4018501001
40140,40.9569,-4.2347,4021601001
40141,40.9157,-4.2677,4000101001
40142,40.875933333333336,-4.360499999999999,4011101001
40144,40.914633333333335,-4.437966666666667,4002801001
40145,40.8876,-4.472,4013501001
40146,40.8425,-4.5197,4010701001
40150,40.7796,-4.4136,4022501001
40151,40.8007,-4.3792,4010401001
40152,40.8089,-4.3361,4023301001
40153,40.874849999999995,-4.2277000000000005,4019404010
40154,40.919466666666665,-4.1658333333333335,4019404010
40160,40.98496666666667,-4.027566666666666,4020301001
40161,41.0551,-3.8248,4013901001
40162,41.07091666666667,-3.7996,4000701001
40163,41.10006666666666,-3.7581333333333333,4012301001
40164,41.12278,-3.73386,4002001001
40165,41.167500000000004,-3.68728,4016201001
40170,41.041666666666664,-3.933566666666666,4005901001
40171,41.07731666666667,-3.8791499999999997,4020601001
40172,41.13185,-3.7937,4015601001
40173,41.132600000000004,-3.849466666666667,4015601001
40174,41.178266666666666,-3.805633333333333,4022001001
40175,41.191,-3.7948,4012501001
40176,41.166716666666666,-3.76985,4015001001
40180,41.040475,-4.013425,4002601001
40181,41.077625000000005,-3.9644,4020801001
40182,41.1229,-3.963,4003401001
40183,41.1721,-3.9518,4013601001
40184,41.19933333333333,-3.885666666666667,4016501001
40185,41.138925,-3.90525,4021301001
40190,40.9984,-4.118,4003101001
40191,41.00063333333333,-4.0706,4007701001
40192,41.0746,-4.0356,4020501001
40193,40.9798,-4.0733,4007701001
40194,40.94026,-4.053839999999999,4015501002
40195,40.89,-4.11325,4019404010
40196,40.96595,-4.11705,4019407004
40197,40.9522,-4.0765,4090601001
40200,41.4016,-4.3147,4006301001
40210,41.4032,-4.2785,4006301003
40211,41.4075,-4.3606,4006301003
40212,41.4059,-4.4045,4017701001
40213,41.4045,-4.4265,4021901001
40214,41.3965,-4.4717,4012401001
40215,41.3345,-4.3697,4006302003
40216,41.339,-4.45545,4006501001
40217,41.319,-4.4494,4007801001
40218,41.281,-4.4934,4008401001
40219,41.3066,-4.5275,4022801001
40220,41.41695,-4.1419999999999995,4014901001
40230,41.3845,-4.24005,4006301003
40231,41.406,-4.2227,4006301003
40232,41.4149,-4.2151,4006301003
40233,41.4122,-4.1955,4014901001
40234,41.4496,-4.0957,4012701001
40235,41.472,-4.0564,4001301001
40236,41.487700000000004,-4.0182,4010801001
40237,41.4943,-3.9633,4017401001
40238,41.4786,-3.9525,4021501001
40239,41.5421,-3.962,4090501001
40240,41.2896,-4.3261,4009501001
40241,41.2903,-4.3471,4006302003
40242,41.3149,-4.3651,4006302003
40250,41.1457,-4.1873,4013401001
40260,41.222,-4.1749,4008601001
40270,41.1226,-4.2648,4004301001
40280,41.2149,-4.2571,4014101001
40290,41.0285,-4.1813,4017301001
40291,41.1006,-4.216749999999999,4007401001
40292,41.1857,-4.1653,4001201001
40293,41.2602,-4.1846,4023401001
40294,41.1908,-4.2091,4016001001
40295,41.2236,-4.332,4018201001
40296,41.2596,-4.294,4015901001
40297,41.3236,-4.305,4017901001
40298,41.3833,-4.186,4008101001
40299,41.2072,-4.2385,4014101001
40300,41.297,-3.7422,4019501001
40310,41.232200000000006,-3.69705,4019501001
40311,41.257933333333334,-3.6476666666666664,4019801001
40312,41.25266666666666,-3.680066666666667,4007001001
40313,41.4447,-3.84,4020201001
40314,41.45413333333334,-3.914633333333333,4021501001
40315,41.4032,-3.8350333333333335,4005101001
40317,41.32861666666667,-3.8086333333333333,4019501001
40318,41.215175,-3.748,4004901001
40320,41.2582,-3.927,4004001002
40330,41.2962,-3.9315,4008801001
40331,41.3528,-3.889275,4004401001
40332,41.390699999999995,-3.93975,4005601001
40340,41.2269,-4.1118,4000401001
40350,41.1668,-4.1227,4007301001
40351,41.1942,-4.0688,4019201001
40352,41.2976,-4.1067,4011001001
40353,41.3455,-4.1213,4010001001
40354,41.38393333333334,-4.116366666666667,4000301001
40355,41.4244,-4.0621,4008901001
40356,41.445,-4.0101,4003701001
40357,41.4425,-3.979,4009201001
40358,41.3994,-4.0428,4008701001
40359,41.376450000000006,-4.01965,4008301001
40360,41.0743,-4.1596,4004101001
40370,41.1561,-4.007,4020801001
40380,41.2612,-3.8775,4019301001
40389,41.23912,-3.8122599999999998,4018401001
40390,40.9999,-4.1743,4021401001
40391,41.0178,-4.158,4007201001
40392,41.04685,-4.1106,4003501001
40393,41.1011,-4.1126000000000005,4007501001
40394,41.1356,-4.0558,4020501001
40395,41.1929,-3.9933,4022201001
40396,41.2359,-3.9308,4003601001
40397,41.0788,-4.1254,4007501001
40400,40.72945,-4.214,4007601002
40408,40.7604,-4.3305,4014601001
40410,40.7142,-4.1917,4007602001
40419,40.7137,-4.1608,4007602003
40420,40.8602,-4.148866666666667,4011301001
