Provincias;Municipios;Secciones;Sexo;Relación con la actividad;Periodo;Total
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Hombres;Estudiante;2022;0
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Hombres;Estudiante;2021;0
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Total;2023;21
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Total;2022;22
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Total;2021;22
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Ocupado/a;2023;8
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Ocupado/a;2022;6
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Ocupado/a;2021;6
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Parado/a;2023;1
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Parado/a;2022;1
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Parado/a;2021;2
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;4
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;3
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;2
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Otra situación de inactividad;2023;7
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Otra situación de inactividad;2022;7
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Otra situación de inactividad;2021;7
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Estudiante;2023;1
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Estudiante;2022;5
47 Valladolid;47001 Adalia;4700101001 Adalia sección 01001;Mujeres;Estudiante;2021;5
47 Valladolid;47002 Aguasal;;Total;Total;2023;""
47 Valladolid;47002 Aguasal;;Total;Total;2022;""
47 Valladolid;47002 Aguasal;;Total;Total;2021;""
47 Valladolid;47002 Aguasal;;Total;Ocupado/a;2023;""
47 Valladolid;47002 Aguasal;;Total;Ocupado/a;2022;""
47 Valladolid;47002 Aguasal;;Total;Ocupado/a;2021;""
47 Valladolid;47002 Aguasal;;Total;Parado/a;2023;""
47 Valladolid;47002 Aguasal;;Total;Parado/a;2022;""
47 Valladolid;47002 Aguasal;;Total;Parado/a;2021;""
47 Valladolid;47002 Aguasal;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;.
47 Valladolid;47002 Aguasal;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;.
47 Valladolid;47002 Aguasal;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;.
47 Valladolid;47002 Aguasal;;Total;Otra situación de inactividad;2023;.
47 Valladolid;47002 Aguasal;;Total;Otra situación de inactividad;2022;.
47 Valladolid;47002 Aguasal;;Total;Otra situación de inactividad;2021;.
47 Valladolid;47002 Aguasal;;Total;Estudiante;2023;.
47 Valladolid;47002 Aguasal;;Total;Estudiante;2022;.
47 Valladolid;47002 Aguasal;;Total;Estudiante;2021;.
47 Valladolid;47002 Aguasal;;Hombres;Total;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Total;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Total;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Ocupado/a;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Ocupado/a;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Ocupado/a;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Parado/a;2023;""
47 Valladolid;47002 Aguasal;;Hombres;Parado/a;2022;""
47 Valladolid;47002 Aguasal;;Hombres;Parado/a;2021;""
47 Valladolid;47002 Aguasal;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;.
47 Valladolid;47002 Aguasal;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;.
47 Valladolid;47002 Aguasal;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;.
47 Valladolid;47002 Aguasal;;Hombres;Otra situación de inactividad;2023;.
47 Valladolid;47002 Aguasal;;Hombres;Otra situación de inactividad;2022;.
47 Valladolid;47002 Aguasal;;Hombres;Otra situación de inactividad;2021;.
47 Valladolid;47002 Aguasal;;Hombres;Estudiante;2023;.
47 Valladolid;47002 Aguasal;;Hombres;Estudiante;2022;.
47 Valladolid;47002 Aguasal;;Hombres;Estudiante;2021;.
47 Valladolid;47002 Aguasal;;Mujeres;Total;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Total;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Total;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Ocupado/a;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Ocupado/a;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Ocupado/a;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Parado/a;2023;""
47 Valladolid;47002 Aguasal;;Mujeres;Parado/a;2022;""
47 Valladolid;47002 Aguasal;;Mujeres;Parado/a;2021;""
47 Valladolid;47002 Aguasal;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;.
47 Valladolid;47002 Aguasal;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;.
47 Valladolid;47002 Aguasal;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;.
47 Valladolid;47002 Aguasal;;Mujeres;Otra situación de inactividad;2023;.
47 Valladolid;47002 Aguasal;;Mujeres;Otra situación de inactividad;2022;.
47 Valladolid;47002 Aguasal;;Mujeres;Otra situación de inactividad;2021;.
47 Valladolid;47002 Aguasal;;Mujeres;Estudiante;2023;.
47 Valladolid;47002 Aguasal;;Mujeres;Estudiante;2022;.
47 Valladolid;47002 Aguasal;;Mujeres;Estudiante;2021;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Total;Total;2023;.
