Provincias;Municipios;Secciones;Sexo;Relación con la actividad;Periodo;Total
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Total;2023;1.219
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Total;2022;1.214
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Total;2021;1.222
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Ocupado/a;2023;522
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Ocupado/a;2022;523
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Ocupado/a;2021;520
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Parado/a;2023;132
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Parado/a;2022;141
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Parado/a;2021;178
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;245
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;252
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;247
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Otra situación de inactividad;2023;256
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Otra situación de inactividad;2022;234
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Otra situación de inactividad;2021;212
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Estudiante;2023;64
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Estudiante;2022;64
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Estudiante;2021;65
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Total;2023;640
