Provincias;Municipios;Secciones;Sexo;Relación con la actividad;Periodo;Total
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Parado/a;2022;4
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Parado/a;2021;3
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;31
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;31
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;30
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Otra situación de inactividad;2023;25
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Otra situación de inactividad;2022;32
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Otra situación de inactividad;2021;29
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Estudiante;2023;5
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Estudiante;2022;8
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Total;Estudiante;2021;9
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Total;2023;86
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Total;2022;89
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Total;2021;86
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Ocupado/a;2023;59
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Ocupado/a;2022;59
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Ocupado/a;2021;58
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Parado/a;2023;2
