Provincias;Municipios;Secciones;Sexo;Relación con la actividad;Periodo;Total
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Parado/a;2021;1
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;26
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;27
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;31
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Otra situación de inactividad;2023;4
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Otra situación de inactividad;2022;1
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Otra situación de inactividad;2021;1
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Estudiante;2023;1
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Estudiante;2022;1
49 Zamora;49004 Alcubilla de Nogales;;Hombres;Estudiante;2021;1
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Total;2023;46
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Total;2022;51
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Total;2021;51
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Ocupado/a;2023;9
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Ocupado/a;2022;13
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Ocupado/a;2021;14
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Parado/a;2023;6
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Parado/a;2022;5
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Parado/a;2021;3
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;8
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;8
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;8
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Otra situación de inactividad;2023;22
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Otra situación de inactividad;2022;25
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Otra situación de inactividad;2021;26
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Estudiante;2023;1
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Estudiante;2022;0
49 Zamora;49004 Alcubilla de Nogales;;Mujeres;Estudiante;2021;0
49 Zamora;49004 Alcubilla de Nogales;4900401001 Alcubilla de Nogales sección 01001;Total;Total;2023;102
49 Zamora;49004 Alcubilla de Nogales;4900401001 Alcubilla de Nogales sección 01001;Total;Total;2022;108
49 Zamora;49004 Alcubilla de Nogales;4900401001 Alcubilla de Nogales sección 01001;Total;Total;2021;110
49 Zamora;49004 Alcubilla de Nogales;4900401001 Alcubilla de Nogales sección 01001;Total;Ocupado/a;2023;32
49 Zamora;49004 Alcubilla de Nogales;4900401001 Alcubilla de Nogales sección 01001;Total;Ocupado/a;2022;38
49 Zamora;49004 Alcubilla de Nogales;4900401001 Alcubilla de Nogales sección 01001;Total;Ocupado/a;2021;39
