Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
49002 Abezames;;;Porcentaje de población española;2015;.
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2023;56,2
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2022;55,2
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2021;56,3
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2020;59,9
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Edad media de la población;2015;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2023;6,7
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2022;7,7
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2021;6,3
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2020;3,5
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población menor de 18 años;2015;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2023;43,3
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2022;36,9
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2021;37,5
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2020;46,6
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población de 65 y más años;2015;.
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2023;1,8
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2022;1,9
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2021;1,9
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2020;1,9
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Tamaño medio del hogar;2015;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2023;51,5
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2022;50
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2021;45,5
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2020;45,2
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de hogares unipersonales;2015;.
49002 Abezames;4900201 Abezames distrito 01;;Población;2023;60
49002 Abezames;4900201 Abezames distrito 01;;Población;2022;65
49002 Abezames;4900201 Abezames distrito 01;;Población;2021;64
49002 Abezames;4900201 Abezames distrito 01;;Población;2020;58
49002 Abezames;4900201 Abezames distrito 01;;Población;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Población;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Población;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Población;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Población;2015;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2023;98,3
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2022;98,5
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2021;98,5
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2020;98,3
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2019;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2018;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2017;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2016;.
49002 Abezames;4900201 Abezames distrito 01;;Porcentaje de población española;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2023;56,2
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2022;55,2
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2021;56,3
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2020;59,9
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Edad media de la población;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2023;6,7
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2022;7,7
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2021;6,3
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2020;3,5
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población menor de 18 años;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2023;43,3
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2022;36,9
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2021;37,5
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2020;46,6
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población de 65 y más años;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2023;1,8
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2022;1,9
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2021;1,9
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2020;1,9
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Tamaño medio del hogar;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2023;51,5
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2022;50
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2021;45,5
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2020;45,2
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de hogares unipersonales;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2023;60
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2022;65
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2021;64
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2020;58
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Población;2015;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2023;98,3
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2022;98,5
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2021;98,5
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2020;98,3
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2019;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2018;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2017;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2016;.
49002 Abezames;4900201 Abezames distrito 01;4900201001 Abezames sección 01001;Porcentaje de población española;2015;.
49003 Alcañices;;;Edad media de la población;2023;51,7
49003 Alcañices;;;Edad media de la población;2022;51,4
49003 Alcañices;;;Edad media de la población;2021;51,4
49003 Alcañices;;;Edad media de la población;2020;50,9
49003 Alcañices;;;Edad media de la población;2019;50,8
49003 Alcañices;;;Edad media de la población;2018;50,3
49003 Alcañices;;;Edad media de la población;2017;50,1
49003 Alcañices;;;Edad media de la población;2016;49,8
49003 Alcañices;;;Edad media de la población;2015;49,3
49003 Alcañices;;;Porcentaje de población menor de 18 años;2023;9,4
49003 Alcañices;;;Porcentaje de población menor de 18 años;2022;9,7
49003 Alcañices;;;Porcentaje de población menor de 18 años;2021;9,3
49003 Alcañices;;;Porcentaje de población menor de 18 años;2020;10
49003 Alcañices;;;Porcentaje de población menor de 18 años;2019;9,7
49003 Alcañices;;;Porcentaje de población menor de 18 años;2018;10,1
49003 Alcañices;;;Porcentaje de población menor de 18 años;2017;9,6
49003 Alcañices;;;Porcentaje de población menor de 18 años;2016;9,9
49003 Alcañices;;;Porcentaje de población menor de 18 años;2015;9,9
49003 Alcañices;;;Porcentaje de población de 65 y más años;2023;32,5
49003 Alcañices;;;Porcentaje de población de 65 y más años;2022;32,1
49003 Alcañices;;;Porcentaje de población de 65 y más años;2021;32,4
49003 Alcañices;;;Porcentaje de población de 65 y más años;2020;32
49003 Alcañices;;;Porcentaje de población de 65 y más años;2019;32,2
49003 Alcañices;;;Porcentaje de población de 65 y más años;2018;31,7
49003 Alcañices;;;Porcentaje de población de 65 y más años;2017;31,7
49003 Alcañices;;;Porcentaje de población de 65 y más años;2016;31,1
49003 Alcañices;;;Porcentaje de población de 65 y más años;2015;29,9
49003 Alcañices;;;Tamaño medio del hogar;2023;2,2
49003 Alcañices;;;Tamaño medio del hogar;2022;2,2
49003 Alcañices;;;Tamaño medio del hogar;2021;2,2
49003 Alcañices;;;Tamaño medio del hogar;2020;2,2
49003 Alcañices;;;Tamaño medio del hogar;2019;2,3
49003 Alcañices;;;Tamaño medio del hogar;2018;2,3
49003 Alcañices;;;Tamaño medio del hogar;2017;2,3
49003 Alcañices;;;Tamaño medio del hogar;2016;2,3
49003 Alcañices;;;Tamaño medio del hogar;2015;2,3
49003 Alcañices;;;Porcentaje de hogares unipersonales;2023;42,4
49003 Alcañices;;;Porcentaje de hogares unipersonales;2022;43,9
49003 Alcañices;;;Porcentaje de hogares unipersonales;2021;41,8
49003 Alcañices;;;Porcentaje de hogares unipersonales;2020;40,1
49003 Alcañices;;;Porcentaje de hogares unipersonales;2019;39,6
49003 Alcañices;;;Porcentaje de hogares unipersonales;2018;39,2
49003 Alcañices;;;Porcentaje de hogares unipersonales;2017;39,1
49003 Alcañices;;;Porcentaje de hogares unipersonales;2016;36,2
49003 Alcañices;;;Porcentaje de hogares unipersonales;2015;38,4
49003 Alcañices;;;Población;2023;1.052
49003 Alcañices;;;Población;2022;1.031
49003 Alcañices;;;Población;2021;986
49003 Alcañices;;;Población;2020;990
49003 Alcañices;;;Población;2019;995
49003 Alcañices;;;Población;2018;1.025
49003 Alcañices;;;Población;2017;1.003
49003 Alcañices;;;Población;2016;997
49003 Alcañices;;;Población;2015;1.052
49003 Alcañices;;;Porcentaje de población española;2023;86,6
49003 Alcañices;;;Porcentaje de población española;2022;88,5
49003 Alcañices;;;Porcentaje de población española;2021;89,8
49003 Alcañices;;;Porcentaje de población española;2020;88,6
49003 Alcañices;;;Porcentaje de población española;2019;87,1
49003 Alcañices;;;Porcentaje de población española;2018;87,6
49003 Alcañices;;;Porcentaje de población española;2017;88,2
49003 Alcañices;;;Porcentaje de población española;2016;88,6
49003 Alcañices;;;Porcentaje de población española;2015;88,5
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2023;51,7
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2022;51,4
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2021;51,4
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2020;50,9
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2019;50,8
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2018;50,3
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2017;50,1
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2016;49,8
49003 Alcañices;4900301 Alcañices distrito 01;;Edad media de la población;2015;49,3
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2023;9,4
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2022;9,7
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2021;9,3
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2020;10
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2019;9,7
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2018;10,1
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2017;9,6
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2016;9,9
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población menor de 18 años;2015;9,9
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2023;32,5
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2022;32,1
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2021;32,4
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2020;32
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2019;32,2
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2018;31,7
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2017;31,7
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2016;31,1
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población de 65 y más años;2015;29,9
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2023;2,2
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2022;2,2
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2021;2,2
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2020;2,2
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2019;2,3
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2018;2,3
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2017;2,3
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2016;2,3
49003 Alcañices;4900301 Alcañices distrito 01;;Tamaño medio del hogar;2015;2,3
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2023;42,4
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2022;43,9
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2021;41,8
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2020;40,1
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2019;39,6
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2018;39,2
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2017;39,1
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2016;36,2
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de hogares unipersonales;2015;38,4
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2023;1.052
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2022;1.031
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2021;986
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2020;990
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2019;995
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2018;1.025
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2017;1.003
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2016;997
49003 Alcañices;4900301 Alcañices distrito 01;;Población;2015;1.052
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2023;86,6
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2022;88,5
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2021;89,8
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2020;88,6
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2019;87,1
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2018;87,6
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2017;88,2
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2016;88,6
49003 Alcañices;4900301 Alcañices distrito 01;;Porcentaje de población española;2015;88,5
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2023;51,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2022;51,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2021;51,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2020;50,9
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2019;50,8
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2018;50,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2017;50,1
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2016;49,8
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Edad media de la población;2015;49,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2023;9,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2022;9,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2021;9,3
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2020;10
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2019;9,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2018;10,1
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2017;9,6
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2016;9,9
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población menor de 18 años;2015;9,9
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2023;32,5
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2022;32,1
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2021;32,4
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2020;32
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2019;32,2
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2018;31,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2017;31,7
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2016;31,1
49003 Alcañices;4900301 Alcañices distrito 01;4900301001 Alcañices sección 01001;Porcentaje de población de 65 y más años;2015;29,9
