servicio_id;distancia;Seccion_id
3013;18571,682;510
4544;20847,321;510
3056;18701,994;510
805;4783,179;511
826;4783,179;511
2098;4783,179;511
2377;4783,179;511
2380;4783,179;511
2957;4783,179;511
4494;4783,179;511
6316;4783,179;511
7232;4783,179;511
7234;4783,179;511
7803;4783,179;511
3589;2700,216;511
7230;2700,216;511
381;1851,621;511
810;1851,621;511
2378;1851,621;511
2954;1851,621;511
2958;1851,621;511
3575;1851,621;511
3576;1851,621;511
3583;1851,621;511
3590;1851,621;511
3591;1851,621;511
4489;1851,621;511
4504;1851,621;511
6306;1851,621;511
6312;1851,621;511
6326;1851,621;511
6334;1851,621;511
6348;1851,621;511
6350;1851,621;511
7433;1851,621;511
7807;1851,621;511
7810;1851,621;511
377;3591,484;511
804;3591,484;511
4492;3591,484;511
5373;3591,484;511
7797;3591,484;511
7798;3591,484;511
7824;3591,484;511
2096;3432,880;511
2097;3432,880;511
4507;3432,880;511
5369;3432,880;511
6299;3432,880;511
6302;3432,880;511
6303;3432,880;511
7815;3432,880;511
1253;6985,348;511
2951;6985,348;511
4493;6985,348;511
4497;6985,348;511
5365;6985,348;511
3572;8368,217;511
5436;9442,937;511
5440;9442,937;511
7498;9442,937;511
3013;18246,052;511
4544;20256,730;511
3056;19184,802;511
805;4509,469;512
826;4509,469;512
2098;4509,469;512
2377;4509,469;512
2380;4509,469;512
2957;4509,469;512
4494;4509,469;512
6316;4509,469;512
7232;4509,469;512
7234;4509,469;512
7803;4509,469;512
3589;2441,832;512
7230;2441,832;512
381;2014,870;512
810;2014,870;512
2378;2014,870;512
2954;2014,870;512
2958;2014,870;512
3575;2014,870;512
3576;2014,870;512
3583;2014,870;512
3590;2014,870;512
3591;2014,870;512
4489;2014,870;512
4504;2014,870;512
6306;2014,870;512
6312;2014,870;512
6326;2014,870;512
6334;2014,870;512
6348;2014,870;512
6350;2014,870;512
7433;2014,870;512
7807;2014,870;512
7810;2014,870;512
377;3837,332;512
804;3837,332;512
4492;3837,332;512
5373;3837,332;512
7797;3837,332;512
7798;3837,332;512
7824;3837,332;512
2096;3155,548;512
2097;3155,548;512
4507;3155,548;512
5369;3155,548;512
6299;3155,548;512
6302;3155,548;512
6303;3155,548;512
7815;3155,548;512
1253;6746,144;512
2951;6746,144;512
4493;6746,144;512
4497;6746,144;512
5365;6746,144;512
3572;8310,581;512
5436;9299,885;512
5440;9299,885;512
7498;9299,885;512
3013;18433,779;512
4544;20111,211;512
3056;19087,421;512
805;4236,590;513
826;4236,590;513
2098;4236,590;513
2377;4236,590;513
2380;4236,590;513
2957;4236,590;513
4494;4236,590;513
6316;4236,590;513
7232;4236,590;513
7234;4236,590;513
7803;4236,590;513
3589;2115,187;513
7230;2115,187;513
381;1945,232;513
810;1945,232;513
2378;1945,232;513
2954;1945,232;513
2958;1945,232;513
3575;1945,232;513
3576;1945,232;513
3583;1945,232;513
3590;1945,232;513
3591;1945,232;513
4489;1945,232;513
4504;1945,232;513
6306;1945,232;513
6312;1945,232;513
6326;1945,232;513
6334;1945,232;513
6348;1945,232;513
6350;1945,232;513
7433;1945,232;513
7807;1945,232;513
7810;1945,232;513
377;3915,151;513
804;3915,151;513
4492;3915,151;513
5373;3915,151;513
7797;3915,151;513
7798;3915,151;513
7824;3915,151;513
2096;2961,946;513
2097;2961,946;513
4507;2961,946;513
5369;2961,946;513
6299;2961,946;513
6302;2961,946;513
6303;2961,946;513
7815;2961,946;513
1253;6382,921;513
2951;6382,921;513
4493;6382,921;513
4497;6382,921;513
5365;6382,921;513
3572;7947,307;513
5436;8901,892;513
5440;8901,892;513
7498;8901,892;513
3013;18829,559;513
4544;20275,022;513
3056;18701,688;513
805;4356,165;514
826;4356,165;514
2098;4356,165;514
2377;4356,165;514
2380;4356,165;514
2957;4356,165;514
4494;4356,165;514
6316;4356,165;514
7232;4356,165;514
7234;4356,165;514
7803;4356,165;514
3589;2247,245;514
7230;2247,245;514
381;1922,843;514
810;1922,843;514
2378;1922,843;514
2954;1922,843;514
2958;1922,843;514
3575;1922,843;514
3576;1922,843;514
3583;1922,843;514
3590;1922,843;514
3591;1922,843;514
4489;1922,843;514
4504;1922,843;514
6306;1922,843;514
6312;1922,843;514
6326;1922,843;514
6334;1922,843;514
6348;1922,843;514
6350;1922,843;514
7433;1922,843;514
7807;1922,843;514
7810;1922,843;514
377;3846,945;514
804;3846,945;514
4492;3846,945;514
5373;3846,945;514
7797;3846,945;514
7798;3846,945;514
7824;3846,945;514
2096;3057,428;514
2097;3057,428;514
4507;3057,428;514
5369;3057,428;514
6299;3057,428;514
6302;3057,428;514
6303;3057,428;514
7815;3057,428;514
1253;6523,288;514
2951;6523,288;514
4493;6523,288;514
4497;6523,288;514
5365;6523,288;514
3572;8056,047;514
5436;9035,564;514
5440;9035,564;514
7498;9035,564;514
3013;18688,423;514
4544;20252,448;514
3056;18824,418;514
805;4749,203;515
826;4749,203;515
2098;4749,203;515
2377;4749,203;515
2380;4749,203;515
2957;4749,203;515
4494;4749,203;515
6316;4749,203;515
7232;4749,203;515
7234;4749,203;515
7803;4749,203;515
3589;2620,420;515
7230;2620,420;515
381;1626,041;515
810;1626,041;515
2378;1626,041;515
2954;1626,041;515
2958;1626,041;515
3575;1626,041;515
3576;1626,041;515
3583;1626,041;515
3590;1626,041;515
3591;1626,041;515
4489;1626,041;515
4504;1626,041;515
6306;1626,041;515
6312;1626,041;515
6326;1626,041;515
6334;1626,041;515
6348;1626,041;515
6350;1626,041;515
7433;1626,041;515
7807;1626,041;515
7810;1626,041;515
377;3465,759;515
804;3465,759;515
4492;3465,759;515
5373;3465,759;515
7797;3465,759;515
7798;3465,759;515
7824;3465,759;515
2096;3458,939;515
2097;3458,939;515
4507;3458,939;515
5369;3458,939;515
6299;3458,939;515
6302;3458,939;515
6303;3458,939;515
7815;3458,939;515
1253;6855,506;515
2951;6855,506;515
4493;6855,506;515
4497;6855,506;515
5365;6855,506;515
3572;8102,397;515
5436;9212,907;515
5440;9212,907;515
7498;9212,907;515
3013;18447,681;515
4544;20490,957;515
3056;18930,506;515
805;4111,514;516
826;4111,514;516
2098;4111,514;516
2377;4111,514;516
2380;4111,514;516
2957;4111,514;516
4494;4111,514;516
6316;4111,514;516
7232;4111,514;516
7234;4111,514;516
7803;4111,514;516
3589;2031,747;516
7230;2031,747;516
381;2164,059;516
810;2164,059;516
2378;2164,059;516
2954;2164,059;516
2958;2164,059;516
3575;2164,059;516
3576;2164,059;516
3583;2164,059;516
3590;2164,059;516
3591;2164,059;516
4489;2164,059;516
4504;2164,059;516
6306;2164,059;516
6312;2164,059;516
6326;2164,059;516
6334;2164,059;516
6348;2164,059;516
6350;2164,059;516
7433;2164,059;516
7807;2164,059;516
7810;2164,059;516
377;4112,989;516
804;4112,989;516
4492;4112,989;516
5373;4112,989;516
7797;4112,989;516
7798;4112,989;516
7824;4112,989;516
2096;2793,093;516
2097;2793,093;516
4507;2793,093;516
5369;2793,093;516
6299;2793,093;516
6302;2793,093;516
6303;2793,093;516
7815;2793,093;516
1253;6340,080;516
2951;6340,080;516
4493;6340,080;516
4497;6340,080;516
5365;6340,080;516
3572;8086,368;516
5436;8973,216;516
5440;8973,216;516
7498;8973,216;516
3013;18809,604;516
4544;20058,340;516
3056;18807,837;516
805;4047,643;517
826;4047,643;517
2098;4047,643;517
2377;4047,643;517
2380;4047,643;517
2957;4047,643;517
4494;4047,643;517
6316;4047,643;517
7232;4047,643;517
7234;4047,643;517
7803;4047,643;517
3589;1960,655;517
7230;1960,655;517
381;2179,069;517
810;2179,069;517
2378;2179,069;517
2954;2179,069;517
2958;2179,069;517
3575;2179,069;517
3576;2179,069;517
3583;2179,069;517
3590;2179,069;517
3591;2179,069;517
4489;2179,069;517
4504;2179,069;517
6306;2179,069;517
6312;2179,069;517
6326;2179,069;517
6334;2179,069;517
6348;2179,069;517
6350;2179,069;517
7433;2179,069;517
7807;2179,069;517
7810;2179,069;517
377;4149,058;517
804;4149,058;517
4492;4149,058;517
5373;4149,058;517
7797;4149,058;517
7798;4149,058;517
7824;4149,058;517
2096;2741,623;517
2097;2741,623;517
4507;2741,623;517
5369;2741,623;517
6299;2741,623;517
6302;2741,623;517
6303;2741,623;517
7815;2741,623;517
1253;6266,421;517
2951;6266,421;517
4493;6266,421;517
4497;6266,421;517
5365;6266,421;517
3572;8031,547;517
5436;8904,465;517
5440;8904,465;517
7498;8904,465;517
3013;18883,260;517
4544;20070,055;517
3056;18744,652;517
805;4569,473;518
826;4569,473;518
2098;4569,473;518
2377;4569,473;518
2380;4569,473;518
2957;4569,473;518
4494;4569,473;518
6316;4569,473;518
7232;4569,473;518
7234;4569,473;518
7803;4569,473;518
3589;2489,599;518
7230;2489,599;518
381;1940,956;518
810;1940,956;518
2378;1940,956;518
2954;1940,956;518
2958;1940,956;518
3575;1940,956;518
3576;1940,956;518
3583;1940,956;518
3590;1940,956;518
3591;1940,956;518
4489;1940,956;518
4504;1940,956;518
6306;1940,956;518
6312;1940,956;518
6326;1940,956;518
6334;1940,956;518
6348;1940,956;518
6350;1940,956;518
7433;1940,956;518
7807;1940,956;518
7810;1940,956;518
377;3758,720;518
804;3758,720;518
4492;3758,720;518
5373;3758,720;518
7797;3758,720;518
7798;3758,720;518
7824;3758,720;518
2096;3225,360;518
2097;3225,360;518
4507;3225,360;518
5369;3225,360;518
6299;3225,360;518
6302;3225,360;518
6303;3225,360;518
7815;3225,360;518
1253;6783,622;518
2951;6783,622;518
4493;6783,622;518
4497;6783,622;518
5365;6783,622;518
3572;8284,274;518
5436;9299,507;518
5440;9299,507;518
7498;9299,507;518
3013;18417,471;518
4544;20180,884;518
3056;19073,001;518
805;3727,337;519
826;3727,337;519
2098;3727,337;519
2377;3727,337;519
2380;3727,337;519
2957;3727,337;519
4494;3727,337;519
6316;3727,337;519
7232;3727,337;519
7234;3727,337;519
7803;3727,337;519
3589;1622,503;519
7230;1622,503;519
381;2342,959;519
810;2342,959;519
2378;2342,959;519
2954;2342,959;519
2958;2342,959;519
3575;2342,959;519
3576;2342,959;519
3583;2342,959;519
3590;2342,959;519
3591;2342,959;519
4489;2342,959;519
4504;2342,959;519
6306;2342,959;519
6312;2342,959;519
6326;2342,959;519
6334;2342,959;519
6348;2342,959;519
6350;2342,959;519
7433;2342,959;519
7807;2342,959;519
7810;2342,959;519
377;4383,114;519
804;4383,114;519
4492;4383,114;519
5373;4383,114;519
7797;4383,114;519
7798;4383,114;519
7824;4383,114;519
2096;2468,546;519
2097;2468,546;519
4507;2468,546;519
5369;2468,546;519
6299;2468,546;519
6302;2468,546;519
6303;2468,546;519
7815;2468,546;519
1253;5928,103;519
2951;5928,103;519
4493;5928,103;519
4497;5928,103;519
5365;5928,103;519
3572;7841,848;519
5436;8627,686;519
5440;8627,686;519
7498;8627,686;519
3013;19202,881;519
4544;20053,825;519
3056;18502,721;519
805;4670,197;520
826;4670,197;520
2098;4670,197;520
2377;4670,197;520
2380;4670,197;520
2957;4670,197;520
4494;4670,197;520
6316;4670,197;520
7232;4670,197;520
7234;4670,197;520
7803;4670,197;520
3589;2519,027;520
7230;2519,027;520
381;1535,239;520
810;1535,239;520
2378;1535,239;520
2954;1535,239;520
2958;1535,239;520
3575;1535,239;520
3576;1535,239;520
3583;1535,239;520
3590;1535,239;520
3591;1535,239;520
4489;1535,239;520
4504;1535,239;520
6306;1535,239;520
6312;1535,239;520
6326;1535,239;520
6334;1535,239;520
6348;1535,239;520
6350;1535,239;520
7433;1535,239;520
7807;1535,239;520
7810;1535,239;520
377;3455,652;520
804;3455,652;520
4492;3455,652;520
5373;3455,652;520
7797;3455,652;520
7798;3455,652;520
7824;3455,652;520
2096;3422,024;520
2097;3422,024;520
4507;3422,024;520
5369;3422,024;520
6299;3422,024;520
6302;3422,024;520
6303;3422,024;520
7815;3422,024;520
1253;6718,614;520
2951;6718,614;520
4493;6718,614;520
4497;6718,614;520
5365;6718,614;520
3572;7918,039;520
5436;9031,765;520
5440;9031,765;520
7498;9031,765;520
3013;18620,499;520
4544;20606,686;520
3056;18744,873;520
805;3729,564;521
826;3729,564;521
2098;3729,564;521
2377;3729,564;521
2380;3729,564;521
2957;3729,564;521
4494;3729,564;521
6316;3729,564;521
7232;3729,564;521
7234;3729,564;521
7803;3729,564;521
3589;1699,804;521
7230;1699,804;521
381;2513,934;521
810;2513,934;521
2378;2513,934;521
2954;2513,934;521
2958;2513,934;521
3575;2513,934;521
3576;2513,934;521
3583;2513,934;521
3590;2513,934;521
3591;2513,934;521
4489;2513,934;521
4504;2513,934;521
6306;2513,934;521
6312;2513,934;521
6326;2513,934;521
6334;2513,934;521
6348;2513,934;521
6350;2513,934;521
7433;2513,934;521
7807;2513,934;521
7810;2513,934;521
377;4503,545;521
804;4503,545;521
4492;4503,545;521
5373;4503,545;521
7797;4503,545;521
7798;4503,545;521
7824;4503,545;521
2096;2391,994;521
2097;2391,994;521
4507;2391,994;521
5369;2391,994;521
6299;2391,994;521
6302;2391,994;521
6303;2391,994;521
7815;2391,994;521
1253;6038,087;521
2951;6038,087;521
4493;6038,087;521
4497;6038,087;521
5365;6038,087;521
3572;8094,479;521
5436;8841,687;521
5440;8841,687;521
7498;8841,687;521
3013;19042,558;521
4544;19811,008;521
3056;18736,413;521
805;4682,652;522
826;4682,652;522
2098;4682,652;522
2377;4682,652;522
2380;4682,652;522
2957;4682,652;522
4494;4682,652;522
6316;4682,652;522
7232;4682,652;522
7234;4682,652;522
7803;4682,652;522
3589;2655,051;522
7230;2655,051;522
381;2119,946;522
810;2119,946;522
2378;2119,946;522
2954;2119,946;522
2958;2119,946;522
3575;2119,946;522
3576;2119,946;522
3583;2119,946;522
3590;2119,946;522
3591;2119,946;522
4489;2119,946;522
4504;2119,946;522
6306;2119,946;522
6312;2119,946;522
6326;2119,946;522
6334;2119,946;522
6348;2119,946;522
6350;2119,946;522
7433;2119,946;522
7807;2119,946;522
7810;2119,946;522
377;3829,580;522
804;3829,580;522
4492;3829,580;522
5373;3829,580;522
7797;3829,580;522
7798;3829,580;522
7824;3829,580;522
2096;3284,507;522
2097;3284,507;522
4507;3284,507;522
5369;3284,507;522
6299;3284,507;522
6302;3284,507;522
6303;3284,507;522
7815;3284,507;522
1253;6976,714;522
2951;6976,714;522
4493;6976,714;522
4497;6976,714;522
5365;6976,714;522
3572;8557,509;522
5436;9561,075;522
5440;9561,075;522
7498;9561,075;522
3013;18178,870;522
4544;19988,438;522
3056;19344,525;522
805;4352,642;523
826;4352,642;523
2098;4352,642;523
2377;4352,642;523
2380;4352,642;523
2957;4352,642;523
4494;4352,642;523
6316;4352,642;523
7232;4352,642;523
7234;4352,642;523
7803;4352,642;523
3589;2339,832;523
7230;2339,832;523
381;2269,304;523
810;2269,304;523
2378;2269,304;523
2954;2269,304;523
2958;2269,304;523
3575;2269,304;523
3576;2269,304;523
3583;2269,304;523
3590;2269,304;523
3591;2269,304;523
4489;2269,304;523
4504;2269,304;523
6306;2269,304;523
6312;2269,304;523
6326;2269,304;523
6334;2269,304;523
6348;2269,304;523
6350;2269,304;523
7433;2269,304;523
7807;2269,304;523
7810;2269,304;523
377;4087,164;523
804;4087,164;523
4492;4087,164;523
5373;4087,164;523
7797;4087,164;523
7798;4087,164;523
7824;4087,164;523
2096;2958,098;523
2097;2958,098;523
4507;2958,098;523
5369;2958,098;523
6299;2958,098;523
6302;2958,098;523
6303;2958,098;523
7815;2958,098;523
1253;6672,520;523
2951;6672,520;523
4493;6672,520;523
4497;6672,520;523
5365;6672,520;523
3572;8443,041;523
5436;9352,248;523
5440;9352,248;523
7498;9352,248;523
3013;18442,876;523
4544;19865,708;523
3056;19181,625;523
805;4654,473;524
826;4654,473;524
2098;4654,473;524
2377;4654,473;524
2380;4654,473;524
2957;4654,473;524
4494;4654,473;524
6316;4654,473;524
7232;4654,473;524
7234;4654,473;524
7803;4654,473;524
3589;2545,110;524
7230;2545,110;524
381;1771,101;524
810;1771,101;524
2378;1771,101;524
2954;1771,101;524
2958;1771,101;524
3575;1771,101;524
3576;1771,101;524
3583;1771,101;524
3590;1771,101;524
3591;1771,101;524
4489;1771,101;524
4504;1771,101;524
6306;1771,101;524
6312;1771,101;524
6326;1771,101;524
6334;1771,101;524
6348;1771,101;524
6350;1771,101;524
7433;1771,101;524
7807;1771,101;524
7810;1771,101;524
377;3605,453;524
804;3605,453;524
4492;3605,453;524
5373;3605,453;524
7797;3605,453;524
7798;3605,453;524
7824;3605,453;524
2096;3341,146;524
2097;3341,146;524
4507;3341,146;524
5369;3341,146;524
6299;3341,146;524
6302;3341,146;524
6303;3341,146;524
7815;3341,146;524
1253;6809,030;524
2951;6809,030;524
4493;6809,030;524
4497;6809,030;524
5365;6809,030;524
3572;8176,054;524
5436;9240,491;524
5440;9240,491;524
7498;9240,491;524
3013;18444,715;524
4544;20349,472;524
3056;18985,527;524
805;3813,813;525
826;3813,813;525
2098;3813,813;525
2377;3813,813;525
2380;3813,813;525
2957;3813,813;525
4494;3813,813;525
6316;3813,813;525
7232;3813,813;525
7234;3813,813;525
7803;3813,813;525
3589;1633,490;525
7230;1633,490;525
381;2055,937;525
810;2055,937;525
2378;2055,937;525
2954;2055,937;525
2958;2055,937;525
3575;2055,937;525
3576;2055,937;525
3583;2055,937;525
3590;2055,937;525
3591;2055,937;525
4489;2055,937;525
4504;2055,937;525
6306;2055,937;525
6312;2055,937;525
6326;2055,937;525
6334;2055,937;525
6348;2055,937;525
6350;2055,937;525
7433;2055,937;525
7807;2055,937;525
7810;2055,937;525
377;4163,775;525
804;4163,775;525
4492;4163,775;525
5373;4163,775;525
7797;4163,775;525
7798;4163,775;525
7824;4163,775;525
2096;2692,394;525
2097;2692,394;525
4507;2692,394;525
5369;2692,394;525
6299;2692,394;525
6302;2692,394;525
6303;2692,394;525
7815;2692,394;525
1253;5814,442;525
2951;5814,442;525
4493;5814,442;525
4497;5814,442;525
5365;5814,442;525
3572;7436,653;525
5436;8308,605;525
5440;8308,605;525
7498;8308,605;525
3013;19434,804;525
4544;20475,982;525
3056;18139,131;525
805;4280,321;526
826;4280,321;526
2098;4280,321;526
2377;4280,321;526
2380;4280,321;526
2957;4280,321;526
4494;4280,321;526
6316;4280,321;526
7232;4280,321;526
7234;4280,321;526
7803;4280,321;526
3589;2102,559;526
7230;2102,559;526
381;1659,026;526
810;1659,026;526
2378;1659,026;526
2954;1659,026;526
2958;1659,026;526
3575;1659,026;526
3576;1659,026;526
3583;1659,026;526
3590;1659,026;526
3591;1659,026;526
4489;1659,026;526
4504;1659,026;526
6306;1659,026;526
6312;1659,026;526
6326;1659,026;526
6334;1659,026;526
6348;1659,026;526
6350;1659,026;526
7433;1659,026;526
7807;1659,026;526
7810;1659,026;526
377;3724,586;526
804;3724,586;526
4492;3724,586;526
5373;3724,586;526
7797;3724,586;526
7798;3724,586;526
7824;3724,586;526
2096;3118,563;526
2097;3118,563;526
4507;3118,563;526
5369;3118,563;526
6299;3118,563;526
6302;3118,563;526
6303;3118,563;526
7815;3118,563;526
1253;6253,665;526
2951;6253,665;526
4493;6253,665;526
4497;6253,665;526
5365;6253,665;526
3572;7562,157;526
5436;8590,146;526
5440;8590,146;526
7498;8590,146;526
3013;19083,347;526
4544;20658,559;526
3056;18345,715;526
805;4942,556;527
826;4942,556;527
2098;4942,556;527
2377;4942,556;527
2380;4942,556;527
2957;4942,556;527
4494;4942,556;527
6316;4942,556;527
7232;4942,556;527
7234;4942,556;527
7803;4942,556;527
3589;2756,448;527
7230;2756,448;527
381;1062,288;527
810;1062,288;527
2378;1062,288;527
2954;1062,288;527
2958;1062,288;527
3575;1062,288;527
3576;1062,288;527
3583;1062,288;527
3590;1062,288;527
3591;1062,288;527
4489;1062,288;527
4504;1062,288;527
6306;1062,288;527
6312;1062,288;527
6326;1062,288;527
6334;1062,288;527
6348;1062,288;527
6350;1062,288;527
7433;1062,288;527
7807;1062,288;527
7810;1062,288;527
377;3060,120;527
804;3060,120;527
4492;3060,120;527
5373;3060,120;527
7797;3060,120;527
7798;3060,120;527
7824;3060,120;527
2096;3783,586;527
2097;3783,586;527
4507;3783,586;527
5369;3783,586;527
6299;3783,586;527
6302;3783,586;527
6303;3783,586;527
7815;3783,586;527
1253;6813,994;527
2951;6813,994;527
4493;6813,994;527
4497;6813,994;527
5365;6813,994;527
3572;7616,561;527
5436;8873,796;527
5440;8873,796;527
7498;8873,796;527
3013;18727,343;527
4544;21083,193;527
3056;18493,017;527
381;651,517;528
810;651,517;528
2378;651,517;528
2954;651,517;528
2958;651,517;528
3575;651,517;528
3576;651,517;528
3583;651,517;528
3590;651,517;528
3591;651,517;528
4489;651,517;528
4504;651,517;528
6306;651,517;528
6312;651,517;528
6326;651,517;528
6334;651,517;528
6348;651,517;528
6350;651,517;528
7433;651,517;528
7807;651,517;528
7810;651,517;528
3589;3101,841;528
7230;3101,841;528
377;2664,271;528
804;2664,271;528
4492;2664,271;528
5373;2664,271;528
7797;2664,271;528
7798;2664,271;528
7824;2664,271;528
2096;4180,593;528
2097;4180,593;528
4507;4180,593;528
5369;4180,593;528
6299;4180,593;528
6302;4180,593;528
6303;4180,593;528
7815;4180,593;528
805;5294,975;528
826;5294,975;528
2098;5294,975;528
2377;5294,975;528
2380;5294,975;528
2957;5294,975;528
4494;5294,975;528
6316;5294,975;528
7232;5294,975;528
7234;5294,975;528
7803;5294,975;528
1253;7047,973;528
2951;7047,973;528
4493;7047,973;528
4497;7047,973;528
5365;7047,973;528
3572;7493,563;528
5436;8892,726;528
5440;8892,726;528
7498;8892,726;528
3013;18692,221;528
4544;21465,621;528
3056;18410,107;528
805;4084,086;529
826;4084,086;529
2098;4084,086;529
2377;4084,086;529
2380;4084,086;529
2957;4084,086;529
4494;4084,086;529
6316;4084,086;529
7232;4084,086;529
7234;4084,086;529
7803;4084,086;529
3589;1896,980;529
7230;1896,980;529
381;1776,879;529
810;1776,879;529
2378;1776,879;529
2954;1776,879;529
2958;1776,879;529
3575;1776,879;529
3576;1776,879;529
3583;1776,879;529
3590;1776,879;529
3591;1776,879;529
4489;1776,879;529
4504;1776,879;529
6306;1776,879;529
6312;1776,879;529
6326;1776,879;529
6334;1776,879;529
6348;1776,879;529
6350;1776,879;529
7433;1776,879;529
7807;1776,879;529
7810;1776,879;529
377;3883,500;529
804;3883,500;529
4492;3883,500;529
5373;3883,500;529
7797;3883,500;529
7798;3883,500;529
7824;3883,500;529
2096;2972,521;529
2097;2972,521;529
4507;2972,521;529
5369;2972,521;529
6299;2972,521;529
6302;2972,521;529
6303;2972,521;529
7815;2972,521;529
1253;6019,483;529
2951;6019,483;529
4493;6019,483;529
4497;6019,483;529
5365;6019,483;529
3572;7398,500;529
5436;8375,908;529
5440;8375,908;529
7498;8375,908;529
3013;19311,981;529
4544;20675,355;529
3056;18155,002;529
381;972,941;530
810;972,941;530
2378;972,941;530
2954;972,941;530
2958;972,941;530
3575;972,941;530
3576;972,941;530
3583;972,941;530
3590;972,941;530
3591;972,941;530
4489;972,941;530
4504;972,941;530
6306;972,941;530
6312;972,941;530
6326;972,941;530
6334;972,941;530
6348;972,941;530
6350;972,941;530
7433;972,941;530
7807;972,941;530
7810;972,941;530
805;4838,812;530
826;4838,812;530
2098;4838,812;530
2377;4838,812;530
2380;4838,812;530
2957;4838,812;530
4494;4838,812;530
6316;4838,812;530
7232;4838,812;530
7234;4838,812;530
7803;4838,812;530
3589;2645,230;530
7230;2645,230;530
377;3095,977;530
804;3095,977;530
4492;3095,977;530
5373;3095,977;530
7797;3095,977;530
7798;3095,977;530
7824;3095,977;530
2096;3775,487;530
2097;3775,487;530
4507;3775,487;530
5369;3775,487;530
6299;3775,487;530
6302;3775,487;530
6303;3775,487;530
7815;3775,487;530
1253;6574,861;530
2951;6574,861;530
4493;6574,861;530
4497;6574,861;530
5365;6574,861;530
3572;7251,990;530
5436;8524,508;530
5440;8524,508;530
7498;8524,508;530
3013;19069,105;530
4544;21317,637;530
3056;18128,459;530
805;4207,348;531
826;4207,348;531
2098;4207,348;531
2377;4207,348;531
2380;4207,348;531
2957;4207,348;531
4494;4207,348;531
6316;4207,348;531
7232;4207,348;531
7234;4207,348;531
7803;4207,348;531
3589;2278,760;531
7230;2278,760;531
381;2563,706;531
810;2563,706;531
2378;2563,706;531
2954;2563,706;531
2958;2563,706;531
3575;2563,706;531
3576;2563,706;531
3583;2563,706;531
3590;2563,706;531
3591;2563,706;531
4489;2563,706;531
4504;2563,706;531
6306;2563,706;531
6312;2563,706;531
6326;2563,706;531
6334;2563,706;531
6348;2563,706;531
6350;2563,706;531
7433;2563,706;531
7807;2563,706;531
7810;2563,706;531
377;4367,689;531
804;4367,689;531
4492;4367,689;531
5373;4367,689;531
7797;4367,689;531
7798;4367,689;531
7824;4367,689;531
2096;2763,319;531
2097;2763,319;531
4507;2763,319;531
5369;2763,319;531
6299;2763,319;531
6302;2763,319;531
6303;2763,319;531
7815;2763,319;531
1253;6624,623;531
2951;6624,623;531
4493;6624,623;531
4497;6624,623;531
5365;6624,623;531
3572;8622,331;531
5436;9444,900;531
5440;9444,900;531
7498;9444,900;531
3013;18432,218;531
4544;19578,219;531
3056;19316,217;531
2443;23839,119;532
2444;23839,119;532
3030;23839,119;532
4560;23839,119;532
4561;23839,119;532
7870;23839,119;532
365;21086,561;533
366;21086,561;533
5026;21086,561;533
7779;21086,561;533
6361;16096,225;533
4580;28193,354;533
874;28121,482;533
805;12314,629;535
826;12314,629;535
2098;12314,629;535
2377;12314,629;535
2380;12314,629;535
2957;12314,629;535
4494;12314,629;535
6316;12314,629;535
7232;12314,629;535
7234;12314,629;535
7803;12314,629;535
1253;11943,073;535
2951;11943,073;535
4493;11943,073;535
4497;11943,073;535
5365;11943,073;535
3589;14490,527;535
7230;14490,527;535
2096;13431,678;535
2097;13431,678;535
4507;13431,678;535
5369;13431,678;535
6299;13431,678;535
6302;13431,678;535
6303;13431,678;535
7815;13431,678;535
381;18073,633;535
810;18073,633;535
2378;18073,633;535
2954;18073,633;535
2958;18073,633;535
3575;18073,633;535
3576;18073,633;535
3583;18073,633;535
3590;18073,633;535
3591;18073,633;535
4489;18073,633;535
4504;18073,633;535
6306;18073,633;535
6312;18073,633;535
6326;18073,633;535
6334;18073,633;535
6348;18073,633;535
6350;18073,633;535
7433;18073,633;535
7807;18073,633;535
7810;18073,633;535
377;20220,403;535
804;20220,403;535
4492;20220,403;535
5373;20220,403;535
7797;20220,403;535
7798;20220,403;535
7824;20220,403;535
3572;17917,465;535
4580;28077,469;535
4544;16521,208;535
874;23846,092;535
3056;22079,477;535
5436;15359,256;535
5440;15359,256;535
7498;15359,256;535
365;20480,440;536
366;20480,440;536
5026;20480,440;536
7779;20480,440;536
6361;29361,104;536
5416;15134,219;536
365;11520,298;537
366;11520,298;537
5026;11520,298;537
7779;11520,298;537
5416;23769,278;537
2900;22818,832;537
2902;22818,832;537
4912;22818,832;537
320;29325,964;537
2842;29325,964;537
3355;29325,964;537
5696;29325,964;537
3013;17818,289;538
4544;24639,867;538
442;22174,421;539
5432;23958,836;540
5433;23958,836;540
3589;29505,096;542
7230;29505,096;542
381;26436,305;542
810;26436,305;542
2378;26436,305;542
2954;26436,305;542
2958;26436,305;542
3575;26436,305;542
3576;26436,305;542
3583;26436,305;542
3590;26436,305;542
3591;26436,305;542
4489;26436,305;542
4504;26436,305;542
6306;26436,305;542
6312;26436,305;542
6326;26436,305;542
6334;26436,305;542
6348;26436,305;542
6350;26436,305;542
7433;26436,305;542
7807;26436,305;542
7810;26436,305;542
377;24786,472;542
804;24786,472;542
4492;24786,472;542
5373;24786,472;542
7797;24786,472;542
7798;24786,472;542
7824;24786,472;542
3572;24971,857;542
3056;27231,878;542
5436;27813,709;542
5440;27813,709;542
7498;27813,709;542
