servicio_id;distancia;Seccion_id
333;6859,436;25
1204;6859,436;25
2054;6859,436;25
3487;6859,436;25
3494;6859,436;25
4437;6859,436;25
4994;6859,436;25
5317;6859,436;25
5320;6859,436;25
7189;6859,436;25
335;5579,302;25
1203;5579,302;25
2057;5579,302;25
2058;5579,302;25
3481;5579,302;25
7187;5579,302;25
7195;5579,302;25
7736;5579,302;25
1215;12652,035;25
23;1949,619;26
26;1949,619;26
329;1949,619;26
334;1949,619;26
339;1949,619;26
2055;1949,619;26
2338;1949,619;26
3480;1949,619;26
5005;1949,619;26
5322;1949,619;26
6218;1949,619;26
6224;1949,619;26
24;1715,435;26
764;1715,435;26
1200;1715,435;26
2056;1715,435;26
2909;1715,435;26
3498;1715,435;26
4993;1715,435;26
6220;1715,435;26
52;5862,210;26
333;5862,210;26
1204;5862,210;26
2054;5862,210;26
3487;5862,210;26
3494;5862,210;26
4437;5862,210;26
4994;5862,210;26
5317;5862,210;26
5320;5862,210;26
7189;5862,210;26
335;6160,187;26
1203;6160,187;26
2057;6160,187;26
2058;6160,187;26
3481;6160,187;26
7187;6160,187;26
7195;6160,187;26
7736;6160,187;26
1215;13140,451;26
52;4889,161;27
333;4889,161;27
1204;4889,161;27
2054;4889,161;27
3487;4889,161;27
3494;4889,161;27
4437;4889,161;27
4994;4889,161;27
5317;4889,161;27
5320;4889,161;27
7189;4889,161;27
24;3257,459;27
764;3257,459;27
1200;3257,459;27
2056;3257,459;27
2909;3257,459;27
3498;3257,459;27
4993;3257,459;27
6220;3257,459;27
335;10204,989;27
1203;10204,989;27
2057;10204,989;27
2058;10204,989;27
3481;10204,989;27
7187;10204,989;27
7195;10204,989;27
7736;10204,989;27
23;5255,718;27
26;5255,718;27
329;5255,718;27
334;5255,718;27
339;5255,718;27
2055;5255,718;27
2338;5255,718;27
3480;5255,718;27
5005;5255,718;27
5322;5255,718;27
6218;5255,718;27
6224;5255,718;27
1215;11649,371;27
335;3533,684;28
1203;3533,684;28
2057;3533,684;28
2058;3533,684;28
3481;3533,684;28
7187;3533,684;28
7195;3533,684;28
7736;3533,684;28
52;10438,516;28
333;10438,516;28
1204;10438,516;28
2054;10438,516;28
3487;10438,516;28
3494;10438,516;28
4437;10438,516;28
4994;10438,516;28
5317;10438,516;28
5320;10438,516;28
7189;10438,516;28
23;7205,943;28
26;7205,943;28
329;7205,943;28
334;7205,943;28
339;7205,943;28
2055;7205,943;28
2338;7205,943;28
3480;7205,943;28
5005;7205,943;28
5322;7205,943;28
6218;7205,943;28
6224;7205,943;28
24;8717,348;28
764;8717,348;28
1200;8717,348;28
2056;8717,348;28
2909;8717,348;28
3498;8717,348;28
4993;8717,348;28
6220;8717,348;28
1215;19161,842;28
23;1764,795;29
26;1764,795;29
329;1764,795;29
334;1764,795;29
339;1764,795;29
2055;1764,795;29
2338;1764,795;29
3480;1764,795;29
5005;1764,795;29
5322;1764,795;29
6218;1764,795;29
6224;1764,795;29
24;2328,674;29
764;2328,674;29
1200;2328,674;29
2056;2328,674;29
2909;2328,674;29
3498;2328,674;29
4993;2328,674;29
6220;2328,674;29
52;6338,206;29
333;6338,206;29
1204;6338,206;29
2054;6338,206;29
3487;6338,206;29
3494;6338,206;29
4437;6338,206;29
4994;6338,206;29
5317;6338,206;29
5320;6338,206;29
7189;6338,206;29
335;5374,456;29
1203;5374,456;29
2057;5374,456;29
2058;5374,456;29
3481;5374,456;29
7187;5374,456;29
7195;5374,456;29
7736;5374,456;29
1215;13577,618;29
23;1951,234;30
26;1951,234;30
329;1951,234;30
334;1951,234;30
339;1951,234;30
2055;1951,234;30
2338;1951,234;30
3480;1951,234;30
5005;1951,234;30
5322;1951,234;30
6218;1951,234;30
6224;1951,234;30
24;2631,978;30
764;2631,978;30
1200;2631,978;30
2056;2631,978;30
2909;2631,978;30
3498;2631,978;30
4993;2631,978;30
6220;2631,978;30
52;6368,311;30
333;6368,311;30
1204;6368,311;30
2054;6368,311;30
3487;6368,311;30
3494;6368,311;30
4437;6368,311;30
4994;6368,311;30
5317;6368,311;30
5320;6368,311;30
7189;6368,311;30
335;5178,516;30
1203;5178,516;30
2057;5178,516;30
2058;5178,516;30
3481;5178,516;30
7187;5178,516;30
7195;5178,516;30
7736;5178,516;30
1215;13861,638;30
23;1695,320;31
26;1695,320;31
329;1695,320;31
334;1695,320;31
339;1695,320;31
2055;1695,320;31
2338;1695,320;31
3480;1695,320;31
5005;1695,320;31
5322;1695,320;31
6218;1695,320;31
6224;1695,320;31
24;2581,798;31
764;2581,798;31
1200;2581,798;31
2056;2581,798;31
2909;2581,798;31
3498;2581,798;31
4993;2581,798;31
6220;2581,798;31
52;6643,098;31
333;6643,098;31
1204;6643,098;31
2054;6643,098;31
3487;6643,098;31
3494;6643,098;31
4437;6643,098;31
4994;6643,098;31
5317;6643,098;31
5320;6643,098;31
7189;6643,098;31
335;5007,925;31
1203;5007,925;31
2057;5007,925;31
2058;5007,925;31
3481;5007,925;31
7187;5007,925;31
7195;5007,925;31
7736;5007,925;31
1215;13696,851;31
335;4982,516;32
1203;4982,516;32
2057;4982,516;32
2058;4982,516;32
3481;4982,516;32
7187;4982,516;32
7195;4982,516;32
7736;4982,516;32
23;1192,931;32
26;1192,931;32
329;1192,931;32
334;1192,931;32
339;1192,931;32
2055;1192,931;32
2338;1192,931;32
3480;1192,931;32
5005;1192,931;32
5322;1192,931;32
6218;1192,931;32
6224;1192,931;32
24;2330,001;32
764;2330,001;32
1200;2330,001;32
2056;2330,001;32
2909;2330,001;32
3498;2330,001;32
4993;2330,001;32
6220;2330,001;32
52;6985,786;32
333;6985,786;32
1204;6985,786;32
2054;6985,786;32
3487;6985,786;32
3494;6985,786;32
4437;6985,786;32
4994;6985,786;32
5317;6985,786;32
5320;6985,786;32
7189;6985,786;32
1215;13254,536;32
23;1406,704;33
26;1406,704;33
329;1406,704;33
334;1406,704;33
339;1406,704;33
2055;1406,704;33
2338;1406,704;33
3480;1406,704;33
5005;1406,704;33
5322;1406,704;33
6218;1406,704;33
6224;1406,704;33
24;2229,975;33
764;2229,975;33
1200;2229,975;33
2056;2229,975;33
2909;2229,975;33
3498;2229,975;33
4993;2229,975;33
6220;2229,975;33
52;6673,369;33
333;6673,369;33
1204;6673,369;33
2054;6673,369;33
3487;6673,369;33
3494;6673,369;33
4437;6673,369;33
4994;6673,369;33
5317;6673,369;33
5320;6673,369;33
7189;6673,369;33
335;5215,825;33
1203;5215,825;33
2057;5215,825;33
2058;5215,825;33
3481;5215,825;33
7187;5215,825;33
7195;5215,825;33
7736;5215,825;33
1215;13332,475;33
335;4417,809;34
1203;4417,809;34
2057;4417,809;34
2058;4417,809;34
3481;4417,809;34
7187;4417,809;34
7195;4417,809;34
7736;4417,809;34
23;1431,822;34
26;1431,822;34
329;1431,822;34
334;1431,822;34
339;1431,822;34
2055;1431,822;34
2338;1431,822;34
3480;1431,822;34
5005;1431,822;34
5322;1431,822;34
6218;1431,822;34
6224;1431,822;34
24;2880,655;34
764;2880,655;34
1200;2880,655;34
2056;2880,655;34
2909;2880,655;34
3498;2880,655;34
4993;2880,655;34
6220;2880,655;34
52;7349,421;34
333;7349,421;34
1204;7349,421;34
2054;7349,421;34
3487;7349,421;34
3494;7349,421;34
4437;7349,421;34
