CUSEC;dist_min_ceas_km;disp_ponderada_ceas;dist_min_especializada_km;disp_ponderada_especializada;dist_min_primaria_km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;dist_min_educación_especial_km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;disp_ponderada_inclusión_social;dist_min_población_general_km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;disp_ponderada_familia;dist_min_mujer_km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;disp_ponderada_personas_mayores;Seccion_id
0506201001;4,61;1,1;31,358;0;5,115;2;4,61;2,8;22,026;0,3;5,115;34,053;0;30,404;0;25,992;1,1;25,992;0,5;25,992;0,3;31,875;0;31,875;0;19,607;0,2;25,992;0,1;31,875;0;5,115;0,6;103
0506301001;9,221;0,6;39,181;0;9,221;1,2;6,642;1,9;25,072;0,1;9,221;50,524;0;38,738;0;26,076;0,6;52,525;0;49,009;0;26,076;0,5;52,577;0;26,076;0,1;50,4;0;51,741;0;22,428;0,1;104
0506401001;10,6;0,7;31,92;0;6,48;2;6,48;2,6;20,15;0,3;6,48;35,658;0;32,959;0;27,98;1,1;27,98;0,5;27,98;0,3;33,197;0;33,197;0;14,494;0,4;27,98;0,1;33,197;0;6,48;0,8;105
0506501001;0;1,4;32,529;0;7,399;2,2;0;3,2;18,691;0,1;7,399;34,361;0;29,994;0,1;26,199;1,1;26,199;0,5;26,199;0,3;32,456;0;32,456;0;24,063;0,2;26,199;0,1;32,456;0;7,399;0,6;106
0506601001;9,526;1,2;9,123;0,3;9,123;2,8;5,047;3,7;9,123;0,3;10,845;48,483;0;10,845;0,3;40,775;0;49,289;0;32,16;0;43,324;0;50,779;0;43,324;0;49,289;0;50,779;0;9,526;0,7;107
0506701001;15,013;0,6;23,104;0,3;7,457;2,5;4,063;3,8;22,456;0,3;22,298;24,241;0,1;18,319;0,2;17,049;3,9;17,049;0,9;17,049;0,4;23,399;1;23,399;0,1;17,049;0,3;17,049;0,2;23,399;0,1;22,701;0,5;108
0506901001;15,402;0,4;34,204;0;9,89;1,7;8,235;2,4;15,418;0,3;9,89;38,578;0;36,34;0;31,275;0;31,275;0;31,275;0;35,973;0;35,715;0;11,988;0,3;31,275;0;35,973;0;8,668;1;109
0507001001;6,484;0,8;24,012;0,1;10,85;2;7,904;3,1;7,904;0,9;7,904;50,131;0;25,095;0,2;43,609;0;24,012;0,4;43,609;0;47,36;0;24,012;0,1;16,829;0,1;43,609;0;47,36;0;6,514;0,7;110
0507201001;8,927;0,4;35,419;0;2,831;2,1;2,831;3,1;6,032;0,7;2,831;41,54;0;22,607;0,1;35,586;0;36,274;0;36,515;0;38,702;0;36,274;0;8,409;0,3;36,515;0;38,702;0;7,158;0,5;111
0507301001;12,302;0,7;40,316;0;10,692;2,2;6,73;3,5;10,729;0,3;10,692;47,488;0;39,993;0;39,325;0;39,325;0;39,325;0;45,563;0;40,316;0;31,265;0;39,325;0;45,563;0;10,692;0,7;112
0507401001;7,399;0,6;36,217;0;0;3,2;0;3,1;19,931;0,3;0;39,115;0;35,519;0;31,081;0;31,081;0;31,081;0;36,893;0;36,893;0;20,904;0,1;31,081;0;36,893;0;0;1,3;113
0507501001;7,309;1,3;36,316;0;9,761;1,3;4,862;4,4;7,309;0,4;4,862;45,196;0;36,543;0;11,928;0,3;46,012;0;18,482;0,1;46,012;0;48,031;0;46,012;0;46,012;0;48,031;0;9,761;0,6;114
0507601001;5,544;1,4;5,96;0,9;5,604;3;0;7,8;5,722;0,6;5,764;6,454;0,3;2,736;0,9;5,294;11,8;7,036;2,8;7,036;1,3;7,036;3;8,027;0,3;7,036;0,9;7,036;0,6;8,027;0,3;8,027;0,7;115
0507701001;14,22;0,7;34,352;0;7,521;1,5;7,521;2,6;17,752;0,3;7,521;40,975;0;34,799;0;33,393;0;33,393;0;33,393;0;38,461;0;34,352;0;15,718;0,1;33,393;0;38,461;0;7,521;0,8;116
0507801001;12,056;0,6;28,652;0,1;11,738;2,3;9,517;3,1;16,843;0,3;11,738;46,635;0;29,046;0,1;39,135;0;28,652;0,4;39,135;0;44,08;0;28,652;0,1;18,732;0,1;39,135;0;44,08;0;4,345;1,3;117
0507901001;14,878;0,8;19,433;0,3;10,525;2,7;6,503;3,6;18,792;0,2;18,675;20,555;0,1;14,552;0,4;13,649;6,1;13,649;1,9;13,649;1;19,851;1;19,851;0,1;13,649;0,5;13,649;0,4;19,851;0,1;19,851;0,5;118
0508001001;15,772;0,3;38,622;0;9,115;1,4;13,116;1,4;20,93;0,1;19,622;39,673;0;33,337;0;33,244;0;33,244;0;33,244;0;39,304;0;39,304;0;33,244;0;33,244;0;39,304;0;19,732;0,2;119
0508101001;11,574;0,8;25,516;0,1;11,574;1,8;15,059;1,4;25,516;0,1;18,929;42,37;0;27,388;0,1;37,014;0;40,859;0;37,723;0;37,014;0;43,863;0;37,014;0;40,859;0;43,863;0;8,575;0,7;120
0508201001;8,727;1,3;18,984;0,1;10,722;2,5;3,497;5;18,984;0,2;17,674;44,048;0;19,7;0,1;27,414;0,1;44,908;0;21,746;0,1;44,908;0;46,715;0;44,908;0;44,908;0;46,715;0;8,727;0,6;121
0508301001;9,699;1,5;10,055;0,7;9,613;3;4,358;7,8;9,928;0,6;9,813;10,297;0,3;6,672;0,6;7,503;11,8;11,007;2,8;11,007;1,3;11,007;3;12,256;0,3;11,007;0,9;11,007;0,6;12,256;0,3;12,256;1;122
0508401001;9,769;0,6;15,274;0,1;9,769;1,4;8,413;3,7;9,769;0,6;9,769;58,889;0;14,763;0,3;8,463;1,3;60,669;0;57,671;0;8,463;1,5;60,669;0;8,463;0,3;59,47;0;60,669;0;24,357;0,1;123
0508501001;10,944;0,4;19,026;0,1;10,944;0,8;9,836;2;10,944;0,4;10,944;73,915;0;18,555;0,1;9,836;1,2;75,673;0;72,714;0;9,836;1,5;75,673;0;9,836;0,3;74,521;0;75,673;0;24,087;0,2;124
0508601001;8,913;0,7;44,228;0;6,997;1,8;4,906;3,1;5,664;0,3;8,913;45,413;0;40,16;0;37,406;0;37,406;0;37,406;0;43,907;0;43,907;0;36,023;0;37,406;0;43,907;0;15,432;0,3;125
0508701001;14,12;1,1;15,872;0,3;12,445;2,2;8,156;4,3;19,63;0,4;18,852;20,939;0,1;20,535;0,2;14,963;6,2;14,963;2;14,963;1;18,167;1;18,167;0,1;13,565;0,8;14,963;0,4;18,167;0,1;18,167;0,5;126
0508801001;10,804;0,9;26,464;0,3;8,244;2,5;7,12;3,7;23,449;0,3;18,128;27,637;0,1;22,128;0,2;19,894;3,9;19,894;0,9;19,894;0,4;26,415;1;26,415;0,1;19,894;0,4;19,894;0,2;26,415;0,1;18,128;0,4;127
0508901001;5,089;1;5,145;0,3;5,145;2,2;5,089;3;5,145;0,3;5,089;61,311;0;5,089;0,3;36,491;0;62,103;0;44,605;0;36,491;0;63,532;0;36,491;0;62,103;0;63,532;0;13,889;0,6;128
0509001001;10,013;0,7;29,963;0,1;7,66;1,7;7,66;2,7;11,177;0,7;7,66;36,173;0;26,815;0,1;30,037;0;31,496;0;31,496;0;33,339;0;33,339;0;5,428;0,3;31,496;0;33,339;0;11,689;0,5;129
0509201001;11,989;0,9;18,373;0,3;14,446;2;10,547;3,8;22,351;0,4;19,295;23,788;0,1;23,655;0,2;18,087;4;18,087;1;18,087;0,4;20,982;1;20,982;0,1;10,473;0,6;18,087;0,2;20,982;0,1;20,982;0,5;130
0509301001;14,552;1,1;14,256;0,7;13,494;3;8,278;5,7;13,685;0,5;14,552;13,494;0,3;13,494;0,4;13,054;9,8;8,536;2;13,685;0,7;13,685;3;14,994;0,3;13,685;0,7;13,685;0,4;14,994;0,3;14,994;0,8;131
0509401001;8,637;0,5;34,248;0;10,586;1,8;8,637;1,9;15,609;0,1;15,282;35,426;0;29,97;0,1;27,572;1,1;27,572;0,5;27,572;0,3;34,103;0;34,103;0;27,572;0,1;27,572;0,1;34,103;0;15,282;0,2;132
0509501001;5,38;1;40,526;0;9,425;1,3;7,268;3,5;5,38;0,4;7,268;46,347;0;40,706;0;9,764;0,3;47,135;0;20,061;0,1;47,135;0;49,158;0;47,135;0;47,135;0;49,158;0;9,425;0,4;133
0509601001;9,953;0,9;27,539;0,2;9,953;1,9;5,232;4,1;27,265;0,2;27,343;27,978;0,1;22,73;0,2;25,26;3,9;26,911;0,9;26,911;0,5;28,608;1;29,514;0,1;26,911;0,3;26,911;0,2;29,514;0,1;11,164;1;134
0509701001;9,225;0,8;25,941;0,1;9,225;1,6;0;4,2;9,225;0,4;9,225;59,003;0;25,426;0,1;10,074;1,2;60,94;0;57,628;0;10,074;1,5;60,94;0;10,074;0,3;59,292;0;60,662;0;29,463;0,1;135
0509901001;6,393;0,5;28,567;0,1;8,571;2;6,393;3,5;21,21;0,2;20,443;48,778;0;27,81;0,1;46,401;0;28,567;0,4;47,053;0;47,13;0;28,567;0,1;36,038;0;46,401;0;47,053;0;9,94;0,6;136
0510001001;7,024;1,1;5,59;0,3;5,59;2,4;4,253;3,4;5,59;0,3;7,024;56,825;0;7,024;0,3;35,897;0;57,605;0;41,45;0;35,897;0;58,982;0;35,897;0;57,605;0;58,982;0;9,796;0,5;137
0510101001;12,592;0,9;21,515;0,1;12,592;1,6;5,63;2,8;21,515;0,1;23,316;37,019;0;23,316;0,1;33,405;0;37,783;0;26,341;0,1;37,783;0;39,114;0;37,783;0;37,783;0;39,114;0;12,592;0,8;138
0510201001;9,926;1;31,807;0;7,705;1,9;6,531;3,6;14,841;0,4;0;31,011;0;31,011;0;26,676;1;22,992;0,1;28,501;0,1;31,231;0;32,523;0;31,231;0;31,231;0;32,523;0;0;1,1;139
0510201002;7,607;1,3;25,513;0,3;7,378;2,6;0;5,8;13,11;0,7;6,531;24,655;0,1;24,655;0,1;23,089;3;17,877;0,5;23,991;0,2;24,924;1;26,314;0,1;24,924;0,2;24,924;0,1;26,314;0,1;6,531;0,6;140
0510301001;6,134;0,8;31,693;0;6,134;1,6;5,246;2,1;14,404;0,3;6,134;57,863;0;31,19;0;15,611;0,6;59,861;0;56,42;0;15,611;0,5;59,861;0;15,611;0,1;57,984;0;59,352;0;27,45;0,2;141
0510401001;7,684;0,9;18,972;0,1;7,684;2;5,411;2,3;18,972;0,2;15,989;53,644;0;20,54;0,1;28,025;0,3;52,64;0;44,865;0;28,025;0,5;55,315;0;28,025;0,1;52,64;0;55,315;0;7,684;0,5;142
0510501001;5,601;0,8;13,602;0,3;5,601;2,2;0;2,8;13,602;0,4;15,138;54,668;0;15,138;0,1;30,592;0;54,453;0;43,154;0;30,592;0;56,552;0;30,592;0;54,453;0;56,552;0;5,601;0,5;143
0510601001;6,289;0,9;18,466;0,1;6,289;1,8;9,824;3,1;18,466;0,1;20,362;42,954;0;20,362;0,1;39,567;0;42,984;0;33,11;0;39,802;0;44,868;0;39,802;0;42,984;0;44,868;0;6,289;0,7;144
0510701001;11,681;0,5;35,066;0;6,623;1,8;10,089;1,6;24,267;0,1;23,746;36,083;0;29,695;0,1;30,019;0;30,019;0;30,019;0;35,884;0;35,884;0;30,019;0;30,019;0;35,884;0;16,746;0,2;145
0510801001;7,797;0,6;17,589;0,1;7,797;1,2;6,809;3,3;7,797;0,4;7,797;59,624;0;17,067;0,1;6,809;1,3;61,444;0;58,367;0;6,809;1,5;61,444;0;6,809;0,3;60,141;0;61,444;0;26,542;0,1;146
0510901001;14,044;0,6;31,488;0;12,403;1,9;7,449;2,7;12,988;0,6;12,403;42,575;0;32,155;0;35,409;0;31,488;0;35,409;0;39,927;0;31,488;0;13,287;0,3;35,409;0;39,927;0;4,443;1,3;147
0511001001;6,256;1;12,904;0,3;0;3,6;0;4,6;12,904;0,3;12,607;54,577;0;12,607;0,3;35,372;0;55,433;0;32,207;0;53,735;0;57,2;0;53,735;0;55,433;0;57,2;0;18,474;0,2;148
0511201001;5,05;0,6;20,005;0,1;5,05;1,2;4,6;3,7;5,05;0,4;5,05;61,642;0;19,47;0,1;4,6;2,1;63,497;0;60,351;0;4,6;3;63,497;0;4,6;0,6;62,098;0;63,457;0;28,673;0,2;149
0511301001;3,729;0,9;25,679;0,1;3,729;1,8;5,426;2,1;3,729;0,7;3,729;69,268;0;25,134;0,1;5,426;1,2;71,17;0;67,928;0;5,426;1,5;71,17;0;5,426;0,3;69,63;0;70,998;0;20,926;0,1;150
0511401001;4,061;1,1;20,664;0,1;0;4;4,061;4,6;21,138;0,4;22,004;56,912;0;20,177;0,1;48,19;0;20,664;0,4;52,372;0;55,177;0;20,664;0,1;32,361;0;52,372;0;54,93;0;15,934;0,4;151
0511402001;0;1,4;24,556;0,1;4,061;3,2;0;4,6;24,891;0,4;18,361;55,129;0;24,151;0,1;49,099;0;24,556;0,4;49,099;0;53,502;0;24,556;0,1;30,768;0;49,099;0;53,443;0;14,855;0,6;152
0511501001;8,943;0,7;15,32;0,3;13,269;2,5;8,943;4;21,096;0,4;13,269;21,938;0,1;21,938;0,2;12,04;4,2;17,045;1;21,096;0,4;19,482;1;19,482;0,1;19,482;0,4;21,096;0,2;19,482;0,1;19,482;0,2;153
0511601001;5,373;0,7;38,445;0;5,373;1,2;5,373;2;22,478;0,1;5,373;54,233;0;37,974;0;23,67;0,6;54,459;0;52,725;0;23,67;0,5;56,281;0;23,67;0,1;54,14;0;55,486;0;21,413;0,2;154
0511701001;7,966;0,6;31,655;0;10,757;2,3;0;3,5;19,374;0,3;10,757;49,815;0;31,477;0;41,815;0;31,655;0;41,815;0;47,539;0;31,655;0;26,947;0,1;41,815;0;47,539;0;10,757;0,8;155
0511801001;13,877;0,5;41,795;0;11,544;2;11,019;2,1;11,019;0,3;13,325;42,946;0;37,068;0;35,441;0;35,441;0;35,441;0;41,927;0;41,927;0;35,441;0;35,441;0;41,927;0;21,557;0,3;156
0511901001;9,258;0,5;32,209;0;5,194;1,8;7,783;1,8;26,225;0,1;26,458;33,211;0;26,809;0,1;27,331;1,1;27,331;0,5;27,331;0,3;33,087;0;33,087;0;27,331;0,1;27,331;0,1;33,087;0;15,809;0,3;157
0512001001;11,375;1,5;13,239;0,9;9,821;3,3;6,661;7,2;12,574;0,6;12,267;14,421;0,3;9,494;0,6;6,661;10,2;6,661;2,8;6,661;1,2;13,154;3;13,154;0,3;6,661;1;6,661;0,6;13,154;0,3;13,154;0,8;158
0512101001;7,348;1,5;8,288;0,9;7,888;3,1;2,941;7,2;7,629;0,6;7,43;9,453;0,3;4,593;0,9;2,941;15,1;2,941;4,3;2,941;2,1;8,575;3;8,575;0,3;2,941;1,2;2,941;0,9;8,575;0,3;8,575;0,7;159
0512201001;17,686;0,4;44,21;0;17,686;1;14,368;1,6;24,024;0,1;17,686;43,552;0;43,828;0;28,818;0,3;45,367;0;42,006;0;33,759;0;45,603;0;33,759;0;43,252;0;44,557;0;24,472;0,2;160
0512301001;11,649;1,5;8,077;0,9;12,175;3,4;11,649;6,3;12,175;0,7;12,652;12,83;0,3;12,83;0,4;0;8,9;5,235;2;12,175;0,6;11,456;3;11,456;0,3;11,456;0,8;12,175;0,4;11,456;0,3;11,456;0,7;161
0512401001;13,235;0,8;15,956;0,1;13,235;1,4;4,491;4,4;13,235;0,6;11,855;54,869;0;15,512;0,1;11,855;1,9;56,644;0;53,658;0;12,184;1,5;56,644;0;12,184;0,3;55,461;0;56,644;0;25,308;0,1;162
0512501001;10,853;0,6;31,033;0;10,853;1,4;9,551;2,2;31,033;0;27,726;32,295;0;26,979;0,1;29,572;0,8;31,006;0;30,56;0;32,92;0;33,801;0;31,006;0;31,006;0;33,801;0;7,965;0,7;163
0512601001;5,628;0,6;37,417;0;5,628;1,2;5,628;1,4;24,652;0,1;5,628;54,914;0;39,005;0;26,013;0,3;51,196;0;51,196;0;26,013;0,5;55,73;0;26,013;0,1;51,196;0;55,73;0;17,82;0,2;164
0512701001;5,244;1,1;22,452;0,1;12,268;2,1;0;5,6;20,754;0,2;14,478;41,639;0;23,194;0,1;24,081;0,1;42,502;0;18,434;0,1;42,502;0;44,358;0;42,502;0;42,502;0;44,358;0;5,244;0,6;165
0512801001;7,73;1,4;7,827;0,9;12,032;3;0;7,5;12,618;0,6;11,812;13,583;0,3;13,583;0,6;9,946;10,4;9,946;2,8;9,946;1,2;10,745;3;10,745;0,3;9,946;1;9,946;0,6;10,745;0,3;10,745;0,7;166
0512901001;10,959;0,5;36,637;0;10,959;1,2;5,627;2,5;24,156;0,2;10,959;48,42;0;36,213;0;23,544;0,6;50,459;0;46,926;0;24,947;0,5;50,459;0;24,947;0,1;48,384;0;49,738;0;25,74;0,1;167
0513001001;14,764;1,2;15,127;0,3;14,688;1,8;7,961;4,8;14,983;0,4;14,887;15,363;0,1;11,268;0,4;12,264;5,6;16,081;1;16,081;0,5;16,081;1;17,309;0,1;16,081;0,3;16,081;0,2;17,309;0,1;9,857;0,7;168
0513101001;16,392;0,3;34,566;0;5,192;1,4;9,121;1,6;19,149;0,1;21,06;35,677;0;29,545;0,1;28,661;1,1;28,661;0,5;28,661;0,3;34,975;0;34,975;0;28,661;0,1;28,661;0,1;34,975;0;22,975;0,2;169
0513201001;0;1,7;6,668;0,3;0;3,8;6,256;3,6;6,668;0,3;6,603;55,319;0;6,603;0,3;40,315;0;56,157;0;35,19;0;47,48;0;57,805;0;47,48;0;56,157;0;57,805;0;17,949;0,3;170
0513301001;11,494;1,1;14,139;0,5;7,327;2,3;6,049;5;15,048;0,2;14,42;16,756;0,1;14,181;0,4;8,988;7,8;8,988;2;8,988;1;14,468;1,2;14,468;0,3;8,988;0,8;8,988;0,4;14,468;0,3;14,468;0,7;171
0513401001;8,593;0,6;18,724;0,1;7,062;2;8,593;2,9;20,248;0,3;20,248;56,927;0;18,898;0,1;49,512;0;18,724;0,4;49,512;0;54,332;0;18,724;0,1;26,794;0,1;49,512;0;54,332;0;10,442;0,6;172
0513501001;0;1,6;28,388;0,2;0;3,7;0;4,1;27,918;0,2;28,206;29,18;0,1;22,916;0,2;25,284;3,9;25,284;0,9;25,284;0,4;29,573;1;29,825;0,1;25,284;0,3;25,284;0,2;29,825;0,1;9,954;0,7;173
0513601001;12,421;0,9;29,764;0,1;0;3,4;4,118;3,3;23,936;0,2;24,933;30,849;0;24,614;0,1;24,173;1,1;24,173;0,5;24,173;0,3;30,325;0;30,325;0;24,173;0,1;24,173;0,1;30,325;0;20,531;0,2;174
0513801001;9,891;0,9;18,803;0,3;9,891;1,9;0;4,7;18,389;0,2;18,676;19,507;0,1;13,462;0,4;16,847;3,9;16,847;0,9;16,847;0,5;19,969;1;20,445;0,1;16,847;0,3;16,847;0,2;20,445;0,1;15,183;0,4;175
0513901001;5,553;0,9;27,71;0,3;6,404;2,9;5,553;4;22,647;0,3;12,249;29,073;0,1;24,505;0,2;20,924;3,1;20,924;0,9;20,924;0,4;27,3;1;27,3;0,1;20,924;0,4;20,924;0,2;27,3;0,1;12,249;0,6;176
0514001001;6,907;1,1;27,709;0,3;8,406;2,4;6,907;3,8;25,343;0,4;8,537;30,62;0;27,278;0,1;22,641;1,9;22,641;0,5;22,641;0,3;28,365;0,1;28,365;0,1;17,561;0,3;22,641;0,1;28,365;0,1;8,537;0,7;177
0514101001;10,073;1,5;10,587;0,7;10,449;2,9;5,79;7;10,092;0,6;10,367;11,455;0,3;5,087;0,6;8,508;11,8;8,508;2,8;8,508;1,3;11,778;3;11,998;0,3;8,508;0,9;8,508;0,6;11,998;0,3;11,998;0,8;178
0514201001;8,653;0,5;40,719;0;6,184;1,8;6,184;2,5;13,855;0,3;6,184;42,906;0;38,644;0;34,751;0;34,751;0;34,751;0;40,912;0;40,912;0;27,07;0,1;34,751;0;40,912;0;6,184;0,6;179
0514301001;6,322;0,6;31,145;0;6,322;1,4;6,322;2;30,774;0;27,118;31,756;0;25,922;0,1;29,265;1,9;29,265;0,5;29,265;0,3;32,285;0;32,894;0;29,265;0,1;29,265;0,1;32,894;0;5,782;0,5;180
0514401001;16,053;0,3;32,965;0;16,053;0,8;8,763;2,5;24,479;0,2;16,053;44,205;0;32,596;0;17,979;0,6;46,204;0;42,764;0;24,809;0,5;46,204;0;24,809;0,1;44,336;0;45,704;0;30,273;0;181
0514501001;10,08;0,8;22,654;0,3;7,566;2,3;3,8;3,6;22,057;0,2;22,087;23,687;0,1;17,334;0,2;17,708;3,9;17,708;0,9;17,708;0,4;23,458;1;23,458;0,1;17,708;0,3;17,708;0,2;23,458;0,1;19,964;0,5;182
0514701001;7,595;0,8;38,284;0;12,041;2,2;7,595;2,5;11,723;0,3;12,041;39,471;0;34,359;0;31,422;0;31,422;0;31,422;0;37,905;0;37,905;0;31,413;0;31,422;0;37,905;0;12,041;0,5;183
0514801001;7,016;0,8;28,432;0,2;7,016;1,9;6,815;3,3;28,093;0,2;28,264;28,986;0,1;23,333;0,2;26,652;3,1;27,015;0,9;27,015;0,4;29,551;0,9;30,265;0;27,015;0,2;27,015;0,2;30,265;0;8,85;0,7;184
0514901001;8,783;1;27,576;0,3;8,818;2,3;8,783;3,7;23,529;0,4;8,818;30,921;0;27,982;0,1;23,106;1,9;23,106;0,5;23,106;0,3;28,548;0,1;28,548;0,1;15,447;0,3;23,106;0,1;28,548;0,1;8,818;0,7;185
0515101001;15,033;0,3;29,922;0,1;15,033;1;15,033;1,2;29,922;0,1;15,033;44,21;0;31,747;0;34,686;0;41,707;0;41,707;0;34,686;0;45,407;0;34,686;0;41,707;0;45,407;0;7,131;0,5;186
0515201001;10,257;0,6;34,217;0;6,713;1,8;0;3,7;7,81;0,7;6,713;39,95;0;29,516;0,1;33,646;0;33,646;0;33,646;0;37,164;0;34,217;0;6,9;0,3;33,646;0;37,164;0;6,255;0,7;187
0515301001;10,359;0,6;22,165;0,1;10,359;1,2;9,796;1,8;10,359;0,4;10,359;75,383;0;21,683;0,1;9,796;0,9;77,182;0;74,144;0;9,796;1,5;77,182;0;9,796;0,3;75,928;0;77,182;0;22,811;0,2;188
0515401001;8,255;0,8;21,708;0,1;8,255;1,8;12,824;2,5;21,708;0,1;21,842;42,418;0;23,599;0,1;38,374;0;41,738;0;35,052;0;38,374;0;44,144;0;38,374;0;41,738;0;44,144;0;8,255;0,7;189
0515501001;6,688;0,6;30,246;0;6,688;1,2;6,688;1,6;24,287;0,1;6,688;52,963;0;31,853;0;25,974;0,3;50,255;0;49,946;0;25,974;0,5;54,12;0;25,974;0,1;50,255;0;54,12;0;15,624;0,3;190
0515601001;7,751;1,4;38,498;0;10,154;1,7;6,393;3,9;7,751;0,6;7,751;37,434;0;37,434;0;6,393;0,3;36,18;0;17,386;0,1;38,076;0;39,996;0;38,076;0;38,076;0;39,996;0;10,154;0,5;191
0515701001;16,115;0,7;28,061;0,1;16,115;1,5;7,426;2,9;28,061;0,1;23,64;30,613;0;26,391;0,2;27,15;0,8;31,278;0;23,64;0,1;31,358;0;32,627;0;31,278;0;31,278;0;32,627;0;8,737;0,6;192
0515801001;8,646;1,3;21,243;0,3;8,646;2,2;0;6,7;21,483;0,4;9,007;20,773;0,1;20,187;0,2;16,419;4;21,635;1;9,007;0,7;21,635;1;23,526;0,1;21,635;0,3;21,635;0,2;23,526;0,1;8,307;0,7;193
0515901001;12,51;0,6;27,492;0,1;12,51;1,2;12,74;1,8;12,51;0,4;12,51;78,934;0;27,008;0,1;12,74;0,9;80,782;0;72,541;0;12,74;1,5;80,782;0;12,74;0,3;79,396;0;80,755;0;17,677;0,1;194
0516001001;12,331;0,9;22,878;0,1;12,331;1,9;0;4,3;22,878;0,1;20,958;34,675;0;24,487;0,1;30,738;0;35,487;0;20,958;0,1;35,487;0;37,017;0;35,487;0;35,487;0;37,017;0;10,893;0,7;195
0516101001;11,758;0,9;20,886;0,3;9,638;2;0;5,2;20,821;0,4;9,638;20,835;0,1;20,835;0,2;15,629;4;10,732;1,2;20,821;0,5;20,821;1;21,688;0,1;20,821;0,3;20,821;0,2;21,688;0,1;12,438;0,5;196
0516201001;13,9;0,8;19,847;0,1;13,9;1,6;8,689;1,7;19,847;0,2;16,908;61,605;0;20,877;0,1;21,99;0,3;60,585;0;51,712;0;21,99;0,5;63,287;0;21,99;0,1;60,585;0;63,287;0;13,9;0,7;197
0516301001;5,026;1,4;29,521;0,1;5,026;2,3;4,097;6,7;16,426;0,4;4,097;28,892;0,1;28,892;0,2;16,851;2,1;29,741;0,4;4,097;0,7;29,741;0,9;31,717;0;29,741;0,1;29,741;0,1;31,717;0;10,417;0,9;198
0516301002;7,589;1,5;27,496;0,2;7,398;2,4;0;7,9;15,518;0,4;0;26,745;0,1;26,745;0,2;15,229;2,9;27,57;0,4;0;1,1;27,57;1;29,583;0,1;27,57;0,2;27,57;0,1;29,583;0,1;11,552;1;199
0516401001;12,595;0,9;26,149;0,1;12,595;1,9;3,729;3,7;26,149;0,1;20,688;31,512;0;27,823;0,2;27,71;0,8;32,306;0;20,688;0,1;32,306;0;33,761;0;32,306;0;32,306;0;33,761;0;7,967;0,7;200
0516501001;0;1,7;14,079;0,3;0;3,8;5,601;2,5;14,079;0,3;15,919;49,208;0;15,919;0,1;35,356;0;49,256;0;37,819;0;35,356;0;51,145;0;35,356;0;49,256;0;51,145;0;0;1,4;201
0516601001;7,55;1,3;26,209;0,2;7,55;2,4;7,55;5,4;26,279;0,4;14,142;26,033;0,1;23,624;0,2;21,921;4;26,872;0,9;14,142;0,7;26,872;1;28,536;0,1;26,872;0,3;26,872;0,2;28,536;0,1;3,265;1,2;202
0516701001;8,727;1,2;23,216;0,1;8,727;1,9;5,568;4,3;23,216;0,2;17,354;35,499;0;24,547;0,1;28,11;0,1;36,347;0;17,354;0,1;36,347;0;38,056;0;36,347;0;36,347;0;38,056;0;10,714;0,9;203
0516801001;0;1,2;30,626;0;2,158;2,2;2,158;3,3;14,773;0,4;2,158;31,942;0;31,942;0;21,286;0,3;20,078;0,1;31,794;0;31,794;0;32,325;0;31,794;0;31,794;0;32,325;0;13,524;0,5;204
0516801002;2,158;0,8;28,577;0,1;0;3,3;0;3,8;15,947;0,3;0;29,796;0,1;29,796;0,1;21,665;1,5;18,012;0,5;29,654;0,1;29,654;0,9;30,208;0;29,654;0,1;29,654;0,1;30,208;0;12,875;0,5;205
0516802001;5,546;0,9;25,295;0,3;3,394;2,6;0;5,2;17,94;0,4;3,394;26,403;0,1;26,403;0,1;18,602;3,1;14,719;0,7;26,265;0,1;26,265;1;26,837;0,1;26,265;0,2;26,265;0,1;26,837;0,1;12,859;0,7;206
0516802002;5,962;0,5;28,976;0,2;4,894;2,8;4,894;3,5;20,675;0,3;4,894;29,08;0,1;29,08;0,1;22,979;3,1;18,544;0,5;29,08;0,1;29,08;1;29,944;0,1;29,08;0,2;29,08;0,1;29,944;0,1;8,028;0,6;207
0516901001;7,02;1,4;28,223;0,2;7,02;2,1;6,127;4,9;27,214;0,3;15,208;29,747;0,1;27,287;0,3;25,618;0,9;30,587;0;15,208;0,1;30,587;0;32,254;0;30,587;0;30,587;0;32,254;0;6,55;0,9;208
0517001001;4,37;0,9;20,985;0,1;4,37;1,6;3,77;2,9;4,37;0,7;4,37;69,848;0;20,451;0,1;3,77;2,1;71,681;0;68,578;0;3,77;3;71,681;0;3,77;0,6;70,34;0;71,681;0;23,94;0,2;209
