Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
40003 Adrados;;;Índice de Gini;2016;28,1
40003 Adrados;;;Índice de Gini;2015;29,6
40003 Adrados;;;Distribución de la renta P80/P20;2023;2,7
40003 Adrados;;;Distribución de la renta P80/P20;2022;2,5
40003 Adrados;;;Distribución de la renta P80/P20;2021;2,2
40003 Adrados;;;Distribución de la renta P80/P20;2020;2,4
40003 Adrados;;;Distribución de la renta P80/P20;2019;2,6
40003 Adrados;;;Distribución de la renta P80/P20;2018;2,5
40003 Adrados;;;Distribución de la renta P80/P20;2017;2,6
40003 Adrados;;;Distribución de la renta P80/P20;2016;2,2
40003 Adrados;;;Distribución de la renta P80/P20;2015;2,4
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2023;30,5
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2022;27,6
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2021;26,8
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2020;27,2
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2019;36,4
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2018;26,7
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2017;29,2
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2016;28,1
40003 Adrados;4000301 Adrados distrito 01;;Índice de Gini;2015;29,6
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2023;2,7
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2022;2,5
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2021;2,2
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2020;2,4
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2019;2,6
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2018;2,5
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2017;2,6
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2016;2,2
40003 Adrados;4000301 Adrados distrito 01;;Distribución de la renta P80/P20;2015;2,4
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2023;30,5
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2022;27,6
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2021;26,8
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2020;27,2
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2019;36,4
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2018;26,7
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2017;29,2
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2016;28,1
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Índice de Gini;2015;29,6
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2023;2,7
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2022;2,5
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2021;2,2
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2020;2,4
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2019;2,6
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2018;2,5
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2017;2,6
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2016;2,2
40003 Adrados;4000301 Adrados distrito 01;4000301001 Adrados sección 01001;Distribución de la renta P80/P20;2015;2,4
40004 Aguilafuente;;;Índice de Gini;2023;33,3
40004 Aguilafuente;;;Índice de Gini;2022;31,2
40004 Aguilafuente;;;Índice de Gini;2021;31
40004 Aguilafuente;;;Índice de Gini;2020;30,3
40004 Aguilafuente;;;Índice de Gini;2019;29,7
40004 Aguilafuente;;;Índice de Gini;2018;30,6
40004 Aguilafuente;;;Índice de Gini;2017;29,1
40004 Aguilafuente;;;Índice de Gini;2016;32
40004 Aguilafuente;;;Índice de Gini;2015;29,9
40004 Aguilafuente;;;Distribución de la renta P80/P20;2023;2,7
40004 Aguilafuente;;;Distribución de la renta P80/P20;2022;2,4
40004 Aguilafuente;;;Distribución de la renta P80/P20;2021;2,7
40004 Aguilafuente;;;Distribución de la renta P80/P20;2020;2,5
40004 Aguilafuente;;;Distribución de la renta P80/P20;2019;2,4
40004 Aguilafuente;;;Distribución de la renta P80/P20;2018;2,7
40004 Aguilafuente;;;Distribución de la renta P80/P20;2017;2,3
40004 Aguilafuente;;;Distribución de la renta P80/P20;2016;2,7
40004 Aguilafuente;;;Distribución de la renta P80/P20;2015;2,6
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2023;33,3
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2022;31,2
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2021;31
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2020;30,3
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2019;29,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2018;30,6
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2017;29,1
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2016;32
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Índice de Gini;2015;29,9
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2023;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2022;2,4
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2021;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2020;2,5
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2019;2,4
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2018;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2017;2,3
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2016;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;;Distribución de la renta P80/P20;2015;2,6
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2023;33,3
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2022;31,2
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2021;31
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2020;30,3
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2019;29,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2018;30,6
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2017;29,1
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2016;32
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Índice de Gini;2015;29,9
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2023;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2022;2,4
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2021;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2020;2,5
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2019;2,4
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2018;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2017;2,3
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2016;2,7
40004 Aguilafuente;4000401 Aguilafuente distrito 01;4000401001 Aguilafuente sección 01001;Distribución de la renta P80/P20;2015;2,6
40005 Alconada de Maderuelo;;;Índice de Gini;2023;.
40005 Alconada de Maderuelo;;;Índice de Gini;2022;.
40005 Alconada de Maderuelo;;;Índice de Gini;2021;.
40005 Alconada de Maderuelo;;;Índice de Gini;2020;.
40005 Alconada de Maderuelo;;;Índice de Gini;2019;.
40005 Alconada de Maderuelo;;;Índice de Gini;2018;.
40005 Alconada de Maderuelo;;;Índice de Gini;2017;.
40005 Alconada de Maderuelo;;;Índice de Gini;2016;.
40005 Alconada de Maderuelo;;;Índice de Gini;2015;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2023;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2022;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2021;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2020;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2019;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2018;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2017;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2016;.
40005 Alconada de Maderuelo;;;Distribución de la renta P80/P20;2015;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2023;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2022;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2021;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2020;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2019;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2018;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2017;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2016;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Índice de Gini;2015;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2023;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2022;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2021;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2020;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2019;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2018;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2017;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2016;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;;Distribución de la renta P80/P20;2015;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2023;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2022;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2021;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2020;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2019;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2018;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2017;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2016;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Índice de Gini;2015;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2023;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2022;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2021;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2020;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2019;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2018;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2017;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2016;.
40005 Alconada de Maderuelo;4000501 Alconada de Maderuelo distrito 01;4000501001 Alconada de Maderuelo sección 01001;Distribución de la renta P80/P20;2015;.
40006 Aldealcorvo;;;Índice de Gini;2023;.
40006 Aldealcorvo;;;Índice de Gini;2022;.
40006 Aldealcorvo;;;Índice de Gini;2021;.
40006 Aldealcorvo;;;Índice de Gini;2020;.
40006 Aldealcorvo;;;Índice de Gini;2019;.
40006 Aldealcorvo;;;Índice de Gini;2018;.
40006 Aldealcorvo;;;Índice de Gini;2017;.
40006 Aldealcorvo;;;Índice de Gini;2016;.
40006 Aldealcorvo;;;Índice de Gini;2015;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2023;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2022;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2021;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2020;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2019;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2018;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2017;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2016;.
40006 Aldealcorvo;;;Distribución de la renta P80/P20;2015;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2023;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2022;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2021;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2020;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2019;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2018;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2017;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2016;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Índice de Gini;2015;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2023;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2022;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2021;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2020;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2019;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2018;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2017;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2016;.
40006 Aldealcorvo;4000601 Aldealcorvo distrito 01;;Distribución de la renta P80/P20;2015;.
