Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Distribución de la renta P80/P20;2021;2,2
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Distribución de la renta P80/P20;2020;2,3
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Distribución de la renta P80/P20;2019;2,2
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Distribución de la renta P80/P20;2018;2,2
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Distribución de la renta P80/P20;2017;2,3
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Distribución de la renta P80/P20;2016;2,2
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Distribución de la renta P80/P20;2015;2,3
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2023;25,8
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2022;27,2
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2021;26,6
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2020;27,5
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2019;27,9
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2018;27,3
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2017;27,6
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2016;26,3
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Índice de Gini;2015;26,1
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2023;2,4
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2022;2,3
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2021;2,1
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2020;2,4
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2019;2,4
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2018;2,4
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2017;2,4
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2016;2,5
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Distribución de la renta P80/P20;2015;2,4
42006 Alconaba;;;Índice de Gini;2023;30,6
42006 Alconaba;;;Índice de Gini;2022;31,4
42006 Alconaba;;;Índice de Gini;2021;26,7
42006 Alconaba;;;Índice de Gini;2020;35,1
42006 Alconaba;;;Índice de Gini;2019;25,4
42006 Alconaba;;;Índice de Gini;2018;28,1
42006 Alconaba;;;Índice de Gini;2017;28,1
42006 Alconaba;;;Índice de Gini;2016;27,3
42006 Alconaba;;;Índice de Gini;2015;27,5
42006 Alconaba;;;Distribución de la renta P80/P20;2023;3,0
42006 Alconaba;;;Distribución de la renta P80/P20;2022;2,8
42006 Alconaba;;;Distribución de la renta P80/P20;2021;2,2
42006 Alconaba;;;Distribución de la renta P80/P20;2020;2,7
42006 Alconaba;;;Distribución de la renta P80/P20;2019;2,0
42006 Alconaba;;;Distribución de la renta P80/P20;2018;2,3
42006 Alconaba;;;Distribución de la renta P80/P20;2017;2,5
42006 Alconaba;;;Distribución de la renta P80/P20;2016;2,3
42006 Alconaba;;;Distribución de la renta P80/P20;2015;2,5
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2023;30,6
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2022;31,4
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2021;26,7
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2020;35,1
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2019;25,4
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2018;28,1
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2017;28,1
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2016;27,3
42006 Alconaba;4200601 Alconaba distrito 01;;Índice de Gini;2015;27,5
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2023;3,0
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2022;2,8
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2021;2,2
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2020;2,7
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2019;2,0
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2018;2,3
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2017;2,5
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2016;2,3
42006 Alconaba;4200601 Alconaba distrito 01;;Distribución de la renta P80/P20;2015;2,5
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2023;30,6
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2022;31,4
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2021;26,7
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2020;35,1
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2019;25,4
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2018;28,1
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2017;28,1
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2016;27,3
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Índice de Gini;2015;27,5
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2023;3,0
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2022;2,8
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2021;2,2
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2020;2,7
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2019;2,0
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2018;2,3
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2017;2,5
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2016;2,3
42006 Alconaba;4200601 Alconaba distrito 01;4200601001 Alconaba sección 01001;Distribución de la renta P80/P20;2015;2,5
42007 Alcubilla de Avellaneda;;;Índice de Gini;2023;30,7
42007 Alcubilla de Avellaneda;;;Índice de Gini;2022;30,1
42007 Alcubilla de Avellaneda;;;Índice de Gini;2021;35,0
42007 Alcubilla de Avellaneda;;;Índice de Gini;2020;38,3
42007 Alcubilla de Avellaneda;;;Índice de Gini;2019;26,5
42007 Alcubilla de Avellaneda;;;Índice de Gini;2018;28,3
42007 Alcubilla de Avellaneda;;;Índice de Gini;2017;27,0
42007 Alcubilla de Avellaneda;;;Índice de Gini;2016;30,1
42007 Alcubilla de Avellaneda;;;Índice de Gini;2015;33,8
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2023;2,5
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2022;2,7
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2021;2,8
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2020;3,1
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2019;2,4
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2018;2,2
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2017;2,1
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2016;1,9
42007 Alcubilla de Avellaneda;;;Distribución de la renta P80/P20;2015;2,3
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2023;30,7
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2022;30,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2021;35,0
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2020;38,3
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2019;26,5
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2018;28,3
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2017;27,0
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2016;30,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Índice de Gini;2015;33,8
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2023;2,5
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2022;2,7
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2021;2,8
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2020;3,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2019;2,4
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2018;2,2
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2017;2,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2016;1,9
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;;Distribución de la renta P80/P20;2015;2,3
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2023;30,7
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2022;30,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2021;35,0
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2020;38,3
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2019;26,5
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2018;28,3
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2017;27,0
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2016;30,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Índice de Gini;2015;33,8
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2023;2,5
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2022;2,7
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2021;2,8
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2020;3,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2019;2,4
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2018;2,2
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2017;2,1
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2016;1,9
42007 Alcubilla de Avellaneda;4200701 Alcubilla de Avellaneda distrito 01;4200701001 Alcubilla de Avellaneda sección 01001;Distribución de la renta P80/P20;2015;2,3
42008 Alcubilla de las Peñas;;;Índice de Gini;2023;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2022;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2021;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2020;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2019;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2018;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2017;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2016;.
42008 Alcubilla de las Peñas;;;Índice de Gini;2015;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2023;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2022;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2021;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2020;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2019;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2018;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2017;.
42008 Alcubilla de las Peñas;;;Distribución de la renta P80/P20;2016;.
