Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Índice de Gini;2016;27,4
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Índice de Gini;2015;30,8
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2023;2,1
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2022;2,1
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2021;2,1
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2020;2,2
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2019;2
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2018;2,2
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2017;2,2
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2016;2,3
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402002 Aguilar de Campoo sección 02002;Distribución de la renta P80/P20;2015;2,8
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2023;23,8
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2022;22,9
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2021;22,7
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2020;24,7
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2019;24,2
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2018;25,2
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2017;25,7
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2016;26
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Índice de Gini;2015;26,4
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Distribución de la renta P80/P20;2023;2
34004 Aguilar de Campoo;3400402 Aguilar de Campoo distrito 02;3400402003 Aguilar de Campoo sección 02003;Distribución de la renta P80/P20;2022;2
