Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
34 Palencia;;;Mujeres;De 85 a 89 años;2024;2.848
34 Palencia;;;Mujeres;De 85 a 89 años;2023;3.084
34 Palencia;;;Mujeres;De 85 a 89 años;2022;3.270
34 Palencia;;;Mujeres;De 85 a 89 años;2021;3.332
34 Palencia;;;Mujeres;De 90 a 94 años;2024;2.000
34 Palencia;;;Mujeres;De 90 a 94 años;2023;1.988
34 Palencia;;;Mujeres;De 90 a 94 años;2022;1.998
34 Palencia;;;Mujeres;De 90 a 94 años;2021;1.961
34 Palencia;;;Mujeres;De 95 a 99 años;2024;706
34 Palencia;;;Mujeres;De 95 a 99 años;2023;669
34 Palencia;;;Mujeres;De 95 a 99 años;2022;646
34 Palencia;;;Mujeres;De 95 a 99 años;2021;640
34 Palencia;;;Mujeres;100 y más años;2024;124
34 Palencia;;;Mujeres;100 y más años;2023;105
34 Palencia;;;Mujeres;100 y más años;2022;88
34 Palencia;;;Mujeres;100 y más años;2021;74
34 Palencia;34001 Abarca de Campos;;Total;Todas las edades;2024;38
34 Palencia;34001 Abarca de Campos;;Total;Todas las edades;2023;42
34 Palencia;34001 Abarca de Campos;;Total;Todas las edades;2022;43
34 Palencia;34001 Abarca de Campos;;Total;Todas las edades;2021;45
34 Palencia;34001 Abarca de Campos;;Total;De 0 a 4 años;2024;0
34 Palencia;34001 Abarca de Campos;;Total;De 0 a 4 años;2023;2
34 Palencia;34001 Abarca de Campos;;Total;De 0 a 4 años;2022;1
34 Palencia;34001 Abarca de Campos;;Total;De 0 a 4 años;2021;1
34 Palencia;34001 Abarca de Campos;;Total;De 5 a 9 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 5 a 9 años;2023;0
34 Palencia;34001 Abarca de Campos;;Total;De 5 a 9 años;2022;0
34 Palencia;34001 Abarca de Campos;;Total;De 5 a 9 años;2021;0
34 Palencia;34001 Abarca de Campos;;Total;De 10 a 14 años;2024;0
34 Palencia;34001 Abarca de Campos;;Total;De 10 a 14 años;2023;0
34 Palencia;34001 Abarca de Campos;;Total;De 10 a 14 años;2022;0
34 Palencia;34001 Abarca de Campos;;Total;De 10 a 14 años;2021;0
34 Palencia;34001 Abarca de Campos;;Total;De 15 a 19 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 15 a 19 años;2023;1
34 Palencia;34001 Abarca de Campos;;Total;De 15 a 19 años;2022;2
34 Palencia;34001 Abarca de Campos;;Total;De 15 a 19 años;2021;2
34 Palencia;34001 Abarca de Campos;;Total;De 20 a 24 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 20 a 24 años;2023;1
34 Palencia;34001 Abarca de Campos;;Total;De 20 a 24 años;2022;1
34 Palencia;34001 Abarca de Campos;;Total;De 20 a 24 años;2021;1
34 Palencia;34001 Abarca de Campos;;Total;De 25 a 29 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 25 a 29 años;2023;2
34 Palencia;34001 Abarca de Campos;;Total;De 25 a 29 años;2022;0
34 Palencia;34001 Abarca de Campos;;Total;De 25 a 29 años;2021;0
34 Palencia;34001 Abarca de Campos;;Total;De 30 a 34 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 30 a 34 años;2023;1
34 Palencia;34001 Abarca de Campos;;Total;De 30 a 34 años;2022;3
34 Palencia;34001 Abarca de Campos;;Total;De 30 a 34 años;2021;4
34 Palencia;34001 Abarca de Campos;;Total;De 35 a 39 años;2024;2
34 Palencia;34001 Abarca de Campos;;Total;De 35 a 39 años;2023;3
34 Palencia;34001 Abarca de Campos;;Total;De 35 a 39 años;2022;2
34 Palencia;34001 Abarca de Campos;;Total;De 35 a 39 años;2021;0
34 Palencia;34001 Abarca de Campos;;Total;De 40 a 44 años;2024;2
34 Palencia;34001 Abarca de Campos;;Total;De 40 a 44 años;2023;2
34 Palencia;34001 Abarca de Campos;;Total;De 40 a 44 años;2022;3
34 Palencia;34001 Abarca de Campos;;Total;De 40 a 44 años;2021;3
34 Palencia;34001 Abarca de Campos;;Total;De 45 a 49 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 45 a 49 años;2023;1
34 Palencia;34001 Abarca de Campos;;Total;De 45 a 49 años;2022;2
34 Palencia;34001 Abarca de Campos;;Total;De 45 a 49 años;2021;4
34 Palencia;34001 Abarca de Campos;;Total;De 50 a 54 años;2024;4
34 Palencia;34001 Abarca de Campos;;Total;De 50 a 54 años;2023;5
34 Palencia;34001 Abarca de Campos;;Total;De 50 a 54 años;2022;5
34 Palencia;34001 Abarca de Campos;;Total;De 50 a 54 años;2021;6
34 Palencia;34001 Abarca de Campos;;Total;De 55 a 59 años;2024;7
34 Palencia;34001 Abarca de Campos;;Total;De 55 a 59 años;2023;6
34 Palencia;34001 Abarca de Campos;;Total;De 55 a 59 años;2022;6
34 Palencia;34001 Abarca de Campos;;Total;De 55 a 59 años;2021;4
34 Palencia;34001 Abarca de Campos;;Total;De 60 a 64 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 60 a 64 años;2023;3
34 Palencia;34001 Abarca de Campos;;Total;De 60 a 64 años;2022;4
34 Palencia;34001 Abarca de Campos;;Total;De 60 a 64 años;2021;5
34 Palencia;34001 Abarca de Campos;;Total;De 65 a 69 años;2024;3
34 Palencia;34001 Abarca de Campos;;Total;De 65 a 69 años;2023;3
34 Palencia;34001 Abarca de Campos;;Total;De 65 a 69 años;2022;2
34 Palencia;34001 Abarca de Campos;;Total;De 65 a 69 años;2021;4
34 Palencia;34001 Abarca de Campos;;Total;De 70 a 74 años;2024;4
34 Palencia;34001 Abarca de Campos;;Total;De 70 a 74 años;2023;4
34 Palencia;34001 Abarca de Campos;;Total;De 70 a 74 años;2022;6
34 Palencia;34001 Abarca de Campos;;Total;De 70 a 74 años;2021;6
34 Palencia;34001 Abarca de Campos;;Total;De 75 a 79 años;2024;5
34 Palencia;34001 Abarca de Campos;;Total;De 75 a 79 años;2023;4
34 Palencia;34001 Abarca de Campos;;Total;De 75 a 79 años;2022;2
34 Palencia;34001 Abarca de Campos;;Total;De 75 a 79 años;2021;1
34 Palencia;34001 Abarca de Campos;;Total;De 80 a 84 años;2024;0
34 Palencia;34001 Abarca de Campos;;Total;De 80 a 84 años;2023;0
34 Palencia;34001 Abarca de Campos;;Total;De 80 a 84 años;2022;0
34 Palencia;34001 Abarca de Campos;;Total;De 80 a 84 años;2021;0
34 Palencia;34001 Abarca de Campos;;Total;De 85 a 89 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 85 a 89 años;2023;2
34 Palencia;34001 Abarca de Campos;;Total;De 85 a 89 años;2022;2
34 Palencia;34001 Abarca de Campos;;Total;De 85 a 89 años;2021;3
34 Palencia;34001 Abarca de Campos;;Total;De 90 a 94 años;2024;2
34 Palencia;34001 Abarca de Campos;;Total;De 90 a 94 años;2023;1
34 Palencia;34001 Abarca de Campos;;Total;De 90 a 94 años;2022;1
34 Palencia;34001 Abarca de Campos;;Total;De 90 a 94 años;2021;0
34 Palencia;34001 Abarca de Campos;;Total;De 95 a 99 años;2024;1
34 Palencia;34001 Abarca de Campos;;Total;De 95 a 99 años;2023;1
34 Palencia;34001 Abarca de Campos;;Total;De 95 a 99 años;2022;1
34 Palencia;34001 Abarca de Campos;;Total;De 95 a 99 años;2021;1
34 Palencia;34001 Abarca de Campos;;Total;100 y más años;2024;0
34 Palencia;34001 Abarca de Campos;;Total;100 y más años;2023;0
34 Palencia;34001 Abarca de Campos;;Total;100 y más años;2022;0
