CUSEC;Código postal;Entidad;Calle;Seccion_id
0500101001;05296;ADANERO;REAL;1
0500101001;05296;ADANERO;REAL;1
0500101001;05296;ADANERO;HUERTOS (LOS);1
0500101001;05296;ADANERO;HUERTOS (LOS);1
0500101001;05296;ADANERO;LIBERTAD;1
0500101001;05296;ADANERO;LIBERTAD;1
0500101001;05296;ADANERO;28 DE JUNIO DE 1942;1
0500101001;05296;ADANERO;28 DE JUNIO DE 1942;1
0500101001;05296;ADANERO;SAN JOSE;1
0500101001;05296;ADANERO;SAN JOSE;1
0500101001;05296;ADANERO;CHORRILLO (EL);1
0500101001;05296;ADANERO;CASTILLO (DEL);1
0500101001;05296;ADANERO;CASTILLO (DEL);1
0500101001;05296;ADANERO;MANUEL BASULTO;1
0500101001;05296;ADANERO;MANUEL BASULTO;1
0500101001;05296;ADANERO;CONDES DE ADANERO;1
0500101001;05296;ADANERO;RAMON Y CAJAL;1
0500101001;05296;ADANERO;RAMON Y CAJAL;1
0500101001;05296;ADANERO;COOPERATIVA NTRA. SRA. DE;1
0500101001;05296;ADANERO;COOPERATIVA NTRA. SRA. DE;1
0500101001;05296;ADANERO;ARBOLEDA;1
0500101001;05296;ADANERO;ARBOLEDA;1
0500101001;05296;ADANERO;CARCEL VIEJA;1
0500101001;05296;ADANERO;CARCEL VIEJA;1
0500101001;05296;ADANERO;ASUNCION;1
0500101001;05296;ADANERO;ASUNCION;1
0500101001;05296;ADANERO;ROLLO (EL);1
0500101001;05296;ADANERO;ROLLO (EL);1
0500101001;05296;ADANERO;MAYOR;1
0500101001;05296;ADANERO;MAYOR;1
0500101001;05296;ADANERO;BARRIO NUEVO;1
0500101001;05296;ADANERO;ESTANQUE (EL);1
0500101001;05296;ADANERO;CONSTITUCION (LA);1
0500101001;05296;ADANERO;CONSTITUCION (LA);1
0500101001;05296;ADANERO;CASTILLO;1
0500101001;05296;ADANERO;ESTACION (LA);1
0500101001;05296;ADANERO;MANUEL BASULTO;1
0500101001;05296;ADANERO;MANUEL BASULTO;1
0500101001;05296;ADANERO;PRADOS (LOS);1
0500101001;05296;ADANERO;PRADOS (LOS);1
0500101001;05296;ADANERO;CANTARRANAS;1
0500101001;05296;ADANERO;CANTARRANAS;1
0500101001;05296;ADANERO;AZOGUE;1
0500101001;05296;ADANERO;AZOGUE;1
0500101001;05296;ADANERO;ANGEL SAEZ TORRECILLA;1
0500101001;05296;ADANERO;ANGEL SAEZ TORRECILLA;1
0500101001;05296;ADANERO;ANGUSTIAS;1
0500101001;05296;ADANERO;AVENTOS;1
0500101001;05296;ADANERO;CAÑADA;1
0500101001;05296;ADANERO;GRANJA LA TORDERA;1
0500101001;05296;ADANERO;DE LA REDONDA;1
0500201001;05430;ADRADA (LA);MIRLO (EL);2
0500201001;05430;ADRADA (LA);MIRLO (EL);2
0500201001;05430;ADRADA (LA);MESONES (LOS);2
0500201001;05430;ADRADA (LA);MESONES (LOS);2
0500201001;05430;ADRADA (LA);PICOTA (LA);2
0500201001;05430;ADRADA (LA);PICOTA (LA);2
0500201001;05430;ADRADA (LA);PICOTA (LA);2
0500201001;05430;ADRADA (LA);BERRUECO;2
0500201001;05430;ADRADA (LA);MIRASIERRA;2
0500201001;05430;ADRADA (LA);MIRASIERRA;2
0500201002;05430;ADRADA (LA);EL FRANQUILLO LA IGLESIA;3
0500201001;05430;ADRADA (LA);BARREROS (LOS);2
0500201002;05430;ADRADA (LA);CABEZUELO (EL);3
0500201002;05430;ADRADA (LA);DOCTOR CIFUENTES;3
0500201002;05430;ADRADA (LA);DOCTOR CIFUENTES;3
0500201002;05430;ADRADA (LA);MADRID;3
0500201001;05430;ADRADA (LA);MADRID;2
0500201002;05430;ADRADA (LA);MADRID;3
0500201001;05430;ADRADA (LA);ALVARO DE LUNA;2
0500201001;05430;ADRADA (LA);ALVARO DE LUNA;2
0500201001;05430;ADRADA (LA);ALVARO DE LUNA;2
0500201002;05430;ADRADA (LA);BANDERAS DE CASTILLA;3
0500201001;05430;ADRADA (LA);ALFAR (EL);2
0500201001;05430;ADRADA (LA);ALFAR (EL);2
0500201001;05430;ADRADA (LA);BOSQUE (EL);2
0500201002;05430;ADRADA (LA);CHORRILLO (EL);3
0500201002;05430;ADRADA (LA);CHORRILLO (EL);3
0500201002;05430;ADRADA (LA);CHORRILLO (EL);3
0500201001;05430;ADRADA (LA);JARDIN (EL);2
0500201001;05430;ADRADA (LA);POSTIGUILLO (EL);2
0500201001;05430;ADRADA (LA);POSTIGUILLO (EL);2
0500201001;05430;ADRADA (LA);HUERTA DE LOS FRAILES;2
0500201001;05430;ADRADA (LA);HUERTA DE LOS FRAILES;2
0500201001;05430;ADRADA (LA);JUEGO DE LA BOLA;2
0500201001;05430;ADRADA (LA);JUEGO DE LA BOLA;2
0500201001;05430;ADRADA (LA);REGUERA (LA);2
0500201001;05430;ADRADA (LA);REGUERA (LA);2
0500201001;05430;ADRADA (LA);CHARCA (DE LA);2
0500201001;05430;ADRADA (LA);CHARCA (DE LA);2
0500201002;05430;ADRADA (LA);FABRICA (LA);3
0500201002;05430;ADRADA (LA);FABRICA (LA);3
0500201002;05430;ADRADA (LA);FRISLA (LA);3
0500201002;05430;ADRADA (LA);FRISLA (LA);3
0500201002;05430;ADRADA (LA);FRISLA (LA);3
0500201001;05430;ADRADA (LA);IGLESIA (LA);2
0500201001;05430;ADRADA (LA);IGLESIA (LA);2
0500201001;05430;ADRADA (LA);IGLESIA (LA);2
0500201002;05430;ADRADA (LA);MORALEDA (LA);3
0500201002;05430;ADRADA (LA);MORALEDA (LA);3
0500201001;05430;ADRADA (LA);MACHACALINOS (LOS);2
0500201001;05430;ADRADA (LA);MACHACALINOS (LOS);2
0500201001;05430;ADRADA (LA);TALLERES (LOS);2
0500201001;05430;ADRADA (LA);TALLERES (LOS);2
0500201001;05430;ADRADA (LA);TALLERES (LOS);2
0500201002;05430;ADRADA (LA);NAVA (LA);3
0500201002;05430;ADRADA (LA);NAVA (LA);3
0500201002;05430;ADRADA (LA);NAVA LOS HUERTOS;3
0500201002;05430;ADRADA (LA);PARQUE LA NAVA;3
0500201002;05430;ADRADA (LA);FRAY LUIS DE LEON;3
0500201001;05430;ADRADA (LA);SUBIDA AL CASTILLO;2
0500201001;05430;ADRADA (LA);SUBIDA AL CASTILLO;2
0500201001;05430;ADRADA (LA);SUBIDA AL CASTILLO;2
0500201001;05430;ADRADA (LA);MOLINO LAS ANIMAS;2
0500201001;05430;ADRADA (LA);MOLINO LAS ANIMAS;2
0500201002;05430;ADRADA (LA);BARRANCAS (LAS);3
0500201002;05430;ADRADA (LA);BARRANCAS (LAS);3
0500201002;05430;ADRADA (LA);BARRANCAS (LAS);3
0500201002;05430;ADRADA (LA);TOLEDANA (LA);3
0500201002;05430;ADRADA (LA);TOLEDANA (LA);3
0500201002;05430;ADRADA (LA);FORESTAL;3
0500201002;05430;ADRADA (LA);FORESTAL;3
0500201002;05430;ADRADA (LA);FORESTAL;3
0500201001;05430;ADRADA (LA);NAVALPINO;2
0500201001;05430;ADRADA (LA);NAVALPINO;2
0500201002;05430;ADRADA (LA);NAVA LOS HUERTOS;3
0500201002;05430;ADRADA (LA);NAVA LOS HUERTOS;3
0500201002;05430;ADRADA (LA);NAVA LOS HUERTOS;3
0500201001;05430;ADRADA (LA);PIEDRALAVES;2
0500201001;05430;ADRADA (LA);PIEDRALAVES;2
0500201001;05430;ADRADA (LA);PIEDRALAVES;2
0500201001;05430;ADRADA (LA);IGLESUELA (LA);2
0500201001;05430;ADRADA (LA);IGLESUELA (LA);2
0500201001;05430;ADRADA (LA);IGLESUELA (LA);2
0500201001;05430;ADRADA (LA);VILLA (DE LA);2
0500201001;05430;ADRADA (LA);MACHACALINOS (LOS);2
0500201001;05430;ADRADA (LA);MACHACALINOS (LOS);2
0500201001;05430;ADRADA (LA);TORRECILLA (LA);2
0500201001;05430;ADRADA (LA);TORRECILLA (LA);2
0500201001;05430;ADRADA (LA);CASTILLO (DEL);2
0500201001;05430;ADRADA (LA);CASTILLO (DEL);2
0500201001;05430;ADRADA (LA);MIMBRERAS (DE LAS);2
0500201002;05430;ADRADA (LA);MIMBRERAS (DE LAS);3
0500201001;05430;ADRADA (LA);MIMBRERAS (DE LAS);2
0500201002;05430;ADRADA (LA);MIMBRERAS (DE LAS);3
0500201002;05430;ADRADA (LA);SAN JUAN DE LA CRUZ;3
0500201002;05430;ADRADA (LA);SANTA TERESA;3
0500201002;05430;ADRADA (LA);SANTA TERESA;3
0500201002;05430;ADRADA (LA);CERVANTES;3
0500201002;05430;ADRADA (LA);CERVANTES;3
0500201002;05430;ADRADA (LA);QUEVEDO;3
0500201002;05430;ADRADA (LA);QUEVEDO;3
0500201002;05430;ADRADA (LA);LOPE DE VEGA;3
0500201002;05430;ADRADA (LA);LOPE DE VEGA;3
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);ESCALERILLAS;2
0500201001;05430;ADRADA (LA);VAGUERA (DE LA);2
0500201002;05430;ADRADA (LA);ANA;3
0500201002;05430;ADRADA (LA);ANA;3
0500201001;05430;ADRADA (LA);ALEGRIA (LA);2
0500201001;05430;ADRADA (LA);ALEGRIA (LA);2
0500201001;05430;ADRADA (LA);ARROYO LOBO;2
0500201001;05430;ADRADA (LA);ARROYO LOBO;2
0500201002;05430;ADRADA (LA);BARREROS (LOS);3
0500201002;05430;ADRADA (LA);BARREROS (LOS);3
0500201002;05430;ADRADA (LA);BELLAS VISTAS;3
0500201002;05430;ADRADA (LA);BELLAS VISTAS;3
0500201001;05430;ADRADA (LA);CABAÑA (LA);2
0500201001;05430;ADRADA (LA);CABAÑA (LA);2
0500201001;05430;ADRADA (LA);CAUCE 1 FASE (EL);2
0500201001;05430;ADRADA (LA);CAUCE 1 FASE (EL);2
0500201001;05430;ADRADA (LA);CAUCE 1 FASE (EL);2
0500201002;05430;ADRADA (LA);CAUCE 2 FASE (EL);3
0500201002;05430;ADRADA (LA);CAUCE 2 FASE (EL);3
0500201002;05430;ADRADA (LA);CAUCE 2 FASE (EL);3
0500201002;05430;ADRADA (LA);CAUCE 3 FASE (EL);3
0500201002;05430;ADRADA (LA);CAUCE 3 FASE (EL);3
0500201001;05430;ADRADA (LA);CASTILLO (EL);2
0500201001;05430;ADRADA (LA);CASTILLO (EL);2
0500201001;05430;ADRADA (LA);CHAPARRAL (EL);2
0500201001;05430;ADRADA (LA);CHAPARRAL (EL);2
0500201002;05430;ADRADA (LA);FRANQUILLO (EL);3
0500201002;05430;ADRADA (LA);FRANQUILLO (EL);3
0500201002;05430;ADRADA (LA);LINARES (LOS);3
0500201002;05430;ADRADA (LA);LINARES (LOS);3
0500201002;05430;ADRADA (LA);MORALEDA 2 FASE (LA);3
0500201002;05430;ADRADA (LA);MORALEDA 2 FASE (LA);3
0500201001;05430;ADRADA (LA);PORTALERA (LA);2
0500201002;05430;ADRADA (LA);PUENTE (EL);3
0500201002;05430;ADRADA (LA);PUENTE (EL);3
0500201002;05430;ADRADA (LA);YEDRA (LA);3
0500201002;05430;ADRADA (LA);YEDRA (LA);3
0500201002;05430;ADRADA (LA);PRADOLLANO;3
0500201002;05430;ADRADA (LA);PRADOLLANO;3
0500201002;05430;ADRADA (LA);OLIVAR DEL CRISTO;3
0500201002;05430;ADRADA (LA);OLIVAR DEL CRISTO;3
0500201002;05430;ADRADA (LA);ROMERO DE TORRES;3
0500201002;05430;ADRADA (LA);ROMERO DE TORRES;3
0500201002;05430;ADRADA (LA);SOROLLA;3
0500201002;05430;ADRADA (LA);SOROLLA;3
0500201001;05430;ADRADA (LA);FERIA (LA);2
0500201001;05430;ADRADA (LA);FERIA (LA);2
0500201001;05430;ADRADA (LA);LARGA;2
0500201001;05430;ADRADA (LA);LARGA;2
0500201001;05430;ADRADA (LA);CASTILLA Y LEON;2
0500201002;05430;ADRADA (LA);CASTILLA Y LEON;3
0500201001;05430;ADRADA (LA);CASTILLA Y LEON;2
0500201001;05430;ADRADA (LA);VIÑA DEL LLANO;2
0500201001;05430;ADRADA (LA);VIÑA DEL LLANO;2
0500201002;05430;ADRADA (LA);FLOR (LA);3
0500201002;05430;ADRADA (LA);FLOR (LA);3
0500201002;05430;ADRADA (LA);PIEDRA DEL CABALLO;3
0500201002;05430;ADRADA (LA);CONSTITUCION (DE LA);3
0500201002;05430;ADRADA (LA);CONSTITUCION (DE LA);3
0500201002;05430;ADRADA (LA);VEREDA DEL TIO JULIO;3
0500201002;05430;ADRADA (LA);VEREDA DEL TIO JULIO;3
0500201001;05430;ADRADA (LA);JUEGO DE LA BOLA;2
0500201001;05430;ADRADA (LA);JUEGO DE LA BOLA;2
0500201001;05430;ADRADA (LA);JUEGO DE LA BOLA;2
0500201002;05430;ADRADA (LA);SOLANA (LA);3
0500201002;05430;ADRADA (LA);SOLANA (LA);3
0500201002;05430;ADRADA (LA);SOLANA (LA);3
0500201001;05430;ADRADA (LA);VIÑA DE LA LADERA;2
0500201001;05430;ADRADA (LA);VIÑA DE LA LADERA;2
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);MATADERO (EL);2
0500201001;05430;ADRADA (LA);LANCHAS (LAS);2
0500201001;05430;ADRADA (LA);LANCHAS (LAS);2
0500201001;05430;ADRADA (LA);LANCHAS (LAS);2
0500201002;05430;ADRADA (LA);VIÑA CHICA;3
0500201002;05430;ADRADA (LA);GONGORA;3
0500201002;05430;ADRADA (LA);GONGORA;3
0500201002;05430;ADRADA (LA);TIETAR PARK;3
0500201002;05430;ADRADA (LA);TIETAR PARK;3
0500201001;05430;ADRADA (LA);CRUZ DE ALICANTE;2
0500201001;05430;ADRADA (LA);CRUZ DE ALICANTE;2
0500201002;05430;ADRADA (LA);CASTAÑOS DE LA VILLA;3
0500201002;05430;ADRADA (LA);CASTAÑOS DE LA VILLA;3
0500201002;05430;ADRADA (LA);MORALEDA 4 FASE (LA);3
0500201002;05430;ADRADA (LA);MORALEDA 4 FASE (LA);3
0500201001;05430;ADRADA (LA);CAUCE (EL);2
0500201001;05430;ADRADA (LA);CAUCE (EL);2
0500201001;05430;ADRADA (LA);CAUCE (EL);2
0500201002;05430;ADRADA (LA);PUYO;3
0500201002;05430;ADRADA (LA);PUYO;3
0500201002;05430;ADRADA (LA);PUYO;3
0500201001;05430;ADRADA (LA);MESONES (LOS);2
0500201001;05430;ADRADA (LA);MADROÑAL (EL);2
0500201001;05430;ADRADA (LA);MADROÑAL (EL);2
0500201002;05430;ADRADA (LA);CALDERON DE LA BARCA;3
0500201002;05430;ADRADA (LA);TIRSO DE MOLINA;3
0500201002;05430;ADRADA (LA);TIRSO DE MOLINA;3
0500201002;05430;ADRADA (LA);GOYA;3
0500201002;05430;ADRADA (LA);GOYA;3
0500201002;05430;ADRADA (LA);ZURBARAN;3
0500201002;05430;ADRADA (LA);ZURBARAN;3
0500201002;05430;ADRADA (LA);RIBERA;3
0500201002;05430;ADRADA (LA);GRECO;3
0500201002;05430;ADRADA (LA);MURILLO;3
0500201002;05430;ADRADA (LA);MURILLO;3
0500201002;05430;ADRADA (LA);VELAZQUEZ;3
0500201002;05430;ADRADA (LA);VELAZQUEZ;3
0500201002;05430;ADRADA (LA);FUENCISLA GIL;3
0500201001;05430;ADRADA (LA);DON ENRIQUE III;2
0500201001;05430;ADRADA (LA);DON ENRIQUE III;2
0500201001;05430;ADRADA (LA);DOÑA JUANA PIMENTEL;2
0500201001;05430;ADRADA (LA);JUAN RAMON JIMENEZ;2
0500201001;05430;ADRADA (LA);JUAN RAMON JIMENEZ;2
0500201001;05430;ADRADA (LA);ANTONIO MACHADO;2
0500201001;05430;ADRADA (LA);ANTONIO MACHADO;2
0500201001;05430;ADRADA (LA);VICENTE ALEIXANDRE;2
0500201001;05430;ADRADA (LA);VICENTE ALEIXANDRE;2
0500201001;05430;ADRADA (LA);MIGUEL HERNANDEZ;2
0500201001;05430;ADRADA (LA);MIGUEL HERNANDEZ;2
0500201001;05430;ADRADA (LA);GERARDO DIEGO;2
0500201001;05430;ADRADA (LA);GERARDO DIEGO;2
0500201001;05430;ADRADA (LA);DOCTOR MARTIN LAZARO;2
0500201001;05430;ADRADA (LA);DOCTOR MARTIN LAZARO;2
0500201002;05430;ADRADA (LA);TORRECILLA (LA);3
0500201001;05430;ADRADA (LA);VIÑA (LA);2
0500201001;05430;ADRADA (LA);VIÑA (LA);2
0500201001;05430;ADRADA (LA);COTA (LA);2
0500201001;05430;ADRADA (LA);ESCUELAS (LAS);2
0500201001;05430;ADRADA (LA);ESCUELAS (LAS);2
0500201001;05430;ADRADA (LA);ESCUELAS (LAS);2
0500201002;05430;ADRADA (LA);GRAJERA;3
0500201002;05430;ADRADA (LA);GRAJERA;3
0500201002;05430;ADRADA (LA);FRAY LUIS DE GRANADA;3
0500201002;05430;ADRADA (LA);FRAY LUIS DE GRANADA;3
0500201001;05430;ADRADA (LA);TIROL;2
0500201001;05430;ADRADA (LA);TIROL;2
0500201001;05430;ADRADA (LA);TIROL;2
0500201002;05430;ADRADA (LA);OLIVAR  FRANQUILLO FAS;3
0500201002;05430;ADRADA (LA);OLIVAR  FRANQUILLO FAS;3
0500201001;05430;ADRADA (LA);LOMAS DE LA PICOTA FASE I;2
0500201001;05430;ADRADA (LA);LOMAS DE LA PICOTA FASE I;2
0500201001;05430;ADRADA (LA);LOMAS DE LA PICOTA FASE 2;2
0500201001;05430;ADRADA (LA);LOMAS DE LA PICOTA FASE 2;2
0500201002;05430;ADRADA (LA);PINARA (LA);3
0500201002;05430;ADRADA (LA);PINARA (LA);3
0500201001;05430;ADRADA (LA);MAGANTO;2
0500201002;05430;ADRADA (LA);OLIVAR FRANQUILLO FASE II;3
0500201002;05430;ADRADA (LA);OLIVAR FRANQUILLO FASE II;3
0500201002;05430;ADRADA (LA);MORERAS (LAS);3
0500201002;05430;ADRADA (LA);MORERAS (LAS);3
0500201002;05430;ADRADA (LA);PICO BLANCO;3
0500201002;05430;ADRADA (LA);PICO BLANCO;3
0500201002;05430;ADRADA (LA);ERMITA (LA);3
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE I;2
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE I;2
0500201002;05430;ADRADA (LA);PADROLLANO FASE II;3
0500201002;05430;ADRADA (LA);PADROLLANO FASE II;3
0500201002;05430;ADRADA (LA);LA FINCA;3
0500201002;05430;ADRADA (LA);LA FINCA;3
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE II;2
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE II;2
0500201002;05430;ADRADA (LA);MONTBLANCO;3
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE III;2
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE III;2
0500201001;05430;ADRADA (LA);FUENTE LA PICOTA;2
0500201001;05430;ADRADA (LA);FUENTE LA PICOTA;2
0500201002;05430;ADRADA (LA);SOL GREDOS;3
0500201002;05430;ADRADA (LA);SOL GREDOS;3
0500201002;05430;ADRADA (LA);DEL RIÑÓN;3
0500201001;05430;ADRADA (LA);HORNILLO (EL);2
0500201001;05430;ADRADA (LA);HORNILLO (EL);2
0500201001;05430;ADRADA (LA);VALLEHERMOSO;2
0500201001;05430;ADRADA (LA);EL OLIVAR FASE IV;2
0500201001;05430;ADRADA (LA);EL OLIVAR FASE IV;2
0500201002;05430;ADRADA (LA);OLIVAR FRANQUILLO FASE 3;3
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE IV;2
0500201001;05430;ADRADA (LA);OLIVAR LA ADRADA FASE IV;2
0500201001;05430;ADRADA (LA);JUAN MARCOS MARTIN LAZARO;2
0500201001;05430;ADRADA (LA);JUAN MARCOS MARTIN LAZARO;2
0500201001;05430;ADRADA (LA);CERRILLO VINCULERO;2
0500201001;05430;ADRADA (LA);CERRILLO VINCULERO;2
0500201002;05430;ADRADA (LA);IGUALDAD (DE LA);3
0500201002;05430;ADRADA (LA);RIÑON (EL);3
0500201001;05430;ADRADA (LA);VOLUNTARIOS PROC. CIVIL;2
0500201001;05430;ADRADA (LA);VOLUNTARIOS PROC. CIVIL;2
0500201001;05430;ADRADA (LA);VOLUNTARIOS PROC. CIVIL;2
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);ROMAZAL (EL);2
0500201001;05430;ADRADA (LA);LA PICOTA A;2
0500201001;05430;ADRADA (LA);LA PICOTA A;2
0500201001;05430;ADRADA (LA);LA PICOTA B;2
0500201001;05430;ADRADA (LA);LA PICOTA C;2
0500201001;05430;ADRADA (LA);LA PICOTA D;2
0500201001;05430;ADRADA (LA);LA PICOTA D;2
0500201001;05430;ADRADA (LA);LA PICOTA SEGUNDA;2
0500201001;05430;ADRADA (LA);LA PICOTA SEGUNDA;2
0500201001;05430;ADRADA (LA);LA PICOTA CUARTA;2
0500201001;05430;ADRADA (LA);LA PICOTA CUARTA;2
0500201002;05430;ADRADA (LA);FRISLA (LA);3
0500201002;05430;ADRADA (LA);FRISLA (LA);3
0500201002;05430;ADRADA (LA);VIRGEN DE LA HIEDRA;3
0500201001;05430;ADRADA (LA);D. ANTONIO DE LA CUEVA;2
0500201001;05430;ADRADA (LA);D. ANTONIO DE LA CUEVA;2
0500201001;05430;ADRADA (LA);DEHESA HOYUELAS;2
0500201002;05430;ADRADA (LA);CABILDO (EL);3
0500201002;05430;ADRADA (LA);CASTAÑAREJO (EL);3
0500201001;05430;ADRADA (LA);MIGUELESA (LA);2
0500201001;05430;ADRADA (LA);VEGAS (LAS);2
0500201002;05430;ADRADA (LA);PIEDRA DEL CABALLO;3
0500201001;05430;ADRADA (LA);SINAI (EL);2
0500201002;05430;ADRADA (LA);VIÑA CHICA;3
0500201002;05430;ADRADA (LA);SAN RIPOLL;3
0500201002;05430;ADRADA (LA);SIERRA DE AGUAS;3
0500201001;05430;ADRADA (LA);GORRONERAS (LAS);2
0500201001;05430;ADRADA (LA);RETUERTA (LA);2
0500201001;05430;ADRADA (LA);ZAMARRUO;2
0500201001;05430;ADRADA (LA);VERDUGALES;2
0500201001;05430;ADRADA (LA);CANTO DEL TESORO;2
0500201002;05430;ADRADA (LA);PINARA (LA);3
0500201001;05430;ADRADA (LA);FONTARRON;2
0500201002;05430;ADRADA (LA);MONTBLANCO;3
0500201002;05430;ADRADA (LA);ERILLAS;3
0500201001;05430;ADRADA (LA);LA RESINERA;2
0500501001;05358;ALBORNOS;ERMITA;4
0500501001;05358;ALBORNOS;ERMITA;4
0500501001;05358;ALBORNOS;CALZADA VIEJA;4
0500501001;05358;ALBORNOS;CALZADA VIEJA;4
0500501001;05358;ALBORNOS;CALZADA VIEJA;4
0500501001;05358;ALBORNOS;CALLEJON;4
0500501001;05358;ALBORNOS;CALLEJON;4
0500501001;05358;ALBORNOS;HOSPITAL;4
0500501001;05358;ALBORNOS;HOSPITAL;4
0500501001;05358;ALBORNOS;BARRANCO;4
0500501001;05358;ALBORNOS;BARRANCO;4
0500501001;05358;ALBORNOS;VICTORIA (DE LA);4
0500501001;05358;ALBORNOS;ALEGRIA;4
0500501001;05358;ALBORNOS;ALEGRIA;4
0500501001;05358;ALBORNOS;SANTO TOME;4
0500501001;05358;ALBORNOS;SANTO TOME;4
0500501001;05358;ALBORNOS;CAMINO DE SAN JUAN;4
0500501001;05358;ALBORNOS;CAMINO DE SAN JUAN;4
0500501001;05358;ALBORNOS;AVILA;4
0500501001;05358;ALBORNOS;AVILA;4
0500501001;05358;ALBORNOS;AYUNTAMIENTO;4
0500501001;05358;ALBORNOS;SAN MIGUEL;4
0500501001;05358;ALBORNOS;SAN MIGUEL;4
0500501001;05358;ALBORNOS;CALLEJILLA;4
0500501001;05358;ALBORNOS;FRAGUA;4
0500501001;05358;ALBORNOS;FRAGUA;4
0500501001;05358;ALBORNOS;CANALIZAS;4
0500501001;05358;ALBORNOS;POZO HOSPITAL;4
0500501001;05358;ALBORNOS;CONSTITUCION (DE LA);4
0500501001;05358;ALBORNOS;CONSTITUCION (DE LA);4
0500501001;05358;ALBORNOS;IGLESIA;4
0500501001;05358;ALBORNOS;IGLESIA;4
0500501001;05358;ALBORNOS;IGLESIA;4
0500501001;05358;ALBORNOS;ESPAÑA (DE);4
0500501001;05358;ALBORNOS;ESPAÑA (DE);4
0500501001;05358;ALBORNOS;REINA SOFIA;4
0500501001;05358;ALBORNOS;ERAS EMPADRADAS;4
0500501001;05358;ALBORNOS;DEHESA BLASQUETILLA;4
0500501001;05358;ALBORNOS;CASERIO MACHACONES;4
0500501001;05358;ALBORNOS;CASERIO ORTIGOSA;4
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;ALAMILLO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;ALAMILLO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;CONVENTO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;CONVENTO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;CHORRO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;CHORRO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;FRAGUA;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;FRAGUA;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;HERRENALES;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;HERRENALES;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;IGLESIA;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;IGLESIA;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;PUENTE;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;PUENTE;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;TORRE;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;CONVENTO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;CONVENTO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;SOLANILLO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;CONSTITUCION;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;ALAMILLO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;ALAMILLO;5
0500701001;05580;ALDEANUEVA DE SANTA CRUZ;AVELLANEDA (DE);5
0500801001;05212;ALDEASECA;MESONES;6
0500801001;05212;ALDEASECA;MESONES;6
0500801001;05212;ALDEASECA;POZO;6
0500801001;05212;ALDEASECA;POZO;6
0500801001;05212;ALDEASECA;CALVARIO;6
0500801001;05212;ALDEASECA;CALVARIO;6
0500801001;05212;ALDEASECA;VILLANUEVA;6
0500801001;05212;ALDEASECA;VILLANUEVA;6
0500801001;05212;ALDEASECA;LARGA;6
0500801001;05212;ALDEASECA;LARGA;6
0500801001;05212;ALDEASECA;GERARDO TOME;6
0500801001;05212;ALDEASECA;CONSTITUCION;6
0500801001;05212;ALDEASECA;CONSTITUCION;6
0500801001;05212;ALDEASECA;AMPARO;6
0500801001;05212;ALDEASECA;AMPARO;6
0500801001;05212;ALDEASECA;SINLABAJOS;6
0500801001;05212;ALDEASECA;SINLABAJOS;6
0500801001;05212;ALDEASECA;OLMO;6
0500801001;05212;ALDEASECA;OLMO;6
0500801001;05212;ALDEASECA;ESCUELAS;6
0500801001;05212;ALDEASECA;ESCUELAS;6
0500801001;05212;ALDEASECA;SINLABAJOS;6
0500801001;05212;ALDEASECA;SINLABAJOS;6
0500801001;05212;ALDEASECA;AREVALO MADRIGAL;6
