CUSEC;Periodo;DA;DH;DS;DD;IVST_pond;IVST_pond_grado;Seccion_id;cluster_k2
0508001001;2023;64,756;28,671;38,337;61,814;50,535;Alto;119;1
0508101001;2021;61,463;39,659;38,337;53,913;48,990;Alto;120;1
0508101001;2022;61,481;39,659;38,337;52,219;48,486;Alto;120;1
0508101001;2023;61,481;39,210;38,337;55,509;49,406;Alto;120;1
0508201001;2021;56,016;47,757;53,098;47,829;51,446;Alto;121;1
0508201001;2022;56,016;47,334;50,018;49,654;51,006;Alto;121;1
0508201001;2023;56,019;47,334;49,443;50,359;51,046;Alto;121;1
0508301001;2021;44,588;40,701;42,293;51,944;45,523;Medio-alto;122;1
0508301001;2022;44,564;40,701;38,534;50,839;44,058;Medio-alto;122;1
0508301001;2023;44,571;41,128;33,125;50,121;42,286;Medio-bajo;122;0
0508401001;2021;56,377;40,030;38,337;66,789;51,637;Alto;123;1
0508401001;2022;56,390;39,069;38,337;70,124;52,496;Alto;123;1
0508401001;2023;56,470;38,109;38,337;74,334;53,635;Alto;123;1
0508501001;2021;61,227;30,102;38,337;54,077;47,546;Medio-alto;124;1
0508501001;2022;61,212;30,102;38,337;53,547;47,384;Medio-alto;124;1
0508501001;2023;61,212;30,102;38,337;54,284;47,605;Medio-alto;124;1
0508601001;2021;62,939;22,544;38,337;57,064;47,737;Medio-alto;125;1
0508601001;2022;62,918;22,265;38,337;59,307;48,363;Alto;125;1
0508601001;2023;62,939;22,544;38,337;56,588;47,594;Medio-alto;125;1
0508701001;2021;54,497;29,369;43,802;44,549;44,535;Medio-alto;126;1
0508701001;2022;54,490;29,369;40,053;43,835;43,194;Medio-bajo;126;1
0508701001;2023;54,500;29,369;43,595;44,204;44,370;Medio-alto;126;1
0508801001;2021;56,358;24,040;38,337;46,864;43,256;Medio-bajo;127;1
0508801001;2022;56,004;24,040;38,337;46,013;42,912;Medio-bajo;127;1
0508801001;2023;55,894;24,040;38,337;44,069;42,301;Medio-bajo;127;1
0508901001;2021;49,691;44,052;47,354;52,851;49,092;Alto;128;1
0508901001;2022;49,695;44,052;43,032;53,594;48,019;Alto;128;1
0508901001;2023;49,697;44,052;40,455;53,394;47,187;Medio-alto;128;1
0509001001;2021;57,646;20,628;38,337;49,826;43,955;Medio-alto;129;1
0509001001;2022;57,693;20,105;38,337;51,617;44,425;Medio-alto;129;1
0509001001;2023;57,722;19,844;38,337;59,396;46,727;Medio-alto;129;1
0509201001;2021;56,354;30,707;41,527;45,021;44,659;Medio-alto;130;1
0509201001;2022;56,355;30,428;41,291;47,552;45,306;Medio-alto;130;1
0509201001;2023;56,366;30,149;41,549;49,169;45,829;Medio-alto;130;1
0509301001;2021;50,828;60,470;49,647;45,236;50,242;Alto;131;1
0509301001;2022;50,813;60,470;47,770;44,541;49,467;Alto;131;1
0509301001;2023;50,815;60,470;45,413;44,768;48,829;Alto;131;1
0509401001;2021;60,240;26,764;46,659;52,155;48,719;Alto;132;1
0509401001;2022;60,223;26,764;40,453;50,949;46,491;Medio-alto;132;1
0509401001;2023;60,209;26,764;38,151;50,399;45,632;Medio-alto;132;1
0509501001;2021;61,655;39,786;51,924;47,465;51,198;Alto;133;1
0509501001;2022;61,654;39,786;49,982;46,474;50,318;Alto;133;1
0509501001;2023;61,652;39,347;49,784;46,813;50,294;Alto;133;1
0509601001;2021;55,938;44,272;38,337;55,717;48,841;Alto;134;1
0509601001;2022;55,881;44,272;38,337;56,823;49,159;Alto;134;1
0509601001;2023;55,922;43,673;38,337;58,769;49,663;Alto;134;1
0509701001;2021;59,102;37,612;55,749;50,296;52,231;Alto;135;1
0509701001;2022;59,104;37,203;53,881;52,171;52,172;Alto;135;1
0509701001;2023;59,106;37,203;49,769;52,750;51,113;Alto;135;1
0509901001;2021;58,212;34,245;45,764;48,042;47,832;Medio-alto;136;1
0509901001;2022;58,215;34,245;42,886;48,370;47,067;Medio-alto;136;1
0509901001;2023;58,217;34,245;42,453;49,460;47,265;Medio-alto;136;1
0510001001;2021;50,513;41,462;46,536;53,180;48,763;Alto;137;1
0510001001;2022;50,519;41,462;43,310;54,031;48,052;Alto;137;1
0510001001;2023;50,522;41,462;41,711;54,511;47,716;Medio-alto;137;1
0510101001;2021;59,278;41,270;41,626;55,576;50,171;Alto;138;1
0510101001;2022;59,279;40,835;37,336;56,495;49,094;Alto;138;1
0510101001;2023;59,261;40,835;34,556;56,840;48,359;Alto;138;1
0510201001;2021;56,166;48,039;55,016;39,956;49,739;Alto;139;1
0510201001;2022;56,166;48,039;53,871;40,261;49,487;Alto;139;1
0510201001;2023;56,166;48,039;51,097;39,887;48,542;Alto;139;1
0510201002;2021;51,412;57,009;54,692;39,948;49,796;Alto;140;1
0510201002;2022;51,412;57,009;53,996;39,917;49,578;Alto;140;1
0510201002;2023;51,412;56,524;50,161;41,133;48,720;Alto;140;1
0510301001;2021;59,527;35,380;38,337;63,201;50,651;Alto;141;1
0510301001;2022;59,550;35,380;38,337;61,473;50,138;Alto;141;1
0510301001;2023;59,527;35,380;38,337;63,361;50,698;Alto;141;1
0510401001;2021;57,118;37,713;38,337;51,217;46,803;Medio-alto;142;1
0510401001;2022;57,189;37,215;38,337;53,535;47,441;Medio-alto;142;1
0510401001;2023;57,229;38,212;38,337;47,383;45,755;Medio-alto;142;1
0510501001;2021;52,622;36,393;39,624;45,331;44,101;Medio-alto;143;1
0510501001;2022;52,623;36,037;36,127;46,985;43,495;Medio-bajo;143;1
0510501001;2023;52,627;36,393;33,428;46,639;42,636;Medio-bajo;143;1
0510601001;2021;54,566;43,860;38,337;62,962;50,610;Alto;144;1
0510601001;2022;54,665;42,366;38,337;67,230;51,691;Alto;144;1
0510601001;2023;54,566;42,864;38,337;65,286;51,158;Alto;144;1
0510701001;2021;60,347;37,228;38,337;59,904;50,144;Alto;145;1
0510701001;2022;60,347;37,228;38,337;57,994;49,571;Alto;145;1
0510701001;2023;60,375;37,228;38,337;61,190;50,536;Alto;145;1
0510801001;2021;55,940;38,869;38,337;60,503;49,467;Alto;146;1
0510801001;2022;55,967;39,797;38,337;57,491;48,710;Alto;146;1
0510801001;2023;55,904;39,797;38,337;54,280;47,731;Medio-alto;146;1
0510901001;2021;63,037;35,383;45,101;39,029;46,306;Medio-alto;147;1
0510901001;2022;63,039;35,383;42,239;39,625;45,626;Medio-alto;147;1
0510901001;2023;63,041;35,383;39,543;39,978;44,924;Medio-alto;147;1
0511001001;2021;49,134;48,861;53,166;45,136;49,103;Alto;148;1
0511001001;2022;49,133;48,861;50,411;44,965;48,225;Alto;148;1
0511001001;2023;49,135;48,861;49,860;45,250;48,146;Alto;148;1
0511201001;2021;53,882;33,139;39,910;55,166;46,964;Medio-alto;149;1
0511201001;2022;53,897;34,070;36,873;49,409;44,470;Medio-alto;149;1
0511201001;2023;53,869;33,139;32,947;54,980;44,816;Medio-alto;149;1
0511301001;2021;56,502;36,850;38,337;66,022;50,961;Alto;150;1
0511301001;2022;56,468;36,850;38,337;66,127;50,984;Alto;150;1
0511301001;2023;56,445;36,373;38,337;66,769;51,099;Alto;150;1
0511401001;2021;51,112;34,460;50,165;41,947;45,581;Medio-alto;151;1
0511401001;2022;51,113;34,101;47,523;43,484;45,196;Medio-alto;151;1
0511401001;2023;51,116;33,743;45,326;45,390;45,055;Medio-alto;151;1
0511402001;2021;52,562;36,161;48,458;43,720;46,218;Medio-alto;152;1
0511402001;2022;52,565;36,570;46,165;43,019;45,382;Medio-alto;152;1
0511402001;2023;52,564;36,161;44,683;43,804;45,111;Medio-alto;152;1
0511501001;2021;53,038;65,428;42,728;48,884;50,557;Alto;153;1
0511501001;2022;53,034;65,967;41,349;47,075;49,681;Alto;153;1
0511501001;2023;53,031;65,428;40,119;48,015;49,512;Alto;153;1
0511601001;2021;60,674;36,167;38,337;67,180;52,249;Alto;154;1
0511601001;2022;60,657;36,167;38,337;65,430;51,720;Alto;154;1
0511601001;2023;60,661;36,555;38,337;63,819;51,295;Alto;154;1
0511701001;2021;60,909;24,623;42,200;45,724;45,298;Medio-alto;155;1
0511701001;2022;60,913;24,623;40,485;45,310;44,660;Medio-alto;155;1
0511701001;2023;60,914;24,623;40,561;45,509;44,743;Medio-alto;155;1
0511801001;2021;66,120;26,213;38,337;55,859;48,721;Alto;156;1
0511801001;2022;66,134;26,213;38,337;55,033;48,477;Alto;156;1
0511801001;2023;66,127;26,213;38,337;54,733;48,385;Alto;156;1
0511901001;2021;57,917;35,578;38,337;84,528;56,676;Alto;157;1
0511901001;2022;57,982;38,323;38,337;67,298;51,935;Alto;157;1
0511901001;2023;57,316;36,036;38,337;62,327;49,934;Alto;157;1
0512001001;2021;48,694;29,074;38,337;60,074;46,058;Medio-alto;158;1
0512001001;2022;48,874;28,549;38,337;59,252;45,778;Medio-alto;158;1
0512001001;2023;48,591;28,024;38,337;60,879;46,117;Medio-alto;158;1
0512101001;2021;41,735;28,292;38,578;37,281;37,435;Bajo;159;0
0512101001;2022;41,734;27,942;33,540;37,266;35,867;Bajo;159;0
0512101001;2023;41,727;27,942;33,797;38,034;36,172;Bajo;159;0
0512201001;2021;72,183;38,009;51,833;65,587;58,973;Alto;160;1
0512201001;2022;72,174;38,009;54,260;63,320;59,019;Alto;160;1
0512201001;2023;72,178;38,009;51,685;64,806;58,693;Alto;160;1
0512301001;2021;47,962;42,540;22,188;43,655;38,124;Bajo;161;0
0512301001;2022;47,980;42,540;28,643;44,961;40,457;Medio-bajo;161;0
0512301001;2023;47,966;42,540;24,963;45,204;39,423;Medio-bajo;161;0
0512401001;2021;58,712;36,958;38,337;64,216;50,988;Alto;162;1
0512401001;2022;58,737;36,592;38,337;67,267;51,854;Alto;162;1
0512401001;2023;58,775;36,226;38,337;67,436;51,860;Alto;162;1
0512501001;2021;60,000;38,961;38,337;42,618;45,131;Medio-alto;163;1
0512501001;2022;59,987;38,513;38,337;44,492;45,623;Medio-alto;163;1
0512501001;2023;60,022;38,961;38,337;45,004;45,852;Medio-alto;163;1
0512601001;2021;61,325;33,090;38,337;62,822;50,643;Alto;164;1
0512601001;2022;61,331;33,877;38,337;61,223;50,282;Alto;164;1
0512601001;2023;61,248;33,877;38,337;58,137;49,336;Alto;164;1
0512701001;2021;55,942;51,892;49,454;47,684;50,911;Alto;165;1
0512701001;2022;55,943;51,439;46,929;48,817;50,425;Alto;165;1
0512701001;2023;55,943;51,439;45,607;49,106;50,115;Alto;165;1
0512801001;2021;45,877;39,908;39,994;42,326;42,152;Medio-bajo;166;0
0512801001;2022;45,875;39,908;38,588;41,833;41,581;Medio-bajo;166;0
0512801001;2023;45,873;39,908;35,999;41,686;40,760;Medio-bajo;166;0
0512901001;2021;64,005;30,840;41,091;65,625;52,642;Alto;167;1
0512901001;2022;64,013;30,459;38,337;71,577;53,546;Alto;167;1
0512901001;2023;64,034;30,078;38,337;76,190;54,878;Alto;167;1
0513001001;2021;53,732;41,705;41,690;50,695;47,404;Medio-alto;168;1
0513001001;2022;53,716;41,182;42,352;52,851;48,167;Alto;168;1
0513001001;2023;53,723;41,182;40,077;53,352;47,637;Medio-alto;168;1
0513101001;2021;60,823;30,578;38,337;59,375;49,106;Alto;169;1
0513101001;2022;60,810;30,578;38,337;59,800;49,230;Alto;169;1
0513101001;2023;60,807;30,578;38,337;63,239;50,262;Alto;169;1
0513201001;2021;45,038;44,365;49,803;47,806;47,197;Medio-alto;170;1
0513201001;2022;45,038;44,365;45,010;48,032;45,827;Medio-alto;170;1
0513201001;2023;45,039;43,921;44,631;48,634;45,828;Medio-alto;170;1
0513301001;2021;49,255;31,465;38,337;60,045;46,548;Medio-alto;171;1
0513301001;2022;49,255;31,112;38,337;60,279;46,565;Medio-alto;171;1
0513301001;2023;49,290;31,112;38,337;60,867;46,751;Medio-alto;171;1
0513401001;2021;56,718;26,633;38,337;46,546;43,640;Medio-bajo;172;1
0513401001;2022;56,685;26,990;38,337;47,073;43,843;Medio-alto;172;1
0513401001;2023;56,718;26,990;38,337;47,999;44,129;Medio-alto;172;1
0513501001;2021;47,500;42,847;41,085;45,670;44,329;Medio-alto;173;1
0513501001;2022;47,481;42,847;39,047;43,687;43,118;Medio-bajo;173;1
0513501001;2023;47,474;44,313;37,194;39,654;41,570;Medio-bajo;173;0
0513601001;2021;54,116;30,420;38,337;54,894;46,061;Medio-alto;174;1
0513601001;2022;54,125;30,420;38,337;54,704;46,007;Medio-alto;174;1
0513601001;2023;54,134;30,420;38,337;54,267;45,878;Medio-alto;174;1
0513801001;2021;51,337;40,518;37,843;43,488;43,311;Medio-bajo;175;1
0513801001;2022;51,342;40,149;35,370;44,189;42,725;Medio-bajo;175;1
0513801001;2023;51,346;40,149;35,650;43,897;42,723;Medio-bajo;175;1
0513901001;2021;53,111;26,863;38,337;49,556;43,675;Medio-bajo;176;1
0513901001;2022;53,103;26,590;38,337;51,253;44,141;Medio-alto;176;1
0513901001;2023;53,120;26,863;38,337;53,004;44,712;Medio-alto;176;1
0514001001;2021;55,081;25,753;44,631;46,054;44,839;Medio-alto;177;1
0514001001;2022;55,078;25,753;40,662;45,127;43,369;Medio-bajo;177;1
0514001001;2023;55,067;26,001;37,500;43,001;41,817;Medio-bajo;177;0
0514101001;2021;45,534;40,071;38,337;48,693;43,503;Medio-bajo;178;1
0514101001;2022;45,544;40,071;44,252;46,583;44,647;Medio-alto;178;1
0514101001;2023;45,524;40,071;37,381;46,216;42,471;Medio-bajo;178;1
0514201001;2021;61,494;28,141;38,337;65,165;50,645;Alto;179;1
0514201001;2022;61,501;27,857;38,337;58,795;48,694;Alto;179;1
0514201001;2023;61,505;28,141;38,337;58,233;48,569;Alto;179;1
0514301001;2021;55,765;43,194;38,337;58,310;49,415;Alto;180;1
0514301001;2022;55,839;43,194;38,337;63,307;50,932;Alto;180;1
0514301001;2023;55,865;43,194;38,337;63,282;50,931;Alto;180;1
0514401001;2021;66,742;32,536;38,337;57,739;50,389;Alto;181;1
0514401001;2022;66,773;32,536;38,337;57,825;50,422;Alto;181;1
0514401001;2023;66,777;31,659;38,337;59,130;50,683;Alto;181;1
0514501001;2021;53,373;26,054;38,337;64,927;48,231;Alto;182;1
0514501001;2022;53,320;25,542;38,337;68,666;49,262;Alto;182;1
0514501001;2023;53,401;26,054;38,337;69,051;49,475;Alto;182;1
0514701001;2021;62,113;30,772;40,401;46,115;46,099;Medio-alto;183;1
0514701001;2022;62,122;30,105;38,097;50,259;46,553;Medio-alto;183;1
0514701001;2023;62,130;30,438;35,789;46,996;44,934;Medio-alto;183;1
0514801001;2021;55,064;41,901;38,337;55,765;48,282;Alto;184;1
0514801001;2022;54,796;41,347;38,337;58,831;49,052;Alto;184;1
0514801001;2023;54,895;40,239;38,337;60,058;49,278;Alto;184;1
0514901001;2021;56,222;27,690;40,308;61,361;48,710;Alto;185;1
0514901001;2022;56,219;28,007;43,812;58,624;48,986;Alto;185;1
0514901001;2023;56,198;28,007;38,795;59,000;47,589;Medio-alto;185;1
0515101001;2021;65,802;35,762;38,337;52,079;48,940;Alto;186;1
0515101001;2022;65,802;35,762;38,337;51,451;48,751;Alto;186;1
0515101001;2023;65,796;35,762;38,337;49,569;48,185;Alto;186;1
0515201001;2021;58,356;34,859;39,397;42,730;44,456;Medio-alto;187;1
0515201001;2022;58,357;34,859;36,358;42,358;43,433;Medio-bajo;187;1
0515201001;2023;58,358;34,605;32,298;44,017;42,675;Medio-bajo;187;1
0515301001;2021;61,994;39,887;38,337;63,668;52,083;Alto;188;1
0515301001;2022;61,970;39,887;38,337;63,465;52,016;Alto;188;1
0515301001;2023;61,976;38,925;38,337;66,877;52,897;Alto;188;1
0515401001;2021;57,183;30,174;38,337;44,931;43,803;Medio-alto;189;1
0515401001;2022;57,110;30,174;38,337;43,344;43,308;Medio-bajo;189;1
0515401001;2023;57,067;28,080;38,337;54,683;46,385;Medio-alto;189;1
0515501001;2021;59,575;33,177;38,337;50,084;46,397;Medio-alto;190;1
0515501001;2022;59,584;33,177;38,337;47,018;45,479;Medio-alto;190;1
0515501001;2023;59,521;32,760;38,337;47,386;45,511;Medio-alto;190;1
0515601001;2021;60,554;56,071;42,662;42,191;49,005;Alto;191;1
0515601001;2022;60,552;55,555;39,960;44,150;48,704;Alto;191;1
0515601001;2023;60,554;55,555;38,755;44,663;48,497;Alto;191;1
0515701001;2021;63,149;49,145;35,941;57,464;51,180;Alto;192;1
0515701001;2022;63,152;49,145;33,993;57,994;50,756;Alto;192;1
0515701001;2023;63,151;49,145;31,841;61,468;51,152;Alto;192;1
0515801001;2021;50,842;43,966;46,067;56,595;50,104;Alto;193;1
0515801001;2022;50,840;43,966;44,121;55,659;49,239;Alto;193;1
0515801001;2023;50,838;44,426;42,114;54,907;48,480;Alto;193;1
0515901001;2021;65,897;38,748;53,443;68,896;58,988;Alto;194;1
0515901001;2022;65,899;38,748;52,513;67,452;58,276;Alto;194;1
0515901001;2023;65,905;38,748;50,352;66,315;57,289;Alto;194;1
0516001001;2021;58,651;27,993;42,371;56,123;48,410;Alto;195;1
0516001001;2022;58,653;27,993;40,519;55,606;47,700;Medio-alto;195;1
0516001001;2023;58,651;27,993;37,595;54,557;46,507;Medio-alto;195;1
0516101001;2021;52,595;58,402;51,254;41,460;49,723;Alto;196;1
0516101001;2022;52,595;58,933;49,627;39,461;48,715;Alto;196;1
0516101001;2023;52,594;58,933;48,734;39,306;48,400;Alto;196;1
0516201001;2021;63,126;37,044;38,337;58,523;50,396;Alto;197;1
0516201001;2022;63,149;37,044;38,337;58,028;50,253;Alto;197;1
0516201001;2023;63,141;37,044;38,337;58,777;50,476;Alto;197;1
0516301001;2021;51,414;57,807;49,096;50,357;51,360;Alto;198;1
0516301001;2022;51,414;57,807;46,068;50,495;50,493;Alto;198;1
0516301001;2023;51,413;57,807;45,267;50,209;50,167;Alto;198;1
0516301002;2021;51,543;60,250;49,406;44,715;50,160;Alto;199;1
0516301002;2022;51,543;60,250;47,824;44,179;49,524;Alto;199;1
0516301002;2023;51,542;60,250;45,100;44,526;48,811;Alto;199;1
0516401001;2021;61,033;44,156;38,337;49,393;48,201;Alto;200;1
0516401001;2022;60,910;43,664;38,337;55,072;49,800;Alto;200;1
0516401001;2023;60,390;44,156;38,337;59,179;50,976;Alto;200;1
0516501001;2021;47,375;39,208;39,448;47,081;43,684;Medio-bajo;201;1
0516501001;2022;47,368;39,208;34,534;46,030;41,892;Medio-bajo;201;0
0516501001;2023;47,367;39,208;33,051;46,380;41,552;Medio-bajo;201;0
0516601001;2021;52,522;41,525;52,243;56,137;51,873;Alto;202;1
0516601001;2022;52,558;42,016;45,438;51,962;48,662;Alto;202;1
0516601001;2023;52,517;42,016;36,527;52,908;46,262;Medio-alto;202;1
0516701001;2021;55,688;42,739;40,963;51,764;48,151;Alto;203;1
0516701001;2022;55,681;43,168;38,412;49,277;46,702;Medio-alto;203;1
0516701001;2023;55,675;43,168;35,091;50,445;46,055;Medio-alto;203;1
0516801001;2021;50,562;46,761;52,615;39,241;47,212;Medio-alto;204;1
0516801001;2022;50,564;46,761;48,101;37,734;45,406;Medio-alto;204;1
0516801001;2023;50,561;47,287;49,427;36,178;45,415;Medio-alto;204;1
0516801002;2021;48,672;56,395;51,794;35,840;46,917;Medio-alto;205;1
0516801002;2022;48,672;56,999;48,130;34,122;45,394;Medio-alto;205;1
0516801002;2023;48,672;56,999;49,614;33,991;45,799;Medio-alto;205;1
0516802001;2021;49,336;54,450;45,101;33,730;44,151;Medio-alto;206;1
0516802001;2022;49,335;54,857;42,016;32,548;42,932;Medio-bajo;206;1
0516802001;2023;49,335;54,857;40,577;32,146;42,379;Medio-bajo;206;1
0516802002;2021;52,380;51,569;49,942;35,795;46,551;Medio-alto;207;1
0516802002;2022;52,379;51,569;46,584;35,882;45,570;Medio-alto;207;1
0516802002;2023;52,379;51,134;45,627;36,650;45,448;Medio-alto;207;1
0516901001;2021;54,386;41,526;47,234;56,813;51,040;Alto;208;1
0516901001;2022;54,389;41,526;44,430;56,872;50,217;Alto;208;1
0516901001;2023;54,390;41,526;46,969;57,609;51,200;Alto;208;1
0517001001;2021;54,957;31,332;38,337;61,050;48,255;Alto;209;1
0517001001;2022;54,924;30,375;38,337;66,100;49,618;Alto;209;1
0517001001;2023;54,957;30,375;38,337;69,380;50,611;Alto;209;1
0517101001;2021;54,599;38,678;38,337;71,595;52,431;Alto;210;1
0517101001;2022;54,599;39,146;38,337;64,526;50,381;Alto;210;1
0517101001;2023;54,617;39,146;38,337;62,138;49,669;Alto;210;1
0517201001;2021;51,293;43,201;46,324;35,772;43,933;Medio-alto;211;1
0517201001;2022;51,309;43,201;42,697;34,952;42,602;Medio-bajo;211;1
0517201001;2023;51,296;42,836;39,073;36,682;41,976;Medio-bajo;211;0
0517301001;2021;51,924;38,599;38,337;54,744;46,695;Medio-alto;212;1
0517301001;2022;51,915;39,582;38,337;51,437;45,848;Medio-alto;212;1
0517301001;2023;51,869;39,582;38,337;49,966;45,396;Medio-alto;212;1
0517401001;2021;57,610;24,235;38,337;44,057;42,756;Medio-bajo;213;1
0517401001;2022;57,561;23,801;38,337;46,562;43,430;Medio-bajo;213;1
0517401001;2023;57,610;24,235;38,337;45,004;43,040;Medio-bajo;213;1
0517501001;2021;56,507;33,354;45,192;49,555;47,554;Medio-alto;214;1
0517501001;2022;56,517;33,029;36,338;53,022;45,891;Medio-alto;214;1
0517501001;2023;56,537;32,705;33,186;55,600;45,676;Medio-alto;214;1
0517601001;2021;51,584;39,292;38,028;48,242;44,671;Medio-alto;215;1
0517601001;2022;51,576;39,739;35,902;47,241;43,797;Medio-alto;215;1
0517601001;2023;51,582;39,739;35,149;46,598;43,380;Medio-bajo;215;1
0517701001;2021;56,522;31,735;38,356;49,381;45,212;Medio-alto;216;1
0517701001;2022;56,526;31,735;35,554;45,581;43,232;Medio-bajo;216;1
0517701001;2023;56,526;31,735;31,599;47,010;42,475;Medio-bajo;216;1
0517801001;2021;55,141;24,655;38,961;43,407;42,194;Medio-bajo;217;0
0517801001;2022;55,141;24,655;37,764;43,628;41,901;Medio-bajo;217;0
0517801001;2023;55,135;24,406;36,559;44,373;41,724;Medio-bajo;217;0
0517901001;2021;56,112;32,420;42,250;49,865;46,525;Medio-alto;218;1
0517901001;2022;56,107;32,420;38,287;49,599;45,256;Medio-alto;218;1
0517901001;2023;56,114;32,073;36,718;51,996;45,453;Medio-alto;218;1
0518001001;2021;56,666;26,556;38,337;61,366;48,061;Alto;219;1
0518001001;2022;56,691;25,963;38,337;64,435;48,899;Alto;219;1
0518001001;2023;56,719;25,963;38,337;59,242;47,348;Medio-alto;219;1
0518101001;2021;76,016;31,249;38,337;66,854;55,249;Alto;220;1
0518101001;2022;75,986;31,618;38,337;65,435;54,871;Alto;220;1
0518101001;2023;76,028;31,249;38,337;66,833;55,245;Alto;220;1
0518201001;2021;53,444;48,312;53,281;54,014;52,796;Alto;221;1
0518201001;2022;53,445;48,312;50,238;54,012;51,883;Alto;221;1
0518201001;2023;53,445;48,312;48,263;53,654;51,183;Alto;221;1
0518301001;2021;62,756;31,743;43,446;51,902;49,055;Alto;222;1
0518301001;2022;62,753;31,743;43,592;50,783;48,763;Alto;222;1
0518301001;2023;62,760;31,379;41,471;54,566;49,208;Alto;222;1
0518401001;2021;57,786;46,327;41,799;53,352;49,941;Alto;223;1
0518401001;2022;57,783;46,850;36,499;50,403;47,544;Medio-alto;223;1
0518401001;2023;57,777;46,327;37,338;50,278;47,678;Medio-alto;223;1
0518501001;2021;51,534;36,914;45,165;49,071;46,692;Medio-alto;224;1
0518501001;2022;51,553;36,536;45,742;49,899;47,061;Medio-alto;224;1
0518501001;2023;51,566;36,159;44,683;51,430;47,149;Medio-alto;224;1
0518601001;2021;54,847;53,801;41,577;44,851;47,710;Medio-alto;225;1
0518601001;2022;54,848;53,801;38,473;44,211;46,587;Medio-alto;225;1
0518601001;2023;54,848;53,316;35,447;44,979;45,837;Medio-alto;225;1
0518701001;2021;55,852;52,051;50,114;42,271;49,486;Alto;226;1
0518701001;2022;55,852;52,051;48,007;42,261;48,851;Alto;226;1
0518701001;2023;55,852;51,537;44,817;43,495;48,187;Alto;226;1
0518702001;2021;56,257;49,974;50,659;45,471;50,399;Alto;227;1
0518702001;2022;56,257;49,974;48,153;45,534;49,667;Alto;227;1
0518702001;2023;56,257;49,974;46,002;45,318;48,956;Alto;227;1
0518801001;2021;57,792;44,560;38,337;58,116;50,068;Alto;228;1
0518801001;2022;57,730;43,447;38,337;57,443;49,684;Alto;228;1
0518801001;2023;57,855;44,004;38,337;56,493;49,514;Alto;228;1
0518901001;2021;54,119;41,511;58,228;52,734;53,045;Alto;229;1
0518901001;2022;54,111;41,511;54,441;50,428;51,215;Alto;229;1
