Provincia;CMuni;Periodo;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia
Avila;05081;2023;0;0;0;1;4;1;0;0;2;2;1;6;4;4;1;0;5;5;3;1;1;2;23;16;8,000;0,783
Avila;05082;2021;0;11;12;26;30;26;16;25;30;28;32;48;43;50;36;46;47;27;23;17;4;55;322;200;3,636;0,792
Avila;05082;2022;0;7;13;25;28;21;21;21;30;32;31;48;40;55;40;48;42;27;27;17;2;51;321;203;3,980;0,791
Avila;05082;2023;0;5;12;22;28;20;23;18;23;30;34;39;43;50;42;46;43;29;24;16;1;45;302;201;4,467;0,815
Avila;05083;2021;0;2;3;5;2;2;4;5;9;8;10;8;8;14;12;15;14;10;8;5;3;10;70;67;6,700;1,100
Avila;05083;2022;1;2;6;4;4;1;7;6;12;10;7;12;7;11;14;15;12;14;6;4;2;13;76;68;5,231;1,066
Avila;05083;2023;0;3;6;4;5;1;6;7;13;8;9;11;6;10;15;14;13;11;7;3;2;14;75;65;4,643;1,053
Avila;05084;2021;0;3;0;0;0;2;2;0;3;2;2;1;7;4;4;1;3;11;9;5;3;3;23;36;12,000;1,696
Avila;05084;2022;0;3;0;0;0;1;3;0;2;3;1;3;4;7;3;2;3;6;12;5;2;3;24;33;11,000;1,500
Avila;05084;2023;0;0;0;0;0;0;2;0;2;2;2;4;4;5;5;2;1;6;9;3;3;0;21;29;inf;1,381
Avila;05085;2021;0;1;3;3;0;0;0;1;2;5;4;0;0;4;4;2;5;5;2;0;1;7;16;19;2,714;1,625
Avila;05085;2022;0;0;3;4;0;1;0;2;1;5;4;1;1;4;2;4;4;6;1;1;0;7;19;18;2,571;1,316
Avila;05085;2023;0;0;3;4;0;1;0;1;1;5;4;1;1;4;1;5;5;5;2;1;0;7;18;19;2,714;1,444
Avila;05086;2021;0;0;0;0;0;0;2;0;4;1;8;9;9;3;4;10;6;4;7;7;0;0;36;38;inf;1,056
Avila;05086;2022;0;0;0;0;1;1;2;1;2;3;7;10;12;4;2;12;5;3;5;6;2;0;43;35;inf;0,814
Avila;05086;2023;0;0;0;0;1;1;2;1;2;3;6;10;12;4;3;10;4;5;4;3;3;0;42;32;inf;0,762
Avila;05087;2021;0;3;5;5;8;3;5;5;7;6;17;20;18;16;14;9;6;10;8;4;0;15;103;51;3,400;0,641
Avila;05087;2022;0;4;3;5;9;3;5;8;6;8;14;23;17;16;15;11;3;9;10;4;1;14;107;53;3,786;0,626
Avila;05087;2023;0;2;4;4;7;4;3;4;7;7;15;21;18;20;11;13;4;7;10;5;1;11;105;51;4,636;0,590
Avila;05088;2021;0;0;0;0;2;0;1;2;3;2;0;2;5;2;0;1;2;2;2;0;0;0;19;7;inf;0,368
Avila;05088;2022;0;0;0;0;1;2;1;2;2;4;3;1;5;5;0;1;1;3;2;0;0;0;26;7;inf;0,269
Avila;05088;2023;0;0;0;0;2;2;1;1;3;4;3;1;4;5;2;1;2;2;3;0;0;0;26;10;inf;0,385
Avila;05089;2021;0;8;11;13;18;23;20;21;20;24;36;52;49;39;41;34;29;26;36;20;6;36;298;192;5,333;0,765
Avila;05089;2022;1;4;8;10;15;23;21;19;16;15;33;51;53;42;41;37;27;28;31;21;7;25;285;193;7,720;0,765
Avila;05089;2023;3;3;7;10;14;21;22;19;18;13;32;49;47;53;36;38;25;27;30;19;3;23;285;181;7,870;0,716
Avila;05090;2021;2;2;3;2;0;1;4;3;2;4;5;8;6;4;5;10;5;3;3;2;0;7;37;30;4,286;1,000
Avila;05090;2022;0;2;2;1;0;1;4;2;1;5;4;7;5;5;5;7;7;3;3;2;0;5;34;27;5,400;0,941
Avila;05090;2023;0;0;1;0;0;1;4;2;1;4;5;7;4;5;6;5;9;3;3;2;0;1;33;28;28,000;0,879
Avila;05092;2021;0;4;3;1;4;3;7;13;15;5;6;15;10;21;13;5;10;12;4;4;0;9;98;48;5,333;0,582
Avila;05092;2022;0;4;4;2;4;2;7;9;16;6;6;12;10;18;16;7;8;11;6;6;0;11;89;54;4,909;0,730
Avila;05092;2023;0;4;3;1;3;3;3;8;15;9;5;10;11;20;11;11;8;9;8;5;0;9;86;52;5,778;0,709
Avila;05093;2021;0;10;18;12;8;16;20;27;25;40;32;36;41;33;34;32;26;14;18;7;3;42;276;134;3,190;0,638
Avila;05093;2022;0;17;25;20;13;18;22;25;29;44;39;39;47;41;41;28;28;13;13;13;2;65;314;138;2,123;0,646
Avila;05093;2023;0;9;19;25;16;18;16;28;22;43;44;44;43;43;44;27;26;19;6;16;2;56;314;140;2,500;0,624
Avila;05094;2021;0;1;3;2;1;7;5;3;9;7;11;9;15;6;6;4;12;10;11;7;2;6;73;52;8,667;0,795
Avila;05094;2022;0;3;4;2;2;6;6;2;9;10;8;11;13;10;6;8;8;11;12;7;3;9;77;55;6,111;0,831
Avila;05094;2023;0;4;8;3;3;4;8;1;8;14;7;14;12;11;4;8;8;8;12;9;5;16;81;54;3,375;0,864
Avila;05095;2021;0;8;7;5;5;9;17;15;18;13;13;20;28;26;28;11;7;12;16;7;0;21;163;81;3,857;0,626
Avila;05095;2022;0;9;5;5;2;12;9;18;23;17;13;15;30;30;28;13;6;9;15;9;0;19;169;80;4,211;0,586
Avila;05095;2023;0;11;4;8;4;10;7;14;22;19;14;15;31;36;27;14;8;9;12;9;0;24;171;79;3,292;0,602
Avila;05096;2021;0;0;4;2;1;2;5;4;5;2;4;6;5;11;12;2;4;2;2;3;1;6;45;26;4,333;0,711
Avila;05096;2022;0;0;4;2;1;2;4;9;4;2;4;3;7;11;16;4;5;4;2;4;1;6;47;36;6,000;0,894
Avila;05096;2023;0;2;2;1;1;3;3;6;3;5;3;1;8;8;13;7;5;2;2;4;1;5;41;34;6,800;0,951
Avila;05097;2021;1;12;13;9;8;19;25;20;23;24;38;32;43;36;32;31;42;32;42;12;1;36;266;193;5,361;0,861
Avila;05097;2022;1;9;12;13;6;21;23;17;22;25;39;29;36;39;36;23;42;28;41;18;2;35;256;191;5,457;0,883
Avila;05097;2023;1;7;6;13;8;20;17;23;17;25;30;33;35;38;37;29;37;27;36;20;5;28;244;192;6,857;0,902
Avila;05099;2021;0;5;7;13;20;8;21;20;28;27;33;40;44;37;36;47;35;30;27;5;2;29;274;182;6,276;0,770
Avila;05099;2022;0;5;8;13;18;10;20;17;27;30;23;45;41;41;31;44;40;23;26;6;2;30;268;172;5,733;0,754
Avila;05099;2023;0;6;9;12;16;12;17;11;29;26;23;43;42;36;37;40;37;26;22;9;1;30;252;172;5,733;0,802
Avila;05100;2021;0;1;2;6;10;10;11;9;9;13;19;27;27;20;20;25;28;13;21;6;3;11;153;116;10,545;0,830
Avila;05100;2022;0;1;1;5;8;10;12;10;11;12;14;20;34;22;19;21;23;16;19;8;3;9;151;109;12,111;0,781
Avila;05100;2023;0;0;1;5;8;6;16;10;7;15;11;22;28;28;22;22;21;15;18;6;4;8;149;108;13,500;0,779
Avila;05101;2021;0;1;3;4;4;11;13;7;7;18;16;27;23;26;27;29;26;12;14;3;2;9;151;113;12,556;0,808
Avila;05101;2022;0;2;1;4;3;10;15;10;5;17;13;28;21;28;32;26;26;11;13;5;2;8;149;115;14,375;0,826
Avila;05101;2023;0;1;3;4;7;13;15;12;9;11;19;41;23;41;39;25;32;14;13;8;0;9;190;131;14,556;0,737
Avila;05102;2021;1;87;105;107;94;100;95;96;132;161;153;179;159;152;145;131;96;70;58;26;7;318;1302;534;1,679;0,654
Avila;05102;2022;1;87;100;110;92;104;96;100;124;151;162;177;158;162;145;128;100;77;53;31;9;315;1308;544;1,727;0,657
Avila;05102;2023;2;86;105;105;100;91;102;85;126;154;172;171;155;162;153;129;97;79;49;30;11;316;1298;550;1,741;0,667
Avila;05103;2021;0;0;1;0;0;1;1;3;2;5;4;2;7;7;3;5;6;4;9;2;0;1;32;29;29,000;0,938
Avila;05103;2022;0;0;1;0;0;1;0;4;2;5;2;4;7;7;4;5;5;3;8;1;0;1;32;26;26,000;0,844
Avila;05103;2023;0;0;1;0;0;1;1;4;3;5;1;5;4;8;7;3;6;3;8;2;0;1;32;29;29,000;0,938
Avila;05104;2021;0;1;1;0;0;1;1;0;0;1;0;5;3;4;2;2;3;1;6;1;0;2;15;15;7,500;1,133
Avila;05104;2022;0;1;1;0;0;1;1;0;0;1;0;4;2;5;3;2;3;1;4;1;0;2;14;14;7,000;1,143
Avila;05104;2023;0;0;2;0;0;1;1;0;0;1;0;3;3;5;3;2;2;1;4;1;0;2;14;13;6,500;1,071
Avila;05105;2021;1;5;8;18;18;18;20;16;13;21;19;44;39;34;24;31;14;16;11;7;1;35;238;105;3,000;0,588
Avila;05105;2022;1;4;9;12;21;15;22;18;10;25;16;38;42;35;27;28;17;16;10;7;3;29;238;109;3,759;0,580
Avila;05105;2023;1;6;5;9;16;17;21;15;10;13;24;35;41;37;27;22;22;15;15;7;3;23;226;112;4,870;0,597
Avila;05106;2021;0;0;0;0;0;0;1;1;0;1;4;3;3;1;1;3;0;2;4;2;0;0;14;12;inf;0,857
Avila;05106;2022;0;0;0;0;0;0;1;1;0;1;2;4;2;2;1;1;2;2;4;1;0;0;13;11;inf;0,846
Avila;05106;2023;0;0;0;0;0;1;1;0;1;0;2;2;4;1;2;3;2;2;3;2;0;0;12;14;inf;1,167
Avila;05107;2021;0;0;0;0;0;3;4;1;1;1;1;6;5;4;2;2;3;4;9;2;0;0;26;22;inf;0,846
Avila;05107;2022;0;0;0;0;0;2;4;2;0;2;2;6;5;3;3;2;2;4;9;2;0;0;26;22;inf;0,846
Avila;05107;2023;0;0;0;0;0;2;4;2;0;1;2;2;9;3;3;1;3;3;7;3;1;0;25;21;inf;0,840
Avila;05108;2021;0;1;0;0;1;1;0;2;3;3;1;2;9;1;1;3;3;6;2;1;0;1;23;16;16,000;0,739
Avila;05108;2022;0;0;0;1;0;1;0;2;2;3;1;2;5;4;2;3;2;4;4;2;0;1;20;17;17,000;0,900
Avila;05108;2023;0;1;2;1;0;1;0;1;3;3;3;1;6;4;2;2;2;5;4;2;0;4;22;17;4,250;0,955
Avila;05109;2021;0;16;7;13;19;28;34;33;19;27;35;32;45;47;31;28;12;17;17;10;2;40;315;117;2,925;0,498
Avila;05109;2022;0;16;8;11;14;26;38;30;21;25;31;34;48;40;35;30;14;16;16;7;3;38;304;121;3,184;0,523
Avila;05109;2023;0;15;10;13;12;19;34;32;19;26;31;34;37;40;43;28;19;13;19;7;0;40;282;129;3,225;0,599
Avila;05110;2021;1;27;22;28;43;37;38;45;39;57;77;59;59;73;72;60;41;37;23;11;4;86;518;249;2,895;0,647
Avila;05110;2022;1;22;26;29;44;31;38;44;40;51;81;66;57;72;75;64;49;32;25;9;3;86;515;258;3,000;0,668
Avila;05110;2023;0;21;31;25;42;30;37;40;40;52;69;69;58;71;72;63;51;34;22;10;1;85;500;253;2,976;0,676
Avila;05112;2021;0;0;8;4;4;4;3;5;7;3;16;7;8;8;1;3;9;7;8;2;2;13;64;32;2,462;0,703
Avila;05112;2022;0;0;6;4;1;4;6;3;7;4;15;7;9;8;0;3;7;7;4;5;1;10;64;27;2,700;0,578
Avila;05112;2023;0;2;8;9;1;6;4;5;10;7;14;6;8;9;1;2;8;5;6;5;1;19;70;28;1,474;0,671
Avila;05113;2021;0;0;2;1;0;0;1;2;2;0;1;6;5;5;6;6;12;3;4;1;1;3;22;33;11,000;1,636
Avila;05113;2022;0;0;1;2;0;0;0;3;4;1;2;4;7;3;8;4;12;5;3;2;1;3;24;35;11,667;1,583
Avila;05113;2023;0;2;1;2;0;0;0;3;4;2;3;4;7;2;5;4;8;10;3;3;2;5;25;35;7,000;1,600
Avila;05114;2021;0;32;22;42;49;56;77;79;81;72;97;121;131;117;104;79;83;55;52;26;6;106;870;405;3,821;0,587
Avila;05114;2022;0;22;27;39;48;53;73;70;80;76;87;108;134;129;106;90;77;55;50;25;6;98;848;409;4,173;0,598
Avila;05114;2023;1;22;25;33;44;58;71;63;82;71;85;108;127;132;103;107;70;59;45;25;10;89;832;420;4,719;0,612
Avila;05115;2021;1;16;12;8;14;18;28;38;34;41;50;48;65;65;35;54;39;26;26;15;5;39;398;201;5,154;0,603
Avila;05115;2022;1;14;19;10;14;20;24;35;46;37;50;49;71;84;46;54;36;24;26;14;4;46;427;205;4,457;0,588
Avila;05115;2023;3;15;19;16;21;27;24;34;49;40;47;63;54;90;52;56;43;16;26;12;2;54;445;210;3,889;0,593
Avila;05116;2021;0;0;2;3;1;1;0;4;6;1;3;4;2;8;10;14;12;5;8;5;4;5;30;58;11,600;2,100
Avila;05116;2022;1;0;1;4;1;0;1;3;7;6;3;4;2;8;10;12;15;7;5;8;3;5;35;61;12,200;1,886
Avila;05116;2023;1;0;0;4;1;2;1;2;5;6;4;7;2;6;9;13;13;8;5;8;2;4;36;59;14,750;1,750
Avila;05117;2021;0;3;5;2;2;7;8;15;13;14;8;14;16;18;20;18;17;13;7;2;0;10;115;77;7,700;0,757
Avila;05117;2022;0;2;6;1;3;4;11;13;12;13;9;15;14;16;22;15;20;11;9;1;1;10;109;79;7,900;0,817
Avila;05117;2023;0;3;6;2;4;3;7;15;11;15;10;12;13;18;21;17;18;10;11;0;1;12;107;78;6,500;0,841
Avila;05118;2021;0;3;2;2;1;2;3;2;2;2;7;5;7;5;5;2;8;3;7;3;1;7;36;29;4,143;1,000
Avila;05118;2022;0;2;3;1;1;1;3;3;2;1;5;6;8;6;6;1;7;2;9;1;2;6;36;28;4,667;0,944
Avila;05118;2023;0;2;2;2;1;1;4;3;2;0;7;7;8;6;6;1;4;3;7;3;2;6;39;26;4,333;0,821
Avila;05119;2021;0;1;0;0;0;0;0;0;1;0;0;1;3;1;0;3;1;4;5;2;0;1;6;15;15,000;2,667
Avila;05119;2022;0;0;1;0;0;0;0;0;1;0;0;0;4;0;1;2;2;1;6;3;0;1;5;15;15,000;3,200
Avila;05119;2023;0;0;4;1;1;1;2;1;5;3;0;1;3;2;2;2;1;1;6;2;1;5;19;15;3,000;1,053
Avila;05120;2021;0;1;0;0;0;1;2;0;2;3;1;4;1;4;1;2;4;1;5;0;1;1;18;14;14,000;0,833
Avila;05120;2022;0;0;1;0;0;0;2;0;1;3;2;4;1;3;2;2;3;1;4;1;0;1;16;13;13,000;0,875
Avila;05120;2023;0;1;1;0;0;1;1;1;0;5;3;2;3;3;2;3;2;2;2;3;0;2;19;14;7,000;0,842
Avila;05121;2021;0;9;16;11;14;20;17;16;19;31;35;28;23;28;14;23;12;11;5;3;1;39;228;69;1,769;0,474
Avila;05121;2022;0;8;16;9;16;19;13;18;18;31;37;31;21;31;13;23;10;14;7;2;1;36;232;70;1,944;0,457
Avila;05121;2023;0;9;15;15;17;17;13;21;17;25;46;27;29;30;14;26;9;15;6;3;1;42;239;74;1,762;0,485
Avila;05122;2021;0;0;0;0;0;2;3;1;5;5;3;9;12;10;9;13;13;8;8;7;3;0;50;61;inf;1,220
Avila;05122;2022;1;3;0;0;1;0;4;1;5;9;2;7;13;10;7;15;13;8;11;4;4;3;52;63;21,000;1,269
Avila;05122;2023;1;2;1;0;1;0;2;3;3;11;1;4;13;9;9;16;11;12;8;3;5;3;47;65;21,667;1,447
Avila;05123;2021;0;4;1;2;6;2;9;7;6;9;11;14;11;11;9;3;3;8;0;1;1;8;85;25;3,125;0,388
Avila;05123;2022;0;3;0;1;4;4;8;5;5;5;13;14;12;12;9;5;4;7;1;1;1;5;81;28;5,600;0,407
Avila;05123;2023;0;2;1;1;4;5;8;6;5;6;9;13;12;15;9;6;3;8;2;1;1;5;82;30;6,000;0,427
Avila;05124;2021;1;0;4;3;0;3;2;4;4;1;4;5;9;11;6;3;9;4;12;9;4;7;43;48;6,857;1,279
Avila;05124;2022;2;0;3;1;0;2;3;3;3;5;2;4;7;10;9;3;8;4;12;6;2;4;39;46;11,500;1,282
Avila;05124;2023;1;0;2;2;0;1;2;3;1;4;4;4;6;8;9;3;5;8;7;5;3;4;33;41;10,250;1,364
Avila;05125;2021;0;0;4;4;1;1;6;2;4;3;6;4;5;4;1;1;5;2;4;1;1;8;36;15;1,875;0,639
Avila;05125;2022;0;0;2;5;2;2;4;3;5;2;7;5;4;5;1;1;5;1;3;3;1;7;39;15;2,143;0,564
Avila;05125;2023;0;0;1;5;1;2;3;4;3;2;5;6;3;4;4;1;5;0;4;2;1;6;33;17;2,833;0,697
Avila;05126;2021;0;3;0;0;0;0;0;2;0;1;2;7;10;4;4;10;4;5;5;2;1;3;26;31;10,333;1,308
Avila;05126;2022;0;3;0;0;0;0;0;1;1;1;0;7;10;5;4;7;6;4;7;2;1;3;25;31;10,333;1,360
Avila;05126;2023;0;2;0;1;1;1;2;1;4;1;0;9;8;12;6;7;9;4;5;4;1;3;39;36;12,000;1,000
Avila;05127;2021;0;10;28;37;22;28;32;35;27;46;51;53;55;65;46;56;52;40;43;14;3;79;410;254;3,215;0,812
Avila;05127;2022;1;12;24;31;24;23;32;36;29;39;54;51;51;64;51;50;53;37;42;16;4;72;398;254;3,528;0,819
Avila;05127;2023;2;12;22;30;23;19;32;36;33;36;58;48;58;56;63;46;50;41;41;20;3;69;394;266;3,855;0,850
Avila;05128;2021;1;10;9;9;15;10;22;21;20;24;26;31;40;31;24;21;15;22;17;9;1;31;237;110;3,548;0,595
Avila;05128;2022;0;10;16;9;12;8;20;24;27;19;29;32;32;37;22;24;18;17;19;9;1;37;238;110;2,973;0,618
Avila;05128;2023;0;12;17;16;9;8;15;31;27;22;33;21;35;31;26;23;21;12;19;11;0;47;230;112;2,383;0,691
Avila;05129;2021;0;2;0;1;0;4;4;3;2;4;13;4;6;7;14;8;9;10;7;12;4;3;47;64;21,333;1,426
Avila;05129;2022;1;1;0;1;0;2;6;1;4;4;10;6;6;5;14;8;8;11;7;11;3;2;44;63;31,500;1,477
Avila;05129;2023;1;0;0;0;1;0;3;1;4;4;6;8;5;5;11;11;10;6;10;7;5;0;37;61;inf;1,649
Avila;05130;2021;0;3;2;2;2;4;1;8;6;7;10;9;5;8;9;12;6;5;3;3;1;7;60;39;5,571;0,767
Avila;05130;2022;0;3;3;1;3;6;1;4;8;7;11;11;5;7;8;13;9;3;4;4;1;8;62;42;5,250;0,806
Avila;05130;2023;0;1;1;2;4;5;3;3;8;6;8;14;5;6;9;10;11;7;3;3;0;5;61;43;8,600;0,787
Avila;05131;2021;0;0;0;0;0;0;3;2;7;2;7;7;6;10;5;6;4;14;8;2;1;0;44;40;inf;0,909
Avila;05131;2022;0;0;0;0;0;0;3;3;8;1;7;4;9;11;4;8;5;12;9;3;1;0;46;42;inf;0,913
Avila;05131;2023;0;0;1;0;0;1;2;2;9;3;7;4;8;11;5;6;7;9;10;3;1;1;47;41;41,000;0,894
Avila;05132;2021;1;15;32;30;28;32;39;34;35;50;70;78;79;70;61;72;55;46;59;36;10;83;509;340;4,096;0,831
Avila;05132;2022;0;16;28;33;32;33;32;42;34;48;71;75;84;78;63;73;60;36;54;28;11;83;523;325;3,916;0,780
Avila;05132;2023;0;18;25;36;27;39;29;41;38;43;71;74;77;80;67;64;66;31;52;28;9;84;514;317;3,774;0,780
Avila;05133;2021;0;0;2;1;2;1;3;1;1;3;1;6;6;6;6;5;4;5;6;1;0;3;30;27;9,000;1,000
Avila;05133;2022;0;0;2;1;1;2;3;1;0;3;2;5;7;7;5;5;5;3;6;2;0;3;31;26;8,667;0,935
Avila;05133;2023;0;0;2;0;1;2;4;0;2;3;2;2;10;4;5;3;7;3;3;4;0;2;30;25;12,500;0,900
Avila;05134;2021;0;2;1;1;2;0;3;2;3;3;8;4;2;3;6;8;0;3;2;0;1;4;30;20;5,000;0,800
Avila;05134;2022;0;2;2;1;2;0;3;1;4;2;9;5;3;3;4;11;0;2;2;0;1;5;32;20;4,000;0,781
Avila;05134;2023;1;1;1;2;2;0;1;1;4;2;9;5;1;3;3;9;4;2;3;0;0;4;28;22;5,500;0,929
Avila;05135;2021;0;8;8;4;11;28;26;27;23;16;20;38;39;54;24;16;15;13;17;16;3;22;280;104;4,727;0,450
Avila;05135;2022;0;12;12;15;15;25;29;29;30;28;19;36;38;62;31;16;13;14;19;13;6;42;308;112;2,667;0,500
Avila;05135;2023;0;16;14;16;25;23;27;29;31;36;25;36;36;58;38;18;12;15;17;10;6;51;321;116;2,275;0,520
Avila;05136;2021;0;0;5;3;2;1;2;3;1;9;6;6;9;4;2;6;5;4;6;5;2;8;43;30;3,750;0,884
Avila;05136;2022;0;0;4;4;1;1;2;4;0;10;6;6;10;3;2;7;5;6;4;4;1;8;43;29;3,625;0,860
Avila;05136;2023;0;0;3;5;1;1;1;5;1;6;8;6;11;3;2;4;8;5;5;4;0;8;43;28;3,500;0,837
Avila;05138;2021;0;7;8;11;13;20;14;19;19;10;21;27;30;24;26;29;17;14;8;8;1;29;194;103;3,552;0,680
Avila;05138;2022;0;4;8;12;13;19;13;16;15;12;18;28;31;22;21;30;18;13;8;6;3;27;184;99;3,667;0,685
Avila;05138;2023;0;4;7;8;15;15;16;13;18;13;13;28;31;25;16;29;23;12;6;5;3;22;184;94;4,273;0,630
Avila;05139;2021;0;0;2;0;0;2;6;8;2;3;1;3;8;10;6;5;6;7;6;2;0;2;43;32;16,000;0,791
Avila;05139;2022;0;0;1;1;0;2;5;9;1;3;2;3;6;11;7;5;7;7;5;3;0;2;42;34;17,000;0,857
Avila;05139;2023;0;0;1;1;0;1;6;8;2;3;2;0;7;8;10;5;7;7;5;2;1;2;37;37;18,500;1,054
Avila;05140;2021;0;0;0;9;4;6;6;8;5;6;7;10;12;12;3;3;7;4;3;1;2;10;75;23;2,300;0,440
Avila;05140;2022;0;0;0;8;4;6;8;5;8;4;8;10;9;15;4;3;6;4;3;1;3;9;76;24;2,667;0,434
Avila;05140;2023;0;1;0;2;10;4;7;8;9;5;7;9;8;18;3;3;6;4;4;1;3;5;83;24;4,800;0,349
Avila;05141;2021;1;2;1;2;4;4;0;2;3;9;14;7;9;4;4;9;6;10;9;0;1;6;55;40;6,667;0,836
Avila;05141;2022;1;3;1;1;3;4;0;1;4;8;14;6;10;5;2;9;6;10;9;1;1;6;54;39;6,500;0,833
Avila;05141;2023;1;4;2;3;2;4;0;1;4;9;10;10;8;8;1;8;8;9;6;4;1;9;56;38;4,222;0,839
Avila;05142;2021;0;0;0;1;1;2;7;8;2;3;3;6;6;9;16;9;2;5;6;5;0;1;47;43;43,000;0,936
Avila;05142;2022;0;0;0;0;2;2;4;9;4;2;4;4;7;8;17;8;4;3;6;5;0;0;46;43;inf;0,935
Avila;05142;2023;0;0;0;0;2;3;2;7;4;1;4;5;9;7;18;9;4;3;5;5;0;0;44;44;inf;1,000
Avila;05143;2021;0;3;1;1;1;3;6;0;5;2;1;4;6;7;7;0;5;6;2;3;2;5;35;25;5,000;0,857
Avila;05143;2022;0;1;0;0;0;1;2;3;4;1;1;2;7;7;7;1;5;4;3;4;1;1;28;25;25,000;0,929
Avila;05143;2023;0;1;0;0;0;1;1;3;3;3;2;1;6;8;7;1;4;4;4;2;0;1;28;22;22,000;0,821
Avila;05144;2021;0;3;2;0;0;1;3;1;1;3;5;7;9;7;1;3;8;5;8;4;0;5;37;29;5,800;0,919
Avila;05144;2022;0;1;2;0;0;0;2;2;0;3;3;6;10;6;2;3;6;2;8;5;0;3;32;26;8,667;0,906
Avila;05144;2023;0;2;1;1;0;0;2;3;1;4;2;6;10;7;2;3;5;1;6;4;0;4;35;21;5,250;0,714
Avila;05145;2021;0;0;0;0;0;0;2;1;2;4;2;4;1;4;5;4;3;2;3;0;1;0;20;18;inf;0,900
Avila;05145;2022;0;0;0;0;0;0;2;0;2;3;3;4;1;5;5;5;1;3;3;2;1;0;20;20;inf;1,000
Avila;05145;2023;0;0;0;0;0;0;1;1;2;1;4;4;1;4;5;5;1;3;2;2;1;0;18;19;inf;1,056
Avila;05147;2021;0;2;1;2;8;4;11;9;9;8;10;10;14;14;9;19;9;4;9;5;3;7;95;58;8,286;0,684
Avila;05147;2022;0;1;2;2;5;7;7;10;10;8;11;8;13;12;10;15;14;3;5;7;4;6;90;58;9,667;0,711
Avila;05147;2023;2;2;3;0;5;7;5;12;8;8;9;8;11;15;8;15;13;4;3;9;2;6;87;56;9,333;0,713
Avila;05148;2021;0;0;0;0;1;0;1;1;1;0;0;4;4;2;3;1;1;0;2;4;1;0;14;12;inf;0,857
Avila;05148;2022;0;1;0;0;1;1;1;1;2;1;1;5;3;3;3;2;1;0;2;4;1;1;19;13;13,000;0,737
Avila;05148;2023;0;0;0;0;1;1;2;1;1;2;1;4;3;1;5;1;0;1;2;3;1;0;17;13;inf;0,765
Avila;05149;2021;0;1;0;2;3;1;4;2;8;7;11;8;4;5;9;11;9;8;8;2;2;4;52;49;12,250;1,019
Avila;05149;2022;1;0;0;2;4;1;4;2;8;4;10;10;8;5;10;9;11;7;4;5;1;3;55;48;16,000;0,927
Avila;05149;2023;1;0;2;1;3;3;6;3;4;8;6;13;10;6;9;8;11;8;5;4;1;4;61;47;11,750;0,836
Avila;05151;2021;1;2;4;0;2;3;0;3;4;9;5;11;10;3;5;9;5;7;6;1;2;6;50;36;6,000;0,840
Avila;05151;2022;1;1;3;2;2;4;0;1;4;7;7;13;8;5;4;6;8;5;8;1;2;6;51;35;5,833;0,804
Avila;05151;2023;2;1;3;2;2;3;1;0;4;6;10;8;11;9;4;6;9;5;6;2;1;6;54;35;5,833;0,759
Avila;05152;2021;0;11;12;19;27;29;32;30;43;58;47;52;67;60;58;50;42;32;26;17;1;47;440;226;4,809;0,620
Avila;05152;2022;0;13;12;16;26;27;28;34;44;52;48;52;57;64;55;52;42;25;27;16;4;46;427;221;4,804;0,625
Avila;05152;2023;0;13;14;16;23;31;25;26;43;40;53;53;61;64;47;57;43;29;25;14;1;48;414;216;4,500;0,638
Avila;05153;2021;0;4;0;0;0;0;3;3;2;2;8;3;7;5;7;5;9;9;6;6;0;4;33;42;10,500;1,394
Avila;05153;2022;0;4;1;0;0;3;2;4;2;2;7;2;10;5;7;8;8;9;6;7;0;5;37;45;9,000;1,351
Avila;05153;2023;0;3;2;0;0;3;1;4;2;2;5;7;8;5;8;6;9;9;4;7;0;5;37;43;8,600;1,297
Avila;05154;2021;0;0;1;0;0;0;0;1;4;1;5;4;4;3;2;0;4;2;1;2;0;1;22;11;11,000;0,545
Avila;05154;2022;0;0;1;1;0;1;0;1;3;3;5;4;2;5;2;0;3;3;1;2;0;2;24;11;5,500;0,542
Avila;05154;2023;0;0;1;1;0;1;0;1;3;5;4;4;2;4;4;0;2;3;2;2;0;2;24;13;6,500;0,625
Avila;05155;2021;0;1;1;1;2;1;1;1;1;5;2;6;6;4;5;2;4;2;2;1;0;3;29;16;5,333;0,655
Avila;05155;2022;0;0;1;1;3;1;0;1;2;2;4;6;5;5;3;3;5;2;2;1;0;3;28;16;5,333;0,679
Avila;05155;2023;0;0;2;1;1;2;1;1;2;2;4;8;7;6;4;5;4;3;1;1;0;3;34;18;6,000;0,618
Avila;05156;2021;0;3;11;16;29;9;20;14;18;23;30;48;39;20;10;17;16;16;13;2;1;36;244;75;2,083;0,455
Avila;05156;2022;0;6;11;14;29;11;22;12;21;18;26;53;39;25;9;18;16;14;13;6;1;37;250;77;2,081;0,456
Avila;05156;2023;0;5;8;13;16;21;18;12;17;17;28;41;51;26;15;17;16;17;11;6;1;29;244;83;2,862;0,459
