Provincia;CMuni;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Soria;42201;2022;18;10;28;64,286;35,714
Soria;42201;2023;18;10;28;64,286;35,714
Soria;42202;2021;11;8;19;57,895;42,105
Soria;42202;2022;11;7;18;61,111;38,889
Soria;42202;2023;10;6;16;62,500;37,500
Soria;42204;2021;37;17;54;68,519;31,481
Soria;42204;2022;37;16;53;69,811;30,189
Soria;42204;2023;36;14;50;72,000;28,000
Soria;42205;2021;44;28;72;61,111;38,889
Soria;42205;2022;47;31;78;60,256;39,744
Soria;42205;2023;47;30;77;61,039;38,961
Soria;42206;2021;6;2;8;75,000;25,000
Soria;42206;2022;6;2;8;75,000;25,000
Soria;42206;2023;5;3;8;62,500;37,500
Soria;42207;2021;24;23;47;51,064;48,936
Soria;42207;2022;25;23;48;52,083;47,917
Soria;42207;2023;25;27;52;48,077;51,923
Soria;42208;2021;17;9;26;65,385;34,615
Soria;42208;2022;16;10;26;61,538;38,462
Soria;42208;2023;14;10;24;58,333;41,667
Soria;42209;2021;92;61;153;60,131;39,869
Soria;42209;2022;97;64;161;60,248;39,752
Soria;42209;2023;97;64;161;60,248;39,752
Soria;42211;2021;46;37;83;55,422;44,578
Soria;42211;2022;46;34;80;57,500;42,500
Soria;42211;2023;48;36;84;57,143;42,857
Soria;42212;2021;42;24;66;63,636;36,364
Soria;42212;2022;44;21;65;67,692;32,308
Soria;42212;2023;44;21;65;67,692;32,308
Soria;42213;2021;15;9;24;62,500;37,500
Soria;42213;2022;15;9;24;62,500;37,500
Soria;42213;2023;15;8;23;65,217;34,783
Soria;42215;2021;443;393;836;52,990;47,010
Soria;42215;2022;440;399;839;52,443;47,557
Soria;42215;2023;441;410;851;51,821;48,179
Soria;42216;2021;17;11;28;60,714;39,286
Soria;42216;2022;17;10;27;62,963;37,037
Soria;42216;2023;21;11;32;65,625;34,375
Soria;42217;2021;25;13;38;65,789;34,211
Soria;42217;2022;24;12;36;66,667;33,333
Soria;42217;2023;25;12;37;67,568;32,432
Soria;42218;2021;74;42;116;63,793;36,207
Soria;42218;2022;68;40;108;62,963;37,037
Soria;42218;2023;72;41;113;63,717;36,283
Soria;42219;2021;29;18;47;61,702;38,298
Soria;42219;2022;28;16;44;63,636;36,364
Soria;42219;2023;24;16;40;60,000;40,000
Valladolid;47001;2021;30;22;52;57,692;42,308
Valladolid;47001;2022;32;22;54;59,259;40,741
Valladolid;47001;2023;30;21;51;58,824;41,176
Valladolid;47002;2021;11;6;17;64,706;35,294
Valladolid;47002;2022;12;7;19;63,158;36,842
Valladolid;47002;2023;12;7;19;63,158;36,842
Valladolid;47003;2021;149;107;256;58,203;41,797
Valladolid;47003;2022;168;109;277;60,650;39,350
Valladolid;47003;2023;164;110;274;59,854;40,146
Valladolid;47004;2021;741;639;1380;53,696;46,304
Valladolid;47004;2022;742;642;1384;53,613;46,387
Valladolid;47004;2023;731;649;1380;52,971;47,029
Valladolid;47005;2021;340;292;632;53,797;46,203
Valladolid;47005;2022;343;302;645;53,178;46,822
Valladolid;47005;2023;348;302;650;53,538;46,462
Valladolid;47006;2021;122;95;217;56,221;43,779
Valladolid;47006;2022;119;95;214;55,607;44,393
Valladolid;47006;2023;119;96;215;55,349;44,651
Valladolid;47007;2021;3004;2790;5794;51,847;48,153
Valladolid;47007;2022;3045;2852;5897;51,636;48,364
Valladolid;47007;2023;3107;2928;6035;51,483;48,517
Valladolid;47008;2021;13;10;23;56,522;43,478
Valladolid;47008;2022;13;10;23;56,522;43,478
Valladolid;47008;2023;14;9;23;60,870;39,130
Valladolid;47009;2021;60;40;100;60,000;40,000
Valladolid;47009;2022;61;38;99;61,616;38,384
Valladolid;47009;2023;63;40;103;61,165;38,835
Valladolid;47010;2021;10418;10360;20778;50,140;49,860
Valladolid;47010;2022;10694;10683;21377;50,026;49,974
Valladolid;47010;2023;10973;10977;21950;49,991;50,009
Valladolid;47011;2021;317;260;577;54,939;45,061
Valladolid;47011;2022;310;252;562;55,160;44,840
Valladolid;47011;2023;315;260;575;54,783;45,217
Valladolid;47012;2021;49;50;99;49,495;50,505
Valladolid;47012;2022;48;48;96;50,000;50,000
Valladolid;47012;2023;40;44;84;47,619;52,381
Valladolid;47013;2021;49;39;88;55,682;44,318
Valladolid;47013;2022;57;40;97;58,763;41,237
Valladolid;47013;2023;54;46;100;54,000;46,000
Valladolid;47014;2021;27;18;45;60,000;40,000
Valladolid;47014;2022;25;19;44;56,818;43,182
Valladolid;47014;2023;28;23;51;54,902;45,098
Valladolid;47015;2021;125;100;225;55,556;44,444
Valladolid;47015;2022;119;95;214;55,607;44,393
Valladolid;47015;2023;120;88;208;57,692;42,308
Valladolid;47016;2021;34;33;67;50,746;49,254
Valladolid;47016;2022;37;32;69;53,623;46,377
Valladolid;47016;2023;37;33;70;52,857;47,143
Valladolid;47017;2021;110;84;194;56,701;43,299
Valladolid;47017;2022;101;79;180;56,111;43,889
Valladolid;47017;2023;100;77;177;56,497;43,503
Valladolid;47018;2021;23;15;38;60,526;39,474
Valladolid;47018;2022;23;15;38;60,526;39,474
Valladolid;47018;2023;21;15;36;58,333;41,667
Valladolid;47019;2021;56;47;103;54,369;45,631
Valladolid;47019;2022;54;44;98;55,102;44,898
Valladolid;47019;2023;55;44;99;55,556;44,444
Valladolid;47020;2021;164;127;291;56,357;43,643
Valladolid;47020;2022;161;119;280;57,500;42,500
Valladolid;47020;2023;161;122;283;56,890;43,110
Valladolid;47021;2021;46;35;81;56,790;43,210
Valladolid;47021;2022;41;37;78;52,564;47,436
Valladolid;47021;2023;40;37;77;51,948;48,052
Valladolid;47022;2021;32;37;69;46,377;53,623
Valladolid;47022;2022;44;40;84;52,381;47,619
Valladolid;47022;2023;44;37;81;54,321;45,679
Valladolid;47023;2021;2156;2069;4225;51,030;48,970
Valladolid;47023;2022;2179;2133;4312;50,533;49,467
Valladolid;47023;2023;2178;2137;4315;50,475;49,525
Valladolid;47024;2021;162;115;277;58,484;41,516
Valladolid;47024;2022;145;107;252;57,540;42,460
Valladolid;47024;2023;141;106;247;57,085;42,915
Valladolid;47025;2021;56;53;109;51,376;48,624
Valladolid;47025;2022;55;50;105;52,381;47,619
Valladolid;47025;2023;55;47;102;53,922;46,078
Valladolid;47026;2021;37;27;64;57,812;42,188
Valladolid;47026;2022;44;30;74;59,459;40,541
Valladolid;47026;2023;43;29;72;59,722;40,278
Valladolid;47027;2021;1910;1838;3748;50,961;49,039
Valladolid;47027;2022;1914;1859;3773;50,729;49,271
Valladolid;47027;2023;1944;1869;3813;50,983;49,017
Valladolid;47028;2021;24;17;41;58,537;41,463
Valladolid;47028;2022;24;18;42;57,143;42,857
Valladolid;47028;2023;19;17;36;52,778;47,222
Valladolid;47029;2021;35;31;66;53,030;46,970
Valladolid;47029;2022;32;26;58;55,172;44,828
Valladolid;47029;2023;32;26;58;55,172;44,828
Valladolid;47030;2021;595;469;1064;55,921;44,079
Valladolid;47030;2022;593;469;1062;55,838;44,162
Valladolid;47030;2023;584;459;1043;55,992;44,008
Valladolid;47031;2021;126;93;219;57,534;42,466
Valladolid;47031;2022;118;86;204;57,843;42,157
Valladolid;47031;2023;118;84;202;58,416;41,584
Valladolid;47032;2021;89;64;153;58,170;41,830
Valladolid;47032;2022;91;65;156;58,333;41,667
Valladolid;47032;2023;90;63;153;58,824;41,176
Valladolid;47033;2021;132;106;238;55,462;44,538
Valladolid;47033;2022;126;107;233;54,077;45,923
Valladolid;47033;2023;124;113;237;52,321;47,679
Valladolid;47034;2021;42;34;76;55,263;44,737
Valladolid;47034;2022;40;29;69;57,971;42,029
Valladolid;47034;2023;41;29;70;58,571;41,429
Valladolid;47035;2021;519;448;967;53,671;46,329
Valladolid;47035;2022;522;449;971;53,759;46,241
Valladolid;47035;2023;513;435;948;54,114;45,886
Valladolid;47036;2021;135;101;236;57,203;42,797
Valladolid;47036;2022;129;92;221;58,371;41,629
Valladolid;47036;2023;132;93;225;58,667;41,333
Valladolid;47037;2021;85;86;171;49,708;50,292
Valladolid;47037;2022;91;87;178;51,124;48,876
Valladolid;47037;2023;93;88;181;51,381;48,619
Valladolid;47038;2021;60;44;104;57,692;42,308
Valladolid;47038;2022;69;49;118;58,475;41,525
Valladolid;47038;2023;73;60;133;54,887;45,113
Valladolid;47039;2021;90;75;165;54,545;45,455
Valladolid;47039;2022;91;71;162;56,173;43,827
Valladolid;47039;2023;89;69;158;56,329;43,671
Valladolid;47040;2021;29;25;54;53,704;46,296
Valladolid;47040;2022;30;26;56;53,571;46,429
Valladolid;47040;2023;25;27;52;48,077;51,923
Valladolid;47041;2021;91;61;152;59,868;40,132
Valladolid;47041;2022;93;56;149;62,416;37,584
Valladolid;47041;2023;92;53;145;63,448;36,552
Valladolid;47042;2021;38;15;53;71,698;28,302
Valladolid;47042;2022;36;15;51;70,588;29,412
Valladolid;47042;2023;35;16;51;68,627;31,373
Valladolid;47043;2021;174;151;325;53,538;46,462
Valladolid;47043;2022;173;150;323;53,560;46,440
Valladolid;47043;2023;175;157;332;52,711;47,289
Valladolid;47044;2021;205;176;381;53,806;46,194
Valladolid;47044;2022;211;185;396;53,283;46,717
Valladolid;47044;2023;212;179;391;54,220;45,780
Valladolid;47045;2021;415;417;832;49,880;50,120
Valladolid;47045;2022;412;401;813;50,677;49,323
Valladolid;47045;2023;393;402;795;49,434;50,566
Valladolid;47046;2021;77;71;148;52,027;47,973
Valladolid;47046;2022;76;63;139;54,676;45,324
Valladolid;47046;2023;72;62;134;53,731;46,269
Valladolid;47047;2021;127;69;196;64,796;35,204
Valladolid;47047;2022;135;70;205;65,854;34,146
Valladolid;47047;2023;126;70;196;64,286;35,714
Valladolid;47048;2021;116;92;208;55,769;44,231
Valladolid;47048;2022;112;87;199;56,281;43,719
Valladolid;47048;2023;110;73;183;60,109;39,891
Valladolid;47049;2021;51;33;84;60,714;39,286
Valladolid;47049;2022;54;37;91;59,341;40,659
Valladolid;47049;2023;55;40;95;57,895;42,105
Valladolid;47050;2021;2703;2600;5303;50,971;49,029
Valladolid;47050;2022;2720;2572;5292;51,398;48,602
Valladolid;47050;2023;2756;2615;5371;51,313;48,687
Valladolid;47051;2021;195;181;376;51,862;48,138
Valladolid;47051;2022;187;171;358;52,235;47,765
Valladolid;47051;2023;187;169;356;52,528;47,472
Valladolid;47052;2021;4601;4499;9100;50,560;49,440
Valladolid;47052;2022;4598;4521;9119;50,422;49,578
Valladolid;47052;2023;4617;4562;9179;50,300;49,700
Valladolid;47053;2021;71;72;143;49,650;50,350
Valladolid;47053;2022;74;71;145;51,034;48,966
Valladolid;47053;2023;73;71;144;50,694;49,306
Valladolid;47054;2021;339;297;636;53,302;46,698
Valladolid;47054;2022;336;290;626;53,674;46,326
Valladolid;47054;2023;349;292;641;54,446;45,554
Valladolid;47055;2021;116;91;207;56,039;43,961
Valladolid;47055;2022;115;89;204;56,373;43,627
Valladolid;47055;2023;125;97;222;56,306;43,694
Valladolid;47056;2021;65;48;113;57,522;42,478
Valladolid;47056;2022;61;41;102;59,804;40,196
Valladolid;47056;2023;62;44;106;58,491;41,509
Valladolid;47057;2021;201;150;351;57,265;42,735
Valladolid;47057;2022;216;153;369;58,537;41,463
Valladolid;47057;2023;225;166;391;57,545;42,455
Valladolid;47058;2021;108;99;207;52,174;47,826
Valladolid;47058;2022;109;100;209;52,153;47,847
Valladolid;47058;2023;104;94;198;52,525;47,475
Valladolid;47059;2021;80;44;124;64,516;35,484
Valladolid;47059;2022;77;44;121;63,636;36,364
Valladolid;47059;2023;78;45;123;63,415;36,585
Valladolid;47060;2021;126;97;223;56,502;43,498
Valladolid;47060;2022;121;94;215;56,279;43,721
Valladolid;47060;2023;119;95;214;55,607;44,393
Valladolid;47061;2021;147;121;268;54,851;45,149
Valladolid;47061;2022;145;124;269;53,903;46,097
Valladolid;47061;2023;147;118;265;55,472;44,528
Valladolid;47062;2021;94;72;166;56,627;43,373
Valladolid;47062;2022;105;77;182;57,692;42,308
Valladolid;47062;2023;106;76;182;58,242;41,758
Valladolid;47063;2021;57;47;104;54,808;45,192
Valladolid;47063;2022;59;51;110;53,636;46,364
Valladolid;47063;2023;61;50;111;54,955;45,045
Valladolid;47064;2021;20;16;36;55,556;44,444
Valladolid;47064;2022;23;14;37;62,162;37,838
Valladolid;47064;2023;22;14;36;61,111;38,889
Valladolid;47065;2021;458;394;852;53,756;46,244
Valladolid;47065;2022;455;405;860;52,907;47,093
Valladolid;47065;2023;458;398;856;53,505;46,495
Valladolid;47066;2021;1030;973;2003;51,423;48,577
Valladolid;47066;2022;1055;987;2042;51,665;48,335
Valladolid;47066;2023;1066;1007;2073;51,423;48,577
Valladolid;47067;2021;79;72;151;52,318;47,682
Valladolid;47067;2022;80;76;156;51,282;48,718
Valladolid;47067;2023;78;72;150;52,000;48,000
Valladolid;47068;2021;17;18;35;48,571;51,429
Valladolid;47068;2022;19;18;37;51,351;48,649
Valladolid;47068;2023;17;19;36;47,222;52,778
Valladolid;47069;2021;56;54;110;50,909;49,091
Valladolid;47069;2022;54;56;110;49,091;50,909
Valladolid;47069;2023;54;54;108;50,000;50,000
Valladolid;47070;2021;15;11;26;57,692;42,308
Valladolid;47070;2022;17;13;30;56,667;43,333
Valladolid;47070;2023;20;14;34;58,824;41,176
Valladolid;47071;2021;241;275;516;46,705;53,295
Valladolid;47071;2022;237;269;506;46,838;53,162
Valladolid;47071;2023;232;264;496;46,774;53,226
Valladolid;47073;2021;64;57;121;52,893;47,107
Valladolid;47073;2022;65;58;123;52,846;47,154
Valladolid;47073;2023;62;53;115;53,913;46,087
Valladolid;47074;2021;94;80;174;54,023;45,977
Valladolid;47074;2022;98;77;175;56,000;44,000
Valladolid;47074;2023;110;80;190;57,895;42,105
Valladolid;47075;2021;3169;3138;6307;50,246;49,754
Valladolid;47075;2022;3196;3136;6332;50,474;49,526
Valladolid;47075;2023;3210;3157;6367;50,416;49,584
Valladolid;47076;2021;11259;11369;22628;49,757;50,243
Valladolid;47076;2022;11247;11390;22637;49,684;50,316
Valladolid;47076;2023;11233;11441;22674;49,541;50,459
Valladolid;47077;2021;153;90;243;62,963;37,037
Valladolid;47077;2022;159;94;253;62,846;37,154
Valladolid;47077;2023;160;94;254;62,992;37,008
Valladolid;47078;2021;98;80;178;55,056;44,944
Valladolid;47078;2022;94;78;172;54,651;45,349
Valladolid;47078;2023;89;77;166;53,614;46,386
Valladolid;47079;2021;30;29;59;50,847;49,153
Valladolid;47079;2022;26;27;53;49,057;50,943
Valladolid;47079;2023;22;25;47;46,809;53,191
Valladolid;47080;2021;26;23;49;53,061;46,939
Valladolid;47080;2022;27;27;54;50,000;50,000
Valladolid;47080;2023;29;24;53;54,717;45,283
Valladolid;47081;2021;20;23;43;46,512;53,488
Valladolid;47081;2022;20;25;45;44,444;55,556
Valladolid;47081;2023;21;23;44;47,727;52,273
Valladolid;47082;2021;521;517;1038;50,193;49,807
Valladolid;47082;2022;505;497;1002;50,399;49,601
Valladolid;47082;2023;510;495;1005;50,746;49,254
Valladolid;47083;2021;50;46;96;52,083;47,917
Valladolid;47083;2022;52;51;103;50,485;49,515
Valladolid;47083;2023;56;47;103;54,369;45,631
Valladolid;47084;2021;733;742;1475;49,695;50,305
Valladolid;47084;2022;730;732;1462;49,932;50,068
Valladolid;47084;2023;703;716;1419;49,542;50,458
Valladolid;47085;2021;9896;10418;20314;48,715;51,285
Valladolid;47085;2022;9846;10356;20202;48,738;51,262
Valladolid;47085;2023;9869;10282;20151;48,975;51,025
Valladolid;47086;2021;2252;2302;4554;49,451;50,549
Valladolid;47086;2022;2240;2264;4504;49,734;50,266
Valladolid;47086;2023;2219;2273;4492;49,399;50,601
Valladolid;47087;2021;237;202;439;53,986;46,014
Valladolid;47087;2022;234;201;435;53,793;46,207
Valladolid;47087;2023;226;198;424;53,302;46,698
Valladolid;47088;2021;65;56;121;53,719;46,281
Valladolid;47088;2022;64;53;117;54,701;45,299
Valladolid;47088;2023;60;54;114;52,632;47,368
Valladolid;47089;2021;86;68;154;55,844;44,156
Valladolid;47089;2022;93;76;169;55,030;44,970
Valladolid;47089;2023;97;72;169;57,396;42,604
Valladolid;47090;2021;1741;1578;3319;52,456;47,544
Valladolid;47090;2022;1731;1601;3332;51,951;48,049
Valladolid;47090;2023;1729;1614;3343;51,720;48,280
Valladolid;47091;2021;43;36;79;54,430;45,570
Valladolid;47091;2022;44;37;81;54,321;45,679
Valladolid;47091;2023;45;36;81;55,556;44,444
Valladolid;47092;2021;61;43;104;58,654;41,346
Valladolid;47092;2022;61;45;106;57,547;42,453
Valladolid;47092;2023;63;40;103;61,165;38,835
Valladolid;47093;2021;464;389;853;54,396;45,604
Valladolid;47093;2022;463;396;859;53,900;46,100
Valladolid;47093;2023;456;395;851;53,584;46,416
Valladolid;47094;2021;83;67;150;55,333;44,667
Valladolid;47094;2022;80;68;148;54,054;45,946
Valladolid;47094;2023;79;67;146;54,110;45,890
Valladolid;47095;2021;26;21;47;55,319;44,681
Valladolid;47095;2022;25;17;42;59,524;40,476
Valladolid;47095;2023;24;16;40;60,000;40,000
Valladolid;47096;2021;76;66;142;53,521;46,479
Valladolid;47096;2022;74;61;135;54,815;45,185
Valladolid;47096;2023;77;57;134;57,463;42,537
Valladolid;47097;2021;188;160;348;54,023;45,977
Valladolid;47097;2022;185;149;334;55,389;44,611
Valladolid;47097;2023;183;151;334;54,790;45,210
Valladolid;47098;2021;322;322;644;50,000;50,000
Valladolid;47098;2022;334;328;662;50,453;49,547
Valladolid;47098;2023;338;330;668;50,599;49,401
Valladolid;47099;2021;81;76;157;51,592;48,408
Valladolid;47099;2022;90;82;172;52,326;47,674
Valladolid;47099;2023;86;78;164;52,439;47,561
Valladolid;47100;2021;60;57;117;51,282;48,718
Valladolid;47100;2022;60;58;118;50,847;49,153
Valladolid;47100;2023;59;57;116;50,862;49,138
Valladolid;47101;2021;1023;948;1971;51,903;48,097
Valladolid;47101;2022;1012;943;1955;51,765;48,235
Valladolid;47101;2023;983;944;1927;51,012;48,988
Valladolid;47102;2021;162;115;277;58,484;41,516
Valladolid;47102;2022;162;121;283;57,244;42,756
Valladolid;47102;2023;163;122;285;57,193;42,807
Valladolid;47103;2021;180;132;312;57,692;42,308
Valladolid;47103;2022;175;135;310;56,452;43,548
Valladolid;47103;2023;179;140;319;56,113;43,887
Valladolid;47104;2021;1781;1791;3572;49,860;50,140
Valladolid;47104;2022;1771;1779;3550;49,887;50,113
Valladolid;47104;2023;1780;1775;3555;50,070;49,930
Valladolid;47105;2021;103;83;186;55,376;44,624
Valladolid;47105;2022;101;86;187;54,011;45,989
Valladolid;47105;2023;108;87;195;55,385;44,615
Valladolid;47106;2021;31;20;51;60,784;39,216
Valladolid;47106;2022;24;18;42;57,143;42,857
Valladolid;47106;2023;24;17;41;58,537;41,463
Valladolid;47109;2021;89;85;174;51,149;48,851
Valladolid;47109;2022;85;84;169;50,296;49,704
Valladolid;47109;2023;85;76;161;52,795;47,205
Valladolid;47110;2021;244;243;487;50,103;49,897
Valladolid;47110;2022;247;243;490;50,408;49,592
Valladolid;47110;2023;246;249;495;49,697;50,303
Valladolid;47111;2021;580;544;1124;51,601;48,399
Valladolid;47111;2022;592;552;1144;51,748;48,252
Valladolid;47111;2023;612;569;1181;51,820;48,180
Valladolid;47112;2021;1693;1641;3334;50,780;49,220
Valladolid;47112;2022;1706;1659;3365;50,698;49,302
Valladolid;47112;2023;1715;1664;3379;50,755;49,245
Valladolid;47113;2021;85;72;157;54,140;45,860
Valladolid;47113;2022;85;68;153;55,556;44,444
Valladolid;47113;2023;83;66;149;55,705;44,295
Valladolid;47114;2021;2567;2518;5085;50,482;49,518
Valladolid;47114;2022;2597;2518;5115;50,772;49,228
Valladolid;47114;2023;2631;2525;5156;51,028;48,972
Valladolid;47115;2021;178;151;329;54,103;45,897
Valladolid;47115;2022;182;157;339;53,687;46,313
Valladolid;47115;2023;185;156;341;54,252;45,748
Valladolid;47116;2021;237;201;438;54,110;45,890
Valladolid;47116;2022;227;201;428;53,037;46,963
Valladolid;47116;2023;226;198;424;53,302;46,698
Valladolid;47117;2021;170;154;324;52,469;47,531
Valladolid;47117;2022;167;156;323;51,703;48,297
Valladolid;47117;2023;168;150;318;52,830;47,170
Valladolid;47118;2021;97;74;171;56,725;43,275
Valladolid;47118;2022;86;66;152;56,579;43,421
Valladolid;47118;2023;91;68;159;57,233;42,767
Valladolid;47119;2021;48;46;94;51,064;48,936
Valladolid;47119;2022;48;44;92;52,174;47,826
Valladolid;47119;2023;47;42;89;52,809;47,191
Valladolid;47121;2021;340;269;609;55,829;44,171
Valladolid;47121;2022;353;264;617;57,212;42,788
Valladolid;47121;2023;334;258;592;56,419;43,581
Valladolid;47122;2021;1239;1159;2398;51,668;48,332
Valladolid;47122;2022;1231;1169;2400;51,292;48,708
Valladolid;47122;2023;1228;1156;2384;51,510;48,490
Valladolid;47123;2021;296;241;537;55,121;44,879
Valladolid;47123;2022;284;244;528;53,788;46,212
Valladolid;47123;2023;284;249;533;53,283;46,717
Valladolid;47124;2021;258;228;486;53,086;46,914
Valladolid;47124;2022;280;238;518;54,054;45,946
Valladolid;47124;2023;276;233;509;54,224;45,776
Valladolid;47125;2021;28;18;46;60,870;39,130
Valladolid;47125;2022;28;20;48;58,333;41,667
Valladolid;47125;2023;32;22;54;59,259;40,741
Valladolid;47126;2021;23;19;42;54,762;45,238
Valladolid;47126;2022;24;20;44;54,545;45,455
Valladolid;47126;2023;23;20;43;53,488;46,512
Valladolid;47127;2021;91;73;164;55,488;44,512
Valladolid;47127;2022;90;70;160;56,250;43,750
Valladolid;47127;2023;91;71;162;56,173;43,827
Valladolid;47128;2021;28;29;57;49,123;50,877
Valladolid;47128;2022;26;27;53;49,057;50,943
Valladolid;47128;2023;24;25;49;48,980;51,020
Valladolid;47129;2021;550;478;1028;53,502;46,498
Valladolid;47129;2022;538;475;1013;53,110;46,890
Valladolid;47129;2023;532;472;1004;52,988;47,012
Valladolid;47130;2021;50;55;105;47,619;52,381
Valladolid;47130;2022;51;53;104;49,038;50,962
Valladolid;47130;2023;51;49;100;51,000;49,000
Valladolid;47131;2021;89;80;169;52,663;47,337
Valladolid;47131;2022;90;83;173;52,023;47,977
Valladolid;47131;2023;88;84;172;51,163;48,837
Valladolid;47132;2021;26;22;48;54,167;45,833
Valladolid;47132;2022;27;20;47;57,447;42,553
Valladolid;47132;2023;27;21;48;56,250;43,750
Valladolid;47133;2021;1987;1891;3878;51,238;48,762
Valladolid;47133;2022;1987;1919;3906;50,870;49,130
Valladolid;47133;2023;1994;1943;3937;50,648;49,352
Valladolid;47134;2021;87;73;160;54,375;45,625
Valladolid;47134;2022;96;78;174;55,172;44,828
Valladolid;47134;2023;91;74;165;55,152;44,848
Valladolid;47135;2021;52;37;89;58,427;41,573
Valladolid;47135;2022;51;38;89;57,303;42,697
Valladolid;47135;2023;53;39;92;57,609;42,391
Valladolid;47137;2021;17;12;29;58,621;41,379
Valladolid;47137;2022;18;12;30;60,000;40,000
Valladolid;47137;2023;16;10;26;61,538;38,462
Valladolid;47138;2021;122;92;214;57,009;42,991
Valladolid;47138;2022;126;88;214;58,879;41,121
Valladolid;47138;2023;126;97;223;56,502;43,498
Valladolid;47139;2021;630;576;1206;52,239;47,761
Valladolid;47139;2022;595;555;1150;51,739;48,261
Valladolid;47139;2023;591;554;1145;51,616;48,384
Valladolid;47140;2021;68;44;112;60,714;39,286
Valladolid;47140;2022;68;41;109;62,385;37,615
Valladolid;47140;2023;71;41;112;63,393;36,607
Valladolid;47141;2021;64;46;110;58,182;41,818
Valladolid;47141;2022;59;46;105;56,190;43,810
Valladolid;47141;2023;60;46;106;56,604;43,396
Valladolid;47142;2021;71;52;123;57,724;42,276
Valladolid;47142;2022;68;47;115;59,130;40,870
Valladolid;47142;2023;66;48;114;57,895;42,105
Valladolid;47143;2021;63;46;109;57,798;42,202
Valladolid;47143;2022;60;45;105;57,143;42,857
Valladolid;47143;2023;59;41;100;59,000;41,000
Valladolid;47144;2021;43;37;80;53,750;46,250
Valladolid;47144;2022;43;36;79;54,430;45,570
Valladolid;47144;2023;46;43;89;51,685;48,315
Valladolid;47145;2021;348;305;653;53,292;46,708
Valladolid;47145;2022;345;301;646;53,406;46,594
Valladolid;47145;2023;348;302;650;53,538;46,462
Valladolid;47146;2021;178;169;347;51,297;48,703
Valladolid;47146;2022;183;170;353;51,841;48,159
Valladolid;47146;2023;180;171;351;51,282;48,718
Valladolid;47147;2021;59;49;108;54,630;45,370
Valladolid;47147;2022;61;50;111;54,955;45,045
Valladolid;47147;2023;64;44;108;59,259;40,741
Valladolid;47148;2021;248;218;466;53,219;46,781
Valladolid;47148;2022;240;210;450;53,333;46,667
Valladolid;47148;2023;239;200;439;54,442;45,558
Valladolid;47149;2021;23;25;48;47,917;52,083
Valladolid;47149;2022;22;26;48;45,833;54,167
Valladolid;47149;2023;26;25;51;50,980;49,020
Valladolid;47150;2021;145;163;308;47,078;52,922
Valladolid;47150;2022;147;161;308;47,727;52,273
Valladolid;47150;2023;148;158;306;48,366;51,634
Valladolid;47151;2021;14;10;24;58,333;41,667
Valladolid;47151;2022;14;9;23;60,870;39,130
Valladolid;47151;2023;14;9;23;60,870;39,130
Valladolid;47152;2021;40;34;74;54,054;45,946
Valladolid;47152;2022;38;32;70;54,286;45,714
Valladolid;47152;2023;41;32;73;56,164;43,836
Valladolid;47153;2021;63;48;111;56,757;43,243
Valladolid;47153;2022;58;47;105;55,238;44,762
Valladolid;47153;2023;60;51;111;54,054;45,946
Valladolid;47154;2021;107;77;184;58,152;41,848
Valladolid;47154;2022;106;77;183;57,923;42,077
Valladolid;47154;2023;107;76;183;58,470;41,530
Valladolid;47155;2021;2340;2247;4587;51,014;48,986
Valladolid;47155;2022;2356;2258;4614;51,062;48,938
Valladolid;47155;2023;2356;2280;4636;50,820;49,180
Valladolid;47156;2021;87;75;162;53,704;46,296
Valladolid;47156;2022;89;77;166;53,614;46,386
Valladolid;47156;2023;86;79;165;52,121;47,879
Valladolid;47157;2021;320;284;604;52,980;47,020
Valladolid;47157;2022;317;276;593;53,457;46,543
Valladolid;47157;2023;323;285;608;53,125;46,875
Valladolid;47158;2021;556;508;1064;52,256;47,744
Valladolid;47158;2022;562;505;1067;52,671;47,329
Valladolid;47158;2023;548;491;1039;52,743;47,257
Valladolid;47159;2021;581;535;1116;52,061;47,939
Valladolid;47159;2022;584;542;1126;51,865;48,135
Valladolid;47159;2023;595;545;1140;52,193;47,807
Valladolid;47160;2021;233;195;428;54,439;45,561
Valladolid;47160;2022;229;204;433;52,887;47,113
Valladolid;47160;2023;229;207;436;52,523;47,477
Valladolid;47161;2021;2718;2606;5324;51,052;48,948
Valladolid;47161;2022;2755;2674;5429;50,746;49,254
Valladolid;47161;2023;2785;2711;5496;50,673;49,327
Valladolid;47162;2021;41;30;71;57,746;42,254
Valladolid;47162;2022;50;40;90;55,556;44,444
Valladolid;47162;2023;49;38;87;56,322;43,678
Valladolid;47163;2021;140;145;285;49,123;50,877
Valladolid;47163;2022;145;144;289;50,173;49,827
Valladolid;47163;2023;144;139;283;50,883;49,117
Valladolid;47164;2021;219;190;409;53,545;46,455
Valladolid;47164;2022;214;184;398;53,769;46,231
Valladolid;47164;2023;208;179;387;53,747;46,253
Valladolid;47165;2021;4421;4321;8742;50,572;49,428
Valladolid;47165;2022;4385;4286;8671;50,571;49,429
Valladolid;47165;2023;4384;4327;8711;50,327;49,673
Valladolid;47166;2021;126;142;268;47,015;52,985
Valladolid;47166;2022;124;141;265;46,792;53,208
Valladolid;47166;2023;118;135;253;46,640;53,360
Valladolid;47167;2021;119;124;243;48,971;51,029
Valladolid;47167;2022;115;116;231;49,784;50,216
