Provincia;CMuni;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Burgos;09206;2022;35;23;58;60,345;39,655
Burgos;09206;2023;33;22;55;60,000;40,000
Burgos;09208;2021;107;89;196;54,592;45,408
Burgos;09208;2022;108;86;194;55,670;44,330
Burgos;09208;2023;105;87;192;54,688;45,312
Burgos;09209;2021;2947;2880;5827;50,575;49,425
Burgos;09209;2022;2929;2902;5831;50,232;49,768
Burgos;09209;2023;2978;2875;5853;50,880;49,120
Burgos;09211;2021;848;710;1558;54,429;45,571
Burgos;09211;2022;853;691;1544;55,246;44,754
Burgos;09211;2023;852;681;1533;55,577;44,423
Burgos;09213;2021;164;124;288;56,944;43,056
Burgos;09213;2022;153;114;267;57,303;42,697
Burgos;09213;2023;162;112;274;59,124;40,876
Burgos;09214;2021;432;296;728;59,341;40,659
Burgos;09214;2022;437;299;736;59,375;40,625
Burgos;09214;2023;445;296;741;60,054;39,946
Burgos;09215;2021;234;175;409;57,213;42,787
Burgos;09215;2022;231;173;404;57,178;42,822
Burgos;09215;2023;247;180;427;57,845;42,155
Burgos;09216;2021;226;205;431;52,436;47,564
Burgos;09216;2022;217;196;413;52,542;47,458
Burgos;09216;2023;213;205;418;50,957;49,043
Burgos;09217;2021;220;166;386;56,995;43,005
Burgos;09217;2022;215;171;386;55,699;44,301
Burgos;09217;2023;225;179;404;55,693;44,307
Burgos;09218;2021;245;196;441;55,556;44,444
Burgos;09218;2022;232;201;433;53,580;46,420
Burgos;09218;2023;220;198;418;52,632;47,368
Burgos;09219;2021;17531;17999;35530;49,341;50,659
Burgos;09219;2022;17336;17880;35216;49,228;50,772
Burgos;09219;2023;17571;18016;35587;49,375;50,625
Burgos;09220;2021;47;38;85;55,294;44,706
Burgos;09220;2022;57;37;94;60,638;39,362
Burgos;09220;2023;56;38;94;59,574;40,426
Burgos;09221;2021;416;348;764;54,450;45,550
Burgos;09221;2022;428;359;787;54,384;45,616
Burgos;09221;2023;428;349;777;55,084;44,916
Burgos;09223;2021;24;16;40;60,000;40,000
Burgos;09223;2022;26;16;42;61,905;38,095
Burgos;09223;2023;26;13;39;66,667;33,333
Burgos;09224;2021;92;73;165;55,758;44,242
Burgos;09224;2022;90;74;164;54,878;45,122
Burgos;09224;2023;87;70;157;55,414;44,586
Burgos;09225;2021;46;37;83;55,422;44,578
Burgos;09225;2022;44;37;81;54,321;45,679
Burgos;09225;2023;47;38;85;55,294;44,706
Burgos;09226;2021;35;23;58;60,345;39,655
Burgos;09226;2022;34;22;56;60,714;39,286
Burgos;09226;2023;34;24;58;58,621;41,379
Burgos;09227;2021;82;64;146;56,164;43,836
Burgos;09227;2022;88;67;155;56,774;43,226
Burgos;09227;2023;86;65;151;56,954;43,046
Burgos;09228;2021;91;74;165;55,152;44,848
Burgos;09228;2022;89;72;161;55,280;44,720
Burgos;09228;2023;90;77;167;53,892;46,108
Burgos;09229;2021;111;96;207;53,623;46,377
Burgos;09229;2022;107;95;202;52,970;47,030
Burgos;09229;2023;110;95;205;53,659;46,341
Burgos;09230;2021;14;17;31;45,161;54,839
Burgos;09230;2022;13;14;27;48,148;51,852
Burgos;09230;2023;12;14;26;46,154;53,846
Burgos;09231;2021;37;14;51;72,549;27,451
Burgos;09231;2022;35;18;53;66,038;33,962
Burgos;09231;2023;36;21;57;63,158;36,842
Burgos;09232;2021;82;62;144;56,944;43,056
Burgos;09232;2022;80;59;139;57,554;42,446
Burgos;09232;2023;69;55;124;55,645;44,355
Burgos;09235;2021;109;79;188;57,979;42,021
Burgos;09235;2022;116;79;195;59,487;40,513
Burgos;09235;2023;110;72;182;60,440;39,560
Burgos;09236;2021;21;15;36;58,333;41,667
Burgos;09236;2022;21;15;36;58,333;41,667
Burgos;09236;2023;20;15;35;57,143;42,857
Burgos;09238;2021;524;483;1007;52,036;47,964
Burgos;09238;2022;513;461;974;52,669;47,331
Burgos;09238;2023;501;466;967;51,810;48,190
Burgos;09239;2021;26;21;47;55,319;44,681
Burgos;09239;2022;26;25;51;50,980;49,020
Burgos;09239;2023;25;23;48;52,083;47,917
Burgos;09241;2021;203;153;356;57,022;42,978
Burgos;09241;2022;202;153;355;56,901;43,099
Burgos;09241;2023;200;157;357;56,022;43,978
Burgos;09242;2021;48;28;76;63,158;36,842
Burgos;09242;2022;45;27;72;62,500;37,500
Burgos;09242;2023;43;25;68;63,235;36,765
Burgos;09243;2021;52;33;85;61,176;38,824
Burgos;09243;2022;53;30;83;63,855;36,145
Burgos;09243;2023;57;32;89;64,045;35,955
Burgos;09244;2021;20;25;45;44,444;55,556
Burgos;09244;2022;22;25;47;46,809;53,191
Burgos;09244;2023;33;36;69;47,826;52,174
Burgos;09246;2021;356;345;701;50,785;49,215
Burgos;09246;2022;367;341;708;51,836;48,164
Burgos;09246;2023;356;336;692;51,445;48,555
Burgos;09247;2021;12;10;22;54,545;45,455
Burgos;09247;2022;12;9;21;57,143;42,857
Burgos;09247;2023;10;9;19;52,632;47,368
Burgos;09248;2021;53;33;86;61,628;38,372
Burgos;09248;2022;56;36;92;60,870;39,130
Burgos;09248;2023;55;40;95;57,895;42,105
Burgos;09249;2021;28;25;53;52,830;47,170
Burgos;09249;2022;30;25;55;54,545;45,455
Burgos;09249;2023;30;25;55;54,545;45,455
Burgos;09250;2021;165;128;293;56,314;43,686
Burgos;09250;2022;161;127;288;55,903;44,097
Burgos;09250;2023;160;128;288;55,556;44,444
Burgos;09251;2021;223;200;423;52,719;47,281
Burgos;09251;2022;220;201;421;52,257;47,743
Burgos;09251;2023;228;205;433;52,656;47,344
Burgos;09253;2021;70;46;116;60,345;39,655
Burgos;09253;2022;73;46;119;61,345;38,655
Burgos;09253;2023;66;40;106;62,264;37,736
Burgos;09255;2021;52;32;84;61,905;38,095
Burgos;09255;2022;50;31;81;61,728;38,272
Burgos;09255;2023;55;33;88;62,500;37,500
Burgos;09256;2021;287;200;487;58,932;41,068
Burgos;09256;2022;302;191;493;61,258;38,742
Burgos;09256;2023;286;191;477;59,958;40,042
Burgos;09257;2021;51;33;84;60,714;39,286
Burgos;09257;2022;55;35;90;61,111;38,889
Burgos;09257;2023;53;38;91;58,242;41,758
Burgos;09258;2021;90;75;165;54,545;45,455
Burgos;09258;2022;95;73;168;56,548;43,452
Burgos;09258;2023;95;74;169;56,213;43,787
Burgos;09259;2021;151;101;252;59,921;40,079
Burgos;09259;2022;153;105;258;59,302;40,698
Burgos;09259;2023;154;104;258;59,690;40,310
Burgos;09261;2021;258;245;503;51,292;48,708
Burgos;09261;2022;259;251;510;50,784;49,216
Burgos;09261;2023;243;227;470;51,702;48,298
Burgos;09262;2021;98;77;175;56,000;44,000
Burgos;09262;2022;97;78;175;55,429;44,571
Burgos;09262;2023;95;77;172;55,233;44,767
Burgos;09265;2021;21;16;37;56,757;43,243
Burgos;09265;2022;25;17;42;59,524;40,476
Burgos;09265;2023;24;15;39;61,538;38,462
Burgos;09266;2021;64;36;100;64,000;36,000
Burgos;09266;2022;66;35;101;65,347;34,653
Burgos;09266;2023;63;33;96;65,625;34,375
Burgos;09267;2021;67;50;117;57,265;42,735
Burgos;09267;2022;65;46;111;58,559;41,441
Burgos;09267;2023;65;41;106;61,321;38,679
Burgos;09268;2021;60;39;99;60,606;39,394
Burgos;09268;2022;60;39;99;60,606;39,394
Burgos;09268;2023;61;39;100;61,000;39,000
Burgos;09269;2021;21;19;40;52,500;47,500
Burgos;09269;2022;20;17;37;54,054;45,946
Burgos;09269;2023;20;14;34;58,824;41,176
Burgos;09270;2021;95;72;167;56,886;43,114
Burgos;09270;2022;98;73;171;57,310;42,690
Burgos;09270;2023;94;72;166;56,627;43,373
Burgos;09272;2021;160;132;292;54,795;45,205
Burgos;09272;2022;157;128;285;55,088;44,912
Burgos;09272;2023;158;128;286;55,245;44,755
Burgos;09273;2021;35;21;56;62,500;37,500
Burgos;09273;2022;33;22;55;60,000;40,000
Burgos;09273;2023;37;23;60;61,667;38,333
Burgos;09274;2021;568;550;1118;50,805;49,195
Burgos;09274;2022;558;538;1096;50,912;49,088
Burgos;09274;2023;552;526;1078;51,206;48,794
Burgos;09275;2021;107;72;179;59,777;40,223
Burgos;09275;2022;120;80;200;60,000;40,000
Burgos;09275;2023;115;82;197;58,376;41,624
Burgos;09276;2021;279;235;514;54,280;45,720
Burgos;09276;2022;281;246;527;53,321;46,679
Burgos;09276;2023;286;263;549;52,095;47,905
Burgos;09277;2021;78;42;120;65,000;35,000
Burgos;09277;2022;78;43;121;64,463;35,537
Burgos;09277;2023;76;42;118;64,407;35,593
Burgos;09279;2021;148;99;247;59,919;40,081
Burgos;09279;2022;161;103;264;60,985;39,015
Burgos;09279;2023;149;103;252;59,127;40,873
Burgos;09280;2021;18;12;30;60,000;40,000
Burgos;09280;2022;19;14;33;57,576;42,424
Burgos;09280;2023;18;14;32;56,250;43,750
Burgos;09281;2021;86;70;156;55,128;44,872
Burgos;09281;2022;80;69;149;53,691;46,309
Burgos;09281;2023;80;69;149;53,691;46,309
Burgos;09283;2021;25;18;43;58,140;41,860
Burgos;09283;2022;26;19;45;57,778;42,222
Burgos;09283;2023;28;21;49;57,143;42,857
Burgos;09287;2021;142;114;256;55,469;44,531
Burgos;09287;2022;149;126;275;54,182;45,818
Burgos;09287;2023;156;130;286;54,545;45,455
Burgos;09288;2021;61;51;112;54,464;45,536
Burgos;09288;2022;58;54;112;51,786;48,214
Burgos;09288;2023;55;52;107;51,402;48,598
Burgos;09289;2021;829;758;1587;52,237;47,763
Burgos;09289;2022;815;741;1556;52,378;47,622
Burgos;09289;2023;797;731;1528;52,160;47,840
Burgos;09292;2021;44;31;75;58,667;41,333
Burgos;09292;2022;41;30;71;57,746;42,254
Burgos;09292;2023;39;30;69;56,522;43,478
Burgos;09294;2021;70;45;115;60,870;39,130
Burgos;09294;2022;70;47;117;59,829;40,171
Burgos;09294;2023;71;41;112;63,393;36,607
Burgos;09295;2021;25;25;50;50,000;50,000
Burgos;09295;2022;26;26;52;50,000;50,000
Burgos;09295;2023;26;25;51;50,980;49,020
Burgos;09297;2021;221;158;379;58,311;41,689
Burgos;09297;2022;225;156;381;59,055;40,945
Burgos;09297;2023;228;161;389;58,612;41,388
Burgos;09298;2021;46;33;79;58,228;41,772
Burgos;09298;2022;43;30;73;58,904;41,096
Burgos;09298;2023;40;30;70;57,143;42,857
Burgos;09301;2021;485;390;875;55,429;44,571
Burgos;09301;2022;486;400;886;54,853;45,147
Burgos;09301;2023;490;418;908;53,965;46,035
Burgos;09302;2021;60;38;98;61,224;38,776
Burgos;09302;2022;58;38;96;60,417;39,583
Burgos;09302;2023;63;38;101;62,376;37,624
Burgos;09303;2021;48;31;79;60,759;39,241
Burgos;09303;2022;49;32;81;60,494;39,506
Burgos;09303;2023;53;31;84;63,095;36,905
Burgos;09304;2021;115;116;231;49,784;50,216
Burgos;09304;2022;116;110;226;51,327;48,673
Burgos;09304;2023;125;129;254;49,213;50,787
Burgos;09306;2021;55;40;95;57,895;42,105
Burgos;09306;2022;53;39;92;57,609;42,391
Burgos;09306;2023;56;39;95;58,947;41,053
Burgos;09307;2021;70;37;107;65,421;34,579
Burgos;09307;2022;64;43;107;59,813;40,187
Burgos;09307;2023;63;42;105;60,000;40,000
Burgos;09308;2021;36;28;64;56,250;43,750
Burgos;09308;2022;36;28;64;56,250;43,750
Burgos;09308;2023;41;27;68;60,294;39,706
Burgos;09309;2021;176;157;333;52,853;47,147
Burgos;09309;2022;178;146;324;54,938;45,062
Burgos;09309;2023;180;136;316;56,962;43,038
Burgos;09310;2021;11;4;15;73,333;26,667
Burgos;09310;2022;11;4;15;73,333;26,667
Burgos;09310;2023;12;4;16;75,000;25,000
Burgos;09311;2021;39;27;66;59,091;40,909
Burgos;09311;2022;40;25;65;61,538;38,462
Burgos;09311;2023;37;25;62;59,677;40,323
Burgos;09312;2021;59;43;102;57,843;42,157
Burgos;09312;2022;55;39;94;58,511;41,489
Burgos;09312;2023;57;38;95;60,000;40,000
Burgos;09314;2021;64;43;107;59,813;40,187
Burgos;09314;2022;61;40;101;60,396;39,604
Burgos;09314;2023;63;39;102;61,765;38,235
Burgos;09315;2021;288;270;558;51,613;48,387
Burgos;09315;2022;326;292;618;52,751;47,249
Burgos;09315;2023;332;294;626;53,035;46,965
Burgos;09316;2021;61;41;102;59,804;40,196
Burgos;09316;2022;70;45;115;60,870;39,130
Burgos;09316;2023;73;48;121;60,331;39,669
Burgos;09317;2021;8;13;21;38,095;61,905
Burgos;09317;2022;8;12;20;40,000;60,000
Burgos;09317;2023;7;12;19;36,842;63,158
Burgos;09318;2021;38;19;57;66,667;33,333
Burgos;09318;2022;38;18;56;67,857;32,143
Burgos;09318;2023;36;18;54;66,667;33,333
Burgos;09321;2021;1143;1111;2254;50,710;49,290
Burgos;09321;2022;1149;1105;2254;50,976;49,024
Burgos;09321;2023;1171;1095;2266;51,677;48,323
Burgos;09323;2021;41;20;61;67,213;32,787
Burgos;09323;2022;42;21;63;66,667;33,333
Burgos;09323;2023;37;22;59;62,712;37,288
Burgos;09325;2021;106;71;177;59,887;40,113
Burgos;09325;2022;106;72;178;59,551;40,449
Burgos;09325;2023;105;70;175;60,000;40,000
Burgos;09326;2021;112;81;193;58,031;41,969
Burgos;09326;2022;110;83;193;56,995;43,005
Burgos;09326;2023;114;88;202;56,436;43,564
Burgos;09327;2021;14;14;28;50,000;50,000
Burgos;09327;2022;13;15;28;46,429;53,571
Burgos;09327;2023;15;17;32;46,875;53,125
Burgos;09328;2021;31;33;64;48,438;51,562
Burgos;09328;2022;32;35;67;47,761;52,239
Burgos;09328;2023;33;36;69;47,826;52,174
Burgos;09329;2021;77;56;133;57,895;42,105
Burgos;09329;2022;78;57;135;57,778;42,222
Burgos;09329;2023;79;56;135;58,519;41,481
Burgos;09330;2021;1023;952;1975;51,797;48,203
Burgos;09330;2022;1026;940;1966;52,187;47,813
Burgos;09330;2023;1029;957;1986;51,813;48,187
Burgos;09332;2021;103;77;180;57,222;42,778
Burgos;09332;2022;114;74;188;60,638;39,362
Burgos;09332;2023;119;85;204;58,333;41,667
Burgos;09334;2021;38;13;51;74,510;25,490
Burgos;09334;2022;37;13;50;74,000;26,000
Burgos;09334;2023;34;14;48;70,833;29,167
Burgos;09335;2021;60;33;93;64,516;35,484
Burgos;09335;2022;61;34;95;64,211;35,789
Burgos;09335;2023;60;33;93;64,516;35,484
Burgos;09337;2021;84;71;155;54,194;45,806
Burgos;09337;2022;84;67;151;55,629;44,371
Burgos;09337;2023;76;66;142;53,521;46,479
Burgos;09338;2021;179;139;318;56,289;43,711
Burgos;09338;2022;181;136;317;57,098;42,902
Burgos;09338;2023;191;138;329;58,055;41,945
Burgos;09339;2021;86;58;144;59,722;40,278
Burgos;09339;2022;87;55;142;61,268;38,732
Burgos;09339;2023;88;57;145;60,690;39,310
Burgos;09340;2021;49;20;69;71,014;28,986
Burgos;09340;2022;48;16;64;75,000;25,000
Burgos;09340;2023;46;18;64;71,875;28,125
Burgos;09343;2021;61;39;100;61,000;39,000
Burgos;09343;2022;65;40;105;61,905;38,095
Burgos;09343;2023;64;41;105;60,952;39,048
Burgos;09345;2021;83;49;132;62,879;37,121
Burgos;09345;2022;81;59;140;57,857;42,143
Burgos;09345;2023;80;59;139;57,554;42,446
Burgos;09346;2021;68;33;101;67,327;32,673
Burgos;09346;2022;68;35;103;66,019;33,981
Burgos;09346;2023;66;35;101;65,347;34,653
Burgos;09347;2021;82;70;152;53,947;46,053
Burgos;09347;2022;85;71;156;54,487;45,513
Burgos;09347;2023;89;75;164;54,268;45,732
Burgos;09348;2021;88;64;152;57,895;42,105
Burgos;09348;2022;87;65;152;57,237;42,763
Burgos;09348;2023;86;68;154;55,844;44,156
Burgos;09350;2021;281;236;517;54,352;45,648
Burgos;09350;2022;281;231;512;54,883;45,117
Burgos;09350;2023;276;229;505;54,653;45,347
Burgos;09351;2021;48;18;66;72,727;27,273
Burgos;09351;2022;45;17;62;72,581;27,419
Burgos;09351;2023;47;17;64;73,438;26,562
Burgos;09352;2021;66;38;104;63,462;36,538
Burgos;09352;2022;66;31;97;68,041;31,959
Burgos;09352;2023;69;32;101;68,317;31,683
Burgos;09353;2021;61;38;99;61,616;38,384
Burgos;09353;2022;60;35;95;63,158;36,842
Burgos;09353;2023;54;37;91;59,341;40,659
Burgos;09354;2021;25;11;36;69,444;30,556
Burgos;09354;2022;27;13;40;67,500;32,500
Burgos;09354;2023;27;14;41;65,854;34,146
Burgos;09355;2021;47;38;85;55,294;44,706
Burgos;09355;2022;46;40;86;53,488;46,512
Burgos;09355;2023;43;36;79;54,430;45,570
Burgos;09356;2021;33;21;54;61,111;38,889
Burgos;09356;2022;34;23;57;59,649;40,351
Burgos;09356;2023;41;31;72;56,944;43,056
Burgos;09358;2021;170;93;263;64,639;35,361
Burgos;09358;2022;174;95;269;64,684;35,316
Burgos;09358;2023;171;91;262;65,267;34,733
Burgos;09360;2021;20;8;28;71,429;28,571
Burgos;09360;2022;20;10;30;66,667;33,333
Burgos;09360;2023;19;11;30;63,333;36,667
Burgos;09361;2021;64;48;112;57,143;42,857
Burgos;09361;2022;67;52;119;56,303;43,697
Burgos;09361;2023;72;56;128;56,250;43,750
Burgos;09362;2021;135;116;251;53,785;46,215
Burgos;09362;2022;140;125;265;52,830;47,170
Burgos;09362;2023;138;124;262;52,672;47,328
Burgos;09363;2021;560;406;966;57,971;42,029
Burgos;09363;2022;550;410;960;57,292;42,708
Burgos;09363;2023;533;402;935;57,005;42,995
Burgos;09365;2021;18;7;25;72,000;28,000
Burgos;09365;2022;19;7;26;73,077;26,923
Burgos;09365;2023;20;8;28;71,429;28,571
Burgos;09366;2021;43;30;73;58,904;41,096
Burgos;09366;2022;48;32;80;60,000;40,000
Burgos;09366;2023;45;29;74;60,811;39,189
Burgos;09368;2021;16;12;28;57,143;42,857
Burgos;09368;2022;16;10;26;61,538;38,462
Burgos;09368;2023;12;9;21;57,143;42,857
Burgos;09369;2021;249;219;468;53,205;46,795
Burgos;09369;2022;252;233;485;51,959;48,041
Burgos;09369;2023;249;229;478;52,092;47,908
Burgos;09372;2021;154;126;280;55,000;45,000
Burgos;09372;2022;161;132;293;54,949;45,051
Burgos;09372;2023;165;131;296;55,743;44,257
Burgos;09373;2021;256;187;443;57,788;42,212
Burgos;09373;2022;257;176;433;59,353;40,647
Burgos;09373;2023;253;175;428;59,112;40,888
Burgos;09374;2021;71;42;113;62,832;37,168
Burgos;09374;2022;73;43;116;62,931;37,069
Burgos;09374;2023;72;45;117;61,538;38,462
Burgos;09375;2021;25;16;41;60,976;39,024
Burgos;09375;2022;28;16;44;63,636;36,364
Burgos;09375;2023;34;25;59;57,627;42,373
Burgos;09377;2021;431;370;801;53,808;46,192
Burgos;09377;2022;442;370;812;54,433;45,567
Burgos;09377;2023;429;374;803;53,425;46,575
Burgos;09378;2021;19;15;34;55,882;44,118
Burgos;09378;2022;19;15;34;55,882;44,118
Burgos;09378;2023;19;15;34;55,882;44,118
Burgos;09380;2021;35;38;73;47,945;52,055
Burgos;09380;2022;33;36;69;47,826;52,174
Burgos;09380;2023;33;34;67;49,254;50,746
Burgos;09381;2021;15;13;28;53,571;46,429
Burgos;09381;2022;15;13;28;53,571;46,429
Burgos;09381;2023;15;12;27;55,556;44,444
Burgos;09382;2021;16;6;22;72,727;27,273
Burgos;09382;2022;19;7;26;73,077;26,923
Burgos;09382;2023;18;7;25;72,000;28,000
Burgos;09384;2021;184;145;329;55,927;44,073
Burgos;09384;2022;182;142;324;56,173;43,827
Burgos;09384;2023;170;139;309;55,016;44,984
Burgos;09386;2021;41;32;73;56,164;43,836
Burgos;09386;2022;44;34;78;56,410;43,590
Burgos;09386;2023;46;37;83;55,422;44,578
Burgos;09387;2021;74;46;120;61,667;38,333
Burgos;09387;2022;76;44;120;63,333;36,667
Burgos;09387;2023;71;48;119;59,664;40,336
Burgos;09388;2021;20;14;34;58,824;41,176
Burgos;09388;2022;21;14;35;60,000;40,000
Burgos;09388;2023;22;11;33;66,667;33,333
Burgos;09389;2021;44;32;76;57,895;42,105
Burgos;09389;2022;42;32;74;56,757;43,243
Burgos;09389;2023;40;29;69;57,971;42,029
Burgos;09390;2021;319;276;595;53,613;46,387
Burgos;09390;2022;306;277;583;52,487;47,513
Burgos;09390;2023;300;277;577;51,993;48,007
Burgos;09391;2021;215;187;402;53,483;46,517
Burgos;09391;2022;227;181;408;55,637;44,363
Burgos;09391;2023;222;182;404;54,950;45,050
Burgos;09392;2021;31;25;56;55,357;44,643
Burgos;09392;2022;27;24;51;52,941;47,059
Burgos;09392;2023;28;25;53;52,830;47,170
Burgos;09394;2021;370;384;754;49,072;50,928
Burgos;09394;2022;366;368;734;49,864;50,136
Burgos;09394;2023;363;369;732;49,590;50,410
Burgos;09395;2021;86;56;142;60,563;39,437
Burgos;09395;2022;86;49;135;63,704;36,296
Burgos;09395;2023;85;55;140;60,714;39,286
Burgos;09396;2021;89;78;167;53,293;46,707
Burgos;09396;2022;87;79;166;52,410;47,590
Burgos;09396;2023;89;79;168;52,976;47,024
Burgos;09398;2021;44;23;67;65,672;34,328
Burgos;09398;2022;43;24;67;64,179;35,821
Burgos;09398;2023;44;18;62;70,968;29,032
Burgos;09400;2021;193;160;353;54,674;45,326
Burgos;09400;2022;201;168;369;54,472;45,528
Burgos;09400;2023;201;171;372;54,032;45,968
Burgos;09403;2021;58;41;99;58,586;41,414
Burgos;09403;2022;60;41;101;59,406;40,594
Burgos;09403;2023;60;41;101;59,406;40,594
Burgos;09405;2021;73;51;124;58,871;41,129
Burgos;09405;2022;70;52;122;57,377;42,623
Burgos;09405;2023;69;50;119;57,983;42,017
Burgos;09406;2021;197;147;344;57,267;42,733
Burgos;09406;2022;192;138;330;58,182;41,818
Burgos;09406;2023;203;144;347;58,501;41,499
Burgos;09407;2021;12;13;25;48,000;52,000
Burgos;09407;2022;12;14;26;46,154;53,846
Burgos;09407;2023;13;14;27;48,148;51,852
Burgos;09408;2021;29;16;45;64,444;35,556
Burgos;09408;2022;26;16;42;61,905;38,095
Burgos;09408;2023;27;15;42;64,286;35,714
Burgos;09409;2021;70;62;132;53,030;46,970
Burgos;09409;2022;70;62;132;53,030;46,970
Burgos;09409;2023;66;61;127;51,969;48,031
Burgos;09410;2021;2032;1963;3995;50,864;49,136
Burgos;09410;2022;2035;1999;4034;50,446;49,554
Burgos;09410;2023;2063;2026;4089;50,452;49,548
Burgos;09411;2021;101;64;165;61,212;38,788
Burgos;09411;2022;100;68;168;59,524;40,476
Burgos;09411;2023;96;69;165;58,182;41,818
Burgos;09412;2021;491;414;905;54,254;45,746
Burgos;09412;2022;487;400;887;54,904;45,096
Burgos;09412;2023;479;400;879;54,494;45,506
Burgos;09413;2021;245;212;457;53,611;46,389
Burgos;09413;2022;254;212;466;54,506;45,494
Burgos;09413;2023;256;218;474;54,008;45,992
Burgos;09414;2021;117;77;194;60,309;39,691
Burgos;09414;2022;119;77;196;60,714;39,286
Burgos;09414;2023;120;76;196;61,224;38,776
Burgos;09415;2021;190;150;340;55,882;44,118
Burgos;09415;2022;181;144;325;55,692;44,308
Burgos;09415;2023;183;143;326;56,135;43,865
Burgos;09416;2021;31;18;49;63,265;36,735
Burgos;09416;2022;31;15;46;67,391;32,609
Burgos;09416;2023;32;17;49;65,306;34,694
Burgos;09417;2021;23;17;40;57,500;42,500
Burgos;09417;2022;22;17;39;56,410;43,590
Burgos;09417;2023;24;17;41;58,537;41,463
Burgos;09418;2021;39;41;80;48,750;51,250
Burgos;09418;2022;40;41;81;49,383;50,617
Burgos;09418;2023;42;38;80;52,500;47,500
Burgos;09419;2021;45;22;67;67,164;32,836
Burgos;09419;2022;45;22;67;67,164;32,836
Burgos;09419;2023;46;21;67;68,657;31,343
Burgos;09421;2021;161;112;273;58,974;41,026
Burgos;09421;2022;151;105;256;58,984;41,016
Burgos;09421;2023;152;110;262;58,015;41,985
Burgos;09422;2021;11;8;19;57,895;42,105
Burgos;09422;2022;14;10;24;58,333;41,667
Burgos;09422;2023;13;11;24;54,167;45,833
Burgos;09423;2021;16;10;26;61,538;38,462
Burgos;09423;2022;15;10;25;60,000;40,000
Burgos;09423;2023;16;10;26;61,538;38,462
Burgos;09424;2021;23;15;38;60,526;39,474
Burgos;09424;2022;23;14;37;62,162;37,838
Burgos;09424;2023;23;14;37;62,162;37,838
Burgos;09425;2021;295;235;530;55,660;44,340
Burgos;09425;2022;296;232;528;56,061;43,939
Burgos;09425;2023;285;223;508;56,102;43,898
Burgos;09427;2021;826;659;1485;55,623;44,377
Burgos;09427;2022;823;659;1482;55,533;44,467
Burgos;09427;2023;812;664;1476;55,014;44,986
Burgos;09428;2021;54;43;97;55,670;44,330
Burgos;09428;2022;54;46;100;54,000;46,000
Burgos;09428;2023;51;48;99;51,515;48,485
Burgos;09429;2021;43;14;57;75,439;24,561
Burgos;09429;2022;41;16;57;71,930;28,070
Burgos;09429;2023;38;16;54;70,370;29,630
Burgos;09430;2021;16;11;27;59,259;40,741
Burgos;09430;2022;17;11;28;60,714;39,286
Burgos;09430;2023;16;10;26;61,538;38,462
Burgos;09431;2021;68;45;113;60,177;39,823
Burgos;09431;2022;70;46;116;60,345;39,655
Burgos;09431;2023;72;46;118;61,017;38,983
Burgos;09432;2021;101;68;169;59,763;40,237
Burgos;09432;2022;93;61;154;60,390;39,610
Burgos;09432;2023;88;58;146;60,274;39,726
Burgos;09433;2021;34;24;58;58,621;41,379
Burgos;09433;2022;30;22;52;57,692;42,308
Burgos;09433;2023;33;23;56;58,929;41,071
Burgos;09434;2021;975;873;1848;52,760;47,240
Burgos;09434;2022;982;884;1866;52,626;47,374
Burgos;09434;2023;989;883;1872;52,831;47,169
Burgos;09437;2021;151;137;288;52,431;47,569
Burgos;09437;2022;169;138;307;55,049;44,951
Burgos;09437;2023;168;142;310;54,194;45,806
Burgos;09438;2021;370;333;703;52,632;47,368
Burgos;09438;2022;376;334;710;52,958;47,042
Burgos;09438;2023;366;329;695;52,662;47,338
Burgos;09439;2021;791;664;1455;54,364;45,636
Burgos;09439;2022;785;671;1456;53,915;46,085
Burgos;09439;2023;800;690;1490;53,691;46,309
Burgos;09440;2021;54;32;86;62,791;37,209
Burgos;09440;2022;54;32;86;62,791;37,209
Burgos;09440;2023;57;32;89;64,045;35,955
Burgos;09441;2021;56;43;99;56,566;43,434
Burgos;09441;2022;54;39;93;58,065;41,935
Burgos;09441;2023;53;37;90;58,889;41,111
Burgos;09442;2021;227;188;415;54,699;45,301
Burgos;09442;2022;228;195;423;53,901;46,099
Burgos;09442;2023;224;199;423;52,955;47,045
Burgos;09443;2021;76;81;157;48,408;51,592
Burgos;09443;2022;81;81;162;50,000;50,000
Burgos;09443;2023;82;83;165;49,697;50,303
Burgos;09444;2021;34;30;64;53,125;46,875
Burgos;09444;2022;33;28;61;54,098;45,902
Burgos;09444;2023;32;27;59;54,237;45,763
Burgos;09445;2021;33;12;45;73,333;26,667
Burgos;09445;2022;37;12;49;75,510;24,490
Burgos;09445;2023;37;10;47;78,723;21,277
Burgos;09446;2021;7;3;10;70,000;30,000
Burgos;09446;2022;6;3;9;66,667;33,333
Burgos;09446;2023;6;3;9;66,667;33,333
Burgos;09447;2021;27;17;44;61,364;38,636
Burgos;09447;2022;27;17;44;61,364;38,636
Burgos;09447;2023;25;17;42;59,524;40,476
Burgos;09448;2021;136;88;224;60,714;39,286
Burgos;09448;2022;137;88;225;60,889;39,111
Burgos;09448;2023;138;87;225;61,333;38,667
Burgos;09449;2021;67;47;114;58,772;41,228
Burgos;09449;2022;70;48;118;59,322;40,678
Burgos;09449;2023;71;48;119;59,664;40,336
Burgos;09450;2021;16;8;24;66,667;33,333
