Provincia;CMuni;CUSEC;area_km2
Salamanca;37103;3710301001;46,312
Salamanca;37104;3710401001;16,982
Salamanca;37106;3710601001;104,770
Salamanca;37107;3710701001;0,246
Salamanca;37107;3710701002;0,134
Salamanca;37107;3710702001;68,147
Salamanca;37107;3710702002;0,128
Salamanca;37107;3710702003;66,035
Salamanca;37107;3710702004;18,023
Salamanca;37107;3710702005;16,676
Salamanca;37107;3710702006;19,674
Salamanca;37107;3710702007;12,342
Salamanca;37107;3710702008;0,208
Salamanca;37107;3710703001;38,694
Salamanca;37108;3710801001;10,469
Salamanca;37109;3710901001;40,011
Salamanca;37110;3711001001;15,840
Salamanca;37112;3711201001;22,100
Salamanca;37113;3711301001;91,244
Salamanca;37114;3711401001;14,711
Salamanca;37115;3711501001;16,354
Salamanca;37116;3711601001;46,190
Salamanca;37117;3711701001;14,069
Salamanca;37118;3711801001;17,466
Salamanca;37119;3711901001;30,816
Salamanca;37120;3712001001;23,780
Salamanca;37121;3712101001;20,870
Salamanca;37122;3712201001;8,788
Salamanca;37123;3712301001;33,784
Salamanca;37124;3712401001;33,565
Salamanca;37125;3712501001;20,985
Salamanca;37126;3712601001;39,493
Salamanca;37127;3712701001;98,567
Salamanca;37128;3712801001;23,457
Salamanca;37129;3712901001;20,805
Salamanca;37130;3713001001;38,089
Salamanca;37131;3713101001;28,312
Salamanca;37132;3713201001;45,240
Salamanca;37133;3713301001;8,180
Salamanca;37134;3713401001;13,289
Salamanca;37135;3713501001;77,119
Salamanca;37136;3713601001;101,764
Salamanca;37137;3713701001;50,232
Salamanca;37138;3713801001;27,261
Salamanca;37139;3713901001;14,481
Salamanca;37140;3714001001;57,286
Salamanca;37141;3714101001;27,672
Salamanca;37142;3714201001;44,168
Salamanca;37143;3714301001;31,643
Salamanca;37144;3714401001;22,858
Salamanca;37145;3714501001;47,216
Salamanca;37146;3714601001;30,828
Salamanca;37147;3714701001;12,518
Salamanca;37148;3714801001;47,600
Salamanca;37149;3714901001;84,323
Salamanca;37150;3715001001;43,371
Salamanca;37151;3715101001;11,795
Salamanca;37152;3715201001;20,703
Salamanca;37154;3715401001;31,519
Salamanca;37155;3715501001;13,471
Salamanca;37156;3715601001;19,734
Salamanca;37156;3715601002;1,389
Salamanca;37156;3715601003;42,139
Salamanca;37157;3715701001;23,446
Salamanca;37158;3715801001;31,543
Salamanca;37159;3715901001;25,702
Salamanca;37160;3716001001;93,133
Salamanca;37161;3716101001;29,997
Salamanca;37162;3716201001;53,382
Salamanca;37163;3716301001;8,674
Salamanca;37164;3716401001;14,205
Salamanca;37165;3716501001;12,940
Salamanca;37166;3716601001;27,505
Salamanca;37167;3716701001;21,758
Salamanca;37168;3716801001;42,552
Salamanca;37169;3716901001;49,646
Salamanca;37170;3717001001;141,331
Salamanca;37171;3717101001;16,957
Salamanca;37172;3717201001;27,913
Salamanca;37173;3717301001;36,608
Salamanca;37173;3717302001;33,600
Salamanca;37174;3717401001;32,940
Salamanca;37175;3717501001;18,691
Salamanca;37176;3717601001;1,608
Salamanca;37177;3717701001;46,312
Salamanca;37178;3717801001;10,297
Salamanca;37179;3717901001;23,472
Salamanca;37180;3718001001;36,749
Salamanca;37181;3718101001;47,426
Salamanca;37182;3718201001;24,049
Salamanca;37183;3718301001;63,306
Salamanca;37184;3718401001;19,790
Salamanca;37185;3718501001;32,823
Salamanca;37186;3718601001;38,679
Salamanca;37187;3718701001;69,341
Salamanca;37188;3718801001;7,027
Salamanca;37189;3718901001;46,554
Salamanca;37190;3719001001;34,874
Salamanca;37191;3719101001;22,692
Salamanca;37192;3719201001;24,085
Salamanca;37193;3719301001;21,088
Salamanca;37194;3719401001;9,058
Salamanca;37195;3719501001;6,792
Salamanca;37196;3719601001;4,365
Salamanca;37197;3719701001;19,112
Salamanca;37198;3719801001;32,870
Salamanca;37199;3719901001;48,161
Salamanca;37200;3720001001;29,120
Salamanca;37201;3720101001;15,307
Salamanca;37202;3720201001;10,972
Salamanca;37203;3720301001;35,328
Salamanca;37204;3720401001;51,931
Salamanca;37205;3720501001;22,948
Salamanca;37206;3720601001;8,360
Salamanca;37207;3720701001;12,087
Salamanca;37208;3720801001;27,733
Salamanca;37209;3720901001;44,871
Salamanca;37211;3721101001;74,121
Salamanca;37212;3721201001;8,551
Salamanca;37213;3721301001;11,736
Salamanca;37214;3721401001;16,527
Salamanca;37215;3721501001;44,648
Salamanca;37216;3721601001;17,176
Salamanca;37217;3721701001;11,083
Salamanca;37218;3721801001;17,534
Salamanca;37219;3721901001;13,127
Salamanca;37221;3722101001;60,082
Salamanca;37222;3722201001;11,789
Salamanca;37223;3722301001;90,671
Salamanca;37224;3722401001;30,588
Salamanca;37225;3722501001;9,626
Salamanca;37226;3722601001;27,750
Salamanca;37228;3722801001;36,484
Salamanca;37229;3722901001;16,362
Salamanca;37230;3723001001;17,825
Salamanca;37231;3723101001;31,595
Salamanca;37232;3723201001;35,629
Salamanca;37233;3723301001;12,705
Salamanca;37234;3723401001;61,968
Salamanca;37235;3723501001;23,255
Salamanca;37236;3723601001;19,261
Salamanca;37237;3723701001;70,425
Salamanca;37238;3723801001;8,121
Salamanca;37239;3723901001;20,263
Salamanca;37240;3724001001;23,144
Salamanca;37241;3724101001;14,650
Salamanca;37242;3724201001;44,418
Salamanca;37243;3724301001;25,221
Salamanca;37244;3724401001;6,265
Salamanca;37245;3724501001;62,344
Salamanca;37246;3724601001;3,497
Salamanca;37246;3724601002;3,886
Salamanca;37246;3724602001;13,680
Salamanca;37246;3724602002;1,901
Salamanca;37247;3724701001;12,732
Salamanca;37248;3724801001;19,705
Salamanca;37249;3724901001;32,728
Salamanca;37250;3725001001;48,889
Salamanca;37251;3725101001;8,795
Salamanca;37252;3725201001;14,605
Salamanca;37253;3725301001;20,234
Salamanca;37254;3725401001;19,755
Salamanca;37255;3725501001;16,677
Salamanca;37256;3725601001;23,740
Salamanca;37257;3725701001;59,069
Salamanca;37258;3725801001;26,021
Salamanca;37259;3725901001;9,284
Salamanca;37260;3726001001;37,361
Salamanca;37261;3726101001;34,051
Salamanca;37262;3726201001;62,773
Salamanca;37263;3726301001;10,392
Salamanca;37264;3726401001;29,428
Salamanca;37265;3726501001;31,662
Salamanca;37266;3726601001;16,510
Salamanca;37267;3726701001;64,653
Salamanca;37268;3726801001;13,073
Salamanca;37269;3726901001;78,961
Salamanca;37270;3727001001;21,851
Salamanca;37271;3727101001;22,993
Salamanca;37272;3727201001;45,623
Salamanca;37273;3727301001;40,868
Salamanca;37274;3727401001;0,079
Salamanca;37274;3727401002;0,062
Salamanca;37274;3727401003;0,030
Salamanca;37274;3727401004;0,057
Salamanca;37274;3727401005;0,071
Salamanca;37274;3727401006;0,319
Salamanca;37274;3727401007;0,141
Salamanca;37274;3727401008;0,058
Salamanca;37274;3727401009;0,042
Salamanca;37274;3727401010;0,060
Salamanca;37274;3727401011;0,042
Salamanca;37274;3727401012;0,017
Salamanca;37274;3727402001;0,070
Salamanca;37274;3727402002;0,054
Salamanca;37274;3727402003;0,068
Salamanca;37274;3727402004;0,255
Salamanca;37274;3727402005;0,053
Salamanca;37274;3727402006;0,072
Salamanca;37274;3727402007;0,035
Salamanca;37274;3727402008;0,030
Salamanca;37274;3727402009;0,021
Salamanca;37274;3727402010;0,045
Salamanca;37274;3727402011;0,030
Salamanca;37274;3727402012;0,031
Salamanca;37274;3727402013;0,018
Salamanca;37274;3727402014;0,025
Salamanca;37274;3727402015;0,024
Salamanca;37274;3727402016;0,219
Salamanca;37274;3727402017;0,046
Salamanca;37274;3727402018;1,042
Salamanca;37274;3727402019;0,897
Salamanca;37274;3727402020;0,111
Salamanca;37274;3727403001;0,370
Salamanca;37274;3727403002;0,727
Salamanca;37274;3727403003;0,065
Salamanca;37274;3727403004;0,179
Salamanca;37274;3727403005;0,081
Salamanca;37274;3727403006;1,230
Salamanca;37274;3727403007;0,073
Salamanca;37274;3727403008;0,288
Salamanca;37274;3727403009;0,894
Salamanca;37274;3727403010;0,532
Salamanca;37274;3727403011;0,352
Salamanca;37274;3727403012;0,071
Salamanca;37274;3727403013;7,686
Salamanca;37274;3727403014;0,127
Salamanca;37274;3727403015;0,087
Salamanca;37274;3727403016;0,101
Salamanca;37274;3727403017;1,395
Salamanca;37274;3727403018;0,764
Salamanca;37274;3727403019;0,401
Salamanca;37274;3727403020;2,950
Salamanca;37274;3727404001;0,026
Salamanca;37274;3727404002;0,033
Salamanca;37274;3727404003;0,027
Salamanca;37274;3727404004;0,042
Salamanca;37274;3727404005;0,088
Salamanca;37274;3727404006;0,069
Salamanca;37274;3727404008;0,182
Salamanca;37274;3727404009;0,207
Salamanca;37274;3727404010;0,092
Salamanca;37274;3727404011;0,074
Salamanca;37274;3727404012;0,070
Salamanca;37274;3727404013;0,048
Salamanca;37274;3727404014;0,067
Salamanca;37274;3727404016;0,040
Salamanca;37274;3727404017;0,624
Salamanca;37274;3727404018;0,032
Salamanca;37274;3727404019;0,119
Salamanca;37274;3727404020;0,026
Salamanca;37274;3727404021;0,089
Salamanca;37274;3727404022;0,924
Salamanca;37274;3727404023;0,505
Salamanca;37274;3727404024;6,157
Salamanca;37274;3727404025;0,133
Salamanca;37274;3727405001;0,038
Salamanca;37274;3727405002;0,029
Salamanca;37274;3727405003;0,021
Salamanca;37274;3727405004;0,025
Salamanca;37274;3727405006;0,044
Salamanca;37274;3727405007;0,047
Salamanca;37274;3727405008;1,979
Salamanca;37274;3727405009;0,049
Salamanca;37274;3727405010;0,030
Salamanca;37274;3727405011;0,050
Salamanca;37274;3727405012;0,085
Salamanca;37274;3727405013;0,029
Salamanca;37274;3727405014;0,050
Salamanca;37274;3727405015;0,030
Salamanca;37274;3727405016;0,014
Salamanca;37274;3727405017;0,028
Salamanca;37274;3727405018;0,020
Salamanca;37274;3727405019;0,049
Salamanca;37274;3727405020;0,180
Salamanca;37274;3727405022;0,014
Salamanca;37274;3727405025;0,295
Salamanca;37274;3727405026;0,086
Salamanca;37274;3727406001;0,034
Salamanca;37274;3727406002;0,032
Salamanca;37274;3727406003;0,052
Salamanca;37274;3727406004;0,079
Salamanca;37274;3727406005;0,031
Salamanca;37274;3727406006;0,031
Salamanca;37274;3727406007;0,023
Salamanca;37274;3727406008;0,029
Salamanca;37274;3727406009;0,026
Salamanca;37274;3727406010;0,033
Salamanca;37274;3727406011;0,066
Salamanca;37274;3727406012;0,042
Salamanca;37274;3727406013;0,033
Salamanca;37274;3727406014;0,032
Salamanca;37274;3727406015;0,019
Salamanca;37274;3727406016;0,032
Salamanca;37274;3727406017;0,275
Salamanca;37274;3727406019;0,236
Salamanca;37274;3727406020;2,699
Salamanca;37274;3727406021;0,102
Salamanca;37274;3727406022;0,017
Salamanca;37274;3727406023;0,153
Salamanca;37275;3727501001;20,723
Salamanca;37276;3727601001;22,998
Salamanca;37277;3727701001;34,684
Salamanca;37278;3727801001;9,924
Salamanca;37279;3727901001;142,064
Salamanca;37280;3728001001;29,267
Salamanca;37281;3728101001;15,090
Salamanca;37282;3728201001;14,042
Salamanca;37283;3728301001;60,636
Salamanca;37284;3728401001;20,842
Salamanca;37285;3728501001;81,562
Salamanca;37286;3728601001;15,516
Salamanca;37287;3728701001;28,569
Salamanca;37288;3728801001;4,920
Salamanca;37289;3728901001;53,947
Salamanca;37290;3729001001;15,677
Salamanca;37291;3729101001;102,244
Salamanca;37292;3729201001;27,705
Salamanca;37293;3729301001;13,902
Salamanca;37294;3729401001;0,191
Salamanca;37294;3729401002;0,045
Salamanca;37294;3729401003;1,645
Salamanca;37294;3729401004;1,194
Salamanca;37294;3729401005;0,469
Salamanca;37294;3729401006;1,270
Salamanca;37294;3729401007;2,545
Salamanca;37294;3729401008;1,114
Salamanca;37294;3729401009;1,088
Salamanca;37296;3729601001;53,341
Salamanca;37297;3729701001;29,808
Salamanca;37298;3729801001;13,616
Salamanca;37299;3729901001;27,070
Salamanca;37300;3730001001;44,346
Salamanca;37301;3730101001;32,499
Salamanca;37302;3730201001;46,069
Salamanca;37303;3730301001;59,055
Salamanca;37304;3730401001;39,991
Salamanca;37305;3730501001;6,274
Salamanca;37306;3730601001;80,631
Salamanca;37307;3730701001;67,594
Salamanca;37309;3730901001;14,866
Salamanca;37310;3731001001;14,300
Salamanca;37311;3731101001;53,597
Salamanca;37312;3731201001;20,514
Salamanca;37313;3731301001;57,738
Salamanca;37314;3731401001;63,830
Salamanca;37315;3731501001;12,325
Salamanca;37316;3731601001;60,741
Salamanca;37317;3731701001;29,264
Salamanca;37318;3731801001;24,701
Salamanca;37319;3731901001;21,195
Salamanca;37320;3732001001;44,135
Salamanca;37321;3732101001;40,106
Salamanca;37322;3732201001;32,858
Salamanca;37322;3732201002;0,262
Salamanca;37323;3732301001;112,350
Salamanca;37324;3732401001;25,090
Salamanca;37325;3732501001;11,446
Salamanca;37327;3732701001;11,883
Salamanca;37328;3732801001;29,733
Salamanca;37329;3732901001;33,492
Salamanca;37330;3733001001;27,233
Salamanca;37331;3733101001;34,582
Salamanca;37332;3733201001;11,754
Salamanca;37333;3733301001;8,222
Salamanca;37334;3733401001;16,363
Salamanca;37335;3733501001;63,467
Salamanca;37336;3733601001;17,308
Salamanca;37337;3733701001;22,380
Salamanca;37338;3733801001;33,243
Salamanca;37339;3733901001;26,285
Salamanca;37340;3734001001;27,412
Salamanca;37341;3734101001;7,595
Salamanca;37342;3734201001;21,991
Salamanca;37343;3734301001;7,266
Salamanca;37344;3734401001;45,092
Salamanca;37345;3734501001;28,129
Salamanca;37346;3734601001;43,727
Salamanca;37347;3734701001;25,513
Salamanca;37348;3734801001;18,021
Salamanca;37349;3734901001;29,680
Salamanca;37350;3735001001;46,594
Salamanca;37351;3735101001;42,037
Salamanca;37352;3735201001;25,571
Salamanca;37353;3735301001;36,809
Salamanca;37354;3735401001;0,261
Salamanca;37354;3735401002;15,105
Salamanca;37354;3735401003;0,315
Salamanca;37354;3735401004;0,453
Salamanca;37355;3735501001;13,002
Salamanca;37356;3735601001;30,070
Salamanca;37357;3735701001;56,940
Salamanca;37358;3735801001;44,288
Salamanca;37359;3735901001;55,890
Salamanca;37360;3736001001;31,692
Salamanca;37361;3736101001;28,037
Salamanca;37362;3736201001;0,336
Salamanca;37362;3736201002;20,973
Salamanca;37362;3736201003;0,275
Salamanca;37362;3736201004;0,221
Salamanca;37363;3736301001;40,586
Salamanca;37364;3736401001;102,772
Salamanca;37365;3736501001;39,082
Salamanca;37366;3736601001;38,858
Salamanca;37367;3736701001;39,568
Salamanca;37368;3736801001;21,557
Salamanca;37369;3736901001;12,330
Salamanca;37370;3737001001;136,180
Salamanca;37371;3737101001;39,561
Salamanca;37372;3737201001;15,879
Salamanca;37373;3737301001;50,905
Salamanca;37374;3737401001;31,660
Salamanca;37375;3737501001;17,275
Salamanca;37376;3737601001;33,979
Salamanca;37376;3737601002;18,412
Salamanca;37377;3737701001;57,265
Salamanca;37378;3737801001;47,944
Salamanca;37379;3737901001;30,918
Salamanca;37380;3738001001;7,650
Salamanca;37381;3738101001;28,341
Salamanca;37382;3738201001;32,130
Segovia;40001;4000101001;31,944
Segovia;40002;4000201001;10,714
Segovia;40003;4000301001;18,186
Segovia;40004;4000401001;60,538
Segovia;40005;4000501001;12,062
Segovia;40006;4000601001;6,072
Segovia;40007;4000701001;35,138
Segovia;40008;4000801001;19,715
Segovia;40009;4000901001;20,374
Segovia;40010;4001001001;22,079
Segovia;40012;4001201001;25,266
Segovia;40013;4001301001;18,611
Segovia;40014;4001401001;11,913
Segovia;40015;4001501001;13,412
Segovia;40016;4001601001;20,545
Segovia;40017;4001701001;15,182
Segovia;40018;4001801001;11,611
Segovia;40019;4001901001;16,346
Segovia;40020;4002001001;31,808
Segovia;40021;4002101001;11,581
Segovia;40022;4002201001;45,815
Segovia;40024;4002401001;128,848
Segovia;40025;4002501001;26,113
Segovia;40026;4002601001;19,048
Segovia;40028;4002801001;20,816
Segovia;40029;4002901001;12,159
Segovia;40030;4003001001;29,176
Segovia;40031;4003101001;9,260
Segovia;40032;4003201001;41,514
Segovia;40033;4003301001;13,693
Segovia;40034;4003401001;16,821
Segovia;40035;4003501001;26,393
Segovia;40036;4003601001;35,232
Segovia;40037;4003701001;14,779
Segovia;40039;4003901001;37,540
Segovia;40040;4004001001;29,059
Segovia;40040;4004001002;6,415
Segovia;40040;4004002001;43,912
Segovia;40041;4004101001;26,279
Segovia;40043;4004301001;18,826
Segovia;40043;4004301002;47,491
Segovia;40044;4004401001;30,496
Segovia;40045;4004501001;17,315
Segovia;40046;4004601001;27,220
Segovia;40047;4004701001;19,706
Segovia;40048;4004801001;18,311
Segovia;40049;4004901001;12,608
Segovia;40051;4005101001;21,039
Segovia;40052;4005201001;23,722
Segovia;40053;4005301001;19,874
Segovia;40054;4005401001;48,627
Segovia;40055;4005501001;9,723
Segovia;40056;4005601001;13,843
Segovia;40057;4005701001;84,148
Segovia;40057;4005701002;14,260
Segovia;40058;4005801001;64,259
Segovia;40059;4005901001;16,364
Segovia;40060;4006001001;23,829
Segovia;40061;4006101001;18,047
Segovia;40062;4006201001;20,491
Segovia;40063;4006301001;0,190
Segovia;40063;4006301002;0,410
Segovia;40063;4006301003;155,234
Segovia;40063;4006302001;0,745
Segovia;40063;4006302002;0,366
Segovia;40063;4006302003;55,415
Segovia;40063;4006302004;4,939
Segovia;40065;4006501001;35,239
Segovia;40068;4006801001;17,751
Segovia;40069;4006901001;17,215
Segovia;40070;4007001001;17,251
Segovia;40071;4007101001;17,596
Segovia;40072;4007201001;8,269
Segovia;40073;4007301001;31,775
Segovia;40074;4007401001;16,028
Segovia;40075;4007501001;39,631
Segovia;40076;4007601001;34,216
Segovia;40076;4007601002;8,411
Segovia;40076;4007601003;48,755
Segovia;40076;4007601004;14,822
Segovia;40076;4007602001;0,764
Segovia;40076;4007602002;9,162
Segovia;40076;4007602003;22,374
Segovia;40076;4007603001;57,974
Segovia;40076;4007604001;8,410
Segovia;40077;4007701001;25,995
Segovia;40078;4007801001;11,558
Segovia;40079;4007901001;63,296
Segovia;40080;4008001001;17,613
Segovia;40081;4008101001;27,650
Segovia;40082;4008201001;17,616
Segovia;40083;4008301001;31,163
Segovia;40084;4008401001;7,796
Segovia;40086;4008601001;30,883
Segovia;40087;4008701001;12,024
Segovia;40088;4008801001;35,886
Segovia;40089;4008901001;25,838
Segovia;40091;4009101001;29,762
Segovia;40092;4009201001;50,520
Segovia;40093;4009301001;21,787
Segovia;40094;4009401001;22,395
Segovia;40095;4009501001;30,248
Segovia;40097;4009701001;12,678
Segovia;40099;4009901001;20,798
Segovia;40100;4010001001;38,341
Segovia;40101;4010101001;6,125
Segovia;40103;4010301001;17,265
Segovia;40104;4010401001;13,249
Segovia;40105;4010501001;13,886
Segovia;40106;4010601001;21,617
Segovia;40107;4010701001;20,954
Segovia;40108;4010801001;19,279
Segovia;40109;4010901001;26,642
Segovia;40110;4011001001;65,386
Segovia;40111;4011101001;32,448
Segovia;40112;4011201001;3,996
Segovia;40112;4011201002;5,460
Segovia;40113;4011301001;28,000
Segovia;40115;4011501001;94,117
Segovia;40118;4011801001;15,341
Segovia;40119;4011901001;15,296
Segovia;40120;4012001001;17,695
Segovia;40121;4012101001;45,573
Segovia;40122;4012201001;28,973
Segovia;40123;4012301001;21,397
Segovia;40124;4012401001;20,069
Segovia;40125;4012501001;7,462
Segovia;40126;4012601001;18,586
Segovia;40127;4012701001;15,668
Segovia;40128;4012801001;19,149
Segovia;40129;4012901001;35,942
Segovia;40130;4013001001;27,833
Segovia;40131;4013101001;25,529
Segovia;40132;4013201001;32,477
Segovia;40134;4013401001;42,714
Segovia;40135;4013501001;87,179
Segovia;40136;4013601001;19,356
Segovia;40138;4013801001;29,485
Segovia;40138;4013801002;53,632
Segovia;40139;4013901001;30,406
Segovia;40140;4014001001;20,823
Segovia;40141;4014101001;32,773
Segovia;40142;4014201001;14,833
Segovia;40143;4014301001;24,588
Segovia;40144;4014401001;18,865
Segovia;40145;4014501001;62,240
Segovia;40146;4014601001;68,913
Segovia;40148;4014801001;33,798
Segovia;40149;4014901001;66,472
Segovia;40150;4015001001;20,909
Segovia;40151;4015101001;8,394
Segovia;40152;4015201001;43,666
Segovia;40154;4015401001;8,253
Segovia;40155;4015501001;26,937
Segovia;40155;4015501002;9,686
Segovia;40156;4015601001;31,563
Segovia;40157;4015701001;12,432
Segovia;40158;4015801001;10,113
Segovia;40159;4015901001;29,701
Segovia;40160;4016001001;19,513
Segovia;40161;4016101001;25,837
Segovia;40162;4016201001;46,126
Segovia;40163;4016301001;17,597
Segovia;40164;4016401001;24,515
Segovia;40165;4016501001;13,963
Segovia;40166;4016601001;8,470
Segovia;40168;4016801001;11,640
Segovia;40170;4017001001;149,359
Segovia;40171;4017101001;21,614
Segovia;40172;4017201001;27,018
Segovia;40173;4017301001;9,958
Segovia;40174;4017401001;44,449
Segovia;40176;4017601001;47,440
Segovia;40177;4017701001;14,758
Segovia;40178;4017801001;15,156
Segovia;40179;4017901001;29,255
Segovia;40180;4018001001;37,502
Segovia;40181;4018101001;0,388
Segovia;40181;4018101002;10,234
Segovia;40181;4018101003;5,941
Segovia;40181;4018102001;128,241
Segovia;40182;4018201001;42,536
Segovia;40183;4018301001;18,309
Segovia;40184;4018401001;26,060
Segovia;40185;4018501001;179,667
Segovia;40186;4018601001;14,840
Segovia;40188;4018801001;29,115
Segovia;40189;4018901001;45,554
Segovia;40190;4019001001;27,591
Segovia;40191;4019101001;56,751
Segovia;40192;4019201001;20,263
Segovia;40193;4019301001;27,696
Segovia;40194;4019401001;0,155
Segovia;40194;4019401002;0,141
Segovia;40194;4019401003;0,072
Segovia;40194;4019401004;0,118
Segovia;40194;4019401005;0,099
Segovia;40194;4019402001;0,142
Segovia;40194;4019402002;0,193
Segovia;40194;4019403001;0,331
Segovia;40194;4019403002;0,092
Segovia;40194;4019403003;0,081
Segovia;40194;4019403004;0,094
Segovia;40194;4019403005;0,053
Segovia;40194;4019403006;0,032
Segovia;40194;4019403007;0,043
Segovia;40194;4019403008;0,036
Segovia;40194;4019403009;0,081
Segovia;40194;4019404001;0,079
Segovia;40194;4019404002;0,046
Segovia;40194;4019404003;0,028
Segovia;40194;4019404004;0,023
Segovia;40194;4019404005;0,030
Segovia;40194;4019404006;0,053
Segovia;40194;4019404007;0,037
Segovia;40194;4019404008;0,219
Segovia;40194;4019404009;0,682
Segovia;40194;4019404010;139,608
Segovia;40194;4019405001;0,250
Segovia;40194;4019405002;0,113
Segovia;40194;4019405003;0,366
Segovia;40194;4019405004;0,086
Segovia;40194;4019405005;0,077
Segovia;40194;4019405006;0,354
Segovia;40194;4019405007;0,158
Segovia;40194;4019405008;0,416
Segovia;40194;4019406001;0,171
Segovia;40194;4019406002;0,037
Segovia;40194;4019406003;0,044
Segovia;40194;4019406004;0,046
Segovia;40194;4019406005;0,274
Segovia;40194;4019407001;0,368
Segovia;40194;4019407002;0,216
Segovia;40194;4019407003;0,732
Segovia;40194;4019407004;17,459
Segovia;40195;4019501001;132,011
Segovia;40196;4019601001;13,303
Segovia;40198;4019801001;20,317
Segovia;40199;4019901001;23,915
Segovia;40200;4020001001;12,875
Segovia;40201;4020101001;9,437
Segovia;40202;4020201001;32,834
Segovia;40203;4020301001;42,218
Segovia;40204;4020401001;19,602
Segovia;40205;4020501001;55,048
Segovia;40206;4020601001;44,265
Segovia;40207;4020701001;32,665
Segovia;40208;4020801001;70,725
Segovia;40210;4021001001;32,844
Segovia;40211;4021101001;19,428
Segovia;40212;4021201001;17,513
Segovia;40213;4021301001;18,155
Segovia;40214;4021401001;23,166
Segovia;40215;4021501001;38,619
Segovia;40216;4021601001;30,963
Segovia;40218;4021801001;16,448
Segovia;40219;4021901001;36,827
Segovia;40220;4022001001;9,693
Segovia;40221;4022101001;15,983
Segovia;40222;4022201001;21,946
Segovia;40223;4022301001;21,782
Segovia;40224;4022401001;5,976
Segovia;40225;4022501001;109,521
Segovia;40228;4022801001;27,784
Segovia;40229;4022901001;24,783
Segovia;40230;4023001001;16,688
Segovia;40231;4023101001;24,270
Segovia;40233;4023301001;28,288
Segovia;40234;4023401001;17,748
Segovia;40901;4090101001;15,405
Segovia;40902;4090201001;15,226
Segovia;40903;4090301001;26,349
Segovia;40904;4090401001;14,817
Segovia;40905;4090501001;38,421
Segovia;40906;4090601001;4,272
Segovia;40906;4090601002;2,066
Soria;42001;4200101001;23,413
Soria;42003;4200301001;67,420
Soria;42004;4200401001;2,375
Soria;42004;4200401002;162,533
Soria;42006;4200601001;52,247
Soria;42007;4200701001;60,515
Soria;42008;4200801001;85,999
Soria;42009;4200901001;45,691
Soria;42010;4201001001;6,321
Soria;42011;4201101001;11,859
Soria;42012;4201201001;9,287
Soria;42013;4201301001;27,360
Soria;42014;4201401001;37,763
Soria;42015;4201501001;34,941
Soria;42016;4201601001;17,642
Soria;42017;4201701001;9,894
Soria;42018;4201801001;158,993
Soria;42019;4201901001;101,055
Soria;42020;4202001001;1,321
Soria;42020;4202001002;0,264
Soria;42020;4202001003;164,817
Soria;42021;4202101001;67,812
Soria;42022;4202201001;105,919
Soria;42023;4202301001;54,580
Soria;42024;4202401001;77,706
Soria;42026;4202601001;30,363
Soria;42027;4202701001;40,054
Soria;42028;4202801001;20,105
Soria;42029;4202901001;116,492
Soria;42030;4203001001;45,017
Soria;42031;4203101001;55,377
Soria;42032;4203201001;44,060
Soria;42033;4203301001;20,603
Soria;42034;4203401001;41,126
Soria;42035;4203501001;220,005
Soria;42036;4203601001;17,547
Soria;42037;4203701001;16,468
Soria;42038;4203801001;23,379
Soria;42039;4203901001;62,536
Soria;42041;4204101001;18,522
Soria;42042;4204201001;5,144
Soria;42043;4204301001;0,820
Soria;42043;4204301002;0,983
Soria;42043;4204301003;287,314
Soria;42044;4204401001;17,854
Soria;42045;4204501001;124,041
Soria;42046;4204601001;64,771
Soria;42048;4204801001;84,293
Soria;42049;4204901001;44,797
Soria;42050;4205001001;22,926
Soria;42051;4205101001;16,302
Soria;42052;4205201001;18,133
Soria;42053;4205301001;23,527
Soria;42054;4205401001;12,754
Soria;42055;4205501001;28,058
Soria;42056;4205601001;12,148
Soria;42057;4205701001;38,784
Soria;42058;4205801001;52,939
Soria;42059;4205901001;19,856
Soria;42060;4206001001;18,007
Soria;42061;4206101001;71,140
Soria;42062;4206201001;21,014
Soria;42063;4206301001;34,126
Soria;42064;4206401001;52,607
Soria;42065;4206501001;8,749
Soria;42068;4206801001;54,917
Soria;42069;4206901001;104,295
Soria;42070;4207001001;20,194
Soria;42071;4207101001;132,740
Soria;42073;4207301001;29,979
Soria;42075;4207501001;16,354
Soria;42076;4207601001;118,077
Soria;42078;4207801001;44,804
Soria;42079;4207901001;19,429
Soria;42080;4208001001;71,728
Soria;42081;4208101001;21,957
Soria;42082;4208201001;10,446
Soria;42083;4208301001;25,658
Soria;42084;4208401001;16,764
Soria;42085;4208501001;60,492
Soria;42086;4208601001;48,599
Soria;42087;4208701001;8,808
Soria;42088;4208801001;42,213
Soria;42089;4208901001;26,326
Soria;42090;4209001001;52,480
Soria;42092;4209201001;11,208
Soria;42093;4209301001;9,179
Soria;42094;4209401001;76,180
Soria;42095;4209501001;189,682
Soria;42096;4209601001;68,220
Soria;42097;4209701001;15,703
Soria;42098;4209801001;26,046
Soria;42100;4210001001;26,051
Soria;42103;4210301001;189,764
Soria;42105;4210501001;24,366
Soria;42106;4210601001;7,893
Soria;42107;4210701001;58,474
Soria;42108;4210801001;30,371
Soria;42110;4211001001;41,604
Soria;42111;4211101001;62,942
Soria;42113;4211301001;205,221
Soria;42115;4211501001;56,207
Soria;42116;4211601001;48,849
Soria;42117;4211701001;27,370
Soria;42118;4211801001;22,898
Soria;42119;4211901001;96,971
