Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia;Hombres;Mujeres;Población;%_Hombres;%_Mujeres;area_km2;Densidad de población;Rural
Palencia;34125;2022;57,100;46,200;97,300;2,700;1,900;0;0;0;0;1;2;1;6;3;6;4;5;8;5;10;8;4;5;3;4;1;0;41;35;inf;0,854;42;34;76;55,263;44,737;32,372;2,348;True
Palencia;34125;2023;59,300;46,000;95,800;4,200;1,900;0;1;0;0;2;2;1;4;5;8;2;7;7;4;9;9;4;5;1;3;1;1;42;32;32,000;0,786;42;33;75;56,000;44,000;32,372;2,317;True
Palencia;34126;2021;52,000;29,600;85,200;14,800;2,600;0;5;10;7;10;10;16;10;8;14;17;26;32;24;25;21;19;12;13;9;2;24;165;101;4,208;0,758;159;131;290;54,828;45,172;21,052;13,775;True
Palencia;34126;2022;53,400;33,300;88,900;11,100;2,500;0;7;14;9;9;12;15;11;10;15;13;22;32;28;25;23;15;14;15;8;1;32;165;101;3,156;0,806;162;136;298;54,362;45,638;21,052;14,155;True
Palencia;34126;2023;55,100;33,000;91,500;8,500;2,500;0;7;8;9;8;13;12;12;9;17;9;20;30;32;24;21;13;19;16;7;1;26;160;101;3,885;0,794;159;128;287;55,401;44,599;21,052;13,633;True
Palencia;34127;2021;58,400;42,500;96,100;3,900;2,300;0;0;0;2;2;4;3;5;2;4;5;8;7;6;11;6;10;7;4;5;2;2;46;45;22,500;1,022;46;47;93;49,462;50,538;27,449;3,388;True
Palencia;34127;2022;54,900;43,200;96,000;4,000;2,300;0;0;0;1;3;1;4;5;2;5;6;7;9;7;13;9;11;9;4;6;2;2;48;54;27,000;1,167;50;54;104;48,077;51,923;27,449;3,789;True
Palencia;34127;2023;55,200;43,200;99,000;1,000;2,200;0;1;0;2;5;4;4;5;2;5;6;9;11;8;16;6;15;4;6;4;4;4;58;55;13,750;1,017;56;61;117;47,863;52,137;27,449;4,262;True
Palencia;34129;2021;58,900;51,700;97,600;2,400;1,900;1;1;0;2;5;6;8;2;9;9;13;18;11;15;13;17;12;10;15;3;4;4;95;75;18,750;0,832;101;73;174;58,046;41,954;51,995;3,346;True
Palencia;34129;2022;59,100;47,700;98,200;1,800;1,900;0;1;0;1;3;7;10;1;8;8;11;18;16;14;15;12;14;10;13;4;3;3;95;71;23,667;0,779;101;68;169;59,763;40,237;51,995;3,250;True
Palencia;34129;2023;57,600;45,200;98,200;1,800;1,900;1;1;0;0;5;3;8;4;7;8;13;13;18;16;12;12;13;12;7;6;3;2;94;66;33,000;0,723;97;65;162;59,877;40,123;51,995;3,116;True
Palencia;34130;2021;55,500;42,100;100,000;0,000;2,100;0;3;5;1;4;8;7;13;12;15;7;16;16;21;18;13;13;9;13;8;1;10;118;75;7,500;0,720;102;101;203;50,246;49,754;12,383;16,393;True
Palencia;34130;2022;55,800;43,600;100,000;0,000;2,100;0;3;3;3;5;4;11;10;12;13;8;14;17;24;15;14;14;9;13;6;2;10;117;73;7,300;0,709;106;94;200;53,000;47,000;12,383;16,151;True
Palencia;34130;2023;55,200;43,000;99,500;0,500;2,100;0;3;4;2;4;5;9;10;11;15;10;12;18;21;15;14;13;9;14;5;3;10;114;73;7,300;0,728;105;92;197;53,299;46,701;12,383;15,909;True
Palencia;34131;2021;67,500;53,600;98,100;1,900;1,900;0;0;0;0;1;2;0;1;2;3;2;5;4;3;5;4;9;10;3;1;1;0;23;33;inf;1,435;31;25;56;55,357;44,643;22,864;2,449;True
Palencia;34131;2022;71,300;57,700;97,800;2,200;1,700;0;0;0;0;1;2;0;0;2;2;2;4;4;2;2;7;7;10;4;2;1;0;19;33;inf;1,737;28;24;52;53,846;46,154;22,864;2,274;True
Palencia;34131;2023;71,700;54,200;97,600;2,400;1,800;0;0;0;0;0;1;1;0;0;0;1;5;3;3;2;4;7;9;5;3;1;0;14;31;inf;2,214;25;20;45;55,556;44,444;22,864;1,968;True
Palencia;34132;2021;53,900;55,700;93,200;6,800;1,900;0;2;4;3;4;4;5;12;7;7;6;10;16;7;13;10;7;6;3;6;2;10;77;47;4,700;0,740;75;59;134;55,970;44,030;23,248;5,764;True
Palencia;34132;2022;53,700;53,000;92,900;7,100;1,900;0;1;4;4;4;3;5;10;7;8;7;8;14;8;13;9;10;5;3;4;5;10;73;49;4,900;0,808;76;56;132;57,576;42,424;23,248;5,678;True
Palencia;34132;2023;54,100;54,000;93,400;6,600;1,900;0;1;5;4;2;3;3;10;8;9;7;7;13;10;7;13;8;7;3;3;4;10;72;45;4,500;0,764;73;54;127;57,480;42,520;23,248;5,463;True
Palencia;34133;2021;54,900;48,100;99,100;0,900;2,100;0;2;2;5;3;3;6;4;2;8;4;16;5;10;11;8;10;7;4;2;0;10;60;42;4,200;0,867;65;47;112;58,036;41,964;19,781;5,662;True
Palencia;34133;2022;54,900;47,100;99,000;1,000;2,000;0;1;1;5;4;2;5;3;4;8;4;13;6;8;10;9;11;6;5;2;0;8;56;43;5,375;0,911;62;45;107;57,944;42,056;19,781;5,409;True
Palencia;34133;2023;56,400;48,000;99,000;1,000;2,000;0;2;0;3;6;2;4;4;3;6;5;12;8;8;9;10;10;6;3;2;0;6;57;40;6,667;0,807;60;43;103;58,252;41,748;19,781;5,207;True
Palencia;34134;2021;58,000;65,400;100,000;0,000;1,800;2;1;1;0;0;3;0;1;4;0;3;7;4;2;4;3;0;5;4;1;1;2;24;20;10,000;0,917;25;21;46;54,348;45,652;14,865;3,095;True
Palencia;34134;2022;58,700;62,500;100,000;0,000;1,900;2;1;1;1;0;3;1;1;4;0;2;7;5;2;4;2;1;4;3;2;1;3;25;19;6,333;0,880;25;22;47;53,191;46,809;14,865;3,162;True
Palencia;34134;2023;56,900;57,100;100,000;0,000;1,900;2;1;1;1;0;2;2;0;4;1;1;4;6;3;5;2;1;2;4;2;1;3;23;19;6,333;0,957;23;22;45;51,111;48,889;14,865;3,027;True
Palencia;34135;2021;50,000;43,900;95,600;4,400;2,200;1;27;17;9;14;14;18;37;25;25;30;31;42;38;34;35;24;18;25;7;3;56;271;147;2,625;0,749;264;210;474;55,696;44,304;80,228;5,908;True
Palencia;34135;2022;50,100;44,600;94,200;5,800;2,100;1;23;22;12;9;16;18;35;25;27;28;35;37;38;29;40;22;21;27;8;4;59;266;152;2,576;0,793;262;215;477;54,927;45,073;80,228;5,946;True
Palencia;34135;2023;49,700;42,000;93,000;7,000;2,200;1;22;17;15;13;18;21;23;37;37;25;31;33;41;30;39;21;23;23;10;2;57;276;149;2,614;0,746;266;216;482;55,187;44,813;80,228;6,008;True
Palencia;34136;2021;53,500;37,800;95,200;4,800;2,300;0;1;6;8;5;5;9;3;10;11;8;17;10;19;21;19;12;4;5;2;0;16;96;63;3,938;0,823;103;72;175;58,857;41,143;24,329;7,193;True
Palencia;34136;2022;56,100;36,800;97,000;3,000;2,200;0;3;5;5;3;6;7;5;8;10;8;14;9;17;25;15;16;1;7;2;0;14;86;66;4,714;0,930;97;69;166;58,434;41,566;24,329;6,823;True
Palencia;34136;2023;56,100;43,000;97,000;3,000;2,100;0;2;6;4;2;6;3;6;5;11;7;14;11;15;20;23;18;5;6;3;0;12;80;75;6,250;1,087;95;72;167;56,886;43,114;24,329;6,864;True
Palencia;34137;2021;64,100;37,500;100,000;0,000;2,500;0;0;0;0;0;0;0;1;1;0;0;3;3;4;4;0;1;0;2;1;1;0;12;9;inf;0,750;14;7;21;66,667;33,333;13,811;1,521;True
Palencia;34137;2022;63,000;25,000;100,000;0,000;2,400;0;0;0;0;0;0;0;1;1;0;0;2;3;4;5;0;1;0;1;1;1;0;11;9;inf;0,818;14;6;20;70,000;30,000;13,811;1,448;True
Palencia;34137;2023;62,400;14,300;100,000;0,000;2,600;0;0;0;0;0;0;0;0;2;0;0;2;2;5;4;1;0;2;0;1;0;0;11;8;inf;0,727;14;5;19;73,684;26,316;13,811;1,376;True
Palencia;34139;2021;48,500;34,300;93,800;6,200;2,400;0;7;3;8;10;11;11;9;9;6;12;15;20;15;6;14;9;7;6;7;1;20;116;50;2,500;0,603;104;82;186;55,914;44,086;21,305;8,730;True
Palencia;34139;2022;47,300;40,000;94,400;5,600;2,400;0;7;4;6;10;8;13;8;9;6;9;14;22;16;5;11;9;7;7;4;2;19;113;45;2,368;0,566;100;77;177;56,497;43,503;21,305;8,308;True
Palencia;34139;2023;47,400;37,300;90,600;9,400;2,400;0;5;6;5;11;9;14;12;8;8;8;11;20;19;6;10;8;7;7;0;3;18;118;41;2,278;0,500;100;77;177;56,497;43,503;21,305;8,308;True
Palencia;34140;2021;62,600;53,200;98,800;1,200;1,800;0;1;0;0;1;2;2;2;3;2;1;10;9;14;14;6;10;7;5;2;1;1;46;45;45,000;1,000;48;44;92;52,174;47,826;29,489;3,120;True
Palencia;34140;2022;63,900;55,300;98,800;1,200;1,800;0;0;1;0;1;2;2;1;3;2;0;7;11;15;12;9;9;2;6;2;1;1;44;41;41,000;0,955;47;39;86;54,651;45,349;29,489;2,916;True
Palencia;34140;2023;64,400;63,300;98,800;1,200;1,600;0;0;1;0;1;1;2;0;3;3;0;5;12;11;16;6;9;4;7;2;1;1;38;45;45,000;1,211;46;38;84;54,762;45,238;29,489;2,849;True
Palencia;34141;2021;43,600;29,800;73,100;26,900;2,900;0;17;25;16;6;12;15;11;24;29;21;23;22;15;18;9;9;14;9;2;0;59;177;61;1,034;0,678;167;130;297;56,229;43,771;11,509;25,806;True
Palencia;34141;2022;46,800;30,100;86,000;14,000;2,500;0;15;20;24;8;8;13;14;16;34;17;24;24;19;16;8;7;8;13;3;0;61;175;55;0,902;0,663;161;130;291;55,326;44,674;11,509;25,285;True
Palencia;34141;2023;44,700;28,900;78,400;21,600;2,600;0;9;18;21;9;5;9;12;9;27;21;24;21;17;16;9;6;7;12;6;0;50;152;56;1,120;0,697;141;117;258;54,651;45,349;11,509;22,417;True
Palencia;34143;2021;55,300;41,300;94,400;5,600;2,200;0;5;3;8;5;3;3;8;7;8;14;15;17;17;10;13;11;14;14;4;2;17;96;68;4,000;0,885;101;80;181;55,801;44,199;51,041;3,546;True
Palencia;34143;2022;55,500;43,400;94,400;5,600;2,200;0;5;4;7;4;3;6;6;6;11;9;16;19;18;7;16;10;13;14;4;1;17;97;65;3,824;0,845;100;79;179;55,866;44,134;51,041;3,507;True
Palencia;34143;2023;55,900;41,000;95,600;4,400;2,200;0;4;2;6;7;3;7;5;5;14;10;14;17;25;7;15;7;14;12;4;2;13;106;61;4,692;0,698;100;80;180;55,556;44,444;51,041;3,527;True
Palencia;34146;2021;56,200;54,800;96,400;3,600;1,800;1;1;1;0;0;2;3;5;4;1;4;2;5;8;7;4;5;0;4;0;1;2;34;22;11,000;0,706;36;22;58;62,069;37,931;23,119;2,509;True
Palencia;34146;2022;56,300;54,800;96,400;3,600;1,800;0;1;1;0;0;2;3;3;5;2;2;3;5;7;6;5;4;2;4;0;1;2;32;22;11,000;0,750;35;21;56;62,500;37,500;23,119;2,422;True
Palencia;34146;2023;57,700;48,400;96,500;3,500;1,800;0;1;2;0;0;1;4;3;5;2;2;2;3;8;7;5;3;3;2;2;1;3;30;23;7,667;0,867;35;21;56;62,500;37,500;23,119;2,422;True
Palencia;34147;2021;53,300;45,600;97,500;2,500;2,200;0;4;6;6;12;6;4;4;4;9;16;26;14;19;8;9;17;8;13;5;1;18;112;61;3,389;0,705;101;90;191;52,880;47,120;22,238;8,589;True
Palencia;34147;2022;52,500;41,900;96,500;3,500;2,300;0;4;7;5;8;10;4;6;5;9;15;26;18;18;9;6;19;7;17;3;2;18;117;63;3,500;0,692;105;93;198;53,030;46,970;22,238;8,904;True
Palencia;34147;2023;52,100;42,700;97,900;2,100;2,300;0;4;5;9;8;11;4;7;5;8;9;33;18;15;14;5;15;11;13;4;1;20;116;63;3,150;0,716;111;88;199;55,779;44,221;22,238;8,949;True
Palencia;34149;2021;60,700;56,300;100,000;0,000;1,600;0;0;0;0;0;0;0;0;3;3;2;3;2;1;0;1;5;2;0;1;0;0;14;9;inf;0,643;10;13;23;43,478;56,522;13,409;1,715;True
Palencia;34149;2022;61,900;52,900;100,000;0,000;1,600;0;0;0;0;0;1;0;0;2;2;2;0;7;2;0;1;3;4;0;1;0;0;16;9;inf;0,562;13;12;25;52,000;48,000;13,409;1,864;True
Palencia;34149;2023;57,700;50,000;100,000;0,000;1,900;0;0;0;0;0;0;1;0;2;2;3;0;6;2;2;0;4;4;1;1;0;0;16;12;inf;0,750;15;13;28;53,571;46,429;13,409;2,088;True
Palencia;34151;2021;60,900;42,900;99,300;0,700;2,100;1;0;0;3;1;2;6;3;8;3;12;14;16;15;10;14;16;9;8;5;1;3;80;64;21,333;0,838;89;58;147;60,544;39,456;65,634;2,240;True
Palencia;34151;2022;61,700;44,400;99,300;0,700;2,000;1;0;0;2;1;4;5;4;7;4;10;14;14;16;11;14;16;7;10;5;1;2;79;65;32,500;0,848;90;56;146;61,644;38,356;65,634;2,224;True
Palencia;34151;2023;61,500;44,400;99,300;0,700;2,000;0;0;0;1;2;5;3;5;6;4;6;16;11;18;17;10;14;12;10;6;1;1;76;70;70,000;0,934;90;57;147;61,224;38,776;65,634;2,240;True
Palencia;34152;2021;52,000;43,100;81,700;18,300;2,200;0;2;6;2;7;4;8;5;12;7;9;7;15;15;12;12;5;6;6;2;4;11;88;47;4,273;0,659;74;72;146;50,685;49,315;22,397;6,519;True
Palencia;34152;2022;52,500;38,500;83,300;16,700;2,100;0;3;3;5;4;7;6;7;10;7;5;11;11;17;12;14;5;5;5;3;3;12;84;47;3,917;0,702;71;72;143;49,650;50,350;22,397;6,385;True
Palencia;34152;2023;51,900;44,800;83,200;16,800;2,000;0;4;2;4;4;8;3;9;9;7;4;12;6;15;18;12;6;4;5;3;3;11;76;51;4,636;0,816;66;72;138;47,826;52,174;22,397;6,162;True
Palencia;34154;2021;58,500;45,700;100,000;0,000;2,300;0;0;1;1;1;5;4;3;2;4;7;2;7;6;7;7;6;4;4;5;2;2;41;35;17,500;0,902;46;32;78;58,974;41,026;20,550;3,796;True
Palencia;34154;2022;58,500;47,100;100,000;0,000;2,300;0;1;1;0;2;7;3;4;2;3;6;4;7;4;7;6;8;4;3;5;4;2;42;37;18,500;0,929;46;35;81;56,790;43,210;20,550;3,942;True
Palencia;34154;2023;59,500;46,900;100,000;0,000;2,300;0;1;0;1;0;7;4;3;3;1;6;6;5;4;10;6;6;4;4;4;3;2;39;37;18,500;1,000;43;35;78;55,128;44,872;20,550;3,796;True
Palencia;34155;2021;53,700;42,700;87,100;12,900;2,000;0;2;2;0;1;2;10;7;9;14;12;8;10;22;11;6;5;4;8;2;2;4;95;38;9,500;0,442;66;71;137;48,175;51,825;15,479;8,851;True
Palencia;34155;2022;52,800;40,300;86,400;13,600;2,000;0;2;1;1;1;1;10;11;10;15;8;13;12;20;13;10;5;1;8;3;2;4;101;42;10,500;0,455;75;72;147;51,020;48,980;15,479;9,497;True
Palencia;34155;2023;51,300;41,300;85,400;14,600;2,000;0;5;2;1;0;2;7;13;11;14;10;11;12;21;16;10;6;1;6;3;3;8;101;45;5,625;0,525;80;74;154;51,948;48,052;15,479;9,949;True
Palencia;34156;2021;57,400;45,800;100,000;0,000;2,400;0;1;0;2;2;2;1;1;4;2;2;8;9;1;1;3;4;4;5;2;1;3;32;20;6,667;0,719;33;22;55;60,000;40,000;19,787;2,780;True
Palencia;34156;2022;58,800;45,800;100,000;0,000;2,300;0;1;0;1;4;2;1;0;5;2;1;6;11;3;2;1;5;4;5;3;1;3;34;21;7,000;0,706;35;23;58;60,345;39,655;19,787;2,931;True
Palencia;34156;2023;58,400;43,500;100,000;0,000;2,400;0;0;0;1;1;5;0;1;3;3;1;4;11;4;3;2;4;4;4;3;1;1;33;21;21,000;0,667;33;22;55;60,000;40,000;19,787;2,780;True
Palencia;34157;2021;52,674;47,667;96,072;3,928;2,101;2;103;117;117;147;135;129;136;168;215;199;247;253;249;194;165;113;93;96;47;10;366;1849;720;1,967;0,587;1509;1426;2935;51,414;48,586;131,913;22,250;True
Palencia;34157;2022;51,978;46,573;94,678;5,322;2,101;2;91;127;116;140;138;114;128;163;210;199;235;249;254;203;171;120;86;82;59;12;363;1801;735;2,025;0,610;1497;1402;2899;51,638;48,362;131,913;21,977;True
Palencia;34157;2023;52,475;46,867;93,185;6,815;2,100;3;89;128;117;134;134;123;143;154;216;191;227;251;248;217;171;124;85;80;58;15;361;1794;753;2,086;0,621;1494;1414;2908;51,376;48,624;131,913;22,045;True
Palencia;34158;2021;49,700;49,600;96,500;3,500;1,900;2;1;4;9;9;11;14;10;12;20;20;27;25;21;17;17;16;15;26;23;8;16;167;124;7,750;0,838;158;149;307;51,466;48,534;21,192;14,487;True
Palencia;34158;2022;50,200;45,900;96,600;3,400;2,000;2;6;5;9;11;11;12;8;14;19;25;25;26;19;23;15;17;14;21;20;11;22;168;123;5,591;0,863;165;148;313;52,716;47,284;21,192;14,770;True
Palencia;34158;2023;50,300;46,700;95,900;4,100;2,000;4;5;3;7;12;15;18;7;11;16;20;28;30;25;25;14;17;13;18;17;7;17;180;115;6,765;0,733;162;150;312;51,923;48,077;21,192;14,723;True
Palencia;34159;2021;49,800;41,200;96,500;3,500;2,200;0;9;4;13;16;17;24;15;28;20;33;47;47;32;34;19;21;17;11;7;0;29;276;109;3,759;0,500;231;183;414;55,797;44,203;32,617;12,693;True
Palencia;34159;2022;49,300;44,400;94,200;5,800;2,100;0;7;7;9;18;21;19;21;27;24;31;48;45;37;35;17;26;15;11;8;0;27;287;112;4,148;0,484;246;180;426;57,746;42,254;32,617;13,061;True
Palencia;34159;2023;50,300;43,700;93,600;6,400;2,100;0;9;6;7;20;18;23;25;19;27;25;45;49;34;37;21;20;16;7;8;1;26;281;110;4,231;0,484;244;173;417;58,513;41,487;32,617;12,785;True
Palencia;34160;2021;52,500;34,300;98,700;1,300;2,300;0;3;6;5;6;2;4;5;13;9;7;11;18;20;12;7;4;7;8;6;2;15;94;46;3,067;0,649;87;68;155;56,129;43,871;41,104;3,771;True
Palencia;34160;2022;52,500;38,800;98,600;1,400;2,200;0;4;5;6;5;3;2;7;12;10;7;7;12;25;10;10;5;4;9;5;3;16;89;46;2,875;0,697;84;67;151;55,629;44,371;41,104;3,674;True
Palencia;34160;2023;52,100;39,700;99,300;0,700;2,200;0;3;5;6;5;3;3;7;12;10;5;9;10;22;12;10;5;3;8;4;4;15;85;46;3,067;0,718;80;66;146;54,795;45,205;41,104;3,552;True
Palencia;34161;2021;64,600;66,700;100,000;0,000;1,500;0;0;0;0;0;1;1;2;1;0;0;0;2;4;3;2;0;3;4;0;0;0;11;12;inf;1,091;15;8;23;65,217;34,783;10,771;2,135;True
Palencia;34161;2022;63,800;54,600;100,000;0,000;1,700;0;0;0;0;0;0;2;1;1;1;0;0;2;4;2;2;1;2;3;2;0;0;11;12;inf;1,091;15;8;23;65,217;34,783;10,771;2,135;True
Palencia;34161;2023;63,600;54,600;100,000;0,000;1,800;0;0;0;0;0;0;1;1;1;1;0;0;1;4;2;2;2;2;1;1;0;0;9;10;inf;1,111;13;6;19;68,421;31,579;10,771;1,764;True
Palencia;34163;2021;58,400;44,000;100,000;0,000;1,800;0;2;0;2;0;0;1;4;3;2;3;3;2;6;3;5;6;4;3;0;0;4;24;21;5,250;1,042;26;23;49;53,061;46,939;15,532;3,155;True
Palencia;34163;2022;58,500;44,000;100,000;0,000;1,800;0;2;1;1;0;0;1;1;2;3;3;3;2;4;5;4;6;3;3;1;0;4;19;22;5,500;1,368;23;22;45;51,111;48,889;15,532;2,897;True
Palencia;34163;2023;56,600;46,200;100,000;0,000;1,900;0;2;1;1;0;0;2;2;1;2;4;1;4;3;6;3;5;4;2;3;0;4;19;23;5,750;1,421;24;22;46;52,174;47,826;15,532;2,962;True
Palencia;34165;2021;57,100;33,300;98,300;1,700;2,200;0;0;0;0;1;3;2;6;2;3;3;5;8;11;5;4;5;1;3;1;0;0;44;19;inf;0,432;38;25;63;60,317;39,683;18,222;3,457;True
Palencia;34165;2022;58,700;38,500;98,200;1,800;2,100;0;0;0;0;1;1;4;4;2;2;3;3;10;12;4;4;5;1;2;2;0;0;42;18;inf;0,429;36;24;60;60,000;40,000;18,222;3,293;True
Palencia;34165;2023;59,700;38,500;98,100;1,900;2,000;0;0;0;0;1;0;2;4;2;1;3;3;10;7;9;3;4;3;2;0;0;0;33;21;inf;0,636;33;21;54;61,111;38,889;18,222;2,963;True
Palencia;34167;2021;59,100;34,100;100,000;0,000;2,400;0;0;0;3;3;3;7;3;2;9;6;11;4;6;12;10;13;5;4;3;3;4;53;50;12,500;1,019;61;46;107;57,009;42,991;19,940;5,366;True
Palencia;34167;2022;59,000;37,200;100,000;0,000;2,200;0;0;0;2;2;5;4;4;2;6;10;6;7;7;10;12;10;7;4;4;3;2;53;50;25,000;0,981;61;44;105;58,095;41,905;19,940;5,266;True
Palencia;34167;2023;59,000;40,500;100,000;0,000;2,200;1;0;0;2;2;4;4;3;2;5;10;6;8;5;8;13;9;5;3;4;1;2;49;44;22,000;0,939;53;42;95;55,789;44,211;19,940;4,764;True
Palencia;34168;2021;60,100;50,000;96,000;4,000;1,900;0;1;1;0;1;1;0;1;2;2;3;7;3;2;4;6;8;5;0;2;0;2;22;25;12,500;1,227;30;19;49;61,224;38,776;25,499;1,922;True
Palencia;34168;2022;60,000;50,000;98,000;2,000;2,000;0;0;2;0;1;1;0;0;4;2;3;7;3;2;5;4;10;3;1;2;0;2;23;25;12,500;1,174;31;19;50;62,000;38,000;25,499;1,961;True
Palencia;34168;2023;60,600;53,900;98,100;1,900;2,000;0;0;1;1;1;2;0;0;1;4;3;4;6;2;2;8;7;3;3;1;0;2;23;24;12,000;1,130;29;20;49;59,184;40,816;25,499;1,922;True
Palencia;34169;2021;53,600;38,000;94,500;5,500;2,300;1;7;7;15;10;13;15;20;18;31;21;31;36;40;40;33;22;19;12;12;9;31;233;148;4,774;0,768;235;177;412;57,039;42,961;70,658;5,831;True
Palencia;34169;2022;53,200;41,500;94,300;5,700;2,100;2;9;6;14;16;11;13;22;18;25;25;35;32;45;40;35;27;17;13;9;6;32;239;149;4,656;0,757;236;184;420;56,190;43,810;70,658;5,944;True
Palencia;34169;2023;53,600;42,000;91,500;8,500;2,100;3;11;7;12;18;10;11;18;21;19;28;33;30;34;53;30;27;16;13;8;2;34;218;152;4,471;0,853;227;177;404;56,188;43,812;70,658;5,718;True
Palencia;34170;2021;67,500;45,000;97,900;2,100;2,400;0;0;0;0;0;1;2;1;0;1;5;3;3;5;6;3;1;5;8;2;1;0;21;26;inf;1,238;27;20;47;57,447;42,553;25,523;1,841;True
Palencia;34170;2022;67,900;42,100;97,900;2,100;2,500;0;0;0;0;0;1;2;0;0;1;4;4;3;5;7;2;1;5;7;4;1;0;20;27;inf;1,350;26;21;47;55,319;44,681;25,523;1,841;True
Palencia;34170;2023;67,200;38,900;97,600;2,400;2,300;0;0;0;0;0;1;2;0;0;0;3;7;1;7;5;4;1;4;4;7;1;0;21;26;inf;1,238;27;20;47;57,447;42,553;25,523;1,841;True
Palencia;34171;2021;54,500;42,700;98,800;1,200;2,100;0;22;17;21;36;31;48;45;34;49;67;104;92;85;69;55;68;57;70;28;4;67;584;351;5,239;0,716;492;510;1002;49,102;50,898;111,706;8,970;True
Palencia;34171;2022;54,900;46,000;98,300;1,700;2,000;0;21;15;21;35;27;45;44;37;48;60;96;92;90;77;60;63;50;64;24;9;64;567;347;5,422;0,725;479;499;978;48,978;51,022;111,706;8,755;True
Palencia;34171;2023;55,000;45,900;97,800;2,200;2,000;0;20;17;14;35;29;37;43;43;51;42;87;105;88;83;58;61;53;54;31;10;58;553;350;6,034;0,738;463;498;961;48,179;51,821;111,706;8,603;True
Palencia;34174;2021;54,500;46,700;99,500;0,500;2,000;0;3;1;4;8;8;8;7;8;5;16;21;20;13;17;13;12;7;12;7;0;10;112;68;6,800;0,696;105;85;190;55,263;44,737;34,676;5,479;True
Palencia;34174;2022;55,300;44,700;98,400;1,600;2,000;0;4;2;4;7;8;6;6;10;6;14;24;19;14;16;12;12;8;13;4;1;11;113;66;6,000;0,681;104;86;190;54,737;45,263;34,676;5,479;True
Palencia;34174;2023;55,800;43,800;97,900;2,100;2,000;0;3;3;3;5;7;7;5;10;6;16;21;20;15;19;11;12;10;9;5;3;10;111;69;6,900;0,712;104;86;190;54,737;45,263;34,676;5,479;True
Palencia;34175;2021;56,800;42,500;97,800;2,200;2,200;0;0;2;0;5;5;5;6;3;2;6;11;12;5;7;9;5;3;2;5;1;3;59;32;10,667;0,593;61;33;94;64,894;35,106;12,300;7,642;True
Palencia;34175;2022;57,500;39,500;95,500;4,500;2,300;1;0;2;0;1;5;4;5;3;3;3;9;13;6;7;7;10;2;2;5;0;2;52;34;17,000;0,692;55;33;88;62,500;37,500;12,300;7,154;True
Palencia;34175;2023;55,400;33,300;91,400;8,600;2,400;1;0;1;1;2;4;4;3;4;4;2;9;13;7;7;8;10;1;3;3;2;2;52;35;17,500;0,712;53;36;89;59,551;40,449;12,300;7,236;True
Palencia;34176;2021;48,500;50,000;99,400;0,600;2,300;0;5;8;4;3;8;4;4;8;7;10;11;13;14;13;8;6;9;7;2;0;18;81;45;2,500;0,778;83;61;144;57,639;42,361;25,253;5,702;True
Palencia;34176;2022;49,800;45,600;99,400;0,600;2,300;0;8;9;4;3;7;5;6;11;7;10;13;13;14;14;9;5;6;5;5;0;22;88;44;2,000;0,750;89;65;154;57,792;42,208;25,253;6,098;True
Palencia;34176;2023;49,500;47,100;99,400;0,600;2,300;0;7;9;4;3;7;4;7;8;9;10;15;11;16;15;8;11;5;5;4;0;21;89;48;2,286;0,775;91;67;158;57,595;42,405;25,253;6,257;True
Palencia;34177;2021;53,600;24,700;100,000;0,000;2,600;0;3;3;3;3;12;10;9;12;9;10;17;18;20;18;8;7;13;10;6;1;10;119;63;6,300;0,613;110;82;192;57,292;42,708;12,937;14,841;True
Palencia;34177;2022;55,900;30,100;100,000;0,000;2,400;0;3;3;4;2;8;14;7;13;11;7;13;21;18;19;10;5;12;7;9;1;10;114;63;6,300;0,640;106;81;187;56,684;43,316;12,937;14,455;True
Palencia;34177;2023;56,000;33,300;100,000;0,000;2,400;0;2;0;3;1;8;10;11;9;11;5;14;21;18;18;11;5;9;10;6;3;5;108;62;12,400;0,620;100;75;175;57,143;42,857;12,937;13,527;True
Palencia;34178;2021;49,500;35,100;92,900;7,100;2,500;0;4;2;3;3;7;3;7;10;18;9;9;7;10;8;11;11;8;4;2;1;10;82;45;4,500;0,671;72;65;137;52,555;47,445;46,311;2,958;True
Palencia;34178;2022;49,200;35,700;92,000;8,000;2,500;0;4;7;3;3;6;3;7;11;15;14;10;7;7;11;10;10;7;4;1;1;15;82;44;2,933;0,720;74;67;141;52,482;47,518;46,311;3,045;True
Palencia;34178;2023;49,800;30,900;92,800;7,200;2,500;0;6;3;3;4;4;6;6;8;17;16;8;10;8;9;7;12;5;5;0;1;13;86;39;3,000;0,605;73;65;138;52,899;47,101;46,311;2,980;True
