Provincia;CMuni;area_km2
Salamanca;37181;47,426
Salamanca;37182;24,049
Salamanca;37183;63,306
Salamanca;37184;19,790
Salamanca;37185;32,823
Salamanca;37186;38,679
Salamanca;37187;69,341
Salamanca;37188;7,027
Salamanca;37189;46,554
Salamanca;37190;34,874
Salamanca;37191;22,692
Salamanca;37192;24,085
Salamanca;37193;21,088
Salamanca;37194;9,058
Salamanca;37195;6,792
Salamanca;37196;4,365
Salamanca;37197;19,112
Salamanca;37198;32,870
Salamanca;37199;48,161
Salamanca;37200;29,120
Salamanca;37201;15,307
Salamanca;37202;10,972
Salamanca;37203;35,328
Salamanca;37204;51,931
Salamanca;37205;22,948
Salamanca;37206;8,360
Salamanca;37207;12,087
Salamanca;37208;27,733
Salamanca;37209;44,871
Salamanca;37211;74,121
Salamanca;37212;8,551
Salamanca;37213;11,736
Salamanca;37214;16,527
Salamanca;37215;44,648
Salamanca;37216;17,176
Salamanca;37217;11,083
Salamanca;37218;17,534
Salamanca;37219;13,127
Salamanca;37221;60,082
Salamanca;37222;11,789
Salamanca;37223;90,671
Salamanca;37224;30,588
Salamanca;37225;9,626
Salamanca;37226;27,750
Salamanca;37228;36,484
Salamanca;37229;16,362
Salamanca;37230;17,825
Salamanca;37231;31,595
Salamanca;37232;35,629
Salamanca;37233;12,705
Salamanca;37234;61,968
Salamanca;37235;23,255
Salamanca;37236;19,261
Salamanca;37237;70,425
Salamanca;37238;8,121
Salamanca;37239;20,263
Salamanca;37240;23,144
Salamanca;37241;14,650
Salamanca;37242;44,418
Salamanca;37243;25,221
Salamanca;37244;6,265
Salamanca;37245;62,344
Salamanca;37246;22,963
Salamanca;37247;12,732
Salamanca;37248;19,705
Salamanca;37249;32,728
Salamanca;37250;48,889
Salamanca;37251;8,795
Salamanca;37252;14,605
Salamanca;37253;20,234
Salamanca;37254;19,755
Salamanca;37255;16,677
Salamanca;37256;23,740
Salamanca;37257;59,069
Salamanca;37258;26,021
Salamanca;37259;9,284
Salamanca;37260;37,361
Salamanca;37261;34,051
Salamanca;37262;62,773
Salamanca;37263;10,392
Salamanca;37264;29,428
Salamanca;37265;31,662
Salamanca;37266;16,510
Salamanca;37267;64,653
Salamanca;37268;13,073
Salamanca;37269;78,961
Salamanca;37270;21,851
Salamanca;37271;22,993
Salamanca;37272;45,623
Salamanca;37273;40,868
Salamanca;37274;39,508
Salamanca;37275;20,723
Salamanca;37276;22,998
Salamanca;37277;34,684
Salamanca;37278;9,924
Salamanca;37279;142,064
Salamanca;37280;29,267
Salamanca;37281;15,090
Salamanca;37282;14,042
Salamanca;37283;60,636
Salamanca;37284;20,842
Salamanca;37285;81,562
Salamanca;37286;15,516
Salamanca;37287;28,569
Salamanca;37288;4,920
Salamanca;37289;53,947
Salamanca;37290;15,677
Salamanca;37291;102,244
Salamanca;37292;27,705
Salamanca;37293;13,902
Salamanca;37294;10,027
Salamanca;37296;53,341
Salamanca;37297;29,808
Salamanca;37298;13,616
Salamanca;37299;27,070
Salamanca;37300;44,346
Salamanca;37301;32,499
Salamanca;37302;46,069
Salamanca;37303;59,055
Salamanca;37304;39,991
Salamanca;37305;6,274
Salamanca;37306;80,631
Salamanca;37307;67,594
Salamanca;37309;14,866
Salamanca;37310;14,300
Salamanca;37311;53,597
Salamanca;37312;20,514
Salamanca;37313;57,738
Salamanca;37314;63,830
Salamanca;37315;12,325
Salamanca;37316;60,741
Salamanca;37317;29,264
Salamanca;37318;24,701
Salamanca;37319;21,195
Salamanca;37320;44,135
Salamanca;37321;40,106
Salamanca;37322;33,121
Salamanca;37323;112,350
Salamanca;37324;25,090
Salamanca;37325;11,446
Salamanca;37327;11,883
Salamanca;37328;29,733
Salamanca;37329;33,492
Salamanca;37330;27,233
Salamanca;37331;34,582
Salamanca;37332;11,754
Salamanca;37333;8,222
Salamanca;37334;16,363
Salamanca;37335;63,467
Salamanca;37336;17,308
Salamanca;37337;22,380
Salamanca;37338;33,243
Salamanca;37339;26,285
Salamanca;37340;27,412
Salamanca;37341;7,595
Salamanca;37342;21,991
Salamanca;37343;7,266
Salamanca;37344;45,092
Salamanca;37345;28,129
Salamanca;37346;43,727
Salamanca;37347;25,513
Salamanca;37348;18,021
Salamanca;37349;29,680
Salamanca;37350;46,594
Salamanca;37351;42,037
Salamanca;37352;25,571
Salamanca;37353;36,809
Salamanca;37354;16,134
Salamanca;37355;13,002
Salamanca;37356;30,070
Salamanca;37357;56,940
Salamanca;37358;44,288
Salamanca;37359;55,890
Salamanca;37360;31,692
Salamanca;37361;28,037
Salamanca;37362;21,804
Salamanca;37363;40,586
Salamanca;37364;102,772
Salamanca;37365;39,082
Salamanca;37366;38,858
Salamanca;37367;39,568
Salamanca;37368;21,557
Salamanca;37369;12,330
Salamanca;37370;136,180
Salamanca;37371;39,561
Salamanca;37372;15,879
Salamanca;37373;50,905
Salamanca;37374;31,660
Salamanca;37375;17,275
Salamanca;37376;52,392
Salamanca;37377;57,265
Salamanca;37378;47,944
Salamanca;37379;30,918
Salamanca;37380;7,650
Salamanca;37381;28,341
Salamanca;37382;32,130
Segovia;40001;31,944
Segovia;40002;10,714
Segovia;40003;18,186
Segovia;40004;60,538
Segovia;40005;12,062
Segovia;40006;6,072
Segovia;40007;35,138
Segovia;40008;19,715
Segovia;40009;20,374
Segovia;40010;22,079
Segovia;40012;25,266
Segovia;40013;18,611
Segovia;40014;11,913
Segovia;40015;13,412
Segovia;40016;20,545
Segovia;40017;15,182
Segovia;40018;11,611
Segovia;40019;16,346
Segovia;40020;31,808
Segovia;40021;11,581
Segovia;40022;45,815
Segovia;40024;128,848
Segovia;40025;26,113
Segovia;40026;19,048
Segovia;40028;20,816
Segovia;40029;12,159
Segovia;40030;29,176
Segovia;40031;9,260
Segovia;40032;41,514
Segovia;40033;13,693
Segovia;40034;16,821
Segovia;40035;26,393
Segovia;40036;35,232
Segovia;40037;14,779
Segovia;40039;37,540
Segovia;40040;79,385
Segovia;40041;26,279
Segovia;40043;66,317
Segovia;40044;30,496
Segovia;40045;17,315
Segovia;40046;27,220
Segovia;40047;19,706
Segovia;40048;18,311
Segovia;40049;12,608
Segovia;40051;21,039
Segovia;40052;23,722
Segovia;40053;19,874
Segovia;40054;48,627
Segovia;40055;9,723
Segovia;40056;13,843
Segovia;40057;98,409
Segovia;40058;64,259
Segovia;40059;16,364
Segovia;40060;23,829
Segovia;40061;18,047
Segovia;40062;20,491
Segovia;40063;217,300
Segovia;40065;35,239
Segovia;40068;17,751
Segovia;40069;17,215
Segovia;40070;17,251
Segovia;40071;17,596
Segovia;40072;8,269
Segovia;40073;31,775
Segovia;40074;16,028
Segovia;40075;39,631
Segovia;40076;204,888
Segovia;40077;25,995
Segovia;40078;11,558
Segovia;40079;63,296
Segovia;40080;17,613
Segovia;40081;27,650
Segovia;40082;17,616
Segovia;40083;31,163
Segovia;40084;7,796
Segovia;40086;30,883
Segovia;40087;12,024
Segovia;40088;35,886
Segovia;40089;25,838
Segovia;40091;29,762
Segovia;40092;50,520
Segovia;40093;21,787
Segovia;40094;22,395
Segovia;40095;30,248
Segovia;40097;12,678
Segovia;40099;20,798
Segovia;40100;38,341
Segovia;40101;6,125
Segovia;40103;17,265
Segovia;40104;13,249
Segovia;40105;13,886
Segovia;40106;21,617
Segovia;40107;20,954
Segovia;40108;19,279
Segovia;40109;26,642
Segovia;40110;65,386
Segovia;40111;32,448
Segovia;40112;9,457
Segovia;40113;28,000
Segovia;40115;94,117
Segovia;40118;15,341
Segovia;40119;15,296
Segovia;40120;17,695
Segovia;40121;45,573
Segovia;40122;28,973
Segovia;40123;21,397
Segovia;40124;20,069
Segovia;40125;7,462
Segovia;40126;18,586
Segovia;40127;15,668
Segovia;40128;19,149
Segovia;40129;35,942
Segovia;40130;27,833
Segovia;40131;25,529
Segovia;40132;32,477
Segovia;40134;42,714
Segovia;40135;87,179
Segovia;40136;19,356
Segovia;40138;83,116
Segovia;40139;30,406
Segovia;40140;20,823
Segovia;40141;32,773
Segovia;40142;14,833
Segovia;40143;24,588
Segovia;40144;18,865
Segovia;40145;62,240
Segovia;40146;68,913
Segovia;40148;33,798
Segovia;40149;66,472
Segovia;40150;20,909
Segovia;40151;8,394
Segovia;40152;43,666
Segovia;40154;8,253
Segovia;40155;36,623
Segovia;40156;31,563
Segovia;40157;12,432
Segovia;40158;10,113
Segovia;40159;29,701
Segovia;40160;19,513
Segovia;40161;25,837
Segovia;40162;46,126
Segovia;40163;17,597
Segovia;40164;24,515
Segovia;40165;13,963
Segovia;40166;8,470
Segovia;40168;11,640
Segovia;40170;149,359
Segovia;40171;21,614
Segovia;40172;27,018
Segovia;40173;9,958
Segovia;40174;44,449
Segovia;40176;47,440
Segovia;40177;14,758
Segovia;40178;15,156
Segovia;40179;29,255
Segovia;40180;37,502
Segovia;40181;144,804
Segovia;40182;42,536
Segovia;40183;18,309
Segovia;40184;26,060
Segovia;40185;179,667
Segovia;40186;14,840
Segovia;40188;29,115
Segovia;40189;45,554
Segovia;40190;27,591
Segovia;40191;56,751
Segovia;40192;20,263
Segovia;40193;27,696
Segovia;40194;163,732
Segovia;40195;132,011
Segovia;40196;13,303
Segovia;40198;20,317
Segovia;40199;23,915
Segovia;40200;12,875
Segovia;40201;9,437
Segovia;40202;32,834
Segovia;40203;42,218
Segovia;40204;19,602
Segovia;40205;55,048
Segovia;40206;44,265
Segovia;40207;32,665
Segovia;40208;70,725
Segovia;40210;32,844
Segovia;40211;19,428
Segovia;40212;17,513
Segovia;40213;18,155
Segovia;40214;23,166
Segovia;40215;38,619
Segovia;40216;30,963
Segovia;40218;16,448
Segovia;40219;36,827
Segovia;40220;9,693
Segovia;40221;15,983
Segovia;40222;21,946
Segovia;40223;21,782
Segovia;40224;5,976
Segovia;40225;109,521
Segovia;40228;27,784
Segovia;40229;24,783
Segovia;40230;16,688
Segovia;40231;24,270
Segovia;40233;28,288
Segovia;40234;17,748
Segovia;40901;15,405
Segovia;40902;15,226
Segovia;40903;26,349
Segovia;40904;14,817
Segovia;40905;38,421
Segovia;40906;6,338
Soria;42001;23,413
Soria;42003;67,420
Soria;42004;164,909
Soria;42006;52,247
Soria;42007;60,515
Soria;42008;85,999
Soria;42009;45,691
Soria;42010;6,321
Soria;42011;11,859
Soria;42012;9,287
Soria;42013;27,360
Soria;42014;37,763
Soria;42015;34,941
Soria;42016;17,642
Soria;42017;9,894
Soria;42018;158,993
Soria;42019;101,055
Soria;42020;166,402
Soria;42021;67,812
Soria;42022;105,919
Soria;42023;54,580
Soria;42024;77,706
Soria;42025;441,230
Soria;42026;30,363
Soria;42027;40,054
Soria;42028;20,105
Soria;42029;116,492
Soria;42030;45,017
Soria;42031;55,377
Soria;42032;44,060
Soria;42033;20,603
Soria;42034;41,126
Soria;42035;220,005
Soria;42036;17,547
Soria;42037;16,468
Soria;42038;23,379
Soria;42039;62,536
Soria;42041;18,522
Soria;42042;5,144
Soria;42043;289,118
Soria;42044;17,854
Soria;42045;124,041
Soria;42046;64,771
Soria;42048;84,293
Soria;42049;44,797
Soria;42050;22,926
Soria;42051;16,302
Soria;42052;18,133
Soria;42053;23,527
Soria;42054;12,754
Soria;42055;28,058
Soria;42056;12,148
Soria;42057;38,784
Soria;42058;52,939
Soria;42059;19,856
Soria;42060;18,007
Soria;42061;71,140
Soria;42062;21,014
Soria;42063;34,126
Soria;42064;52,607
Soria;42065;8,749
Soria;42068;54,917
Soria;42069;104,295
Soria;42070;20,194
Soria;42071;132,740
Soria;42073;29,979
Soria;42075;16,354
Soria;42076;118,077
Soria;42078;44,804
Soria;42079;19,429
Soria;42080;71,728
Soria;42081;21,957
Soria;42082;10,446
Soria;42083;25,658
Soria;42084;16,764
Soria;42085;60,492
Soria;42086;48,599
Soria;42087;8,808
Soria;42088;42,213
Soria;42089;26,326
Soria;42090;52,480
Soria;42092;11,208
Soria;42093;9,179
Soria;42094;76,180
Soria;42095;189,682
Soria;42096;68,220
Soria;42097;15,703
Soria;42098;26,046
Soria;42100;26,051
Soria;42103;189,764
Soria;42105;24,366
Soria;42106;7,893
Soria;42107;58,474
Soria;42108;30,371
Soria;42110;41,604
Soria;42111;62,942
Soria;42113;205,221
Soria;42115;56,207
Soria;42116;48,849
Soria;42117;27,370
Soria;42118;22,898
Soria;42119;96,971
Soria;42120;167,133
Soria;42121;55,278
Soria;42123;62,017
Soria;42124;3,653
Soria;42125;11,350
Soria;42127;36,526
Soria;42128;13,208
Soria;42129;25,008
Soria;42130;25,107
Soria;42131;21,922
Soria;42132;85,054
Soria;42134;98,708
Soria;42135;39,893
Soria;42139;19,371
Soria;42140;12,934
Soria;42141;64,254
Soria;42142;36,773
Soria;42144;183,780
Soria;42145;29,939
Soria;42148;38,446
Soria;42149;101,457
Soria;42151;10,372
Soria;42152;67,254
Soria;42153;24,369
Soria;42154;36,208
Soria;42155;172,628
Soria;42156;20,432
Soria;42157;23,423
Soria;42158;49,984
Soria;42159;18,602
Soria;42160;125,958
Soria;42161;2,693
Soria;42162;406,387
Soria;42163;21,082
Soria;42164;60,532
Soria;42165;176,078
Soria;42166;33,492
Soria;42167;49,123
Soria;42168;45,374
Soria;42171;60,122
Soria;42172;19,467
Soria;42173;271,564
Soria;42174;60,492
Soria;42175;39,162
Soria;42176;20,853
Soria;42177;18,052
Soria;42178;52,931
Soria;42181;64,086
Soria;42182;36,884
Soria;42183;77,906
Soria;42184;41,121
Soria;42185;17,443
Soria;42187;52,295
Soria;42188;20,496
Soria;42189;17,112
Soria;42190;14,065
Soria;42191;19,446
Soria;42192;13,290
Soria;42193;4,843
Soria;42194;62,930
Soria;42195;51,371
Soria;42196;31,896
Soria;42197;32,146
Soria;42198;22,913
Soria;42200;71,538
Soria;42201;18,561
Soria;42202;19,666
Soria;42204;56,123
Soria;42205;81,276
Soria;42206;21,413
Soria;42207;11,694
Soria;42208;25,274
Soria;42209;126,939
Soria;42211;14,363
Soria;42212;61,711
Soria;42213;21,551
Soria;42215;142,936
Soria;42216;24,288
Soria;42217;16,607
Soria;42218;54,250
Soria;42219;24,930
Valladolid;47001;16,261
Valladolid;47002;27,012
Valladolid;47003;49,832
Valladolid;47004;102,556
Valladolid;47005;48,003
Valladolid;47006;19,917
Valladolid;47007;53,565
Valladolid;47008;17,156
Valladolid;47009;15,901
Valladolid;47010;11,714
Valladolid;47011;42,589
Valladolid;47012;20,697
Valladolid;47013;27,131
Valladolid;47014;12,960
Valladolid;47015;38,243
Valladolid;47016;16,546
Valladolid;47017;41,370
Valladolid;47018;13,940
Valladolid;47019;15,853
Valladolid;47020;32,698
Valladolid;47021;16,311
Valladolid;47022;6,196
Valladolid;47023;24,112
Valladolid;47024;29,921
Valladolid;47025;27,441
Valladolid;47026;21,915
Valladolid;47027;45,368
Valladolid;47028;10,297
Valladolid;47029;28,082
Valladolid;47030;46,764
Valladolid;47031;32,790
Valladolid;47032;17,451
Valladolid;47033;32,083
Valladolid;47034;23,506
Valladolid;47035;56,496
Valladolid;47036;27,729
Valladolid;47037;30,194
Valladolid;47038;25,789
Valladolid;47039;35,905
Valladolid;47040;16,879
Valladolid;47041;15,968
Valladolid;47042;16,848
Valladolid;47043;87,003
Valladolid;47044;29,190
Valladolid;47045;124,450
Valladolid;47046;24,869
Valladolid;47047;32,440
Valladolid;47048;36,114
Valladolid;47049;21,329
Valladolid;47050;61,112
Valladolid;47051;30,357
Valladolid;47052;31,744
Valladolid;47053;13,556
Valladolid;47054;73,482
Valladolid;47055;42,421
Valladolid;47056;17,780
Valladolid;47057;23,538
Valladolid;47058;47,864
Valladolid;47059;18,994
Valladolid;47060;30,836
Valladolid;47061;41,504
Valladolid;47062;36,112
Valladolid;47063;16,386
Valladolid;47064;16,961
Valladolid;47065;64,458
Valladolid;47066;25,127
Valladolid;47067;20,944
Valladolid;47068;13,604
Valladolid;47069;11,214
Valladolid;47070;20,508
Valladolid;47071;18,177
Valladolid;47073;29,484
Valladolid;47074;34,726
Valladolid;47075;60,505
Valladolid;47076;29,143
Valladolid;47077;48,341
Valladolid;47078;27,565
Valladolid;47079;15,214
Valladolid;47080;18,812
Valladolid;47081;12,670
Valladolid;47082;50,499
Valladolid;47083;12,307
Valladolid;47084;150,618
Valladolid;47085;153,158
Valladolid;47086;115,159
Valladolid;47087;19,046
Valladolid;47088;23,025
Valladolid;47089;35,034
Valladolid;47090;46,222
Valladolid;47091;29,933
Valladolid;47092;33,962
Valladolid;47093;59,532
Valladolid;47094;42,487
Valladolid;47095;15,292
Valladolid;47096;15,883
Valladolid;47097;31,337
Valladolid;47098;63,803
Valladolid;47099;19,063
Valladolid;47100;22,512
Valladolid;47101;126,088
Valladolid;47102;35,803
Valladolid;47103;29,320
Valladolid;47104;129,308
Valladolid;47105;24,834
Valladolid;47106;16,111
Valladolid;47109;32,200
Valladolid;47110;44,762
Valladolid;47111;56,739
Valladolid;47112;30,699
Valladolid;47113;51,930
Valladolid;47114;76,083
Valladolid;47115;66,201
Valladolid;47116;55,829
Valladolid;47117;29,951
Valladolid;47118;21,259
Valladolid;47119;23,400
Valladolid;47121;50,528
Valladolid;47122;64,400
Valladolid;47123;35,094
Valladolid;47124;27,956
Valladolid;47125;20,475
Valladolid;47126;10,832
Valladolid;47127;28,063
Valladolid;47128;14,594
Valladolid;47129;55,138
Valladolid;47130;32,201
Valladolid;47131;27,628
Valladolid;47132;21,192
Valladolid;47133;29,083
Valladolid;47134;22,701
Valladolid;47135;8,843
Valladolid;47137;11,487
Valladolid;47138;25,585
Valladolid;47139;90,493
Valladolid;47140;15,828
Valladolid;47141;26,313
Valladolid;47142;35,500
Valladolid;47143;24,874
Valladolid;47144;58,188
Valladolid;47145;55,486
Valladolid;47146;7,445
Valladolid;47147;24,899
Valladolid;47148;44,354
Valladolid;47149;10,683
Valladolid;47150;41,766
Valladolid;47151;10,647
Valladolid;47152;25,004
Valladolid;47153;54,002
Valladolid;47154;24,155
Valladolid;47155;13,832
Valladolid;47156;37,892
Valladolid;47157;19,662
Valladolid;47158;65,885
Valladolid;47159;24,185
Valladolid;47160;61,259
Valladolid;47161;42,566
Valladolid;47162;37,775
Valladolid;47163;47,310
Valladolid;47164;61,521
Valladolid;47165;141,644
Valladolid;47166;27,343
Valladolid;47167;59,881
Valladolid;47168;7,280
Valladolid;47169;23,591
Valladolid;47170;30,144
Valladolid;47171;66,085
Valladolid;47172;50,736
Valladolid;47173;26,289
Valladolid;47174;37,792
Valladolid;47175;60,496
Valladolid;47176;35,998
Valladolid;47177;18,737
Valladolid;47178;44,070
Valladolid;47179;46,547
Valladolid;47180;14,647
Valladolid;47181;42,063
Valladolid;47182;36,278
Valladolid;47183;30,842
Valladolid;47184;43,297
Valladolid;47185;21,294
Valladolid;47186;197,258
Valladolid;47187;31,368
Valladolid;47188;17,495
Valladolid;47189;23,019
Valladolid;47190;19,952
Valladolid;47191;22,642
Valladolid;47192;16,203
Valladolid;47193;17,974
Valladolid;47194;11,306
Valladolid;47195;51,009
Valladolid;47196;16,972
Valladolid;47197;67,125
Valladolid;47198;17,430
Valladolid;47199;24,083
Valladolid;47200;15,921
Valladolid;47203;20,697
Valladolid;47204;10,390
Valladolid;47205;60,489
Valladolid;47206;26,190
Valladolid;47207;37,448
Valladolid;47208;12,278
Valladolid;47209;18,352
Valladolid;47210;42,742
Valladolid;47211;14,165
Valladolid;47212;100,648
Valladolid;47213;21,963
Valladolid;47214;70,015
Valladolid;47215;18,258
Valladolid;47216;12,232
Valladolid;47217;45,638
Valladolid;47218;37,425
Valladolid;47219;11,399
Valladolid;47220;34,929
Valladolid;47221;19,166
Valladolid;47222;15,157
Valladolid;47223;36,219
Valladolid;47224;13,444
Valladolid;47225;14,155
Valladolid;47226;45,093
Valladolid;47227;21,819
Valladolid;47228;58,194
Valladolid;47229;36,055
Valladolid;47230;38,158
Valladolid;47231;20,207
Valladolid;47232;23,978
Zamora;49002;23,269
Zamora;49003;54,822
Zamora;49004;13,684
Zamora;49005;73,073
Zamora;49006;18,185
Zamora;49007;45,639
Zamora;49008;76,430
Zamora;49009;23,153
Zamora;49010;12,086
Zamora;49011;12,246
Zamora;49012;12,652
Zamora;49013;23,100
Zamora;49014;17,647
Zamora;49015;15,700
Zamora;49016;42,175
Zamora;49017;42,649
Zamora;49018;60,017
Zamora;49019;19,017
Zamora;49020;68,561
Zamora;49021;45,139
Zamora;49022;23,338
Zamora;49023;189,713
Zamora;49024;59,460
Zamora;49025;21,702
Zamora;49026;12,943
Zamora;49027;17,945
Zamora;49028;14,893
Zamora;49029;33,051
Zamora;49030;15,365
Zamora;49031;49,795
Zamora;49032;27,256
Zamora;49033;47,655
Zamora;49034;35,294
Zamora;49035;41,864
Zamora;49036;53,729
Zamora;49037;32,818
Zamora;49038;12,249
Zamora;49039;12,563
Zamora;49040;21,915
Zamora;49041;25,038
Zamora;49042;48,107
Zamora;49043;64,412
Zamora;49044;8,393
Zamora;49046;28,582
Zamora;49047;17,244
Zamora;49048;36,167
Zamora;49050;77,821
Zamora;49052;10,260
Zamora;49053;43,181
Zamora;49054;75,648
Zamora;49055;14,828
Zamora;49056;24,709
Zamora;49057;31,315
Zamora;49058;34,326
Zamora;49059;14,679
Zamora;49061;10,005
Zamora;49062;77,445
Zamora;49063;54,428
Zamora;49064;90,493
Zamora;49065;68,208
Zamora;49066;88,217
Zamora;49067;48,038
Zamora;49068;94,349
Zamora;49069;153,147
Zamora;49071;132,356
Zamora;49075;4,074
Zamora;49076;13,133
Zamora;49077;64,556
Zamora;49078;19,942
Zamora;49079;21,014
Zamora;49080;58,205
Zamora;49081;67,869
Zamora;49082;48,744
Zamora;49083;14,617
Zamora;49084;20,074
Zamora;49085;90,397
Zamora;49086;15,661
Zamora;49087;77,862
Zamora;49088;13,498
Zamora;49090;17,851
Zamora;49091;41,291
Zamora;49092;32,499
Zamora;49093;31,608
Zamora;49094;108,939
Zamora;49095;33,166
Zamora;49096;16,645
Zamora;49097;50,956
Zamora;49098;44,263
Zamora;49099;21,690
Zamora;49100;94,550
Zamora;49101;36,370
Zamora;49102;29,726
Zamora;49103;32,108
Zamora;49104;108,986
Zamora;49105;14,438
Zamora;49107;27,340
Zamora;49108;60,049
Zamora;49109;16,376
Zamora;49110;130,324
Zamora;49111;26,421
Zamora;49112;64,608
Zamora;49113;30,262
Zamora;49114;12,135
Zamora;49115;43,732
Zamora;49116;40,939
Zamora;49117;34,063
Zamora;49118;18,127
Zamora;49119;23,690
Zamora;49120;34,593
Zamora;49121;39,154
Zamora;49122;22,028
Zamora;49123;56,846
Zamora;49124;67,097
Zamora;49125;19,497
Zamora;49126;33,725
Zamora;49127;23,692
Zamora;49128;20,145
Zamora;49129;53,456
Zamora;49130;18,019
Zamora;49131;20,917
Zamora;49132;31,275
Zamora;49133;68,191
Zamora;49134;71,659
Zamora;49135;72,662
Zamora;49136;36,459
Zamora;49137;14,124
Zamora;49138;71,441
Zamora;49139;49,989
Zamora;49141;28,005
Zamora;49142;31,771
Zamora;49143;37,060
Zamora;49145;105,266
Zamora;49146;26,818
Zamora;49147;13,289
Zamora;49148;12,014
Zamora;49149;95,083
Zamora;49150;38,923
Zamora;49151;51,247
Zamora;49152;160,792
Zamora;49153;33,046
Zamora;49154;43,995
Zamora;49155;20,978
Zamora;49156;24,361
Zamora;49157;29,599
Zamora;49158;19,714
Zamora;49159;14,161
Zamora;49160;12,558
Zamora;49162;201,159
Zamora;49163;37,324
Zamora;49164;25,409
Zamora;49165;10,902
Zamora;49166;81,510
Zamora;49167;25,760
Zamora;49168;21,725
Zamora;49169;12,710
Zamora;49170;10,110
Zamora;49171;28,011
Zamora;49172;80,120
Zamora;49173;56,224
Zamora;49174;46,172
Zamora;49175;27,645
Zamora;49176;111,799
Zamora;49177;53,496
Zamora;49178;10,789
Zamora;49179;32,518
Zamora;49180;55,044
Zamora;49181;154,985
Zamora;49183;34,900
Zamora;49184;36,612
Zamora;49185;14,474
Zamora;49186;66,185
Zamora;49187;42,543
Zamora;49188;25,036
Zamora;49189;75,229
Zamora;49190;23,944
Zamora;49191;26,259
Zamora;49192;10,726
Zamora;49193;49,045
Zamora;49194;22,722
Zamora;49197;16,820
Zamora;49199;6,795
Zamora;49200;38,955
Zamora;49201;21,177
Zamora;49202;51,873
Zamora;49203;17,891
Zamora;49204;9,754
Zamora;49205;18,988
Zamora;49206;75,934
Zamora;49207;32,877
Zamora;49208;53,078
Zamora;49209;64,300
Zamora;49210;25,665
Zamora;49214;112,765
Zamora;49216;27,650
Zamora;49219;324,973
Zamora;49220;16,482
Zamora;49221;37,103
Zamora;49222;30,361
Zamora;49223;93,267
Zamora;49224;25,522
Zamora;49225;29,804
Zamora;49226;44,168
Zamora;49227;10,114
Zamora;49228;16,305
Zamora;49229;27,848
Zamora;49230;28,017
Zamora;49231;44,187
Zamora;49232;10,181
Zamora;49233;18,563
Zamora;49234;42,064
Zamora;49235;47,896
Zamora;49236;12,496
Zamora;49237;25,888
Zamora;49238;23,284
Zamora;49239;26,070
Zamora;49240;30,134
Zamora;49241;43,104
Zamora;49242;74,021
Zamora;49243;20,625
Zamora;49244;7,182
Zamora;49245;15,049
Zamora;49246;28,233
Zamora;49247;64,822
Zamora;49248;43,193
Zamora;49249;14,900
Zamora;49250;126,946
Zamora;49251;39,856
Zamora;49252;26,328
Zamora;49255;55,793
Zamora;49256;18,302
Zamora;49257;19,193
Zamora;49258;12,046
Zamora;49259;16,981
Zamora;49260;40,097
Zamora;49261;22,056
Zamora;49262;85,637
Zamora;49263;20,924
Zamora;49264;134,372
Zamora;49265;28,881
Zamora;49266;16,927
Zamora;49267;24,351
Zamora;49268;50,114
Zamora;49269;34,581
Zamora;49270;15,624
Zamora;49271;26,331
Zamora;49272;12,374
Zamora;49273;40,005
Zamora;49275;149,367
