Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar
Salamanca;37212;2023;50,600;39,400;97,700;2,300;2,000
Salamanca;37213;2021;56,100;43,600;96,300;3,700;2,100
Salamanca;37213;2022;55,400;46,000;97,400;2,600;2,000
Salamanca;37213;2023;58,400;36,100;98,600;1,400;2,000
Salamanca;37214;2021;58,400;52,100;96,000;4,000;1,700
Salamanca;37214;2022;57,900;60,500;95,000;5,000;1,600
Salamanca;37214;2023;58,900;54,100;95,800;4,200;1,600
Salamanca;37215;2021;52,700;41,800;96,300;3,700;2,100
Salamanca;37215;2022;55,300;46,300;96,700;3,300;1,900
Salamanca;37215;2023;52,800;46,300;96,900;3,100;2,000
Salamanca;37216;2021;54,800;25,600;100,000;0,000;2,500
Salamanca;37216;2022;54,000;26,000;100,000;0,000;2,400
Salamanca;37216;2023;54,700;26,400;100,000;0,000;2,400
Salamanca;37217;2021;68,100;56,800;100,000;0,000;1,500
Salamanca;37217;2022;63,200;57,900;100,000;0,000;1,600
Salamanca;37217;2023;62,600;61,100;100,000;0,000;1,600
Salamanca;37218;2021;70,600;73,300;97,600;2,400;1,400
Salamanca;37218;2022;69,600;66,700;100,000;0,000;1,400
Salamanca;37218;2023;70,000;62,100;100,000;0,000;1,500
Salamanca;37219;2021;59,700;51,100;99,400;0,600;1,800
Salamanca;37219;2022;60,800;51,700;100,000;0,000;1,800
Salamanca;37219;2023;61,600;55,200;100,000;0,000;1,800
Salamanca;37221;2021;56,400;50,200;96,700;3,300;1,800
Salamanca;37221;2022;57,000;51,400;97,600;2,400;1,800
Salamanca;37221;2023;57,700;52,400;96,700;3,300;1,800
Salamanca;37222;2021;55,500;59,200;97,500;2,500;1,600
Salamanca;37222;2022;54,300;59,200;97,500;2,500;1,600
Salamanca;37222;2023;54,800;57,500;97,400;2,600;1,600
Salamanca;37223;2021;58,700;38,100;97,000;3,000;2,100
Salamanca;37223;2022;59,200;38,100;94,200;5,800;2,000
Salamanca;37223;2023;61,900;40,900;94,700;5,300;2,200
Salamanca;37224;2021;58,000;35,400;99,500;0,500;2,200
Salamanca;37224;2022;59,000;34,600;99,500;0,500;2,300
Salamanca;37224;2023;59,000;37,700;99,500;0,500;2,100
Salamanca;37225;2021;53,200;30,000;100,000;0,000;2,600
Salamanca;37225;2022;53,000;28,600;98,200;1,800;2,600
Salamanca;37225;2023;53,800;27,300;97,400;2,600;2,600
Salamanca;37226;2021;58,600;38,700;97,500;2,500;2,100
Salamanca;37226;2022;58,700;42,100;98,000;2,000;2,000
Salamanca;37226;2023;59,400;41,100;98,700;1,300;2,000
Salamanca;37228;2021;58,700;31,100;98,800;1,200;2,200
Salamanca;37228;2022;58,900;33,300;98,700;1,300;2,100
Salamanca;37228;2023;59,400;35,700;99,000;1,000;2,100
Salamanca;37229;2021;53,900;48,700;99,300;0,700;1,900
Salamanca;37229;2022;54,300;50,000;98,600;1,400;1,900
Salamanca;37229;2023;55,900;48,700;97,800;2,200;1,800
Salamanca;37230;2021;46,900;29,200;96,600;3,400;2,300
Salamanca;37230;2022;47,400;28,600;96,100;3,900;2,300
Salamanca;37230;2023;48,500;25,400;96,300;3,700;2,300
Salamanca;37231;2021;57,600;41,300;99,600;0,400;2,000
Salamanca;37231;2022;57,200;45,000;99,200;0,800;1,900
Salamanca;37231;2023;57,100;45,200;98,800;1,200;1,900
Salamanca;37232;2021;55,100;31,700;100,000;0,000;2,400
Salamanca;37232;2022;56,100;31,300;99,800;0,200;2,400
Salamanca;37232;2023;56,100;32,700;99,200;0,800;2,400
Salamanca;37233;2021;64,200;34,600;100,000;0,000;2,000
Salamanca;37233;2022;63,800;37,000;100,000;0,000;2,000
Salamanca;37233;2023;62,500;41,400;100,000;0,000;1,900
Salamanca;37234;2021;58,300;48,800;98,400;1,600;1,900
Salamanca;37234;2022;58,400;43,200;98,500;1,500;1,900
Salamanca;37234;2023;58,200;47,800;98,700;1,300;1,900
Salamanca;37235;2021;52,200;39,000;98,600;1,400;2,200
Salamanca;37235;2022;50,900;37,600;96,900;3,100;2,200
Salamanca;37235;2023;51,700;37,000;97,800;2,200;2,200
Salamanca;37236;2021;60,100;62,900;94,400;5,600;1,800
Salamanca;37236;2022;60,000;60,300;95,200;4,800;1,800
Salamanca;37236;2023;60,600;58,200;94,400;5,600;1,900
Salamanca;37237;2021;51,200;44,200;92,900;7,100;2,000
Salamanca;37237;2022;52,300;45,700;93,700;6,300;1,900
Salamanca;37237;2023;52,200;50,000;95,200;4,800;1,900
Salamanca;37238;2021;47,600;33,300;96,100;3,900;2,400
Salamanca;37238;2022;48,600;33,900;97,700;2,300;2,300
Salamanca;37238;2023;50,200;33,900;97,800;2,200;2,300
Salamanca;37239;2021;57,200;40,600;99,500;0,500;2,200
Salamanca;37239;2022;56,900;36,600;96,700;3,300;2,300
Salamanca;37239;2023;57,000;39,200;98,600;1,400;2,200
Salamanca;37240;2021;42,300;30,500;95,900;4,100;2,400
Salamanca;37240;2022;42,300;30,800;96,100;3,900;2,400
Salamanca;37240;2023;42,700;32,600;96,900;3,100;2,400
Salamanca;37241;2021;55,300;40,500;100,000;0,000;2,200
Salamanca;37241;2022;55,900;39,200;100,000;0,000;2,200
Salamanca;37241;2023;55,100;40,000;100,000;0,000;2,100
Salamanca;37242;2021;61,100;40,500;100,000;0,000;2,000
Salamanca;37242;2022;61,700;37,100;100,000;0,000;2,100
Salamanca;37242;2023;62,500;41,700;98,600;1,400;2,000
Salamanca;37243;2021;59,100;40,000;100,000;0,000;2,000
Salamanca;37243;2022;61,000;44,700;100,000;0,000;1,900
Salamanca;37243;2023;62,500;47,400;100,000;0,000;1,800
Salamanca;37244;2021;51,900;45,800;99,300;0,700;2,000
Salamanca;37244;2022;51,300;42,700;99,400;0,600;2,100
Salamanca;37244;2023;50,300;41,700;99,400;0,600;2,100
Salamanca;37245;2021;59,600;53,500;97,900;2,100;1,600
Salamanca;37245;2022;59,500;50,300;98,100;1,900;1,700
Salamanca;37245;2023;60,900;54,500;98,700;1,300;1,600
Salamanca;37246;2021;46,620;29,176;96,541;3,459;2,330
Salamanca;37246;2022;46,943;29,925;95,260;4,740;2,329
Salamanca;37246;2023;47,200;30,106;96,588;3,412;2,300
Salamanca;37247;2021;53,800;38,800;97,800;2,200;2,300
Salamanca;37247;2022;53,500;40,200;97,300;2,700;2,300
Salamanca;37247;2023;54,900;42,900;98,900;1,100;2,200
Salamanca;37248;2021;52,600;48,200;91,200;8,800;2,000
Salamanca;37248;2022;54,400;51,200;96,800;3,200;1,900
Salamanca;37248;2023;54,500;54,100;93,700;6,300;1,900
Salamanca;37249;2021;62,300;47,400;97,200;2,800;1,900
Salamanca;37249;2022;61,500;47,400;100,000;0,000;1,800
Salamanca;37249;2023;62,500;47,400;100,000;0,000;1,800
Salamanca;37250;2021;61,400;50,600;99,400;0,600;1,800
Salamanca;37250;2022;61,000;51,400;99,400;0,600;1,800
Salamanca;37250;2023;60,900;50,600;99,700;0,300;1,800
Salamanca;37251;2021;48,300;32,700;99,200;0,800;2,500
Salamanca;37251;2022;47,100;32,700;100,000;0,000;2,500
Salamanca;37251;2023;47,400;36,000;100,000;0,000;2,400
Salamanca;37252;2021;66,200;44,900;99,000;1,000;2,100
Salamanca;37252;2022;66,400;46,000;100,000;0,000;2,100
Salamanca;37252;2023;66,800;48,900;100,000;0,000;2,100
Salamanca;37253;2021;50,000;27,900;99,400;0,600;2,500
Salamanca;37253;2022;49,600;29,500;99,400;0,600;2,500
Salamanca;37253;2023;50,700;23,700;99,300;0,700;2,500
Salamanca;37254;2021;57,100;27,400;98,900;1,100;2,200
Salamanca;37254;2022;56,700;28,200;98,900;1,100;2,200
Salamanca;37254;2023;56,800;30,600;99,500;0,500;2,100
Salamanca;37255;2021;58,400;54,200;91,800;8,200;2,000
Salamanca;37255;2022;53,300;56,000;89,500;10,500;2,300
Salamanca;37255;2023;51,600;48,200;82,800;17,200;2,400
Salamanca;37256;2021;58,800;41,100;98,500;1,500;1,900
Salamanca;37256;2022;59,600;43,900;98,500;1,500;1,900
Salamanca;37256;2023;58,900;45,300;96,500;3,500;1,900
Salamanca;37257;2021;54,500;38,500;100,000;0,000;2,200
Salamanca;37257;2022;56,100;36,000;96,300;3,700;2,200
Salamanca;37257;2023;57,500;33,300;94,200;5,800;2,200
Salamanca;37258;2021;61,400;53,100;91,300;8,700;1,900
Salamanca;37258;2022;60,600;55,700;88,300;11,700;1,800
Salamanca;37258;2023;60,500;55,800;87,600;12,400;1,900
Salamanca;37259;2021;61,200;55,000;100,000;0,000;1,900
Salamanca;37259;2022;59,400;55,600;100,000;0,000;1,800
Salamanca;37259;2023;59,800;50,000;100,000;0,000;1,800
Salamanca;37260;2021;57,300;50,000;99,300;0,700;2,000
Salamanca;37260;2022;57,200;50,700;99,300;0,700;1,900
Salamanca;37260;2023;58,000;54,700;99,300;0,700;1,900
Salamanca;37261;2021;59,300;51,700;98,600;1,400;1,800
Salamanca;37261;2022;59,200;51,600;98,700;1,300;1,800
Salamanca;37261;2023;59,100;55,000;98,700;1,300;1,700
Salamanca;37262;2021;53,800;42,900;100,000;0,000;2,400
Salamanca;37262;2022;53,200;46,400;100,000;0,000;2,400
Salamanca;37262;2023;52,900;42,300;100,000;0,000;2,500
Salamanca;37263;2021;55,300;50,000;98,300;1,700;1,800
Salamanca;37263;2022;55,100;53,000;98,800;1,200;1,800
Salamanca;37263;2023;55,600;51,100;99,400;0,600;1,800
Salamanca;37264;2021;62,600;62,500;98,400;1,600;1,600
Salamanca;37264;2022;60,000;50,000;89,700;10,300;1,800
Salamanca;37264;2023;63,200;61,100;98,200;1,800;1,500
Salamanca;37265;2021;55,400;33,700;99,000;1,000;2,400
Salamanca;37265;2022;56,600;34,500;99,000;1,000;2,400
Salamanca;37265;2023;57,400;32,900;98,500;1,500;2,400
Salamanca;37266;2021;55,600;56,800;98,500;1,500;1,800
Salamanca;37266;2022;54,800;54,300;98,400;1,600;1,800
Salamanca;37266;2023;54,700;55,600;96,900;3,100;1,800
Salamanca;37267;2021;54,800;43,300;98,300;1,700;2,000
Salamanca;37267;2022;54,100;47,200;96,600;3,400;2,000
Salamanca;37267;2023;53,100;50,000;97,700;2,300;1,900
Salamanca;37268;2021;63,100;42,600;98,100;1,900;1,900
Salamanca;37268;2022;63,400;47,400;99,100;0,900;1,900
Salamanca;37268;2023;65,200;47,300;98,000;2,000;1,800
Salamanca;37269;2021;52,700;38,900;96,700;3,300;2,100
Salamanca;37269;2022;52,600;39,800;95,500;4,500;2,100
Salamanca;37269;2023;52,500;40,200;94,600;5,400;2,100
Salamanca;37270;2021;50,900;31,300;97,500;2,500;2,500
Salamanca;37270;2022;51,700;34,200;97,900;2,100;2,300
Salamanca;37270;2023;51,300;30,900;95,900;4,100;2,400
Salamanca;37271;2021;56,700;35,900;98,000;2,000;2,200
Salamanca;37271;2022;56,800;37,400;97,700;2,300;2,100
Salamanca;37271;2023;56,900;40,900;96,400;3,600;2,000
Salamanca;37272;2021;47,600;32,300;95,300;4,700;2,600
Salamanca;37272;2022;47,100;40,000;95,400;4,600;2,700
Salamanca;37272;2023;46,600;39,400;95,400;4,600;2,600
Salamanca;37273;2021;63,600;39,500;97,700;2,300;2,100
Salamanca;37273;2022;64,300;44,200;97,700;2,300;2,000
Salamanca;37273;2023;63,200;50,000;96,400;3,600;1,900
Salamanca;37274;2021;51,161;38,727;93,035;6,965;2,130
Salamanca;37274;2022;51,255;39,317;92,429;7,571;2,115
Salamanca;37274;2023;51,259;39,734;92,169;7,831;2,101
Salamanca;37275;2021;64,300;37,700;97,100;2,900;1,900
Salamanca;37275;2022;64,400;45,500;97,100;2,900;1,900
Salamanca;37275;2023;65,300;48,200;97,000;3,000;1,800
Salamanca;37276;2021;64,800;55,200;100,000;0,000;1,700
Salamanca;37276;2022;65,100;50,000;100,000;0,000;1,800
Salamanca;37276;2023;64,200;58,200;100,000;0,000;1,700
Salamanca;37277;2021;59,600;61,000;94,700;5,300;1,900
Salamanca;37277;2022;59,500;61,000;93,600;6,400;1,900
Salamanca;37277;2023;59,800;61,500;93,200;6,800;1,900
Salamanca;37278;2021;40,600;30,100;94,900;5,100;2,500
Salamanca;37278;2022;40,900;32,600;95,000;5,000;2,400
Salamanca;37278;2023;41,200;34,300;95,100;4,900;2,300
Salamanca;37279;2021;53,800;37,300;98,000;2,000;2,300
Salamanca;37279;2022;53,300;35,400;97,600;2,400;2,300
Salamanca;37279;2023;53,700;36,300;97,100;2,900;2,200
Salamanca;37280;2021;56,100;43,200;98,700;1,300;2,100
Salamanca;37280;2022;55,400;48,600;100,000;0,000;2,000
Salamanca;37280;2023;56,400;52,900;100,000;0,000;2,000
Salamanca;37281;2021;61,700;38,900;97,300;2,700;2,100
Salamanca;37281;2022;63,600;38,900;100,000;0,000;2,000
Salamanca;37281;2023;55,100;30,000;76,500;23,500;2,500
Salamanca;37282;2021;53,700;40,600;95,200;4,800;2,200
Salamanca;37282;2022;53,200;40,900;96,400;3,600;2,000
Salamanca;37282;2023;54,200;41,800;95,300;4,700;2,100
Salamanca;37283;2021;57,800;44,800;95,000;5,000;2,100
Salamanca;37283;2022;57,400;49,200;93,200;6,800;1,900
Salamanca;37283;2023;59,000;52,500;94,700;5,300;1,900
Salamanca;37284;2021;54,900;45,600;98,400;1,600;2,000
Salamanca;37284;2022;55,700;47,000;97,200;2,800;1,900
Salamanca;37284;2023;55,100;46,500;96,800;3,200;2,000
Salamanca;37285;2021;60,100;47,900;98,900;1,100;1,900
Salamanca;37285;2022;59,300;47,400;98,600;1,400;1,800
Salamanca;37285;2023;59,800;48,500;98,900;1,100;1,800
Salamanca;37286;2021;56,200;55,000;95,600;4,400;1,800
Salamanca;37286;2022;58,200;52,200;97,100;2,900;1,800
Salamanca;37286;2023;58,000;52,600;97,400;2,600;1,800
Salamanca;37287;2021;52,400;34,800;96,100;3,900;2,400
Salamanca;37287;2022;52,800;31,100;95,600;4,400;2,400
Salamanca;37287;2023;52,600;37,100;97,400;2,600;2,200
Salamanca;37288;2021;44,400;31,400;97,100;2,900;2,500
Salamanca;37288;2022;44,600;30,700;94,600;5,400;2,500
Salamanca;37288;2023;44,600;27,300;94,000;6,000;2,600
Salamanca;37289;2021;58,700;42,200;92,400;7,600;2,100
Salamanca;37289;2022;57,800;45,700;89,700;10,300;2,000
Salamanca;37289;2023;58,800;45,600;90,700;9,300;2,000
Salamanca;37290;2021;54,400;44,800;99,300;0,700;2,100
Salamanca;37290;2022;54,300;41,400;97,300;2,700;2,100
Salamanca;37290;2023;53,300;36,800;97,300;2,700;2,100
Salamanca;37291;2021;53,400;50,700;99,300;0,700;1,900
Salamanca;37291;2022;53,100;51,000;98,900;1,100;1,900
Salamanca;37291;2023;53,700;50,700;98,900;1,100;1,900
Salamanca;37292;2021;51,100;52,800;99,000;1,000;1,900
Salamanca;37292;2022;50,300;45,800;98,900;1,100;1,900
Salamanca;37292;2023;50,200;46,800;98,900;1,100;2,000
Salamanca;37293;2021;61,600;48,200;100,000;0,000;1,900
Salamanca;37293;2022;61,700;46,200;95,900;4,100;1,900
Salamanca;37293;2023;62,900;48,100;95,800;4,200;1,800
Salamanca;37294;2021;43,032;24,584;96,210;3,790;2,544
Salamanca;37294;2022;43,439;25,097;96,306;3,694;2,514
Salamanca;37294;2023;44,032;25,562;95,917;4,083;2,493
Salamanca;37296;2021;61,100;47,200;97,300;2,700;1,800
Salamanca;37296;2022;60,800;44,900;96,900;3,100;1,900
Salamanca;37296;2023;60,700;44,100;95,000;5,000;1,900
Salamanca;37297;2021;52,600;63,100;95,200;4,800;1,600
Salamanca;37297;2022;52,800;63,800;95,600;4,400;1,600
Salamanca;37297;2023;52,500;64,200;94,400;5,600;1,600
Salamanca;37298;2021;59,500;40,000;98,800;1,200;2,100
Salamanca;37298;2022;58,600;42,100;98,700;1,300;2,000
Salamanca;37298;2023;58,500;41,100;98,700;1,300;2,000
Salamanca;37299;2021;53,700;25,500;100,000;0,000;2,400
Salamanca;37299;2022;55,200;28,000;99,600;0,400;2,300
Salamanca;37299;2023;55,400;26,300;99,600;0,400;2,300
Salamanca;37300;2021;54,000;37,100;97,800;2,200;2,200
Salamanca;37300;2022;52,700;36,400;97,600;2,400;2,200
Salamanca;37300;2023;52,900;35,900;96,700;3,300;2,200
Salamanca;37301;2021;56,800;38,000;99,000;1,000;2,000
Salamanca;37301;2022;56,800;39,600;99,000;1,000;2,000
Salamanca;37301;2023;56,600;37,500;98,000;2,000;2,100
Salamanca;37302;2021;56,600;41,000;91,400;8,600;2,200
Salamanca;37302;2022;57,400;43,300;92,600;7,400;2,100
Salamanca;37302;2023;57,200;44,200;94,100;5,900;2,100
Salamanca;37303;2021;59,000;39,700;100,000;0,000;2,300
Salamanca;37303;2022;60,400;40,700;100,000;0,000;2,200
Salamanca;37303;2023;58,200;46,900;100,000;0,000;2,000
Salamanca;37304;2021;60,900;48,300;96,900;3,100;1,900
Salamanca;37304;2022;59,900;51,700;97,500;2,500;1,800
Salamanca;37304;2023;61,100;54,000;97,400;2,600;1,800
Salamanca;37305;2021;54,600;50,400;97,000;3,000;2,000
Salamanca;37305;2022;57,000;50,000;99,100;0,900;1,900
Salamanca;37305;2023;57,300;51,300;99,000;1,000;1,800
Salamanca;37306;2021;57,800;59,600;98,000;2,000;1,600
Salamanca;37306;2022;58,300;62,700;98,800;1,200;1,600
Salamanca;37306;2023;58,100;62,600;98,400;1,600;1,600
Salamanca;37307;2021;59,400;49,300;100,000;0,000;2,000
Salamanca;37307;2022;60,100;51,400;100,000;0,000;2,000
Salamanca;37307;2023;58,000;51,400;100,000;0,000;2,000
Salamanca;37309;2021;58,900;44,400;100,000;0,000;2,300
Salamanca;37309;2022;58,400;38,900;100,000;0,000;2,400
Salamanca;37309;2023;57,800;42,100;100,000;0,000;2,300
Salamanca;37310;2021;53,200;38,800;100,000;0,000;2,500
Salamanca;37310;2022;49,900;40,400;98,300;1,700;2,400
Salamanca;37310;2023;54,700;42,200;97,900;2,100;2,100
Salamanca;37311;2021;59,200;46,400;99,500;0,500;2,000
Salamanca;37311;2022;60,100;49,000;100,000;0,000;1,900
Salamanca;37311;2023;59,600;48,900;100,000;0,000;1,900
Salamanca;37312;2021;53,900;58,400;96,900;3,100;1,800
Salamanca;37312;2022;53,900;54,400;97,300;2,700;1,900
Salamanca;37312;2023;54,200;55,600;96,100;3,900;1,800
Salamanca;37313;2021;55,500;36,300;99,600;0,400;2,200
Salamanca;37313;2022;56,200;35,700;99,600;0,400;2,200
Salamanca;37313;2023;56,800;36,400;98,800;1,200;2,100
Salamanca;37314;2021;47,300;29,700;97,100;2,900;2,900
Salamanca;37314;2022;47,400;32,400;100,000;0,000;2,800
Salamanca;37314;2023;47,800;30,600;100,000;0,000;2,800
Salamanca;37315;2021;61,000;41,500;96,200;3,800;1,900
Salamanca;37315;2022;58,700;40,000;96,200;3,800;1,900
Salamanca;37315;2023;59,500;43,900;97,400;2,600;1,900
Salamanca;37316;2021;51,900;34,100;96,100;3,900;2,200
Salamanca;37316;2022;52,500;35,400;96,500;3,500;2,300
Salamanca;37316;2023;52,900;37,600;96,400;3,600;2,200
Salamanca;37317;2021;58,600;34,700;100,000;0,000;2,200
Salamanca;37317;2022;59,200;39,100;100,000;0,000;2,000
Salamanca;37317;2023;60,100;40,500;100,000;0,000;2,000
Salamanca;37318;2021;56,400;41,100;99,500;0,500;2,100
Salamanca;37318;2022;56,800;41,800;99,500;0,500;2,100
Salamanca;37318;2023;56,700;40,900;99,500;0,500;2,100
Salamanca;37319;2021;57,000;70,200;98,800;1,200;1,500
Salamanca;37319;2022;55,900;63,200;97,800;2,200;1,600
Salamanca;37319;2023;56,300;62,800;98,800;1,200;1,600
Salamanca;37320;2021;56,300;44,200;90,200;9,800;2,200
Salamanca;37320;2022;55,200;44,200;90,500;9,500;2,200
Salamanca;37320;2023;55,400;40,500;88,800;11,200;2,300
Salamanca;37321;2021;61,900;33,800;100,000;0,000;2,000
Salamanca;37321;2022;61,600;40,600;96,300;3,700;2,000
Salamanca;37321;2023;62,400;47,800;95,900;4,100;1,800
Salamanca;37322;2021;44,197;28,604;91,207;8,793;2,400
Salamanca;37322;2022;42,867;31,167;92,326;7,674;2,400
Salamanca;37322;2023;45,784;31,499;96,465;3,535;2,301
Salamanca;37323;2021;50,800;42,600;98,600;1,400;2,100
Salamanca;37323;2022;50,800;39,300;98,100;1,900;2,100
Salamanca;37323;2023;50,000;39,600;98,200;1,800;2,100
Salamanca;37324;2021;61,000;34,200;98,800;1,200;2,200
Salamanca;37324;2022;61,500;38,900;98,800;1,200;2,100
Salamanca;37324;2023;62,200;41,100;99,100;0,900;2,000
Salamanca;37325;2021;61,800;45,800;100,000;0,000;1,900
Salamanca;37325;2022;63,200;42,600;100,000;0,000;1,900
Salamanca;37325;2023;63,600;45,700;100,000;0,000;1,900
Salamanca;37327;2021;54,600;32,500;100,000;0,000;2,300
Salamanca;37327;2022;55,700;31,700;100,000;0,000;2,300
Salamanca;37327;2023;55,300;31,800;99,500;0,500;2,200
Salamanca;37328;2021;55,500;59,400;95,400;4,600;1,700
Salamanca;37328;2022;55,800;54,100;96,000;4,000;1,800
Salamanca;37328;2023;54,700;56,700;93,100;6,900;1,800
Salamanca;37329;2021;58,500;31,300;97,300;2,700;2,300
Salamanca;37329;2022;59,400;31,300;97,300;2,700;2,300
Salamanca;37329;2023;58,800;41,200;97,100;2,900;2,100
Salamanca;37330;2021;54,400;35,900;97,900;2,100;2,300
Salamanca;37330;2022;55,100;37,600;99,000;1,000;2,200
Salamanca;37330;2023;55,800;38,500;99,400;0,600;2,200
Salamanca;37331;2021;60,400;44,400;99,000;1,000;1,900
Salamanca;37331;2022;60,200;45,500;98,900;1,100;1,900
Salamanca;37331;2023;60,800;48,000;98,900;1,100;1,900
Salamanca;37332;2021;54,000;50,000;97,500;2,500;1,900
Salamanca;37332;2022;52,600;48,900;95,200;4,800;1,800
Salamanca;37332;2023;51,800;52,200;90,500;9,500;1,800
Salamanca;37333;2021;52,800;34,800;98,100;1,900;2,200
Salamanca;37333;2022;53,000;32,600;98,000;2,000;2,300
Salamanca;37333;2023;54,200;31,700;97,900;2,100;2,300
Salamanca;37334;2021;59,700;36,400;100,000;0,000;2,000
Salamanca;37334;2022;56,400;39,400;97,100;2,900;2,100
Salamanca;37334;2023;56,600;40,600;97,000;3,000;2,100
Salamanca;37335;2021;51,500;36,100;98,000;2,000;2,400
Salamanca;37335;2022;51,400;36,800;98,500;1,500;2,400
Salamanca;37335;2023;52,900;35,100;98,000;2,000;2,300
Salamanca;37336;2021;49,800;34,600;100,000;0,000;2,300
Salamanca;37336;2022;48,700;40,700;100,000;0,000;2,100
Salamanca;37336;2023;49,300;42,900;100,000;0,000;2,100
Salamanca;37337;2021;54,100;22,600;99,300;0,700;2,500
Salamanca;37337;2022;55,700;25,900;99,200;0,800;2,400
Salamanca;37337;2023;56,200;26,400;100,000;0,000;2,400
Salamanca;37338;2021;47,700;40,400;93,600;6,400;2,300
Salamanca;37338;2022;49,600;42,200;95,100;4,900;2,200
Salamanca;37338;2023;48,100;35,400;98,200;1,800;2,300
Salamanca;37339;2021;56,800;36,400;100,000;0,000;2,300
Salamanca;37339;2022;55,700;36,700;99,300;0,700;2,400
Salamanca;37339;2023;56,200;39,100;99,300;0,700;2,300
Salamanca;37340;2021;60,700;38,200;98,400;1,600;2,300
Salamanca;37340;2022;61,500;38,500;98,300;1,700;2,300
Salamanca;37340;2023;60,500;38,900;98,300;1,700;2,200
Salamanca;37341;2021;53,800;48,500;80,300;19,700;1,900
Salamanca;37341;2022;55,500;43,300;83,300;16,700;1,800
Salamanca;37341;2023;54,900;41,400;84,200;15,800;2,000
Salamanca;37342;2021;48,800;26,500;97,800;2,200;2,400
Salamanca;37342;2022;49,500;30,200;98,100;1,900;2,300
Salamanca;37342;2023;50,000;32,800;98,100;1,900;2,200
Salamanca;37343;2021;47,600;50,000;100,000;0,000;2,000
Salamanca;37343;2022;49,300;52,800;100,000;0,000;1,900
Salamanca;37343;2023;48,000;52,800;100,000;0,000;2,000
Salamanca;37344;2021;52,500;39,600;94,900;5,100;2,100
Salamanca;37344;2022;52,800;41,400;96,000;4,000;2,000
Salamanca;37344;2023;52,500;41,700;95,900;4,100;2,000
Salamanca;37345;2021;54,500;42,300;94,400;5,600;2,300
Salamanca;37345;2022;54,500;42,900;94,300;5,700;2,300
Salamanca;37345;2023;56,000;45,600;96,600;3,400;2,100
Salamanca;37346;2021;52,000;49,300;95,700;4,300;2,000
Salamanca;37346;2022;52,900;48,500;95,400;4,600;2,000
Salamanca;37346;2023;52,000;49,300;95,400;4,600;2,000
Salamanca;37347;2021;46,700;34,400;97,600;2,400;2,300
Salamanca;37347;2022;46,800;34,900;96,500;3,500;2,300
Salamanca;37347;2023;46,800;33,500;96,200;3,800;2,300
Salamanca;37348;2021;59,300;46,000;100,000;0,000;2,000
Salamanca;37348;2022;57,800;41,500;100,000;0,000;2,000
Salamanca;37348;2023;59,600;39,200;100,000;0,000;1,900
Salamanca;37349;2021;56,800;33,300;94,200;5,800;2,300
Salamanca;37349;2022;55,400;29,800;89,300;10,700;2,400
Salamanca;37349;2023;58,400;41,700;96,000;4,000;2,100
Salamanca;37350;2021;59,400;42,900;98,000;2,000;2,100
Salamanca;37350;2022;58,900;45,600;98,000;2,000;2,100
Salamanca;37350;2023;60,100;44,900;98,200;1,800;2,000
Salamanca;37351;2021;59,700;35,700;100,000;0,000;2,000
Salamanca;37351;2022;59,500;35,500;100,000;0,000;2,100
Salamanca;37351;2023;59,900;37,500;100,000;0,000;2,000
Salamanca;37352;2021;48,800;63,400;97,800;2,200;1,700
Salamanca;37352;2022;49,000;66,400;100,000;0,000;1,600
Salamanca;37352;2023;50,100;64,600;98,200;1,800;1,700
Salamanca;37353;2021;57,300;36,000;97,500;2,500;2,400
Salamanca;37353;2022;58,100;36,700;98,200;1,800;2,300
Salamanca;37353;2023;58,000;34,000;99,100;0,900;2,300
Salamanca;37354;2021;40,051;23,724;97,380;2,620;2,642
Salamanca;37354;2022;40,405;24,652;97,198;2,802;2,578
Salamanca;37354;2023;40,764;24,823;96,965;3,035;2,580
Salamanca;37355;2021;59,200;55,300;93,300;6,700;1,700
Salamanca;37355;2022;59,400;55,600;95,800;4,200;1,700
Salamanca;37355;2023;60,400;58,200;95,700;4,300;1,700
Salamanca;37356;2021;55,800;51,900;95,000;5,000;1,900
Salamanca;37356;2022;56,800;50,000;96,900;3,100;1,900
Salamanca;37356;2023;56,900;44,000;96,900;3,100;1,900
Salamanca;37357;2021;61,200;49,000;98,500;1,500;1,800
Salamanca;37357;2022;62,700;49,000;98,100;1,900;1,800
Salamanca;37357;2023;62,500;53,100;98,000;2,000;1,700
Salamanca;37358;2021;55,400;39,700;79,600;20,400;2,300
Salamanca;37358;2022;55,300;34,600;85,700;14,300;2,300
Salamanca;37358;2023;55,600;37,200;84,500;15,500;2,300
Salamanca;37359;2021;64,600;58,800;96,900;3,100;1,600
Salamanca;37359;2022;63,800;55,900;95,600;4,400;1,600
Salamanca;37359;2023;64,300;57,400;94,800;5,200;1,500
Salamanca;37360;2021;52,800;36,200;99,000;1,000;2,200
Salamanca;37360;2022;51,700;34,800;96,200;3,800;2,300
Salamanca;37360;2023;54,200;37,900;96,600;3,400;2,200
Salamanca;37361;2021;58,700;45,000;98,800;1,200;2,000
Salamanca;37361;2022;59,900;37,800;100,000;0,000;2,100
Salamanca;37361;2023;60,700;40,500;100,000;0,000;2,100
Salamanca;37362;2021;38,806;24,875;96,796;3,204;2,612
