Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar
Burgos;09071;2023;56,800;65,200;97,300;2,700;1,600
Burgos;09072;2021;44,400;38,500;93,300;6,700;2,300
Burgos;09072;2022;44,800;39,800;91,800;8,200;2,300
Burgos;09072;2023;44,700;40,300;91,100;8,900;2,300
Burgos;09073;2021;38,700;29,800;95,400;4,600;2,500
Burgos;09073;2022;39,000;28,900;94,400;5,600;2,500
Burgos;09073;2023;39,500;30,900;94,600;5,400;2,500
Burgos;09074;2021;40,700;30,600;94,300;5,700;2,500
Burgos;09074;2022;40,900;30,800;94,500;5,500;2,500
Burgos;09074;2023;41,800;30,300;94,300;5,700;2,500
Burgos;09075;2021;49,800;43,400;99,100;0,900;2,000
Burgos;09075;2022;51,200;46,400;99,100;0,900;1,900
Burgos;09075;2023;49,900;41,800;98,200;1,800;2,000
Burgos;09076;2021;58,700;53,900;100,000;0,000;1,900
Burgos;09076;2022;57,000;57,100;100,000;0,000;1,700
Burgos;09076;2023;58,000;57,100;100,000;0,000;1,700
Burgos;09077;2021;57,100;46,200;100,000;0,000;2,100
Burgos;09077;2022;58,300;53,300;100,000;0,000;1,900
Burgos;09077;2023;56,900;66,700;100,000;0,000;1,800
Burgos;09078;2021;65,900;69,600;100,000;0,000;1,400
Burgos;09078;2022;67,300;77,300;100,000;0,000;1,300
Burgos;09078;2023;67,200;76,200;100,000;0,000;1,300
Burgos;09079;2021;56,600;37,500;100,000;0,000;2,000
Burgos;09079;2022;56,000;33,300;98,000;2,000;2,100
Burgos;09079;2023;56,000;36,400;97,800;2,200;2,100
Burgos;09082;2021;61,700;35,300;100,000;0,000;2,200
Burgos;09082;2022;62,700;31,300;100,000;0,000;2,200
Burgos;09082;2023;63,700;31,300;100,000;0,000;2,200
Burgos;09083;2021;60,900;62,500;96,200;3,800;1,700
Burgos;09083;2022;62,000;50,000;96,200;3,800;1,900
Burgos;09083;2023;62,100;40,000;96,400;3,600;1,900
Burgos;09084;2021;60,500;51,700;97,000;3,000;1,900
Burgos;09084;2022;59,500;51,700;95,700;4,300;1,800
Burgos;09084;2023;61,000;56,500;96,200;3,800;1,700
Burgos;09085;2021;46,500;34,700;89,300;10,700;2,400
Burgos;09085;2022;46,700;36,300;90,700;9,300;2,400
Burgos;09085;2023;46,000;38,700;89,700;10,300;2,400
Burgos;09086;2021;44,300;27,500;96,000;4,000;2,600
Burgos;09086;2022;44,100;27,500;96,200;3,800;2,500
Burgos;09086;2023;44,800;27,000;96,200;3,800;2,500
Burgos;09088;2021;61,300;48,300;100,000;0,000;1,900
Burgos;09088;2022;61,400;41,400;100,000;0,000;2,000
Burgos;09088;2023;61,100;46,700;100,000;0,000;1,900
Burgos;09090;2021;59,600;48,000;100,000;0,000;1,900
Burgos;09090;2022;57,400;55,600;92,200;7,800;1,900
Burgos;09090;2023;55,900;53,600;92,300;7,700;1,900
Burgos;09091;2021;54,900;45,400;94,100;5,900;2,000
Burgos;09091;2022;55,200;44,900;94,200;5,800;2,000
Burgos;09091;2023;54,600;45,100;91,900;8,100;2,000
Burgos;09093;2021;45,400;36,600;98,400;1,600;2,300
Burgos;09093;2022;46,100;33,800;98,900;1,100;2,300
Burgos;09093;2023;46,400;36,600;98,400;1,600;2,300
Burgos;09094;2021;50,800;47,400;100,000;0,000;2,700
Burgos;09094;2022;52,300;40,000;100,000;0,000;2,800
Burgos;09094;2023;52,600;36,400;100,000;0,000;2,600
Burgos;09095;2021;54,600;51,300;100,000;0,000;1,900
Burgos;09095;2022;54,000;47,400;100,000;0,000;1,900
Burgos;09095;2023;54,500;46,000;100,000;0,000;2,000
Burgos;09098;2021;55,200;41,900;92,000;8,000;2,100
Burgos;09098;2022;54,800;41,000;93,200;6,800;2,100
Burgos;09098;2023;55,700;42,700;92,900;7,100;2,000
Burgos;09100;2021;58,900;40,700;98,200;1,800;2,000
Burgos;09100;2022;62,000;42,300;100,000;0,000;1,900
Burgos;09100;2023;62,000;53,900;100,000;0,000;1,700
Burgos;09101;2021;59,800;50,000;93,600;6,400;1,900
Burgos;09101;2022;61,800;53,700;92,000;8,000;1,800
Burgos;09101;2023;61,300;48,800;91,800;8,200;1,800
Burgos;09102;2021;59,200;61,900;100,000;0,000;1,700
Burgos;09102;2022;59,000;60,000;100,000;0,000;1,700
Burgos;09102;2023;61,300;70,000;100,000;0,000;1,500
Burgos;09103;2021;57,200;47,100;91,400;8,600;2,100
Burgos;09103;2022;57,300;44,400;92,700;7,300;2,100
Burgos;09103;2023;56,600;42,400;89,500;10,500;2,100
Burgos;09104;2021;60,100;48,000;100,000;0,000;1,700
Burgos;09104;2022;59,300;51,700;97,900;2,100;1,700
Burgos;09104;2023;59,000;53,300;100,000;0,000;1,600
Burgos;09105;2021;56,400;48,000;98,000;2,000;2,000
Burgos;09105;2022;56,500;50,000;97,200;2,800;2,100
Burgos;09105;2023;59,200;57,100;97,000;3,000;1,800
Burgos;09108;2021;42,300;36,500;92,400;7,600;2,200
Burgos;09108;2022;42,200;35,600;92,400;7,600;2,300
Burgos;09108;2023;40,800;32,100;89,800;10,200;2,400
Burgos;09109;2021;41,600;45,700;97,200;2,800;2,000
Burgos;09109;2022;42,000;46,200;96,000;4,000;2,100
Burgos;09109;2023;42,300;46,300;95,300;4,700;2,000
Burgos;09110;2021;64,300;65,300;97,600;2,400;1,700
Burgos;09110;2022;59,600;53,900;95,700;4,300;1,800
Burgos;09110;2023;60,700;58,800;96,600;3,400;1,700
Burgos;09112;2021;56,100;51,800;99,000;1,000;1,900
Burgos;09112;2022;56,200;55,400;99,000;1,000;1,800
Burgos;09112;2023;56,200;55,400;98,000;2,000;1,800
Burgos;09113;2021;52,300;43,400;93,600;6,400;2,100
Burgos;09113;2022;51,300;44,000;91,900;8,100;2,200
Burgos;09113;2023;53,500;43,100;91,300;8,700;2,100
Burgos;09114;2021;49,400;35,000;86,100;13,900;2,500
Burgos;09114;2022;46,000;35,000;79,100;20,900;2,600
Burgos;09114;2023;48,200;39,000;77,500;22,500;2,500
Burgos;09115;2021;56,200;53,600;98,100;1,900;1,900
Burgos;09115;2022;53,500;57,900;99,000;1,000;1,800
Burgos;09115;2023;50,600;52,700;98,000;2,000;1,900
Burgos;09117;2021;59,100;35,700;67,300;32,700;2,000
Burgos;09117;2022;60,500;39,000;80,300;19,700;2,000
Burgos;09117;2023;58,500;39,500;74,400;25,600;2,100
Burgos;09119;2021;65,300;69,000;97,600;2,400;1,400
Burgos;09119;2022;65,300;71,000;100,000;0,000;1,400
Burgos;09119;2023;62,200;73,300;91,100;8,900;1,500
Burgos;09120;2021;61,300;50,000;100,000;0,000;2,100
Burgos;09120;2022;58,900;50,000;97,700;2,300;2,100
Burgos;09120;2023;59,800;44,400;97,600;2,400;2,300
Burgos;09122;2021;60,700;40,000;93,900;6,100;2,300
Burgos;09122;2022;60,500;42,400;90,000;10,000;2,100
Burgos;09122;2023;59,600;35,500;86,300;13,700;2,400
Burgos;09123;2021;60,100;43,800;92,900;7,100;2,600
Burgos;09123;2022;58,800;31,300;95,500;4,500;2,800
Burgos;09123;2023;60,000;43,800;95,200;4,800;2,600
Burgos;09124;2021;49,900;44,300;98,100;1,900;2,100
Burgos;09124;2022;50,400;43,500;97,700;2,300;2,100
Burgos;09124;2023;50,500;43,000;96,400;3,600;2,100
Burgos;09125;2021;54,800;44,500;96,000;4,000;2,100
Burgos;09125;2022;55,600;44,000;96,600;3,400;2,100
Burgos;09125;2023;55,800;47,900;95,700;4,300;2,000
Burgos;09127;2021;62,100;57,700;97,800;2,200;1,700
Burgos;09127;2022;55,600;51,700;91,100;8,900;1,900
Burgos;09127;2023;58,800;60,000;96,300;3,700;1,800
Burgos;09128;2021;48,000;58,500;94,900;5,100;1,800
Burgos;09128;2022;46,600;52,800;96,900;3,100;1,900
Burgos;09128;2023;46,400;60,000;97,900;2,100;1,800
Burgos;09129;2021;57,200;52,200;96,800;3,200;2,000
Burgos;09129;2022;56,300;51,100;97,000;3,000;2,100
Burgos;09129;2023;56,400;51,100;94,900;5,100;2,200
Burgos;09130;2021;63,000;51,400;95,500;4,500;1,800
Burgos;09130;2022;61,900;44,400;91,200;8,800;1,900
Burgos;09130;2023;62,100;44,400;89,400;10,600;1,800
Burgos;09131;2021;40,700;25,600;93,700;6,300;2,700
Burgos;09131;2022;40,900;27,100;93,500;6,500;2,700
Burgos;09131;2023;41,800;28,000;92,000;8,000;2,700
Burgos;09132;2021;55,900;40,700;98,300;1,700;2,000
Burgos;09132;2022;56,600;40,700;98,200;1,800;2,100
Burgos;09132;2023;57,100;41,800;97,500;2,500;2,000
Burgos;09133;2021;47,700;29,400;97,900;2,100;2,800
Burgos;09133;2022;48,700;29,400;97,900;2,100;2,800
Burgos;09133;2023;46,900;27,800;98,000;2,000;2,700
Burgos;09134;2021;52,000;46,300;95,900;4,100;2,000
Burgos;09134;2022;52,000;42,900;95,500;4,500;2,000
Burgos;09134;2023;52,300;42,000;95,600;4,400;2,100
Burgos;09135;2021;61,700;65,400;85,700;14,300;1,500
Burgos;09135;2022;59,900;66,700;83,700;16,300;1,600
Burgos;09135;2023;53,600;60,000;76,800;23,200;1,900
Burgos;09136;2021;54,000;58,600;86,300;13,700;1,700
Burgos;09136;2022;51,600;56,700;81,900;18,100;1,800
Burgos;09136;2023;51,700;57,700;81,200;18,800;1,800
Burgos;09137;2021;46,000;47,200;87,000;13,000;2,100
Burgos;09137;2022;45,200;46,700;83,600;16,400;2,200
Burgos;09137;2023;44,500;47,200;81,500;18,500;2,200
Burgos;09138;2021;52,100;51,700;93,900;6,100;2,000
Burgos;09138;2022;54,800;56,400;98,100;1,900;1,900
Burgos;09138;2023;55,100;55,800;92,100;7,900;1,900
Burgos;09139;2021;56,700;40,000;96,800;3,200;2,400
Burgos;09139;2022;55,400;38,100;92,900;7,100;2,400
Burgos;09139;2023;57,900;41,000;96,700;3,300;2,300
Burgos;09140;2021;54,400;53,900;80,100;19,900;2,000
Burgos;09140;2022;53,800;50,000;88,800;11,200;2,100
Burgos;09140;2023;53,800;54,600;89,900;10,100;2,100
Burgos;09141;2021;44,300;25,300;95,800;4,200;2,600
Burgos;09141;2022;44,500;23,200;94,700;5,300;2,700
Burgos;09141;2023;44,600;24,000;94,600;5,400;2,700
Burgos;09143;2021;57,400;25,000;96,600;3,400;4,500
Burgos;09143;2022;56,800;25,000;94,400;5,600;4,500
Burgos;09143;2023;54,900;20,000;96,300;3,700;5,400
Burgos;09144;2021;63,100;55,600;100,000;0,000;1,600
Burgos;09144;2022;62,600;53,900;100,000;0,000;1,600
Burgos;09144;2023;61,800;54,200;100,000;0,000;1,600
Burgos;09148;2021;46,700;34,900;84,600;15,400;2,600
Burgos;09148;2022;47,100;32,600;80,700;19,300;2,600
Burgos;09148;2023;45,700;36,400;81,400;18,600;2,700
Burgos;09149;2021;48,000;46,400;86,900;13,100;2,200
Burgos;09149;2022;45,600;46,200;82,000;18,000;2,400
Burgos;09149;2023;49,700;50,000;81,100;18,900;2,200
Burgos;09151;2021;48,900;35,900;91,200;8,800;2,300
Burgos;09151;2022;49,800;36,700;91,400;8,600;2,300
Burgos;09151;2023;49,800;36,400;90,000;10,000;2,300
Burgos;09152;2021;44,700;36,600;69,800;30,200;2,600
Burgos;09152;2022;45,200;40,100;70,400;29,600;2,500
Burgos;09152;2023;44,100;39,500;69,600;30,400;2,500
Burgos;09154;2021;55,300;40,000;95,400;4,600;2,200
Burgos;09154;2022;56,100;41,700;95,300;4,700;2,100
Burgos;09154;2023;56,000;44,400;97,300;2,700;2,000
Burgos;09155;2021;60,300;61,100;100,000;0,000;1,700
Burgos;09155;2022;56,300;60,000;100,000;0,000;1,900
Burgos;09155;2023;50,900;40,000;82,400;17,600;2,300
Burgos;09159;2021;52,300;43,300;89,000;11,000;2,300
Burgos;09159;2022;54,600;37,900;87,000;13,000;2,400
Burgos;09159;2023;53,600;30,000;88,600;11,400;2,300
Burgos;09160;2021;54,000;40,600;95,800;4,200;3,000
Burgos;09160;2022;54,100;45,500;96,800;3,200;2,800
Burgos;09160;2023;54,100;41,700;97,000;3,000;2,800
Burgos;09162;2021;47,100;40,600;94,800;5,200;2,300
Burgos;09162;2022;46,200;42,100;95,300;4,700;2,200
Burgos;09162;2023;46,700;43,600;94,800;5,200;2,200
Burgos;09163;2021;57,800;42,200;92,600;7,400;2,100
Burgos;09163;2022;57,600;43,800;92,200;7,800;2,000
Burgos;09163;2023;58,100;44,000;91,100;8,900;2,000
Burgos;09164;2021;56,200;52,400;87,300;12,700;2,000
Burgos;09164;2022;55,000;51,700;83,200;16,800;2,000
Burgos;09164;2023;55,000;51,200;87,500;12,500;2,000
Burgos;09166;2021;59,100;42,900;100,000;0,000;2,300
Burgos;09166;2022;59,600;41,900;100,000;0,000;2,300
Burgos;09166;2023;58,500;39,500;100,000;0,000;2,300
Burgos;09167;2021;58,700;62,500;92,600;7,400;1,700
Burgos;09167;2022;58,800;69,700;96,200;3,800;1,600
Burgos;09167;2023;58,900;66,700;97,900;2,100;1,600
Burgos;09168;2021;50,800;33,300;87,300;12,700;2,400
Burgos;09168;2022;50,700;34,100;85,900;14,100;2,400
Burgos;09168;2023;50,800;36,200;84,300;15,700;2,400
Burgos;09169;2021;56,100;55,000;97,200;2,800;1,800
Burgos;09169;2022;56,900;54,800;98,100;1,900;1,700
Burgos;09169;2023;57,800;50,900;98,100;1,900;1,800
Burgos;09170;2021;53,100;50,900;99,100;0,900;1,900
Burgos;09170;2022;53,000;48,200;97,600;2,400;1,900
Burgos;09170;2023;53,200;50,000;97,600;2,400;1,800
Burgos;09172;2021;55,700;46,000;95,400;4,600;2,300
Burgos;09172;2022;56,500;47,100;98,100;1,900;2,300
Burgos;09172;2023;57,600;42,400;98,000;2,000;2,300
Burgos;09173;2021;59,000;43,300;100,000;0,000;1,900
Burgos;09173;2022;60,300;51,500;99,200;0,800;1,800
Burgos;09173;2023;59,900;52,900;100,000;0,000;1,800
Burgos;09174;2021;51,400;42,300;91,300;8,700;2,200
Burgos;09174;2022;51,600;42,200;90,900;9,100;2,200
Burgos;09174;2023;51,400;42,000;90,500;9,500;2,200
Burgos;09175;2021;63,900;51,500;100,000;0,000;1,700
Burgos;09175;2022;64,600;53,600;100,000;0,000;1,700
Burgos;09175;2023;64,500;53,600;97,400;2,600;1,700
Burgos;09176;2021;51,100;44,000;100,000;0,000;2,100
Burgos;09176;2022;52,500;36,000;100,000;0,000;2,200
Burgos;09176;2023;51,900;37,500;98,100;1,900;2,200
Burgos;09177;2021;44,700;37,000;96,300;3,700;2,400
Burgos;09177;2022;45,200;38,000;95,900;4,100;2,400
Burgos;09177;2023;45,100;36,600;95,000;5,000;2,400
Burgos;09178;2021;64,700;54,200;100,000;0,000;1,500
Burgos;09178;2022;57,700;59,100;100,000;0,000;1,500
Burgos;09178;2023;62,600;60,000;100,000;0,000;1,400
Burgos;09179;2021;54,100;31,800;100,000;0,000;2,000
Burgos;09179;2022;54,800;34,800;100,000;0,000;2,000
Burgos;09179;2023;55,900;36,400;100,000;0,000;2,000
Burgos;09180;2021;58,300;43,100;95,200;4,800;2,300
Burgos;09180;2022;58,400;39,000;92,300;7,700;2,200
Burgos;09180;2023;58,200;38,600;89,600;10,400;2,200
Burgos;09181;2021;55,300;47,600;99,300;0,700;2,100
Burgos;09181;2022;56,400;48,600;97,800;2,200;2,100
Burgos;09181;2023;57,100;52,200;98,700;1,300;2,000
Burgos;09182;2021;56,300;45,000;94,200;5,800;2,100
Burgos;09182;2022;56,100;48,700;93,600;6,400;2,100
Burgos;09182;2023;57,600;54,100;98,600;1,400;1,900
Burgos;09183;2021;65,900;58,600;100,000;0,000;1,500
Burgos;09183;2022;65,200;66,700;100,000;0,000;1,400
Burgos;09183;2023;62,500;66,700;100,000;0,000;1,400
Burgos;09184;2021;56,200;50,000;66,700;33,300;1,500
Burgos;09184;2022;44,500;66,700;50,000;50,000;1,700
Burgos;09184;2023;45,500;66,700;50,000;50,000;1,700
Burgos;09189;2021;58,800;51,700;98,300;1,700;2,000
Burgos;09189;2022;58,100;55,400;97,600;2,400;1,900
Burgos;09189;2023;57,200;57,600;97,500;2,500;1,900
Burgos;09190;2021;53,200;23,500;95,200;4,800;2,500
Burgos;09190;2022;54,400;36,100;96,300;3,700;2,300
Burgos;09190;2023;55,800;36,100;98,700;1,300;2,100
Burgos;09191;2021;63,400;73,300;100,000;0,000;1,300
Burgos;09191;2022;62,200;78,800;100,000;0,000;1,300
Burgos;09191;2023;62,600;81,300;100,000;0,000;1,300
Burgos;09192;2021;56,300;57,100;100,000;0,000;1,900
Burgos;09192;2022;56,700;47,100;100,000;0,000;2,000
Burgos;09192;2023;58,500;51,400;100,000;0,000;1,900
Burgos;09194;2021;46,371;39,151;87,494;12,506;2,266
Burgos;09194;2022;46,689;38,516;86,215;13,785;2,264
Burgos;09194;2023;46,800;40,320;86,353;13,647;2,201
Burgos;09195;2021;57,400;59,400;96,100;3,900;1,600
Burgos;09195;2022;57,900;61,300;97,900;2,100;1,600
Burgos;09195;2023;57,400;63,600;100,000;0,000;1,500
Burgos;09196;2021;57,900;52,100;97,900;2,100;2,000
Burgos;09196;2022;58,300;49,300;96,000;4,000;2,000
Burgos;09196;2023;59,200;46,500;97,200;2,800;2,000
Burgos;09197;2021;49,500;48,400;84,700;15,300;2,000
Burgos;09197;2022;47,800;52,200;81,000;19,000;2,100
Burgos;09197;2023;48,500;51,800;84,700;15,300;2,100
Burgos;09198;2021;57,500;49,100;100,000;0,000;1,900
Burgos;09198;2022;58,500;54,600;100,000;0,000;1,800
Burgos;09198;2023;58,000;57,600;100,000;0,000;1,800
Burgos;09199;2021;53,100;36,000;91,600;8,400;2,100
Burgos;09199;2022;52,500;40,400;87,600;12,400;2,200
Burgos;09199;2023;51,500;38,300;87,600;12,400;2,200
Burgos;09200;2021;59,300;80,000;100,000;0,000;1,300
Burgos;09200;2022;58,100;70,300;98,200;1,800;1,500
Burgos;09200;2023;57,600;73,700;100,000;0,000;1,500
Burgos;09201;2021;54,300;62,500;96,200;3,800;1,600
Burgos;09201;2022;53,800;68,400;93,100;6,900;1,500
Burgos;09201;2023;53,600;68,400;92,900;7,100;1,500
Burgos;09202;2021;61,800;45,500;100,000;0,000;2,000
Burgos;09202;2022;63,100;50,000;100,000;0,000;1,900
Burgos;09202;2023;64,300;45,500;100,000;0,000;1,900
Burgos;09206;2021;58,900;32,000;98,300;1,700;2,300
Burgos;09206;2022;59,100;33,300;98,200;1,800;2,300
Burgos;09206;2023;59,000;37,000;96,500;3,500;2,100
Burgos;09208;2021;58,800;43,800;95,900;4,100;2,000
Burgos;09208;2022;58,200;44,800;95,800;4,200;2,000
Burgos;09208;2023;56,100;48,500;92,500;7,500;1,900
Burgos;09209;2021;48,908;41,337;90,864;9,136;2,100
Burgos;09209;2022;50,811;43,848;92,536;7,464;2,052
Burgos;09209;2023;50,620;45,195;91,016;8,984;2,053
Burgos;09211;2021;51,700;40,900;93,600;6,400;2,200
Burgos;09211;2022;50,300;39,800;91,100;8,900;2,200
Burgos;09211;2023;50,400;40,600;90,900;9,100;2,200
Burgos;09213;2021;58,400;54,400;97,000;3,000;1,800
Burgos;09213;2022;58,700;54,900;97,800;2,200;1,800
Burgos;09213;2023;58,300;57,500;98,200;1,800;1,800
Burgos;09214;2021;53,800;45,600;96,500;3,500;2,000
Burgos;09214;2022;53,800;48,200;96,800;3,200;1,900
Burgos;09214;2023;54,000;48,400;96,200;3,800;1,900
Burgos;09215;2021;54,900;52,100;95,100;4,900;1,900
Burgos;09215;2022;54,500;49,800;91,600;8,400;1,900
Burgos;09215;2023;54,200;47,200;93,000;7,000;1,900
Burgos;09216;2021;54,000;57,700;97,100;2,900;1,900
Burgos;09216;2022;53,700;49,600;97,300;2,700;2,000
Burgos;09216;2023;53,500;52,200;96,100;3,900;1,900
Burgos;09217;2021;55,200;53,100;98,200;1,800;1,900
Burgos;09217;2022;54,800;52,600;95,500;4,500;1,900
Burgos;09217;2023;55,600;51,400;95,800;4,200;1,900
Burgos;09218;2021;50,900;37,100;93,300;6,700;2,400
Burgos;09218;2022;51,800;37,200;93,100;6,900;2,300
Burgos;09218;2023;51,700;39,800;92,100;7,900;2,300
Burgos;09219;2021;46,131;34,109;87,160;12,840;2,294
Burgos;09219;2022;46,317;33,483;86,595;13,405;2,303
Burgos;09219;2023;45,873;33,480;85,036;14,964;2,311
Burgos;09220;2021;56,200;50,000;94,700;5,300;2,000
Burgos;09220;2022;56,900;51,100;93,600;6,400;2,100
Burgos;09220;2023;57,100;48,900;93,700;6,300;2,100
Burgos;09221;2021;39,500;29,300;89,000;11,000;2,700
Burgos;09221;2022;40,200;31,300;89,800;10,200;2,600
Burgos;09221;2023;41,000;31,800;90,600;9,400;2,500
Burgos;09223;2021;61,100;70,400;97,600;2,400;1,600
Burgos;09223;2022;61,400;76,900;100,000;0,000;1,500
Burgos;09223;2023;61,500;73,100;100,000;0,000;1,500
Burgos;09224;2021;53,200;44,600;96,300;3,700;2,200
Burgos;09224;2022;54,000;44,400;95,500;4,500;2,200
Burgos;09224;2023;52,800;44,700;94,600;5,400;2,200
Burgos;09225;2021;67,900;55,000;97,500;2,500;2,000
Burgos;09225;2022;64,800;52,500;98,800;1,200;2,100
Burgos;09225;2023;63,700;52,600;98,700;1,300;2,000
Burgos;09226;2021;67,900;69,200;100,000;0,000;1,400
Burgos;09226;2022;66,500;67,500;94,800;5,200;1,400
Burgos;09226;2023;67,700;69,200;94,600;5,400;1,400
Burgos;09227;2021;50,000;44,300;81,200;18,800;2,200
Burgos;09227;2022;50,200;45,600;78,800;21,200;2,200
Burgos;09227;2023;51,300;42,400;81,200;18,800;2,300
Burgos;09228;2021;55,500;34,300;97,500;2,500;2,400
Burgos;09228;2022;55,700;35,200;97,000;3,000;2,400
Burgos;09228;2023;54,900;39,500;95,900;4,100;2,200
Burgos;09229;2021;51,900;40,700;92,500;7,500;2,300
Burgos;09229;2022;52,200;38,600;90,200;9,800;2,300
Burgos;09229;2023;53,000;37,700;88,900;11,100;2,300
Burgos;09230;2021;69,700;41,700;100,000;0,000;2,300
Burgos;09230;2022;69,600;41,700;100,000;0,000;2,200
Burgos;09230;2023;68,500;41,700;100,000;0,000;2,000
Burgos;09231;2021;68,300;24,000;96,200;3,800;2,100
Burgos;09231;2022;64,400;41,900;96,500;3,500;1,800
Burgos;09231;2023;64,800;41,900;98,200;1,800;1,800
Burgos;09232;2021;58,800;48,600;93,500;6,500;2,300
Burgos;09232;2022;60,400;55,600;91,000;9,000;2,200
Burgos;09232;2023;61,100;63,200;90,900;9,100;2,000
Burgos;09235;2021;51,300;47,000;81,100;18,900;1,900
Burgos;09235;2022;52,600;45,700;84,600;15,400;1,900
Burgos;09235;2023;52,800;50,000;81,100;18,900;1,900
Burgos;09236;2021;63,900;57,900;100,000;0,000;1,900
Burgos;09236;2022;63,200;61,100;100,000;0,000;1,900
Burgos;09236;2023;59,300;52,900;97,500;2,500;2,400
Burgos;09238;2021;55,500;49,600;97,100;2,900;1,900
Burgos;09238;2022;56,000;50,700;97,300;2,700;1,900
Burgos;09238;2023;55,700;50,600;97,300;2,700;1,900
Burgos;09239;2021;54,400;40,000;94,100;5,900;2,500
Burgos;09239;2022;55,700;40,000;93,800;6,200;2,400
Burgos;09239;2023;56,100;50,000;95,900;4,100;2,200
Burgos;09241;2021;38,700;31,600;89,600;10,400;2,600
Burgos;09241;2022;40,000;33,800;88,800;11,200;2,500
Burgos;09241;2023;39,600;34,300;88,600;11,400;2,500
Burgos;09242;2021;65,400;60,500;94,300;5,700;1,600
Burgos;09242;2022;66,100;63,600;94,100;5,900;1,600
Burgos;09242;2023;64,900;58,500;94,200;5,800;1,700
Burgos;09243;2021;51,500;50,000;97,600;2,400;2,000
Burgos;09243;2022;50,700;50,000;93,300;6,700;2,100
Burgos;09243;2023;51,200;46,500;92,400;7,600;2,100
Burgos;09244;2021;58,100;44,000;93,600;6,400;1,900
Burgos;09244;2022;54,300;27,600;95,700;4,300;2,400
Burgos;09244;2023;57,600;28,600;96,600;3,400;2,100
Burgos;09246;2021;51,600;43,000;92,500;7,500;2,200
Burgos;09246;2022;51,900;45,300;93,800;6,200;2,100
Burgos;09246;2023;52,200;45,700;93,500;6,500;2,100
Burgos;09247;2021;53,100;63,600;95,200;4,800;1,900
Burgos;09247;2022;51,500;55,600;94,700;5,300;2,100
Burgos;09247;2023;52,000;66,700;94,400;5,600;2,000
Burgos;09248;2021;58,200;51,900;98,900;1,100;1,700
Burgos;09248;2022;54,500;51,000;96,800;3,200;1,900
Burgos;09248;2023;58,100;47,100;97,900;2,100;1,800
Burgos;09249;2021;55,400;44,400;100,000;0,000;3,100
Burgos;09249;2022;55,000;41,200;100,000;0,000;3,200
Burgos;09249;2023;56,000;47,400;100,000;0,000;2,800
Burgos;09250;2021;51,100;20,600;96,500;3,500;3,700
Burgos;09250;2022;52,300;22,900;88,300;11,700;3,700
Burgos;09250;2023;53,500;28,200;89,700;10,300;3,700
Burgos;09251;2021;49,600;43,900;96,200;3,800;2,100
Burgos;09251;2022;49,500;43,400;96,100;3,900;2,100
Burgos;09251;2023;49,400;43,700;92,900;7,100;2,100
Burgos;09253;2021;49,000;31,000;97,500;2,500;2,800
Burgos;09253;2022;49,400;33,300;99,100;0,900;2,700
Burgos;09253;2023;50,400;41,500;99,000;1,000;2,500
Burgos;09255;2021;63,600;55,300;98,800;1,200;1,700
Burgos;09255;2022;62,100;56,000;98,900;1,100;1,800
Burgos;09255;2023;63,400;59,200;100,000;0,000;1,600
Burgos;09256;2021;46,400;43,900;70,300;29,700;2,200
Burgos;09256;2022;46,800;44,600;72,300;27,700;2,200
Burgos;09256;2023;47,800;40,900;74,200;25,800;2,100
Burgos;09257;2021;55,200;34,300;98,900;1,100;2,600
Burgos;09257;2022;54,100;30,600;100,000;0,000;2,500
Burgos;09257;2023;55,900;31,400;97,800;2,200;2,600
Burgos;09258;2021;59,400;42,700;96,400;3,600;2,000
Burgos;09258;2022;60,200;40,200;95,900;4,100;2,100
Burgos;09258;2023;60,600;45,900;96,300;3,700;1,900
Burgos;09259;2021;52,700;33,300;99,200;0,800;2,500
Burgos;09259;2022;54,400;34,900;98,700;1,300;2,200
Burgos;09259;2023;55,200;37,100;98,700;1,300;2,200
Burgos;09261;2021;51,000;38,300;96,300;3,700;2,200
Burgos;09261;2022;51,900;38,800;98,900;1,100;2,100
Burgos;09261;2023;53,000;42,100;99,600;0,400;2,100
Burgos;09262;2021;53,900;35,800;96,000;4,000;2,600
Burgos;09262;2022;55,200;34,900;96,500;3,500;2,600
Burgos;09262;2023;55,800;34,900;98,800;1,200;2,600
Burgos;09265;2021;57,300;62,500;100,000;0,000;1,800
Burgos;09265;2022;57,400;52,400;100,000;0,000;1,900
Burgos;09265;2023;59,700;50,000;97,400;2,600;1,900
Burgos;09266;2021;57,100;39,100;100,000;0,000;2,100
Burgos;09266;2022;56,600;43,500;97,900;2,100;2,100
Burgos;09266;2023;57,000;46,800;97,900;2,100;2,000
Burgos;09267;2021;60,800;37,700;100,000;0,000;2,100
Burgos;09267;2022;61,500;41,500;99,100;0,900;2,000
Burgos;09267;2023;60,600;52,800;99,000;1,000;1,900
Burgos;09268;2021;59,900;47,100;95,900;4,100;1,900
Burgos;09268;2022;59,800;51,900;96,000;4,000;1,900
Burgos;09268;2023;59,300;51,900;95,900;4,100;1,900
Burgos;09269;2021;56,500;52,600;81,100;18,900;1,900
Burgos;09269;2022;54,800;47,100;79,400;20,600;2,000
Burgos;09269;2023;58,200;55,600;87,900;12,100;1,800
