Provincia;CMuni;CUSEC;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Valladolid;47186;4718608034;2023;347;351;698;49,710;50,290
Valladolid;47186;4718608035;2021;733;808;1541;47,570;52,430
Valladolid;47186;4718608035;2022;758;832;1590;47,670;52,330
Valladolid;47186;4718608035;2023;813;899;1712;47,490;52,510
Valladolid;47186;4718608036;2021;714;721;1435;49,760;50,240
Valladolid;47186;4718608036;2022;669;655;1324;50,530;49,470
Valladolid;47186;4718608036;2023;651;636;1287;50,580;49,420
Valladolid;47186;4718608037;2021;570;734;1304;43,710;56,290
Valladolid;47186;4718608037;2022;573;716;1289;44,450;55,550
Valladolid;47186;4718608037;2023;576;730;1306;44,100;55,900
Valladolid;47186;4718608038;2021;428;477;905;47,290;52,710
Valladolid;47186;4718608038;2022;416;485;901;46,170;53,830
Valladolid;47186;4718608038;2023;409;480;889;46,010;53,990
Valladolid;47186;4718608039;2021;289;366;655;44,120;55,880
Valladolid;47186;4718608039;2022;283;358;641;44,150;55,850
Valladolid;47186;4718608039;2023;279;356;635;43,940;56,060
Valladolid;47186;4718609001;2021;315;406;721;43,690;56,310
Valladolid;47186;4718609001;2022;313;403;716;43,720;56,280
Valladolid;47186;4718609001;2023;322;398;720;44,720;55,280
Valladolid;47186;4718609002;2021;538;688;1226;43,880;56,120
Valladolid;47186;4718609002;2022;535;684;1219;43,890;56,110
Valladolid;47186;4718609002;2023;523;681;1204;43,440;56,560
Valladolid;47186;4718609003;2021;377;464;841;44,830;55,170
Valladolid;47186;4718609003;2022;366;465;831;44,040;55,960
Valladolid;47186;4718609003;2023;341;446;787;43,330;56,670
Valladolid;47186;4718609004;2021;594;795;1389;42,760;57,240
Valladolid;47186;4718609004;2022;598;790;1388;43,080;56,920
Valladolid;47186;4718609004;2023;593;765;1358;43,670;56,330
Valladolid;47186;4718609006;2021;371;497;868;42,740;57,260
Valladolid;47186;4718609006;2022;368;489;857;42,940;57,060
Valladolid;47186;4718609006;2023;372;488;860;43,260;56,740
Valladolid;47186;4718609007;2021;838;1005;1843;45,470;54,530
Valladolid;47186;4718609007;2022;824;980;1804;45,680;54,320
Valladolid;47186;4718609007;2023;822;994;1816;45,260;54,740
Valladolid;47186;4718609009;2021;585;652;1237;47,290;52,710
Valladolid;47186;4718609009;2022;564;647;1211;46,570;53,430
Valladolid;47186;4718609009;2023;556;631;1187;46,840;53,160
Valladolid;47186;4718609010;2021;414;482;896;46,210;53,790
Valladolid;47186;4718609010;2022;393;468;861;45,640;54,360
Valladolid;47186;4718609010;2023;391;471;862;45,360;54,640
Valladolid;47186;4718609011;2021;711;890;1601;44,410;55,590
Valladolid;47186;4718609011;2022;678;855;1533;44,230;55,770
Valladolid;47186;4718609011;2023;680;882;1562;43,530;56,470
Valladolid;47186;4718610001;2021;683;709;1392;49,070;50,930
Valladolid;47186;4718610001;2022;724;731;1455;49,760;50,240
Valladolid;47186;4718610001;2023;864;871;1735;49,800;50,200
Valladolid;47186;4718610002;2021;416;441;857;48,540;51,460
Valladolid;47186;4718610002;2022;418;440;858;48,720;51,280
Valladolid;47186;4718610002;2023;405;433;838;48,330;51,670
Valladolid;47186;4718610003;2021;423;462;885;47,800;52,200
Valladolid;47186;4718610003;2022;417;461;878;47,490;52,510
Valladolid;47186;4718610003;2023;402;457;859;46,800;53,200
Valladolid;47186;4718610004;2021;392;429;821;47,750;52,250
Valladolid;47186;4718610004;2022;384;416;800;48,000;52,000
Valladolid;47186;4718610004;2023;383;419;802;47,760;52,240
Valladolid;47186;4718610005;2021;723;784;1507;47,980;52,020
Valladolid;47186;4718610005;2022;715;793;1508;47,410;52,590
Valladolid;47186;4718610005;2023;710;788;1498;47,400;52,600
Valladolid;47186;4718610006;2021;523;633;1156;45,240;54,760
Valladolid;47186;4718610006;2022;576;666;1242;46,380;53,620
Valladolid;47186;4718610006;2023;564;658;1222;46,150;53,850
Valladolid;47186;4718610007;2021;841;888;1729;48,640;51,360
Valladolid;47186;4718610007;2022;826;882;1708;48,360;51,640
Valladolid;47186;4718610007;2023;811;880;1691;47,960;52,040
Valladolid;47186;4718610008;2021;795;897;1692;46,990;53,010
Valladolid;47186;4718610008;2022;792;898;1690;46,860;53,140
Valladolid;47186;4718610008;2023;793;895;1688;46,980;53,020
Valladolid;47186;4718610009;2021;448;536;984;45,530;54,470
Valladolid;47186;4718610009;2022;442;534;976;45,290;54,710
Valladolid;47186;4718610009;2023;439;527;966;45,450;54,550
Valladolid;47186;4718610010;2021;478;544;1022;46,770;53,230
Valladolid;47186;4718610010;2022;466;550;1016;45,870;54,130
Valladolid;47186;4718610010;2023;463;541;1004;46,120;53,880
Valladolid;47186;4718610011;2021;482;515;997;48,350;51,650
Valladolid;47186;4718610011;2022;467;528;995;46,930;53,070
Valladolid;47186;4718610011;2023;466;571;1037;44,940;55,060
Valladolid;47186;4718610013;2021;446;533;979;45,560;54,440
Valladolid;47186;4718610013;2022;454;526;980;46,330;53,670
Valladolid;47186;4718610013;2023;454;520;974;46,610;53,390
Valladolid;47186;4718610014;2021;699;745;1444;48,410;51,590
Valladolid;47186;4718610014;2022;699;755;1454;48,070;51,930
Valladolid;47186;4718610014;2023;675;728;1403;48,110;51,890
Valladolid;47186;4718610015;2021;435;495;930;46,770;53,230
Valladolid;47186;4718610015;2022;413;476;889;46,460;53,540
Valladolid;47186;4718610015;2023;412;475;887;46,450;53,550
Valladolid;47186;4718610016;2021;368;400;768;47,920;52,080
Valladolid;47186;4718610016;2022;373;401;774;48,190;51,810
Valladolid;47186;4718610016;2023;371;403;774;47,930;52,070
Valladolid;47186;4718610017;2021;449;536;985;45,580;54,420
Valladolid;47186;4718610017;2022;447;540;987;45,290;54,710
Valladolid;47186;4718610017;2023;437;540;977;44,730;55,270
Valladolid;47186;4718610018;2021;570;659;1229;46,380;53,620
Valladolid;47186;4718610018;2022;557;646;1203;46,300;53,700
Valladolid;47186;4718610018;2023;550;636;1186;46,370;53,630
Valladolid;47186;4718610019;2021;510;620;1130;45,130;54,870
Valladolid;47186;4718610019;2022;509;602;1111;45,810;54,190
Valladolid;47186;4718610019;2023;514;610;1124;45,730;54,270
Valladolid;47186;4718610020;2021;444;487;931;47,690;52,310
Valladolid;47186;4718610020;2022;430;489;919;46,790;53,210
Valladolid;47186;4718610020;2023;426;494;920;46,300;53,700
Valladolid;47186;4718610021;2021;531;595;1126;47,160;52,840
Valladolid;47186;4718610021;2022;526;573;1099;47,860;52,140
Valladolid;47186;4718610021;2023;538;602;1140;47,190;52,810
Valladolid;47186;4718610022;2021;563;638;1201;46,880;53,120
Valladolid;47186;4718610022;2022;571;642;1213;47,070;52,930
Valladolid;47186;4718610022;2023;566;655;1221;46,360;53,640
Valladolid;47186;4718610024;2021;676;729;1405;48,110;51,890
Valladolid;47186;4718610024;2022;666;737;1403;47,470;52,530
Valladolid;47186;4718610024;2023;663;747;1410;47,020;52,980
Valladolid;47186;4718610025;2021;338;412;750;45,070;54,930
Valladolid;47186;4718610025;2022;326;414;740;44,050;55,950
Valladolid;47186;4718610025;2023;329;407;736;44,700;55,300
Valladolid;47186;4718610026;2021;470;505;975;48,210;51,790
Valladolid;47186;4718610026;2022;460;499;959;47,970;52,030
Valladolid;47186;4718610026;2023;455;497;952;47,790;52,210
Valladolid;47186;4718610027;2021;468;533;1001;46,750;53,250
Valladolid;47186;4718610027;2022;455;510;965;47,150;52,850
Valladolid;47186;4718610027;2023;444;512;956;46,440;53,560
Valladolid;47186;4718610028;2021;382;392;774;49,350;50,650
Valladolid;47186;4718610028;2022;366;383;749;48,870;51,130
Valladolid;47186;4718610028;2023;359;389;748;47,990;52,010
Valladolid;47186;4718610029;2021;815;912;1727;47,190;52,810
Valladolid;47186;4718610029;2022;795;902;1697;46,850;53,150
Valladolid;47186;4718610029;2023;794;911;1705;46,570;53,430
Valladolid;47186;4718610030;2021;1097;1121;2218;49,460;50,540
Valladolid;47186;4718610030;2022;1113;1129;2242;49,640;50,360
Valladolid;47186;4718610030;2023;1123;1138;2261;49,670;50,330
Valladolid;47186;4718610031;2021;348;390;738;47,150;52,850
Valladolid;47186;4718610031;2022;334;377;711;46,980;53,020
Valladolid;47186;4718610031;2023;330;373;703;46,940;53,060
Valladolid;47186;4718610032;2021;340;416;756;44,970;55,030
Valladolid;47186;4718610032;2022;341;409;750;45,470;54,530
Valladolid;47186;4718610032;2023;335;388;723;46,330;53,670
Valladolid;47186;4718610033;2021;611;647;1258;48,570;51,430
Valladolid;47186;4718610033;2022;601;653;1254;47,930;52,070
Valladolid;47186;4718610033;2023;600;652;1252;47,920;52,080
Valladolid;47186;4718610034;2021;458;530;988;46,360;53,640
Valladolid;47186;4718610034;2022;445;538;983;45,270;54,730
Valladolid;47186;4718610034;2023;427;538;965;44,250;55,750
Valladolid;47186;4718610035;2021;662;706;1368;48,390;51,610
Valladolid;47186;4718610035;2022;648;669;1317;49,200;50,800
Valladolid;47186;4718610035;2023;639;656;1295;49,340;50,660
Valladolid;47186;4718610036;2021;449;511;960;46,770;53,230
Valladolid;47186;4718610036;2022;423;488;911;46,430;53,570
Valladolid;47186;4718610036;2023;424;484;908;46,700;53,300
Valladolid;47186;4718610037;2021;870;946;1816;47,910;52,090
Valladolid;47186;4718610037;2022;836;928;1764;47,390;52,610
Valladolid;47186;4718610037;2023;814;897;1711;47,570;52,430
Valladolid;47186;4718610038;2021;646;728;1374;47,020;52,980
Valladolid;47186;4718610038;2022;625;709;1334;46,850;53,150
Valladolid;47186;4718610038;2023;615;704;1319;46,630;53,370
Valladolid;47186;4718610039;2021;603;640;1243;48,510;51,490
Valladolid;47186;4718610039;2022;593;641;1234;48,060;51,940
Valladolid;47186;4718610039;2023;602;646;1248;48,240;51,760
Valladolid;47186;4718610040;2021;705;800;1505;46,840;53,160
Valladolid;47186;4718610040;2022;694;790;1484;46,770;53,230
Valladolid;47186;4718610040;2023;664;762;1426;46,560;53,440
Valladolid;47186;4718610041;2021;442;459;901;49,060;50,940
Valladolid;47186;4718610041;2022;439;458;897;48,940;51,060
Valladolid;47186;4718610041;2023;447;458;905;49,390;50,610
Valladolid;47186;4718610042;2021;914;999;1913;47,780;52,220
Valladolid;47186;4718610042;2022;888;961;1849;48,030;51,970
Valladolid;47186;4718610042;2023;870;962;1832;47,490;52,510
Valladolid;47186;4718610043;2021;876;931;1807;48,480;51,520
Valladolid;47186;4718610043;2022;871;962;1833;47,520;52,480
Valladolid;47186;4718610043;2023;864;964;1828;47,260;52,740
Valladolid;47186;4718610044;2021;684;741;1425;48,000;52,000
Valladolid;47186;4718610044;2022;672;731;1403;47,900;52,100
Valladolid;47186;4718610044;2023;678;734;1412;48,020;51,980
Valladolid;47186;4718610045;2021;707;785;1492;47,390;52,610
Valladolid;47186;4718610045;2022;682;783;1465;46,550;53,450
Valladolid;47186;4718610045;2023;696;787;1483;46,930;53,070
Valladolid;47186;4718610046;2021;806;852;1658;48,610;51,390
Valladolid;47186;4718610046;2022;792;852;1644;48,180;51,820
Valladolid;47186;4718610046;2023;777;849;1626;47,790;52,210
Valladolid;47186;4718610047;2021;799;827;1626;49,140;50,860
Valladolid;47186;4718610047;2022;793;810;1603;49,470;50,530
Valladolid;47186;4718610047;2023;778;798;1576;49,370;50,630
Valladolid;47186;4718610048;2021;414;444;858;48,250;51,750
Valladolid;47186;4718610048;2022;404;442;846;47,750;52,250
Valladolid;47186;4718610048;2023;413;449;862;47,910;52,090
Valladolid;47186;4718610049;2021;647;657;1304;49,620;50,380
Valladolid;47186;4718610049;2022;636;666;1302;48,850;51,150
Valladolid;47186;4718610049;2023;631;649;1280;49,300;50,700
Valladolid;47186;4718610050;2021;731;757;1488;49,130;50,870
Valladolid;47186;4718610050;2022;722;752;1474;48,980;51,020
Valladolid;47186;4718610050;2023;734;762;1496;49,060;50,940
Valladolid;47186;4718610051;2021;795;862;1657;47,980;52,020
Valladolid;47186;4718610051;2022;792;857;1649;48,030;51,970
Valladolid;47186;4718610051;2023;793;841;1634;48,530;51,470
Valladolid;47186;4718610052;2021;862;942;1804;47,780;52,220
Valladolid;47186;4718610052;2022;939;1005;1944;48,300;51,700
Valladolid;47186;4718610052;2023;1013;1088;2101;48,220;51,780
Valladolid;47186;4718610053;2021;503;521;1024;49,120;50,880
Valladolid;47186;4718610053;2022;506;531;1037;48,790;51,210
Valladolid;47186;4718610053;2023;503;520;1023;49,170;50,830
Valladolid;47186;4718610054;2021;523;533;1056;49,530;50,470
Valladolid;47186;4718610054;2022;540;541;1081;49,950;50,050
Valladolid;47186;4718610054;2023;608;622;1230;49,430;50,570
Valladolid;47186;4718610055;2021;687;707;1394;49,280;50,720
Valladolid;47186;4718610055;2022;718;747;1465;49,010;50,990
Valladolid;47186;4718610055;2023;715;739;1454;49,170;50,830
Valladolid;47186;4718610056;2021;948;983;1931;49,090;50,910
Valladolid;47186;4718610056;2022;968;996;1964;49,290;50,710
Valladolid;47186;4718610056;2023;1008;1042;2050;49,170;50,830
Valladolid;47186;4718611001;2021;532;695;1227;43,360;56,640
Valladolid;47186;4718611001;2022;533;680;1213;43,940;56,060
Valladolid;47186;4718611001;2023;525;689;1214;43,250;56,750
Valladolid;47186;4718611002;2021;343;433;776;44,200;55,800
Valladolid;47186;4718611002;2022;344;423;767;44,850;55,150
Valladolid;47186;4718611002;2023;347;430;777;44,660;55,340
Valladolid;47186;4718611003;2021;654;758;1412;46,320;53,680
Valladolid;47186;4718611003;2022;669;758;1427;46,880;53,120
Valladolid;47186;4718611003;2023;659;782;1441;45,730;54,270
Valladolid;47186;4718611004;2021;326;435;761;42,840;57,160
Valladolid;47186;4718611004;2022;332;448;780;42,560;57,440
Valladolid;47186;4718611004;2023;325;443;768;42,320;57,680
Valladolid;47186;4718611005;2021;599;753;1352;44,300;55,700
Valladolid;47186;4718611005;2022;588;748;1336;44,010;55,990
Valladolid;47186;4718611005;2023;584;736;1320;44,240;55,760
Valladolid;47186;4718611006;2021;411;501;912;45,070;54,930
Valladolid;47186;4718611006;2022;398;486;884;45,020;54,980
Valladolid;47186;4718611006;2023;400;498;898;44,540;55,460
Valladolid;47186;4718611007;2021;590;789;1379;42,780;57,220
Valladolid;47186;4718611007;2022;584;788;1372;42,570;57,430
Valladolid;47186;4718611007;2023;593;782;1375;43,130;56,870
Valladolid;47186;4718611008;2021;481;582;1063;45,250;54,750
Valladolid;47186;4718611008;2022;490;573;1063;46,100;53,900
Valladolid;47186;4718611008;2023;505;577;1082;46,670;53,330
Valladolid;47186;4718611009;2021;328;464;792;41,410;58,590
Valladolid;47186;4718611009;2022;321;444;765;41,960;58,040
Valladolid;47186;4718611009;2023;320;431;751;42,610;57,390
Valladolid;47186;4718611010;2021;591;773;1364;43,330;56,670
Valladolid;47186;4718611010;2022;589;770;1359;43,340;56,660
Valladolid;47186;4718611010;2023;601;783;1384;43,420;56,580
Valladolid;47186;4718611012;2021;363;449;812;44,700;55,300
Valladolid;47186;4718611012;2022;358;428;786;45,550;54,450
Valladolid;47186;4718611012;2023;638;821;1459;43,730;56,270
Valladolid;47186;4718611013;2021;288;380;668;43,110;56,890
Valladolid;47186;4718611013;2022;281;376;657;42,770;57,230
Valladolid;47186;4718611014;2021;379;494;873;43,410;56,590
Valladolid;47186;4718611014;2022;382;512;894;42,730;57,270
Valladolid;47186;4718611014;2023;402;511;913;44,030;55,970
Valladolid;47186;4718611015;2021;647;850;1497;43,220;56,780
Valladolid;47186;4718611015;2022;622;834;1456;42,720;57,280
Valladolid;47186;4718611015;2023;611;815;1426;42,850;57,150
Valladolid;47186;4718611016;2021;490;596;1086;45,120;54,880
Valladolid;47186;4718611016;2022;479;608;1087;44,070;55,930
Valladolid;47186;4718611016;2023;488;602;1090;44,770;55,230
Valladolid;47186;4718611017;2021;575;641;1216;47,290;52,710
Valladolid;47186;4718611017;2022;563;641;1204;46,760;53,240
Valladolid;47186;4718611017;2023;570;635;1205;47,300;52,700
Valladolid;47186;4718611018;2021;529;574;1103;47,960;52,040
Valladolid;47186;4718611018;2022;523;572;1095;47,760;52,240
Valladolid;47186;4718611018;2023;537;569;1106;48,550;51,450
Valladolid;47186;4718611019;2021;409;502;911;44,900;55,100
Valladolid;47186;4718611019;2022;415;492;907;45,760;54,240
Valladolid;47186;4718611019;2023;415;496;911;45,550;54,450
Valladolid;47186;4718611020;2021;645;725;1370;47,080;52,920
Valladolid;47186;4718611020;2022;624;724;1348;46,290;53,710
Valladolid;47186;4718611020;2023;627;733;1360;46,100;53,900
Valladolid;47186;4718611021;2021;574;626;1200;47,830;52,170
Valladolid;47186;4718611021;2022;620;663;1283;48,320;51,680
Valladolid;47186;4718611021;2023;655;693;1348;48,590;51,410
Valladolid;47186;4718611022;2021;416;500;916;45,410;54,590
Valladolid;47186;4718611022;2022;411;479;890;46,180;53,820
Valladolid;47186;4718611022;2023;411;466;877;46,860;53,140
Valladolid;47186;4718611025;2021;765;911;1676;45,640;54,360
Valladolid;47186;4718611025;2022;741;894;1635;45,320;54,680
Valladolid;47186;4718611025;2023;739;879;1618;45,670;54,330
Valladolid;47186;4718611026;2021;795;941;1736;45,790;54,210
Valladolid;47186;4718611026;2022;790;948;1738;45,450;54,550
Valladolid;47186;4718611026;2023;783;952;1735;45,130;54,870
Valladolid;47186;4718611027;2021;347;372;719;48,260;51,740
Valladolid;47186;4718611027;2022;340;380;720;47,220;52,780
Valladolid;47186;4718611027;2023;335;373;708;47,320;52,680
Valladolid;47186;4718611028;2021;499;528;1027;48,590;51,410
Valladolid;47186;4718611028;2022;508;521;1029;49,370;50,630
Valladolid;47186;4718611028;2023;522;516;1038;50,290;49,710
Valladolid;47186;4718611029;2021;314;393;707;44,410;55,590
Valladolid;47186;4718611029;2022;307;387;694;44,240;55,760
Valladolid;47186;4718611029;2023;309;391;700;44,140;55,860
Valladolid;47186;4718611031;2021;1113;1214;2327;47,830;52,170
Valladolid;47186;4718611031;2022;1100;1212;2312;47,580;52,420
Valladolid;47186;4718611031;2023;1088;1179;2267;47,990;52,010
Valladolid;47186;4718611032;2021;997;1101;2098;47,520;52,480
Valladolid;47186;4718611032;2022;984;1085;2069;47,560;52,440
Valladolid;47186;4718611032;2023;989;1086;2075;47,660;52,340
Valladolid;47186;4718611033;2021;794;845;1639;48,440;51,560
Valladolid;47186;4718611033;2022;780;842;1622;48,090;51,910
Valladolid;47186;4718611033;2023;774;827;1601;48,340;51,660
Valladolid;47186;4718611034;2021;759;803;1562;48,590;51,410
Valladolid;47186;4718611034;2022;770;816;1586;48,550;51,450
Valladolid;47186;4718611034;2023;764;798;1562;48,910;51,090
Valladolid;47186;4718611035;2021;684;739;1423;48,070;51,930
Valladolid;47186;4718611035;2022;680;744;1424;47,750;52,250
Valladolid;47186;4718611035;2023;659;751;1410;46,740;53,260
Valladolid;47186;4718611036;2021;915;1057;1972;46,400;53,600
Valladolid;47186;4718611036;2022;958;1078;2036;47,050;52,950
Valladolid;47186;4718611036;2023;1011;1134;2145;47,130;52,870
Valladolid;47186;4718611037;2021;793;857;1650;48,060;51,940
Valladolid;47186;4718611037;2022;781;846;1627;48,000;52,000
Valladolid;47186;4718611037;2023;773;836;1609;48,040;51,960
Valladolid;47186;4718611038;2021;1077;1104;2181;49,380;50,620
Valladolid;47186;4718611038;2022;1065;1116;2181;48,830;51,170
Valladolid;47186;4718611038;2023;1050;1092;2142;49,020;50,980
Valladolid;47186;4718611039;2021;708;756;1464;48,360;51,640
Valladolid;47186;4718611039;2022;699;736;1435;48,710;51,290
Valladolid;47186;4718611039;2023;702;741;1443;48,650;51,350
Valladolid;47186;4718611040;2021;449;488;937;47,920;52,080
Valladolid;47186;4718611040;2022;446;482;928;48,060;51,940
Valladolid;47186;4718611040;2023;424;474;898;47,220;52,780
Valladolid;47186;4718611041;2021;843;848;1691;49,850;50,150
Valladolid;47186;4718611041;2022;918;900;1818;50,500;49,500
Valladolid;47186;4718611041;2023;926;935;1861;49,760;50,240
Valladolid;47186;4718611042;2021;938;907;1845;50,840;49,160
Valladolid;47186;4718611042;2022;1017;990;2007;50,670;49,330
Valladolid;47186;4718611042;2023;1056;1017;2073;50,940;49,060
Valladolid;47186;4718611043;2021;805;801;1606;50,120;49,880
Valladolid;47186;4718611043;2022;808;798;1606;50,310;49,690
Valladolid;47186;4718611043;2023;825;810;1635;50,460;49,540
Valladolid;47186;4718612001;2021;559;562;1121;49,870;50,130
Valladolid;47186;4718612001;2022;517;513;1030;50,190;49,810
Valladolid;47186;4718612001;2023;511;509;1020;50,100;49,900
Valladolid;47186;4718612002;2021;496;504;1000;49,600;50,400
Valladolid;47186;4718612002;2022;489;510;999;48,950;51,050
Valladolid;47186;4718612002;2023;518;533;1051;49,290;50,710
Valladolid;47186;4718612003;2021;596;625;1221;48,810;51,190
Valladolid;47186;4718612003;2022;623;636;1259;49,480;50,520
Valladolid;47186;4718612003;2023;630;639;1269;49,650;50,350
Valladolid;47186;4718612004;2021;816;817;1633;49,970;50,030
Valladolid;47186;4718612004;2022;827;817;1644;50,300;49,700
Valladolid;47186;4718612004;2023;828;820;1648;50,240;49,760
Valladolid;47187;4718701001;2021;50;32;82;60,980;39,020
Valladolid;47187;4718701001;2022;50;35;85;58,820;41,180
Valladolid;47187;4718701001;2023;47;33;80;58,750;41,250
Valladolid;47188;4718801001;2021;55;42;97;56,700;43,300
Valladolid;47188;4718801001;2022;52;40;92;56,520;43,480
Valladolid;47188;4718801001;2023;52;39;91;57,140;42,860
Valladolid;47189;4718901001;2021;92;79;171;53,800;46,200
Valladolid;47189;4718901001;2022;87;79;166;52,410;47,590
Valladolid;47189;4718901001;2023;87;78;165;52,730;47,270
Valladolid;47190;4719001001;2021;58;57;115;50,430;49,570
Valladolid;47190;4719001001;2022;57;57;114;50,000;50,000
Valladolid;47190;4719001001;2023;56;56;112;50,000;50,000
Valladolid;47191;4719101001;2021;78;42;120;65,000;35,000
Valladolid;47191;4719101001;2022;78;41;119;65,550;34,450
Valladolid;47191;4719101001;2023;82;44;126;65,080;34,920
Valladolid;47192;4719201001;2021;57;41;98;58,160;41,840
Valladolid;47192;4719201001;2022;57;43;100;57,000;43,000
Valladolid;47192;4719201001;2023;58;51;109;53,210;46,790
Valladolid;47193;4719301001;2021;1123;1035;2158;52,040;47,960
Valladolid;47193;4719301001;2022;1143;1049;2192;52,140;47,860
Valladolid;47193;4719301001;2023;1169;1084;2253;51,890;48,110
Valladolid;47194;4719401001;2021;185;165;350;52,860;47,140
Valladolid;47194;4719401001;2022;184;167;351;52,420;47,580
Valladolid;47194;4719401001;2023;187;168;355;52,680;47,320
Valladolid;47195;4719501001;2021;264;227;491;53,770;46,230
Valladolid;47195;4719501001;2022;270;230;500;54,000;46,000
Valladolid;47195;4719501001;2023;270;236;506;53,360;46,640
Valladolid;47196;4719601001;2021;11;15;26;42,310;57,690
Valladolid;47196;4719601001;2022;13;15;28;46,430;53,570
Valladolid;47196;4719601001;2023;13;16;29;44,830;55,170
Valladolid;47197;4719701001;2021;555;491;1046;53,060;46,940
Valladolid;47197;4719701001;2022;563;491;1054;53,420;46,580
Valladolid;47197;4719701001;2023;551;490;1041;52,930;47,070
Valladolid;47198;4719801001;2021;45;28;73;61,640;38,360
Valladolid;47198;4719801001;2022;43;23;66;65,150;34,850
Valladolid;47198;4719801001;2023;42;23;65;64,620;35,380
Valladolid;47199;4719901001;2021;48;32;80;60,000;40,000
Valladolid;47199;4719901001;2022;49;36;85;57,650;42,350
Valladolid;47199;4719901001;2023;45;34;79;56,960;43,040
Valladolid;47200;4720001001;2021;47;28;75;62,670;37,330
Valladolid;47200;4720001001;2022;48;27;75;64,000;36,000
Valladolid;47200;4720001001;2023;49;25;74;66,220;33,780
Valladolid;47203;4720301001;2021;33;30;63;52,380;47,620
Valladolid;47203;4720301001;2022;31;32;63;49,210;50,790
Valladolid;47203;4720301001;2023;29;34;63;46,030;53,970
Valladolid;47204;4720401001;2021;138;130;268;51,490;48,510
Valladolid;47204;4720401001;2022;131;124;255;51,370;48,630
Valladolid;47204;4720401001;2023;130;103;233;55,790;44,210
Valladolid;47205;4720501001;2021;256;206;462;55,410;44,590
Valladolid;47205;4720501001;2022;261;206;467;55,890;44,110
Valladolid;47205;4720501001;2023;254;207;461;55,100;44,900
Valladolid;47206;4720601001;2021;51;36;87;58,620;41,380
Valladolid;47206;4720601001;2022;50;36;86;58,140;41,860
Valladolid;47206;4720601001;2023;51;37;88;57,950;42,050
Valladolid;47207;4720701001;2021;172;114;286;60,140;39,860
Valladolid;47207;4720701001;2022;169;116;285;59,300;40,700
Valladolid;47207;4720701001;2023;166;117;283;58,660;41,340
Valladolid;47208;4720801001;2021;33;30;63;52,380;47,620
Valladolid;47208;4720801001;2022;34;25;59;57,630;42,370
Valladolid;47208;4720801001;2023;31;24;55;56,360;43,640
Valladolid;47209;4720901001;2021;22;13;35;62,860;37,140
Valladolid;47209;4720901001;2022;24;14;38;63,160;36,840
Valladolid;47209;4720901001;2023;20;11;31;64,520;35,480
Valladolid;47210;4721001001;2021;229;243;472;48,520;51,480
Valladolid;47210;4721001001;2022;241;253;494;48,790;51,210
Valladolid;47210;4721001001;2023;233;252;485;48,040;51,960
Valladolid;47211;4721101001;2021;24;21;45;53,330;46,670
Valladolid;47211;4721101001;2022;30;30;60;50,000;50,000
Valladolid;47211;4721101001;2023;31;31;62;50,000;50,000
Valladolid;47212;4721201001;2021;216;173;389;55,530;44,470
Valladolid;47212;4721201001;2022;224;174;398;56,280;43,720
Valladolid;47212;4721201001;2023;225;177;402;55,970;44,030
Valladolid;47213;4721301001;2021;55;52;107;51,400;48,600
Valladolid;47213;4721301001;2022;55;51;106;51,890;48,110
Valladolid;47213;4721301001;2023;54;54;108;50,000;50,000
Valladolid;47214;4721401001;2021;756;779;1535;49,250;50,750
Valladolid;47214;4721401001;2022;755;772;1527;49,440;50,560
Valladolid;47214;4721401001;2023;754;778;1532;49,220;50,780
Valladolid;47215;4721501001;2021;24;25;49;48,980;51,020
Valladolid;47215;4721501001;2022;30;32;62;48,390;51,610
Valladolid;47215;4721501001;2023;28;26;54;51,850;48,150
Valladolid;47216;4721601001;2021;69;54;123;56,100;43,900
Valladolid;47216;4721601001;2022;72;56;128;56,250;43,750
Valladolid;47216;4721601001;2023;70;55;125;56,000;44,000
Valladolid;47217;4721701001;2021;682;654;1336;51,050;48,950
Valladolid;47217;4721701001;2022;682;651;1333;51,160;48,840
Valladolid;47217;4721701001;2023;697;639;1336;52,170;47,830
Valladolid;47217;4721701002;2021;769;721;1490;51,610;48,390
Valladolid;47217;4721701002;2022;809;744;1553;52,090;47,910
Valladolid;47217;4721701002;2023;824;748;1572;52,420;47,580
Valladolid;47218;4721801001;2021;641;581;1222;52,450;47,550
Valladolid;47218;4721801001;2022;659;580;1239;53,190;46,810
Valladolid;47218;4721801001;2023;652;585;1237;52,710;47,290
Valladolid;47219;4721901001;2021;28;30;58;48,280;51,720
Valladolid;47219;4721901001;2022;27;31;58;46,550;53,450
Valladolid;47219;4721901001;2023;26;32;58;44,830;55,170
Valladolid;47220;4722001001;2021;92;83;175;52,570;47,430
Valladolid;47220;4722001001;2022;88;78;166;53,010;46,990
Valladolid;47220;4722001001;2023;90;72;162;55,560;44,440
Valladolid;47221;4722101001;2021;64;44;108;59,260;40,740
Valladolid;47221;4722101001;2022;63;41;104;60,580;39,420
Valladolid;47221;4722101001;2023;65;41;106;61,320;38,680
Valladolid;47222;4722201001;2021;51;38;89;57,300;42,700
Valladolid;47222;4722201001;2022;53;43;96;55,210;44,790
Valladolid;47222;4722201001;2023;56;48;104;53,850;46,150
Valladolid;47223;4722301001;2021;90;66;156;57,690;42,310
Valladolid;47223;4722301001;2022;85;64;149;57,050;42,950
Valladolid;47223;4722301001;2023;84;59;143;58,740;41,260
