Provincia;CMuni;CUSEC;Periodo;Distribución_de_la_renta_P80_P20;Índice_de_Gini
Valladolid;47165;4716502002;2023;2,7;34,8
Valladolid;47165;4716502003;2021;2;24
Valladolid;47165;4716502003;2022;1,9;23,7
Valladolid;47165;4716502003;2023;1,9;23
Valladolid;47166;4716601001;2021;2,3;26,1
Valladolid;47166;4716601001;2022;2,5;28,1
Valladolid;47166;4716601001;2023;2,4;27,5
Valladolid;47167;4716701001;2021;3;33,8
Valladolid;47167;4716701001;2022;2,7;34
Valladolid;47167;4716701001;2023;2,5;33,2
Valladolid;47171;4717101001;2021;2,1;27,6
Valladolid;47171;4717101001;2022;2,4;29,2
Valladolid;47171;4717101001;2023;2,5;30,4
Valladolid;47172;4717201001;2021;2,7;27,4
Valladolid;47172;4717201001;2022;2,7;30,6
Valladolid;47172;4717201001;2023;2,9;30,4
Valladolid;47173;4717301001;2021;2,3;26,8
Valladolid;47173;4717301001;2022;2,1;26,6
Valladolid;47173;4717301001;2023;2,1;25,4
Valladolid;47174;4717401001;2021;2,4;31,7
Valladolid;47174;4717401001;2022;2,6;31,9
Valladolid;47174;4717401001;2023;2,4;28,4
Valladolid;47175;4717501001;2021;2,4;26,3
Valladolid;47175;4717501001;2022;2,3;27
Valladolid;47175;4717501001;2023;2,3;26,9
Valladolid;47175;4717501002;2021;2,6;30
Valladolid;47175;4717501002;2022;2,7;31,4
Valladolid;47175;4717501002;2023;2,3;29,8
Valladolid;47175;4717501003;2021;2,3;27,1
Valladolid;47175;4717501003;2022;2,1;25,3
Valladolid;47175;4717501003;2023;2,1;26,1
Valladolid;47175;4717502001;2021;2,2;26,7
Valladolid;47175;4717502001;2022;2,2;26,4
Valladolid;47175;4717502001;2023;2,5;26,5
Valladolid;47175;4717502002;2021;2,5;28,3
Valladolid;47175;4717502002;2022;2,2;27,2
Valladolid;47175;4717502002;2023;2,1;25,6
Valladolid;47175;4717502003;2021;2,2;25,8
Valladolid;47175;4717502003;2022;2,2;26,1
Valladolid;47175;4717502003;2023;2,1;25,6
Valladolid;47176;4717601001;2021;2,7;32,7
Valladolid;47176;4717601001;2022;2,8;32,8
Valladolid;47176;4717601001;2023;2,4;32,6
Valladolid;47177;4717701001;2023;2,6;27,2
Valladolid;47178;4717801001;2021;2,3;30,6
Valladolid;47178;4717801001;2022;2,4;30,3
Valladolid;47178;4717801001;2023;2,3;30,1
Valladolid;47179;4717901001;2021;2,1;34,5
Valladolid;47179;4717901001;2022;2,3;44,2
Valladolid;47179;4717901001;2023;2,2;35,4
Valladolid;47181;4718101001;2021;3,1;36
Valladolid;47181;4718101001;2022;2,9;35,9
Valladolid;47181;4718101001;2023;2,6;36
Valladolid;47182;4718201001;2021;2,1;23,6
Valladolid;47182;4718201001;2022;2;22,4
Valladolid;47182;4718201001;2023;2;22,5
Valladolid;47183;4718301001;2021;2,7;27,3
Valladolid;47183;4718301001;2022;2,6;28,5
Valladolid;47183;4718301001;2023;2,9;31,8
Valladolid;47184;4718401001;2021;2,2;27,9
Valladolid;47184;4718401001;2022;2,5;26,7
Valladolid;47184;4718401001;2023;2,1;25,6
Valladolid;47185;4718501001;2022;2,3;24,6
Valladolid;47186;4718601001;2021;2,8;33,8
Valladolid;47186;4718601001;2022;3;35
Valladolid;47186;4718601001;2023;2,8;33,8
Valladolid;47186;4718601003;2021;3,3;39,3
Valladolid;47186;4718601003;2022;3;38,2
Valladolid;47186;4718601003;2023;3,1;39,5
Valladolid;47186;4718601006;2021;2,7;32,4
Valladolid;47186;4718601006;2022;2,4;33
Valladolid;47186;4718601006;2023;2,4;31,9
Valladolid;47186;4718601007;2021;2,3;31,2
Valladolid;47186;4718602001;2021;3,4;39,7
Valladolid;47186;4718602001;2022;3,8;42,3
Valladolid;47186;4718602001;2023;3,5;42,5
Valladolid;47186;4718602002;2021;2,8;38,1
Valladolid;47186;4718602002;2022;3;38,1
Valladolid;47186;4718602002;2023;3;37,8
Valladolid;47186;4718602004;2021;2,6;30,3
Valladolid;47186;4718602004;2022;2,6;30,5
Valladolid;47186;4718602004;2023;2,7;30,3
Valladolid;47186;4718602005;2021;2,5;29,9
Valladolid;47186;4718602005;2022;2,6;31,1
Valladolid;47186;4718602005;2023;2,4;29,1
Valladolid;47186;4718602006;2021;2,6;29,1
Valladolid;47186;4718602006;2022;2,6;29,1
Valladolid;47186;4718602006;2023;2,6;30,1
Valladolid;47186;4718602007;2021;2,4;27,5
Valladolid;47186;4718602007;2022;2,5;27,9
Valladolid;47186;4718602007;2023;2,6;28,3
Valladolid;47186;4718602008;2021;3;38,3
Valladolid;47186;4718602008;2022;2,8;35,2
Valladolid;47186;4718602008;2023;2,9;34,1
Valladolid;47186;4718602009;2021;2,5;29,2
Valladolid;47186;4718602010;2021;2,6;29,6
Valladolid;47186;4718602010;2022;2,6;30,4
Valladolid;47186;4718602010;2023;2,4;29,8
Valladolid;47186;4718602012;2021;3,1;34,7
Valladolid;47186;4718602012;2022;3,2;36,6
Valladolid;47186;4718602012;2023;3,2;36
Valladolid;47186;4718602013;2021;2,5;28,7
Valladolid;47186;4718602013;2022;2,6;29,3
Valladolid;47186;4718602013;2023;2,7;30,6
Valladolid;47186;4718602014;2021;2,5;29,1
Valladolid;47186;4718602014;2022;2,4;28,8
Valladolid;47186;4718602014;2023;2,4;29
Valladolid;47186;4718602015;2021;2,3;25,9
Valladolid;47186;4718602015;2022;2,4;27
Valladolid;47186;4718602015;2023;2,3;26,8
Valladolid;47186;4718602017;2021;2,6;31,9
Valladolid;47186;4718602017;2022;2,6;31,6
Valladolid;47186;4718602017;2023;2,7;30,2
Valladolid;47186;4718602019;2021;2,9;29,9
Valladolid;47186;4718602019;2022;2,7;28,8
Valladolid;47186;4718602019;2023;2,8;28,8
Valladolid;47186;4718603001;2021;2,8;32,3
Valladolid;47186;4718603001;2022;2,6;29,3
Valladolid;47186;4718603001;2023;2,6;29,3
Valladolid;47186;4718603002;2021;2,5;31,6
Valladolid;47186;4718603002;2022;2,5;30,5
Valladolid;47186;4718603002;2023;2,6;30,6
Valladolid;47186;4718603003;2021;2,7;30,4
Valladolid;47186;4718603003;2022;3;31,7
Valladolid;47186;4718603003;2023;3;31,6
Valladolid;47186;4718603004;2021;2,6;30,4
Valladolid;47186;4718603004;2022;2,4;30,3
Valladolid;47186;4718603004;2023;2,5;28,5
Valladolid;47186;4718603005;2021;2,6;29,7
Valladolid;47186;4718603005;2022;2,7;29,7
Valladolid;47186;4718603005;2023;2,6;30,1
Valladolid;47186;4718603007;2021;2,8;33,6
Valladolid;47186;4718603007;2022;3,1;33,7
Valladolid;47186;4718603007;2023;3;34,1
Valladolid;47186;4718603008;2021;2,9;32,2
Valladolid;47186;4718603008;2022;2,8;32,4
Valladolid;47186;4718603008;2023;2,6;30,7
Valladolid;47186;4718603009;2021;2,4;28,6
Valladolid;47186;4718603009;2022;2,3;27,9
Valladolid;47186;4718603009;2023;2,3;28
Valladolid;47186;4718604001;2021;2,4;27,9
Valladolid;47186;4718604001;2022;2,4;27,3
Valladolid;47186;4718604001;2023;2,3;27
Valladolid;47186;4718604002;2021;2,5;27,3
Valladolid;47186;4718604002;2022;2,6;27,8
Valladolid;47186;4718604002;2023;2,4;26,5
Valladolid;47186;4718604003;2021;2,3;25,9
Valladolid;47186;4718604003;2022;2,2;25
Valladolid;47186;4718604003;2023;2,1;25,4
Valladolid;47186;4718604004;2021;2,4;26,3
Valladolid;47186;4718604004;2022;2,3;26,4
Valladolid;47186;4718604004;2023;2,2;26,1
Valladolid;47186;4718604005;2021;2,5;26,7
Valladolid;47186;4718604005;2022;2,4;27,4
Valladolid;47186;4718604005;2023;2,3;26,5
Valladolid;47186;4718604006;2021;2;23,3
Valladolid;47186;4718604006;2022;2;22,9
Valladolid;47186;4718604006;2023;2;21,7
Valladolid;47186;4718604007;2021;2,3;26,7
Valladolid;47186;4718604007;2022;2,3;26,6
Valladolid;47186;4718604007;2023;2,2;25,4
Valladolid;47186;4718604008;2021;2;23,6
Valladolid;47186;4718604008;2022;2,2;24,7
Valladolid;47186;4718604008;2023;2;23,6
Valladolid;47186;4718604009;2021;2,5;28,3
Valladolid;47186;4718604009;2022;2,4;29
Valladolid;47186;4718604009;2023;2,5;28,7
Valladolid;47186;4718604010;2021;2,6;27,8
Valladolid;47186;4718604010;2022;2,4;27,8
Valladolid;47186;4718604010;2023;2,5;29
Valladolid;47186;4718604011;2021;2,6;31,8
Valladolid;47186;4718604011;2022;2,4;32,1
Valladolid;47186;4718604011;2023;2,2;27,5
Valladolid;47186;4718604012;2021;2,2;25,7
Valladolid;47186;4718604012;2022;2,2;27
Valladolid;47186;4718604012;2023;2,4;28,2
Valladolid;47186;4718604013;2021;2,2;25,1
Valladolid;47186;4718604013;2022;2,5;26,3
Valladolid;47186;4718604013;2023;2,2;25,3
Valladolid;47186;4718604014;2021;2,5;28,2
Valladolid;47186;4718604014;2022;2,5;27,2
Valladolid;47186;4718604014;2023;2,3;25,8
Valladolid;47186;4718604015;2021;2,2;24
Valladolid;47186;4718604015;2022;2,2;25,1
Valladolid;47186;4718604015;2023;2,2;24,2
Valladolid;47186;4718604016;2021;2,2;25,2
Valladolid;47186;4718604016;2022;2,3;26,9
Valladolid;47186;4718604016;2023;2,3;27,5
Valladolid;47186;4718604017;2021;2,4;28,3
Valladolid;47186;4718604017;2022;2,3;27,5
Valladolid;47186;4718604017;2023;2,5;26,9
Valladolid;47186;4718604018;2021;2,2;25,2
Valladolid;47186;4718604018;2022;2,2;25,2
Valladolid;47186;4718604018;2023;2;24,4
Valladolid;47186;4718604020;2021;2,6;28,1
Valladolid;47186;4718604020;2022;2,4;27,6
Valladolid;47186;4718604020;2023;2,5;28,5
Valladolid;47186;4718604021;2021;2,7;29,2
Valladolid;47186;4718604021;2022;2,7;28,9
Valladolid;47186;4718604021;2023;2,5;28,2
Valladolid;47186;4718604023;2021;2,3;27,5
Valladolid;47186;4718604024;2021;2,2;24,7
Valladolid;47186;4718604024;2022;2;24,1
Valladolid;47186;4718604024;2023;2,1;24,5
Valladolid;47186;4718604025;2021;2,2;25,7
Valladolid;47186;4718604025;2022;2,5;27,7
Valladolid;47186;4718604025;2023;2,6;28,5
Valladolid;47186;4718604026;2021;2,1;23,5
Valladolid;47186;4718604026;2022;2,1;23,9
Valladolid;47186;4718604026;2023;2,1;23
Valladolid;47186;4718604027;2021;2,2;26,1
Valladolid;47186;4718604027;2022;2,3;26,1
Valladolid;47186;4718604027;2023;2,3;25,9
Valladolid;47186;4718604028;2021;3,5;35
Valladolid;47186;4718604028;2022;3,3;36,1
Valladolid;47186;4718604028;2023;3;32,4
Valladolid;47186;4718604029;2021;2,2;24,1
Valladolid;47186;4718604029;2022;2,1;24,8
Valladolid;47186;4718604029;2023;2;23,2
Valladolid;47186;4718604030;2021;2,6;28,9
Valladolid;47186;4718604030;2022;2,8;30,4
Valladolid;47186;4718604030;2023;2,7;30
Valladolid;47186;4718604032;2021;2,3;25,4
Valladolid;47186;4718604032;2022;2,3;26,6
Valladolid;47186;4718604032;2023;2,3;27
Valladolid;47186;4718604033;2021;2,4;26,7
Valladolid;47186;4718604033;2022;2,7;27,3
Valladolid;47186;4718604033;2023;2,7;25,9
Valladolid;47186;4718604034;2021;2,4;26,9
Valladolid;47186;4718604034;2022;2,4;26,8
Valladolid;47186;4718604034;2023;2,4;27
Valladolid;47186;4718604036;2021;2;22
Valladolid;47186;4718604036;2022;2,1;23,4
Valladolid;47186;4718604036;2023;2;23,2
Valladolid;47186;4718604037;2021;2,1;24
Valladolid;47186;4718604037;2022;2;25,3
Valladolid;47186;4718604037;2023;2,2;27,3
Valladolid;47186;4718604038;2021;1,9;22,5
Valladolid;47186;4718604038;2022;1,9;23,1
Valladolid;47186;4718604038;2023;1,8;22,8
Valladolid;47186;4718604039;2021;2,1;24,8
Valladolid;47186;4718604039;2022;1,9;23,5
Valladolid;47186;4718604039;2023;2;22,7
Valladolid;47186;4718604040;2021;2,1;25,5
Valladolid;47186;4718604040;2022;2;24,8
Valladolid;47186;4718604040;2023;2,1;25,2
Valladolid;47186;4718604041;2021;2;23,1
Valladolid;47186;4718604041;2022;2;24
Valladolid;47186;4718604041;2023;1,9;23
Valladolid;47186;4718605001;2021;2,7;33,7
Valladolid;47186;4718605001;2022;3,1;34,4
Valladolid;47186;4718605001;2023;3,1;35,3
Valladolid;47186;4718605002;2021;3,3;34,3
Valladolid;47186;4718605002;2022;3,2;34,9
Valladolid;47186;4718605002;2023;3,1;33,3
Valladolid;47186;4718605004;2021;2,8;30,2
Valladolid;47186;4718605004;2022;2,6;29,8
Valladolid;47186;4718605004;2023;2,7;31,5
Valladolid;47186;4718605006;2021;2,6;30,5
Valladolid;47186;4718605006;2022;2,6;31
Valladolid;47186;4718605006;2023;2,6;30
Valladolid;47186;4718605007;2021;3,2;33,7
Valladolid;47186;4718606001;2021;2,4;28,2
Valladolid;47186;4718606001;2022;2,5;28,4
Valladolid;47186;4718606001;2023;2,6;28,6
Valladolid;47186;4718606002;2021;2,3;29,6
Valladolid;47186;4718606002;2022;2,4;29,8
Valladolid;47186;4718606002;2023;2,7;32,3
Valladolid;47186;4718606003;2021;2,7;29,8
Valladolid;47186;4718606003;2022;2,7;29,7
Valladolid;47186;4718606003;2023;2,7;30,1
Valladolid;47186;4718606005;2021;1,9;23,4
Valladolid;47186;4718606005;2022;2;23,9
Valladolid;47186;4718606005;2023;2,1;24
Valladolid;47186;4718606006;2021;2,8;32,2
Valladolid;47186;4718606006;2022;2,9;31,2
Valladolid;47186;4718606006;2023;2,7;31,2
Valladolid;47186;4718606007;2021;2,3;27,9
Valladolid;47186;4718606007;2022;2,4;28,3
Valladolid;47186;4718606007;2023;2,4;27,7
Valladolid;47186;4718606009;2021;2,1;26,4
Valladolid;47186;4718606009;2022;2,3;27,6
Valladolid;47186;4718606009;2023;2,6;29,9
Valladolid;47186;4718606010;2021;2,6;28,9
Valladolid;47186;4718606010;2022;2,3;27,9
Valladolid;47186;4718606010;2023;2,4;27,7
Valladolid;47186;4718606012;2021;1,9;22,4
Valladolid;47186;4718606012;2022;2;21,9
Valladolid;47186;4718606012;2023;2;21,9
Valladolid;47186;4718606013;2021;2,3;25,8
Valladolid;47186;4718606013;2022;2,2;26
Valladolid;47186;4718606013;2023;2,1;25,1
Valladolid;47186;4718606014;2021;2,1;24,7
Valladolid;47186;4718606014;2022;2;22,8
Valladolid;47186;4718606014;2023;1,9;22,6
Valladolid;47186;4718606015;2021;2,2;26,6
Valladolid;47186;4718606015;2022;2,2;27,9
Valladolid;47186;4718606015;2023;2,1;26,2
Valladolid;47186;4718606016;2021;2;24,7
Valladolid;47186;4718606016;2022;2,3;27
Valladolid;47186;4718606016;2023;2,3;27,6
Valladolid;47186;4718606017;2021;2,6;29,1
Valladolid;47186;4718606017;2022;2,6;30,4
Valladolid;47186;4718606017;2023;2,6;31,1
Valladolid;47186;4718606018;2021;2,3;26,2
Valladolid;47186;4718606018;2022;2,3;27,8
Valladolid;47186;4718606018;2023;2,3;28,4
Valladolid;47186;4718606019;2021;2;25,9
Valladolid;47186;4718606019;2022;2,2;25,8
Valladolid;47186;4718606019;2023;2,4;27,2
Valladolid;47186;4718606020;2021;2,4;26,4
Valladolid;47186;4718606020;2022;2,5;27,8
Valladolid;47186;4718606020;2023;2,3;26,3
Valladolid;47186;4718606021;2021;2,4;27,7
Valladolid;47186;4718606021;2022;2,5;28,1
Valladolid;47186;4718606021;2023;2,4;27,4
Valladolid;47186;4718606022;2021;2,4;26,5
Valladolid;47186;4718606022;2022;2,5;27,1
Valladolid;47186;4718606022;2023;2,2;26
Valladolid;47186;4718606023;2021;2,7;30,7
Valladolid;47186;4718606023;2022;2,9;32
Valladolid;47186;4718606023;2023;2,9;30,5
Valladolid;47186;4718606024;2021;2,3;28
Valladolid;47186;4718606024;2022;2,4;27,5
Valladolid;47186;4718606024;2023;2,3;26,9
Valladolid;47186;4718606025;2021;2,5;26,8
Valladolid;47186;4718606025;2022;2,6;27,9
Valladolid;47186;4718606025;2023;2,7;27,6
Valladolid;47186;4718606026;2021;3,2;33
Valladolid;47186;4718606026;2022;2,7;34
Valladolid;47186;4718606026;2023;2,7;31,6
Valladolid;47186;4718606027;2021;2,2;26,6
Valladolid;47186;4718606027;2022;2,5;27
Valladolid;47186;4718606027;2023;2,4;26,5
Valladolid;47186;4718606028;2021;2,3;25,1
Valladolid;47186;4718606028;2022;2,3;26,7
Valladolid;47186;4718606028;2023;2,2;24,8
Valladolid;47186;4718606029;2021;1,9;21,8
Valladolid;47186;4718606029;2022;2;22,6
Valladolid;47186;4718606029;2023;1,9;21,4
Valladolid;47186;4718606030;2021;2,2;26,2
Valladolid;47186;4718606030;2022;2,3;27,1
Valladolid;47186;4718606030;2023;2,3;26,4
Valladolid;47186;4718606031;2021;2,6;28,8
Valladolid;47186;4718606031;2022;2,7;29,6
Valladolid;47186;4718606031;2023;2,5;28,8
Valladolid;47186;4718606032;2021;2,2;25,9
Valladolid;47186;4718606032;2022;2,1;26,7
Valladolid;47186;4718606032;2023;2,1;25,9
Valladolid;47186;4718606034;2021;2,2;25,8
Valladolid;47186;4718606034;2022;2,2;26,9
Valladolid;47186;4718606034;2023;2,3;27,3
Valladolid;47186;4718606036;2021;2,6;28,2
Valladolid;47186;4718606036;2022;2,7;29
Valladolid;47186;4718606036;2023;2,4;27,6
Valladolid;47186;4718606037;2021;1,9;23,5
Valladolid;47186;4718606037;2022;2;23,7
Valladolid;47186;4718606037;2023;2;23,7
Valladolid;47186;4718606038;2021;2,4;26
Valladolid;47186;4718606038;2022;2,3;26,4
Valladolid;47186;4718606038;2023;2,3;25,8
Valladolid;47186;4718606039;2021;2;23
Valladolid;47186;4718606039;2022;2;22,7
Valladolid;47186;4718606039;2023;2;21,8
Valladolid;47186;4718607001;2021;2,8;31,4
Valladolid;47186;4718607001;2022;2,7;30
Valladolid;47186;4718607001;2023;2,8;30,1
Valladolid;47186;4718607003;2021;2,8;29,3
Valladolid;47186;4718607003;2022;2,9;29,6
Valladolid;47186;4718607003;2023;3;30,6
Valladolid;47186;4718607004;2021;2,4;29,1
Valladolid;47186;4718607004;2022;2,5;29,2
Valladolid;47186;4718607004;2023;2,6;30,3
Valladolid;47186;4718607005;2021;2,3;28,1
Valladolid;47186;4718607005;2022;2,4;27,7
Valladolid;47186;4718607005;2023;2,5;28,4
Valladolid;47186;4718607006;2021;2,4;29
Valladolid;47186;4718607006;2022;2,6;29,9
Valladolid;47186;4718607006;2023;2,6;30,1
Valladolid;47186;4718607007;2021;2,3;26,5
Valladolid;47186;4718607007;2022;2,2;26,3
Valladolid;47186;4718607007;2023;2,3;26
Valladolid;47186;4718607008;2021;2,6;29,8
Valladolid;47186;4718607008;2022;2,6;29,1
Valladolid;47186;4718607008;2023;2,5;28,2
Valladolid;47186;4718607010;2021;1,9;24,7
Valladolid;47186;4718607010;2022;2,1;24,3
Valladolid;47186;4718607010;2023;2,1;24,4
Valladolid;47186;4718607011;2021;2,2;25,6
Valladolid;47186;4718607011;2022;2,2;26,1
Valladolid;47186;4718607011;2023;2,3;24,4
Valladolid;47186;4718607013;2021;2,8;29,1
Valladolid;47186;4718607013;2022;2,6;28,3
Valladolid;47186;4718607013;2023;2,4;27,3
Valladolid;47186;4718607014;2021;2,5;29,4
Valladolid;47186;4718607014;2022;2,7;30,9
Valladolid;47186;4718607014;2023;2,5;30,4
Valladolid;47186;4718607015;2021;2,2;26,5
Valladolid;47186;4718607015;2022;2,1;26,2
Valladolid;47186;4718607015;2023;2,2;26,8
Valladolid;47186;4718607016;2021;2,2;25,4
Valladolid;47186;4718607016;2022;2,1;25,5
Valladolid;47186;4718607016;2023;2,1;25
Valladolid;47186;4718607018;2021;2,4;26,5
Valladolid;47186;4718607018;2022;2,5;27,1
Valladolid;47186;4718607018;2023;2,4;27,1
Valladolid;47186;4718607019;2021;2,2;25,4
Valladolid;47186;4718607019;2022;2,4;28,2
Valladolid;47186;4718607019;2023;2,4;26,6
Valladolid;47186;4718607020;2021;2,1;25,5
Valladolid;47186;4718607020;2022;2;24,8
Valladolid;47186;4718607020;2023;2,1;27,4
Valladolid;47186;4718607021;2021;2,6;28,4
Valladolid;47186;4718607021;2022;2,7;29
Valladolid;47186;4718607021;2023;2,5;27,6
Valladolid;47186;4718607022;2021;1,8;22,1
Valladolid;47186;4718607022;2022;1,9;21,7
Valladolid;47186;4718607022;2023;1,9;21,4
Valladolid;47186;4718608001;2021;2,6;27,6
Valladolid;47186;4718608001;2022;2,5;28,4
Valladolid;47186;4718608001;2023;2,5;27,6
Valladolid;47186;4718608002;2021;2,4;28,2
Valladolid;47186;4718608002;2022;2,5;28,8
Valladolid;47186;4718608002;2023;2,7;30,4
Valladolid;47186;4718608004;2021;2,4;27
Valladolid;47186;4718608004;2022;2,2;27
Valladolid;47186;4718608004;2023;2,3;27,4
Valladolid;47186;4718608005;2021;2,3;28,2
Valladolid;47186;4718608005;2022;2,6;28,3
Valladolid;47186;4718608005;2023;2,6;29,7
Valladolid;47186;4718608006;2021;2,5;29,1
Valladolid;47186;4718608006;2022;2,6;28,6
Valladolid;47186;4718608006;2023;2,6;28,8
Valladolid;47186;4718608009;2021;2,3;27,2
Valladolid;47186;4718608009;2022;2,4;27,4
Valladolid;47186;4718608009;2023;2,2;26,8
Valladolid;47186;4718608012;2021;2,5;29,7
Valladolid;47186;4718608012;2022;2,7;30,1
Valladolid;47186;4718608012;2023;2,6;29,5
Valladolid;47186;4718608013;2021;2,4;28
Valladolid;47186;4718608013;2022;2,3;28,3
Valladolid;47186;4718608013;2023;2,5;28,7
Valladolid;47186;4718608014;2021;2,2;24,5
Valladolid;47186;4718608014;2022;2,2;25,8
Valladolid;47186;4718608014;2023;2,2;26,4
Valladolid;47186;4718608015;2021;2;23,2
Valladolid;47186;4718608015;2022;2,2;25,5
Valladolid;47186;4718608015;2023;2,3;25,2
Valladolid;47186;4718608016;2021;2,4;26,8
Valladolid;47186;4718608017;2021;2,3;25,8
Valladolid;47186;4718608017;2022;2,1;25,6
Valladolid;47186;4718608017;2023;2,2;26
Valladolid;47186;4718608018;2021;2,4;26,2
Valladolid;47186;4718608018;2022;2,3;26,4
Valladolid;47186;4718608018;2023;2,4;26,5
Valladolid;47186;4718608020;2021;2,3;26,4
Valladolid;47186;4718608020;2022;2,2;27,2
Valladolid;47186;4718608020;2023;2,4;27,2
Valladolid;47186;4718608021;2021;2,2;25,3
Valladolid;47186;4718608021;2022;2,3;25,8
Valladolid;47186;4718608021;2023;2,1;25,4
Valladolid;47186;4718608023;2021;2,3;25,9
Valladolid;47186;4718608023;2022;2,4;26,7
Valladolid;47186;4718608023;2023;2,2;25,9
Valladolid;47186;4718608024;2021;2,1;24,1
Valladolid;47186;4718608024;2022;2,1;22,8
Valladolid;47186;4718608024;2023;2,1;23,3
Valladolid;47186;4718608025;2021;2,2;24,3
Valladolid;47186;4718608025;2022;2,1;23,3
Valladolid;47186;4718608025;2023;2,3;24,7
Valladolid;47186;4718608026;2021;2,3;27
Valladolid;47186;4718608026;2022;2,5;27,2
Valladolid;47186;4718608026;2023;2,4;27,7
Valladolid;47186;4718608027;2021;2,3;25,3
Valladolid;47186;4718608027;2022;2,2;26,5
Valladolid;47186;4718608027;2023;2,3;26,2
Valladolid;47186;4718608028;2021;2,2;25,6
Valladolid;47186;4718608028;2022;2,2;25,4
Valladolid;47186;4718608028;2023;2,3;26,3
Valladolid;47186;4718608030;2021;2,3;25
Valladolid;47186;4718608030;2022;2,3;26
Valladolid;47186;4718608030;2023;2,3;26,1
Valladolid;47186;4718608031;2021;2,3;26,6
Valladolid;47186;4718608031;2022;2,4;27,6
Valladolid;47186;4718608031;2023;2,5;27,7
Valladolid;47186;4718608032;2021;2,5;28,5
Valladolid;47186;4718608032;2022;2,8;30,3
Valladolid;47186;4718608032;2023;2,8;29,4
Valladolid;47186;4718608033;2021;3,4;34,8
Valladolid;47186;4718608033;2022;3,6;35,8
Valladolid;47186;4718608033;2023;3,5;34,3
Valladolid;47186;4718608034;2021;2,5;29,3
Valladolid;47186;4718608034;2022;2,6;30,2
Valladolid;47186;4718608034;2023;2,9;32,3
Valladolid;47186;4718608035;2021;2,1;24,9
Valladolid;47186;4718608035;2022;2,1;23,9
Valladolid;47186;4718608035;2023;2,1;22,7
Valladolid;47186;4718608036;2021;2;23,2
Valladolid;47186;4718608036;2022;2;22,5
Valladolid;47186;4718608036;2023;2;21,8
Valladolid;47186;4718608037;2021;2,2;25,8
Valladolid;47186;4718608037;2022;2,2;26,1
Valladolid;47186;4718608037;2023;2,4;27,7
Valladolid;47186;4718608038;2021;2,1;24,3
Valladolid;47186;4718608038;2022;2,1;25,6
Valladolid;47186;4718608038;2023;2,2;26,9
Valladolid;47186;4718608039;2021;2,1;22,2
Valladolid;47186;4718608039;2022;2,1;22,7
Valladolid;47186;4718608039;2023;1,9;20,5
Valladolid;47186;4718609001;2021;2,8;29,7
Valladolid;47186;4718609001;2022;2,8;30,2
Valladolid;47186;4718609001;2023;2,7;30,9
Valladolid;47186;4718609002;2021;2,6;31,4
Valladolid;47186;4718609002;2022;2,6;31,2
Valladolid;47186;4718609002;2023;2,7;31,1
Valladolid;47186;4718609003;2021;2,4;28,2
Valladolid;47186;4718609003;2022;2,5;28,8
Valladolid;47186;4718609003;2023;2,4;28
Valladolid;47186;4718609004;2021;2,3;28,4
Valladolid;47186;4718609004;2022;2,5;28,6
Valladolid;47186;4718609004;2023;2,4;27,8
Valladolid;47186;4718609006;2021;2,4;27,9
Valladolid;47186;4718609006;2022;2,6;29,7
Valladolid;47186;4718609006;2023;2,5;28,8
Valladolid;47186;4718609007;2021;2,5;28,1
Valladolid;47186;4718609007;2022;2,5;28,4
Valladolid;47186;4718609007;2023;2,6;28,9
Valladolid;47186;4718609009;2021;2,9;35,2
Valladolid;47186;4718609009;2022;2,8;34,5
Valladolid;47186;4718609009;2023;2,7;33,6
Valladolid;47186;4718609010;2021;2,4;28
Valladolid;47186;4718609010;2022;2,6;29,8
Valladolid;47186;4718609010;2023;2,4;30
Valladolid;47186;4718609011;2021;2,7;29,9
Valladolid;47186;4718609011;2022;2,6;30
Valladolid;47186;4718609011;2023;2,5;30,4
Valladolid;47186;4718610001;2021;2,4;26,7
Valladolid;47186;4718610001;2022;2,3;26,3
Valladolid;47186;4718610001;2023;2,4;27,5
Valladolid;47186;4718610002;2021;2,2;25,5
Valladolid;47186;4718610002;2022;2,2;26,6
Valladolid;47186;4718610002;2023;2,4;26,8
Valladolid;47186;4718610003;2021;2,2;27,1
Valladolid;47186;4718610003;2022;2,2;27,2
Valladolid;47186;4718610003;2023;2,2;26,2
Valladolid;47186;4718610004;2021;2;23
Valladolid;47186;4718610004;2022;2,1;23,1
Valladolid;47186;4718610004;2023;2,1;24,3
Valladolid;47186;4718610005;2021;2;24,6
Valladolid;47186;4718610005;2022;2;23,4
Valladolid;47186;4718610005;2023;2;23,1
Valladolid;47186;4718610006;2021;2,3;27,6
Valladolid;47186;4718610006;2022;2,4;27,3
Valladolid;47186;4718610006;2023;2,1;26,7
Valladolid;47186;4718610007;2021;2,4;27,1
Valladolid;47186;4718610007;2022;2,4;27,5
Valladolid;47186;4718610007;2023;2,3;27
Valladolid;47186;4718610008;2021;2,4;28,7
Valladolid;47186;4718610008;2022;2,4;27,5
Valladolid;47186;4718610008;2023;2,3;26,6
Valladolid;47186;4718610009;2021;2,5;31,3
Valladolid;47186;4718610009;2022;2,5;30,7
Valladolid;47186;4718610009;2023;2,6;30,4
Valladolid;47186;4718610010;2021;2,5;28,5
Valladolid;47186;4718610010;2022;2,4;31
Valladolid;47186;4718610010;2023;2,3;28,3
