Provincia;CMuni;CUSEC;Periodo;Media_de_la_renta_por_unidad_de_consumo;Mediana_de_la_renta_por_unidad_de_consumo;Renta_bruta_media_por_hogar;Renta_bruta_media_por_persona;Renta_neta_media_por_hogar;Renta_neta_media_por_persona
Avila;05238;0523801001;2021;16673;15750;28732;13450;25298;11842
Avila;05238;0523801001;2022;17354;15750;29731;14113;26036;12359
Avila;05238;0523801001;2023;18930;17850;32275;15679;28230;13714
Avila;05239;0523901001;2021;17343;17150;29930;14397;26239;12621
Avila;05239;0523901001;2022;18661;17850;32977;15550;28596;13484
Avila;05239;0523901001;2023;20164;18550;36594;17087;31114;14528
Avila;05240;0524001001;2021;14156;12250;26185;11081;22792;9645
Avila;05240;0524001001;2022;15015;13650;27911;11742;24148;10159
Avila;05240;0524001001;2023;15772;13650;29869;12536;25835;10843
Avila;05240;0524002001;2021;13384;11550;25245;10349;22185;9095
Avila;05240;0524002001;2022;14311;12950;26761;11155;23372;9743
Avila;05240;0524002001;2023;15294;14350;29615;12186;25771;10605
Avila;05241;0524101001;2021;14924;12950;26831;12467;23103;10735
Avila;05241;0524101001;2022;15372;13650;27374;12676;23631;10943
Avila;05241;0524101001;2023;16109;14350;29090;13530;25140;11692
Avila;05241;0524101002;2021;13571;12250;25835;10464;22827;9246
Avila;05241;0524101002;2022;14165;12250;27261;11083;23993;9754
Avila;05241;0524101002;2023;15137;13650;29216;11919;25701;10485
Avila;05242;0524201001;2021;17717;15750;35483;12937;31192;11373
Avila;05242;0524201001;2022;19000;17850;37328;14145;32480;12308
Avila;05242;0524201001;2023;19884;18550;39378;15028;34297;13089
Avila;05243;0524301001;2021;;;26888;14274;23577;12516
Avila;05243;0524301001;2022;;;28445;15360;24792;13387
Avila;05243;0524301001;2023;;;30618;16653;26544;14437
Avila;05244;0524401001;2021;;;26888;14274;23577;12516
Avila;05244;0524401001;2022;;;25142;14063;22227;12433
Avila;05244;0524401001;2023;;;26695;15122;23630;13386
Avila;05245;0524501001;2021;19554;18550;37383;15251;32153;13118
Avila;05245;0524501001;2022;19901;19950;38674;15825;32795;13420
Avila;05245;0524501001;2023;20842;20650;41842;16502;35472;13990
Avila;05246;0524601001;2021;;;26888;14274;23577;12516
Avila;05246;0524601001;2022;;;25142;14063;22227;12433
Avila;05246;0524601001;2023;;;26695;15122;23630;13386
Avila;05247;0524701001;2021;13739;10850;22188;11235;20186;10222
Avila;05247;0524701001;2022;15107;13650;23726;12392;21390;11173
Avila;05247;0524701001;2023;16009;15050;25633;13363;22901;11939
Avila;05249;0524901001;2021;;;26888;14274;23577;12516
Avila;05249;0524901001;2022;16417;15050;24665;14427;21681;12681
Avila;05249;0524901001;2023;17086;14350;25979;15482;22485;13400
Avila;05251;0525101001;2021;;;26888;14274;23577;12516
Avila;05251;0525101001;2022;;;28445;15360;24792;13387
Avila;05251;0525101001;2023;;;30618;16653;26544;14437
Avila;05252;0525201001;2021;;;26888;14274;23577;12516
Avila;05252;0525201001;2022;;;28445;15360;24792;13387
Avila;05252;0525201001;2023;;;30618;16653;26544;14437
Avila;05253;0525301001;2021;;;26888;14274;23577;12516
Avila;05253;0525301001;2022;;;33547;16581;28680;14175
Avila;05253;0525301001;2023;;;35976;18005;30364;15197
Avila;05254;0525401001;2021;15420;13650;28714;12076;25392;10679
Avila;05254;0525401001;2022;16598;13650;31350;13075;26924;11229
Avila;05254;0525401001;2023;16582;12950;33214;13595;28558;11689
Avila;05256;0525601001;2021;20859;19600;34997;17162;30562;14987
Avila;05256;0525601001;2022;23114;23450;38551;19653;33041;16844
Avila;05256;0525601001;2023;;;30618;16653;26544;14437
Avila;05257;0525701001;2021;19497;15750;33438;16358;28653;14017
Avila;05257;0525701001;2022;22087;15050;37178;18017;31304;15170
Avila;05257;0525701001;2023;20957;15750;35924;18373;30045;15367
Avila;05258;0525801001;2021;16051;15400;24878;15058;20744;12556
Avila;05258;0525801001;2022;18046;17850;28840;15685;24969;13580
Avila;05258;0525801001;2023;18975;19250;29803;17031;25769;14725
Avila;05259;0525901001;2021;17876;16100;33956;14095;29845;12389
Avila;05259;0525901001;2022;;;33547;16581;28680;14175
Avila;05259;0525901001;2023;;;35976;18005;30364;15197
Avila;05260;0526001001;2021;18025;15750;30990;15069;26733;12999
Avila;05260;0526001001;2022;18887;13650;31607;15954;27010;13634
Avila;05260;0526001001;2023;20475;16450;33159;17728;28245;15101
Avila;05261;0526101001;2021;;;26888;14274;23577;12516
Avila;05261;0526101001;2022;;;25142;14063;22227;12433
Avila;05261;0526101001;2023;;;26695;15122;23630;13386
Avila;05262;0526201001;2021;16907;14350;29054;14393;25575;12669
Avila;05262;0526201001;2022;16528;15050;27196;13556;23805;11866
Avila;05262;0526201001;2023;17672;15750;29291;15026;25621;13143
Avila;05263;0526301001;2021;16619;15050;27194;13776;23887;12101
Avila;05263;0526301001;2022;18080;17850;29584;14987;25725;13032
Avila;05263;0526301001;2023;18777;17850;32291;16248;27828;14003
Avila;05264;0526401001;2021;;;26888;14274;23577;12516
Avila;05264;0526401001;2022;;;33547;16581;28680;14175
Avila;05264;0526401001;2023;;;35976;18005;30364;15197
Avila;05265;0526501001;2021;;;26888;14274;23577;12516
Avila;05265;0526501001;2022;;;28445;15360;24792;13387
Avila;05265;0526501001;2023;;;30618;16653;26544;14437
Avila;05266;0526601001;2021;;;26888;14274;23577;12516
Avila;05266;0526601001;2022;;;28445;15360;24792;13387
Avila;05266;0526601001;2023;;;30618;16653;26544;14437
Avila;05267;0526701001;2021;;;26888;14274;23577;12516
Avila;05267;0526701001;2022;;;24722;13269;21557;11570
Avila;05267;0526701001;2023;;;27780;15319;23964;13215
Avila;05901;0590101001;2021;18570;16450;28551;16808;24576;14468
Avila;05901;0590101001;2022;19418;16450;30061;17300;25528;14692
Avila;05901;0590101001;2023;20150;17850;30371;18250;26112;15690
Avila;05902;0590201001;2021;18786;17850;34437;15157;30067;13233
Avila;05902;0590201001;2022;20588;19950;39544;16840;33444;14243
Avila;05902;0590201001;2023;23184;22050;46166;19053;38648;15950
Avila;05903;0590301001;2021;14141;13650;20382;12369;18312;11113
Avila;05903;0590301001;2022;14408;13650;20564;12376;18703;11256
Avila;05903;0590301001;2023;15862;15050;22540;13609;20510;12384
Avila;05904;0590401001;2021;15638;12950;22942;13892;19805;11992
Avila;05904;0590401001;2022;15912;12950;23809;13926;20740;12131
Avila;05904;0590401001;2023;17204;15750;26620;15765;22782;13493
Avila;05905;0590501001;2021;19229;16800;29895;17937;25188;15113
Avila;05905;0590501001;2022;19585;17500;29551;18437;25153;15693
Avila;05905;0590501001;2023;21175;18900;32999;20249;27392;16809
Burgos;09001;0900101001;2021;;;37162;18988;31350;16018
Burgos;09001;0900101001;2022;;;36356;18880;30486;15831
Burgos;09001;0900101001;2023;;;38796;20239;32423;16914
Burgos;09003;0900301001;2021;17219;17150;30809;13990;26752;12148
Burgos;09003;0900301001;2022;18437;18550;32358;15100;27843;12993
Burgos;09003;0900301001;2023;19420;17850;35550;16191;30658;13963
Burgos;09006;0900601001;2021;;;37162;18988;31350;16018
Burgos;09006;0900601001;2022;;;36356;18880;30486;15831
Burgos;09006;0900601001;2023;;;38796;20239;32423;16914
Burgos;09007;0900701001;2021;;;37162;18988;31350;16018
Burgos;09007;0900701001;2022;;;36356;18880;30486;15831
Burgos;09007;0900701001;2023;;;38796;20239;32423;16914
Burgos;09009;0900901001;2021;22225;22050;46945;17924;38368;14650
Burgos;09009;0900901001;2022;23746;21350;49661;18791;40731;15412
Burgos;09009;0900901001;2023;26600;25550;57342;22670;45417;17956
Burgos;09010;0901001001;2021;;;37162;18988;31350;16018
Burgos;09010;0901001001;2022;;;36356;18880;30486;15831
Burgos;09010;0901001001;2023;;;38796;20239;32423;16914
Burgos;09011;0901101001;2021;;;37162;18988;31350;16018
Burgos;09011;0901101001;2022;;;30004;15811;25239;13300
Burgos;09011;0901101001;2023;;;31270;16988;26562;14430
Burgos;09012;0901201001;2021;16628;17150;28460;13682;24329;11696
Burgos;09012;0901201001;2022;;;30004;15811;25239;13300
Burgos;09012;0901201001;2023;18430;17150;31959;16141;27431;13854
Burgos;09013;0901301001;2021;;;37162;18988;31350;16018
Burgos;09013;0901301001;2022;;;36356;18880;30486;15831
Burgos;09013;0901301001;2023;;;38796;20239;32423;16914
Burgos;09014;0901401001;2021;20786;17150;32904;17463;27986;14853
Burgos;09014;0901401001;2022;19604;18900;32366;16683;27399;14123
Burgos;09014;0901401001;2023;21815;19950;35985;19111;30258;16069
Burgos;09016;0901601001;2021;19968;17850;36317;15564;30499;13071
Burgos;09016;0901601001;2022;18719;17850;33672;15253;27650;12525
Burgos;09016;0901601001;2023;22374;22050;42579;18880;34421;15262
Burgos;09017;0901701001;2021;14679;12250;31000;12400;26843;10737
Burgos;09017;0901701001;2022;14415;12250;29111;12066;25370;10515
Burgos;09017;0901701001;2023;16358;12950;34259;14425;29253;12317
Burgos;09018;0901801001;2021;22935;21350;47854;18537;38481;14906
Burgos;09018;0901801001;2022;24173;22050;51034;19887;40773;15889
Burgos;09018;0901801001;2023;24836;22750;52355;20701;41836;16542
Burgos;09018;0901801002;2021;20719;19250;40362;17087;33205;14057
Burgos;09018;0901801002;2022;21902;19950;42543;18399;34803;15052
Burgos;09018;0901801002;2023;23256;21350;44901;19691;36612;16056
Burgos;09018;0901801003;2021;18582;17150;37033;15274;31188;12863
Burgos;09018;0901801003;2022;19836;17850;40440;16917;33843;14157
Burgos;09018;0901801003;2023;19864;18550;40198;16702;33637;13975
Burgos;09018;0901801004;2021;18501;17850;37071;15167;31303;12807
Burgos;09018;0901801004;2022;19701;19250;38573;16333;32339;13693
Burgos;09018;0901801004;2023;20052;19950;39541;16777;33200;14086
Burgos;09018;0901801005;2021;19065;17850;38757;15429;32396;12897
Burgos;09018;0901801005;2022;19663;19250;40530;16106;33552;13333
Burgos;09018;0901801005;2023;20874;19950;42475;17212;35152;14245
Burgos;09018;0901801006;2021;16804;15750;33283;13238;28667;11402
Burgos;09018;0901801006;2022;17537;16450;34989;13954;29800;11884
Burgos;09018;0901801006;2023;18788;17850;37503;14966;31880;12722
Burgos;09018;0901801007;2021;21280;20650;43230;17704;35492;14535
Burgos;09018;0901801007;2022;22431;21350;44566;18849;36522;15447
Burgos;09018;0901801007;2023;23712;22050;47599;20233;38820;16501
Burgos;09018;0901801008;2021;21720;19950;42908;17636;35524;14601
Burgos;09018;0901801008;2022;23143;20650;45969;19293;37811;15870
Burgos;09018;0901801008;2023;23838;21350;47655;20036;39041;16414
Burgos;09018;0901801009;2021;20699;19250;41686;17006;34635;14129
Burgos;09018;0901801009;2022;21301;19950;43024;17810;35545;14714
Burgos;09018;0901801009;2023;22293;20650;45020;18809;36957;15441
Burgos;09018;0901802001;2021;23662;21350;45840;19536;37407;15942
Burgos;09018;0901802001;2022;24448;21350;47959;20518;38440;16446
Burgos;09018;0901802001;2023;24021;22050;47725;20413;38582;16502
Burgos;09018;0901802002;2021;19144;17850;37863;15605;31667;13051
Burgos;09018;0901802002;2022;20225;18550;40304;16755;33297;13842
Burgos;09018;0901802002;2023;21592;19250;42856;18208;35314;15004
Burgos;09018;0901802003;2021;23070;19950;45131;19865;36884;16235
Burgos;09018;0901802003;2022;23633;20650;46843;20724;37510;16595
Burgos;09018;0901802003;2023;25079;21350;49427;22136;39912;17874
Burgos;09018;0901802004;2021;17942;15750;35706;14479;29795;12082
Burgos;09018;0901802004;2022;18552;16450;37537;15245;30999;12589
Burgos;09018;0901802004;2023;19349;17150;39355;16029;32594;13276
Burgos;09018;0901802005;2021;19923;19250;37973;16066;31731;13426
Burgos;09018;0901802005;2022;21469;20650;41673;17546;34428;14496
Burgos;09018;0901802005;2023;23264;21350;45940;19229;37621;15747
Burgos;09018;0901803001;2021;14970;13650;28944;11955;25183;10402
Burgos;09018;0901803001;2022;15745;14350;30682;12518;26601;10853
Burgos;09018;0901803001;2023;16141;14350;32102;13021;27763;11261
Burgos;09018;0901803002;2021;15450;14350;27994;12157;24801;10770
Burgos;09018;0901803002;2022;15875;15050;29446;12532;25799;10980
Burgos;09018;0901803002;2023;16665;15050;31092;13363;27103;11649
Burgos;09018;0901803003;2021;14952;12950;28504;12099;24856;10550
Burgos;09018;0901803003;2022;15932;14350;31612;12652;27250;10906
Burgos;09018;0901803003;2023;16764;15050;32994;13584;28304;11653
Burgos;09018;0901803004;2021;17977;16450;33745;14773;28465;12461
Burgos;09018;0901803004;2022;18929;17850;35946;15688;30015;13099
Burgos;09018;0901803004;2023;19821;18550;37766;16532;31657;13857
Burgos;09018;0901803005;2021;22243;19950;44434;18398;36082;14940
Burgos;09018;0901803005;2022;22858;20650;45098;19141;36519;15500
Burgos;09018;0901803005;2023;25018;22750;50433;21228;40364;16990
Burgos;09018;0901803006;2021;18222;17150;35478;14715;30388;12604
Burgos;09018;0901803006;2022;18998;17850;37167;15407;31672;13130
Burgos;09018;0901803006;2023;19642;17850;38082;16048;32424;13664
Burgos;09018;0901803007;2021;18258;17150;35261;14658;30177;12545
Burgos;09018;0901803007;2022;18887;17850;36504;15392;31114;13119
Burgos;09018;0901803007;2023;19493;17850;38024;15903;32696;13674
Burgos;09018;0901803008;2021;18550;17150;37861;15259;31718;12783
Burgos;09018;0901803008;2022;19134;18550;38244;15891;31808;13217
Burgos;09018;0901803008;2023;20503;19250;40331;17143;33441;14215
Burgos;09019;0901901001;2021;20406;18550;34279;17140;29749;14874
Burgos;09019;0901901001;2022;20816;19950;36204;17638;31159;15180
Burgos;09019;0901901001;2023;22409;20650;37662;19075;32159;16288
Burgos;09020;0902001001;2021;17473;15750;30660;14494;26395;12478
Burgos;09020;0902001001;2022;18479;15750;32271;15546;27584;13289
Burgos;09020;0902001001;2023;18811;16800;32945;16103;27892;13634
Burgos;09021;0902101001;2021;;;37162;18988;31350;16018
Burgos;09021;0902101001;2022;;;34406;19531;28934;16425
Burgos;09021;0902101001;2023;;;37518;21516;31518;18076
Burgos;09022;0902201001;2021;;;37162;18988;31350;16018
Burgos;09022;0902201001;2022;;;34406;19531;28934;16425
Burgos;09022;0902201001;2023;;;37518;21516;31518;18076
Burgos;09023;0902301001;2021;21576;19950;46249;16616;38114;13694
Burgos;09023;0902301001;2022;22710;21350;48946;17779;39989;14525
Burgos;09023;0902301001;2023;23955;22050;52561;19092;42694;15508
Burgos;09024;0902401001;2021;20725;18550;41479;16733;35039;14135
Burgos;09024;0902401001;2022;19753;17850;38210;15591;32294;13177
Burgos;09024;0902401001;2023;21632;20650;42344;17964;36135;15330
Burgos;09025;0902501001;2021;17660;15750;26937;16363;23092;14028
Burgos;09025;0902501001;2022;18979;15750;29182;16936;24854;14424
Burgos;09025;0902501001;2023;19635;18550;30086;18160;25698;15512
Burgos;09026;0902601001;2021;22679;21350;37386;20973;31118;17456
Burgos;09026;0902601001;2022;24004;22050;40437;21298;33664;17730
Burgos;09026;0902601001;2023;25963;24150;43173;23756;35736;19663
Burgos;09027;0902701001;2021;;;37162;18988;31350;16018
Burgos;09027;0902701001;2022;;;36356;18880;30486;15831
Burgos;09027;0902701001;2023;;;38796;20239;32423;16914
Burgos;09029;0902901001;2021;22557;22050;35619;19767;29956;16624
Burgos;09029;0902901001;2022;23315;22050;37222;20886;30830;17299
Burgos;09029;0902901001;2023;24667;23800;41087;22411;33872;18475
Burgos;09030;0903001001;2021;23899;22050;40620;19713;34217;16605
Burgos;09030;0903001001;2022;22890;22750;39878;19191;32836;15802
Burgos;09030;0903001001;2023;24227;23450;42824;20890;35556;17344
Burgos;09032;0903201001;2021;;;37162;18988;31350;16018
Burgos;09032;0903201001;2022;22015;20650;37093;19097;31378;16155
Burgos;09032;0903201001;2023;;;42855;21925;35559;18192
Burgos;09033;0903301001;2021;;;37162;18988;31350;16018
Burgos;09033;0903301001;2022;;;39911;20014;32955;16526
Burgos;09033;0903301001;2023;;;42855;21925;35559;18192
Burgos;09034;0903401001;2021;21957;18900;41640;18110;34926;15190
Burgos;09034;0903401001;2022;23091;20650;45138;19154;37484;15906
Burgos;09034;0903401001;2023;24351;19950;48027;19879;40386;16716
Burgos;09035;0903501001;2021;17342;15750;33211;14005;28773;12133
Burgos;09035;0903501001;2022;17872;16450;33564;14204;29284;12393
Burgos;09035;0903501001;2023;18696;17150;35077;15159;30224;13062
Burgos;09036;0903601001;2021;;;37162;18988;31350;16018
Burgos;09036;0903601001;2022;;;36356;18880;30486;15831
Burgos;09036;0903601001;2023;;;38796;20239;32423;16914
Burgos;09037;0903701001;2021;21316;19950;36295;18832;30729;15944
Burgos;09037;0903701001;2022;23504;23450;42556;20460;36060;17337
Burgos;09037;0903701001;2023;24645;25550;43097;21766;36617;18493
Burgos;09038;0903801001;2021;23799;18550;43222;20340;34487;16229
Burgos;09038;0903801001;2022;23551;18550;41055;20527;32627;16313
Burgos;09038;0903801001;2023;25855;21000;45468;22734;35810;17905
Burgos;09039;0903901001;2021;;;37162;18988;31350;16018
Burgos;09039;0903901001;2022;;;34406;19531;28934;16425
Burgos;09039;0903901001;2023;;;37518;21516;31518;18076
Burgos;09041;0904101001;2021;;;37162;18988;31350;16018
Burgos;09041;0904101001;2022;;;43630;19440;36206;16132
Burgos;09041;0904101001;2023;;;46396;20893;38433;17307
Burgos;09043;0904301001;2021;22375;18900;35460;20497;29609;17115
Burgos;09043;0904301001;2022;20188;17150;31213;18591;26037;15509
Burgos;09043;0904301001;2023;22627;19250;35997;20661;29954;17192
Burgos;09044;0904401001;2021;;;37162;18988;31350;16018
Burgos;09044;0904401001;2022;;;37811;20462;31727;17169
Burgos;09044;0904401001;2023;;;38199;21025;31992;17609
Burgos;09045;0904501001;2021;19874;19250;34580;16512;29626;14147
Burgos;09045;0904501001;2022;20227;19950;35346;16956;30035;14409
Burgos;09045;0904501001;2023;21520;21350;38616;18638;32675;15770
Burgos;09046;0904601001;2021;;;37162;18988;31350;16018
Burgos;09046;0904601001;2022;;;36356;18880;30486;15831
Burgos;09046;0904601001;2023;;;38796;20239;32423;16914
Burgos;09047;0904701001;2021;;;37162;18988;31350;16018
Burgos;09047;0904701001;2022;;;43630;19440;36206;16132
Burgos;09047;0904701001;2023;;;46396;20893;38433;17307
Burgos;09048;0904801001;2021;18294;16450;34645;15001;29460;12756
Burgos;09048;0904801001;2022;18638;17150;35586;15468;30184;13120
Burgos;09048;0904801001;2023;20223;17850;37965;16902;32056;14271
Burgos;09048;0904801002;2021;17896;15750;30417;15290;25851;12995
Burgos;09048;0904801002;2022;18731;16450;31720;16003;26822;13532
Burgos;09048;0904801002;2023;19177;17150;33942;16458;28507;13823
Burgos;09050;0905001001;2021;;;37162;18988;31350;16018
Burgos;09050;0905001001;2022;;;30004;15811;25239;13300
Burgos;09050;0905001001;2023;;;31270;16988;26562;14430
Burgos;09051;0905101001;2021;19841;18550;36131;16676;30566;14107
Burgos;09051;0905101001;2022;21585;19250;38937;17940;32669;15052
Burgos;09051;0905101001;2023;23280;19250;44146;19669;36553;16286
Burgos;09052;0905201001;2021;;;37162;18988;31350;16018
Burgos;09052;0905201001;2022;;;36356;18880;30486;15831
Burgos;09052;0905201001;2023;;;38796;20239;32423;16914
Burgos;09054;0905401001;2021;;;37162;18988;31350;16018
Burgos;09054;0905401001;2022;21700;22050;38851;17483;33773;15198
Burgos;09054;0905401001;2023;23224;23450;42193;19338;35805;16411
Burgos;09055;0905501001;2021;;;37162;18988;31350;16018
Burgos;09055;0905501001;2022;;;37671;17343;32022;14742
Burgos;09055;0905501001;2023;;;40830;19375;34206;16232
Burgos;09056;0905601001;2021;17806;16450;34001;14636;28694;12352
Burgos;09056;0905601001;2022;18660;17150;35054;15512;29489;13050
Burgos;09056;0905601001;2023;19390;17150;37002;16242;30970;13594
Burgos;09056;0905601002;2021;18162;17150;33687;15038;28466;12707
Burgos;09056;0905601002;2022;19007;17850;34856;15735;29302;13228
Burgos;09056;0905601002;2023;19803;18550;37142;16826;30952;14022
Burgos;09056;0905601003;2021;16724;14350;29822;13654;25925;11870
Burgos;09056;0905601003;2022;16517;15050;29640;13641;25578;11771
Burgos;09056;0905601003;2023;17809;16450;32299;14965;27825;12892
Burgos;09056;0905601004;2021;19143;17150;36486;15722;30693;13225
Burgos;09056;0905601004;2022;19403;17850;36599;15995;30779;13452
Burgos;09056;0905601004;2023;20835;19250;40557;17489;33590;14484
Burgos;09057;0905701001;2021;21159;18200;38508;17840;31881;14770
Burgos;09057;0905701001;2022;22921;22750;42845;19962;34893;16257
Burgos;09057;0905701001;2023;22926;21350;43301;20484;35171;16638
Burgos;09058;0905801001;2021;19382;18550;38565;15516;32398;13035
Burgos;09058;0905801001;2022;20594;19950;41233;16772;34211;13915
Burgos;09058;0905801001;2023;22119;21350;44776;18236;36802;14989
Burgos;09059;0905901001;2021;30036;19250;55890;28481;41955;21380
Burgos;09059;0905901001;2022;23299;19950;41683;21592;21962;11376
Burgos;09059;0905901001;2023;25832;19950;46803;23944;36341;18592
Burgos;09059;0905901002;2021;19926;18550;35143;17382;28896;14292
Burgos;09059;0905901002;2022;21752;19250;37499;18671;30621;15247
Burgos;09059;0905901002;2023;22760;19950;40613;20278;33013;16483
Burgos;09059;0905902001;2021;27331;20650;53294;24813;40564;18886
Burgos;09059;0905902001;2022;29883;22050;60136;27827;44442;20565
Burgos;09059;0905902001;2023;35702;23450;69352;32416;51598;24118
Burgos;09059;0905902002;2021;30781;26250;60177;27703;47186;21723
Burgos;09059;0905902002;2022;32978;27650;65528;30297;51169;23658
Burgos;09059;0905902002;2023;36014;29050;72302;32797;55647;25242
Burgos;09059;0905902003;2021;23202;20650;42656;20601;34562;16692
Burgos;09059;0905902003;2022;25042;21350;47460;21875;38474;17733
Burgos;09059;0905902003;2023;24549;22050;46751;22006;37914;17847
Burgos;09059;0905902004;2021;26004;22050;45986;23812;35978;18630
Burgos;09059;0905902004;2022;31780;24150;56915;29556;42795;22224
Burgos;09059;0905902004;2023;30521;25550;54824;28096;43253;22166
Burgos;09059;0905902005;2021;29620;24850;60007;26133;47024;20479
Burgos;09059;0905902005;2022;32240;27650;64399;28697;50343;22433
Burgos;09059;0905902005;2023;35771;29050;72878;32536;55248;24665
Burgos;09059;0905903001;2021;26530;23450;52165;23359;40550;18158
Burgos;09059;0905903001;2022;28863;25550;56947;26283;43833;20231
Burgos;09059;0905903001;2023;30129;28350;61214;27522;47472;21343
Burgos;09059;0905903002;2021;26496;22750;53710;22993;42314;18114
Burgos;09059;0905903002;2022;28874;24150;57704;25139;45563;19849
Burgos;09059;0905903002;2023;30738;24850;63592;27226;49286;21101
Burgos;09059;0905903003;2021;18924;17850;34629;15479;29357;13122
Burgos;09059;0905903003;2022;19927;19250;36648;16379;30905;13812
Burgos;09059;0905903003;2023;20438;19950;38055;17325;31942;14542
Burgos;09059;0905903004;2021;16476;15750;29336;13176;25633;11513
Burgos;09059;0905903004;2022;16907;16450;30155;13635;26265;11876
Burgos;09059;0905903004;2023;17540;17150;31712;14506;27420;12542
Burgos;09059;0905903005;2021;21333;19250;45711;16922;37789;13990
Burgos;09059;0905903005;2022;22005;20650;47175;17665;38785;14524
Burgos;09059;0905903005;2023;23532;22050;50447;19239;41128;15685
Burgos;09059;0905903006;2021;19831;18550;37560;16208;31541;13611
Burgos;09059;0905903006;2022;20694;19950;39492;17054;32865;14193
Burgos;09059;0905903006;2023;21812;20650;42015;18169;34810;15053
Burgos;09059;0905903007;2021;23939;21350;46503;20634;37887;16810
Burgos;09059;0905903007;2022;24594;22750;47746;21277;38166;17008
Burgos;09059;0905903007;2023;26397;23450;51156;22929;41067;18407
Burgos;09059;0905903008;2021;19763;18550;39094;15881;32573;13232
Burgos;09059;0905903008;2022;20647;19950;40993;16690;33948;13822
Burgos;09059;0905903008;2023;21460;20650;42450;17648;35096;14591
Burgos;09059;0905903009;2021;19986;19250;40885;16240;33967;13492
Burgos;09059;0905903009;2022;20951;20650;43263;17243;35643;14206
Burgos;09059;0905903009;2023;22215;22050;45987;18495;37730;15174
Burgos;09059;0905903010;2021;19218;18550;39793;15185;33373;12735
Burgos;09059;0905903010;2022;20623;19250;42694;16462;35516;13694
Burgos;09059;0905903010;2023;21561;19950;45293;17619;37461;14572
Burgos;09059;0905903011;2021;20599;19250;39118;16692;32215;13747
Burgos;09059;0905903011;2022;21364;20650;40789;17457;33407;14298
Burgos;09059;0905903011;2023;22619;21350;44245;18863;36014;15353
Burgos;09059;0905904001;2021;16780;15750;31028;13862;26566;11869
Burgos;09059;0905904001;2022;17776;17150;33028;14676;28318;12583
Burgos;09059;0905904001;2023;18578;17850;34020;15751;28927;13392
Burgos;09059;0905904002;2021;18995;17850;34083;16100;29028;13712
Burgos;09059;0905904002;2022;20975;19950;37296;17904;31647;15193
Burgos;09059;0905904002;2023;21733;19950;38327;18674;32491;15830
Burgos;09059;0905904003;2021;17669;16450;30235;15443;25187;12865
Burgos;09059;0905904003;2022;17801;17150;31036;15456;26076;12986
Burgos;09059;0905904003;2023;18730;17850;34005;16360;28548;13734
Burgos;09059;0905904004;2021;18075;16450;29966;16119;25026;13461
Burgos;09059;0905904004;2022;19036;15750;31275;17108;25859;14146
Burgos;09059;0905904004;2023;20739;18550;34605;18657;28775;15514
Burgos;09059;0905905001;2021;20866;19250;38937;17547;32552;14670
Burgos;09059;0905905001;2022;21306;19950;40908;18182;33931;15080
Burgos;09059;0905905001;2023;22972;21350;43127;19858;35741;16457
Burgos;09059;0905905002;2021;23334;20650;42806;20105;35081;16477
Burgos;09059;0905905002;2022;24105;21350;45679;20936;37014;16965
Burgos;09059;0905905002;2023;24586;22050;47380;21340;38510;17345
Burgos;09059;0905905003;2021;20435;19250;38841;16909;32954;14346
Burgos;09059;0905905003;2022;20713;19950;39369;17253;33553;14704
Burgos;09059;0905905003;2023;22706;22050;42999;19076;36718;16290
Burgos;09059;0905905004;2021;20241;18550;37556;17134;31163;14217
Burgos;09059;0905905004;2022;21376;19950;39770;18071;33264;15115
Burgos;09059;0905905004;2023;22278;20650;41426;19363;34436;16096
Burgos;09059;0905905005;2021;20001;18550;35576;17265;29801;14462
Burgos;09059;0905905005;2022;21284;19250;38075;18571;31677;15450
Burgos;09059;0905905005;2023;22225;19950;40475;19543;33530;16190
Burgos;09059;0905905006;2021;34623;30450;68609;30579;53111;23672
Burgos;09059;0905905006;2022;39147;31850;83514;37494;56746;25476
Burgos;09059;0905905006;2023;37557;33250;77700;34971;59489;26774
Burgos;09059;0905905007;2021;29961;26950;59573;26385;47656;21107
Burgos;09059;0905905007;2022;30758;27650;60507;27414;48098;21792
Burgos;09059;0905905007;2023;32598;29050;62864;29355;49937;23319
Burgos;09059;0905905008;2021;23218;20650;41674;19894;34733;16581
Burgos;09059;0905905008;2022;24674;22750;43822;21171;36435;17603
Burgos;09059;0905905008;2023;25786;23450;45948;22518;37920;18584
Burgos;09059;0905905009;2021;20166;19250;36737;16949;31017;14310
Burgos;09059;0905905009;2022;21655;20650;40212;18516;33652;15495
Burgos;09059;0905905009;2023;22266;22050;41669;19335;34587;16049
Burgos;09059;0905905010;2021;21011;18550;40540;17943;33217;14701
Burgos;09059;0905905010;2022;22635;19950;42911;19448;35125;15919
Burgos;09059;0905905010;2023;23076;21350;44225;20051;36175;16401
Burgos;09059;0905905011;2021;24870;23450;51364;20749;42125;17017
Burgos;09059;0905905011;2022;26241;24850;53272;22225;43521;18157
Burgos;09059;0905905011;2023;27268;26250;55272;23537;44771;19066
Burgos;09059;0905905012;2021;22178;20650;41960;18625;35012;15541
Burgos;09059;0905905012;2022;23211;21350;44464;19439;36774;16077
Burgos;09059;0905905012;2023;23965;22050;46562;20181;38598;16729
Burgos;09059;0905905013;2021;20406;19250;36236;16956;30761;14394
Burgos;09059;0905905013;2022;21209;19950;37881;17888;31968;15096
