Provincia;CMuni;CUSEC;Periodo;Media_de_la_renta_por_unidad_de_consumo;Mediana_de_la_renta_por_unidad_de_consumo;Renta_bruta_media_por_hogar;Renta_bruta_media_por_persona;Renta_neta_media_por_hogar;Renta_neta_media_por_persona
Salamanca;37046;3704603002;2021;14509;13650;25281;11511;22492;10241
Salamanca;37046;3704603002;2022;15237;15050;26919;12191;23871;10810
Salamanca;37046;3704603002;2023;16400;15750;29313;13219;25810;11639
Salamanca;37046;3704603003;2021;18702;16450;34388;15814;29134;13398
Salamanca;37046;3704603003;2022;20023;17150;36413;17092;30361;14251
Salamanca;37046;3704603003;2023;21529;18550;40161;18502;33374;15375
Salamanca;37046;3704604001;2021;14084;12950;20934;11460;19192;10506
Salamanca;37046;3704604001;2022;14718;13650;21924;11921;19934;10839
Salamanca;37046;3704604001;2023;15255;14350;23574;12484;21455;11362
Salamanca;37046;3704604002;2021;15875;15050;27729;12579;24754;11229
Salamanca;37046;3704604002;2022;16306;15750;27990;13158;24725;11623
Salamanca;37046;3704604002;2023;17694;17150;30632;14550;26787;12724
Salamanca;37046;3704604003;2021;16818;15050;31592;13688;27176;11775
Salamanca;37046;3704604003;2022;17917;17150;33695;14839;28883;12720
Salamanca;37046;3704604003;2023;19412;18550;36821;16165;31365;13770
Salamanca;37046;3704604004;2021;15825;14350;25710;13000;22904;11581
Salamanca;37046;3704604004;2022;16410;15750;26461;13535;23399;11969
Salamanca;37046;3704604004;2023;17375;16450;29543;14170;26179;12556
Salamanca;37046;3704604005;2021;14358;13650;24409;11667;21735;10389
Salamanca;37046;3704604005;2022;15321;14350;26022;12667;22922;11158
Salamanca;37046;3704604005;2023;16338;15750;28233;13536;24762;11872
Salamanca;37047;3704701001;2021;13807;12250;26925;10820;23323;9373
Salamanca;37047;3704701001;2022;14852;14350;29911;11382;26193;9967
Salamanca;37047;3704701001;2023;15032;12250;29837;11935;25837;10335
Salamanca;37049;3704901001;2021;17729;15050;25556;15583;22163;13514
Salamanca;37049;3704901001;2022;18979;16450;28451;16414;24722;14263
Salamanca;37049;3704901001;2023;22392;19250;33852;20258;28672;17158
Salamanca;37050;3705001001;2021;;;27961;14752;24158;12745
Salamanca;37050;3705001001;2022;;;37895;19000;31468;15778
Salamanca;37050;3705001001;2023;;;38119;19167;31805;15992
Salamanca;37051;3705101001;2021;;;27961;14752;24158;12745
Salamanca;37051;3705101001;2022;;;34950;17334;29407;14585
Salamanca;37051;3705101001;2023;;;37388;18191;31574;15363
Salamanca;37052;3705201001;2021;17509;16450;32865;13922;28194;11943
Salamanca;37052;3705201001;2022;19442;16450;35988;15835;30492;13416
Salamanca;37052;3705201001;2023;19885;17150;37634;16695;31227;13853
Salamanca;37054;3705401001;2021;14570;12950;26003;12114;22823;10633
Salamanca;37054;3705401001;2022;15119;12950;26608;12592;23366;11058
Salamanca;37054;3705401001;2023;15785;14350;27704;13280;24386;11689
Salamanca;37055;3705501001;2021;13295;12250;22822;10143;20615;9162
Salamanca;37055;3705501001;2022;13628;12950;24044;11083;21276;9807
Salamanca;37055;3705501001;2023;13770;12950;24307;10869;22027;9849
Salamanca;37056;3705601001;2021;;;27961;14752;24158;12745
Salamanca;37056;3705601001;2022;;;25161;13605;22167;11986
Salamanca;37056;3705601001;2023;;;25773;13856;23010;12371
Salamanca;37057;3705701001;2021;15279;14000;27006;12241;23614;10704
Salamanca;37057;3705701001;2022;15667;14350;28032;12650;24320;10975
Salamanca;37057;3705701001;2023;16505;14000;29644;13587;25578;11723
Salamanca;37058;3705801001;2021;;;27961;14752;24158;12745
Salamanca;37058;3705801001;2022;;;29605;14850;25932;13008
Salamanca;37058;3705801001;2023;;;32405;16432;28141;14270
Salamanca;37059;3705901001;2021;17405;15050;33511;14080;29207;12272
Salamanca;37059;3705901001;2022;17944;15750;34264;15064;29048;12771
Salamanca;37059;3705901001;2023;19546;17850;34877;16639;29960;14293
Salamanca;37060;3706001001;2021;19868;16450;37210;17019;30840;14106
Salamanca;37060;3706001001;2022;21382;18550;41977;18631;34162;15162
Salamanca;37060;3706001001;2023;22516;19250;45793;20222;36919;16303
Salamanca;37061;3706101001;2021;18950;16450;30728;15569;26106;13227
Salamanca;37061;3706101001;2022;19745;17850;33165;15725;28104;13325
Salamanca;37061;3706101001;2023;20895;17850;35592;18152;30387;15497
Salamanca;37062;3706201001;2021;;;27961;14752;24158;12745
Salamanca;37062;3706201001;2022;;;29453;15938;25225;13650
Salamanca;37062;3706201001;2023;;;36709;19484;30285;16074
Salamanca;37063;3706301001;2021;;;27961;14752;24158;12745
Salamanca;37063;3706301001;2022;;;26870;15315;23242;13247
Salamanca;37063;3706301001;2023;;;29084;16335;25179;14142
Salamanca;37065;3706501001;2021;13436;12250;20030;10976;18300;10029
Salamanca;37065;3706501001;2022;14087;12950;22304;11749;20137;10607
Salamanca;37065;3706501001;2023;15528;14000;25164;13238;22332;11748
Salamanca;37067;3706701001;2021;23437;21350;52176;18820;42329;15268
Salamanca;37067;3706701001;2022;24347;22750;53940;19708;43651;15949
Salamanca;37067;3706701001;2023;26755;24850;60552;22111;48626;17756
Salamanca;37067;3706701002;2021;22839;21350;51845;18370;41857;14831
Salamanca;37067;3706701002;2022;24286;22050;54579;19539;43942;15731
Salamanca;37067;3706701002;2023;25529;23100;57626;20963;46091;16766
Salamanca;37068;3706801001;2021;16930;15050;28312;13559;24988;11967
Salamanca;37068;3706801001;2022;17819;16450;29972;14568;26283;12775
Salamanca;37068;3706801001;2023;18605;16450;32095;15438;28040;13487
Salamanca;37069;3706901001;2021;17025;15750;31027;13677;26887;11852
Salamanca;37069;3706901001;2022;17886;16450;32667;14528;28171;12528
Salamanca;37069;3706901001;2023;18973;16450;35296;15710;30129;13410
Salamanca;37070;3707001001;2021;16142;15750;28413;12994;25011;11438
Salamanca;37070;3707001001;2022;16576;15750;29411;13567;25694;11852
Salamanca;37070;3707001001;2023;17476;16450;31088;14214;27202;12438
Salamanca;37071;3707101001;2021;;;27961;14752;24158;12745
Salamanca;37071;3707101001;2022;;;26870;15315;23242;13247
Salamanca;37071;3707101001;2023;;;29084;16335;25179;14142
Salamanca;37072;3707201001;2021;16280;13650;28879;13829;24585;11773
Salamanca;37072;3707201001;2022;16041;12950;28906;13504;24743;11559
Salamanca;37072;3707201001;2023;15755;13650;27551;13149;24023;11466
Salamanca;37073;3707301001;2021;18520;17150;35089;15060;29730;12759
Salamanca;37073;3707301001;2022;19802;17850;37506;15854;31952;13506
Salamanca;37073;3707301001;2023;20003;18550;37522;16260;31839;13797
Salamanca;37074;3707401001;2021;13990;12950;23067;10893;20938;9887
Salamanca;37074;3707401001;2022;14646;13650;24184;12180;21644;10901
Salamanca;37074;3707401001;2023;16714;13650;27833;13513;24702;11993
Salamanca;37077;3707701001;2021;17971;16450;32414;14722;27936;12688
Salamanca;37077;3707701001;2022;19395;16450;36444;15997;31060;13633
Salamanca;37077;3707701001;2023;18781;17150;32374;15273;28257;13331
Salamanca;37078;3707801001;2021;17406;15400;30064;14424;26169;12555
Salamanca;37078;3707801001;2022;19041;17150;32907;15821;28548;13725
Salamanca;37078;3707801001;2023;19992;18550;34851;16815;30082;14514
Salamanca;37079;3707901001;2021;;;27961;14752;24158;12745
Salamanca;37079;3707901001;2022;;;29453;15938;25225;13650
Salamanca;37079;3707901001;2023;;;36709;19484;30285;16074
Salamanca;37080;3708001001;2021;15950;14350;29926;12451;26268;10929
Salamanca;37080;3708001001;2022;16491;16100;30897;12874;26810;11171
Salamanca;37080;3708001001;2023;17993;17850;34459;14153;29921;12289
Salamanca;37081;3708101001;2021;15831;14350;26563;12638;23528;11195
Salamanca;37081;3708101001;2022;16613;15050;27923;13444;24514;11803
Salamanca;37081;3708101001;2023;17553;16450;29177;14536;25579;12743
Salamanca;37082;3708201001;2021;16334;14350;29128;12702;25905;11297
Salamanca;37082;3708201001;2022;17405;15750;32008;14011;27793;12166
Salamanca;37082;3708201001;2023;18906;17150;35301;15586;30199;13333
Salamanca;37083;3708301001;2021;17249;14350;30602;14099;26505;12212
Salamanca;37083;3708301001;2022;18384;15750;33120;14523;28725;12596
Salamanca;37083;3708301001;2023;19052;16450;34249;15201;29752;13205
Salamanca;37085;3708501001;2021;16625;15050;35856;12714;30536;10827
Salamanca;37085;3708501001;2022;17592;15750;37702;13627;31981;11559
Salamanca;37085;3708501001;2023;18855;17150;40338;14814;33936;12463
Salamanca;37085;3708501002;2021;15611;14350;32255;11755;27852;10150
Salamanca;37085;3708501002;2022;16585;15050;34666;12793;29615;10929
Salamanca;37085;3708501002;2023;17662;16450;36843;13750;31400;11719
Salamanca;37085;3708501003;2021;21479;19250;48134;16758;39241;13662
Salamanca;37085;3708501003;2022;22685;20650;51296;17876;41406;14429
Salamanca;37085;3708501003;2023;24140;22050;55077;19045;44274;15309
Salamanca;37085;3708501004;2021;30434;26950;76854;26158;57645;19620
Salamanca;37085;3708501004;2022;32371;28350;83939;28091;57756;19328
Salamanca;37085;3708501004;2023;34007;29750;87016;29265;65592;22060
Salamanca;37086;3708601001;2021;14975;14350;22566;12581;20100;11206
Salamanca;37086;3708601001;2022;15750;15050;24145;13797;21265;12152
Salamanca;37086;3708601001;2023;15899;15400;24190;14111;21524;12556
Salamanca;37087;3708701001;2021;22426;19950;48525;17842;39179;14405
Salamanca;37087;3708701001;2022;23646;21350;52083;19006;41975;15317
Salamanca;37087;3708701001;2023;25297;22050;55979;20576;44645;16410
Salamanca;37088;3708801001;2021;16839;15750;29566;13597;25833;11881
Salamanca;37088;3708801001;2022;17733;16450;30734;14407;26445;12396
Salamanca;37088;3708801001;2023;18946;17150;33223;15516;28734;13420
Salamanca;37089;3708901001;2021;;;27961;14752;24158;12745
Salamanca;37089;3708901001;2022;;;34950;17334;29407;14585
Salamanca;37089;3708901001;2023;;;37388;18191;31574;15363
Salamanca;37090;3709001001;2021;;;27961;14752;24158;12745
Salamanca;37090;3709001001;2022;;;26870;15315;23242;13247
Salamanca;37090;3709001001;2023;;;29084;16335;25179;14142
Salamanca;37091;3709101001;2021;14818;12950;24239;12364;21564;10999
Salamanca;37091;3709101001;2022;15371;12950;24594;12796;21843;11364
Salamanca;37091;3709101001;2023;16103;14350;26603;13991;23248;12227
Salamanca;37092;3709201001;2021;18371;17150;34710;14239;29248;11999
Salamanca;37092;3709201001;2022;18607;17850;34745;14494;29261;12206
Salamanca;37092;3709201001;2023;18425;17150;32609;15237;27612;12901
Salamanca;37092;3709201002;2022;20181;18550;39133;15760;32606;13132
Salamanca;37092;3709201002;2023;20687;19250;40943;16184;34053;13461
Salamanca;37096;3709601001;2021;15720;13650;26190;12848;23606;11580
Salamanca;37096;3709601001;2022;15954;14350;27150;13012;24156;11577
Salamanca;37096;3709601001;2023;17698;15750;29248;14624;25980;12990
Salamanca;37097;3709701001;2021;;;27961;14752;24158;12745
Salamanca;37097;3709701001;2022;;;37895;19000;31468;15778
Salamanca;37097;3709701001;2023;;;38119;19167;31805;15992
Salamanca;37098;3709801001;2021;14454;13650;22042;11988;20071;10916
Salamanca;37098;3709801001;2022;15760;15050;23780;13230;21412;11913
Salamanca;37098;3709801001;2023;16192;15050;25016;13575;22499;12209
Salamanca;37099;3709901001;2021;;;27961;14752;24158;12745
Salamanca;37099;3709901001;2022;;;26870;15315;23242;13247
Salamanca;37099;3709901001;2023;;;29084;16335;25179;14142
Salamanca;37100;3710001001;2021;;;27961;14752;24158;12745
Salamanca;37100;3710001001;2022;;;29605;14850;25932;13008
Salamanca;37100;3710001001;2023;;;32405;16432;28141;14270
Salamanca;37101;3710101001;2021;14154;13650;21449;11840;19658;10851
Salamanca;37101;3710101001;2022;14896;14350;21733;12784;19676;11574
Salamanca;37101;3710101001;2023;16212;15750;24159;14185;21676;12727
Salamanca;37102;3710201001;2021;15240;12950;23506;12566;21349;11412
Salamanca;37102;3710201001;2022;15816;13650;24518;13202;22224;11967
Salamanca;37102;3710201001;2023;17646;14350;28054;14802;25132;13260
Salamanca;37103;3710301001;2021;15346;14350;26912;12552;23599;11007
Salamanca;37103;3710301001;2022;16169;15050;28352;13019;24565;11280
Salamanca;37103;3710301001;2023;17822;15750;32556;15026;27804;12833
Salamanca;37104;3710401001;2021;;;27961;14752;24158;12745
Salamanca;37104;3710401001;2022;;;26870;15315;23242;13247
Salamanca;37104;3710401001;2023;;;29084;16335;25179;14142
Salamanca;37106;3710601001;2021;17694;15050;29281;15355;25172;13200
Salamanca;37106;3710601001;2022;20075;17150;32543;17689;27581;14992
Salamanca;37106;3710601001;2023;21722;18550;34512;19721;29124;16642
Salamanca;37107;3710701001;2021;20095;17850;33677;16781;28924;14413
Salamanca;37107;3710701001;2022;19740;18550;33395;16956;28412;14426
Salamanca;37107;3710701001;2023;21492;21000;36474;18900;30743;15931
Salamanca;37107;3710701002;2021;21605;19250;37798;18530;31780;15580
Salamanca;37107;3710701002;2022;21641;17850;38518;18851;32064;15692
Salamanca;37107;3710701002;2023;23535;19950;40460;20914;33521;17327
Salamanca;37107;3710702001;2021;15541;13650;27751;12289;24108;10676
Salamanca;37107;3710702001;2022;16390;15050;29251;13169;25354;11414
Salamanca;37107;3710702001;2023;17961;16450;32585;14816;28005;12734
Salamanca;37107;3710702002;2021;15781;14350;27986;12464;24404;10869
Salamanca;37107;3710702002;2022;16833;15050;29358;13526;25440;11721
Salamanca;37107;3710702002;2023;18215;15750;31852;15123;27307;12965
Salamanca;37107;3710702003;2021;16073;14350;30655;12640;26418;10893
Salamanca;37107;3710702003;2022;17001;15750;32346;13480;27696;11542
Salamanca;37107;3710702003;2023;18093;16450;34778;14442;29868;12403
Salamanca;37107;3710702004;2021;15374;14350;27692;12293;24173;10731
Salamanca;37107;3710702004;2022;16434;15050;29313;13086;25553;11408
Salamanca;37107;3710702004;2023;17508;16450;31844;14073;27269;12052
Salamanca;37107;3710702005;2021;15804;13650;28562;12294;25089;10799
Salamanca;37107;3710702005;2022;15896;15050;28935;12466;25349;10921
Salamanca;37107;3710702005;2023;17115;15750;31322;13657;27294;11901
Salamanca;37107;3710702006;2021;14693;13650;25966;11800;23047;10474
Salamanca;37107;3710702006;2022;15412;15050;26994;12503;23872;11057
Salamanca;37107;3710702006;2023;17124;16450;29897;14092;26276;12385
Salamanca;37107;3710702007;2021;17784;15750;33624;14330;28917;12324
Salamanca;37107;3710702007;2022;18511;16450;35347;15101;30036;12832
Salamanca;37107;3710702007;2023;20214;17850;38622;16770;32617;14163
Salamanca;37107;3710702008;2021;17232;15750;32107;13722;27507;11756
Salamanca;37107;3710702008;2022;17697;15750;33020;14304;28228;12228
Salamanca;37107;3710702008;2023;18933;16450;35373;15482;30183;13211
Salamanca;37107;3710703001;2021;12938;12250;23377;9838;21217;8929
Salamanca;37107;3710703001;2022;13953;13650;24453;10663;22152;9660
Salamanca;37107;3710703001;2023;14851;13650;26363;11627;23787;10491
Salamanca;37108;3710801001;2021;18563;14350;33748;14278;29367;12424
Salamanca;37108;3710801001;2022;17725;14350;31807;13857;27811;12116
Salamanca;37108;3710801001;2023;;;37388;18191;31574;15363
Salamanca;37109;3710901001;2021;13390;11550;22828;10766;20583;9707
Salamanca;37109;3710901001;2022;15160;14350;25431;12218;22642;10878
Salamanca;37109;3710901001;2023;16552;15750;28313;13498;25203;12016
Salamanca;37110;3711001001;2021;17401;14700;33866;14738;28103;12230
Salamanca;37110;3711001001;2022;17341;15400;33410;14275;28402;12135
Salamanca;37110;3711001001;2023;18314;15050;34780;15277;29609;13006
Salamanca;37112;3711201001;2021;17622;16450;30658;14150;27452;12670
Salamanca;37112;3711201001;2022;18998;17150;32981;15284;29259;13559
Salamanca;37112;3711201001;2023;20672;18550;35569;16778;31562;14888
Salamanca;37113;3711301001;2021;15980;14700;29956;12629;26376;11119
Salamanca;37113;3711301001;2022;16585;15400;30658;13150;26863;11522
Salamanca;37113;3711301001;2023;18330;17150;35464;14808;30662;12803
Salamanca;37114;3711401001;2021;;;27961;14752;24158;12745
Salamanca;37114;3711401001;2022;;;34950;17334;29407;14585
Salamanca;37114;3711401001;2023;;;37388;18191;31574;15363
Salamanca;37115;3711501001;2021;13074;10850;20008;10439;18665;9738
Salamanca;37115;3711501001;2022;13874;12250;21162;10844;19821;10156
Salamanca;37115;3711501001;2023;15016;12950;24287;11847;22528;10989
Salamanca;37116;3711601001;2021;;;27961;14752;24158;12745
Salamanca;37116;3711601001;2022;;;35880;17417;29249;14198
Salamanca;37116;3711601001;2023;;;41611;19857;34271;16354
Salamanca;37117;3711701001;2021;19340;17850;40426;14831;33753;12383
Salamanca;37117;3711701001;2022;20810;18550;43601;16002;36230;13297
Salamanca;37117;3711701001;2023;21939;19950;46551;17280;38410;14258
Salamanca;37118;3711801001;2021;14681;14350;23625;12464;21183;11175
Salamanca;37118;3711801001;2022;17087;17850;29074;14036;25700;12407
Salamanca;37118;3711801001;2023;18520;18550;31160;15141;27545;13385
Salamanca;37119;3711901001;2021;12334;12250;19536;9478;18392;8923
Salamanca;37119;3711901001;2022;13587;12950;21398;10913;19935;10167
Salamanca;37119;3711901001;2023;;;25773;13856;23010;12371
Salamanca;37120;3712001001;2021;17045;15750;30701;14149;26494;12210
Salamanca;37120;3712001001;2022;18298;16450;35069;15911;29327;13306
Salamanca;37120;3712001001;2023;19126;17850;36195;16575;30493;13964
Salamanca;37121;3712101001;2021;17118;15750;33201;13204;29067;11560
Salamanca;37121;3712101001;2022;17688;15750;33575;13854;29171;12036
Salamanca;37121;3712101001;2023;19046;17850;36753;15070;31750;13019
Salamanca;37122;3712201001;2021;15771;14350;33290;11758;28968;10231
Salamanca;37122;3712201001;2022;16965;15750;36290;12717;31278;10961
Salamanca;37122;3712201001;2023;18519;17150;39951;13965;34371;12015
Salamanca;37123;3712301001;2021;14144;12250;20549;12119;18214;10742
Salamanca;37123;3712301001;2022;15165;12250;23078;13273;20386;11726
Salamanca;37123;3712301001;2023;16164;13650;23874;14130;21494;12721
Salamanca;37124;3712401001;2021;17342;16450;28937;14182;25440;12468
Salamanca;37124;3712401001;2022;19047;17850;32031;15535;28227;13690
Salamanca;37124;3712401001;2023;19404;18550;33006;16173;28735;14080
Salamanca;37125;3712501001;2021;15056;15050;24512;12901;21716;11429
Salamanca;37125;3712501001;2022;17116;15050;28356;15041;24578;13037
Salamanca;37125;3712501001;2023;17528;17150;29761;15189;25782;13159
Salamanca;37126;3712601001;2021;;;27961;14752;24158;12745
Salamanca;37126;3712601001;2022;;;29605;14850;25932;13008
Salamanca;37126;3712601001;2023;;;32405;16432;28141;14270
Salamanca;37127;3712701001;2021;13541;12250;21661;11033;19660;10014
Salamanca;37127;3712701001;2022;14024;13650;22797;11562;20651;10474
Salamanca;37127;3712701001;2023;15236;13650;24921;12521;22538;11323
Salamanca;37128;3712801001;2021;17898;15750;29184;14940;25460;13033
Salamanca;37128;3712801001;2022;19740;15750;32291;17150;27257;14477
Salamanca;37128;3712801001;2023;20088;17850;33544;17263;28585;14711
Salamanca;37129;3712901001;2021;21607;17150;36584;19341;30218;15976
Salamanca;37129;3712901001;2022;21291;17850;38899;19372;31897;15885
Salamanca;37129;3712901001;2023;23709;19250;41216;22466;33491;18255
Salamanca;37130;3713001001;2021;22045;22050;39183;17503;33055;14766
Salamanca;37130;3713001001;2022;21105;22050;39441;17893;33103;15017
Salamanca;37130;3713001001;2023;22534;21000;42541;19375;35550;16191
Salamanca;37131;3713101001;2021;19797;19250;37567;15950;31738;13475
Salamanca;37131;3713101001;2022;23454;19950;46810;19352;38140;15767
Salamanca;37131;3713101001;2023;22884;22050;43270;19174;36431;16143
Salamanca;37132;3713201001;2021;15322;14350;25876;12152;23446;11011
Salamanca;37132;3713201001;2022;16260;15050;27241;13226;24500;11896
Salamanca;37132;3713201001;2023;18021;16450;30090;14793;26997;13273
Salamanca;37133;3713301001;2021;16311;14700;23890;14285;21552;12887
Salamanca;37133;3713301001;2022;16849;15750;26009;14421;23050;12780
Salamanca;37133;3713301001;2023;;;29084;16335;25179;14142
Salamanca;37134;3713401001;2021;16985;15050;27300;14347;23543;12372
Salamanca;37134;3713401001;2022;18274;16100;29152;15104;25138;13025
Salamanca;37134;3713401001;2023;19047;17150;30938;16247;26485;13908
Salamanca;37135;3713501001;2021;17397;15750;31801;14154;27042;12035
Salamanca;37135;3713501001;2022;18144;16450;32776;14430;28344;12479
Salamanca;37135;3713501001;2023;19028;17150;35545;15509;30644;13370
Salamanca;37136;3713601001;2021;15719;14350;26074;12173;23387;10919
Salamanca;37136;3713601001;2022;16378;15050;27526;13025;24221;11461
Salamanca;37136;3713601001;2023;16891;15750;28862;13664;25477;12062
Salamanca;37137;3713701001;2021;;;27961;14752;24158;12745
Salamanca;37137;3713701001;2022;;;29605;14850;25932;13008
Salamanca;37137;3713701001;2023;;;32405;16432;28141;14270
Salamanca;37138;3713801001;2021;15574;14350;27524;12185;24107;10672
Salamanca;37138;3713801001;2022;16281;15050;29020;12976;25260;11295
Salamanca;37138;3713801001;2023;16494;15050;29506;13348;25713;11632
Salamanca;37139;3713901001;2021;18429;16450;35143;15655;29126;12975
Salamanca;37139;3713901001;2022;19341;17150;36171;15972;29959;13229
Salamanca;37139;3713901001;2023;19374;18550;38667;16526;31688;13543
Salamanca;37140;3714001001;2021;16510;13650;36311;12667;30393;10602
Salamanca;37140;3714001001;2022;17883;15750;38785;13765;31505;11181
Salamanca;37140;3714001001;2023;26446;16800;54667;19879;43961;15986
Salamanca;37141;3714101001;2021;19626;18550;43251;16448;33296;12662
Salamanca;37141;3714101001;2022;21475;17850;42840;16725;36916;14412
Salamanca;37141;3714101001;2023;23235;19950;47562;18345;40425;15592
Salamanca;37142;3714201001;2021;20596;17850;38334;17831;31780;14782
Salamanca;37142;3714201001;2022;22024;19600;41173;19635;33595;16021
Salamanca;37142;3714201001;2023;24178;21350;45795;21613;37003;17463
Salamanca;37143;3714301001;2021;15863;14000;27923;12957;24590;11410
Salamanca;37143;3714301001;2022;16671;15050;28671;13604;25173;11944
Salamanca;37143;3714301001;2023;18232;17850;31965;15090;27920;13180
Salamanca;37144;3714401001;2021;17579;15750;29307;13767;26101;12261
Salamanca;37144;3714401001;2022;17871;17150;29571;14120;26222;12520
Salamanca;37144;3714401001;2023;19321;18550;32410;15557;28578;13717
Salamanca;37145;3714501001;2021;15875;13650;25276;13399;22331;11838
Salamanca;37145;3714501001;2022;17083;15050;28145;15254;23963;12987
Salamanca;37145;3714501001;2023;17181;15050;26137;16388;22201;13920
Salamanca;37146;3714601001;2021;15756;15050;26409;12630;23500;11239
Salamanca;37146;3714601001;2022;17438;15750;28754;14511;25507;12873
Salamanca;37146;3714601001;2023;18715;17150;30576;15576;26801;13653
Salamanca;37147;3714701001;2021;16640;14350;27857;13705;24863;12232
Salamanca;37147;3714701001;2022;16576;15050;27627;13250;24714;11853
Salamanca;37147;3714701001;2023;17467;15750;30411;14591;26117;12531
Salamanca;37148;3714801001;2021;15483;15050;28582;11971;25459;10663
Salamanca;37148;3714801001;2022;16021;15050;29692;12573;26245;11113
Salamanca;37148;3714801001;2023;17297;16450;32606;13951;28607;12240
Salamanca;37149;3714901001;2021;;;27961;14752;24158;12745
Salamanca;37149;3714901001;2022;;;37895;19000;31468;15778
Salamanca;37149;3714901001;2023;;;38119;19167;31805;15992
Salamanca;37150;3715001001;2021;;;27961;14752;24158;12745
Salamanca;37150;3715001001;2022;;;35880;17417;29249;14198
Salamanca;37150;3715001001;2023;;;41611;19857;34271;16354
Salamanca;37151;3715101001;2021;16666;15400;28703;13277;25241;11676
Salamanca;37151;3715101001;2022;17488;15750;31778;14268;27424;12313
Salamanca;37151;3715101001;2023;18991;16450;34584;15478;29738;13309
Salamanca;37152;3715201001;2021;18629;17150;31948;15464;27317;13222
Salamanca;37152;3715201001;2022;19231;17150;33841;16629;28700;14103
Salamanca;37152;3715201001;2023;20451;19250;35533;17678;30182;15016
Salamanca;37154;3715401001;2021;21449;14350;38431;16672;32183;13962
Salamanca;37154;3715401001;2022;18976;14700;36118;16143;29271;13083
Salamanca;37154;3715401001;2023;23641;17150;43387;20247;34224;15971
Salamanca;37155;3715501001;2021;;;27961;14752;24158;12745
Salamanca;37155;3715501001;2022;;;34950;17334;29407;14585
Salamanca;37155;3715501001;2023;;;37388;18191;31574;15363
Salamanca;37156;3715601001;2021;19407;16450;38754;15538;32107;12873
Salamanca;37156;3715601001;2022;19731;17150;39558;16162;32163;13140
Salamanca;37156;3715601001;2023;20652;18550;42004;17143;34369;14027
Salamanca;37156;3715601002;2021;19130;16450;38753;15726;31743;12882
Salamanca;37156;3715601002;2022;19795;17150;40209;16445;32935;13470
Salamanca;37156;3715601002;2023;21072;18550;43607;17739;35617;14489
Salamanca;37156;3715601003;2021;17332;16450;34706;13722;29410;11628
Salamanca;37156;3715601003;2022;18525;17150;37324;14905;31408;12542
Salamanca;37156;3715601003;2023;19313;17850;38938;15745;32590;13179
Salamanca;37157;3715701001;2021;;;27961;14752;24158;12745
Salamanca;37157;3715701001;2022;;;25161;13605;22167;11986
Salamanca;37157;3715701001;2023;;;25773;13856;23010;12371
Salamanca;37158;3715801001;2021;16507;14000;26991;14310;23535;12478
Salamanca;37158;3715801001;2022;18432;15750;28830;15553;24916;13442
Salamanca;37158;3715801001;2023;20093;17150;32387;17586;27940;15171
Salamanca;37159;3715901001;2021;;;27961;14752;24158;12745
Salamanca;37159;3715901001;2022;;;26870;15315;23242;13247
Salamanca;37159;3715901001;2023;;;29084;16335;25179;14142
Salamanca;37160;3716001001;2021;15293;12950;22902;12901;20095;11320
Salamanca;37160;3716001001;2022;15733;14350;23358;13381;20342;11653
Salamanca;37160;3716001001;2023;17967;15050;27332;16005;23613;13827
Salamanca;37161;3716101001;2021;13696;12950;23074;11632;20792;10482
Salamanca;37161;3716101001;2022;14156;13650;22508;11868;20053;10573
Salamanca;37161;3716101001;2023;14232;13650;22144;12497;20056;11319
Salamanca;37162;3716201001;2021;15624;12950;24526;12985;21357;11307
Salamanca;37162;3716201001;2022;17173;14350;26993;14456;23633;12657
Salamanca;37162;3716201001;2023;16692;15050;25734;14185;22931;12640
Salamanca;37163;3716301001;2021;;;27961;14752;24158;12745
Salamanca;37163;3716301001;2022;;;26870;15315;23242;13247
Salamanca;37163;3716301001;2023;;;29084;16335;25179;14142
Salamanca;37164;3716401001;2021;18171;15750;31814;14746;26905;12470
Salamanca;37164;3716401001;2022;19138;17150;34994;16356;28679;13404
Salamanca;37164;3716401001;2023;20652;18550;37996;18041;31220;14824
Salamanca;37165;3716501001;2021;;;27961;14752;24158;12745
Salamanca;37165;3716501001;2022;;;29605;14850;25932;13008
Salamanca;37165;3716501001;2023;;;32405;16432;28141;14270
Salamanca;37166;3716601001;2021;16391;13650;26915;12612;24466;11465
Salamanca;37166;3716601001;2022;17735;15750;29654;13652;26854;12364
Salamanca;37166;3716601001;2023;18352;16450;30473;15067;27109;13404
Salamanca;37167;3716701001;2021;20835;19250;36995;18116;30499;14935
Salamanca;37167;3716701001;2022;22468;20650;40558;19737;33051;16083
Salamanca;37167;3716701001;2023;23913;23450;42385;21436;34107;17249
Salamanca;37168;3716801001;2021;14113;12950;22629;11825;19936;10418
Salamanca;37168;3716801001;2022;14497;12950;23124;12014;20841;10828
Salamanca;37168;3716801001;2023;15880;15050;25736;13487;22766;11930
Salamanca;37169;3716901001;2021;15137;13650;24741;12770;21856;11280
Salamanca;37169;3716901001;2022;16248;14350;26842;14024;23537;12297
Salamanca;37169;3716901001;2023;16888;15050;26882;14117;24057;12633
Salamanca;37170;3717001001;2021;16408;14350;29069;13293;25257;11549
Salamanca;37170;3717001001;2022;17596;15750;31603;14357;27306;12405
Salamanca;37170;3717001001;2023;18797;17150;33941;15499;29212;13340
Salamanca;37171;3717101001;2021;20015;16450;39529;16802;32041;13619
