Provincia;CMuni;CUSEC;Periodo;Fuente_de_ingreso_otras_prestaciones;Fuente_de_ingreso_otros_ingresos;Fuente_de_ingreso_pensiones;Fuente_de_ingreso_prestaciones_por_desempleo;Fuente_de_ingreso_salario
Leon;24070;2407001004;2022;7,1;3,9;49,6;2,4;37
Leon;24070;2407001004;2023;7,9;3,8;45,4;1,9;41
Leon;24071;2407101001;2021;7,6;6,1;46,8;2,9;36,6
Leon;24071;2407101001;2022;6,9;5,9;48,5;1,6;37,2
Leon;24071;2407101001;2023;7,4;5,5;46,8;1,7;38,7
Leon;24073;2407301001;2021;4,2;15,2;34,6;2,1;43,9
Leon;24073;2407301001;2022;4,9;13;35,7;1,6;44,8
Leon;24073;2407301001;2023;4,1;12,4;36,3;1,3;45,9
Leon;24076;2407601001;2021;4,1;10,6;27;2,6;55,6
Leon;24076;2407601001;2022;4,2;11,6;27,1;1,5;55,7
Leon;24076;2407601001;2023;4,1;12,1;28;1,5;54,2
Leon;24077;2407701001;2021;4,2;18,1;33,7;2,2;41,7
Leon;24077;2407701001;2022;3,9;14,2;33,9;2,5;45,6
Leon;24077;2407701001;2023;4,5;8,2;35,2;1,7;50,5
Leon;24078;2407801001;2021;6,4;18,1;39,6;1,4;34,5
Leon;24078;2407801001;2022;5,7;15,7;40,8;1,3;36,5
Leon;24078;2407801001;2023;4,9;16,3;41,2;1;36,6
Leon;24079;2407901001;2021;5,6;9,1;38,4;2,4;44,4
Leon;24079;2407901001;2022;5,2;9,6;38,6;1,7;45
Leon;24079;2407901001;2023;5,9;9,2;40,2;1,5;43,2
Leon;24080;2408001001;2021;4,5;15,8;31,5;1,7;46,6
Leon;24080;2408001001;2022;4,4;13,8;31,2;1,6;49
Leon;24080;2408001001;2023;4,8;13,6;32,4;1,8;47,4
Leon;24081;2408101001;2021;5,4;27,1;31,7;1,4;34,4
Leon;24081;2408101001;2022;6,2;21,5;33,2;1,2;37,9
Leon;24081;2408101001;2023;6,1;18,1;30,5;1,1;44,2
Leon;24082;2408201001;2021;3,8;11,3;30,4;3;51,4
Leon;24082;2408201001;2022;4,3;9,8;32,7;1,6;51,7
Leon;24082;2408201001;2023;4,8;10,4;31,8;1,9;51,1
Leon;24083;2408301001;2021;7,9;4,4;49,6;2,8;35,3
Leon;24083;2408301001;2022;7,6;5,1;51,3;1,9;34,1
Leon;24083;2408301001;2023;6,6;5,3;50,7;1,7;35,7
Leon;24084;2408401001;2021;8,5;20,9;38,7;1,4;30,6
Leon;24084;2408401001;2022;8,5;21,2;37,2;1,2;31,9
Leon;24084;2408401001;2023;8,7;18,8;36,5;1,3;34,7
Leon;24086;2408601001;2021;5,4;24,3;35,3;1,3;33,7
Leon;24086;2408601001;2022;5,9;20,9;37,2;0,9;35,1
Leon;24086;2408601001;2023;6,9;26,6;33,4;2;31,3
Leon;24087;2408701001;2021;5,4;22,9;29,9;1,6;40,3
Leon;24087;2408701001;2022;5,7;21,4;32,3;1,3;39,4
Leon;24087;2408701001;2023;6,3;22,2;30,6;1;40
Leon;24088;2408801001;2021;5,3;25,3;30,7;2,3;36,5
Leon;24088;2408801001;2022;5,7;24,2;32,2;1,6;36,3
Leon;24088;2408801001;2023;5,8;23,4;32;1,2;37,6
Leon;24089;2408901001;2021;3,4;21,5;25,9;1,7;47,6
Leon;24089;2408901001;2022;3;21,2;26,7;1,2;48
Leon;24089;2408901001;2023;3,1;22,7;25,9;0,8;47,5
Leon;24089;2408901002;2021;3;25,5;26,6;1,1;43,8
Leon;24089;2408901002;2022;3;24,8;28;0,5;43,7
Leon;24089;2408901002;2023;3,3;22,8;28,4;0,4;45,1
Leon;24089;2408901003;2021;2,7;27,9;22,1;0,8;46,6
Leon;24089;2408901003;2022;2,6;31,8;21,5;0,6;43,5
Leon;24089;2408901003;2023;2,6;34,4;21,6;0,6;40,8
Leon;24089;2408901004;2021;5;16,3;32,1;1,3;45,4
Leon;24089;2408901004;2022;4,5;16,2;32,4;0,8;46,1
Leon;24089;2408901004;2023;4,2;15,6;32;0,8;47,4
Leon;24089;2408901005;2021;3,9;17,6;29,8;2,2;46,5
Leon;24089;2408901005;2022;3,6;19,7;28,8;0,9;47
Leon;24089;2408901005;2023;3,7;18,3;29,3;0,8;47,8
Leon;24089;2408901006;2021;2,9;21,9;29,6;1,7;43,9
Leon;24089;2408901006;2022;2,4;24,8;27,4;0,9;44,5
Leon;24089;2408901006;2023;2,8;22,2;25,1;0,9;49
Leon;24089;2408902001;2021;3,6;23,3;31,8;1,2;40,2
Leon;24089;2408902001;2022;3,4;24,5;29,9;0,6;41,7
Leon;24089;2408902001;2023;3,8;23,2;29,4;0,8;42,8
Leon;24089;2408902002;2021;4;15,3;30;1,2;49,4
Leon;24089;2408902002;2022;3,5;21,9;27,2;0,6;46,8
Leon;24089;2408902002;2023;3,8;21,2;27,2;0,5;47,4
Leon;24089;2408902003;2021;3;14,3;33,4;1,1;48,4
Leon;24089;2408902003;2022;2,8;16,1;33,5;0,8;46,8
Leon;24089;2408902003;2023;2,8;18,8;32;0,6;45,8
Leon;24089;2408902004;2021;2,8;28,7;29,8;0,9;37,9
Leon;24089;2408902004;2022;2,6;29,2;28,4;0,5;39,3
Leon;24089;2408902004;2023;3,1;29,2;28,1;0,4;39,3
Leon;24089;2408902005;2021;2,2;25,3;27,8;0,8;44
Leon;24089;2408902005;2022;2,8;24,1;28;0,5;44,7
Leon;24089;2408902005;2023;3,2;26,1;27,4;0,5;42,9
Leon;24089;2408902006;2021;3,5;15,8;31,5;1,1;48,1
Leon;24089;2408902006;2022;3,3;16,9;29,6;0,7;49,5
Leon;24089;2408902006;2023;3,1;17,1;29,3;0,6;50
Leon;24089;2408902007;2021;2,1;19,7;33;1,1;44,1
Leon;24089;2408902007;2022;2,4;20,2;31,1;0,5;45,9
Leon;24089;2408902007;2023;3,2;18,8;31,1;0,5;46,3
Leon;24089;2408902008;2021;3,7;18,7;33,5;1,4;42,7
Leon;24089;2408902008;2022;4,4;17,8;30,7;0,8;46,3
Leon;24089;2408902008;2023;4,3;19,5;30,7;1;44,5
Leon;24089;2408902009;2021;3,1;26,4;23,2;1,4;46
Leon;24089;2408902009;2022;2,9;25,3;23,1;0,4;48,3
Leon;24089;2408902009;2023;3,2;24,2;22,5;0,6;49,5
Leon;24089;2408902010;2021;4,6;13,3;35;1,4;45,7
Leon;24089;2408902010;2022;4,9;13,5;33,6;1;47
Leon;24089;2408902010;2023;4,2;14,6;33,4;1;46,8
Leon;24089;2408903001;2021;2,9;17;27;1,3;51,8
Leon;24089;2408903001;2022;2,9;16,7;27,2;0,9;52,3
Leon;24089;2408903001;2023;3,2;15;26;0,9;55
Leon;24089;2408903002;2021;5,2;8,3;37,5;2,8;46,3
Leon;24089;2408903002;2022;5,3;8,1;37,5;2,2;46,9
Leon;24089;2408903002;2023;5,7;6,8;35,9;1,8;49,9
Leon;24089;2408903003;2021;5,9;7,1;29,2;2,8;55
Leon;24089;2408903003;2022;5,9;5,9;29,4;2,1;56,8
Leon;24089;2408903003;2023;6,4;5,1;31;1,8;55,8
Leon;24089;2408903004;2021;4,5;6,2;35,3;1,6;52,4
Leon;24089;2408903004;2022;4,5;6,5;36,7;1;51,4
Leon;24089;2408903004;2023;4,6;7,5;35,9;1;51,1
Leon;24089;2408903005;2021;5,5;5,5;35;3;51
Leon;24089;2408903005;2022;5,7;5,5;33,2;1,7;53,9
Leon;24089;2408903005;2023;5,1;5,3;32;1,9;55,7
Leon;24089;2408903006;2021;5,8;4,7;41;2,3;46,2
Leon;24089;2408903006;2022;5,5;3,5;39,7;1,7;49,6
Leon;24089;2408903006;2023;6,5;5,2;37,7;1,4;49,2
Leon;24089;2408903007;2021;7,2;4,5;36,2;3,8;48,4
Leon;24089;2408903007;2022;6,9;3,3;36,2;2,2;51,4
Leon;24089;2408903007;2023;7,3;3,7;35,1;2,1;51,8
Leon;24089;2408903008;2021;10,9;8;28,6;4,2;48,4
Leon;24089;2408903008;2022;10,5;6,9;29,1;2,7;50,9
Leon;24089;2408903008;2023;11,4;6,4;28,7;2,3;51,2
Leon;24089;2408903009;2021;3,4;8,3;25,2;1,4;61,7
Leon;24089;2408903009;2022;3,3;8,3;25,8;1,1;61,5
Leon;24089;2408903009;2023;3,6;8,3;25,4;1,1;61,6
Leon;24089;2408903010;2021;4,8;7,8;37;1,6;48,8
Leon;24089;2408903010;2022;2,8;10,5;36,5;1;49,3
Leon;24089;2408903010;2023;3,3;10,8;37,2;1,1;47,7
Leon;24089;2408903011;2021;5;5,9;37,2;2,6;49,3
Leon;24089;2408903011;2022;4,8;5,8;36,2;1,5;51,7
Leon;24089;2408903011;2023;4,5;6,3;35,9;1,4;51,8
Leon;24089;2408903012;2021;7,7;4,3;33,6;3,2;51,3
Leon;24089;2408903012;2022;5,9;4,6;32,3;2;55,2
Leon;24089;2408903012;2023;5,8;4,8;30,1;2,1;57,2
Leon;24089;2408903013;2021;3,3;8,3;39,3;1,2;47,8
Leon;24089;2408903013;2022;2,9;8,9;40,6;0,6;47
Leon;24089;2408903013;2023;3,2;8,9;44,6;0,8;42,4
Leon;24089;2408903014;2021;3,2;10,6;37,2;1,7;47,3
Leon;24089;2408903014;2022;2,7;12,5;37,5;1,2;46,2
Leon;24089;2408903014;2023;2,9;12,1;36,6;1,2;47,2
Leon;24089;2408903015;2021;2,9;19,5;16,9;1,5;59,2
Leon;24089;2408903015;2022;2,7;18,1;18,2;1,1;59,9
Leon;24089;2408903015;2023;3;20,1;17,3;0,9;58,6
Leon;24089;2408903016;2021;4;10,7;28,1;1,2;56
Leon;24089;2408903016;2022;4,1;11,3;27,9;0,7;56,1
Leon;24089;2408903016;2023;3,9;10,4;30,2;0,8;54,7
Leon;24089;2408903017;2021;2,3;12,1;34,8;1,7;49,1
Leon;24089;2408903017;2022;3,2;8,4;21,2;1,3;65,8
Leon;24089;2408903017;2023;3,1;7,9;20,5;1,2;67,3
Leon;24089;2408903018;2021;3,3;7,7;20,2;2,3;66,6
Leon;24089;2408903018;2022;3,3;7,8;20,5;1,2;67,2
Leon;24089;2408903018;2023;3,6;7,6;20,4;1;67,3
Leon;24089;2408903019;2021;3,8;5,8;22,2;1,8;66,4
Leon;24089;2408903019;2022;4,1;5,4;22,8;1,2;66,6
Leon;24089;2408903019;2023;4,2;7,8;22,2;0,9;65
Leon;24089;2408903020;2021;6,5;4,4;25,7;3;60,3
Leon;24089;2408903020;2022;6,1;5,5;26;1,4;60,9
Leon;24089;2408903020;2023;5,6;6,1;26,7;1,5;60,2
Leon;24089;2408903021;2021;3;6,4;20,9;2,5;67,1
Leon;24089;2408904001;2021;3,9;10,4;29,5;2,1;54,2
Leon;24089;2408904001;2022;3,2;13,9;27,7;1,3;53,9
Leon;24089;2408904001;2023;3,1;10,7;28,2;1,5;56,6
Leon;24089;2408904002;2021;3,8;7,8;28,4;1,4;58,6
Leon;24089;2408904002;2022;3,5;8;29,1;1;58,3
Leon;24089;2408904002;2023;3,6;9,4;30,2;0,9;56
Leon;24089;2408904003;2021;5,3;6,9;33,2;2,4;52,2
Leon;24089;2408904003;2022;4,9;6,6;33,5;1,3;53,8
Leon;24089;2408904003;2023;5,3;7,1;32,5;1,1;54,1
Leon;24089;2408904004;2021;7,4;5,2;37,2;3,4;46,8
Leon;24089;2408904004;2022;6,7;5,5;35,2;2;50,6
Leon;24089;2408904004;2023;7,5;6,2;32,3;2,6;51,5
Leon;24089;2408904005;2021;3,6;8,3;20;1,7;66,4
Leon;24089;2408904005;2022;3,4;8,8;20,1;1,1;66,5
Leon;24089;2408904005;2023;3,9;8,9;20,8;1,2;65,2
Leon;24089;2408904006;2021;3,6;8,3;29,9;2,1;56,1
Leon;24089;2408904006;2022;3,7;7,7;30,1;1,3;57,3
Leon;24089;2408904006;2023;3,9;8;30,7;1;56,5
Leon;24089;2408904007;2021;4,2;12,2;24,7;2,3;56,7
Leon;24089;2408904007;2022;4,3;11,5;25,3;1,3;57,6
Leon;24089;2408904007;2023;4,6;11,2;29,3;0,9;54
Leon;24089;2408904008;2021;5,1;8,5;38;2,5;45,9
Leon;24089;2408904008;2022;4,8;8,2;36;1,5;49,4
Leon;24089;2408904008;2023;4,7;8,6;36,5;1,6;48,7
Leon;24089;2408904009;2021;6,1;6;40,5;2,1;45,3
Leon;24089;2408904009;2022;6,1;6,6;38,9;1,4;47
Leon;24089;2408904009;2023;6,4;6,5;37,7;1,2;48,3
Leon;24089;2408904010;2021;4,4;6,1;30,2;1,7;57,7
Leon;24089;2408904010;2022;4,4;5,9;31,2;1,2;57,2
Leon;24089;2408904010;2023;4,6;6,8;30,6;0,9;57,1
Leon;24089;2408904011;2021;7;5,6;33,2;2;52,2
Leon;24089;2408904011;2022;6,1;5,9;35,2;1,3;51,6
Leon;24089;2408904011;2023;6,4;4,7;37;1,2;50,6
Leon;24089;2408904012;2021;4,4;4,4;37,7;3,1;50,4
Leon;24089;2408904012;2022;4,1;5;36,9;1,9;52,2
Leon;24089;2408904012;2023;4,8;6,1;35;2;52
Leon;24089;2408904013;2021;4,3;7,9;30,5;1,5;55,7
Leon;24089;2408904013;2022;4,3;8,2;31,5;0,9;55
Leon;24089;2408904013;2023;4,6;9,4;31,5;1;53,5
Leon;24089;2408904014;2021;5,6;7,8;36,1;2,9;47,6
Leon;24089;2408904014;2022;5,8;6,6;36,7;2;49
Leon;24089;2408904014;2023;6;7,3;37,8;1,8;47,2
Leon;24089;2408904015;2021;2,9;8,3;10,7;1,2;76,9
Leon;24089;2408904015;2022;2,8;8,3;10,3;0,9;77,8
Leon;24089;2408904015;2023;2,8;7,7;10,6;0,7;78,2
Leon;24089;2408905001;2021;3,4;13,6;20,2;3,2;59,6
Leon;24089;2408905001;2022;3,5;14,6;19,2;1,4;61,3
Leon;24089;2408905001;2023;3,5;14,5;18,6;1,5;61,9
Leon;24089;2408905002;2021;3,6;9,9;27,4;1,8;57,2
Leon;24089;2408905002;2022;3,2;9,1;28,6;1,1;58
Leon;24089;2408905002;2023;3,2;9,1;29,4;1;57,4
Leon;24089;2408905003;2021;3,8;10,2;30,7;2,2;53
Leon;24089;2408905003;2022;3,8;9,9;31,6;1,1;53,7
Leon;24089;2408905003;2023;4,1;9,8;30,4;1,3;54,4
Leon;24089;2408905004;2021;4,7;9,3;34,6;2,4;49,1
Leon;24089;2408905004;2022;4,4;8,4;34,5;1,3;51,3
Leon;24089;2408905004;2023;4;9;31,7;1,3;54
Leon;24089;2408905005;2021;4,6;8,8;33,8;2,3;50,5
Leon;24089;2408905005;2022;4,2;8,4;33,8;1,5;52,1
Leon;24089;2408905005;2023;4,8;9,1;32,3;1,3;52,5
Leon;24089;2408905006;2021;5,2;5,6;37,8;1,7;49,7
Leon;24089;2408905006;2022;4,3;6,8;39,5;1;48,5
Leon;24089;2408905006;2023;4,5;6,5;39,7;0,9;48,5
Leon;24089;2408905007;2021;5,4;7,7;35,2;2,6;49,1
Leon;24089;2408905007;2022;5,8;7,6;34,9;1,4;50,4
Leon;24089;2408905007;2023;6;8,4;36,1;1,5;48,1
Leon;24089;2408905008;2021;6,3;10,6;32,7;2,6;47,8
Leon;24089;2408905008;2022;6,3;10,6;31,2;1,5;50,5
Leon;24089;2408905008;2023;6,5;11,7;27,5;1,5;52,9
Leon;24089;2408905009;2021;4,9;8,6;30,6;2,8;53,2
Leon;24089;2408905009;2022;3,8;10;30,9;1,4;54
Leon;24089;2408905009;2023;4,3;9,2;32;1,9;52,6
Leon;24089;2408905010;2021;4;12,2;39,9;2,1;41,8
Leon;24089;2408905010;2022;4;13,4;40,6;1,5;40,6
Leon;24089;2408905010;2023;4,4;15,3;40,9;1,8;37,6
Leon;24089;2408905011;2021;4,3;10,4;36,8;1,6;47
Leon;24089;2408905011;2022;3,8;11,3;37,6;0,8;46,6
Leon;24089;2408905011;2023;4,2;10,2;39,8;0,9;44,8
Leon;24089;2408906001;2021;4,9;14,8;40,2;1,7;38,4
Leon;24089;2408906001;2022;4,7;13,6;39,2;1;41,5
Leon;24089;2408906001;2023;5;14,8;37,3;1;41,8
Leon;24089;2408906002;2021;2,7;15;27;0,7;54,6
Leon;24089;2408906002;2022;2,6;20,9;27,1;0,5;49
Leon;24089;2408906002;2023;2,7;18,8;29,2;0,6;48,8
Leon;24089;2408906003;2021;4;6,9;35;1,5;52,7
Leon;24089;2408906003;2022;3,9;7,7;34,2;0,9;53,3
Leon;24089;2408906003;2023;4;8,4;33,6;1;52,9
Leon;24089;2408906004;2021;4,7;10,4;32,7;2,3;49,8
Leon;24089;2408906004;2022;4,3;11,2;30,3;1,8;52,3
Leon;24089;2408906004;2023;4,5;11,7;30,5;1,6;51,8
Leon;24089;2408906005;2021;2,7;7,3;39,9;1,2;49
Leon;24089;2408906005;2022;3,1;7,6;41,5;1,1;46,7
Leon;24089;2408906005;2023;3,3;7,3;41,4;1;47
Leon;24089;2408906006;2021;4,8;8,3;35,8;2,5;48,5
Leon;24089;2408906006;2022;4,7;8,9;35;1,7;49,8
Leon;24089;2408906006;2023;4,8;8,4;34,8;1,8;50,2
Leon;24089;2408906007;2021;6,4;5,1;26,3;3,1;59,1
Leon;24089;2408906007;2022;5,9;5,1;26,5;1,8;60,6
Leon;24089;2408906007;2023;6,4;6,3;26,1;1,9;59,4
Leon;24089;2408906008;2021;3,4;8;43;1,7;43,9
Leon;24089;2408906008;2022;3;9,8;42,3;0,9;44
Leon;24089;2408906008;2023;3,2;10;41,3;1;44,5
Leon;24089;2408906009;2021;3,6;7,8;12,6;1,8;74,2
Leon;24089;2408906009;2022;3,9;8,2;12,5;1;74,4
Leon;24089;2408906009;2023;4;13;12,9;1;69,2
Leon;24089;2408906010;2021;5,6;8;31,6;2,1;52,7
Leon;24089;2408906010;2022;5,4;8;31,2;1,2;54,2
Leon;24089;2408906010;2023;4,7;8,2;31,5;0,9;54,8
Leon;24089;2408906011;2021;3;13,2;36,2;1,4;46,4
Leon;24089;2408906011;2022;2,6;25,3;30,7;0,9;40,6
Leon;24089;2408906011;2023;5;10;35,9;1,3;47,8
Leon;24089;2408906012;2021;4,6;10,1;36,9;2,3;46,1
Leon;24089;2408906012;2022;4,5;11,1;36,7;1,3;46,3
Leon;24089;2408906012;2023;2,2;15;35,4;0,9;46,5
Leon;24089;2408906013;2021;3,3;18;36,6;1;41,2
Leon;24089;2408906013;2022;2,9;18,3;37;0,6;41,2
Leon;24089;2408906013;2023;3;18,3;36,7;0,8;41,2
Leon;24089;2408906014;2021;3,5;9,9;33;1,2;52,5
Leon;24089;2408906014;2022;3,4;11,2;32,2;0,9;52,4
Leon;24089;2408906014;2023;3,7;11,8;32,6;0,7;51,1
Leon;24089;2408906015;2021;2,6;13,7;32,7;1,3;49,8
Leon;24089;2408906015;2022;2,6;13,3;33,9;0,7;49,5
Leon;24089;2408906015;2023;2,7;12,8;34,7;0,7;49
Leon;24089;2408906016;2021;4,1;7,3;42,6;2,1;44
Leon;24089;2408906016;2022;3,6;6,7;40,9;1,3;47,6
Leon;24089;2408906016;2023;3,6;6,7;38,4;1,2;50,1
Leon;24089;2408907001;2021;4,4;7,8;32,6;2,3;52,9
Leon;24089;2408907001;2022;4,2;7,7;32,3;1,3;54,5
Leon;24089;2408907001;2023;4,7;8,3;32;1,7;53,4
Leon;24089;2408907002;2021;5,5;4,8;35;2,6;52,1
Leon;24089;2408907002;2022;5,3;4,2;35;2,1;53,3
Leon;24089;2408907002;2023;6,3;4,8;33,9;1,9;53,2
Leon;24089;2408907003;2021;7,2;4,3;24,5;3,6;60,4
Leon;24089;2408907003;2022;6,2;4,5;24,8;2,3;62,2
Leon;24089;2408907003;2023;6,7;5;24,6;2,1;61,7
Leon;24089;2408907004;2021;6,3;8;34,6;3,4;47,7
Leon;24089;2408907004;2022;5,8;7,2;34,5;2,5;50
Leon;24089;2408907004;2023;7,2;7,9;34,1;2,2;48,5
Leon;24089;2408907005;2021;3,2;7,6;11,3;2,1;75,8
Leon;24089;2408907005;2022;3,1;8,5;12,2;1,4;74,9
Leon;24089;2408907005;2023;3,3;7,8;12;1,3;75,6
Leon;24089;2408907006;2021;3,7;6,2;34,8;2,4;52,9
Leon;24089;2408907006;2022;3,8;7,8;36,4;1,3;50,7
Leon;24089;2408907006;2023;4;6,8;37,5;1,1;50,7
Leon;24089;2408907007;2021;9,6;3,4;31,5;4,3;51,3
Leon;24089;2408907007;2022;8,8;4,2;31,2;2,9;52,9
Leon;24089;2408907007;2023;9,3;5,5;31;2,5;51,7
Leon;24089;2408907008;2021;5,8;5,5;35,8;3;49,9
Leon;24089;2408907008;2022;5,2;6,2;34,8;2,1;51,6
Leon;24089;2408907008;2023;5,2;6;33,8;1,9;53
Leon;24089;2408907009;2021;2,4;14,7;39,5;1;42,5
Leon;24089;2408907009;2022;2,9;13,9;40,8;0,5;41,9
Leon;24089;2408907009;2023;2,7;13,9;43,1;0,7;39,6
Leon;24089;2408907010;2021;8,5;5;36;3,7;47
Leon;24089;2408907010;2022;7,9;5,3;34,5;2,9;49,4
Leon;24089;2408907010;2023;8;5,7;32,4;2,4;51,5
Leon;24089;2408907011;2021;4,5;7,5;27,6;1,7;58,7
Leon;24089;2408907011;2022;4,2;6,9;28,9;1,3;58,7
Leon;24089;2408907011;2023;3,9;7,7;31,3;1,1;56
Leon;24089;2408907012;2021;5,4;5,1;38,4;3,1;47,9
Leon;24089;2408907012;2022;5,8;5;40,3;1,8;47,2
Leon;24089;2408907012;2023;5,5;5,7;39,6;1,9;47,4
Leon;24089;2408907013;2021;4,3;8,9;35,2;2,6;49
Leon;24089;2408907013;2022;4,1;9,5;35,8;1,6;49,1
Leon;24089;2408907013;2023;4,7;10,4;33,9;1,3;49,8
Leon;24089;2408908001;2021;6,5;5,8;23,9;3,3;60,6
Leon;24089;2408908001;2022;6,2;5,4;24,6;2,5;61,4
Leon;24089;2408908001;2023;6,5;6;27,2;2,3;58
Leon;24089;2408908002;2021;6,3;6,3;21,8;3;62,6
Leon;24089;2408908002;2022;6,1;6;21,8;1,5;64,5
Leon;24089;2408908002;2023;5,9;5,4;20,6;1,6;66,5
Leon;24089;2408909001;2021;10;7,9;31,5;3,5;47,1
Leon;24089;2408909001;2022;8,8;8,4;32,3;2,2;48,4
Leon;24089;2408909001;2023;9;8,3;31,4;2,4;49
Leon;24089;2408909002;2021;5,9;8,4;28;2,6;55,2
Leon;24089;2408909002;2022;5,3;9,7;28,2;2,1;54,8
Leon;24089;2408909002;2023;6,2;10,8;26,8;1,4;54,9
Leon;24089;2408909003;2021;12,1;4,5;31,2;4;48,1
Leon;24089;2408909003;2022;11,2;5,9;31,1;2,7;49,1
Leon;24089;2408909003;2023;15,2;4,9;31,8;2,7;45,5
Leon;24089;2408910001;2021;4,1;11;30,2;1,9;52,9
Leon;24089;2408910001;2022;3,7;9,8;29,4;1,2;55,8
Leon;24089;2408910001;2023;4,1;10,9;26,7;1,1;57,2
Leon;24089;2408910002;2021;5,1;7,3;40;3,1;44,7
Leon;24089;2408910002;2022;4,2;6,8;39,9;1,5;47,6
Leon;24089;2408910002;2023;5,1;8,1;36,7;1,3;48,8
Leon;24089;2408910003;2021;6;6,3;31,1;2,3;54,3
Leon;24089;2408910003;2022;4,7;6,1;31,3;1,6;56,3
Leon;24089;2408910003;2023;5,6;6;30,3;1,8;56,3
Leon;24089;2408910004;2021;4;6,8;40,2;2,5;46,5
Leon;24089;2408910004;2022;4,4;7,5;39,9;1,7;46,6
Leon;24089;2408910004;2023;4,3;7,3;38,4;1,5;48,5
Leon;24089;2408910005;2021;5,5;10,5;28,8;2,1;53,2
Leon;24089;2408910005;2022;5,3;10,2;28,7;1,9;53,9
Leon;24089;2408910005;2023;5,8;13,7;28;1,1;51,5
Leon;24089;2408910006;2021;4,1;6,4;37,3;2,3;49,9
Leon;24089;2408910006;2022;4;6,4;36;1,4;52,2
Leon;24089;2408910006;2023;3,9;8;34,5;1,4;52,2
Leon;24089;2408910007;2021;3,4;7,8;25,9;1,4;61,6
Leon;24089;2408910007;2022;3,2;7,8;25,5;1;62,6
Leon;24089;2408910007;2023;3,4;9;24,5;0,9;62,3
Leon;24090;2409001001;2021;5,6;17,7;37,7;2,3;36,7
Leon;24090;2409001001;2022;4,4;29,6;34,8;2,3;29
Leon;24090;2409001001;2023;4,3;24,1;36,2;2,2;33,2
Leon;24091;2409101001;2021;7;12;40,4;2,7;37,8
Leon;24091;2409101001;2022;6,5;9,9;42,4;1,3;39,9
Leon;24091;2409101001;2023;6,4;11,3;41,6;1,4;39,3
Leon;24092;2409201001;2021;5,6;14,4;37;1,9;41
Leon;24092;2409201001;2022;4,9;15,7;37;1,2;41,2
Leon;24092;2409201001;2023;5,6;17,3;36;1,1;40
Leon;24093;2409301001;2021;6,2;8,3;38,4;2;45,1
Leon;24093;2409301001;2022;5,5;8,3;37,1;1,9;47,3
Leon;24093;2409301001;2023;7,3;9,8;44,5;2,3;36,2
Leon;24094;2409401001;2021;6,7;12,9;26,1;3,5;50,8
Leon;24094;2409401001;2022;6,8;11,9;28,2;2;51,2
Leon;24094;2409401001;2023;7,4;13;28,2;1,9;49,5
Leon;24095;2409501001;2021;4,2;15,8;37;1,9;41,1
Leon;24095;2409501001;2022;3,8;19,4;35,6;1,2;40,1
Leon;24095;2409501001;2023;2,9;19,6;32,3;1,2;44
Leon;24096;2409601001;2021;4;22,2;22,2;1,2;50,3
Leon;24096;2409601001;2022;4,6;21,3;22,3;0,9;51
Leon;24096;2409601001;2023;3,3;22,7;26,2;0,7;47,2
Leon;24097;2409701001;2021;6,2;27,3;31,1;1,6;33,8
Leon;24097;2409701001;2022;5,6;37,1;26;1;30,3
Leon;24097;2409701001;2023;6;37,9;24,4;0,7;31
Leon;24098;2409801001;2021;6;6,5;43,2;2,7;41,6
Leon;24098;2409801001;2022;5,8;7,2;44,8;1,4;40,8
Leon;24098;2409801001;2023;5,7;6,8;43,9;1,5;42
Leon;24099;2409901001;2021;6,8;25,5;30,6;1,6;35,6
Leon;24099;2409901001;2022;6,6;22,4;30,5;1,7;38,9
Leon;24099;2409901001;2023;7;25,5;30,4;2,5;34,6
Leon;24100;2410001001;2021;4,7;11,2;29,3;4,6;50,2
Leon;24100;2410001001;2022;4,3;14,1;30;2,3;49,4
Leon;24100;2410001001;2023;4,8;14,3;28,3;2,3;50,3
Leon;24101;2410101001;2021;4,8;7;46,8;2,7;38,7
Leon;24101;2410101001;2022;3,4;7,6;45,6;1,4;41,9
Leon;24101;2410101001;2023;3,9;8,7;48,1;0,7;38,6
Leon;24102;2410201001;2021;4,9;4,6;48,3;2,4;39,9
Leon;24102;2410201001;2022;6,4;5,1;50,6;1,9;36
Leon;24102;2410201001;2023;6,7;4,8;52,1;1,2;35,2
Leon;24103;2410301001;2021;5,7;11,2;45,3;2,2;35,6
Leon;24103;2410301001;2022;6,3;9,2;44;2,3;38,3
Leon;24103;2410301001;2023;6,8;9,2;44,1;1,5;38,4
Leon;24104;2410401001;2021;4,3;12,5;46,4;1,2;35,7
Leon;24104;2410401001;2022;3,8;13,7;45,9;0,9;35,7
Leon;24104;2410401001;2023;4,1;16;41,1;1,3;37,6
Leon;24105;2410501001;2021;4,4;9,9;25,7;2,6;57,4
Leon;24105;2410501001;2022;4,7;8,8;26,1;1,5;58,9
Leon;24105;2410501001;2023;4,8;8,1;25,3;1,6;60,2
Leon;24106;2410601001;2021;4,7;11,3;28,3;3,3;52,4
Leon;24106;2410601001;2022;3,6;14,9;30;2,1;49,4
Leon;24106;2410601001;2023;3,8;13,2;30,4;2;50,6
Leon;24107;2410701001;2021;3,1;24,7;32,9;2,5;36,8
Leon;24107;2410701001;2022;4;16,9;38,5;1,9;38,8
Leon;24107;2410701001;2023;4,3;22,1;37,3;2,2;34,1
