CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;viviendas_pre2000;viviendas_reformadas_2000;pct_reformado_2000;Seccion_id
2421601001;674;361,251;1955;0,010;0,460;643;84;13,060;1269
2421701001;168;285,476;1936;0,020;0,480;150;21;14,000;1270
2421801001;484;299,054;1961;0,010;0,590;443;55;12,420;1271
2421901001;411;288,122;1945;0,020;0,520;379;103;27,180;1272
2422101001;685;250,820;1971;0,020;0,600;591;96;16,240;1273
2422201001;1256;180,046;1988;0,010;0,670;631;60;9,510;1274
2422201002;1079;139,858;1993;0,010;0,620;538;15;2,790;1275
2422201003;645;146,980;1995;0,000;0,560;451;3;0,670;1276
2422201004;640;107,550;1998;0,010;0,400;244;3;1,230;1277
2422201005;684;145,168;2004;0,000;0,640;88;1;1,140;1278
2422201006;426;162,425;1996;0,010;0,710;208;4;1,920;1279
2422201007;764;193,963;2002;0,000;0,520;100;5;5,000;1280
2422202001;1025;261,854;1992;0,010;0,510;485;48;9,900;1281
2422202002;1262;151,040;2000;0,010;0,600;363;15;4,130;1282
2422202003;1313;115,925;1996;0,010;0,370;651;4;0,610;1283
2422202004;1093;108,212;2003;0,010;0,470;98;2;2,040;1284
2422301001;785;334,149;1957;0,010;0,500;724;147;20,300;1285
2422301002;1557;182,209;1979;0,010;0,700;1169;83;7,100;1286
2422401001;592;327,372;1956;0,020;0,510;540;190;35,190;1287
2422501001;813;291,481;1964;0,010;0,640;691;156;22,580;1288
2422601001;294;256,014;1932;0,020;0,540;257;96;37,350;1289
2422701001;1201;271,211;1970;0,020;0,550;950;219;23,050;1290
2422801001;666;272,315;1961;0,010;0,510;621;89;14,330;1291
2422901001;653;224,132;1919;0,030;0,530;573;95;16,580;1292
2423001001;375;239,635;1962;0,010;0,520;356;16;4,490;1293
2490101001;1098;179,409;1958;0,010;0,700;1024;148;14,450;1294
2490201001;324;276,864;1963;0,020;0,550;310;40;12,900;1295
3400101001;33;405,970;1989;0,020;0,530;30;9;30,000;1296
3400301001;136;271,875;1964;0,010;0,500;128;25;19,530;1297
3400401001;668;114,515;1978;0,010;0,580;629;31;4,930;1298
3400401002;827;126,686;1980;0,020;0,660;722;102;14,130;1299
3400402001;573;99,459;1976;0,010;0,590;539;19;3,530;1300
3400402002;742;134,796;1991;0,010;0,480;435;65;14,940;1301
3400402003;1284;139,129;1989;0,010;0,470;993;51;5,140;1302
3400403001;878;290,071;1978;0,020;0,590;737;348;47,220;1303
3400501001;487;219,934;1970;0,020;0,760;391;124;31,710;1304
3400601001;80;252,562;1934;0,020;0,610;74;10;13,510;1305
3400901001;31;337,484;1963;0,010;0,480;28;5;17,860;1306
3401001001;451;249,572;1946;0,020;0,620;384;51;13,280;1307
3401101001;366;257,770;1910;0,030;0,630;328;46;14,020;1308
3401201001;360;196,453;1945;0,020;0,520;334;31;9,280;1309
3401501001;68;272,132;1952;0,010;0,570;65;20;30,770;1310
3401701001;817;239,040;1925;0,030;0,660;724;107;14,780;1311
3401801001;201;236,886;1984;0,020;0,550;159;15;9,430;1312
3401901001;108;393,972;1986;0,020;0,610;103;8;7,770;1313
3402001001;27;263,704;1986;0,020;0,480;22;10;45,450;1314
3402201001;1235;200,935;1961;0,020;0,670;1070;239;22,340;1315
3402301001;1095;149,337;1974;0,020;0,630;683;28;4,100;1316
3402301002;601;140,353;1983;0,010;0,430;457;13;2,840;1317
3402301003;594;130,997;1964;0,010;0,500;528;31;5,870;1318
3402301005;557;106,801;1973;0,020;0,520;410;20;4,880;1319
3402301006;747;134,473;1980;0,010;0,490;476;26;5,460;1320
3402401001;21;414,762;1935;0,010;0,500;21;4;19,050;1321
3402501001;82;238,951;1970;0,010;0,550;70;20;28,570;1322
3402701001;1815;168,561;1935;0,020;0,680;1728;210;12,150;1323
3402801001;129;292,620;1987;0,020;0,540;100;61;61,000;1324
3402901001;561;289,105;1988;0,020;0,620;460;55;11,960;1325
3403101001;22;388,636;1965;0,020;0,610;21;9;42,860;1326
3403201001;109;299,624;1939;0,010;0,490;103;54;52,430;1327
3403301001;9;494,222;;0,000;0,420;9;5;55,560;1328
3403401001;104;317,673;1959;0,010;0,560;98;23;23,470;1329
3403501001;164;277,421;1979;0,020;0,560;158;17;10,760;1330
3403601001;505;195,760;1952;0,020;0,840;475;170;35,790;1331
3403701001;413;282,061;1991;0,020;0,550;334;48;14,370;1332
3403801001;193;266,560;1919;0,030;0,550;158;80;50,630;1333
3403901001;67;264,254;1894;0,030;0,550;62;27;43,550;1334
3404101001;102;285,353;1993;0,020;0,430;92;42;45,650;1335
3404201001;188;290,000;1917;0,040;0,540;159;32;20,130;1336
3404501001;49;390,082;1988;0,020;0,540;43;4;9,300;1337
3404601001;26;345,269;1936;0,020;0,530;25;16;64,000;1338
3404701001;688;198,453;1988;0,020;0,740;526;65;12,360;1339
3404701002;785;159,889;1983;0,020;0,740;662;45;6,800;1340
3404801001;51;378,373;1968;0,020;0,550;50;26;52,000;1341
3404901001;263;298,038;1953;0,020;0,620;220;82;37,270;1342
3405001001;265;211,325;1946;0,020;0,590;244;35;14,340;1343
3405101001;151;208,490;1934;0,020;0,570;136;17;12,500;1344
3405201001;224;246,830;1975;0,010;0,570;205;52;25,370;1345
3405301001;169;325,615;1978;0,020;0,600;147;40;27,210;1346
3405501001;250;270,744;1964;0,010;0,560;234;68;29,060;1347
3405601001;1018;146,694;1984;0,010;0,710;749;59;7,880;1348
3405601002;656;131,422;1986;0,010;0,760;429;52;12,120;1349
3405601003;992;291,358;1954;0,020;0,600;859;331;38,530;1350
3405701001;379;229,158;1940;0,020;0,620;336;72;21,430;1351
3405801001;264;179,098;1941;0,020;0,640;240;21;8,750;1352
3405901001;344;293,535;1958;0,020;0,580;306;78;25,490;1353
3406001001;202;189,619;1940;0,030;0,500;185;10;5,410;1354
3406101001;89;308,573;1982;0,020;0,510;77;38;49,350;1355
3406201001;224;284,071;1982;0,020;0,550;203;61;30,050;1356
3406301001;103;209,854;1909;0,040;0,590;96;7;7,290;1357
3406601001;117;264,368;1928;0,010;0,630;114;2;1,750;1358
3406701001;139;254,928;1961;0,020;0,630;123;48;39,020;1359
3406801001;40;343,950;1988;0,020;0,550;37;26;70,270;1360
3406901001;653;197,734;1964;0,030;0,640;521;25;4,800;1361
3406901002;920;151,510;1983;0,020;0,700;688;14;2,030;1362
3407001001;273;186,821;1951;0,010;0,530;259;11;4,250;1363
3407101001;184;273,152;1970;0,010;0,510;166;26;15,660;1364
3407201001;168;349,756;1969;0,020;0,590;166;11;6,630;1365
3407301001;161;192,708;1978;0,020;0,530;127;38;29,920;1366
3407401001;532;210,641;1975;0,010;0,770;437;55;12,590;1367
3407601001;431;319,954;1977;0,020;0,580;352;56;15,910;1368
3407701001;334;230,844;1998;0,030;0,570;181;21;11,600;1369
3407901001;2074;188,446;1995;0,010;0,560;813;67;8,240;1370
3408001001;521;126,167;1979;0,010;0,380;465;5;1,080;1371
3408001002;1315;141,591;1971;0,010;0,580;1124;155;13,790;3529
3408002001;817;123,503;1979;0,010;0,580;726;4;0,550;1372
3408002002;723;100,279;1967;0,010;0,570;723;11;1,520;1373
3408002003;885;147,411;1977;0,010;0,670;730;71;9,730;1374
3408101001;76;389,592;1981;0,020;0,500;72;7;9,720;1375
3408201001;140;224,679;1935;0,010;0,550;134;15;11,190;1376
3408301001;825;155,611;1973;0,010;0,730;751;99;13,180;1377
3408301002;885;221,962;1968;0,020;0,680;779;153;19,640;1378
3408401001;120;278,725;1884;0,030;0,600;115;11;9,570;1379
3408601001;93;219,785;1938;0,020;0,670;83;19;22,890;1380
3408701001;106;245,377;1914;0,040;0,580;98;6;6,120;1381
3408801001;359;214,710;1988;0,020;0,710;191;22;11,520;1382
3408901001;145;309,214;1965;0,010;0,530;129;13;10,080;1383
3409101001;115;282,757;1955;0,020;0,530;101;32;31,680;1384
3409201001;340;251,768;1970;0,010;0,590;309;51;16,500;1385
3409301001;64;396,938;1955;0,020;0,520;56;26;46,430;1386
3409401001;71;296,507;1941;0,020;0,530;70;17;24,290;1387
3409601001;46;285,826;1963;0,020;0,550;44;3;6,820;1388
3409801001;685;165,204;1983;0,010;0,610;454;12;2,640;1389
3409901001;47;293,617;1987;0,020;0,550;39;7;17,950;1390
3410001001;116;251,664;1964;0,020;0,490;96;22;22,920;1391
3410101001;71;339,606;1960;0,010;0,490;67;10;14,930;1392
3410201001;123;299,675;1993;0,030;0,620;98;7;7,140;1393
3410301001;82;370,793;1981;0,020;0,500;76;17;22,370;1394
3410401001;203;300,975;1970;0,010;0,650;165;16;9,700;1395
3410601001;126;349,913;1979;0,020;0,590;120;62;51,670;1396
3410701001;74;253,905;1989;0,020;0,630;61;38;62,300;1397
3410801001;452;209,153;1964;0,020;0,750;419;20;4,770;1398
3410901001;50;347,060;1958;0,010;0,570;45;7;15,560;1399
3411001001;106;255,755;1958;0,020;0,760;101;48;47,520;1400
3411201001;58;245,000;1917;0,030;0,600;51;17;33,330;1401
3411301001;33;312,758;1996;0,030;0,470;24;19;79,170;1402
3411401001;190;335,053;1952;0,020;0,580;175;99;56,570;1403
3411601001;76;226,526;1968;0,010;0,520;64;13;20,310;1404
3412001001;1006;137,596;1978;0,010;0,540;884;12;1,360;1405
3412001003;575;124,837;1981;0,010;0,460;516;1;0,190;1406
3412001004;586;122,520;1969;0,010;0,330;580;23;3,970;1407
3412001005;522;117,148;1967;0,010;0,380;513;1;0,190;1408
3412002001;1339;124,881;1979;0,010;0,580;1215;23;1,890;1409
3412002002;696;119,484;1977;0,010;0,480;588;2;0,340;1410
3412002003;695;126,301;1995;0,010;0,710;258;5;1,940;1411
3412003001;462;125,132;1973;0,010;0,350;425;19;4,470;1412
3412003002;583;123,262;1976;0,010;0,630;506;5;0,990;1413
3412003004;650;121,654;1977;0,010;0,390;632;11;1,740;1414
3412003005;843;107,072;1983;0,010;0,610;821;2;0,240;1415
3412004001;645;110,822;1970;0,010;0,450;621;5;0,810;1416
3412004002;532;95,429;1970;0,010;0,310;504;0;0,000;1417
3412004003;451;116,013;1978;0,010;0,480;446;0;0,000;1418
3412004004;748;98,159;1986;0,010;0,340;589;0;0,000;1419
3412004005;1140;122,745;1996;0,010;0,420;313;0;0,000;1420
3412004006;456;90,401;1972;0,010;0,270;426;0;0,000;1421
3412004007;959;114,259;1990;0,010;0,310;510;0;0,000;1422
3412004008;491;95,006;1980;0,010;0,300;438;0;0,000;1423
3412004009;580;114,114;1983;0,010;0,320;533;3;0,560;1424
3412005001;730;150,289;1986;0,010;0,380;549;1;0,180;1425
3412005002;365;127,419;1970;0,010;0,460;358;0;0,000;1426
3412005003;796;116,092;1974;0,010;0,380;796;0;0,000;1427
3412005004;897;114,822;1992;0,010;0,380;388;0;0,000;1428
3412005005;709;115,599;1986;0,000;0,200;709;0;0,000;1429
3412005006;761;126,363;1982;0,010;0,320;669;0;0,000;1430
3412005007;691;81,379;1971;0,010;0,270;689;66;9,580;1431
3412005008;635;80,346;1966;0,010;0,350;635;80;12,600;1432
3412005009;467;105,522;1983;0,000;0,230;467;0;0,000;1433
3412005010;705;112,050;1985;0,010;0,180;618;0;0,000;1434
3412005011;1368;114,342;1997;0,010;0,280;575;0;0,000;1435
3412005012;652;112,817;1988;0,000;0,250;652;0;0,000;1436
3412005013;475;106,181;1980;0,000;0,290;475;0;0,000;1437
3412005014;791;127,957;2004;0,000;0,420;45;0;0,000;1438
3412005015;475;129,840;1989;0,000;0,360;475;1;0,210;1439
3412006001;807;116,632;1986;0,010;0,300;599;5;0,830;1440
3412006002;595;94,429;1962;0,010;0,480;534;10;1,870;1441
3412006003;1064;143,577;1989;0,010;0,470;446;14;3,140;1442
3412006004;1153;119,851;1982;0,010;0,450;682;14;2,050;1443
3412006006;929;117,675;1988;0,010;0,390;459;2;0,440;1444
3412006007;922;105,211;1981;0,010;0,250;820;0;0,000;1445
3412007001;848;151,974;1985;0,010;0,670;539;12;2,230;1446
3412007002;512;71,539;1956;0,000;0,180;512;499;97,460;1447
3412007003;1181;108,638;1981;0,010;0,440;981;17;1,730;1448
3412007004;898;172,451;1996;0,010;0,520;480;2;0,420;1449
3412007005;618;99,625;1973;0,010;0,260;618;0;0,000;1450
3412007006;461;128,915;1972;0,000;0,170;461;0;0,000;1451
3412007007;586;95,113;1974;0,000;0,210;586;0;0,000;1452
3412007008;567;65,190;1965;0,000;0,260;550;0;0,000;1453
3412007009;639;98,559;1979;0,000;0,180;639;0;0,000;1454
3412007010;834;120,504;1992;0,010;0,360;647;0;0,000;1455
3412007011;579;94,337;1971;0,010;0,270;502;1;0,200;1456
3412007012;950;119,649;1987;0,010;0,400;761;1;0,130;1457
3412007013;437;98,419;1972;0,000;0,300;437;0;0,000;1458
3412007014;357;126,485;1972;0,000;0,230;357;0;0,000;1459
3412007015;447;121,951;1976;0,010;0,220;371;0;0,000;1460
3412007016;920;119,722;1991;0,010;0,320;626;2;0,320;1461
3412007017;617;115,817;1980;0,000;0,260;617;0;0,000;1462
3412007018;462;145,558;2000;0,000;0,230;350;0;0,000;1463
3412007019;410;108,327;1996;0,000;0,220;410;0;0,000;1464
3412007020;1108;121,538;2003;0,000;0,210;247;0;0,000;1465
3412101001;229;244,074;1905;0,030;0,630;213;6;2,820;1466
3412201001;76;315,263;1985;0,020;0,480;68;25;36,760;1467
3412301001;624;272,548;1977;0,020;0,620;555;62;11,170;1468
3412301002;558;221,091;1971;0,020;0,780;510;44;8,630;1469
3412401001;52;308,577;1978;0,020;0,550;49;32;65,310;1470
3412501001;87;382,977;1968;0,020;0,530;78;11;14,100;1471
3412601001;220;271,405;1922;0,030;0,580;176;72;40,910;1472
3412701001;99;257,121;1976;0,010;0,600;89;16;17,980;1473
3412901001;121;228,388;1989;0,020;0,520;97;20;20,620;1474
3413001001;185;291,600;1960;0,010;0,580;170;30;17,650;1475
3413101001;45;331,311;1932;0,020;0,570;44;14;31,820;1476
3413201001;138;236,167;1969;0,010;0,630;123;23;18,700;1477
3413301001;83;206,771;1937;0,020;0,620;75;4;5,330;1478
3413401001;64;305,391;1952;0,020;0,550;54;24;44,440;1479
3413501001;515;300,515;1954;0,020;0,590;444;191;43,020;1480
3413601001;79;281,278;1986;0,020;0,510;70;19;27,140;1481
3413701001;39;282,359;1956;0,010;0,490;38;19;50,000;1482
3413901001;160;307,706;1938;0,020;0,610;143;73;51,050;1483
3414001001;69;293,652;1989;0,020;0,610;60;20;33,330;1484
3414101001;157;200,159;1945;0,030;0,590;131;9;6,870;1485
3414301001;189;264,640;1898;0,030;0,560;161;56;34,780;1486
3414601001;52;264,096;1922;0,040;0,530;44;2;4,550;1487
3414701001;186;252,522;1928;0,030;0,630;156;68;43,590;1488
3414901001;40;319,825;1962;0,010;0,560;38;10;26,320;1489
3415101001;186;268,527;1978;0,020;0,480;164;73;44,510;1490
3415201001;185;275,486;1974;0,010;0,600;152;33;21,710;1491
3415401001;59;351,356;1983;0,010;0,450;58;44;75,860;1492
3415501001;104;253,654;1918;0,030;0,590;93;11;11,830;1493
3415601001;40;318,875;1947;0,010;0,620;39;9;23,080;1494
3415701001;816;137,223;1987;0,010;0,650;608;8;1,320;1495
3415701002;989;154,087;1992;0,020;0,740;641;14;2,180;1496
3415701003;632;226,622;1981;0,020;0,650;545;55;10,090;1497
3415801001;280;243,039;1972;0,020;0,680;213;46;21,600;1498
3415901001;263;261,954;1969;0,010;0,610;232;32;13,790;1499
3416001001;172;319,634;1959;0,020;0,580;156;94;60,260;1500
3416101001;41;340,561;1969;0,020;0,480;33;15;45,450;1501
3416301001;87;291,161;1968;0,010;0,620;82;25;30,490;1502
3416501001;67;365,164;1960;0,010;0,510;64;17;26,560;1503
3416701001;65;326,462;1957;0,020;0,440;59;11;18,640;1504
3416801001;50;289,540;1982;0,020;0,470;48;34;70,830;1505
3416901001;219;251,338;1950;0,030;0,520;168;49;29,170;1506
3417001001;20;343,300;1956;0,020;0,480;17;9;52,940;1507
3417101001;1020;237,224;1970;0,020;0,640;929;295;31,750;1508
3417401001;159;300,075;1965;0,020;0,630;141;22;15,600;1509
3417501001;77;253,506;1938;0,030;0,520;60;27;45,000;1510
3417601001;162;281,401;1959;0,020;0,570;141;47;33,330;1511
3417701001;111;228,081;1949;0,030;0,700;94;24;25,530;1512
3417801001;110;252,691;1922;0,030;0,570;103;5;4,850;1513
3417901001;30;205,000;1998;0,030;0,620;21;6;28,570;1514
3418001001;95;347,705;1965;0,020;0,530;83;13;15,660;1515
3418101001;350;161,591;1965;0,020;0,710;296;20;6,760;1516
3418201001;821;179,348;1921;0,030;0,630;741;109;14,710;1517
